mlb_player_id,player,pos,player_type,team,opp_team,line,prop_type,prop_norm,pick_type,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,standard_line,deviation_level,player_name,image_url,line_score,sport,game_date,player_1,player_2,team_1,team_2,id_status,SP_ERA,WHIP,OBP_ALLOWED,ERA_RANK,WHIP_RANK,OBP_ALLOWED_RANK,OVERALL_DEF_SCORE,OVERALL_DEF_RANK,DEF_TIER,def_rank,def_tier,inningsPitched,gamesPlayed,is_combo_player,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,same_opp_games_l5,same_opp_over_rate_l5,stat_status,hit_rate_status,line_games_played_5,line_hits_over_5,line_hits_under_5,line_hits_push_5,line_hit_rate_over_5,line_hit_rate_under_5,reliability_note,player_type_norm,pos_norm,minutes_tier,batting_order_tier,pitcher_role,same_series_hit_rate,usage_boost,usage_boost_proj,usage_boost_reason,usage_boost_source,projection,edge,abs_edge,player_floor_p10,avg_win_margin,player_hr_historical,opp_hr_historical,floor_clears_line,line_gap,dir_line_gap,dir_line_gap_norm,forced_over_only,bet_direction,eligible,void_reason,edge_dr,line_hit_rate,l5_vs_same_opp_hit_rate,composite_hit_rate,minutes_certainty,prop_weight,reliability_mult,edge_z,line_hit_z,min_z,def_adj,projection_adj,edge_adj,edge_adj_dr,def_rank_signal,def_rank_z,stat_last5_avg_num,stat_last10_avg_num,stat_season_avg_num,avg_vs_line,avg_vs_line_z,prop_hr_prior,prop_hr_z,usage_bonus,rank_score,tier_encoded,tier_era,pick_type_encoded,direction_encoded,def_tier_encoded,hit_rate_L5,hit_rate_L10,avg_L5_vs_line,avg_L10_vs_line,prop_score,sport_encoded,minutes_cv,minutes_trend,role_type_encoded,dominance_pct,specialization_rank,minutes_tier_label,line_bucket,line_bucket_encoded,context_known,defense_known,minutes_known,ml_prob,ml_edge,final_score,tier_source,tier,recommended_side,model_dir,final_bet_direction,final_dir_reason
801403,Chase Dollander,P,pitcher,COL,PIT,5,Pitcher Strikeouts,strikeouts,Standard,12093798,12093798,234939,155596,2026-05-14T12:35:00.000-04:00,,,5,0,Chase Dollander,https://static.prizepicks.com/images/players/MLB/Tyler_Dollander_MLB_player_26bjs7QHYrmBwXX9xa08Lxaf-450.webp,5,MLB,2026-05-14,,,,,OK,3.72,1.23,0.306,7,7,8,7.230769230769232,6,Elite,7,Elite,319.1,35,0,5,3,7,9,9,0,3,6,5,,6.6,5.222,5.222,3,1,1,0.6,0.675,0.325,0.571,0.429,,,OK,BLENDED_n5,5,3,1,1,0.675,0.325,,pitcher,P,0,UNKNOWN,SP,,0,0,,none,6.6,1.5999999999999996,1.5999999999999996,,,,,,,,0.5,0,OVER,0,VOID_TIER_D;VOID_LOW_MINUTES_NON_A,1.491083571514755,0.623,,0.623,1,1.1,1,1.638756566083314,0.2253133093182354,0.2172395974687999,-0.0367741935483871,6.357290322580645,1.357290322580645,1.29649796584044,-0.6551724137931034,-1.258970597485296,6.6,5.222,5.222,0.1822,-0.9668033216408521,0.63,2.755403559312606,0,1.105044587851848,0,0,1,1,4,0.675,0.571,0.32,0.04440000000000009,1.092599523058451,4,,1.263883569513596,1,1,1,HIGH,mid,2,1,1,1,0.3823387672511527,-0.1176612327488473,1.105044587851848,ml_prob,D,OVER,OVER,OVER,
801403,Chase Dollander,P,pitcher,COL,PIT,15.5,Pitching Outs,pitching_outs,Demon,12091683,12091683,234939,155596,2026-05-14T12:35:00.000-04:00,,,,1,Chase Dollander,https://static.prizepicks.com/images/players/MLB/Tyler_Dollander_MLB_player_26bjs7QHYrmBwXX9xa08Lxaf-450.webp,15.5,MLB,2026-05-14,,,,,OK,3.72,1.23,0.306,7,7,8,7.230769230769232,6,Elite,7,Elite,319.1,35,0,17,16,21,18,16,3,13,13,12,,17.6,14.333,14.333,5,0,0,1,0.8312,0.1687,0.556,0.444,,,OK,BLENDED_n5,5,5,0,0,0.8312,0.1687,THIN_SAMPLE_5g_raw_100%,pitcher,P,0,UNKNOWN,SP,,0,0,,none,17.6,2.1000000000000014,2.1000000000000014,,,,,,,,0.5,1,OVER,0,VOID_TIER_D;VOID_LOW_MINUTES_NON_A,1.878825303565597,0.6936,,0.6936,1,1.08,0.75,2.479973818830698,0.6746526557636712,0.2172395974687999,-0.0367741935483871,16.95277419354839,1.45277419354839,1.373625672873706,-0.6551724137931034,-1.258970597485296,17.6,14.333,14.333,0.03009677419354844,-1.363380952409038,0.62,2.39793127182578,0,0.7869612947457592,0,0,0,1,4,0.8312,0.556,0.135483870967742,-0.07529032258064515,0.7813259370847445,4,,1.227935533384497,1,1,1,HIGH,xl,4,1,1,1,0.1362092791569375,-0.3637907208430625,0.7869612947457592,ml_prob_fallback,D,OVER,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM
801403,Chase Dollander,P,pitcher,COL,PIT,7.5,Pitcher Strikeouts,strikeouts,Demon,12094110,12094110,234939,155596,2026-05-14T12:35:00.000-04:00,,,5,3,Chase Dollander,https://static.prizepicks.com/images/players/MLB/Tyler_Dollander_MLB_player_26bjs7QHYrmBwXX9xa08Lxaf-450.webp,7.5,MLB,2026-05-14,,,,,OK,3.72,1.23,0.306,7,7,8,7.230769230769232,6,Elite,7,Elite,319.1,35,0,5,3,7,9,9,0,3,6,5,,6.6,5.222,5.222,2,3,0,0.4,0.4562,0.5438,0.222,0.778,,,OK,BLENDED_n5,5,2,3,0,0.4562,0.5438,,pitcher,P,0,UNKNOWN,SP,,0,0,,none,6.6,-0.9000000000000004,0.9000000000000004,,,,,,,,0.5,1,OVER,0,FORCED_OVER_NEG_EDGE,-0.9143366600529776,0.3391,,0.3391,1,1.1,0.75,0,0,0.2172395974687999,-0.0367741935483871,6.357290322580645,-1.142709677419355,-1.120070913844158,-0.6551724137931034,0,6.6,5.222,5.222,-0.2118666666666667,0,0.63,0,0,0,0,0,0,1,4,0.4562,0.222,-0.1200000000000001,-0.3037333333333333,,4,,1.263883569513596,1,1,1,HIGH,mid,2,1,1,1,0.2179282866299377,-0.2820717133700623,0,distance,B,OVER,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
801403,Chase Dollander,P,pitcher,COL,PIT,6.5,Pitcher Strikeouts,strikeouts,Demon,12093402,12093402,234939,155596,2026-05-14T12:35:00.000-04:00,,,5,2,Chase Dollander,https://static.prizepicks.com/images/players/MLB/Tyler_Dollander_MLB_player_26bjs7QHYrmBwXX9xa08Lxaf-450.webp,6.5,MLB,2026-05-14,,,,,OK,3.72,1.23,0.306,7,7,8,7.230769230769232,6,Elite,7,Elite,319.1,35,0,5,3,7,9,9,0,3,6,5,,6.6,5.222,5.222,3,2,0,0.6,0.5812,0.4188,0.333,0.667,,,OK,BLENDED_n5,5,3,2,0,0.5812,0.4188,,pitcher,P,0,UNKNOWN,SP,,0,0,,none,6.6,0.09999999999999964,0.09999999999999964,,,,,,,,0.5,1,OVER,0,VOID_LOW_MINUTES_NON_A,0.141253754462275,0.4571000000000001,,0.4571000000000001,1,1.1,0.75,-0.8848951921588287,-0.8305705090287586,0.2172395974687999,-0.0367741935483871,6.357290322580645,-0.1427096774193553,-0.1911108793480389,-0.6551724137931034,-1.258970597485296,6.6,5.222,5.222,-0.09061538461538461,-1.678112883251027,0.63,2.755403559312606,0,-1.362401816852797,0,0,0,1,4,0.5812,0.333,0.01538461538461533,-0.1966153846153846,-1.404297379256708,4,,1.263883569513596,1,1,1,HIGH,mid,2,1,1,1,0.1100195816336972,-0.3899804183663028,-1.362401816852797,distance,B,OVER,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM
801403,Chase Dollander,P,pitcher,COL,PIT,5.5,Pitcher Strikeouts,strikeouts,Demon,12091682,12091682,234939,155596,2026-05-14T12:35:00.000-04:00,,,5,1,Chase Dollander,https://static.prizepicks.com/images/players/MLB/Tyler_Dollander_MLB_player_26bjs7QHYrmBwXX9xa08Lxaf-450.webp,5.5,MLB,2026-05-14,,,,,OK,3.72,1.23,0.306,7,7,8,7.230769230769232,6,Elite,7,Elite,319.1,35,0,5,3,7,9,9,0,3,6,5,,6.6,5.222,5.222,3,2,0,0.6,0.5812,0.4188,0.444,0.556,,,OK,BLENDED_n5,5,3,2,0,0.5812,0.4188,,pitcher,P,0,UNKNOWN,SP,,0,0,,none,6.6,1.0999999999999996,1.0999999999999996,,,,,,,,0.5,1,OVER,1,,1.084385701403318,0.5126000000000001,,0.5126000000000001,1,1.1,0.75,0.7975393133359331,-0.4773363202508311,0.2172395974687999,-0.0367741935483871,6.357290322580645,0.8572903225806447,0.8773214203970001,-0.6551724137931034,-1.258970597485296,6.6,5.222,5.222,0.07472727272727273,-1.24701617924486,0.63,2.755403559312606,0,-0.1376656678004596,0,0,0,1,4,0.5812,0.444,0.1999999999999999,-0.05054545454545447,-0.1406126685761619,4,,1.263883569513596,1,1,1,HIGH,mid,2,1,1,1,0.1191952034095446,-0.3808047965904554,-0.1376656678004596,distance,A,OVER,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM
801403,Chase Dollander,P,pitcher,COL,PIT,4.5,Hits Allowed,hits_allowed,Goblin,12091681,12091681,234939,155596,2026-05-14T12:35:00.000-04:00,,,,1,Chase Dollander,https://static.prizepicks.com/images/players/MLB/Tyler_Dollander_MLB_player_26bjs7QHYrmBwXX9xa08Lxaf-450.webp,4.5,MLB,2026-05-14,,,,,OK,3.72,1.23,0.306,7,7,8,7.230769230769232,6,Elite,7,Elite,319.1,35,0,3,8,5,3,1,1,4,4,5,,4,3.778,3.778,2,3,0,0.4,0.4562,0.5438,0.333,0.667,,,OK,BLENDED_n5,5,2,3,0,0.4562,0.5438,,pitcher,P,0,UNKNOWN,RP,,0,0,,none,4,-0.5,0.5,,,,,,,,0.5,1,OVER,0,FORCED_OVER_NEG_EDGE,-0.5547847360339225,0.3946,,0.3946,0.9,0.98,1.06,0,0,-3.011390282153713,-0.0367741935483871,3.852903225806452,-0.6470967741935483,-0.6907547016196616,-0.6551724137931034,0,4,3.778,3.778,-0.1357777777777778,0,0.53,0,0,0,0,0,2,1,4,0.4562,0.333,-0.1111111111111111,-0.1604444444444444,,4,,1.058761249338274,1,1,1,MEDIUM,mid,2,1,1,1,0.7058391041150924,0.2058391041150924,0,ml_prob_fallback,A,OVER,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
665833,Oneil Cruz,OF,hitter,PIT,COL,4.5,Total Bases,total_bases,Demon,12093447,12093447,67526,155596,2026-05-14T12:35:00.000-04:00,,,,4,Oneil Cruz,https://static.prizepicks.com/images/players/MLB/Oneil_Cruz_MLB_player_n7XXiY4qvKvsyD3pud7qyIZ-450.webp,4.5,MLB,2026-05-14,,,,,OK,4.59,1.39,0.333,25,20,20,22.30769230769231,21,Below Avg,25,Below Avg,317.1,36,0,3,1,0,0,0,2,2,2,1,0,0.8,1.1,1.1,0,5,0,0,0.0917,0.9083,0,1,,,OK,BLENDED_n5,5,0,5,0,0.0917,0.9083,,hitter,OF,0,MID,,,0,0,,none,0.8,-3.7,3.7,0.4,,0.4,0.6176470588235294,0,-3.5,-3.5,0.15,1,OVER,0,FORCED_OVER_NEG_EDGE,-2.544210651641051,0.04585,,0.04585,1,1.03,0.75,0,0,0.2172395974687999,0.02129032258064516,0.8170322580645162,-3.682967741935484,-2.544210651641051,0.3793103448275863,0,0.8,1.1,1.1,-0.7888888888888889,0,0.56,0,0,0,0,0,0,1,0.5,0.0917,0,-0.8222222222222223,-0.7555555555555555,,4,,0.7272727272727273,0,0.7871198568872988,25,HIGH,mid,2,1,1,1,0.2179282866299377,-0.2820717133700623,0,ml_prob_fallback,D,OVER,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
801403,Chase Dollander,P,pitcher,COL,PIT,4.5,Pitcher Strikeouts,strikeouts,Goblin,12093927,12093927,234939,155596,2026-05-14T12:35:00.000-04:00,,,5,1,Chase Dollander,https://static.prizepicks.com/images/players/MLB/Tyler_Dollander_MLB_player_26bjs7QHYrmBwXX9xa08Lxaf-450.webp,4.5,MLB,2026-05-14,,,,,OK,3.72,1.23,0.306,7,7,8,7.230769230769232,6,Elite,7,Elite,319.1,35,0,5,3,7,9,9,0,3,6,5,,6.6,5.222,5.222,4,1,0,0.8,0.7062,0.2937,0.667,0.333,,,OK,BLENDED_n5,5,4,1,0,0.7062,0.2937,,pitcher,P,0,UNKNOWN,SP,,0,0,,none,6.6,2.0999999999999996,2.0999999999999996,,,,,,,,0.5,1,OVER,0,VOID_TIER_D;VOID_LOW_MINUTES_NON_A,1.878825303565596,0.6866000000000001,,0.6866000000000001,1,1.1,1.06,2.479973818830695,0.6301005959178071,0.2172395974687999,-0.0367741935483871,6.357290322580645,1.857290322580645,1.692574628130439,-0.6551724137931034,-1.258970597485296,6.6,5.222,5.222,0.3135555555555555,-0.6243209401248422,0.63,2.755403559312606,0,2.30307202188362,0,0,2,1,4,0.7062,0.667,0.4666666666666666,0.1604444444444445,2.251392596822163,4,,1.263883569513596,1,1,1,HIGH,mid,2,1,1,1,0.416073768893105,-0.08392623110689501,2.30307202188362,distance,D,OVER,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM
696100,Hunter Goodman,C,hitter,COL,PIT,4.5,Total Bases,total_bases,Demon,12095241,12095241,152439,155596,2026-05-14T12:35:00.000-04:00,,,,4,Hunter Goodman,https://static.prizepicks.com/images/players/MLB/Hunter_Goodman_MLB_player_dVT1YjoNqIySmDlERNuAET8w-450.webp,4.5,MLB,2026-05-14,,,,,OK,3.72,1.23,0.306,7,7,8,7.230769230769232,6,Elite,7,Elite,319.1,35,0,0,7,1,0,0,0,2,0,9,0,1.6,1.9,1.9,1,4,0,0.2,0.2583,0.7417,0.2,0.8,,,OK,BLENDED_n5,5,1,4,0,0.2583,0.7417,,hitter,C,0,MID,,,0,0,,none,1.6,-2.9,2.9,0,,0.4,0.5454545454545454,0,-4.5,-4.5,0.05,1,OVER,0,FORCED_OVER_NEG_EDGE,-2.471942123366092,0.22915,,0.22915,1,1.03,0.75,0,0,0.2172395974687999,-0.0367741935483871,1.541161290322581,-2.958838709677419,-2.514508442151647,-0.6551724137931034,0,1.6,1.9,1.9,-0.6111111111111112,0,0.56,0,0,0,0,0,0,1,4,0.2583,0.2,-0.6444444444444444,-0.5777777777777778,,4,,0.8421052631578948,2,1.361464968152866,9,HIGH,mid,2,1,1,1,0.2179282866299377,-0.2820717133700623,0,ml_prob_fallback,D,OVER,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
664040,Brandon Lowe,IF,hitter,PIT,COL,3.5,Total Bases,total_bases,Demon,12091657,12091657,308573,155596,2026-05-14T12:35:00.000-04:00,,,,3,Brandon Lowe,https://static.prizepicks.com/images/manual/Brandon_Lowe-.png,3.5,MLB,2026-05-14,,,,,OK,4.59,1.39,0.333,25,20,20,22.30769230769231,21,Below Avg,25,Below Avg,317.1,36,0,5,0,6,5,0,1,0,6,2,2,3.2,2.7,2.7,3,2,0,0.6,0.5917,0.4083,0.4,0.6,,,OK,BLENDED_n5,5,3,2,0,0.5917,0.4083,,hitter,IF,0,MID,,,0,0,,none,3.2,-0.2999999999999998,0.2999999999999998,,,,0.6176470588235294,,,,0.5,1,OVER,0,FORCED_OVER_NEG_EDGE,-0.3593793066872106,0.49585,,0.49585,1,1.03,0.75,0,0,0.2172395974687999,0.02129032258064516,3.268129032258065,-0.2318709677419353,-0.2887083990068192,0.3793103448275863,0,3.2,2.7,2.7,-0.1571428571428571,0,0.56,0,0,0,0,0,0,1,0.5,0.5917,0.4,-0.08571428571428566,-0.2285714285714285,,4,,1.185185185185185,3,1.932021466905188,1,HIGH,low,1,1,1,1,0.3174895779246311,-0.1825104220753689,0,ml_prob_fallback,D,OVER,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
