projection_id,player_name,team,prop_type,line_score,start_time,sport,league,pick_type,standard_line,goblin_line,demon_line,pp_projection_id,player_id,pp_game_id,player,line,pos,opp_team,pp_home_team,pp_away_team,image_url,tournament,pp_updated_at,fetched_at,prop_norm,unsupported_prop,espn_athlete_id,tour,standard_line_source,deviation_level,opp_def_tier,DEF_TIER,OVERALL_DEF_RANK,stat_status,aces_per_match,double_faults_per_match,first_serve_pct,games_won_per_match,sets_won_per_match,win_rate_L10,best_surface,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,actual_series,surface,surface_encoded,aces_per_match_mean,df_per_match_mean,first_serve_won_pct,win_rate_on_surface,n_matches_on_surface,surface_specialist,surface_struggle,h2h_win_rate_on_surface,n_h2h_matches,hit_rate_status,line_games_played_5,line_hits_over_5,line_hits_under_5,line_hits_push_5,line_hit_rate_over_5,line_hit_rate_under_5,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,l5_over,l5_under,last5_over,last5_under,last5_push,line_games_played_10,line_hits_over_10,line_hits_under_10,line_hits_push_10,line_hit_rate_over_10,line_hit_rate_under_10,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,round,is_grand_slam,player_atp_rank,opponent_rank,ranking_diff,position_group,minutes_tier,shot_role,usage_role,game_script_mult,game_script_note,avg_minutes,composite_hit_rate,composite_score,projection,edge,ml_prob,edge_score,rank_score,line_hit_rate,ml_edge,final_score,consistency_grade,consistency_multiplier,blended_score,bet_direction,tier_source,tier_basis,tier,void_reason,espn_player_id,abs_edge,model_dir,final_bet_direction,final_dir_reason,direction,prob_source,distribution_n,distribution_std
14122718,Sebastian Baez,SEBASTIAN BAEZ,Double Faults,1.5,2026-08-25T16:20:00.000-04:00,Tennis,ATP / HARD,Goblin,3,,,14122718,202534,182476,Sebastian Baez,1.5,Player,HUGO GRENIER,,,https://www.flashscore.com/res/image/data/futi5Qf5-hI8rc03T.png,,2026-08-25T05:07:46.778-04:00,2026-08-25T13:00:49-04:00,double_faults,0,3340,ATP,offset_estimate,1,,N/A,,STALE_HISTORY,,,0.7362752584101381,,,,,,,,,,,,,,,,,,,hard,0,1.891891891891892,1.756756756756757,0.6276026730150281,0.3783783783783784,37,0,0,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,50,250.0,-200,ATP,2,NEUTRAL,FIELD,1,,,0.5,0.95,1.5,0.0,0.08,-0.42,3.73214,0.5,0.03000000000000003,3.545533,?,0.95,0.374,OVER,distance,distance,C,,3340,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14123003,Mariano Navone,MARIANO NAVONE,Double Faults,1.5,2026-08-25T16:40:00.000-04:00,Tennis,ATP / HARD,Goblin,3,,,14123003,202897,182392,Mariano Navone,1.5,Player,JAMES DUCKWORTH,,,https://www.atptour.com/-/media/alias/player-headshot/N0BS,,2026-08-25T05:31:12.161-04:00,2026-08-25T13:00:49-04:00,double_faults,0,9992,ATP,offset_estimate,1,,N/A,,STALE_HISTORY,,,0.6110576126400564,,,,,,,,,,,,,,,,,,,hard,0,4.3,3.433333333333333,0.684859054209078,0.28125,32,0,1,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,48,79.0,-31,ATP,2,NEUTRAL,FIELD,1,,,0.5,1,1.5,0.0,0.08,-0.42,3.996778947368421,0.5,0.03000000000000003,3.79694,?,0.95,0.374,OVER,distance,distance,C,,9992,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14127534,James Duckworth,JAMES DUCKWORTH,Break Points Won,1.5,2026-08-25T16:40:00.000-04:00,Tennis,ATP / HARD,Goblin,3,,,14127534,205538,182392,James Duckworth,1.5,Player,MARIANO NAVONE,,,https://www.atptour.com/-/media/alias/player-headshot/D994,,2026-08-25T08:31:49.187-04:00,2026-08-25T13:00:49-04:00,break_points_won,0,1857,ATP,offset_estimate,1,,N/A,,STALE_HISTORY,,,0.5706743682708304,,,,,,,,,,,,,,,,,,,hard,0,7.222222222222222,3.185185185185185,0.7213116336112441,0.2962962962962963,27,0,1,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,79,48.0,31,ATP,2,NEUTRAL,FIELD,1,,,0.5,1,1.5,0.0,0.5001,0.0001,3.996778947368421,0.5,0.03000000000000003,3.79694,?,0.95,0.5,OVER,distance,distance,C,,1857,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14086109,Darja Vidmanova,DARJA VIDMANOVA,Double Faults,1.5,2026-08-25T17:30:00.000-04:00,Tennis,WTA / HARD,Goblin,3,,,14086109,245478,182300,Darja Vidmanova,1.5,Player,KIMBERLY BIRRELL,,,https://static.prizepicks.com/images/manual/Darja Vidmanova.png,,2026-08-25T01:35:16.221-04:00,2026-08-25T13:00:49-04:00,double_faults,0,6488,WTA,offset_estimate,1,,N/A,,STALE_HISTORY,,,0.6292172739541161,,,,,,,,,,,,,,,,,,,hard,0,1.6,2.6,0.6260195852534562,0.2,5,0,0,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,90,69.0,21,WTA,2,NEUTRAL,FIELD,1,,,0.5,1,1.5,0.0,0.08,-0.42,3.996778947368421,0.5,0.03000000000000003,3.79694,?,0.95,0.374,OVER,distance,distance,C,,6488,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14124372,Kimberly Birrell,KIMBERLY BIRRELL,Aces,1.5,2026-08-25T17:30:00.000-04:00,Tennis,WTA / HARD,Goblin,3,,,14124372,205511,182300,Kimberly Birrell,1.5,Player,DARJA VIDMANOVA,,,https://img0.aiscore.com/v2/team/b820046bb144f5d09bef9c7520e15c5b.png!w80,,2026-08-25T06:21:58.144-04:00,2026-08-25T13:00:49-04:00,aces,0,2588,WTA,offset_estimate,1,,N/A,,STALE_HISTORY,,,0.6199604889131982,,,,,,,,,,,,,,,,,,,hard,0,1.98,5.26,0.6432868494449671,0.5192307692307693,52,0,0,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,69,90.0,-21,WTA,2,SERVE_HEAVY,FIELD,1,,,0.5,1,1.5,0.0,0.08,-0.42,3.996778947368421,0.5,0.03000000000000003,3.79694,?,0.95,0.374,OVER,distance,distance,C,,2588,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14086042,Shuai Zhang,SHUAI ZHANG,Double Faults,1.5,2026-08-25T17:30:00.000-04:00,Tennis,WTA / HARD,Goblin,3,,,14086042,215881,182301,Shuai Zhang,1.5,Player,MARIA TIMOFEEVA,,,https://static.prizepicks.com/images/manual/zhang.webp,,2026-08-25T01:35:16.221-04:00,2026-08-25T13:00:49-04:00,double_faults,0,707,WTA,offset_estimate,1,,N/A,,STALE_HISTORY,,,0.6613214703765923,,,,,,,,,,,,,,,,,,,hard,0,1.914285714285714,2.228571428571429,0.61979737629268,0.5,36,0,0,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,999,92.0,907,WTA,2,NEUTRAL,FIELD,1,,,0.5,1.05,1.5,0.0,0.08,-0.42,4.282828421052632,0.5,0.03000000000000003,4.068687000000001,?,0.95,0.374,OVER,distance,distance,C,,707,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14122932,Lorenzo Sonego,LORENZO SONEGO,Double Faults,1.5,2026-08-25T17:30:00.000-04:00,Tennis,ATP / HARD,Goblin,3,,,14122932,203341,182435,Lorenzo Sonego,1.5,Player,ADRIAN MANNARINO,,,https://www.flashscore.com/res/image/data/WfbI2IDa-OGaImkR1.png,,2026-08-25T05:24:36.989-04:00,2026-08-25T13:00:49-04:00,double_faults,0,3052,ATP,offset_estimate,1,,N/A,,STALE_HISTORY,,,0.6565287725349218,,,,,,,,,,,,,,,,,,,hard,0,6.592592592592593,2.185185185185185,0.7375422283590843,0.4444444444444444,54,0,0,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,91,67.0,24,ATP,2,NEUTRAL,FIELD,1,,,0.5,1,1.5,0.0,0.08,-0.42,3.996778947368421,0.5,0.03000000000000003,3.79694,?,0.95,0.374,OVER,distance,distance,C,,3052,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14087306,Fabian Marozsan,FABIAN MAROZSAN,Double Faults,1.5,2026-08-25T19:40:00.000-04:00,Tennis,ATP / HARD,Goblin,3,,,14087306,203186,182253,Fabian Marozsan,1.5,Player,MIOMIR KECMANOVIC,,,https://www.flashscore.com/res/image/data/Ycea58fM-hhmDzIFI.png,,2026-08-25T01:35:16.221-04:00,2026-08-25T13:00:49-04:00,double_faults,0,9213,ATP,offset_estimate,1,,N/A,,STALE_HISTORY,,,0.6513296214335349,,,,,,,,,,,,,,,,,,,hard,0,5.692307692307693,2.288461538461538,0.714575519067468,0.4821428571428571,56,0,0,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,63,64.0,-1,ATP,2,NEUTRAL,FIELD,1,,,0.5,1,1.5,0.0,0.08,-0.42,3.996778947368421,0.5,0.03000000000000003,3.79694,?,0.95,0.374,OVER,distance,distance,C,,9213,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14120645,Oleksandra Oliynykova,OLEKSANDRA OLIYNYKOVA,Aces,1.5,2026-08-25T21:30:00.000-04:00,Tennis,WTA / HARD,Goblin,3,,,14120645,219585,182532,Oleksandra Oliynykova,1.5,Player,DIANE PARRY,,,https://static.flashscore.com/res/image/data/69GmP2dM-0Iz51jL5.png,,2026-08-25T03:51:30.593-04:00,2026-08-25T13:00:49-04:00,aces,0,5705,WTA,offset_estimate,1,,N/A,,STALE_HISTORY,,,0.7402701286715343,,,,,,,,,,,,,,,,,,,hard,0,0.4,2.6,0.6288092601317633,0.6,5,0,0,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,46,50.0,-4,WTA,2,SERVE_HEAVY,FIELD,1,,,0.5,1,1.5,0.0,0.08,-0.42,3.996778947368421,0.5,0.03000000000000003,3.79694,?,0.95,0.374,OVER,distance,distance,C,,5705,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14122213,Quentin Halys,QUENTIN HALYS,Aces,11.5,2026-08-25T14:00:00.000-04:00,Tennis,ATP / HARD,Goblin,13,,,14122213,202397,182397,Quentin Halys,11.5,Player,BENJAMIN BONZI,,,https://www.flashscore.com/res/image/data/0GxnPUDa-GCPdsrRM.png,,2026-08-25T04:49:00.859-04:00,2026-08-25T13:00:49-04:00,aces,0,2362,ATP,offset_estimate,1,,N/A,,STALE_HISTORY,,,0.603803084437877,,,,,,,,,,,,,,,,,,,hard,0,11.63829787234042,3.574468085106383,0.7726819519211272,0.3829787234042553,47,0,0,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,52,109.0,-57,ATP,2,SERVE_HEAVY,FIELD,1,,,0.5,0.95,11.5,0.0,0.08,-0.42,3.73214,0.5,0.03000000000000003,3.545533,?,0.95,0.374,OVER,distance,distance,C,,2362,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14078210,Luciano Darderi,LUCIANO DARDERI,Total Games,26.5,2026-08-25T14:00:00.000-04:00,Tennis,ATP / HARD,Demon,23,,,14078210,202525,182281,Luciano Darderi,26.5,Player,MATTIA BELLUCCI,,,https://static.prizepicks.com/images/manual/Darderi.png,,2026-08-25T01:35:16.221-04:00,2026-08-25T13:00:49-04:00,match_total_games,0,7833,ATP,sibling_or_pp,1,,N/A,,OK,,,0.6001425437606092,,,,,18,17,31,27,38,28,13,19,32,23,26.2,24.6,24.6,,hard,0,7.631578947368421,3.105263157894737,0.7127655443720721,0.2894736842105263,38,0,1,,,OK,5,3,2,0,0.6,0.4,0.6,0.4,3,2,3,2,0,10,5,5,0,0.5,0.5,0.5,0.5,,0,22,96.0,-74,ATP,2,NEUTRAL,ELITE,1,,,0.55,1.05,26.2,-0.3000000000000007,0.58,0.1544,4.323022421052631,0.55,0.05200000000000005,4.106871299999999,?,0.95,0.559,OVER,distance,distance,C,,7833,0.3000000000000007,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,10,7.905
14078786,Fabian Marozsan,FABIAN MAROZSAN,Total Games,28.5,2026-08-25T19:40:00.000-04:00,Tennis,ATP / HARD,Demon,23,,,14078786,203186,182253,Fabian Marozsan,28.5,Player,MIOMIR KECMANOVIC,,,https://www.flashscore.com/res/image/data/Ycea58fM-hhmDzIFI.png,,2026-08-25T01:35:16.221-04:00,2026-08-25T13:00:49-04:00,match_total_games,0,9213,ATP,sibling_or_pp,3,,N/A,,OK,,,0.6513296214335349,,,,,29,30,19,24,31,30,19,17,34,18,26.6,25.1,25.1,,hard,0,5.692307692307693,2.288461538461538,0.714575519067468,0.4821428571428571,56,0,0,,,OK,5,3,2,0,0.6,0.4,0.6,0.4,3,2,3,2,0,10,5,5,0,0.5,0.5,0.5,0.5,,0,63,64.0,-1,ATP,2,NEUTRAL,FIELD,1,,,0.55,1.1,26.6,-1.8999999999999986,0.58,0.4499,4.560954315789474,0.55,0.05200000000000005,4.3329066,?,0.95,0.559,OVER,distance,distance,C,,9213,1.8999999999999986,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,10,6.4023
14078214,Fabian Marozsan,FABIAN MAROZSAN,Total Games,27.5,2026-08-25T19:40:00.000-04:00,Tennis,ATP / HARD,Demon,23,,,14078214,203186,182253,Fabian Marozsan,27.5,Player,MIOMIR KECMANOVIC,,,https://www.flashscore.com/res/image/data/Ycea58fM-hhmDzIFI.png,,2026-08-25T01:35:16.221-04:00,2026-08-25T13:00:49-04:00,match_total_games,0,9213,ATP,sibling_or_pp,2,,N/A,,OK,,,0.6513296214335349,,,,,29,30,19,24,31,30,19,17,34,18,26.6,25.1,25.1,,hard,0,5.692307692307693,2.288461538461538,0.714575519067468,0.4821428571428571,56,0,0,,,OK,5,3,2,0,0.6,0.4,0.6,0.4,3,2,3,2,0,10,5,5,0,0.5,0.5,0.5,0.5,,0,63,64.0,-1,ATP,2,NEUTRAL,FIELD,1,,,0.55,1.1,26.6,-0.8999999999999986,0.58,0.2909,4.560954315789474,0.55,0.05200000000000005,4.3329066,?,0.95,0.559,OVER,distance,distance,C,,9213,0.8999999999999986,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,10,6.4023
14078215,Fabian Marozsan,FABIAN MAROZSAN,Total Games,26.5,2026-08-25T19:40:00.000-04:00,Tennis,ATP / HARD,Demon,23,,,14078215,203186,182253,Fabian Marozsan,26.5,Player,MIOMIR KECMANOVIC,,,https://www.flashscore.com/res/image/data/Ycea58fM-hhmDzIFI.png,,2026-08-25T11:47:18.989-04:00,2026-08-25T13:00:49-04:00,match_total_games,0,9213,ATP,sibling_or_pp,1,,N/A,,OK,,,0.6513296214335349,,,,,29,30,19,24,31,30,19,17,34,18,26.6,25.1,25.1,,hard,0,5.692307692307693,2.288461538461538,0.714575519067468,0.4821428571428571,56,0,0,,,OK,5,3,2,0,0.6,0.4,0.6,0.4,3,2,3,2,0,10,5,5,0,0.5,0.5,0.5,0.5,,0,63,64.0,-1,ATP,2,NEUTRAL,FIELD,1,,,0.55,1.1,26.6,0.10000000000000142,0.58,0.055,4.560954315789474,0.55,0.05200000000000005,4.3329066,?,0.95,0.559,OVER,distance,distance,C,,9213,0.10000000000000142,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,10,6.4023
14083742,Henrique Rocha,HENRIQUE ROCHA,Total Tie Breaks,0.5,2026-08-25T12:50:00.000-04:00,Tennis,ATP / HARD,Demon,,,,14083742,202297,182144,Henrique Rocha,0.5,Player,MICHAEL MMOH,,,https://img0.aiscore.com/v2/team/cde36daadfda885c661f231949f7bfea.png!w250,,2026-08-25T12:28:26.862-04:00,2026-08-25T13:00:49-04:00,total_tie_breaks,0,10248,ATP,,1,,N/A,,OK,,,,,,,,0,1,1,0,0,1,1,1,,,0.4,0.625,0.625,,hard,0,,,,,,,,,,OK,5,2,3,0,0.4,0.6,0.4,0.6,2,3,2,3,0,8,5,3,0,0.625,0.375,0.625,0.375,,0,119,250.0,-131,ATP,2,NEUTRAL,FIELD,1,,,0.5125,0.9749999999999999,0.4,-0.09999999999999998,0.2989,-0.1761,3.846078907894737,0.5125,0.008000000000000007,3.6537749625,?,0.95,0.4484,OVER,ml_prob_fallback,ml_prob_fallback,C,,10248,0.09999999999999998,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,8,0.5175
14090070,Lloyd Harris,LLOYD HARRIS,Total Games,22.5,2026-08-25T12:50:00.000-04:00,Tennis,ATP / HARD,Standard,22.5,,,14090070,214733,182162,Lloyd Harris,22.5,Player,BERNARD TOMIC,,,https://www.flashscore.com/res/image/data/MsOnSZGG-O8ViDgXb.png,,2026-08-25T12:30:17.262-04:00,2026-08-25T13:00:49-04:00,match_total_games,0,2863,ATP,pp_or_step1,0,,N/A,,OK,,,,,,,,24,18,,,,,,,,,21,21,21,,hard,0,,,,,,,,,,OK,2,1,1,0,0.5,0.5,0.5,0.5,1,1,1,1,0,2,1,1,0,0.5,0.5,0.5,0.5,,0,139,250.0,-111,ATP,2,NEUTRAL,FIELD,1,,,0.5,0.95,21,-1.5,0.3157,-0.5019,3.73214,0.5,0.03000000000000003,3.545533,?,0.95,0.4447,UNDER,ml_prob,ml_prob,C,,2863,1.5,UNDER,UNDER,STANDARD_L5AVG_UNDER,UNDER,ml_prob_unified,2,4.2426
14090073,Lloyd Harris,LLOYD HARRIS,Total Games,23.5,2026-08-25T12:50:00.000-04:00,Tennis,ATP / HARD,Demon,22.5,,,14090073,214733,182162,Lloyd Harris,23.5,Player,BERNARD TOMIC,,,https://www.flashscore.com/res/image/data/MsOnSZGG-O8ViDgXb.png,,2026-08-25T12:30:17.262-04:00,2026-08-25T13:00:49-04:00,match_total_games,0,2863,ATP,sibling_or_pp,1,,N/A,,OK,,,,,,,,24,18,,,,,,,,,21,21,21,,hard,0,,,,,,,,,,OK,2,1,1,0,0.5,0.5,0.5,0.5,1,1,1,1,0,2,1,1,0,0.5,0.5,0.5,0.5,,0,139,250.0,-111,ATP,2,NEUTRAL,FIELD,1,,,0.5,0.95,21,-2.5,0.58,0.5041,3.73214,0.5,0.03000000000000003,3.545533,?,0.95,0.524,OVER,distance,distance,A,,2863,2.5,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,2,4.2426
14080432,Nicolai Budkov Kjaer,NICOLAI BUDKOV KJAER,Total Games,21.5,2026-08-25T14:00:00.000-04:00,Tennis,ATP / HARD,Goblin,22.5,,,14080432,219976,182258,Nicolai Budkov Kjaer,21.5,Player,MAKS KASNIKOWSKI,,,https://static.prizepicks.com/images/manual/kjaer.webp,,2026-08-25T01:35:16.221-04:00,2026-08-25T13:00:49-04:00,match_total_games,0,13829,ATP,sibling_or_pp,1,,N/A,,OK,,,0.6477992024832014,,,,,22,27,19,17,21,30,21,26,,,21.2,22.875,22.875,,hard,0,6.375,1.875,0.6808458760051801,0.3333333333333333,15,0,1,,,OK,5,2,3,0,0.4,0.6,0.4,0.6,2,3,2,3,0,8,4,4,0,0.5,0.5,0.5,0.5,,0,149,250.0,-101,ATP,2,NEUTRAL,FIELD,1,,,0.45,0.85,21.2,-0.3000000000000007,0.58,0.1544,3.291534631578947,0.45,0.008000000000000007,3.1269579,?,0.95,0.489,OVER,distance,distance,C,,13829,0.3000000000000007,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,8,4.3895
14115501,Ashlyn Krueger,ASHLYN KRUEGER,Total Games,19.5,2026-08-25T18:00:00.000-04:00,Tennis,WTA / HARD,Standard,19.5,,,14115501,205515,182380,Ashlyn Krueger,19.5,Player,JULIA GRABHER,,,https://www.flashscore.com/res/image/data/lWAUIpe5-xnYae4aa.png,,2026-08-25T01:52:18.003-04:00,2026-08-25T13:00:49-04:00,match_total_games,0,6724,WTA,pp_or_step1,0,,N/A,,OK,,,0.6484352821645092,,,,,17,17,25,20,17,13,32,20,30,24,19.2,21.5,21.5,,hard,0,4.903846153846154,5.461538461538462,0.6439020281953999,0.5192307692307693,52,0,0,,,OK,5,2,3,0,0.4,0.6,0.4,0.6,2,3,2,3,0,10,6,4,0,0.6,0.4,0.6,0.4,,0,62,114.0,-52,WTA,2,NEUTRAL,FIELD,1,,,0.5,0.95,19.2,-0.3000000000000007,0.3934,-0.181,3.727123999999999,0.5,0.008000000000000007,3.540767799999999,?,0.95,0.468,UNDER,ml_prob,ml_prob,C,,6724,0.3000000000000007,UNDER,UNDER,STANDARD_L5AVG_UNDER,UNDER,ml_prob_unified,10,6.1328
14080453,Nikoloz Basilashvili,NIKOLOZ BASILASHVILI,Total Games,22.5,2026-08-25T16:20:00.000-04:00,Tennis,ATP / HARD,Standard,22.5,,,14080453,218481,182232,Nikoloz Basilashvili,22.5,Player,SEONGCHAN HONG,,,https://static.prizepicks.com/images/manual/nikolaz.webp,,2026-08-25T01:35:16.221-04:00,2026-08-25T13:00:49-04:00,match_total_games,0,2498,ATP,pp_or_step1,0,,N/A,,OK,,,0.5397428945254791,,,,,20,18,31,23,30,22,20,22,19,23,24.4,22.8,22.8,,hard,0,6.615384615384615,2.923076923076923,0.7454847961160596,0.3846153846153846,13,0,0,,,OK,5,3,2,0,0.6,0.4,0.6,0.4,3,2,3,2,0,10,4,6,0,0.4,0.6,0.4,0.6,,0,132,,,ATP,2,NEUTRAL,FIELD,1,,,0.5,1,24.4,1.8999999999999986,0.58,-0.2899,4.002058947368421,0.5,0.05200000000000005,3.801956,?,0.95,0.524,OVER,ml_prob,ml_prob,B,,2498,1.8999999999999986,OVER,OVER,STANDARD_L5AVG_OVER,OVER,ml_prob_unified,10,4.3919
14076932,Emerson Jones,EMERSON JONES,Total Games Won,12.5,2026-08-25T12:10:00.000-04:00,Tennis,WTA / HARD,Goblin,14,,,14076932,243312,182158,Emerson Jones,12.5,Player,SUZAN LAMENS,,,https://static.flashscore.com/res/image/data/8ndIP6il-zFPRPJwC.png,,2026-08-25T12:58:22.308-04:00,2026-08-25T13:00:49-04:00,games_won,0,12287,WTA,offset_estimate,1,,N/A,,OK,,,0.6221667861991818,,,,,10,8,18,5,16,16,14,12,18,12,11.4,12.9,12.9,,hard,0,1.111111111111111,3.333333333333333,0.6134752062761742,0.3333333333333333,9,0,0,,,OK,5,2,3,0,0.4,0.6,0.4,0.6,2,3,2,3,0,10,5,5,0,0.5,0.5,0.5,0.5,,0,126,250.0,-124,WTA,2,NEUTRAL,FIELD,1,,,0.45,0.85,11.4,-1.0999999999999996,0.58,0.3303,3.291534631578947,0.45,0.008000000000000007,3.1269579,?,0.95,0.489,OVER,distance,distance,C,,12287,1.0999999999999996,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,10,4.3321
14081021,Henrique Rocha,HENRIQUE ROCHA,Total Games Won,12.5,2026-08-25T12:50:00.000-04:00,Tennis,ATP / HARD,Standard,12.5,,,14081021,202297,182144,Henrique Rocha,12.5,Player,MICHAEL MMOH,,,https://img0.aiscore.com/v2/team/cde36daadfda885c661f231949f7bfea.png!w250,,2026-08-25T12:28:26.862-04:00,2026-08-25T13:00:49-04:00,games_won,0,10248,ATP,pp_or_step1,0,,N/A,,OK,,,,,,,,14,13,9,10,3,13,15,13,,,9.8,11.25,11.25,,hard,0,,,,,,,,,,OK,5,2,3,0,0.4,0.6,0.4,0.6,2,3,2,3,0,8,5,3,0,0.625,0.375,0.625,0.375,,0,119,250.0,-131,ATP,2,NEUTRAL,FIELD,1,,,0.5125,0.9749999999999999,9.8,-2.6999999999999993,0.3511,-0.5859,3.846078907894737,0.5125,0.008000000000000007,3.6537749625,?,0.95,0.4641,UNDER,ml_prob,ml_prob,C,,10248,2.6999999999999993,UNDER,UNDER,STANDARD_L5AVG_UNDER,UNDER,ml_prob_unified,8,3.8822
14072353,Aliaksandra Sasnovich,ALIAKSANDRA SASNOVICH,Total Games,24.5,2026-08-25T16:20:00.000-04:00,Tennis,WTA / HARD,Demon,21.5,,,14072353,202920,182134,Aliaksandra Sasnovich,24.5,Player,DALMA GALFI,,,https://www.flashscore.com/res/image/data/h0HDCwxS-W6MWafis.png,,2026-08-25T01:35:16.221-04:00,2026-08-25T13:00:49-04:00,match_total_games,0,1809,WTA,sibling_or_pp,2,,N/A,,OK,,,0.621410109208849,,,,,29,19,17,25,22,31,24,36,38,25,22.4,26.6,26.6,,hard,0,1.818181818181818,3.772727272727273,0.6347397536499181,0.4090909090909091,22,0,0,,,OK,5,2,3,0,0.4,0.6,0.4,0.6,2,3,2,3,0,10,6,4,0,0.6,0.4,0.6,0.4,,0,136,250.0,-114,WTA,2,NEUTRAL,FIELD,1,,,0.5,0.95,22.4,-2.1000000000000014,0.58,0.4709,3.727123999999999,0.5,0.008000000000000007,3.540767799999999,?,0.95,0.524,OVER,distance,distance,B,,1809,2.1000000000000014,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,10,6.8832
14072028,Lloyd Harris,LLOYD HARRIS,Total Sets,2.5,2026-08-25T12:50:00.000-04:00,Tennis,ATP / HARD,Demon,,,,14072028,214733,182162,Lloyd Harris,2.5,Player,BERNARD TOMIC,,,https://www.flashscore.com/res/image/data/MsOnSZGG-O8ViDgXb.png,,2026-08-25T12:30:17.262-04:00,2026-08-25T13:00:49-04:00,total_sets,0,2863,ATP,,1,,N/A,,OK,,,,,,,,3,2,,,,,,,,,2.5,2.5,2.5,,hard,0,,,,,,,,,,OK,2,1,1,0,0.5,0.5,0.5,0.5,1,1,1,1,0,2,1,1,0,0.5,0.5,0.5,0.5,,0,139,250.0,-111,ATP,2,NEUTRAL,FIELD,1,,,0.5,0.95,2.5,0.0,0.1683,-0.3317,3.73214,0.5,0.03000000000000003,3.545533,?,0.95,0.4005,OVER,ml_prob_fallback,ml_prob_fallback,B,,2863,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,2,0.7071
14083728,Anastasia Potapova,ANASTASIA POTAPOVA,Total Games Won,11.5,2026-08-25T22:40:00.000-04:00,Tennis,WTA / HARD,Standard,11.5,,,14083728,204692,182334,Anastasia Potapova,11.5,Player,NIKOLA BARTUNKOVA,,,https://www.flashscore.com/res/image/data/vVMPN8HG-zuZBrv4G.png,,2026-08-25T05:27:15.078-04:00,2026-08-25T13:00:49-04:00,games_won,0,2971,WTA,pp_or_step1,0,,N/A,,OK,,,0.5441912596565515,,,,,6,2,12,3,12,5,18,16,17,17,7,10.8,10.8,,hard,0,2.51063829787234,4.680851063829787,0.6437098651226064,0.5531914893617021,47,0,0,,,OK,5,2,3,0,0.4,0.6,0.4,0.6,2,3,2,3,0,10,6,4,0,0.6,0.4,0.6,0.4,,0,25,38.0,-13,WTA,2,NEUTRAL,ELITE,1,,,0.5,1,7,-4.5,0.3777,-0.6113,3.991498947368421,0.5,0.008000000000000007,3.791924,?,0.95,0.4633,UNDER,ml_prob,ml_prob,C,,2971,4.5,UNDER,UNDER,STANDARD_L5AVG_UNDER,UNDER,ml_prob_unified,10,6.2681
