PLAYER_NAME,PLAYER_NORM,TEAM,season_avg,games,category,team_slate,team_def_key,rank_on_team,leader_side,PLAYER_NAME_split,n_games,n_elite,n_weak,avg_delta_all,avg_delta_vs_elite,avg_delta_vs_weak,avg_delta_vs_mid,def_rank_corr,weak_over_rate,elite_over_rate,def_boost,overperform_vs_weak,fades_vs_elite,player,team,opp_team,prop_norm,line,bet_direction,final_bet_direction,rank_score,edge,tier,slate_opp_def_rank,slate_opp_def_tier,line_hit_rate_over_ou_5,stat_last5_avg,player_norm,on_slate,slate_edge_signal
Chaz Lanier,chaz lanier,DET,0.1,10,stocks,DET,DET,1,bottom,Chaz Lanier,7,3,1,-0.18985260770975057,-0.26111111111111107,-0.14285714285714285,-0.13425925925925924,0.823758027407066,0.0,0.0,0.11825396825396822,False,False,,,,,,,,,,,,,,,,False,False
Jaden Ivey,jaden ivey,DET,0.6666666666666666,15,stocks,DET,DET,2,bottom,Jaden Ivey,12,4,4,-0.09161394161394158,0.12380952380952384,-0.4875,0.08884865134865133,-0.31246747452280205,0.25,0.5,-0.6113095238095239,False,False,,,,,,,,,,,,,,,,False,False
Duncan Robinson,duncan robinson,DET,0.7575757575757576,33,stocks,DET,DET,3,bottom,Duncan Robinson,30,9,8,-0.06404230248062297,0.23754354865092064,-0.34337156198686375,-0.10093757818323579,-0.3003720799263721,0.25,0.6666666666666666,-0.5809151106377843,False,False,,,,,,,,,,,,,,,,False,False
Ausar Thompson,ausar thompson,DET,3.3214285714285716,28,stocks,DET,DET,1,top,Ausar Thompson,25,9,6,0.2225582437180633,-0.6654935031051151,0.7983134920634919,0.6763516668516668,0.3132917687781334,0.5,0.3333333333333333,1.463806995168607,False,True,,,,,,,,,,,,,,,,False,False
Cade Cunningham,cade cunningham,DET,2.4827586206896552,29,stocks,DET,DET,2,top,Cade Cunningham,26,9,6,-0.28379753054475054,0.059120500051872665,-0.6287444037444039,-0.37621398837854014,-0.1122508990054708,0.5,0.6666666666666666,-0.6878649037962765,False,False,,,,,,,,,,,,,,,,False,False
Paul Reed,paul reed,DET,2.0416666666666665,24,stocks,DET,DET,3,top,Paul Reed,21,6,7,0.2276051318060915,1.752913059163059,-0.6774129941831805,-0.12448495347102156,-0.4812628711212582,0.14285714285714285,0.8333333333333334,-2.4303260533462394,False,False,,,,,,,,,,,,,,,,False,False
Malevy Leons,malevy leons,GS,0.5384615384615384,13,ast,GSW,GSW,1,bottom,Malevy Leons,10,2,4,0.20343073593073596,0.6458333333333334,0.35530303030303034,-0.16964285714285715,-0.04864005707467485,0.5,0.5,-0.290530303030303,False,False,,,,,,,,,,,,,,,,False,False
Trayce Jackson-Davis,trayce jackson-davis,GS,0.6153846153846154,13,ast,GSW,GSW,2,bottom,Trayce Jackson-Davis,10,2,3,-0.15466810966810968,-0.08333333333333331,-0.4025974025974026,-0.03444444444444443,-0.34970007715742013,0.3333333333333333,0.5,-0.3192640692640693,False,False,,,,,,,,,,,,,,,,False,False
LJ Cryer,lj cryer,GS,0.625,8,ast,GSW,GSW,3,bottom,LJ Cryer,5,2,2,0.667142857142857,0.375,1.65,-0.7142857142857143,0.7451722902928932,1.0,0.5,1.275,True,False,,,,,,,,,,,,,,,,False,False
Stephen Curry,stephen curry,GS,5.857142857142857,14,ast,GSW,GSW,1,top,Stephen Curry,11,4,4,-0.9792621519894247,-2.804334554334554,-0.625,0.981818181818182,0.15614791170131223,0.5,0.0,2.179334554334554,False,True,,,,,,,,,,,,,,,,False,False
Draymond Green,draymond green,GS,5.346153846153846,26,ast,GSW,GSW,2,top,Draymond Green,23,8,7,-0.2427579342870185,-0.44706380575945803,0.590650869598238,-0.7676847662141779,0.09623529871408348,0.5714285714285714,0.375,1.037714675357696,True,True,,,,,,,,,,,,,,,,False,False
Jimmy Butler III,jimmy butler iii,GS,4.625,8,ast,GSW,GSW,3,top,Jimmy Butler III,5,1,2,0.43047619047619057,-0.833333333333333,0.6428571428571428,0.8500000000000001,0.6341032909774151,0.5,0.0,1.4761904761904758,False,False,,,,,,,,,,,,,,,,False,False
LJ Cryer,lj cryer,GS,0.0,8,blk,GSW,GSW,1,bottom,LJ Cryer,5,2,2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,False
Pat Spencer,pat spencer,GS,0.07407407407407407,27,blk,GSW,GSW,2,bottom,Pat Spencer,24,8,7,0.031994519945076884,0.08453763175230566,0.09386442296216733,-0.0628315040079746,-0.010040476998587223,0.14285714285714285,0.125,0.00932679120986167,False,False,,,,,,,,,,,,,,,,False,False
Jimmy Butler III,jimmy butler iii,GS,0.125,8,blk,GSW,GSW,3,bottom,Jimmy Butler III,5,1,2,-0.21857142857142856,-0.16666666666666666,-0.23809523809523808,-0.225,-0.5513579085005821,0.0,0.0,-0.07142857142857142,False,False,,,,,,,,,,,,,,,,False,False
Al Horford,al horford,GS,1.2962962962962963,27,blk,GSW,GSW,1,top,Al Horford,24,7,7,0.04367454697634565,0.18493049393670508,0.16216089466089462,-0.13814505927509024,0.16481766999520392,0.2857142857142857,0.42857142857142855,-0.02276959927581046,False,False,,,,,,,,,,,,,,,,False,False
Gui Santos,gui santos,GS,0.5666666666666667,30,blk,GSW,GSW,2,top,Gui Santos,27,7,8,0.09092032797000707,0.048546503621691585,0.503593356534533,-0.1594769602031596,0.25468476609795887,0.625,0.5714285714285714,0.45504685291284136,False,False,,,,,,,,,,,,,,,,False,False
Buddy Hield,buddy hield,GS,0.46153846153846156,13,blk,GSW,GSW,3,top,Buddy Hield,10,3,3,0.17704184704184703,0.6515151515151515,-0.20952380952380953,0.1111111111111111,-0.27960103588319946,0.3333333333333333,0.3333333333333333,-0.861038961038961,False,False,,,,,,,,,,,,,,,,False,False
Trayce Jackson-Davis,trayce jackson-davis,GS,0.07692307692307693,13,fg3m,GSW,GSW,1,bottom,Trayce Jackson-Davis,10,2,3,0.04896464646464646,-0.0625,0.30303030303030304,-0.05888888888888889,0.25763172782179605,0.3333333333333333,0.0,0.36553030303030304,False,False,,,,,,,,,,,,,,,,False,False
Malevy Leons,malevy leons,GS,0.15384615384615385,13,fg3m,GSW,GSW,2,bottom,Malevy Leons,10,2,4,0.09058802308802308,0.3819444444444444,0.15454545454545454,-0.11904761904761904,-0.06968516946846688,0.25,0.5,-0.22739898989898988,False,False,,,,,,,,,,,,,,,,False,False
Gary Payton II,gary payton ii,GS,0.7407407407407407,27,fg3m,GSW,GSW,3,bottom,Gary Payton II,24,6,8,0.44062126120297646,1.2227398205659075,0.13519345238095237,0.21569237264283697,-0.24789096368890223,0.375,0.8333333333333334,-1.087546368184955,False,False,,,,,,,,,,,,,,,,False,False
Stephen Curry,stephen curry,GS,4.0,14,fg3m,GSW,GSW,1,top,Stephen Curry,11,4,4,-0.17392102846648302,-0.9722222222222222,1.8041666666666667,-1.746969696969697,0.4670923022021792,0.75,0.0,2.776388888888889,True,True,,,,,,,,,,,,,,,,False,False
Moses Moody,moses moody,GS,2.888888888888889,27,fg3m,GSW,GSW,2,top,Moses Moody,24,6,7,0.7521225926794898,0.7475490196078433,0.39137658044980694,0.9841829130465495,-0.06513553701332205,0.7142857142857143,0.6666666666666666,-0.3561724391580363,False,False,,,,,,,,,,,,,,,,False,False
De'Anthony Melton,de'anthony melton,GS,1.9230769230769231,26,fg3m,GSW,GSW,3,top,De'Anthony Melton,23,7,6,-0.31422465119636006,-0.5834072759538598,-0.11620370370370374,-0.24460938236170437,0.0326096680123686,0.3333333333333333,0.5714285714285714,0.467203572250156,False,True,,,,,,,,,,,,,,,,False,False
Malevy Leons,malevy leons,GS,4.846153846153846,13,pra,GSW,GSW,1,bottom,Malevy Leons,10,2,4,-0.03654040404040391,-1.6319444444444446,1.2454545454545456,-0.5208333333333333,0.10147512630410183,0.25,0.5,2.8773989898989902,False,True,,,,,,,,,,,,,,,,False,False
Trayce Jackson-Davis,trayce jackson-davis,GS,5.923076923076923,13,pra,GSW,GSW,2,bottom,Trayce Jackson-Davis,10,2,3,-3.7155808080808077,-5.979166666666666,-3.878787878787879,-2.712222222222222,-0.10088984919689938,0.3333333333333333,0.0,2.100378787878787,False,True,,,,,,,,,,,,,,,,False,False
Will Richard,will richard,GS,9.666666666666666,27,pra,GSW,GSW,3,bottom,Will Richard,24,6,8,1.0445687264898298,2.8215686274509806,3.4988369433134876,-1.9850457875457874,0.10037780495464807,0.5,0.5,0.677268315862507,False,False,,,,,,,,,,,,,,,,False,False
Stephen Curry,stephen curry,GS,33.214285714285715,14,pra,GSW,GSW,1,top,Stephen Curry,11,4,4,-4.354995004995005,-8.388736263736263,0.41249999999999964,-5.333333333333333,0.3536837402738516,0.25,0.25,8.801236263736262,False,True,,,,,,,,,,,,,,,,False,False
Jimmy Butler III,jimmy butler iii,GS,31.375,8,pra,GSW,GSW,2,top,Jimmy Butler III,5,1,2,2.7909523809523806,13.5,-5.047619047619049,5.275,-0.5777739943558788,0.0,1.0,-18.54761904761905,False,False,,,,,,,,,,,,,,,,False,False
Brandin Podziemski,brandin podziemski,GS,23.59375,32,pra,GSW,GSW,3,top,Brandin Podziemski,29,8,9,4.476578484066517,4.122896241830066,6.325503297944708,3.325673035148842,0.012077190500267664,0.8888888888888888,0.75,2.2026070561146422,True,False,,,,,,,,,,,,,,,,False,False
Malevy Leons,malevy leons,GS,2.3076923076923075,13,pts,GSW,GSW,1,bottom,Malevy Leons,10,2,4,0.22598484848484857,-0.9791666666666667,0.30454545454545456,0.75,-7.473969260255157e-05,0.25,0.5,1.2837121212121212,False,True,,,,,,,,,,,,,,,,False,False
Trayce Jackson-Davis,trayce jackson-davis,GS,3.230769230769231,13,pts,GSW,GSW,2,bottom,Trayce Jackson-Davis,10,2,3,-1.2484379509379508,-2.770833333333333,-1.1327561327561326,-0.708888888888889,-0.05673982261232638,0.3333333333333333,0.0,1.6380772005772004,False,True,,,,,,,,,,,,,,,,False,False
Will Richard,will richard,GS,5.592592592592593,27,pts,GSW,GSW,3,bottom,Will Richard,24,6,8,0.4694373431370756,1.6637021475256768,1.4800122960563469,-1.0555815018315016,0.058603220342165356,0.375,0.5,-0.18368985146932992,False,False,,,,,,,,,,,,,,,,False,False
Stephen Curry,stephen curry,GS,24.571428571428573,14,pts,GSW,GSW,1,top,Stephen Curry,11,4,4,-2.6635634567452753,-4.998473748473749,2.364583333333333,-6.254545454545454,0.26539935110151724,0.5,0.25,7.363057081807082,False,True,,,,,,,,,,,,,,,,False,False
Jimmy Butler III,jimmy butler iii,GS,21.25,8,pts,GSW,GSW,2,top,Jimmy Butler III,5,1,2,1.645238095238095,11.833333333333332,-4.928571428571429,3.125,-0.6605129853264572,0.0,1.0,-16.76190476190476,False,False,,,,,,,,,,,,,,,,False,False
De'Anthony Melton,de'anthony melton,GS,15.0,26,pts,GSW,GSW,3,top,De'Anthony Melton,23,7,6,0.7747537265583027,1.3633663610371685,4.62472643097643,-1.9472587402277803,0.18138396057804743,0.6666666666666666,0.7142857142857143,3.261360069939262,True,False,,,,,,,,,,,,,,,,False,False
LJ Cryer,lj cryer,GS,1.75,8,reb,GSW,GSW,1,bottom,LJ Cryer,5,2,2,1.3838095238095238,1.8333333333333333,1.4833333333333334,0.2857142857142858,0.04905454974390338,0.5,1.0,-0.34999999999999987,False,False,,,,,,,,,,,,,,,,False,False
Malevy Leons,malevy leons,GS,2.0,13,reb,GSW,GSW,2,bottom,Malevy Leons,10,2,4,-0.46595598845598846,-1.2986111111111112,0.5856060606060607,-1.1011904761904763,0.2805670272537446,0.25,0.0,1.8842171717171718,False,True,,,,,,,,,,,,,,,,False,False
Trayce Jackson-Davis,trayce jackson-davis,GS,2.076923076923077,13,reb,GSW,GSW,3,bottom,Trayce Jackson-Davis,10,2,3,-2.312474747474748,-3.125,-2.343434343434344,-1.968888888888889,-0.05065365348317349,0.0,0.0,0.7815656565656561,False,True,,,,,,,,,,,,,,,,False,False
Brandin Podziemski,brandin podziemski,GS,6.09375,32,reb,GSW,GSW,1,top,Brandin Podziemski,29,8,9,1.210945986518867,0.9358699035169624,1.3759709832686502,1.2705612942911328,0.009268309466088082,0.5555555555555556,0.625,0.4401010797516878,False,False,,,,,,,,,,,,,,,,False,False
Jimmy Butler III,jimmy butler iii,GS,5.5,8,reb,GSW,GSW,2,top,Jimmy Butler III,5,1,2,0.7152380952380952,2.5,-0.7619047619047619,1.2999999999999998,-0.4656997292145343,0.5,1.0,-3.261904761904762,False,False,,,,,,,,,,,,,,,,False,False
Al Horford,al horford,GS,5.37037037037037,27,reb,GSW,GSW,3,top,Al Horford,24,7,7,-0.5292443400520699,-0.318939169870847,1.5985930735930736,-2.1659441487305267,0.1503347283113962,0.7142857142857143,0.42857142857142855,1.9175322434639206,True,True,,,,,,,,,,,,,,,,False,False
LJ Cryer,lj cryer,GS,0.125,8,stl,GSW,GSW,1,bottom,LJ Cryer,5,2,2,0.1380952380952381,0.0,0.4166666666666667,-0.14285714285714285,0.5336266843626395,0.5,0.0,0.4166666666666667,False,False,,,,,,,,,,,,,,,,False,False
Quinten Post,quinten post,GS,0.2413793103448276,29,stl,GSW,GSW,2,bottom,Quinten Post,26,6,8,-0.06411735227817214,-0.06696293902176255,0.011649264795717873,-0.11320563695563697,0.022765957533606194,0.25,0.16666666666666666,0.07861220381748042,False,False,,,,,,,,,,,,,,,,False,False
Malevy Leons,malevy leons,GS,0.38461538461538464,13,stl,GSW,GSW,3,bottom,Malevy Leons,10,2,4,-0.0013672438672438613,0.5347222222222222,0.12803030303030305,-0.39880952380952384,-0.02127330461793248,0.25,0.5,-0.40669191919191916,False,False,,,,,,,,,,,,,,,,False,False
Jimmy Butler III,jimmy butler iii,GS,1.75,8,stl,GSW,GSW,1,top,Jimmy Butler III,5,1,2,-0.8095238095238095,0.33333333333333326,-1.1904761904761902,-1.0,-0.4922526428103199,0.5,1.0,-1.5238095238095235,False,False,,,,,,,,,,,,,,,,False,False
De'Anthony Melton,de'anthony melton,GS,1.5384615384615385,26,stl,GSW,GSW,2,top,De'Anthony Melton,23,7,6,0.15869088645050364,0.4758947057083703,0.06887626262626256,-0.009463012735458576,0.0281813272431471,0.5,0.42857142857142855,-0.4070184430821077,False,False,,,,,,,,,,,,,,,,False,False
Will Richard,will richard,GS,1.3703703703703705,27,stl,GSW,GSW,3,top,Will Richard,24,6,8,0.4326866571385097,-0.06811391223155934,1.0282758237821168,0.2566956654456654,0.19335387726823766,0.875,0.3333333333333333,1.096389736013676,True,False,,,,,,,,,,,,,,,,False,False
LJ Cryer,lj cryer,GS,0.125,8,stocks,GSW,GSW,1,bottom,LJ Cryer,5,2,2,0.1380952380952381,0.0,0.4166666666666667,-0.14285714285714285,0.5336266843626395,0.5,0.0,0.4166666666666667,False,False,,,,,,,,,,,,,,,,False,False
Trayce Jackson-Davis,trayce jackson-davis,GS,0.5384615384615384,13,stocks,GSW,GSW,2,bottom,Trayce Jackson-Davis,10,2,3,0.038625541125541174,-0.35416666666666663,-0.19624819624819623,0.3366666666666666,-0.40020036727742947,0.3333333333333333,0.0,0.1579184704184704,False,True,,,,,,,,,,,,,,,,False,False
Quinten Post,quinten post,GS,0.6206896551724138,29,stocks,GSW,GSW,3,bottom,Quinten Post,26,6,8,-0.016222264669954117,-0.4900317819435467,0.6793634420922751,-0.2430413105413105,0.3569127841329183,0.625,0.16666666666666666,1.1693952240358216,True,True,,,,,,,,,,,,,,,,False,False
De'Anthony Melton,de'anthony melton,GS,1.8846153846153846,26,stocks,GSW,GSW,1,top,De'Anthony Melton,23,7,6,0.15254209915528372,0.6591491669131422,0.04751683501683505,-0.13906768979214795,-0.00785323444102036,0.5,0.5714285714285714,-0.6116323318963072,False,False,,,,,,,,,,,,,,,,False,False
Jimmy Butler III,jimmy butler iii,GS,1.875,8,stocks,GSW,GSW,2,top,Jimmy Butler III,5,1,2,-1.0280952380952382,0.16666666666666674,-1.4285714285714286,-1.225,-0.5021302055449569,0.5,1.0,-1.5952380952380953,False,False,,,,,,,,,,,,,,,,False,False
Al Horford,al horford,GS,1.8518518518518519,27,stocks,GSW,GSW,3,top,Al Horford,24,7,7,0.09349114744200726,0.20880163659666767,0.21598484848484847,-0.07297178569624388,0.17173173044408785,0.42857142857142855,0.5714285714285714,0.007183211888180802,False,False,,,,,,,,,,,,,,,,False,False
Jeff Green,jeff green,HOU,0.18181818181818182,11,ast,HOU,HOU,1,bottom,Jeff Green,8,2,4,0.032341269841269865,0.375,0.00416666666666668,-0.25396825396825395,-0.14024114812152863,0.25,0.5,-0.37083333333333335,False,False,,,,,,,,,,,,,,,,False,False
Jae'Sean Tate,jae'sean tate,HOU,0.4,15,ast,HOU,HOU,2,bottom,Jae'Sean Tate,12,5,3,-0.09859769859769858,-0.035364635364635334,-0.07619047619047621,-0.19444444444444442,-0.013858715379658463,0.3333333333333333,0.4,-0.04082584082584088,False,False,,,,,,,,,,,,,,,,False,False
Isaiah Crawford,isaiah crawford,HOU,0.4444444444444444,9,ast,HOU,HOU,3,bottom,Isaiah Crawford,6,1,3,-0.17837301587301588,-0.42857142857142855,-0.25555555555555554,0.0625,0.2141939418716965,0.3333333333333333,0.0,0.173015873015873,False,False,,,,,,,,,,,,,,,,False,False
Alperen Sengun,alperen sengun,HOU,5.46875,32,ast,HOU,HOU,1,top,Alperen Sengun,29,8,9,0.2241191274539312,0.25999941643324,1.093383492513927,-0.4517493389939382,0.14299193384190673,0.5555555555555556,0.375,0.833384076080687,True,False,,,,,,,,,,,,,,,,False,False
Amen Thompson,amen thompson,HOU,5.294117647058823,34,ast,HOU,HOU,2,top,Amen Thompson,31,7,10,0.30494394024546617,-0.0935240659586586,1.2571597574538749,-0.175976211801335,0.22364075224441884,0.6,0.5714285714285714,1.3506838234125336,True,False,,,,,,,,,,,,,,,,False,False
Kevin Durant,kevin durant,HOU,4.628571428571429,35,ast,HOU,HOU,3,top,Kevin Durant,32,8,10,-0.622797997599509,-2.2624370298445293,0.9594260755584283,-0.8160214600008816,0.3352302288304012,0.7,0.0,3.2218631054029574,True,True,,,,,,,,,,,,,,,,False,False
Jae'Sean Tate,jae'sean tate,HOU,0.0,15,blk,HOU,HOU,1,bottom,Jae'Sean Tate,12,5,3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,False
Jeff Green,jeff green,HOU,0.0,11,blk,HOU,HOU,2,bottom,Jeff Green,8,2,4,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,False
Aaron Holiday,aaron holiday,HOU,0.05263157894736842,19,blk,HOU,HOU,3,bottom,Aaron Holiday,16,4,6,-0.1246942548872696,-0.11748366013071895,-0.11626567876567877,-0.13792989417989418,0.06323790785842219,0.0,0.0,0.0012179813650401855,False,False,,,,,,,,,,,,,,,,False,False
Alperen Sengun,alperen sengun,HOU,1.125,32,blk,HOU,HOU,1,top,Alperen Sengun,29,8,9,0.17305756622512442,0.2896562791783379,-0.13012842230233537,0.3227145823185771,-0.026678522674716,0.4444444444444444,0.625,-0.41978470148067326,False,False,,,,,,,,,,,,,,,,False,False
Jabari Smith Jr.,jabari smith jr.,HOU,1.0606060606060606,33,blk,HOU,HOU,2,top,Jabari Smith Jr.,30,8,9,0.11671894414743861,0.026548254694707757,0.17256703536115298,0.13354453604731675,0.10690683205947854,0.3333333333333333,0.375,0.14601878066644522,False,False,,,,,,,,,,,,,,,,False,False
Clint Capela,clint capela,HOU,1.03125,32,blk,HOU,HOU,3,top,Clint Capela,29,7,9,0.11048158410921774,-0.3534072249589491,-0.32466174804884473,0.6615209420245816,-0.1931906193581258,0.2222222222222222,0.2857142857142857,0.028745476910104373,False,True,,,,,,,,,,,,,,,,False,False
Clint Capela,clint capela,HOU,0.0,32,fg3m,HOU,HOU,1,bottom,Clint Capela,29,7,9,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,False
Jae'Sean Tate,jae'sean tate,HOU,0.2,15,fg3m,HOU,HOU,2,bottom,Jae'Sean Tate,12,5,3,-0.05204610204610205,0.19000999000999003,-0.22857142857142856,-0.2222222222222222,-0.3395074548080604,0.0,0.4,-0.4185814185814186,False,False,,,,,,,,,,,,,,,,False,False
Isaiah Crawford,isaiah crawford,HOU,0.2222222222222222,9,fg3m,HOU,HOU,3,bottom,Isaiah Crawford,6,1,3,-0.14206349206349206,-0.2857142857142857,0.005555555555555554,-0.29166666666666663,0.3322181311130251,0.3333333333333333,0.0,0.29126984126984123,False,False,,,,,,,,,,,,,,,,False,False
Reed Sheppard,reed sheppard,HOU,2.6666666666666665,36,fg3m,HOU,HOU,1,top,Reed Sheppard,33,8,11,0.5893470582672757,-0.7598739726457118,0.7163763248246007,1.2605217950653707,0.16025226148028887,0.6363636363636364,0.125,1.4762502974703124,True,True,,,,,,,,,,,,,,,,False,False
Kevin Durant,kevin durant,HOU,2.4857142857142858,35,fg3m,HOU,HOU,2,top,Kevin Durant,32,8,10,-0.012301525354500409,-0.06355206512949813,-0.12163137135195959,0.09507724451511201,0.011566678399485133,0.5,0.5,-0.05807930622246146,False,False,,,,,,,,,,,,,,,,False,False
Jabari Smith Jr.,jabari smith jr.,HOU,2.0606060606060606,33,fg3m,HOU,HOU,3,top,Jabari Smith Jr.,30,8,9,0.1668059973173023,0.5783136509752642,1.1006753114351153,-0.7329543916306986,0.10632818853527963,0.7777777777777778,0.625,0.5223616604598511,True,False,,,,,,,,,,,,,,,,False,False
Isaiah Crawford,isaiah crawford,HOU,3.2222222222222223,9,pra,HOU,HOU,1,bottom,Isaiah Crawford,6,1,3,-0.09960317460317454,-1.7142857142857144,-0.7388888888888888,1.6666666666666667,0.2227841002723651,0.3333333333333333,0.0,0.9753968253968256,False,False,,,,,,,,,,,,,,,,False,False
Jeff Green,jeff green,HOU,4.090909090909091,11,pra,HOU,HOU,2,bottom,Jeff Green,8,2,4,0.6129464285714287,0.729166666666667,1.0875,-0.4523809523809521,-0.1614714363592367,0.75,0.5,0.35833333333333295,False,False,,,,,,,,,,,,,,,,False,False
Jae'Sean Tate,jae'sean tate,HOU,4.466666666666667,15,pra,HOU,HOU,3,bottom,Jae'Sean Tate,12,5,3,-0.14893324268324268,-0.8284715284715285,-0.23809523809523814,0.767361111111111,0.1655249068996182,0.3333333333333333,0.4,0.5903762903762904,False,True,,,,,,,,,,,,,,,,False,False
Kevin Durant,kevin durant,HOU,36.857142857142854,35,pra,HOU,HOU,1,top,Kevin Durant,32,8,10,-2.0614919466379806,-3.4431020375524177,-2.1136797206061915,-1.2347234847095798,0.07394168996973892,0.5,0.5,1.3294223169462263,False,True,,,,,,,,,,,,,,,,False,False
Alperen Sengun,alperen sengun,HOU,32.1875,32,pra,HOU,HOU,2,top,Alperen Sengun,29,8,9,1.526033865586697,-4.258273517740429,10.309431405953145,-1.205309367470054,0.44195407475576926,0.8888888888888888,0.25,14.567704923693574,True,True,,,,,,,,,,,,,,,,False,False
Amen Thompson,amen thompson,HOU,30.970588235294116,34,pra,HOU,HOU,3,top,Amen Thompson,31,7,10,-1.4232186844699795,-7.5092217103416194,3.7179241891006596,-2.0524620812274743,0.46095443192792923,0.7,0.14285714285714285,11.227145899442279,True,True,,,,,,,,,,,,,,,,False,False
Isaiah Crawford,isaiah crawford,HOU,1.6666666666666667,9,pts,HOU,HOU,1,bottom,Isaiah Crawford,6,1,3,-0.4047619047619048,-1.4285714285714286,-1.027777777777778,1.0416666666666665,0.16160755420480502,0.3333333333333333,0.0,0.4007936507936507,False,False,,,,,,,,,,,,,,,,False,False
Jae'Sean Tate,jae'sean tate,HOU,2.6666666666666665,15,pts,HOU,HOU,2,bottom,Jae'Sean Tate,12,5,3,0.388242081992082,0.09360639360639364,0.2904761904761906,0.8298611111111112,0.15004634556254962,0.3333333333333333,0.4,0.19686979686979697,False,False,,,,,,,,,,,,,,,,False,False
Jeff Green,jeff green,HOU,2.727272727272727,11,pts,HOU,HOU,3,bottom,Jeff Green,8,2,4,0.16944444444444445,0.25,-0.008333333333333304,0.4444444444444444,-0.2941092120655266,0.5,0.5,-0.2583333333333333,False,False,,,,,,,,,,,,,,,,False,False
Kevin Durant,kevin durant,HOU,26.285714285714285,35,pts,HOU,HOU,1,top,Kevin Durant,32,8,10,-1.0833193332605369,-0.6123484377455308,-2.781427709545357,-0.13951100477995407,-0.07081921603641735,0.4,0.625,-2.169079271799826,False,True,,,,,,,,,,,,,,,,False,False
Alperen Sengun,alperen sengun,HOU,18.09375,32,pts,HOU,HOU,2,top,Alperen Sengun,29,8,9,0.932653815953961,-3.7651902427637722,6.983863415167763,-0.4738573443112353,0.4383191891763457,0.6666666666666666,0.125,10.749053657931535,True,True,,,,,,,,,,,,,,,,False,False
Amen Thompson,amen thompson,HOU,17.764705882352942,34,pts,HOU,HOU,3,top,Amen Thompson,31,7,10,-1.3833027685391084,-5.882255501232818,1.3082055281319984,-1.0563323283858996,0.37402192930661926,0.6,0.14285714285714285,7.190461029364816,True,True,,,,,,,,,,,,,,,,False,False
Aaron Holiday,aaron holiday,HOU,0.7894736842105263,19,reb,HOU,HOU,1,bottom,Aaron Holiday,16,4,6,0.37722242014521423,0.18300653594771238,0.21811521811521817,0.6658068783068783,0.07053773609503267,0.6666666666666666,0.5,0.03510868216750579,False,False,,,,,,,,,,,,,,,,False,False
Isaiah Crawford,isaiah crawford,HOU,1.1111111111111112,9,reb,HOU,HOU,2,bottom,Isaiah Crawford,6,1,3,0.4835317460317461,0.1428571428571429,0.5444444444444445,0.5625,0.27979283008139766,0.3333333333333333,1.0,0.4015873015873016,False,False,,,,,,,,,,,,,,,,False,False
Jeff Green,jeff green,HOU,1.1818181818181819,11,reb,HOU,HOU,3,bottom,Jeff Green,8,2,4,0.41116071428571427,0.10416666666666674,1.0916666666666666,-0.6428571428571429,0.20384119498383063,0.75,0.5,0.9874999999999998,True,False,,,,,,,,,,,,,,,,False,False
Alperen Sengun,alperen sengun,HOU,8.625,32,reb,HOU,HOU,1,top,Alperen Sengun,29,8,9,0.36926092217880563,-0.7530826914098974,2.232184498271455,-0.27970268416487915,0.2340650481570062,0.7777777777777778,0.375,2.9852671896813523,True,True,,,,,,,,,,,,,,,,False,False
Amen Thompson,amen thompson,HOU,7.911764705882353,34,reb,HOU,HOU,2,top,Amen Thompson,31,7,10,-0.34485985617633946,-1.5334421431501444,1.1525589035147856,-0.8201535410402406,0.31097070689255657,0.5,0.42857142857142855,2.68600104666493,False,True,,,,,,,,,,,,,,,,False,False
Tari Eason,tari eason,HOU,6.928571428571429,28,reb,HOU,HOU,3,top,Tari Eason,25,5,8,-0.9526457692559457,-1.3350000000000002,0.1551237161531278,-1.5318444967186384,0.23055599338074162,0.5,0.4,1.490123716153128,False,True,,,,,,,,,,,,,,,,False,False
Jeff Green,jeff green,HOU,0.09090909090909091,11,stl,HOU,HOU,1,bottom,Jeff Green,8,2,4,-0.011954365079365079,0.4375,-0.17916666666666667,-0.12698412698412698,-0.5340122627242629,0.0,0.5,-0.6166666666666667,False,False,,,,,,,,,,,,,,,,False,False
JD Davison,jd davison,HOU,0.1,10,stl,HOU,HOU,2,bottom,JD Davison,7,3,2,0.036337868480725635,-0.14484126984126985,0.4444444444444444,-0.1,0.4486407294719673,0.5,0.0,0.5892857142857143,False,False,,,,,,,,,,,,,,,,False,False
Isaiah Crawford,isaiah crawford,HOU,0.2222222222222222,9,stl,HOU,HOU,3,bottom,Isaiah Crawford,6,1,3,-0.4059523809523809,-0.2857142857142857,-0.5222222222222221,-0.29166666666666663,-0.7542138647360765,0.0,0.0,-0.23650793650793644,False,False,,,,,,,,,,,,,,,,False,False
