wnba_player_id,player,pos,team,opp_team,line,prop_type,prop_norm,pick_type,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,standard_line,deviation_level,image_url,id_status,player_1,player_2,team_1,team_2,TEAM_NAME,TEAM_ID,OVERALL_DEF_SCORE,OVERALL_DEF_RANK,DEF_TIER,is_combo_player,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,unsupported_prop,unsupported_reason,espn_athlete_id
237851,Caitlin Clark,G,IND,DAL,12.5,Points,pts,Standard,11778103,11778103,237851,148416,2026-04-30T19:00:00.000-04:00,,,12.5,0,https://static.prizepicks.com/images/players/NBA/Caitlin_Clark_WNBA_player_QSGioalNHPIX9vjS6b9g2AVO.webp,OK,,,,,Dallas Wings,3,,4,Above Avg,0,,,,,,,,,,,,,,,,,,,,,,1,UNSUPPORTED_PROP:pts,4433403
237851,Caitlin Clark,G,IND,DAL,5.5,Assists,ast,Standard,11778091,11778091,237851,148416,2026-04-30T19:00:00.000-04:00,,,5.5,0,https://static.prizepicks.com/images/players/NBA/Caitlin_Clark_WNBA_player_QSGioalNHPIX9vjS6b9g2AVO.webp,OK,,,,,Dallas Wings,3,,4,Above Avg,0,,,,,,,,,,,,,,,,,,,,,,1,UNSUPPORTED_PROP:ast,4433403
237851,Caitlin Clark,G,IND,DAL,3.5,Rebounds,reb,Demon,11778094,11778094,237851,148416,2026-04-30T19:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Caitlin_Clark_WNBA_player_QSGioalNHPIX9vjS6b9g2AVO.webp,OK,,,,,Dallas Wings,3,,4,Above Avg,0,,,,,,,,,,,,,,,,,,,,,,1,UNSUPPORTED_PROP:reb,4433403
237836,Paige Bueckers,G,DAL,IND,13.5,Points,pts,Standard,11778104,11778104,237836,148416,2026-04-30T19:00:00.000-04:00,,,13.5,0,https://static.prizepicks.com/images/players/NBA/Paige_Bueckers_WNBA_player_9Y8nnqPB9PRhUk1Zb4Mlsb5c.webp,OK,,,,,Indiana Fever,5,,6,Above Avg,0,,,,,,,,,,,,,,,,,,,,,,1,UNSUPPORTED_PROP:pts,4433730
315762,Azzi Fudd,G,DAL,IND,10.0,Points,pts,Standard,11778105,11778105,315762,148416,2026-04-30T19:00:00.000-04:00,,,10.0,0,https://static.prizepicks.com/images/manual/Azzi.png,OK,,,,,Indiana Fever,5,,6,Above Avg,0,,,,,,,,,,,,,,,,,,,,,,1,UNSUPPORTED_PROP:pts,4433790
239174,Sophie Cunningham,G,IND,DAL,7.5,Points,pts,Standard,11778087,11778087,239174,148416,2026-04-30T19:00:00.000-04:00,,,7.5,0,https://static.prizepicks.com/images/players/NBA/Sophie_Cunningham_WNBA_player_cZAeIhZamNbdXKxGLDTtak3Y.webp,OK,,,,,Dallas Wings,3,,4,Above Avg,0,,,,,,,,,,,,,,,,,,,,,,1,UNSUPPORTED_PROP:pts,3907781
237852,Kelsey Mitchell,G,IND,DAL,13.5,Points,pts,Standard,11778086,11778086,237852,148416,2026-04-30T19:00:00.000-04:00,,,13.5,0,https://static.prizepicks.com/images/players/NBA/Kelsey_Mitchell_WNBA_player_EIjpvNmrTSUtZ3DS46UvarB1.webp,OK,,,,,Dallas Wings,3,,4,Above Avg,0,,,,,,,,,,,,,,,,,,,,,,1,UNSUPPORTED_PROP:pts,3142191
237851,Caitlin Clark,G,IND,DAL,19.5,Points,pts,Demon,11738309,11738309,237851,148416,2026-04-30T19:00:00.000-04:00,,,12.5,2,https://static.prizepicks.com/images/players/NBA/Caitlin_Clark_WNBA_player_QSGioalNHPIX9vjS6b9g2AVO.webp,OK,,,,,Dallas Wings,3,,4,Above Avg,0,,,,,,,,,,,,,,,,,,,,,,1,UNSUPPORTED_PROP:pts,4433403
237836,Paige Bueckers,G,DAL,IND,19.5,Points,pts,Demon,11738317,11738317,237836,148416,2026-04-30T19:00:00.000-04:00,,,13.5,2,https://static.prizepicks.com/images/players/NBA/Paige_Bueckers_WNBA_player_9Y8nnqPB9PRhUk1Zb4Mlsb5c.webp,OK,,,,,Indiana Fever,5,,6,Above Avg,0,,,,,,,,,,,,,,,,,,,,,,1,UNSUPPORTED_PROP:pts,4433730
237852,Kelsey Mitchell,G,IND,DAL,19.5,Points,pts,Demon,11784658,11784658,237852,148416,2026-04-30T19:00:00.000-04:00,,,13.5,2,https://static.prizepicks.com/images/players/NBA/Kelsey_Mitchell_WNBA_player_EIjpvNmrTSUtZ3DS46UvarB1.webp,OK,,,,,Dallas Wings,3,,4,Above Avg,0,,,,,,,,,,,,,,,,,,,,,,1,UNSUPPORTED_PROP:pts,3142191
237851,Caitlin Clark,G,IND,DAL,14.5,Points,pts,Demon,11738308,11738308,237851,148416,2026-04-30T19:00:00.000-04:00,,,12.5,1,https://static.prizepicks.com/images/players/NBA/Caitlin_Clark_WNBA_player_QSGioalNHPIX9vjS6b9g2AVO.webp,OK,,,,,Dallas Wings,3,,4,Above Avg,0,,,,,,,,,,,,,,,,,,,,,,1,UNSUPPORTED_PROP:pts,4433403
237836,Paige Bueckers,G,DAL,IND,14.5,Points,pts,Demon,11738316,11738316,237836,148416,2026-04-30T19:00:00.000-04:00,,,13.5,1,https://static.prizepicks.com/images/players/NBA/Paige_Bueckers_WNBA_player_9Y8nnqPB9PRhUk1Zb4Mlsb5c.webp,OK,,,,,Indiana Fever,5,,6,Above Avg,0,,,,,,,,,,,,,,,,,,,,,,1,UNSUPPORTED_PROP:pts,4433730
315762,Azzi Fudd,G,DAL,IND,14.5,Points,pts,Demon,11767808,11767808,315762,148416,2026-04-30T19:00:00.000-04:00,,,10.0,1,https://static.prizepicks.com/images/manual/Azzi.png,OK,,,,,Indiana Fever,5,,6,Above Avg,0,,,,,,,,,,,,,,,,,,,,,,1,UNSUPPORTED_PROP:pts,4433790
237852,Kelsey Mitchell,G,IND,DAL,14.5,Points,pts,Demon,11784657,11784657,237852,148416,2026-04-30T19:00:00.000-04:00,,,13.5,1,https://static.prizepicks.com/images/players/NBA/Kelsey_Mitchell_WNBA_player_EIjpvNmrTSUtZ3DS46UvarB1.webp,OK,,,,,Dallas Wings,3,,4,Above Avg,0,,,,,,,,,,,,,,,,,,,,,,1,UNSUPPORTED_PROP:pts,3142191
237851,Caitlin Clark,G,IND,DAL,9.5,Assists,ast,Demon,11738306,11738306,237851,148416,2026-04-30T19:00:00.000-04:00,,,5.5,2,https://static.prizepicks.com/images/players/NBA/Caitlin_Clark_WNBA_player_QSGioalNHPIX9vjS6b9g2AVO.webp,OK,,,,,Dallas Wings,3,,4,Above Avg,0,,,,,,,,,,,,,,,,,,,,,,1,UNSUPPORTED_PROP:ast,4433403
237851,Caitlin Clark,G,IND,DAL,9.5,Points,pts,Goblin,11738307,11738307,237851,148416,2026-04-30T19:00:00.000-04:00,,,12.5,3,https://static.prizepicks.com/images/players/NBA/Caitlin_Clark_WNBA_player_QSGioalNHPIX9vjS6b9g2AVO.webp,OK,,,,,Dallas Wings,3,,4,Above Avg,0,,,,,,,,,,,,,,,,,,,,,,1,UNSUPPORTED_PROP:pts,4433403
237836,Paige Bueckers,G,DAL,IND,9.5,Points,pts,Goblin,11738315,11738315,237836,148416,2026-04-30T19:00:00.000-04:00,,,13.5,2,https://static.prizepicks.com/images/players/NBA/Paige_Bueckers_WNBA_player_9Y8nnqPB9PRhUk1Zb4Mlsb5c.webp,OK,,,,,Indiana Fever,5,,6,Above Avg,0,,,,,,,,,,,,,,,,,,,,,,1,UNSUPPORTED_PROP:pts,4433730
315762,Azzi Fudd,G,DAL,IND,9.5,Points,pts,Goblin,11767807,11767807,315762,148416,2026-04-30T19:00:00.000-04:00,,,10.0,2,https://static.prizepicks.com/images/manual/Azzi.png,OK,,,,,Indiana Fever,5,,6,Above Avg,0,,,,,,,,,,,,,,,,,,,,,,1,UNSUPPORTED_PROP:pts,4433790
