projection_id,player_id,player_name,team,position,stat_type,line_score,pick_type,is_promo,description,away_team,home_team,game_start,game_id,fetched_at,stat_norm,player_role,opponent,is_home,nhl_player_id,combo_prop,combo_player_ids,opp_gaa,opp_saa,opp_pk_pct,opp_gf_per_game,opp_sf_per_game,opp_pp_pct,opp_gp,def_rank,def_tier,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status
10875474,218657,Adam Fox,NYR,D,Time On Ice,23.5,standard,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,time_on_ice,SKATER,CHI,1,8479323,False,,3.217,0.0,0.0,2.623,0.0,0.0,69.0,23.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP
10875472,269749,Artyom Levshunov,CHI,D,Time On Ice,22.75,standard,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,time_on_ice,SKATER,NYR,0,8484783,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP
10875473,218655,Mika Zibanejad,NYR,F,Time On Ice,21,standard,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,time_on_ice,SKATER,CHI,1,8476459,False,,3.217,0.0,0.0,2.623,0.0,0.0,69.0,23.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP
10875471,218572,Connor Bedard,CHI,F,Time On Ice,20.75,standard,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,time_on_ice,SKATER,NYR,0,8484144,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP
10883331,218652,Vincent Trocheck,NYR,F,Faceoffs Won,9.5,standard,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,faceoffs_won,SKATER,CHI,1,8476389,False,,3.217,0.0,0.0,2.623,0.0,0.0,69.0,23.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10883324,218685,Will Cuylle,NYR,F,Hits,4,standard,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,hits,SKATER,CHI,1,8482157,False,,3.217,0.0,0.0,2.623,0.0,0.0,69.0,23.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10883325,303677,Tye Kartye,NYR,F,Hits,3.5,standard,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,hits,SKATER,CHI,1,8481789,False,,3.217,0.0,0.0,2.623,0.0,0.0,69.0,23.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10883326,218652,Vincent Trocheck,NYR,F,Hits,2.5,goblin,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,hits,SKATER,CHI,1,8476389,False,,3.217,0.0,0.0,2.623,0.0,0.0,69.0,23.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10883327,277945,Jaroslav Chmelar,NYR,F,Hits,1.5,standard,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,hits,SKATER,CHI,1,8482877,False,,3.217,0.0,0.0,2.623,0.0,0.0,69.0,23.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10875476,218571,Moritz Seider,DET,D,Time On Ice,25.5,standard,False,BUF,DET,BUF,2026-03-27T19:00:00.000-04:00,139235,2026-03-27T18:56:27Z,time_on_ice,SKATER,BUF,0,8481542,False,,2.899,0.0,0.0,3.507,0.0,0.0,69.0,7.0,ELITE,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP
