projection_id,player_id,player_name,team,position,stat_type,line_score,pick_type,is_promo,description,away_team,home_team,game_start,game_id,fetched_at,stat_norm,player_role,opponent,is_home,nhl_player_id,combo_prop,combo_player_ids,opp_gaa,opp_saa,opp_pk_pct,opp_gf_per_game,opp_sf_per_game,opp_pp_pct,opp_gp,def_rank,def_tier,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status,pp_toi_per_game,pp_toi_pct,pp_toi_total_sec,pp_goals_season,pp_points_season,pp_unit_tier,line_combo,line_combo_toi_pct,line_combo_cf_pct,line_combo_xgf_pct,line_sit,on_pp1_line,nst_data_source,hit_rate_over_L5,over_L5,under_L5,sample_L5,hit_rate_over_L10,over_L10,under_L10,l10_over,l10_under,sample_L10,hit_rate_over_L20,over_L20,under_L20,sample_L20,hit_rate_over_season,sample_season,composite_hit_rate,recommended_side,edge,l10_over_pct,l10_games_played,line_hits_over_10,line_hits_under_10,l10_streak,player_avg_shots_L5,player_avg_shots_L10,open_line,line_movement,line_direction_shift,implied_team_total,game_total
10878788,309659,Anton Frondell,CHI,F,Assists,0.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,assists,SKATER,NYR,0,8485391,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,,,,,,,,,,,,NO_DATA,3.543,0.708,2551.0,0.0,2.0,PP1,,,,,,True,nhl_api_pp,0.4,2,3,5,0.5,5,5,5,5,10,0.5,5,5,10,0.5,10,0.46,OVER,-0.04,0.5,10.0,5.0,5.0,NEUTRAL,,,0.5,0.0,stable,,
10878789,309659,Anton Frondell,CHI,F,Points,0.5,standard,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,points,SKATER,NYR,0,8485391,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,,,,,,,,,,,,NO_DATA,3.543,0.708,2551.0,0.0,2.0,PP1,,,,,,True,nhl_api_pp,0.6,3,2,5,0.7,7,3,7,3,10,0.7,7,3,10,0.7,10,0.66,OVER,0.16,0.7,10.0,7.0,3.0,HOT,,,0.5,0.0,stable,,
10878790,309659,Anton Frondell,CHI,F,Power Play Points,0.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,power_play_points,SKATER,NYR,0,8485391,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,UNSUPPORTED_PROP,3.543,0.708,2551.0,0.0,2.0,PP1,,,,,,True,nhl_api_pp,0.0,0,5,5,0.0,0,10,0,10,10,0.0,0,12,12,0.0,12,0.0,OVER,-0.5,0.0,10.0,0.0,10.0,COLD,,,0.5,0.0,stable,,
10878791,269749,Artyom Levshunov,CHI,D,Assists,0.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,assists,SKATER,NYR,0,8484783,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,NO_DATA,2.736,0.589,11164.0,1.0,11.0,PP1,,,,,,True,nhl_api_pp,0.0,0,5,5,0.1,1,9,1,9,10,0.15,3,17,20,0.1667,30,0.0742,OVER,-0.4258,0.1,10.0,1.0,9.0,COLD,,,0.5,0.0,stable,,
10878792,269749,Artyom Levshunov,CHI,D,Points,0.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,points,SKATER,NYR,0,8484783,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,NO_DATA,2.736,0.589,11164.0,1.0,11.0,PP1,,,,,,True,nhl_api_pp,0.0,0,5,5,0.1,1,9,1,9,10,0.15,3,17,20,0.1667,30,0.0742,OVER,-0.4258,0.1,10.0,1.0,9.0,COLD,,,0.5,0.0,stable,,
10878793,269749,Artyom Levshunov,CHI,D,Power Play Points,0.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,power_play_points,SKATER,NYR,0,8484783,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,UNSUPPORTED_PROP,2.736,0.589,11164.0,1.0,11.0,PP1,,,,,,True,nhl_api_pp,0.0,0,5,5,0.0,0,10,0,10,10,0.0,0,20,20,0.0,30,0.0,OVER,-0.5,0.0,10.0,0.0,10.0,COLD,,,0.5,0.0,stable,,
10878794,92121,Braden Schneider,NYR,D,Plus/Minus,0.5,demon,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,plus/minus,SKATER,CHI,1,8482073,False,,3.217,0.0,0.0,2.623,0.0,0.0,69.0,23.0,AVERAGE,-1.0,-2.0,0.0,-2.0,4.0,0.0,0.0,1.0,0.0,3.0,,,,,,,,,,,,NO_DATA,0.368,0.084,1810.0,0.0,0.0,PP_FRINGE,,,,,,False,nhl_api_pp,0.2,1,4,5,0.3,3,7,3,7,10,0.35,7,13,20,0.3667,30,0.2742,OVER,-0.2258,0.3,10.0,3.0,7.0,COLD,,,0.5,0.0,stable,,
10878795,218572,Connor Bedard,CHI,F,Assists,0.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,assists,SKATER,NYR,0,8484144,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,NO_DATA,3.492,0.722,14456.0,7.0,21.0,PP1,,,,,,True,nhl_api_pp,0.8,4,1,5,0.5,5,5,5,5,10,0.45,9,11,20,0.3667,30,0.5992,OVER,0.0992,0.5,10.0,5.0,5.0,NEUTRAL,,,0.5,0.0,stable,,
10878796,218572,Connor Bedard,CHI,F,Points,0.5,goblin,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,points,SKATER,NYR,0,8484144,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,NO_DATA,3.492,0.722,14456.0,7.0,21.0,PP1,,,,,,True,nhl_api_pp,0.8,4,1,5,0.6,6,4,6,4,10,0.65,13,7,20,0.6333,30,0.6908,OVER,0.1908,0.6,10.0,6.0,4.0,NEUTRAL,,,0.5,0.0,stable,,
10878797,218572,Connor Bedard,CHI,F,Power Play Points,0.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,power_play_points,SKATER,NYR,0,8484144,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,UNSUPPORTED_PROP,3.492,0.722,14456.0,7.0,21.0,PP1,,,,,,True,nhl_api_pp,0.0,0,5,5,0.0,0,10,0,10,10,0.0,0,20,20,0.0667,30,0.0067,OVER,-0.4933,0.0,10.0,0.0,10.0,COLD,,,0.5,0.0,stable,,
10878798,267725,Conor Sheary,NYR,F,Plus/Minus,0.5,demon,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,plus/minus,SKATER,CHI,1,8477839,False,,3.217,0.0,0.0,2.623,0.0,0.0,69.0,23.0,AVERAGE,-1.0,-1.0,0.0,0.0,1.0,0.0,-2.0,1.0,1.0,2.0,,,,,,,,,,,,NO_DATA,0.899,0.206,3343.0,0.0,2.0,PP_FRINGE,,,,,,False,nhl_api_pp,0.2,1,4,5,0.4,4,6,4,6,10,0.5,10,10,20,0.3333,30,0.3283,OVER,-0.1717,0.4,10.0,4.0,6.0,NEUTRAL,,,0.5,0.0,stable,,
10878799,230314,Frank Nazar,CHI,F,Assists,0.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,assists,SKATER,NYR,0,8483493,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,NO_DATA,3.149,0.655,12469.0,4.0,12.0,PP1,,,,,,True,nhl_api_pp,0.4,2,3,5,0.3,3,7,3,7,10,0.4,8,12,20,0.3,30,0.355,OVER,-0.145,0.3,10.0,3.0,7.0,COLD,,,0.5,0.0,stable,,
10878800,230314,Frank Nazar,CHI,F,Points,0.5,standard,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,points,SKATER,NYR,0,8483493,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,,,,,,,,NO_DATA,3.149,0.655,12469.0,4.0,12.0,PP1,,,,,,True,nhl_api_pp,0.4,2,3,5,0.4,4,6,4,6,10,0.5,10,10,20,0.4,30,0.415,UNDER,0.085,0.4,10.0,4.0,6.0,NEUTRAL,,,0.5,0.0,stable,,
10878801,230314,Frank Nazar,CHI,F,Power Play Points,0.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,power_play_points,SKATER,NYR,0,8483493,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,UNSUPPORTED_PROP,3.149,0.655,12469.0,4.0,12.0,PP1,,,,,,True,nhl_api_pp,0.2,1,4,5,0.2,2,8,2,8,10,0.15,3,17,20,0.1,30,0.1825,OVER,-0.3175,0.2,10.0,2.0,8.0,COLD,,,0.5,0.0,stable,,
10878802,234283,J.T. Miller,NYR,F,Assists,0.5,demon,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,assists,SKATER,CHI,1,8476468,False,,3.217,0.0,0.0,2.623,0.0,0.0,69.0,23.0,AVERAGE,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,,,,,,,,,,,,NO_DATA,3.129,0.712,12768.0,6.0,19.0,PP1,,,,,,True,nhl_api_pp,0.6,3,2,5,0.6,6,4,6,4,10,0.55,11,9,20,0.5333,30,0.5858,OVER,0.0858,0.6,10.0,6.0,4.0,NEUTRAL,,,0.5,0.0,stable,,
10878803,234283,J.T. Miller,NYR,F,Plus/Minus,0.5,demon,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,plus/minus,SKATER,CHI,1,8476468,False,,3.217,0.0,0.0,2.623,0.0,0.0,69.0,23.0,AVERAGE,0.0,-1.0,-1.0,-1.0,0.0,1.0,-2.0,1.0,0.0,2.0,,,,,,,,,,,,NO_DATA,3.129,0.712,12768.0,6.0,19.0,PP1,,,,,,True,nhl_api_pp,0.0,0,5,5,0.3,3,7,3,7,10,0.15,3,17,20,0.1667,30,0.1442,OVER,-0.3558,0.3,10.0,3.0,7.0,COLD,,,0.5,0.0,stable,,
10878804,234283,J.T. Miller,NYR,F,Points,0.5,goblin,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,points,SKATER,CHI,1,8476468,False,,3.217,0.0,0.0,2.623,0.0,0.0,69.0,23.0,AVERAGE,0.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,,,,,,,,,,,,NO_DATA,3.129,0.712,12768.0,6.0,19.0,PP1,,,,,,True,nhl_api_pp,0.6,3,2,5,0.7,7,3,7,3,10,0.6,12,8,20,0.6667,30,0.6417,OVER,0.1417,0.7,10.0,7.0,3.0,HOT,,,0.5,0.0,stable,,
10878805,234283,J.T. Miller,NYR,F,Power Play Points,0.5,demon,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,power_play_points,SKATER,CHI,1,8476468,False,,3.217,0.0,0.0,2.623,0.0,0.0,69.0,23.0,AVERAGE,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,UNSUPPORTED_PROP,3.129,0.712,12768.0,6.0,19.0,PP1,,,,,,True,nhl_api_pp,0.2,1,4,5,0.2,2,8,2,8,10,0.1,2,18,20,0.1,30,0.175,OVER,-0.325,0.2,10.0,2.0,8.0,COLD,,,0.5,0.0,stable,,
10878806,277945,Jaroslav Chmelar,NYR,F,Plus/Minus,0.5,demon,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,plus/minus,SKATER,CHI,1,8482877,False,,3.217,0.0,0.0,2.623,0.0,0.0,69.0,23.0,AVERAGE,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,1.0,-1.0,2.0,,,,,,,,,,,,NO_DATA,0.072,0.015,121.0,0.0,0.0,NO_PP,,,,,,False,nhl_api_pp,0.2,1,4,5,0.4,4,6,4,6,10,0.25,5,15,20,0.2143,28,0.2789,OVER,-0.2211,0.4,10.0,4.0,6.0,NEUTRAL,,,0.5,0.0,stable,,
10878807,187929,Jonny Brodzinski,NYR,F,Plus/Minus,0.5,demon,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,plus/minus,SKATER,CHI,1,8477380,False,,3.217,0.0,0.0,2.623,0.0,0.0,69.0,23.0,AVERAGE,0.0,0.0,-1.0,2.0,-1.0,1.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,NO_DATA,0.642,0.149,2117.0,0.0,2.0,PP_FRINGE,,,,,,False,nhl_api_pp,0.2,1,4,5,0.4,4,6,4,6,10,0.25,5,15,20,0.2333,30,0.2808,OVER,-0.2192,0.4,10.0,4.0,6.0,NEUTRAL,,,0.5,0.0,stable,,
10878808,269125,Matthew Robertson,NYR,D,Plus/Minus,0.5,demon,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,plus/minus,SKATER,CHI,1,8481525,False,,3.217,0.0,0.0,2.623,0.0,0.0,69.0,23.0,AVERAGE,2.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,0.0,2.0,,,,,,,,,,,,NO_DATA,0.058,0.013,251.0,0.0,0.0,NO_PP,,,,,,False,nhl_api_pp,0.2,1,4,5,0.3,3,7,3,7,10,0.35,7,13,20,0.2667,30,0.2642,OVER,-0.2358,0.3,10.0,3.0,7.0,COLD,,,0.5,0.0,stable,,
10878809,218655,Mika Zibanejad,NYR,F,Assists,0.5,standard,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,assists,SKATER,CHI,1,8476459,False,,3.217,0.0,0.0,2.623,0.0,0.0,69.0,23.0,AVERAGE,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,NO_DATA,3.28,0.762,15941.0,16.0,35.0,PP1,,,,,,True,nhl_api_pp,0.8,4,1,5,0.4,4,6,4,6,10,0.5,10,10,20,0.4333,30,0.5783,OVER,0.0783,0.4,10.0,4.0,6.0,NEUTRAL,,,0.5,0.0,stable,,
10878810,218655,Mika Zibanejad,NYR,F,Plus/Minus,0.5,demon,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,plus/minus,SKATER,CHI,1,8476459,False,,3.217,0.0,0.0,2.623,0.0,0.0,69.0,23.0,AVERAGE,1.0,0.0,-1.0,-3.0,1.0,2.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,NO_DATA,3.28,0.762,15941.0,16.0,35.0,PP1,,,,,,True,nhl_api_pp,0.4,2,3,5,0.4,4,6,4,6,10,0.35,7,13,20,0.2667,30,0.3792,OVER,-0.1208,0.4,10.0,4.0,6.0,NEUTRAL,,,0.5,0.0,stable,,
10878811,218655,Mika Zibanejad,NYR,F,Points,0.5,goblin,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,points,SKATER,CHI,1,8476459,False,,3.217,0.0,0.0,2.623,0.0,0.0,69.0,23.0,AVERAGE,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,NO_DATA,3.28,0.762,15941.0,16.0,35.0,PP1,,,,,,True,nhl_api_pp,0.8,4,1,5,0.6,6,4,6,4,10,0.7,14,6,20,0.6667,30,0.7017,OVER,0.2017,0.6,10.0,6.0,4.0,NEUTRAL,,,0.5,0.0,stable,,
10878812,218655,Mika Zibanejad,NYR,F,Power Play Points,0.5,demon,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,power_play_points,SKATER,CHI,1,8476459,False,,3.217,0.0,0.0,2.623,0.0,0.0,69.0,23.0,AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,UNSUPPORTED_PROP,3.28,0.762,15941.0,16.0,35.0,PP1,,,,,,True,nhl_api_pp,0.0,0,5,5,0.1,1,9,1,9,10,0.15,3,17,20,0.2,30,0.0775,OVER,-0.4225,0.1,10.0,1.0,9.0,COLD,,,0.5,0.0,stable,,
10878813,267760,Ryan Greene,CHI,F,Assists,0.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,assists,SKATER,NYR,0,8483450,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,NO_DATA,1.296,0.274,6299.0,1.0,4.0,PP2,,,,,,False,nhl_api_pp,0.0,0,5,5,0.0,0,10,0,10,10,0.15,3,17,20,0.1667,30,0.0392,OVER,-0.4608,0.0,10.0,0.0,10.0,COLD,,,0.5,0.0,stable,,
10878814,267760,Ryan Greene,CHI,F,Points,0.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,points,SKATER,NYR,0,8483450,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,NO_DATA,1.296,0.274,6299.0,1.0,4.0,PP2,,,,,,False,nhl_api_pp,0.4,2,3,5,0.2,2,8,2,8,10,0.3,6,14,20,0.3333,30,0.3083,OVER,-0.1917,0.2,10.0,2.0,8.0,COLD,,,0.5,0.0,stable,,
10878815,267615,Sam Rinzel,CHI,D,Assists,0.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,assists,SKATER,NYR,0,8483506,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,NO_DATA,2.041,0.427,6614.0,0.0,1.0,PP2,,,,,,False,nhl_api_pp,0.0,0,5,5,0.0,0,10,0,10,10,0.1,2,18,20,0.1333,30,0.0283,OVER,-0.4717,0.0,10.0,0.0,10.0,COLD,,,0.5,0.0,stable,,
10878816,267615,Sam Rinzel,CHI,D,Points,0.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,points,SKATER,NYR,0,8483506,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,NO_DATA,2.041,0.427,6614.0,0.0,1.0,PP2,,,,,,False,nhl_api_pp,0.0,0,5,5,0.0,0,10,0,10,10,0.15,3,17,20,0.2,30,0.0425,OVER,-0.4575,0.0,10.0,0.0,10.0,COLD,,,0.5,0.0,stable,,
10878817,267615,Sam Rinzel,CHI,D,Power Play Points,0.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,power_play_points,SKATER,NYR,0,8483506,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,UNSUPPORTED_PROP,2.041,0.427,6614.0,0.0,1.0,PP2,,,,,,False,nhl_api_pp,0.0,0,5,5,0.0,0,10,0,10,10,0.0,0,20,20,0.0,30,0.0,OVER,-0.5,0.0,10.0,0.0,10.0,COLD,,,0.5,0.0,stable,,
10878818,267628,Taylor Raddysh,NYR,F,Plus/Minus,0.5,demon,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,plus/minus,SKATER,CHI,1,8479390,False,,3.217,0.0,0.0,2.623,0.0,0.0,69.0,23.0,AVERAGE,0.0,2.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,NO_DATA,0.4,0.092,1634.0,0.0,1.0,PP_FRINGE,,,,,,False,nhl_api_pp,0.2,1,4,5,0.2,2,8,2,8,10,0.3,6,14,20,0.2667,30,0.2217,OVER,-0.2783,0.2,10.0,2.0,8.0,COLD,,,0.5,0.0,stable,,
10878819,216151,Teuvo Teravainen,CHI,F,Assists,0.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,assists,SKATER,NYR,0,8476882,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,NO_DATA,2.807,0.595,12633.0,7.0,19.0,PP1,,,,,,True,nhl_api_pp,0.4,2,3,5,0.2,2,8,2,8,10,0.25,5,15,20,0.2667,30,0.2942,OVER,-0.2058,0.2,10.0,2.0,8.0,COLD,,,0.5,0.0,stable,,
10878820,216151,Teuvo Teravainen,CHI,F,Points,0.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,points,SKATER,NYR,0,8476882,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,NO_DATA,2.807,0.595,12633.0,7.0,19.0,PP1,,,,,,True,nhl_api_pp,0.6,3,2,5,0.3,3,7,3,7,10,0.35,7,13,20,0.4,30,0.4375,OVER,-0.0625,0.3,10.0,3.0,7.0,COLD,,,0.5,0.0,stable,,
10878821,216151,Teuvo Teravainen,CHI,F,Power Play Points,0.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,power_play_points,SKATER,NYR,0,8476882,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,UNSUPPORTED_PROP,2.807,0.595,12633.0,7.0,19.0,PP1,,,,,,True,nhl_api_pp,0.2,1,4,5,0.1,1,9,1,9,10,0.1,2,18,20,0.1,30,0.14,OVER,-0.36,0.1,10.0,1.0,9.0,COLD,,,0.5,0.0,stable,,
10878822,303677,Tye Kartye,NYR,F,Plus/Minus,0.5,demon,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,plus/minus,SKATER,CHI,1,8481789,False,,3.217,0.0,0.0,2.623,0.0,0.0,69.0,23.0,AVERAGE,1.0,-1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,2.0,,,,,,,,,,,,NO_DATA,0.039,0.008,149.0,0.0,0.0,NO_PP,,,,,,False,nhl_api_pp,0.2,1,4,5,0.3,3,7,3,7,10,0.35,7,13,20,0.3,30,0.2675,OVER,-0.2325,0.3,10.0,3.0,7.0,COLD,,,0.5,0.0,stable,,
10878823,216400,Tyler Bertuzzi,CHI,F,Assists,0.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,assists,SKATER,NYR,0,8477479,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,NO_DATA,3.237,0.694,15342.0,11.0,21.0,PP1,,,,,,True,nhl_api_pp,0.2,1,4,5,0.3,3,7,3,7,10,0.3,6,14,20,0.3333,30,0.2633,OVER,-0.2367,0.3,10.0,3.0,7.0,COLD,,,0.5,0.0,stable,,
10878824,216400,Tyler Bertuzzi,CHI,F,Points,0.5,standard,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,points,SKATER,NYR,0,8477479,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,,,,,,,,,,,,NO_DATA,3.237,0.694,15342.0,11.0,21.0,PP1,,,,,,True,nhl_api_pp,0.4,2,3,5,0.5,5,5,5,5,10,0.45,9,11,20,0.5,30,0.4525,UNDER,0.0475,0.5,10.0,5.0,5.0,NEUTRAL,,,0.5,0.0,stable,,
10878825,216400,Tyler Bertuzzi,CHI,F,Power Play Points,0.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,power_play_points,SKATER,NYR,0,8477479,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,UNSUPPORTED_PROP,3.237,0.694,15342.0,11.0,21.0,PP1,,,,,,True,nhl_api_pp,0.0,0,5,5,0.0,0,10,0,10,10,0.05,1,19,20,0.0667,30,0.0142,OVER,-0.4858,0.0,10.0,0.0,10.0,COLD,,,0.5,0.0,stable,,
10878827,218652,Vincent Trocheck,NYR,F,Plus/Minus,0.5,demon,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,plus/minus,SKATER,CHI,1,8476389,False,,3.217,0.0,0.0,2.623,0.0,0.0,69.0,23.0,AVERAGE,0.0,0.0,-1.0,-1.0,3.0,-1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,NO_DATA,3.073,0.717,12354.0,2.0,16.0,PP1,,,,,,True,nhl_api_pp,0.2,1,4,5,0.3,3,7,3,7,10,0.2,4,16,20,0.2333,30,0.2383,OVER,-0.2617,0.3,10.0,3.0,7.0,COLD,,,0.5,0.0,stable,,
