nba_player_id,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,player,pos,team,opp_team,line,prop_type,prop_norm,pick_type,standard_line,deviation_level,image_url,player_1,player_2,team_1,team_2,id_status,is_combo_player
1641705,10116227,10116227,173819,130706,2026-02-25T19:30:00.000-05:00,,,Victor Wembanyama,F-C,SAS,TOR,53.5,Fantasy Score,fantasy,Standard,53.5,0,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp,,,,,OK,0
1641705,10108159,10108159,173819,130706,2026-02-25T19:30:00.000-05:00,,,Victor Wembanyama,F-C,SAS,TOR,49.5,Pts+Rebs+Asts,pra,Demon,38.0,3,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp,,,,,OK,0
1627742|1641705,10110838,10110838,303058,130706,2026-02-25T19:30:00.000-05:00,,,Brandon Ingram + Victor Wembanyama,F,TOR/SAS,,45.5,Points (Combo),points(combo),Standard,45.5,0,https://static.prizepicks.com/images/players/CMBO_group_nfFbDAtjEoP8yS63LB1itRLL.webp,Brandon Ingram,Victor Wembanyama,TOR,SAS,OK,1
1641705,10108156,10108156,173819,130706,2026-02-25T19:30:00.000-05:00,,,Victor Wembanyama,F-C,SAS,TOR,44.5,Pts+Rebs,pr,Demon,35.0,2,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp,,,,,OK,0
1641705,10108158,10108158,173819,130706,2026-02-25T19:30:00.000-05:00,,,Victor Wembanyama,F-C,SAS,TOR,44.5,Pts+Rebs+Asts,pra,Demon,38.0,2,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp,,,,,OK,0
1641705,10109389,10109389,173819,130706,2026-02-25T19:30:00.000-05:00,,,Victor Wembanyama,F-C,SAS,TOR,42.5,Pts+Rebs+Asts,pra,Demon,38.0,1,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp,,,,,OK,0
1629628|1641705,10110842,10110842,303062,130706,2026-02-25T19:30:00.000-05:00,,,RJ Barrett + Victor Wembanyama,F-G,TOR/SAS,,40.5,Points (Combo),points(combo),Standard,40.5,0,https://static.prizepicks.com/images/players/CMBO_group_7dBMwGiVgfROFoALxbgwzPab.webp,RJ Barrett,Victor Wembanyama,TOR,SAS,OK,1
1630567,10116225,10116225,188002,130706,2026-02-25T19:30:00.000-05:00,,,Scottie Barnes,F-G,TOR,SAS,40.0,Fantasy Score,fantasy,Standard,40.0,0,https://static.prizepicks.com/images/players/NBA/Scottie_Barnes_NBA_player_CA6jRIM1PBTqp5mxIeLVkhys.webp,,,,,OK,0
1641705,10108155,10108155,173819,130706,2026-02-25T19:30:00.000-05:00,,,Victor Wembanyama,F-C,SAS,TOR,39.5,Pts+Rebs,pr,Demon,35.0,1,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp,,,,,OK,0
1627742,10109623,10109623,269517,130706,2026-02-25T19:30:00.000-05:00,,,Brandon Ingram,F,TOR,SAS,39.5,Pts+Rebs,pr,Demon,28.0,2,https://static.prizepicks.com/images/manual/Brandon_Ingramm.png,,,,,OK,0
