date,sport,player,prop,std_dir,gob_dir,same_direction,pair_kind,std_line,gob_line,delta_pct,distance_bucket,gob_factor,std_hit,gob_hit,std_tier,gob_tier,std_ml_prob,gob_ml_prob,prior_std_n,prior_std_hr,high_std_consistent,std_ev_realized,gob_ev_realized,ev_uplift_realized
2026-07-06,MLB,Noah Cameron,Pitcher Fantasy Score,OVER,OVER,True,same_over,24.5,17.5,0.7143,0.65–0.75,0.7143,1,1,A,A,0.6896,0.8248,5,0.4,False,1.0,0.7143,-0.2857
2026-06-02,MLB,Noah Cameron,Pitcher Strikeouts,OVER,OVER,True,same_over,5.0,3.5,0.7,0.65–0.75,0.7,1,1,C,C,0.4788,0.7915,0,,False,1.0,0.7,-0.3
2026-06-07,MLB,Noah Cameron,Pitcher Strikeouts,OVER,OVER,True,same_over,5.0,3.5,0.7,0.65–0.75,0.7,1,1,C,C,0.4788,0.7915,1,1.0,False,1.0,0.7,-0.3
2026-06-13,MLB,Noah Cameron,Pitcher Strikeouts,OVER,OVER,True,same_over,4.5,3.5,0.7778,0.75–0.85,0.7778,0,0,A,C,1.0,0.63,2,1.0,False,-1.0,-1.0,0.0
2026-06-18,MLB,Noah Cameron,Pitcher Strikeouts,OVER,OVER,True,same_over,4.0,3.5,0.875,0.85–0.95,0.875,1,1,A,D,1.0,0.63,3,0.6667,False,1.0,0.875,-0.125
2026-06-24,MLB,Noah Cameron,Pitcher Strikeouts,OVER,OVER,True,same_over,4.0,2.5,0.625,<0.65,0.625,1,1,A,C,0.6999,0.63,5,0.8,False,1.0,0.625,-0.375
2026-06-30,MLB,Noah Cameron,Pitcher Strikeouts,OVER,OVER,True,same_over,4.5,2.5,0.5556,<0.65,0.5556,0,0,A,B,0.6881,0.63,6,0.8333,False,-1.0,-1.0,0.0
2026-07-06,MLB,Noah Cameron,Pitcher Strikeouts,OVER,OVER,True,same_over,5.0,3.5,0.7,0.65–0.75,0.7,1,1,A,C,0.6711,0.63,7,0.7143,False,1.0,0.7,-0.3
2026-06-02,MLB,Noah Cameron,Pitches Thrown,UNDER,OVER,False,std_under_gob_over,93.5,87.5,0.9358,0.85–0.95,0.9358,1,0,A,A,0.3872,0.6855,0,,False,1.0,-1.0,-2.0
2026-06-07,MLB,Noah Cameron,Pitches Thrown,UNDER,OVER,False,std_under_gob_over,93.5,87.5,0.9358,0.85–0.95,0.9358,0,1,A,A,0.3826,0.6703,1,1.0,False,-1.0,0.9358,1.9358
2026-06-18,MLB,Noah Cameron,Pitches Thrown,UNDER,OVER,False,std_under_gob_over,92.5,86.5,0.9351,0.85–0.95,0.9351,0,1,D,A,0.9697,1.0,2,0.5,False,-1.0,0.9351,1.9351
2026-06-24,MLB,Noah Cameron,Pitches Thrown,UNDER,OVER,False,std_under_gob_over,93.5,88.5,0.9465,0.85–0.95,0.9465,0,1,C,A,0.527,0.8453,3,0.3333,False,-1.0,0.9465,1.9465
2026-07-06,MLB,Noah Cameron,Pitches Thrown,UNDER,OVER,False,std_under_gob_over,92.5,87.5,0.9459,0.85–0.95,0.9459,0,1,C,A,0.527,0.8364,4,0.25,False,-1.0,0.9459,1.9459
2026-07-06,MLB,Noah Cameron,Pitching Outs,UNDER,OVER,False,std_under_gob_over,16.5,14.5,0.8788,0.85–0.95,0.8788,1,1,C,B,0.527,0.8269,0,,False,1.0,0.8788,-0.1212
2026-06-30,MLB,Noah Cameron,Walks Allowed,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,1,1,B,C,0.52,0.52,0,,False,1.0,0.35,-0.65
2026-07-06,MLB,Noah Cameron,Walks Allowed,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,1,1,B,C,0.52,0.52,1,1.0,False,1.0,0.35,-0.65
2026-07-01,MLB,Noah Schultz,Hits Allowed,UNDER,OVER,False,std_under_gob_over,4.5,3.5,0.7778,0.75–0.85,0.7778,1,0,C,C,0.527,0.53,0,,False,1.0,-1.0,-2.0
2026-07-07,MLB,Noah Schultz,Hits Allowed,UNDER,OVER,False,std_under_gob_over,4.5,3.5,0.7778,0.75–0.85,0.7778,0,1,C,C,0.527,0.53,1,1.0,False,-1.0,0.7778,1.7778
2026-07-01,MLB,Noah Schultz,Pitcher Fantasy Score,OVER,OVER,True,same_over,22.5,15.5,0.6889,0.65–0.75,0.6889,1,1,A,A,0.7141,0.8273,0,,False,1.0,0.6889,-0.3111
2026-07-07,MLB,Noah Schultz,Pitcher Fantasy Score,OVER,OVER,True,same_over,28.5,21.5,0.7544,0.75–0.85,0.7544,0,0,A,A,0.7107,0.8412,2,1.0,False,-1.0,-1.0,0.0
2026-07-01,MLB,Noah Schultz,Pitcher Strikeouts,UNDER,OVER,False,std_under_gob_over,4.0,2.5,0.625,<0.65,0.625,0,1,C,C,0.527,0.63,0,,False,-1.0,0.625,1.625
2026-07-07,MLB,Noah Schultz,Pitcher Strikeouts,UNDER,OVER,False,std_under_gob_over,4.5,3.5,0.7778,0.75–0.85,0.7778,1,0,C,C,0.527,0.63,1,0.0,False,1.0,-1.0,-2.0
2026-07-07,MLB,Noah Schultz,Pitches Thrown,UNDER,OVER,False,std_under_gob_over,88.5,82.5,0.9322,0.85–0.95,0.9322,0,1,C,A,0.527,0.565,0,,False,-1.0,0.9322,1.9322
2026-07-12,MLB,Noah Schultz,Walks Allowed,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,0,0,B,C,0.52,0.52,0,,False,-1.0,-1.0,0.0
2026-06-06,MLB,Noelvi Marte,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,0,1,B,C,0.4946,1.0,0,,False,-1.0,0.35,1.35
2026-06-12,MLB,Noelvi Marte,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,0,1,A,C,0.0,0.555,1,0.0,False,-1.0,0.35,1.35
2026-06-14,MLB,Noelvi Marte,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,0,1,C,C,0.5025,0.555,2,0.0,False,-1.0,0.35,1.35
2026-06-28,MLB,Noelvi Marte,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,1,1,C,C,0.527,0.555,3,0.0,False,1.0,0.35,-0.65
2026-07-03,MLB,Noelvi Marte,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,1,1,C,C,0.527,0.555,4,0.25,False,1.0,0.35,-0.65
2026-07-05,MLB,Noelvi Marte,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,1,0,C,C,0.527,0.555,5,0.4,False,1.0,-1.0,-2.0
2026-06-23,MLB,Noelvi Marte,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,3.5,1.5,0.4286,<0.65,0.4286,1,0,C,B,0.527,0.53,0,,False,1.0,-1.0,-2.0
2026-06-24,MLB,Noelvi Marte,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,3.5,1.5,0.4286,<0.65,0.4286,0,1,C,B,0.527,0.53,1,1.0,False,-1.0,0.4286,1.4286
2026-06-26,MLB,Noelvi Marte,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,3.5,1.5,0.4286,<0.65,0.4286,0,1,C,B,0.527,0.53,2,0.5,False,-1.0,0.4286,1.4286
2026-06-27,MLB,Noelvi Marte,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,4.5,1.5,0.3333,<0.65,0.35,1,1,C,B,0.527,0.53,3,0.3333,False,1.0,0.35,-0.65
2026-06-28,MLB,Noelvi Marte,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,5.0,2.5,0.5,<0.65,0.5,1,1,C,B,0.527,0.53,4,0.5,False,1.0,0.5,-0.5
2026-06-29,MLB,Noelvi Marte,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,4.5,1.5,0.3333,<0.65,0.35,1,1,C,B,0.527,0.53,5,0.6,False,1.0,0.35,-0.65
2026-06-30,MLB,Noelvi Marte,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,4.5,1.5,0.3333,<0.65,0.35,1,1,C,B,0.527,0.53,6,0.6667,False,1.0,0.35,-0.65
2026-07-01,MLB,Noelvi Marte,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,3.5,1.5,0.4286,<0.65,0.4286,0,1,C,B,0.527,0.53,7,0.7143,False,-1.0,0.4286,1.4286
2026-07-02,MLB,Noelvi Marte,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,3.5,1.5,0.4286,<0.65,0.4286,0,1,C,B,0.527,0.53,8,0.625,True,-1.0,0.4286,1.4286
2026-07-03,MLB,Noelvi Marte,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,4.5,1.5,0.3333,<0.65,0.35,1,1,C,B,0.527,0.53,9,0.5556,False,1.0,0.35,-0.65
2026-07-04,MLB,Noelvi Marte,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,4.5,2.5,0.5556,<0.65,0.5556,1,0,C,B,0.527,0.53,10,0.6,True,1.0,-1.0,-2.0
2026-07-05,MLB,Noelvi Marte,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,4.5,2.5,0.5556,<0.65,0.5556,1,0,C,B,0.527,0.53,11,0.6364,True,1.0,-1.0,-2.0
2026-06-28,MLB,Nolan Arenado,Hits,OVER,OVER,True,same_over,0.5,0.5,1.0,near_std_(≥0.95),1.0,0,0,B,D,0.57,0.57,0,,False,-1.0,-1.0,0.0
2026-06-02,MLB,Nolan Arenado,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,1,1,C,C,0.494,1.0,0,,False,1.0,0.35,-0.65
2026-06-04,MLB,Nolan Arenado,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,0,1,B,C,0.555,0.555,1,1.0,False,-1.0,0.35,1.35
2026-06-06,MLB,Nolan Arenado,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,0,0,C,C,0.4946,1.0,2,0.5,False,-1.0,-1.0,0.0
2026-06-07,MLB,Nolan Arenado,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,1,1,C,C,0.4946,1.0,3,0.3333,False,1.0,0.35,-0.65
2026-06-10,MLB,Nolan Arenado,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,0,1,B,C,0.5599,0.7511,4,0.5,False,-1.0,0.35,1.35
2026-06-11,MLB,Nolan Arenado,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,0,0,B,C,0.5599,0.7511,5,0.4,False,-1.0,-1.0,0.0
2026-06-12,MLB,Nolan Arenado,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,1,1,A,C,0.0,0.555,6,0.3333,False,1.0,0.35,-0.65
2026-06-15,MLB,Nolan Arenado,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,1,1,C,C,0.5277,0.555,7,0.4286,False,1.0,0.35,-0.65
2026-06-16,MLB,Nolan Arenado,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,1,0,C,C,0.5277,0.555,8,0.5,False,1.0,-1.0,-2.0
2026-06-17,MLB,Nolan Arenado,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,1,0,C,C,0.5277,0.555,9,0.5556,False,1.0,-1.0,-2.0
2026-06-19,MLB,Nolan Arenado,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,0,1,C,C,0.5277,0.555,10,0.6,True,-1.0,0.35,1.35
2026-06-20,MLB,Nolan Arenado,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,1,0,C,C,0.5277,0.555,11,0.5455,False,1.0,-1.0,-2.0
2026-06-21,MLB,Nolan Arenado,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,0,1,C,C,0.5277,0.555,12,0.5833,False,-1.0,0.35,1.35
2026-06-23,MLB,Nolan Arenado,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,0,1,C,C,0.527,0.555,13,0.5385,False,-1.0,0.35,1.35
2026-06-24,MLB,Nolan Arenado,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,0,1,C,C,0.527,0.555,14,0.5,False,-1.0,0.35,1.35
2026-06-25,MLB,Nolan Arenado,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,1,1,C,C,0.527,0.555,15,0.4667,False,1.0,0.35,-0.65
2026-06-29,MLB,Nolan Arenado,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,0,1,C,C,0.527,0.555,16,0.5,False,-1.0,0.35,1.35
2026-07-01,MLB,Nolan Arenado,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,0,1,C,C,0.527,0.555,17,0.4706,False,-1.0,0.35,1.35
2026-06-23,MLB,Nolan Arenado,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,4.5,2.5,0.5556,<0.65,0.5556,0,1,C,B,0.527,0.53,0,,False,-1.0,0.5556,1.5556
2026-06-24,MLB,Nolan Arenado,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,5.0,2.5,0.5,<0.65,0.5,0,1,C,B,0.527,0.53,1,0.0,False,-1.0,0.5,1.5
2026-06-25,MLB,Nolan Arenado,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,4.5,2.5,0.5556,<0.65,0.5556,0,1,C,B,0.527,0.53,2,0.0,False,-1.0,0.5556,1.5556
2026-06-26,MLB,Nolan Arenado,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,4.5,2.5,0.5556,<0.65,0.5556,0,1,C,B,0.527,0.53,3,0.0,False,-1.0,0.5556,1.5556
2026-06-27,MLB,Nolan Arenado,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,4.5,1.5,0.3333,<0.65,0.35,0,1,C,B,0.527,0.53,4,0.0,False,-1.0,0.35,1.35
2026-06-28,MLB,Nolan Arenado,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,4.0,1.5,0.375,<0.65,0.375,1,0,C,B,0.527,0.53,5,0.0,False,1.0,-1.0,-2.0
2026-06-29,MLB,Nolan Arenado,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,4.5,2.5,0.5556,<0.65,0.5556,0,1,C,B,0.527,0.53,7,0.2857,False,-1.0,0.5556,1.5556
2026-06-30,MLB,Nolan Arenado,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,4.5,2.5,0.5556,<0.65,0.5556,0,1,C,B,0.527,0.53,8,0.25,False,-1.0,0.5556,1.5556
2026-07-03,MLB,Nolan Arenado,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,3.5,1.5,0.4286,<0.65,0.4286,0,1,C,B,0.527,0.53,9,0.2222,False,-1.0,0.4286,1.4286
2026-07-04,MLB,Nolan Arenado,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,4.5,2.5,0.5556,<0.65,0.5556,1,0,C,B,0.527,0.53,10,0.2,False,1.0,-1.0,-2.0
2026-06-28,MLB,Nolan Arenado,Total Bases,OVER,OVER,True,same_over,0.5,0.5,1.0,near_std_(≥0.95),1.0,0,0,B,D,0.56,0.56,0,,False,-1.0,-1.0,0.0
2026-06-30,MLB,Nolan McLean,Earned Runs Allowed,OVER,OVER,True,same_over,2.5,0.5,0.2,<0.65,0.35,0,0,B,B,0.53,0.53,0,,False,-1.0,-1.0,0.0
2026-07-05,MLB,Nolan McLean,Earned Runs Allowed,OVER,OVER,True,same_over,2.5,0.5,0.2,<0.65,0.35,0,1,B,B,0.53,0.53,1,0.0,False,-1.0,0.35,1.35
2026-06-24,MLB,Nolan McLean,Hits Allowed,OVER,OVER,True,same_over,4.5,3.5,0.7778,0.75–0.85,0.7778,1,1,B,C,0.53,0.53,0,,False,1.0,0.7778,-0.2222
2026-06-30,MLB,Nolan McLean,Hits Allowed,OVER,OVER,True,same_over,5.5,3.5,0.6364,<0.65,0.6364,0,1,B,B,0.53,0.53,1,1.0,False,-1.0,0.6364,1.6364
2026-07-05,MLB,Nolan McLean,Hits Allowed,OVER,OVER,True,same_over,5.5,3.5,0.6364,<0.65,0.6364,0,1,B,B,0.53,0.53,2,0.5,False,-1.0,0.6364,1.6364
2026-07-09,MLB,Nolan McLean,Hits Allowed,OVER,OVER,True,same_over,3.5,2.5,0.7143,0.65–0.75,0.7143,1,1,A,A,0.9111,0.9032,3,0.3333,False,1.0,0.7143,-0.2857
2026-05-31,MLB,Nolan McLean,Pitcher Fantasy Score,UNDER,OVER,False,std_under_gob_over,33.5,24.5,0.7313,0.65–0.75,0.7313,1,0,A,A,0.393,0.6703,0,,False,1.0,-1.0,-2.0
2026-06-06,MLB,Nolan McLean,Pitcher Fantasy Score,UNDER,OVER,False,std_under_gob_over,33.5,24.5,0.7313,0.65–0.75,0.7313,0,1,A,A,0.393,0.6703,1,1.0,False,-1.0,0.7313,1.7313
2026-06-12,MLB,Nolan McLean,Pitcher Fantasy Score,UNDER,OVER,False,std_under_gob_over,32.5,23.5,0.7231,0.65–0.75,0.7231,1,1,A,A,0.2424,1.0,2,0.5,False,1.0,0.7231,-0.2769
2026-06-17,MLB,Nolan McLean,Pitcher Fantasy Score,UNDER,OVER,False,std_under_gob_over,30.5,22.5,0.7377,0.65–0.75,0.7377,0,1,A,A,0.0,1.0,3,0.6667,False,-1.0,0.7377,1.7377
2026-07-05,MLB,Nolan McLean,Pitcher Fantasy Score,UNDER,OVER,False,std_under_gob_over,31.5,23.5,0.746,0.65–0.75,0.746,0,1,C,A,0.527,0.8229,4,0.5,False,-1.0,0.746,1.746
2026-05-31,MLB,Nolan McLean,Pitcher Strikeouts,OVER,OVER,True,same_over,6.0,4.5,0.75,0.75–0.85,0.75,0,0,B,C,0.5498,0.7915,0,,False,-1.0,-1.0,0.0
2026-06-06,MLB,Nolan McLean,Pitcher Strikeouts,OVER,OVER,True,same_over,6.0,4.5,0.75,0.75–0.85,0.75,0,1,B,C,0.5554,0.7915,1,0.0,False,-1.0,0.75,1.75
2026-06-17,MLB,Nolan McLean,Pitcher Strikeouts,OVER,OVER,True,same_over,6.0,4.5,0.75,0.75–0.85,0.75,1,1,A,C,1.0,0.63,2,0.0,False,1.0,0.75,-0.25
2026-06-30,MLB,Nolan McLean,Pitcher Strikeouts,OVER,OVER,True,same_over,5.5,3.5,0.6364,<0.65,0.6364,1,1,A,B,0.6792,0.63,3,0.3333,False,1.0,0.6364,-0.3636
2026-07-05,MLB,Nolan McLean,Pitcher Strikeouts,OVER,OVER,True,same_over,6.0,4.5,0.75,0.75–0.85,0.75,0,1,A,C,0.6962,0.63,4,0.5,False,-1.0,0.75,1.75
2026-07-09,MLB,Nolan McLean,Pitcher Strikeouts,OVER,OVER,True,same_over,6.0,4.5,0.75,0.75–0.85,0.75,1,1,A,A,0.9013,0.8946,5,0.4,False,1.0,0.75,-0.25
2026-05-31,MLB,Nolan McLean,Pitches Thrown,UNDER,OVER,False,std_under_gob_over,93.5,88.5,0.9465,0.85–0.95,0.9465,0,1,A,A,0.3905,0.6703,0,,False,-1.0,0.9465,1.9465
2026-06-06,MLB,Nolan McLean,Pitches Thrown,UNDER,OVER,False,std_under_gob_over,94.5,89.5,0.9471,0.85–0.95,0.9471,0,1,A,A,0.3905,0.6703,1,0.0,False,-1.0,0.9471,1.9471
2026-06-12,MLB,Nolan McLean,Pitches Thrown,UNDER,OVER,False,std_under_gob_over,94.5,88.5,0.9365,0.85–0.95,0.9365,1,1,A,A,0.0,1.0,2,0.0,False,1.0,0.9365,-0.0635
2026-06-17,MLB,Nolan McLean,Pitches Thrown,UNDER,OVER,False,std_under_gob_over,94.5,89.5,0.9471,0.85–0.95,0.9471,0,1,A,A,0.4013,1.0,3,0.3333,False,-1.0,0.9471,1.9471
2026-07-05,MLB,Nolan McLean,Pitches Thrown,UNDER,OVER,False,std_under_gob_over,95.5,89.5,0.9372,0.85–0.95,0.9372,0,1,C,A,0.527,0.8087,4,0.25,False,-1.0,0.9372,1.9372
2026-07-05,MLB,Nolan McLean,Pitching Outs,UNDER,OVER,False,std_under_gob_over,17.5,14.5,0.8286,0.75–0.85,0.8286,0,1,C,B,0.527,0.8197,0,,False,-1.0,0.8286,1.8286
2026-07-05,MLB,Nolan McLean,Walks Allowed,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,0,1,B,C,0.52,0.52,0,,False,-1.0,0.35,1.35
2026-06-15,MLB,Nolan Schanuel,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,1,0,C,C,0.5277,0.555,0,,False,1.0,-1.0,-2.0
2026-06-16,MLB,Nolan Schanuel,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,1,1,C,C,0.5277,0.555,1,1.0,False,1.0,0.35,-0.65
2026-06-20,MLB,Nolan Schanuel,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,0,1,C,C,0.5025,0.555,2,1.0,False,-1.0,0.35,1.35
2026-06-21,MLB,Nolan Schanuel,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,0,1,C,C,0.5025,0.555,3,0.6667,False,-1.0,0.35,1.35
2026-06-23,MLB,Nolan Schanuel,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,0,1,C,C,0.527,0.555,4,0.5,False,-1.0,0.35,1.35
2026-06-26,MLB,Nolan Schanuel,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,1,1,C,C,0.527,0.555,5,0.4,False,1.0,0.35,-0.65
2026-06-27,MLB,Nolan Schanuel,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,0,1,C,C,0.527,0.555,6,0.5,False,-1.0,0.35,1.35
2026-06-28,MLB,Nolan Schanuel,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,1,1,C,C,0.527,0.555,7,0.4286,False,1.0,0.35,-0.65
2026-07-03,MLB,Nolan Schanuel,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,1,0,C,C,0.527,0.555,8,0.5,False,1.0,-1.0,-2.0
2026-07-04,MLB,Nolan Schanuel,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,1,0,C,C,0.527,0.555,9,0.5556,False,1.0,-1.0,-2.0
2026-07-12,MLB,Nolan Schanuel,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,1,1,B,C,0.555,0.555,10,0.6,True,1.0,0.35,-0.65
2026-06-23,MLB,Nolan Schanuel,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,5.0,2.5,0.5,<0.65,0.5,0,1,C,B,0.527,0.53,0,,False,-1.0,0.5,1.5
2026-06-24,MLB,Nolan Schanuel,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,5.0,2.5,0.5,<0.65,0.5,0,1,C,B,0.527,0.53,1,0.0,False,-1.0,0.5,1.5
2026-06-26,MLB,Nolan Schanuel,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,5.0,2.5,0.5,<0.65,0.5,0,1,C,B,0.527,0.53,2,0.0,False,-1.0,0.5,1.5
2026-06-27,MLB,Nolan Schanuel,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,4.5,2.5,0.5556,<0.65,0.5556,0,1,C,B,0.527,0.53,3,0.0,False,-1.0,0.5556,1.5556
2026-06-28,MLB,Nolan Schanuel,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,5.0,2.5,0.5,<0.65,0.5,1,1,C,B,0.527,0.53,4,0.0,False,1.0,0.5,-0.5
2026-06-29,MLB,Nolan Schanuel,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,5.0,2.5,0.5,<0.65,0.5,1,0,C,B,0.527,0.53,7,0.4286,False,1.0,-1.0,-2.0
2026-06-30,MLB,Nolan Schanuel,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,5.0,2.5,0.5,<0.65,0.5,1,1,C,B,0.527,0.53,8,0.5,False,1.0,0.5,-0.5
2026-07-02,MLB,Nolan Schanuel,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,4.5,2.5,0.5556,<0.65,0.5556,0,1,C,B,0.527,0.53,9,0.5556,False,-1.0,0.5556,1.5556
2026-07-03,MLB,Nolan Schanuel,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,5.0,2.5,0.5,<0.65,0.5,1,0,C,B,0.527,0.53,10,0.5,False,1.0,-1.0,-2.0
2026-07-04,MLB,Nolan Schanuel,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,4.5,2.5,0.5556,<0.65,0.5556,1,0,C,B,0.527,0.53,11,0.5455,False,1.0,-1.0,-2.0
2026-05-31,MLB,Oneil Cruz,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,1,1,C,C,0.5062,1.0,0,,False,1.0,0.35,-0.65
2026-06-02,MLB,Oneil Cruz,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,1,1,C,C,0.5062,1.0,1,1.0,False,1.0,0.35,-0.65
2026-06-03,MLB,Oneil Cruz,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,1,1,C,C,0.5062,1.0,2,1.0,False,1.0,0.35,-0.65
2026-06-07,MLB,Oneil Cruz,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,0,0,C,C,0.5056,1.0,3,1.0,False,-1.0,-1.0,0.0
2026-06-13,MLB,Orlando Arcia,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,0,0,B,C,0.555,0.555,0,,False,-1.0,-1.0,0.0
2026-06-01,MLB,Oswald Peraza,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,0,1,B,C,0.4946,1.0,0,,False,-1.0,0.35,1.35
2026-06-18,MLB,Oswald Peraza,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,1,1,C,C,0.5277,0.555,1,0.0,False,1.0,0.35,-0.65
2026-06-19,MLB,Oswald Peraza,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,0,1,C,C,0.5277,0.555,2,0.5,False,-1.0,0.35,1.35
