team,opp_pts,opp_reb,opp_ast,opp_stl,opp_blk,opp_tov,opp_fg3m,opp_pra,opp_pr,opp_pa,opp_ra,opp_bs,games,team_id,pts_rank,pts_tier,reb_rank,reb_tier,ast_rank,ast_tier,stl_rank,stl_tier,blk_rank,blk_tier,tov_rank,tov_tier,fg3m_rank,fg3m_tier,pra_rank,pra_tier,pr_rank,pr_tier,pa_rank,pa_tier,ra_rank,ra_tier,bs_rank,bs_tier,n_teams,overall_rank,stat_source
70,65.66666666666667,35.666666666666664,11.666666666666666,10.666666666666666,6.0,12.0,7.333333333333333,113.0,101.33333333333333,77.33333333333333,47.333333333333336,16.666666666666668,3,70,103.0,MID,168.0,EASY_MID,78.0,HARD_MID,190.0,EASY,209.0,EASY,54.0,HARD_MID,167.0,EASY_MID,120.0,MID,136.0,MID,97.0,MID,142.0,EASY_MID,213.0,EASY,228,103.0,box
71,68.5,29.5,13.0,8.0,1.0,10.0,4.0,111.0,98.0,81.5,42.5,9.0,2,71,136.0,MID,58.0,HARD_MID,105.0,MID,104.0,MID,7.0,HARD,20.0,HARD,34.0,HARD,107.0,MID,100.0,MID,132.0,MID,66.0,HARD_MID,37.0,HARD,228,136.0,box
79,81.0,45.0,8.0,6.0,3.0,13.0,2.0,134.0,126.0,89.0,53.0,9.0,1,79,214.0,EASY,218.0,EASY,6.0,HARD,33.0,HARD,80.0,HARD_MID,85.0,HARD_MID,3.0,HARD,209.0,EASY,223.0,EASY,183.0,EASY,186.0,EASY,37.0,HARD,228,214.0,box
82,76.0,27.0,14.0,6.0,0.0,15.0,7.0,117.0,103.0,90.0,41.0,6.0,1,82,193.0,EASY,27.0,HARD,137.0,EASY_MID,33.0,HARD,1.0,HARD,136.0,MID,154.0,EASY_MID,152.0,EASY_MID,149.0,EASY_MID,189.0,EASY,42.0,HARD,3.0,HARD,228,193.0,box
87,66.75,32.25,13.0,8.0,5.25,19.25,6.75,112.0,99.0,79.75,45.25,13.25,4,87,116.0,MID,102.0,MID,105.0,MID,104.0,MID,204.0,EASY,210.0,EASY,152.0,EASY_MID,115.0,MID,111.0,MID,117.0,MID,114.0,MID,166.0,EASY_MID,228,116.0,box
88,61.0,35.0,9.0,8.0,1.0,18.0,7.0,105.0,96.0,70.0,44.0,9.0,1,88,51.0,HARD_MID,148.0,EASY_MID,14.0,HARD,104.0,MID,7.0,HARD,189.0,EASY,154.0,EASY_MID,57.0,HARD_MID,85.0,HARD_MID,35.0,HARD,84.0,HARD_MID,37.0,HARD,228,51.0,box
9,57.0,39.0,9.0,11.0,6.0,10.0,4.0,105.0,96.0,66.0,48.0,17.0,1,9,24.0,HARD,193.0,EASY,14.0,HARD,193.0,EASY,209.0,EASY,20.0,HARD,34.0,HARD,57.0,HARD_MID,85.0,HARD_MID,17.0,HARD,145.0,EASY_MID,215.0,EASY,228,24.0,box
93,79.0,37.25,9.75,5.5,3.25,12.5,4.0,126.0,116.25,88.75,47.0,8.75,4,93,209.0,EASY,181.0,EASY_MID,31.0,HARD,23.0,HARD,107.0,MID,76.0,HARD_MID,34.0,HARD,190.0,EASY,208.0,EASY,182.0,EASY_MID,131.0,MID,34.0,HARD,228,209.0,box
96,68.33333333333333,28.333333333333332,13.666666666666666,10.666666666666666,1.3333333333333333,12.666666666666666,5.0,110.33333333333333,96.66666666666667,82.0,42.0,12.0,3,96,134.0,MID,43.0,HARD,132.0,MID,190.0,EASY,21.0,HARD,83.0,HARD_MID,76.0,HARD_MID,103.0,MID,97.0,MID,133.0,MID,54.0,HARD_MID,120.0,MID,228,134.0,box
97,63.666666666666664,28.666666666666668,12.0,7.333333333333333,4.0,13.333333333333334,7.666666666666667,104.33333333333333,92.33333333333333,75.66666666666667,40.666666666666664,11.333333333333334,3,97,84.0,HARD_MID,47.0,HARD_MID,82.0,HARD_MID,86.0,HARD_MID,138.0,EASY_MID,102.0,MID,175.0,EASY_MID,55.0,HARD_MID,55.0,HARD_MID,78.0,HARD_MID,40.0,HARD,100.0,MID,228,84.0,box
CONN,50.666666666666664,30.0,9.666666666666666,7.166666666666667,2.0,18.5,4.0,90.33333333333333,80.66666666666667,60.333333333333336,39.666666666666664,9.166666666666666,6,41,3.0,HARD,67.0,HARD_MID,29.0,HARD,80.0,HARD_MID,32.0,HARD,200.0,EASY,34.0,HARD,5.0,HARD,5.0,HARD,3.0,HARD,31.0,HARD,50.0,HARD_MID,228,3.0,box
DUKE,66.25,32.5,8.75,7.25,4.5,15.0,2.75,107.5,98.75,75.0,41.25,11.75,4,150,114.0,MID,105.0,MID,12.0,HARD,82.0,HARD_MID,174.0,EASY_MID,136.0,MID,12.0,HARD,78.0,HARD_MID,109.0,MID,71.0,HARD_MID,48.0,HARD_MID,117.0,MID,228,114.0,box
LSU,64.0,25.666666666666668,11.666666666666666,6.666666666666667,4.333333333333333,18.0,6.666666666666667,101.33333333333333,89.66666666666667,75.66666666666667,37.333333333333336,11.0,3,99,87.0,HARD_MID,15.0,HARD,78.0,HARD_MID,54.0,HARD_MID,170.0,EASY_MID,189.0,EASY,149.0,EASY_MID,34.0,HARD,36.0,HARD,78.0,HARD_MID,16.0,HARD,87.0,HARD_MID,228,87.0,box
MINN,67.0,27.0,16.0,8.333333333333334,3.3333333333333335,12.0,5.333333333333333,110.0,94.0,83.0,43.0,11.666666666666666,3,135,117.0,MID,27.0,HARD,182.0,EASY_MID,125.0,MID,109.0,MID,54.0,HARD_MID,94.0,MID,95.0,MID,70.0,HARD_MID,139.0,EASY_MID,73.0,HARD_MID,115.0,MID,228,117.0,box
UCLA,53.8,23.8,12.2,7.6,2.2,11.0,4.0,89.8,77.6,66.0,36.0,9.8,5,26,9.0,HARD,7.0,HARD,94.0,MID,95.0,MID,62.0,HARD_MID,36.0,HARD,34.0,HARD,4.0,HARD,1.0,HARD,17.0,HARD,11.0,HARD,65.0,HARD_MID,228,9.0,box
UNC,60.0,33.333333333333336,9.0,13.0,3.3333333333333335,11.333333333333334,3.0,102.33333333333333,93.33333333333333,69.0,42.333333333333336,16.333333333333332,3,153,40.0,HARD,121.0,MID,14.0,HARD,213.0,EASY,109.0,MID,43.0,HARD,14.0,HARD,37.0,HARD,63.0,HARD_MID,28.0,HARD,61.0,HARD_MID,207.0,EASY,228,40.0,box
