game_date,event_id,ESPN_ATHLETE_ID,PLAYER_NAME,PLAYER_NORM,TEAM,MIN,PTS,REB,AST,STL,BLK,TO,FGM,FGA,FG3M,FG3A,FG2M,FG2A,FTM,FTA,SEASON
2025-09-01,401736369,3058895,Brionna Jones,brionna jones,ATL,30,10,11,1,2,1,1,4.0,14.0,0.0,2.0,4.0,12.0,2.0,2.0,2025
2025-09-01,401736369,4398915,Naz Hillmon,naz hillmon,ATL,36,17,6,6,0,1,0,6.0,8.0,5.0,7.0,1.0,1.0,0.0,0.0,2025
2025-09-01,401736369,3058901,Allisha Gray,allisha gray,ATL,37,17,5,1,0,0,2,3.0,12.0,0.0,4.0,3.0,8.0,11.0,11.0,2025
2025-09-01,401736369,4398674,Rhyne Howard,rhyne howard,ATL,38,23,4,3,2,0,0,8.0,16.0,4.0,11.0,4.0,5.0,3.0,3.0,2025
2025-09-01,401736369,4433431,Te-Hina Paopao,te hina paopao,ATL,20,3,2,2,0,0,2,1.0,6.0,1.0,5.0,0.0,1.0,0.0,0.0,2025
2025-09-01,401736369,3054590,Nia Coffey,nia coffey,ATL,3,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2025
2025-09-01,401736369,5017721,Sika Kone,sika kone,ATL,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2025-09-01,401736369,2490553,Brittney Griner,brittney griner,ATL,10,7,4,1,0,0,0,2.0,4.0,0.0,0.0,2.0,4.0,3.0,3.0,2025
2025-09-01,401736369,3058893,Shatori Walker-Kimbrough,shatori walker kimbrough,ATL,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2025-09-01,401736369,3142250,Jordin Canada,jordin canada,ATL,20,15,0,1,1,1,1,6.0,9.0,0.0,1.0,6.0,8.0,3.0,3.0,2025
2025-09-01,401736369,4280850,Maya Caldwell,maya caldwell,ATL,4,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2025-09-01,401736369,4684384,Aneesah Morrow,aneesah morrow,CON,20,6,5,1,1,1,0,3.0,8.0,0.0,4.0,3.0,4.0,0.0,1.0,2025
2025-09-01,401736369,918,Tina Charles,tina charles,CON,36,22,8,1,0,0,3,10.0,20.0,0.0,2.0,10.0,18.0,2.0,2.0,2025
2025-09-01,401736369,3058908,Lindsay Allen,lindsay allen,CON,23,5,2,5,0,0,1,1.0,2.0,0.0,0.0,1.0,2.0,3.0,4.0,2025
2025-09-01,401736369,3904576,Marina Mabrey,marina mabrey,CON,30,12,1,3,1,0,1,5.0,14.0,1.0,7.0,4.0,7.0,1.0,1.0,2025
2025-09-01,401736369,5208981,Leila Lacan,leila lacan,CON,31,17,3,4,2,1,4,6.0,9.0,1.0,2.0,5.0,7.0,4.0,4.0,2025
2025-09-01,401736369,4433408,Aaliyah Edwards,aaliyah edwards,CON,21,4,4,1,0,2,2,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2025
2025-09-01,401736369,4433792,Rayah Marshall,rayah marshall,CON,3,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2025-09-01,401736369,4433514,Saniya Rivers,saniya rivers,CON,28,10,2,2,2,0,0,4.0,7.0,0.0,2.0,4.0,5.0,2.0,2.0,2025
2025-09-01,401736369,5279789,Mamignan Toure,mamignan toure,CON,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2025-09-02,401736370,3142055,Myisha Hines-Allen,myisha hines allen,DAL,29,7,8,2,0,1,3,2.0,5.0,0.0,1.0,2.0,4.0,3.0,4.0,2025
2025-09-02,401736370,3142242,Amy Okonkwo,amy okonkwo,DAL,27,12,4,1,3,0,2,3.0,6.0,0.0,1.0,3.0,5.0,6.0,8.0,2025
2025-09-02,401736370,4399415,Maddy Siegrist,maddy siegrist,DAL,30,12,4,2,2,0,1,5.0,13.0,2.0,5.0,3.0,8.0,0.0,0.0,2025
2025-09-02,401736370,4398899,Grace Berger,grace berger,DAL,30,2,4,4,2,0,2,1.0,5.0,0.0,1.0,1.0,4.0,0.0,0.0,2025
2025-09-02,401736370,4433730,Paige Bueckers,paige bueckers,DAL,29,17,1,2,0,0,1,7.0,14.0,0.0,1.0,7.0,13.0,3.0,3.0,2025
2025-09-02,401736370,4433635,Diamond Miller,diamond miller,DAL,29,12,4,2,2,0,2,6.0,16.0,0.0,3.0,6.0,13.0,0.0,2.0,2025
2025-09-02,401736370,4398965,Christyn Williams,christyn williams,DAL,18,9,2,2,0,0,1,2.0,7.0,1.0,2.0,1.0,5.0,4.0,6.0,2025
2025-09-02,401736370,4898994,Serena Sundell,serena sundell,DAL,7,0,0,0,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2025
2025-09-02,401736370,3906972,Bridget Carleton,bridget carleton,MIN,28,12,0,0,0,1,1,4.0,8.0,4.0,8.0,0.0,0.0,0.0,0.0,2025
2025-09-02,401736370,3913881,Alanna Smith,alanna smith,MIN,20,4,4,4,1,0,1,2.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,2025
2025-09-02,401736370,3917450,Napheesa Collier,napheesa collier,MIN,23,25,3,1,0,3,0,7.0,10.0,4.0,4.0,3.0,6.0,7.0,7.0,2025
2025-09-02,401736370,2987891,Courtney Williams,courtney williams,MIN,27,15,3,9,2,0,2,7.0,10.0,1.0,1.0,6.0,9.0,0.0,0.0,2025
2025-09-02,401736370,4066548,DiJonai Carrington,dijonai carrington,MIN,10,4,1,0,1,1,1,1.0,5.0,1.0,3.0,0.0,2.0,1.0,2.0,2025
2025-09-02,401736370,3906949,Jessica Shepard,jessica shepard,MIN,20,8,8,2,1,0,2,4.0,7.0,0.0,0.0,4.0,7.0,0.0,0.0,2025
2025-09-02,401736370,4329370,Maria Kliundikova,maria kliundikova,MIN,20,4,7,0,2,1,2,2.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,2025
2025-09-02,401736370,4595150,Camryn Taylor,camryn taylor,MIN,3,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2025-09-02,401736370,5278237,Anastasiia Olairi Kosu,anastasiia olairi kosu,MIN,6,2,2,2,0,0,1,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2025
2025-09-02,401736370,3906753,Natisha Hiedeman,natisha hiedeman,MIN,30,20,3,10,0,0,1,7.0,13.0,4.0,5.0,3.0,8.0,2.0,2.0,2025
2025-09-02,401736370,4433386,Jaylyn Sherrod,jaylyn sherrod,MIN,12,2,1,0,0,0,1,1.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,2025
2025-09-02,401736371,2566106,Dearica Hamby,dearica hamby,LA,35,27,11,2,3,0,2,13.0,18.0,0.0,0.0,13.0,18.0,1.0,1.0,2025
2025-09-02,401736371,3142010,Azura Stevens,azura stevens,LA,26,3,8,2,2,0,1,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,2025
2025-09-02,401736371,4433630,Rickea Jackson,rickea jackson,LA,32,23,2,1,0,1,3,7.0,14.0,1.0,5.0,6.0,9.0,8.0,9.0,2025
2025-09-02,401736371,3065570,Kelsey Plum,kelsey plum,LA,35,14,3,7,3,0,5,5.0,18.0,1.0,7.0,4.0,11.0,3.0,3.0,2025
2025-09-02,401736371,4001679,Julie Allemand,julie allemand,LA,31,2,3,6,0,0,3,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2025
2025-09-02,401736371,4433404,Cameron Brink,cameron brink,LA,13,9,5,0,0,1,2,3.0,6.0,0.0,1.0,3.0,5.0,3.0,4.0,2025
2025-09-02,401736371,4398764,Rae Burrell,rae burrell,LA,20,11,4,3,0,0,2,5.0,6.0,1.0,1.0,4.0,5.0,0.0,0.0,2025
2025-09-02,401736371,4703794,Sarah Ashlee Barker,sarah ashlee barker,LA,7,2,1,1,0,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2025
2025-09-02,401736371,1068,Nneka Ogwumike,nneka ogwumike,SEA,34,21,3,4,3,0,4,7.0,17.0,5.0,11.0,2.0,6.0,2.0,2.0,2025
2025-09-02,401736371,3142328,Gabby Williams,gabby williams,SEA,33,8,3,2,2,0,2,4.0,12.0,0.0,4.0,4.0,8.0,0.0,0.0,2025
2025-09-02,401736371,4420318,Ezi Magbegor,ezi magbegor,SEA,31,11,5,6,0,3,2,4.0,5.0,2.0,2.0,2.0,3.0,1.0,1.0,2025
2025-09-02,401736371,2491205,Skylar Diggins,skylar diggins,SEA,30,21,2,6,1,1,1,8.0,16.0,3.0,6.0,5.0,10.0,2.0,3.0,2025
2025-09-02,401736371,2988756,Brittney Sykes,brittney sykes,SEA,28,7,4,2,1,0,2,2.0,11.0,0.0,2.0,2.0,9.0,3.0,3.0,2025
2025-09-02,401736371,5220150,Dominique Malonga,dominique malonga,SEA,14,8,2,1,1,2,2,3.0,4.0,0.0,0.0,3.0,4.0,2.0,6.0,2025
2025-09-02,401736371,2491214,Erica Wheeler,erica wheeler,SEA,23,6,4,1,1,1,1,2.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,2025
2025-09-02,401736371,2984741,Tiffany Mitchell,tiffany mitchell,SEA,7,3,0,0,0,0,0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2025
2025-09-03,401736372,2998928,Breanna Stewart,breanna stewart,NY,34,19,5,1,2,1,3,4.0,15.0,1.0,5.0,3.0,10.0,10.0,13.0,2025
2025-09-03,401736372,4683006,Leonie Fiebich,leonie fiebich,NY,26,3,0,4,1,0,1,1.0,6.0,1.0,5.0,0.0,1.0,0.0,0.0,2025
2025-09-03,401736372,2999101,Jonquel Jones,jonquel jones,NY,25,5,4,1,1,1,3,2.0,4.0,0.0,2.0,2.0,2.0,1.0,2.0,2025
2025-09-03,401736372,2529137,Natasha Cloud,natasha cloud,NY,36,19,5,4,2,0,3,6.0,13.0,3.0,7.0,3.0,6.0,4.0,4.0,2025
2025-09-03,401736372,3922628,Kennedy Burke,kennedy burke,NY,16,0,5,1,0,0,0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,2025
2025-09-03,401736372,2566453,Isabelle Harrison,isabelle harrison,NY,3,0,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2025
2025-09-03,401736372,3027368,Emma Meesseman,emma meesseman,NY,23,9,5,1,1,1,3,4.0,8.0,1.0,1.0,3.0,7.0,0.0,0.0,2025
2025-09-03,401736372,2327695,Rebekah Gardner,rebekah gardner,NY,15,0,1,1,2,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2025
2025-09-03,401736372,4038379,Marine Johannes,marine johannes,NY,22,3,4,1,1,1,0,1.0,6.0,1.0,4.0,0.0,2.0,0.0,0.0,2025
2025-09-03,401736372,4790264,Janelle Salaun,janelle salaun,GS,24,10,3,0,0,0,1,3.0,10.0,2.0,5.0,1.0,5.0,2.0,2.0,2025
2025-09-03,401736372,2569044,Temi Fagbenle,temi fagbenle,GS,38,16,5,2,2,0,1,7.0,10.0,1.0,2.0,6.0,8.0,1.0,1.0,2025
2025-09-03,401736372,4790263,Iliana Rupert,iliana rupert,GS,24,2,7,1,0,1,1,1.0,5.0,0.0,2.0,1.0,3.0,0.0,0.0,2025
2025-09-03,401736372,4065780,Kaila Charles,kaila charles,GS,31,10,5,0,1,0,1,4.0,6.0,1.0,2.0,3.0,4.0,1.0,2.0,2025
2025-09-03,401736372,4398935,Veronica Burton,veronica burton,GS,33,6,9,9,2,0,4,1.0,9.0,0.0,4.0,1.0,5.0,4.0,5.0,2025
2025-09-03,401736372,3142255,Monique Billings,monique billings,GS,20,5,3,0,0,0,0,1.0,7.0,0.0,4.0,1.0,3.0,3.0,3.0,2025
2025-09-03,401736372,4398907,Kate Martin,kate martin,GS,15,11,3,0,0,0,1,3.0,7.0,3.0,6.0,0.0,1.0,2.0,4.0,2025
2025-09-03,401736372,5208982,Carla Leite,carla leite,GS,16,6,0,3,0,0,4,2.0,5.0,0.0,1.0,2.0,4.0,2.0,3.0,2025
2025-09-03,401736373,2529130,Natasha Howard,natasha howard,IND,18,4,3,3,0,1,2,2.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,2025
2025-09-03,401736373,4432831,Aliyah Boston,aliyah boston,IND,36,11,8,7,1,2,4,5.0,15.0,0.0,1.0,5.0,14.0,1.0,2.0,2025
2025-09-03,401736373,2529047,Odyssey Sims,odyssey sims,IND,26,5,1,2,0,0,0,2.0,9.0,1.0,4.0,1.0,5.0,0.0,0.0,2025
2025-09-03,401736373,3142191,Kelsey Mitchell,kelsey mitchell,IND,34,29,4,4,3,0,3,11.0,20.0,5.0,9.0,6.0,11.0,2.0,2.0,2025
2025-09-03,401736373,4398829,Lexie Hull,lexie hull,IND,35,18,5,1,1,0,2,6.0,13.0,3.0,7.0,3.0,6.0,3.0,3.0,2025
2025-09-03,401736373,3142086,Brianna Turner,brianna turner,IND,19,4,6,1,0,0,0,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2025
2025-09-03,401736373,2955898,Damiris Dantas,damiris dantas,IND,8,2,6,2,0,0,0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,2025
2025-09-03,401736373,1107,Shey Peddy,shey peddy,IND,6,0,2,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2025
2025-09-03,401736373,2999035,Aerial Powers,aerial powers,IND,20,6,5,5,0,0,1,3.0,8.0,0.0,1.0,3.0,7.0,0.0,1.0,2025
2025-09-03,401736373,2529140,Alyssa Thomas,alyssa thomas,PHX,34,23,9,9,0,0,6,9.0,17.0,0.0,0.0,9.0,17.0,5.0,8.0,2025
2025-09-03,401736373,4068042,Natasha Mack,natasha mack,PHX,23,4,10,0,1,1,0,2.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,2025
2025-09-03,401736373,4281929,Satou Sabally,satou sabally,PHX,23,13,2,1,1,0,0,4.0,9.0,1.0,2.0,3.0,7.0,4.0,4.0,2025
2025-09-03,401736373,2998938,Kahleah Copper,kahleah copper,PHX,28,11,3,0,1,0,2,4.0,10.0,1.0,5.0,3.0,5.0,2.0,3.0,2025
2025-09-03,401736373,5274110,Monique Akoa Makani,monique akoa makani,PHX,22,3,3,6,2,1,0,1.0,5.0,1.0,4.0,0.0,1.0,0.0,0.0,2025
2025-09-03,401736373,869,DeWanna Bonner,dewanna bonner,PHX,25,19,4,1,0,0,1,6.0,11.0,1.0,4.0,5.0,7.0,6.0,6.0,2025
2025-09-03,401736373,3142087,Kathryn Westbeld,kathryn westbeld,PHX,16,2,3,0,0,1,0,1.0,4.0,0.0,3.0,1.0,1.0,0.0,0.0,2025
2025-09-03,401736373,887,Sami Whitcomb,sami whitcomb,PHX,24,10,2,7,1,0,0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2025
2025-09-03,401736373,4399342,Lexi Held,lexi held,PHX,5,0,0,0,0,0,0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2025
2025-09-03,401736374,2566106,Dearica Hamby,dearica hamby,LA,28,21,9,4,0,0,3,10.0,17.0,0.0,2.0,10.0,15.0,1.0,4.0,2025
2025-09-03,401736374,3142010,Azura Stevens,azura stevens,LA,24,5,6,1,1,3,0,2.0,7.0,1.0,3.0,1.0,4.0,0.0,0.0,2025
2025-09-03,401736374,4433630,Rickea Jackson,rickea jackson,LA,36,15,3,1,1,0,3,6.0,16.0,2.0,7.0,4.0,9.0,1.0,3.0,2025
2025-09-03,401736374,3065570,Kelsey Plum,kelsey plum,LA,33,18,3,7,2,0,0,5.0,11.0,1.0,3.0,4.0,8.0,7.0,7.0,2025
2025-09-03,401736374,4001679,Julie Allemand,julie allemand,LA,30,3,2,5,2,0,1,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,2025
2025-09-03,401736374,4433404,Cameron Brink,cameron brink,LA,11,3,3,0,1,0,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2025
2025-09-03,401736374,4433795,Sania Feagin,sania feagin,LA,2,2,2,0,0,0,0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2025
2025-09-03,401736374,5105752,Alissa Pili,alissa pili,LA,3,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2025
2025-09-03,401736374,2566110,Julie Vanloo,julie vanloo,LA,3,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2025
2025-09-03,401736374,4398764,Rae Burrell,rae burrell,LA,21,3,2,1,0,0,0,1.0,8.0,0.0,4.0,1.0,4.0,1.0,2.0,2025
2025-09-03,401736374,4703794,Sarah Ashlee Barker,sarah ashlee barker,LA,11,3,4,0,0,0,0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2025
2025-09-03,401736374,3058895,Brionna Jones,brionna jones,ATL,25,16,13,2,1,2,1,7.0,14.0,0.0,0.0,7.0,14.0,2.0,2.0,2025
2025-09-03,401736374,4398915,Naz Hillmon,naz hillmon,ATL,34,15,7,2,0,2,1,6.0,15.0,3.0,7.0,3.0,8.0,0.0,0.0,2025
2025-09-03,401736374,3142250,Jordin Canada,jordin canada,ATL,36,10,3,10,4,2,2,3.0,14.0,1.0,4.0,2.0,10.0,3.0,4.0,2025
2025-09-03,401736374,4398674,Rhyne Howard,rhyne howard,ATL,37,19,4,5,0,0,1,7.0,13.0,3.0,8.0,4.0,5.0,2.0,2.0,2025
2025-09-03,401736374,4433431,Te-Hina Paopao,te hina paopao,ATL,16,5,1,1,2,1,0,2.0,5.0,1.0,2.0,1.0,3.0,0.0,0.0,2025
2025-09-03,401736374,3054590,Nia Coffey,nia coffey,ATL,6,3,1,0,0,0,1,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2025
2025-09-03,401736374,5017721,Sika Kone,sika kone,ATL,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2025-09-03,401736374,2490553,Brittney Griner,brittney griner,ATL,14,4,6,0,0,2,0,2.0,6.0,0.0,1.0,2.0,5.0,0.0,0.0,2025
2025-09-03,401736374,3058893,Shatori Walker-Kimbrough,shatori walker kimbrough,ATL,4,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2025
2025-09-03,401736374,4280850,Maya Caldwell,maya caldwell,ATL,27,14,8,4,1,0,3,6.0,9.0,2.0,4.0,4.0,5.0,0.0,0.0,2025
2025-09-04,401736375,4684384,Aneesah Morrow,aneesah morrow,CON,5,2,1,0,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2025
2025-09-04,401736375,918,Tina Charles,tina charles,CON,24,19,2,0,0,0,1,8.0,13.0,0.0,0.0,8.0,13.0,3.0,3.0,2025
2025-09-04,401736375,3058908,Lindsay Allen,lindsay allen,CON,29,8,4,1,1,1,3,3.0,5.0,0.0,0.0,3.0,5.0,2.0,2.0,2025
2025-09-04,401736375,3904576,Marina Mabrey,marina mabrey,CON,25,0,3,6,0,1,2,0.0,8.0,0.0,4.0,0.0,4.0,0.0,1.0,2025
2025-09-04,401736375,5208981,Leila Lacan,leila lacan,CON,22,8,3,1,1,1,2,4.0,9.0,0.0,2.0,4.0,7.0,0.0,1.0,2025
2025-09-04,401736375,2529125,Haley Peters,haley peters,CON,12,3,5,2,0,0,1,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2025
2025-09-04,401736375,4433408,Aaliyah Edwards,aaliyah edwards,CON,28,4,8,1,1,1,3,2.0,6.0,0.0,0.0,2.0,6.0,0.0,0.0,2025
2025-09-04,401736375,4433792,Rayah Marshall,rayah marshall,CON,12,4,4,1,1,0,1,2.0,5.0,0.0,0.0,2.0,5.0,0.0,1.0,2025
2025-09-04,401736375,4433514,Saniya Rivers,saniya rivers,CON,26,16,2,1,1,1,1,5.0,13.0,4.0,7.0,1.0,6.0,2.0,2.0,2025
2025-09-04,401736375,5279789,Mamignan Toure,mamignan toure,CON,17,0,0,1,0,0,1,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,2025
2025-09-04,401736375,4282173,Michaela Onyenwere,michaela onyenwere,CHI,18,5,0,4,2,0,0,1.0,3.0,0.0,1.0,1.0,2.0,3.0,4.0,2025
2025-09-04,401736375,4433402,Angel Reese,angel reese,CHI,31,18,13,4,4,0,4,4.0,12.0,0.0,2.0,4.0,10.0,10.0,12.0,2025
2025-09-04,401736375,4433405,Kamilla Cardoso,kamilla cardoso,CHI,23,16,5,2,0,3,0,8.0,11.0,0.0,0.0,8.0,11.0,0.0,1.0,2025
2025-09-04,401736375,2566186,Rachel Banham,rachel banham,CHI,22,10,1,4,0,0,0,4.0,7.0,2.0,2.0,2.0,5.0,0.0,0.0,2025
2025-09-04,401736375,3146151,Ariel Atkins,ariel atkins,CHI,29,6,6,3,0,1,1,2.0,8.0,1.0,3.0,1.0,5.0,1.0,1.0,2025
2025-09-04,401736375,4433424,Maddy Westbeld,maddy westbeld,CHI,9,4,1,1,0,0,1,1.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,2025
2025-09-04,401736375,2566081,Elizabeth Williams,elizabeth williams,CHI,18,10,1,2,1,1,2,5.0,7.0,0.0,0.0,5.0,7.0,0.0,0.0,2025
2025-09-04,401736375,3102133,Rebecca Allen,rebecca allen,CHI,19,5,3,1,1,1,0,2.0,4.0,1.0,2.0,1.0,2.0,0.0,0.0,2025
2025-09-04,401736375,3142327,Kia Nurse,kia nurse,CHI,15,12,3,0,0,0,2,3.0,5.0,2.0,3.0,1.0,2.0,4.0,4.0,2025
2025-09-04,401736375,5209660,Sevgi Uzun,sevgi uzun,CHI,18,2,0,4,0,0,0,1.0,5.0,0.0,1.0,1.0,4.0,0.0,0.0,2025
2025-09-04,401736376,2529140,Alyssa Thomas,alyssa thomas,PHX,33,12,11,9,2,0,6,5.0,10.0,0.0,0.0,5.0,10.0,2.0,2.0,2025
2025-09-04,401736376,4068042,Natasha Mack,natasha mack,PHX,22,8,8,2,0,3,0,4.0,6.0,0.0,0.0,4.0,6.0,0.0,0.0,2025
2025-09-04,401736376,4281929,Satou Sabally,satou sabally,PHX,28,10,6,4,0,0,0,3.0,10.0,3.0,7.0,0.0,3.0,1.0,2.0,2025
2025-09-04,401736376,2998938,Kahleah Copper,kahleah copper,PHX,32,18,5,2,2,2,2,7.0,21.0,3.0,11.0,4.0,10.0,1.0,1.0,2025
2025-09-04,401736376,5274110,Monique Akoa Makani,monique akoa makani,PHX,24,5,3,3,0,0,1,2.0,4.0,1.0,2.0,1.0,2.0,0.0,0.0,2025
2025-09-04,401736376,869,DeWanna Bonner,dewanna bonner,PHX,27,9,4,0,2,2,0,3.0,8.0,2.0,6.0,1.0,2.0,1.0,2.0,2025
2025-09-04,401736376,3142087,Kathryn Westbeld,kathryn westbeld,PHX,10,1,1,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2025
2025-09-04,401736376,887,Sami Whitcomb,sami whitcomb,PHX,24,12,2,2,0,0,1,4.0,7.0,4.0,7.0,0.0,0.0,0.0,0.0,2025
2025-09-04,401736376,924,Alysha Clark,alysha clark,WSH,33,9,0,4,2,0,1,4.0,9.0,1.0,6.0,3.0,3.0,0.0,0.0,2025
2025-09-04,401736376,4898384,Kiki Iriafen,kiki iriafen,WSH,29,18,13,0,1,0,2,8.0,19.0,0.0,2.0,8.0,17.0,2.0,2.0,2025
2025-09-04,401736376,4398911,Shakira Austin,shakira austin,WSH,27,15,10,3,1,2,1,6.0,12.0,0.0,0.0,6.0,12.0,3.0,6.0,2025
2025-09-04,401736376,4068159,Sug Sutton,sug sutton,WSH,29,9,3,8,0,0,1,3.0,10.0,1.0,3.0,2.0,7.0,2.0,3.0,2025
2025-09-04,401736376,4433524,Sonia Citron,sonia citron,WSH,31,7,4,1,1,1,3,2.0,9.0,1.0,3.0,1.0,6.0,2.0,3.0,2025
2025-09-04,401736376,4398729,Emily Engstler,emily engstler,WSH,10,4,4,3,0,0,0,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2025
2025-09-04,401736376,2529183,Stefanie Dolson,stefanie dolson,WSH,14,0,1,1,0,0,0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2025
2025-09-04,401736376,4433815,Lucy Olsen,lucy olsen,WSH,12,5,2,0,0,0,0,2.0,5.0,1.0,1.0,1.0,4.0,0.0,0.0,2025
2025-09-04,401736376,5017726,Jade Melbourne,jade melbourne,WSH,15,2,2,1,1,0,0,1.0,4.0,0.0,1.0,1.0,3.0,0.0,0.0,2025
2025-09-05,401736377,3142055,Myisha Hines-Allen,myisha hines allen,DAL,37,12,11,4,1,0,4,4.0,9.0,0.0,3.0,4.0,6.0,4.0,6.0,2025
2025-09-05,401736377,4399415,Maddy Siegrist,maddy siegrist,DAL,34,16,1,1,2,0,0,6.0,16.0,3.0,8.0,3.0,8.0,1.0,4.0,2025
2025-09-05,401736377,4398899,Grace Berger,grace berger,DAL,29,0,6,2,1,2,0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,2025
2025-09-05,401736377,4433730,Paige Bueckers,paige bueckers,DAL,34,27,4,6,4,0,2,11.0,20.0,0.0,3.0,11.0,17.0,5.0,5.0,2025
2025-09-05,401736377,4595910,Haley Jones,haley jones,DAL,34,18,5,7,3,3,3,7.0,10.0,1.0,3.0,6.0,7.0,3.0,3.0,2025
2025-09-05,401736377,3142242,Amy Okonkwo,amy okonkwo,DAL,11,2,2,0,0,0,0,0.0,3.0,0.0,2.0,0.0,1.0,2.0,2.0,2025
2025-09-05,401736377,4433635,Diamond Miller,diamond miller,DAL,8,0,2,0,0,0,0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2025
2025-09-05,401736377,4433807,Aziaha James,aziaha james,DAL,13,5,0,1,0,0,0,2.0,7.0,1.0,3.0,1.0,4.0,0.0,0.0,2025
2025-09-05,401736377,4790264,Janelle Salaun,janelle salaun,GS,37,19,6,1,0,0,2,6.0,10.0,3.0,4.0,3.0,6.0,4.0,5.0,2025
2025-09-05,401736377,2569044,Temi Fagbenle,temi fagbenle,GS,12,5,1,0,0,0,0,2.0,5.0,0.0,1.0,2.0,4.0,1.0,1.0,2025
2025-09-05,401736377,4790263,Iliana Rupert,iliana rupert,GS,30,10,1,4,1,3,1,4.0,10.0,2.0,4.0,2.0,6.0,0.0,0.0,2025
2025-09-05,401736377,4065780,Kaila Charles,kaila charles,GS,19,0,7,3,1,0,1,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,2025
2025-09-05,401736377,4398935,Veronica Burton,veronica burton,GS,24,15,3,5,0,1,2,5.0,10.0,0.0,3.0,5.0,7.0,5.0,5.0,2025
2025-09-05,401736377,3142255,Monique Billings,monique billings,GS,23,11,7,3,1,3,3,4.0,10.0,0.0,0.0,4.0,10.0,3.0,4.0,2025
2025-09-05,401736377,4432834,Laeticia Amihere,laeticia amihere,GS,10,0,5,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2025-09-05,401736377,4398907,Kate Martin,kate martin,GS,20,9,4,1,1,0,1,2.0,6.0,2.0,6.0,0.0,0.0,3.0,3.0,2025
2025-09-05,401736377,4899328,Kaitlyn Chen,kaitlyn chen,GS,2,0,2,0,0,0,1,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2025
2025-09-05,401736377,5208982,Carla Leite,carla leite,GS,22,15,2,5,0,0,3,6.0,8.0,0.0,1.0,6.0,7.0,3.0,5.0,2025
