projection_id,pp_projection_id,player_id,pp_game_id,start_time,player,image_url,pos,team,opp_team,pp_home_team,pp_away_team,prop_type,line,pick_type
11792878,11792878,237851,150721,2026-05-09T13:00:00.000-04:00,Caitlin Clark,https://static.prizepicks.com/images/players/NBA/Caitlin_Clark_WNBA_player_QSGioalNHPIX9vjS6b9g2AVO.webp,G,IND,,,,3-PT Made,1.5,Goblin
11717401,11717401,237853,150721,2026-05-09T13:00:00.000-04:00,Aliyah Boston,https://static.prizepicks.com/images/players/NBA/Aliyah_Boston_WNBA_player_G6uHubog9X1bQPpQo9lPzFr9.webp,C-F,IND,,,,Double-Double,0.5,Demon
11717453,11717453,237836,150721,2026-05-09T13:00:00.000-04:00,Paige Bueckers,https://static.prizepicks.com/images/players/NBA/Paige_Bueckers_WNBA_player_9Y8nnqPB9PRhUk1Zb4Mlsb5c.webp,G,DAL,,,,3-PT Made,0.5,Goblin
11717473,11717473,237843,150722,2026-05-09T15:30:00.000-04:00,A'ja Wilson,https://static.prizepicks.com/images/players/NBA/A'ja_Wilson_WNBA_player_e1fzWnin9JBoRKYaugxyyP08.webp,C,LVA,,,,Points,34.5,Demon
11717472,11717472,237843,150722,2026-05-09T15:30:00.000-04:00,A'ja Wilson,https://static.prizepicks.com/images/players/NBA/A'ja_Wilson_WNBA_player_e1fzWnin9JBoRKYaugxyyP08.webp,C,LVA,,,,Points,29.5,Demon
11717504,11717504,237846,150722,2026-05-09T15:30:00.000-04:00,Jackie Young,https://static.prizepicks.com/images/players/NBA/Jackie_Young_WNBA_player_xMYZ7NbkZrdioerQcMdWBKG9.webp,G,LVA,,,,Points,24.5,Demon
11717471,11717471,237843,150722,2026-05-09T15:30:00.000-04:00,A'ja Wilson,https://static.prizepicks.com/images/players/NBA/A'ja_Wilson_WNBA_player_e1fzWnin9JBoRKYaugxyyP08.webp,C,LVA,,,,Points,19.5,Goblin
11717486,11717486,237863,150722,2026-05-09T15:30:00.000-04:00,Alyssa Thomas,https://static.prizepicks.com/images/players/NBA/Alyssa_Thomas_WNBA_player_c83t6yiGUdTaX15qhECRPsSg.webp,F,PHX,,,,Points,19.5,Demon
11717503,11717503,237846,150722,2026-05-09T15:30:00.000-04:00,Jackie Young,https://static.prizepicks.com/images/players/NBA/Jackie_Young_WNBA_player_xMYZ7NbkZrdioerQcMdWBKG9.webp,G,LVA,,,,Points,19.5,Demon
11717487,11717487,237863,150722,2026-05-09T15:30:00.000-04:00,Alyssa Thomas,https://static.prizepicks.com/images/players/NBA/Alyssa_Thomas_WNBA_player_c83t6yiGUdTaX15qhECRPsSg.webp,F,PHX,,,,Points,17.5,Demon
11717502,11717502,237846,150722,2026-05-09T15:30:00.000-04:00,Jackie Young,https://static.prizepicks.com/images/players/NBA/Jackie_Young_WNBA_player_xMYZ7NbkZrdioerQcMdWBKG9.webp,G,LVA,,,,Points,14.5,Goblin
11717477,11717477,237843,150722,2026-05-09T15:30:00.000-04:00,A'ja Wilson,https://static.prizepicks.com/images/players/NBA/A'ja_Wilson_WNBA_player_e1fzWnin9JBoRKYaugxyyP08.webp,C,LVA,,,,Rebounds,13.5,Demon
11717476,11717476,237843,150722,2026-05-09T15:30:00.000-04:00,A'ja Wilson,https://static.prizepicks.com/images/players/NBA/A'ja_Wilson_WNBA_player_e1fzWnin9JBoRKYaugxyyP08.webp,C,LVA,,,,Rebounds,12.5,Demon
11717493,11717493,237863,150722,2026-05-09T15:30:00.000-04:00,Alyssa Thomas,https://static.prizepicks.com/images/players/NBA/Alyssa_Thomas_WNBA_player_c83t6yiGUdTaX15qhECRPsSg.webp,F,PHX,,,,Rebounds,12.5,Demon
11717478,11717478,237843,150722,2026-05-09T15:30:00.000-04:00,A'ja Wilson,https://static.prizepicks.com/images/players/NBA/A'ja_Wilson_WNBA_player_e1fzWnin9JBoRKYaugxyyP08.webp,C,LVA,,,,Rebounds,11.5,Demon
11717482,11717482,237863,150722,2026-05-09T15:30:00.000-04:00,Alyssa Thomas,https://static.prizepicks.com/images/players/NBA/Alyssa_Thomas_WNBA_player_c83t6yiGUdTaX15qhECRPsSg.webp,F,PHX,,,,Assists,11.5,Demon
11717485,11717485,237863,150722,2026-05-09T15:30:00.000-04:00,Alyssa Thomas,https://static.prizepicks.com/images/players/NBA/Alyssa_Thomas_WNBA_player_c83t6yiGUdTaX15qhECRPsSg.webp,F,PHX,,,,Points,11.5,Goblin
11717492,11717492,237863,150722,2026-05-09T15:30:00.000-04:00,Alyssa Thomas,https://static.prizepicks.com/images/players/NBA/Alyssa_Thomas_WNBA_player_c83t6yiGUdTaX15qhECRPsSg.webp,F,PHX,,,,Rebounds,11.5,Demon
11717481,11717481,237863,150722,2026-05-09T15:30:00.000-04:00,Alyssa Thomas,https://static.prizepicks.com/images/players/NBA/Alyssa_Thomas_WNBA_player_c83t6yiGUdTaX15qhECRPsSg.webp,F,PHX,,,,Assists,10.5,Demon
11717491,11717491,237863,150722,2026-05-09T15:30:00.000-04:00,Alyssa Thomas,https://static.prizepicks.com/images/players/NBA/Alyssa_Thomas_WNBA_player_c83t6yiGUdTaX15qhECRPsSg.webp,F,PHX,,,,Rebounds,10.5,Demon
11717475,11717475,237843,150722,2026-05-09T15:30:00.000-04:00,A'ja Wilson,https://static.prizepicks.com/images/players/NBA/A'ja_Wilson_WNBA_player_e1fzWnin9JBoRKYaugxyyP08.webp,C,LVA,,,,Rebounds,9.5,Goblin
11717483,11717483,237863,150722,2026-05-09T15:30:00.000-04:00,Alyssa Thomas,https://static.prizepicks.com/images/players/NBA/Alyssa_Thomas_WNBA_player_c83t6yiGUdTaX15qhECRPsSg.webp,F,PHX,,,,Assists,9.5,Demon
11717474,11717474,237843,150722,2026-05-09T15:30:00.000-04:00,A'ja Wilson,https://static.prizepicks.com/images/players/NBA/A'ja_Wilson_WNBA_player_e1fzWnin9JBoRKYaugxyyP08.webp,C,LVA,,,,Rebounds,8.5,Goblin
11717490,11717490,237863,150722,2026-05-09T15:30:00.000-04:00,Alyssa Thomas,https://static.prizepicks.com/images/players/NBA/Alyssa_Thomas_WNBA_player_c83t6yiGUdTaX15qhECRPsSg.webp,F,PHX,,,,Rebounds,8.5,Goblin
11717479,11717479,237863,150722,2026-05-09T15:30:00.000-04:00,Alyssa Thomas,https://static.prizepicks.com/images/players/NBA/Alyssa_Thomas_WNBA_player_c83t6yiGUdTaX15qhECRPsSg.webp,F,PHX,,,,Assists,7.5,Goblin
11717488,11717488,237863,150722,2026-05-09T15:30:00.000-04:00,Alyssa Thomas,https://static.prizepicks.com/images/players/NBA/Alyssa_Thomas_WNBA_player_c83t6yiGUdTaX15qhECRPsSg.webp,F,PHX,,,,Rebounds,7.5,Goblin
11717501,11717501,237846,150722,2026-05-09T15:30:00.000-04:00,Jackie Young,https://static.prizepicks.com/images/players/NBA/Jackie_Young_WNBA_player_xMYZ7NbkZrdioerQcMdWBKG9.webp,G,LVA,,,,Assists,7.5,Demon
11717480,11717480,237863,150722,2026-05-09T15:30:00.000-04:00,Alyssa Thomas,https://static.prizepicks.com/images/players/NBA/Alyssa_Thomas_WNBA_player_c83t6yiGUdTaX15qhECRPsSg.webp,F,PHX,,,,Assists,6.5,Goblin
11717489,11717489,237863,150722,2026-05-09T15:30:00.000-04:00,Alyssa Thomas,https://static.prizepicks.com/images/players/NBA/Alyssa_Thomas_WNBA_player_c83t6yiGUdTaX15qhECRPsSg.webp,F,PHX,,,,Rebounds,6.5,Goblin
11717499,11717499,237846,150722,2026-05-09T15:30:00.000-04:00,Jackie Young,https://static.prizepicks.com/images/players/NBA/Jackie_Young_WNBA_player_xMYZ7NbkZrdioerQcMdWBKG9.webp,G,LVA,,,,Assists,6.5,Demon
11717469,11717469,237843,150722,2026-05-09T15:30:00.000-04:00,A'ja Wilson,https://static.prizepicks.com/images/players/NBA/A'ja_Wilson_WNBA_player_e1fzWnin9JBoRKYaugxyyP08.webp,C,LVA,,,,Assists,5.5,Demon
11717500,11717500,237846,150722,2026-05-09T15:30:00.000-04:00,Jackie Young,https://static.prizepicks.com/images/players/NBA/Jackie_Young_WNBA_player_xMYZ7NbkZrdioerQcMdWBKG9.webp,G,LVA,,,,Assists,5.5,Demon
11717506,11717506,237846,150722,2026-05-09T15:30:00.000-04:00,Jackie Young,https://static.prizepicks.com/images/players/NBA/Jackie_Young_WNBA_player_xMYZ7NbkZrdioerQcMdWBKG9.webp,G,LVA,,,,Rebounds,5.5,Demon
11717467,11717467,237843,150722,2026-05-09T15:30:00.000-04:00,A'ja Wilson,https://static.prizepicks.com/images/players/NBA/A'ja_Wilson_WNBA_player_e1fzWnin9JBoRKYaugxyyP08.webp,C,LVA,,,,Assists,4.5,Demon
11717468,11717468,237843,150722,2026-05-09T15:30:00.000-04:00,A'ja Wilson,https://static.prizepicks.com/images/players/NBA/A'ja_Wilson_WNBA_player_e1fzWnin9JBoRKYaugxyyP08.webp,C,LVA,,,,Assists,3.5,Demon
11717497,11717497,237846,150722,2026-05-09T15:30:00.000-04:00,Jackie Young,https://static.prizepicks.com/images/players/NBA/Jackie_Young_WNBA_player_xMYZ7NbkZrdioerQcMdWBKG9.webp,G,LVA,,,,3-PT Made,3.5,Demon
11717498,11717498,237846,150722,2026-05-09T15:30:00.000-04:00,Jackie Young,https://static.prizepicks.com/images/players/NBA/Jackie_Young_WNBA_player_xMYZ7NbkZrdioerQcMdWBKG9.webp,G,LVA,,,,Assists,3.5,Goblin
11717505,11717505,237846,150722,2026-05-09T15:30:00.000-04:00,Jackie Young,https://static.prizepicks.com/images/players/NBA/Jackie_Young_WNBA_player_xMYZ7NbkZrdioerQcMdWBKG9.webp,G,LVA,,,,Rebounds,3.5,Goblin
11717466,11717466,237843,150722,2026-05-09T15:30:00.000-04:00,A'ja Wilson,https://static.prizepicks.com/images/players/NBA/A'ja_Wilson_WNBA_player_e1fzWnin9JBoRKYaugxyyP08.webp,C,LVA,,,,Assists,2.5,Goblin
11717496,11717496,237846,150722,2026-05-09T15:30:00.000-04:00,Jackie Young,https://static.prizepicks.com/images/players/NBA/Jackie_Young_WNBA_player_xMYZ7NbkZrdioerQcMdWBKG9.webp,G,LVA,,,,3-PT Made,2.5,Demon
11717495,11717495,237846,150722,2026-05-09T15:30:00.000-04:00,Jackie Young,https://static.prizepicks.com/images/players/NBA/Jackie_Young_WNBA_player_xMYZ7NbkZrdioerQcMdWBKG9.webp,G,LVA,,,,3-PT Made,1.5,Goblin
11717470,11717470,237843,150722,2026-05-09T15:30:00.000-04:00,A'ja Wilson,https://static.prizepicks.com/images/players/NBA/A'ja_Wilson_WNBA_player_e1fzWnin9JBoRKYaugxyyP08.webp,C,LVA,,,,Double-Double,0.5,Goblin
11717484,11717484,237863,150722,2026-05-09T15:30:00.000-04:00,Alyssa Thomas,https://static.prizepicks.com/images/players/NBA/Alyssa_Thomas_WNBA_player_c83t6yiGUdTaX15qhECRPsSg.webp,F,PHX,,,,Double-Double,0.5,Goblin
11717494,11717494,237863,150722,2026-05-09T15:30:00.000-04:00,Alyssa Thomas,https://static.prizepicks.com/images/players/NBA/Alyssa_Thomas_WNBA_player_c83t6yiGUdTaX15qhECRPsSg.webp,F,PHX,,,,Triple-Double,0.5,Demon
