espn_player_id,player,pos,team,opp_team,league,line,prop_type,prop_norm,pick_type,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,standard_line,deviation_level,image_url,game_date,player_1,player_2,team_1,team_2,id_status,TEAM_NAME,OVERALL_DEF_RANK,OPP_PPG,opp_gaa,opp_saa,opp_pk_pct,opp_gf_per_game,opp_sf_per_game,opp_pp_pct,opp_wins,opp_gp,def_rank,DEF_TIER,updated_at,gp,goals_conceded,goals_conceded_pg,clean_sheets,wins,draws,losses,opp_team_1,opp_team_2,TEAM_NAME_DEF_1,OVERALL_DEF_RANK_DEF_1,OPP_PPG_DEF_1,opp_gaa_DEF_1,opp_saa_DEF_1,opp_pk_pct_DEF_1,opp_gf_per_game_DEF_1,opp_sf_per_game_DEF_1,opp_pp_pct_DEF_1,opp_wins_DEF_1,opp_gp_DEF_1,def_rank_DEF_1,def_tier_DEF_1,updated_at_DEF_1,gp_DEF_1,goals_conceded_DEF_1,goals_conceded_pg_DEF_1,clean_sheets_DEF_1,wins_DEF_1,draws_DEF_1,losses_DEF_1,TEAM_NAME_DEF_2,OVERALL_DEF_RANK_DEF_2,OPP_PPG_DEF_2,opp_gaa_DEF_2,opp_saa_DEF_2,opp_pk_pct_DEF_2,opp_gf_per_game_DEF_2,opp_sf_per_game_DEF_2,opp_pp_pct_DEF_2,opp_wins_DEF_2,opp_gp_DEF_2,def_rank_DEF_2,def_tier_DEF_2,updated_at_DEF_2,gp_DEF_2,goals_conceded_DEF_2,goals_conceded_pg_DEF_2,clean_sheets_DEF_2,wins_DEF_2,draws_DEF_2,losses_DEF_2,is_combo_player,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status,avg_minutes,avg_passes,hit_rate_status,line_games_played_5,line_hits_over_5,line_hits_under_5,line_hits_push_5,line_hit_rate_over_5,line_hit_rate_under_5,line_games_played_10,line_hits_over_10,line_hits_under_10,line_hits_push_10,line_hit_rate_over_10,line_hit_rate_under_10,position_group,starter_tier,minutes_tier,shot_volume,field_involvement,pass_role,is_goalkeeper,shot_role,usage_role,usage_boost,usage_boost_proj,usage_boost_reason,usage_boost_source,projection,edge,abs_edge,player_floor_p10,avg_win_margin,player_hr_historical,opp_hr_historical,floor_clears_line,line_gap,dir_line_gap,dir_line_gap_norm,forced_over_only,bet_direction,eligible,void_reason,edge_dr,line_hit_rate,composite_hit_rate,minutes_certainty,prop_weight,reliability_mult,edge_z,line_hit_z,min_z,def_adj,projection_adj,edge_adj,edge_adj_dr,def_rank_signal,def_rank_z,stat_last5_avg_num,stat_last10_avg_num,stat_season_avg_num,avg_vs_line,avg_vs_line_z,prop_hr_prior,prop_hr_z,usage_bonus,has_real_stats,rank_score,ml_prob,ml_edge,final_score,consistency_grade,consistency_multiplier,game_script_mult,game_script_note,tier_source,tier,recommended_side,tier_encoded,tier_era,pick_type_encoded,direction_encoded,line_score,def_tier_encoded,hit_rate_L5,hit_rate_L10,avg_L5_vs_line,avg_L10_vs_line,prop_score,sport_encoded,minutes_cv,minutes_trend,role_type_encoded,dominance_pct,specialization_rank,minutes_tier_label,line_bucket,line_bucket_encoded,context_known,defense_known,minutes_known,model_dir,final_bet_direction,final_dir_reason
405624,Victor Braga,Goalkeeper,NAJMA,UNKNOWN_OPP,SOCCER,25.5,Passes Attempted,passes,Standard,12088978,12088978,277611,151610,2026-05-14T11:55:00.000-04:00,,,25.5,0,https://static.prizepicks.com/images/manual/Victor%20Braga.png,2026-05-14,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0.62,,0.62,,NO_DATA,,,MISSING_STAT_VALUES,,,,,,,,,,,,,GK,STARTER,0,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,UNKNOWN,0,0,,none,25.5,0.0,0.0,,,,,,,,0.5,0,OVER,0,VOID_TIER_D;VOID_LOW_MINUTES_NON_A,0,0.62,0.62,1,1.08,1,0.8774214932300466,1.485917396669444,0.5875689257042324,0,25.5,0,0,0,0,,,,0,0.9081409151370581,0.62,2.276673643674858,0,1,,0.02272727340459824,-0.4772727265954018,,?,0.95,0.97,No spread data: 0.97x default,ml_prob,D,OVER,0,0,1,1,25.5,,0.62,0.62,,,,3,,,0,,99,HIGH,xl,4,1,0,1,OVER,OVER,STANDARD_PASS_THROUGH_STEP7
,Mourad Batna,Attacker,FATEH,UNKNOWN_OPP,SOCCER,3,Shots,shots,Standard,12088840,12088840,170481,151610,2026-05-14T11:55:00.000-04:00,,,3,0,https://static.prizepicks.com/images/manual/Mourad_Batna.png,2026-05-14,,,,,UNRESOLVED_SINGLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0.555,,0.555,,NO_ID,,,MISSING_STAT_VALUES,,,,,,,,,,,,,FWD,ROTATION,0,UNKNOWN,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN,0,0,,none,3,0.0,0.0,,,,,,,,0.5,0,OVER,0,VOID_TIER_D;VOID_LOW_MINUTES_NON_A,0,0.555,0.555,0.75,1.03,1,0.8774214932300466,1.222815183799784,-1.99813679186405,0,3,0,0,0,0,,,,0,0.9081409151370581,0.555,1.235186376185734,0,1,,0.1525423675775528,-0.3474576324224472,,?,0.95,0.97,No spread data: 0.97x default,ml_prob,D,OVER,0,0,1,1,3,,0.555,0.555,,,,3,,,0,,99,LOW,low,1,1,0,1,OVER,OVER,STANDARD_PASS_THROUGH_STEP7
,Matías Vargas,Midfielder,FATEH,UNKNOWN_OPP,SOCCER,2,Shots,shots,Standard,12088841,12088841,235431,151610,2026-05-14T11:55:00.000-04:00,,,2,0,https://static.prizepicks.com/images/manual/Mat%C3%ADas%20Vargas.png,2026-05-14,,,,,UNRESOLVED_SINGLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0.555,,0.555,,NO_ID,,,MISSING_STAT_VALUES,,,,,,,,,,,,,MID,STARTER,0,UNKNOWN,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN,0,0,,none,2,0.0,0.0,,,,,,,,0.5,0,OVER,0,VOID_TIER_D;VOID_LOW_MINUTES_NON_A,0,0.555,0.555,0.9,1.03,1,0.8774214932300466,1.222815183799784,-0.4467133613230802,0,2,0,0,0,0,,,,0,0.9081409151370581,0.555,1.235186376185734,0,1,,0.1525423675775528,-0.3474576324224472,,?,0.95,0.97,No spread data: 0.97x default,ml_prob,D,OVER,0,0,1,1,2,,0.555,0.555,,,,3,,,0,,99,MEDIUM,low,1,1,0,1,OVER,OVER,STANDARD_PASS_THROUGH_STEP7
417354,Lázaro,Attacker,NAJMA,UNKNOWN_OPP,SOCCER,1.5,Shots,shots,Standard,12088843,12088843,277613,151610,2026-05-14T11:55:00.000-04:00,,,1.5,0,https://static.prizepicks.com/images/manual/Lázaro.png,2026-05-14,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0.555,,0.555,,NO_DATA,,,MISSING_STAT_VALUES,,,,,,,,,,,,,FWD,ROTATION,0,UNKNOWN,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN,0,0,,none,1.5,0.0,0.0,,,,,,,,0.5,0,OVER,0,VOID_TIER_D;VOID_LOW_MINUTES_NON_A,0,0.555,0.555,0.75,1.03,1,0.8774214932300466,1.222815183799784,-1.99813679186405,0,1.5,0,0,0,0,,,,0,0.9081409151370581,0.555,1.235186376185734,0,1,,0.1525423675775528,-0.3474576324224472,,?,0.95,0.97,No spread data: 0.97x default,ml_prob,D,OVER,0,0,1,1,1.5,,0.555,0.555,,,,3,,,0,,99,LOW,low,1,1,0,1,OVER,OVER,STANDARD_PASS_THROUGH_STEP7
,Bilal Boutobba,Attacker,NAJMA,UNKNOWN_OPP,SOCCER,1.5,Shots,shots,Standard,12088844,12088844,277612,151610,2026-05-14T11:55:00.000-04:00,,,1.5,0,https://static.prizepicks.com/images/manual/IMG_6026.png,2026-05-14,,,,,UNRESOLVED_SINGLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0.555,,0.555,,NO_ID,,,MISSING_STAT_VALUES,,,,,,,,,,,,,FWD,ROTATION,0,UNKNOWN,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN,0,0,,none,1.5,0.0,0.0,,,,,,,,0.5,0,OVER,0,VOID_TIER_D;VOID_LOW_MINUTES_NON_A,0,0.555,0.555,0.75,1.03,1,0.8774214932300466,1.222815183799784,-1.99813679186405,0,1.5,0,0,0,0,,,,0,0.9081409151370581,0.555,1.235186376185734,0,1,,0.1525423675775528,-0.3474576324224472,,?,0.95,0.97,No spread data: 0.97x default,ml_prob,D,OVER,0,0,1,1,1.5,,0.555,0.555,,,,3,,,0,,99,LOW,low,1,1,0,1,OVER,OVER,STANDARD_PASS_THROUGH_STEP7
,Zaydou Youssouf,Midfielder,FATEH,UNKNOWN_OPP,SOCCER,51.5,Passes Attempted,passes,Standard,12010702,12010702,235433,151610,2026-05-14T11:55:00.000-04:00,,,51.5,0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/soc/low-res/90046166.png,2026-05-14,,,,,UNRESOLVED_SINGLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0.62,,0.62,,NO_ID,,,MISSING_STAT_VALUES,,,,,,,,,,,,,MID,STARTER,0,UNKNOWN,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN,0,0,,none,51.5,0.0,0.0,,,,,,,,0.5,0,OVER,0,VOID_TIER_D;VOID_LOW_MINUTES_NON_A,0,0.62,0.62,0.9,1.08,1,0.8774214932300466,1.485917396669444,-0.4467133613230802,0,51.5,0,0,0,0,,,,0,0.9081409151370581,0.62,2.276673643674858,0,1,,0.02272727340459824,-0.4772727265954018,,?,0.95,0.97,No spread data: 0.97x default,ml_prob,D,OVER,0,0,1,1,51.5,,0.62,0.62,,,,3,,,0,,99,MEDIUM,xl,4,1,0,1,OVER,OVER,STANDARD_PASS_THROUGH_STEP7
,Jorge Fernandes,Defender,FATEH,UNKNOWN_OPP,SOCCER,45.5,Passes Attempted,passes,Standard,12088974,12088974,235436,151610,2026-05-14T11:55:00.000-04:00,,,45.5,0,https://static.prizepicks.com/images/manual/Jorge Fernandes.png,2026-05-14,,,,,UNRESOLVED_SINGLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0.62,,0.62,,NO_ID,,,MISSING_STAT_VALUES,,,,,,,,,,,,,DEF,STARTER,0,UNKNOWN,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN,0,0,,none,45.5,0.0,0.0,,,,,,,,0.5,0,OVER,0,VOID_TIER_D;VOID_LOW_MINUTES_NON_A,0,0.62,0.62,0.9,1.08,1,0.8774214932300466,1.485917396669444,-0.4467133613230802,0,45.5,0,0,0,0,,,,0,0.9081409151370581,0.62,2.276673643674858,0,1,,0.02272727340459824,-0.4772727265954018,,?,0.95,0.97,No spread data: 0.97x default,ml_prob,D,OVER,0,0,1,1,45.5,,0.62,0.62,,,,3,,,0,,99,MEDIUM,xl,4,1,0,1,OVER,OVER,STANDARD_PASS_THROUGH_STEP7
,Samir,Defender,NAJMA,UNKNOWN_OPP,SOCCER,32.5,Passes Attempted,passes,Standard,12024901,12024901,289069,151610,2026-05-14T11:55:00.000-04:00,,,32.5,0,https://static.prizepicks.com/images/manual/Samir.png,2026-05-14,,,,,UNRESOLVED_SINGLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0.62,,0.62,,NO_ID,,,MISSING_STAT_VALUES,,,,,,,,,,,,,DEF,STARTER,0,UNKNOWN,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN,0,0,,none,32.5,0.0,0.0,,,,,,,,0.5,0,OVER,0,VOID_TIER_D;VOID_LOW_MINUTES_NON_A,0,0.62,0.62,0.9,1.08,1,0.8774214932300466,1.485917396669444,-0.4467133613230802,0,32.5,0,0,0,0,,,,0,0.9081409151370581,0.62,2.276673643674858,0,1,,0.02272727340459824,-0.4772727265954018,,?,0.95,0.97,No spread data: 0.97x default,ml_prob,D,OVER,0,0,1,1,32.5,,0.62,0.62,,,,3,,,0,,99,MEDIUM,xl,4,1,0,1,OVER,OVER,STANDARD_PASS_THROUGH_STEP7
,Matías Vargas,Midfielder,FATEH,UNKNOWN_OPP,SOCCER,30.5,Passes Attempted,passes,Standard,12010696,12010696,235431,151610,2026-05-14T11:55:00.000-04:00,,,30.5,0,https://static.prizepicks.com/images/manual/Mat%C3%ADas%20Vargas.png,2026-05-14,,,,,UNRESOLVED_SINGLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0.62,,0.62,,NO_ID,,,MISSING_STAT_VALUES,,,,,,,,,,,,,MID,STARTER,0,UNKNOWN,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN,0,0,,none,30.5,0.0,0.0,,,,,,,,0.5,0,OVER,0,VOID_TIER_D;VOID_LOW_MINUTES_NON_A,0,0.62,0.62,0.9,1.08,1,0.8774214932300466,1.485917396669444,-0.4467133613230802,0,30.5,0,0,0,0,,,,0,0.9081409151370581,0.62,2.276673643674858,0,1,,0.02272727340459824,-0.4772727265954018,,?,0.95,0.97,No spread data: 0.97x default,ml_prob,D,OVER,0,0,1,1,30.5,,0.62,0.62,,,,3,,,0,,99,MEDIUM,xl,4,1,0,1,OVER,OVER,STANDARD_PASS_THROUGH_STEP7
417354,Lázaro,Attacker,NAJMA,UNKNOWN_OPP,SOCCER,25.5,Passes Attempted,passes,Standard,12010693,12010693,277613,151610,2026-05-14T11:55:00.000-04:00,,,25.5,0,https://static.prizepicks.com/images/manual/Lázaro.png,2026-05-14,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0.62,,0.62,,NO_DATA,,,MISSING_STAT_VALUES,,,,,,,,,,,,,FWD,ROTATION,0,UNKNOWN,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN,0,0,,none,25.5,0.0,0.0,,,,,,,,0.5,0,OVER,0,VOID_TIER_D;VOID_LOW_MINUTES_NON_A,0,0.62,0.62,0.75,1.08,1,0.8774214932300466,1.485917396669444,-1.99813679186405,0,25.5,0,0,0,0,,,,0,0.9081409151370581,0.62,2.276673643674858,0,1,,0.02272727340459824,-0.4772727265954018,,?,0.95,0.97,No spread data: 0.97x default,ml_prob,D,OVER,0,0,1,1,25.5,,0.62,0.62,,,,3,,,0,,99,LOW,xl,4,1,0,1,OVER,OVER,STANDARD_PASS_THROUGH_STEP7
