nba_player_id,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,player,pos,team,opp_team,line,prop_type,prop_norm,pick_type,standard_line,deviation_level,image_url,player_1,player_2,team_1,team_2,id_status,is_combo_player,OPP_PTS,OPP_FGA,OPP_FGM,OPP_FG3A,OPP_FG3M,OPP_FTA,OPP_TOV,OPP_2PA,OPP_2PM,OPP_2PTS,OPP_PTS_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FGA_RANK,OPP_FGM_RANK,OPP_2PA_RANK,OPP_2PM_RANK,OPP_2PTS_RANK,OPP_FTA_RANK,OPP_TOV_FORCED_RANK,OVERALL_DEF_SCORE,OVERALL_DEF_RANK,DEF_TIER,ESPN_ATHLETE_ID,data_source,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status,min_last5_avg
1630224,11134039,11134039,274094,141627,2026-04-05T15:30:00.000-04:00,,,Jalen Green,G,PHX,CHI,10.0,Points,pts,Standard,10.0,0,https://static.prizepicks.com/images/players/NBA/Jalen_Green_NBA_player_dgDzs8capbSfm3XqiXDKFCSw.webp,,,,,OK,0,121.6,93.8,44.9,38.2,14.1,22.9,12.6,55.599999999999994,30.799999999999997,61.599999999999994,28,25,21,29,30,28,27,27,11,27,26.591397849462364,28,Weak,4437244,nba1h_db,15,6,19,20,14,10,15,7,9,6,14.8,12.1,12.1,4,1,0,0.8,0.8,0.2,0.556,0.444,OK,
1631221,11134026,11134026,233632,141627,2026-04-05T15:30:00.000-04:00,,,Collin Gillespie,G,PHX,CHI,9.5,Pts+Rebs+Asts,pra,Standard,9.5,0,https://static.prizepicks.com/images/players/NBA/Collin_Gillespie_NBA_player_eBBN9xn1WET1RpK0ZIDTCG1a.webp,,,,,OK,0,121.6,93.8,44.9,38.2,14.1,22.9,12.6,55.599999999999994,30.799999999999997,61.599999999999994,28,25,21,29,30,28,27,27,11,27,26.591397849462364,28,Weak,4278585,nba1h_db,10,10,14,12,11,12,8,,,,11.4,11,11,5,0,0,1,1,0,0.857,0.143,OK,
1642345,11137062,11137062,221316,141627,2026-04-05T15:30:00.000-04:00,,,Oso Ighodaro,F,PHX,CHI,9.0,Pts+Rebs+Asts,pra,Standard,9.0,0,https://static.prizepicks.com/images/players/NBA/Oso_Ighodaro_NBA_player_Y7mjfdEdLunH3s3W6Nhh3KnR.webp,,,,,OK,0,121.6,93.8,44.9,38.2,14.1,22.9,12.6,55.599999999999994,30.799999999999997,61.599999999999994,28,25,21,29,30,28,27,27,11,27,26.591397849462364,28,Weak,4601023,nba1h_db,11,15,6,9,4,,,,,,9,9,9,2,2,1,0.4,0.5,0.5,0.5,0.5,OK,
1628415,11134034,11134034,271996,141627,2026-04-05T15:30:00.000-04:00,,,Dillon Brooks,G-F,PHX,CHI,8.5,Points,pts,Standard,8.5,0,https://static.prizepicks.com/images/players/NBA/Dillon_Brooks_NBA_player_doYyaSQoRd6hmm42xjHs1oP.webp,,,,,OK,0,121.6,93.8,44.9,38.2,14.1,22.9,12.6,55.599999999999994,30.799999999999997,61.599999999999994,28,25,21,29,30,28,27,27,11,27,26.591397849462364,28,Weak,3155526,nba1h_db,7,2,11,,,,,,,,6.667,6.667,6.667,1,2,0,0.333,0.333,0.667,0.333,0.667,OK,
1630581,11134389,11134389,216748,141627,2026-04-05T15:30:00.000-04:00,,,Josh Giddey,G,CHI,PHX,8.5,Points,pts,Standard,8.5,0,https://static.prizepicks.com/images/players/NBA/Josh_Giddey_NBA_player_Eo2a2f7DY9A2ZP7U05U3zq8h.webp,,,,,OK,0,111.3,85.3,40.2,35.0,12.1,23.9,16.4,50.3,28.1,56.2,6,2,5,3,6,8,10,10,18,3,6.924731182795698,6,Elite,4871145,nba1h_db,9,8,3,16,5,6,6,,,,8.2,7.571,7.571,2,3,0,0.4,0.4,0.6,0.286,0.714,OK,
1641824,11134394,11134394,221320,141627,2026-04-05T15:30:00.000-04:00,,,Matas Buzelis,F,CHI,PHX,8.5,Points,pts,Standard,8.5,0,https://static.prizepicks.com/images/players/NBA/Matas_Buzelis_NBA_player_XvNO17DQRNhYtRc2NCRX2D0O.webp,,,,,OK,0,111.3,85.3,40.2,35.0,12.1,23.9,16.4,50.3,28.1,56.2,6,2,5,3,6,8,10,10,18,3,6.924731182795698,6,Elite,4711294,nba1h_db,7,14,2,12,9,8,5,13,16,10,8.8,9.6,9.6,3,2,0,0.6,0.6,0.4,0.6,0.4,OK,
1628960,11134382,11134382,174044,141627,2026-04-05T15:30:00.000-04:00,,,Grayson Allen,G,PHX,CHI,7.5,Points,pts,Standard,7.5,0,https://static.prizepicks.com/images/players/NBA/Grayson_Allen_NBA_player_CTbeVWZ4fJM2pm82EGD6VSZr.webp,,,,,OK,0,121.6,93.8,44.9,38.2,14.1,22.9,12.6,55.599999999999994,30.799999999999997,61.599999999999994,28,25,21,29,30,28,27,27,11,27,26.591397849462364,28,Weak,3135045,nba1h_db,5,3,11,11,10,9,,,,,8,8.167,8.167,3,2,0,0.6,0.6,0.4,0.667,0.333,OK,
1630200,11134399,11134399,228975,141627,2026-04-05T15:30:00.000-04:00,,,Tre Jones,G,CHI,PHX,7.5,Points,pts,Standard,7.5,0,https://static.prizepicks.com/images/players/NBA/Tre_Jones_NBA_player_MKctZe7p9MBZTGzAv3GBDkxs.webp,,,,,OK,0,111.3,85.3,40.2,35.0,12.1,23.9,16.4,50.3,28.1,56.2,6,2,5,3,6,8,10,10,18,3,6.924731182795698,6,Elite,4395626,nba1h_db,8,10,9,7,3,9,4,15,3,,7.4,7.556,7.556,3,2,0,0.6,0.6,0.4,0.556,0.444,OK,
1631221,11134024,11134024,233632,141627,2026-04-05T15:30:00.000-04:00,,,Collin Gillespie,G,PHX,CHI,5.5,Points,pts,Standard,5.5,0,https://static.prizepicks.com/images/players/NBA/Collin_Gillespie_NBA_player_eBBN9xn1WET1RpK0ZIDTCG1a.webp,,,,,OK,0,121.6,93.8,44.9,38.2,14.1,22.9,12.6,55.599999999999994,30.799999999999997,61.599999999999994,28,25,21,29,30,28,27,27,11,27,26.591397849462364,28,Weak,4278585,nba1h_db,6,7,10,11,8,8,8,3,,,8.4,7.625,7.625,5,0,0,1,1,0,0.875,0.125,OK,
1642345,11137060,11137060,221316,141627,2026-04-05T15:30:00.000-04:00,,,Oso Ighodaro,F,PHX,CHI,4.0,Points,pts,Standard,4.0,0,https://static.prizepicks.com/images/players/NBA/Oso_Ighodaro_NBA_player_Y7mjfdEdLunH3s3W6Nhh3KnR.webp,,,,,OK,0,121.6,93.8,44.9,38.2,14.1,22.9,12.6,55.599999999999994,30.799999999999997,61.599999999999994,28,25,21,29,30,28,27,27,11,27,26.591397849462364,28,Weak,4601023,nba1h_db,2,4,8,4,2,6,4,1,,,4,3.875,3.875,1,2,2,0.2,0.333,0.667,0.4,0.6,OK,
1628369,11152630,11152630,55074,141628,2026-04-05T15:30:00.000-04:00,,,Jayson Tatum,F-G,BOS,TOR,23.0,Fantasy Score,fantasy,Standard,23.0,0,https://static.prizepicks.com/images/players/NBA/Jayson_Tatum_NBA_player_m62yMQl0xSxuv8M28c75TQG0.webp,,,,,OK,0,112.1,86.0,40.1,36.0,12.7,24.2,16.1,50.0,27.400000000000002,54.800000000000004,9,9,9,5,5,7,7,7,20,5,8.333333333333332,8,Above Avg,4065648,insufficient_1h_history,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
1627759,11152627,11152627,55076,141628,2026-04-05T15:30:00.000-04:00,,,Jaylen Brown,G-F,BOS,TOR,22.0,Fantasy Score,fantasy,Standard,22.0,0,https://static.prizepicks.com/images/players/NBA/Jaylen_Brown_NBA_player_utxCqIIRlnJz1PvPg4Ljnl44.webp,,,,,OK,0,112.1,86.0,40.1,36.0,12.7,24.2,16.1,50.0,27.400000000000002,54.800000000000004,9,9,9,5,5,7,7,7,20,5,8.333333333333332,8,Above Avg,3917376,insufficient_1h_history,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
1630567,11152634,11152634,55062,141628,2026-04-05T15:30:00.000-04:00,,,Scottie Barnes,F-G,TOR,BOS,21.0,Fantasy Score,fantasy,Standard,21.0,0,https://static.prizepicks.com/images/players/NBA/Scottie_Barnes_NBA_player_CA6jRIM1PBTqp5mxIeLVkhys.webp,,,,,OK,0,107.1,86.7,38.2,39.3,14.1,21.2,12.4,47.400000000000006,24.1,48.2,1,25,26,6,2,2,2,2,4,29,4.75268817204301,1,Elite,4433134,insufficient_1h_history,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
1627759,11115907,11115907,55076,141628,2026-04-05T15:30:00.000-04:00,,,Jaylen Brown,G-F,BOS,TOR,19.5,Pts+Rebs+Asts,pra,Standard,19.5,0,https://static.prizepicks.com/images/players/NBA/Jaylen_Brown_NBA_player_utxCqIIRlnJz1PvPg4Ljnl44.webp,,,,,OK,0,112.1,86.0,40.1,36.0,12.7,24.2,16.1,50.0,27.400000000000002,54.800000000000004,9,9,9,5,5,7,7,7,20,5,8.333333333333332,8,Above Avg,3917376,nba1h_db,18,27,17,14,21,23,,,,,19.4,20,20,2,3,0,0.4,0.4,0.6,0.5,0.5,OK,
1628369,11115912,11115912,55074,141628,2026-04-05T15:30:00.000-04:00,,,Jayson Tatum,F-G,BOS,TOR,19.5,Pts+Rebs+Asts,pra,Standard,19.5,0,https://static.prizepicks.com/images/players/NBA/Jayson_Tatum_NBA_player_m62yMQl0xSxuv8M28c75TQG0.webp,,,,,OK,0,112.1,86.0,40.1,36.0,12.7,24.2,16.1,50.0,27.400000000000002,54.800000000000004,9,9,9,5,5,7,7,7,20,5,8.333333333333332,8,Above Avg,4065648,nba1h_db,26,29,25,15,21,,,,,,23.2,23.2,23.2,4,1,0,0.8,0.8,0.2,0.8,0.2,OK,
1629628,11152633,11152633,183186,141628,2026-04-05T15:30:00.000-04:00,,,RJ Barrett,F-G,TOR,BOS,16.5,Fantasy Score,fantasy,Standard,16.5,0,https://static.prizepicks.com/images/players/NBA/R.J._Barrett_NBA_player_Xqi7opqaKQcXtcUIWPhwOB6j.webp,,,,,OK,0,107.1,86.7,38.2,39.3,14.1,21.2,12.4,47.400000000000006,24.1,48.2,1,25,26,6,2,2,2,2,4,29,4.75268817204301,1,Elite,4395625,insufficient_1h_history,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
1630567,11116222,11116222,55062,141628,2026-04-05T15:30:00.000-04:00,,,Scottie Barnes,F-G,TOR,BOS,16.0,Pts+Rebs+Asts,pra,Standard,16.0,0,https://static.prizepicks.com/images/players/NBA/Scottie_Barnes_NBA_player_CA6jRIM1PBTqp5mxIeLVkhys.webp,,,,,OK,0,107.1,86.7,38.2,39.3,14.1,21.2,12.4,47.400000000000006,24.1,48.2,1,25,26,6,2,2,2,2,4,29,4.75268817204301,1,Elite,4433134,nba1h_db,16,11,9,25,19,12,25,22,16,16,16,17.1,17.1,2,2,1,0.4,0.5,0.5,0.571,0.429,OK,
1627742,11152619,11152619,271928,141628,2026-04-05T15:30:00.000-04:00,,,Brandon Ingram,F,TOR,BOS,16.0,Fantasy Score,fantasy,Standard,16.0,0,https://static.prizepicks.com/images/players/NBA/Brandon_Ingram_NBA_player_wQKmpzeMNkdFc6r8uKMWcPCq.webp,,,,,OK,0,107.1,86.7,38.2,39.3,14.1,21.2,12.4,47.400000000000006,24.1,48.2,1,25,26,6,2,2,2,2,4,29,4.75268817204301,1,Elite,3913176,insufficient_1h_history,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
1628401,11152625,11152625,60022,141628,2026-04-05T15:30:00.000-04:00,,,Derrick White,G,BOS,TOR,16.0,Fantasy Score,fantasy,Standard,16.0,0,https://static.prizepicks.com/images/players/NBA/Derrick_White_NBA_player_j31gwnz7z94eWcwKbT1RB8J.webp,,,,,OK,0,112.1,86.0,40.1,36.0,12.7,24.2,16.1,50.0,27.400000000000002,54.800000000000004,9,9,9,5,5,7,7,7,20,5,8.333333333333332,8,Above Avg,3078576,insufficient_1h_history,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
1629628,11116217,11116217,183186,141628,2026-04-05T15:30:00.000-04:00,,,RJ Barrett,F-G,TOR,BOS,15.0,Pts+Rebs+Asts,pra,Standard,15.0,0,https://static.prizepicks.com/images/players/NBA/R.J._Barrett_NBA_player_Xqi7opqaKQcXtcUIWPhwOB6j.webp,,,,,OK,0,107.1,86.7,38.2,39.3,14.1,21.2,12.4,47.400000000000006,24.1,48.2,1,25,26,6,2,2,2,2,4,29,4.75268817204301,1,Elite,4395625,nba1h_db,21,22,24,16,17,14,14,11,13,19,20,17.1,17.1,5,0,0,1,1,0,0.6,0.4,OK,
1627742,11116212,11116212,271928,141628,2026-04-05T15:30:00.000-04:00,,,Brandon Ingram,F,TOR,BOS,14.5,Pts+Rebs+Asts,pra,Standard,14.5,0,https://static.prizepicks.com/images/players/NBA/Brandon_Ingram_NBA_player_wQKmpzeMNkdFc6r8uKMWcPCq.webp,,,,,OK,0,107.1,86.7,38.2,39.3,14.1,21.2,12.4,47.400000000000006,24.1,48.2,1,25,26,6,2,2,2,2,4,29,4.75268817204301,1,Elite,3913176,nba1h_db,17,14,11,4,8,10,,,,,10.8,10.667,10.667,1,4,0,0.2,0.2,0.8,0.167,0.833,OK,
1630202,11152632,11152632,57559,141628,2026-04-05T15:30:00.000-04:00,,,Payton Pritchard,G,BOS,TOR,14.0,Fantasy Score,fantasy,Standard,14.0,0,https://static.prizepicks.com/images/players/NBA/Payton_Pritchard_NBA_player_mETqObZeSRGUv7JuHzL8Roy.webp,,,,,OK,0,112.1,86.0,40.1,36.0,12.7,24.2,16.1,50.0,27.400000000000002,54.800000000000004,9,9,9,5,5,7,7,7,20,5,8.333333333333332,8,Above Avg,4066354,insufficient_1h_history,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
1627759,11115905,11115905,55076,141628,2026-04-05T15:30:00.000-04:00,,,Jaylen Brown,G-F,BOS,TOR,13.5,Points,pts,Standard,13.5,0,https://static.prizepicks.com/images/players/NBA/Jaylen_Brown_NBA_player_utxCqIIRlnJz1PvPg4Ljnl44.webp,,,,,OK,0,112.1,86.0,40.1,36.0,12.7,24.2,16.1,50.0,27.400000000000002,54.800000000000004,9,9,9,5,5,7,7,7,20,5,8.333333333333332,8,Above Avg,3917376,nba1h_db,13,24,6,7,17,16,,,,,13.4,13.833,13.833,2,3,0,0.4,0.4,0.6,0.5,0.5,OK,
1628401,11116025,11116025,60022,141628,2026-04-05T15:30:00.000-04:00,,,Derrick White,G,BOS,TOR,12.0,Pts+Rebs+Asts,pra,Standard,12.0,0,https://static.prizepicks.com/images/players/NBA/Derrick_White_NBA_player_j31gwnz7z94eWcwKbT1RB8J.webp,,,,,OK,0,112.1,86.0,40.1,36.0,12.7,24.2,16.1,50.0,27.400000000000002,54.800000000000004,9,9,9,5,5,7,7,7,20,5,8.333333333333332,8,Above Avg,3078576,nba1h_db,13,10,13,10,12,12,25,,,,11.6,13.571,13.571,2,2,1,0.4,0.5,0.5,0.6,0.4,OK,
1628369,11115910,11115910,55074,141628,2026-04-05T15:30:00.000-04:00,,,Jayson Tatum,F-G,BOS,TOR,11.5,Points,pts,Standard,11.5,0,https://static.prizepicks.com/images/players/NBA/Jayson_Tatum_NBA_player_m62yMQl0xSxuv8M28c75TQG0.webp,,,,,OK,0,112.1,86.0,40.1,36.0,12.7,24.2,16.1,50.0,27.400000000000002,54.800000000000004,9,9,9,5,5,7,7,7,20,5,8.333333333333332,8,Above Avg,4065648,nba1h_db,13,13,20,5,12,5,,,,,12.6,11.333,11.333,4,1,0,0.8,0.8,0.2,0.667,0.333,OK,
1630202,11116030,11116030,57559,141628,2026-04-05T15:30:00.000-04:00,,,Payton Pritchard,G,BOS,TOR,11.5,Pts+Rebs+Asts,pra,Standard,11.5,0,https://static.prizepicks.com/images/players/NBA/Payton_Pritchard_NBA_player_mETqObZeSRGUv7JuHzL8Roy.webp,,,,,OK,0,112.1,86.0,40.1,36.0,12.7,24.2,16.1,50.0,27.400000000000002,54.800000000000004,9,9,9,5,5,7,7,7,20,5,8.333333333333332,8,Above Avg,4066354,nba1h_db,8,18,24,18,11,,,,,,15.8,15.8,15.8,3,2,0,0.6,0.6,0.4,0.6,0.4,OK,
1627742,11116210,11116210,271928,141628,2026-04-05T15:30:00.000-04:00,,,Brandon Ingram,F,TOR,BOS,10.5,Points,pts,Standard,10.5,0,https://static.prizepicks.com/images/players/NBA/Brandon_Ingram_NBA_player_wQKmpzeMNkdFc6r8uKMWcPCq.webp,,,,,OK,0,107.1,86.7,38.2,39.3,14.1,21.2,12.4,47.400000000000006,24.1,48.2,1,25,26,6,2,2,2,2,4,29,4.75268817204301,1,Elite,3913176,nba1h_db,10,8,8,6,2,4,6,,,,6.8,6.286,6.286,0,5,0,0,0,1,0,1,OK,
1629628,11116215,11116215,183186,141628,2026-04-05T15:30:00.000-04:00,,,RJ Barrett,F-G,TOR,BOS,10.5,Points,pts,Standard,10.5,0,https://static.prizepicks.com/images/players/NBA/R.J._Barrett_NBA_player_Xqi7opqaKQcXtcUIWPhwOB6j.webp,,,,,OK,0,107.1,86.7,38.2,39.3,14.1,21.2,12.4,47.400000000000006,24.1,48.2,1,25,26,6,2,2,2,2,4,29,4.75268817204301,1,Elite,4395625,nba1h_db,19,14,18,12,10,9,9,7,9,13,14.6,12,12,4,1,0,0.8,0.8,0.2,0.5,0.5,OK,
1629674,11132505,11132505,219171,141628,2026-04-05T15:30:00.000-04:00,,,Neemias Queta,C,BOS,TOR,10.0,Pts+Rebs+Asts,pra,Standard,10.0,0,https://static.prizepicks.com/images/players/NBA/Neemias_Queta_NBA_player_PrhzuamNgCHm5kczjwO8Rg6q.webp,,,,,OK,0,112.1,86.0,40.1,36.0,12.7,24.2,16.1,50.0,27.400000000000002,54.800000000000004,9,9,9,5,5,7,7,7,20,5,8.333333333333332,8,Above Avg,4397424,nba1h_db,24,7,7,18,16,,,,,,14.4,14.4,14.4,3,2,0,0.6,0.6,0.4,0.6,0.4,OK,
1630567,11116220,11116220,55062,141628,2026-04-05T15:30:00.000-04:00,,,Scottie Barnes,F-G,TOR,BOS,8.5,Points,pts,Standard,8.5,0,https://static.prizepicks.com/images/players/NBA/Scottie_Barnes_NBA_player_CA6jRIM1PBTqp5mxIeLVkhys.webp,,,,,OK,0,107.1,86.7,38.2,39.3,14.1,21.2,12.4,47.400000000000006,24.1,48.2,1,25,26,6,2,2,2,2,4,29,4.75268817204301,1,Elite,4433134,nba1h_db,8,5,1,16,8,4,15,13,7,11,7.6,8.8,8.8,1,4,0,0.2,0.2,0.8,0.4,0.6,OK,
1628401,11116023,11116023,60022,141628,2026-04-05T15:30:00.000-04:00,,,Derrick White,G,BOS,TOR,8.0,Points,pts,Standard,8.0,0,https://static.prizepicks.com/images/players/NBA/Derrick_White_NBA_player_j31gwnz7z94eWcwKbT1RB8J.webp,,,,,OK,0,112.1,86.0,40.1,36.0,12.7,24.2,16.1,50.0,27.400000000000002,54.800000000000004,9,9,9,5,5,7,7,7,20,5,8.333333333333332,8,Above Avg,3078576,nba1h_db,8,4,7,5,8,9,3,18,,,6.4,7.75,7.75,0,3,2,0,0,1,0.333,0.667,OK,
1630202,11116028,11116028,57559,141628,2026-04-05T15:30:00.000-04:00,,,Payton Pritchard,G,BOS,TOR,8.0,Points,pts,Standard,8.0,0,https://static.prizepicks.com/images/players/NBA/Payton_Pritchard_NBA_player_mETqObZeSRGUv7JuHzL8Roy.webp,,,,,OK,0,112.1,86.0,40.1,36.0,12.7,24.2,16.1,50.0,27.400000000000002,54.800000000000004,9,9,9,5,5,7,7,7,20,5,8.333333333333332,8,Above Avg,4066354,nba1h_db,12,5,13,13,19,6,4,12,6,,12.4,10,10,4,1,0,0.8,0.8,0.2,0.556,0.444,OK,
1629674,11132503,11132503,219171,141628,2026-04-05T15:30:00.000-04:00,,,Neemias Queta,C,BOS,TOR,5.0,Points,pts,Standard,5.0,0,https://static.prizepicks.com/images/players/NBA/Neemias_Queta_NBA_player_PrhzuamNgCHm5kczjwO8Rg6q.webp,,,,,OK,0,112.1,86.0,40.1,36.0,12.7,24.2,16.1,50.0,27.400000000000002,54.800000000000004,9,9,9,5,5,7,7,7,20,5,8.333333333333332,8,Above Avg,4397424,nba1h_db,15,2,7,2,5,4,10,10,,,6.2,6.875,6.875,2,2,1,0.4,0.5,0.5,0.571,0.429,OK,
1630572,11140634,11140634,273328,141628,2026-04-05T15:30:00.000-04:00,,,Sandro Mamukelashvili,F-C,TOR,BOS,4.5,Points,pts,Standard,4.5,0,https://static.prizepicks.com/images/players/NBA/Sandro_Mamukelashvili_NBA_player_NZMm2HjeLxa0S8z1Z5avxRc.webp,,,,,OK,0,107.1,86.7,38.2,39.3,14.1,21.2,12.4,47.400000000000006,24.1,48.2,1,25,26,6,2,2,2,2,4,29,4.75268817204301,1,Elite,4278580,nba1h_db,5,5,2,17,7,7,15,2,4,,7.2,7.111,7.111,4,1,0,0.8,0.8,0.2,0.667,0.333,OK,
1628378,11152854,11152854,87349,141630,2026-04-05T18:00:00.000-04:00,,,Donovan Mitchell,G,CLE,,23.0,Fantasy Score,fantasy,Standard,23.0,0,https://static.prizepicks.com/images/players/NBA/Donovan_Mitchell_NBA_player_0rXe2XnXarwUqJPvhfPBDUy2.webp,,,,,OK,0,,,,,,,,,,,,,,,,,,,,,,,,3908809,insufficient_1h_history,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
201935,11152857,11152857,299376,141630,2026-04-05T18:00:00.000-04:00,,,James Harden,G,CLE,,22.0,Fantasy Score,fantasy,Standard,22.0,0,https://static.prizepicks.com/images/manual/James Harden CLE.png,,,,,OK,0,,,,,,,,,,,,,,,,,,,,,,,,3992,insufficient_1h_history,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
1628378,11132000,11132000,87349,141630,2026-04-05T18:00:00.000-04:00,,,Donovan Mitchell,G,CLE,,18.5,Pts+Rebs+Asts,pra,Standard,18.5,0,https://static.prizepicks.com/images/players/NBA/Donovan_Mitchell_NBA_player_0rXe2XnXarwUqJPvhfPBDUy2.webp,,,,,OK,0,,,,,,,,,,,,,,,,,,,,,,,,3908809,nba1h_db,16,22,11,19,19,17,,,,,17.4,17.333,17.333,3,2,0,0.6,0.6,0.4,0.5,0.5,OK,
201935,11132005,11132005,299376,141630,2026-04-05T18:00:00.000-04:00,,,James Harden,G,CLE,,17.5,Pts+Rebs+Asts,pra,Standard,17.5,0,https://static.prizepicks.com/images/manual/James Harden CLE.png,,,,,OK,0,,,,,,,,,,,,,,,,,,,,,,,,3992,nba1h_db,12,18,25,16,27,15,,,,,19.6,18.833,18.833,3,2,0,0.6,0.6,0.4,0.5,0.5,OK,
1628378,11131998,11131998,87349,141630,2026-04-05T18:00:00.000-04:00,,,Donovan Mitchell,G,CLE,,14.5,Points,pts,Standard,14.5,0,https://static.prizepicks.com/images/players/NBA/Donovan_Mitchell_NBA_player_0rXe2XnXarwUqJPvhfPBDUy2.webp,,,,,OK,0,,,,,,,,,,,,,,,,,,,,,,,,3908809,nba1h_db,12,2,17,2,13,16,12,15,6,,9.2,10.556,10.556,1,4,0,0.2,0.2,0.8,0.333,0.667,OK,
1629622,11152866,11152866,173786,141630,2026-04-05T18:00:00.000-04:00,,,Max Strus,G-F,CLE,,13.5,Fantasy Score,fantasy,Standard,13.5,0,https://static.prizepicks.com/images/players/NBA/Max_Strus_NBA_player_1w4QyUAxm1OzfHDFdDAodyRe.webp,,,,,OK,0,,,,,,,,,,,,,,,,,,,,,,,,4065778,insufficient_1h_history,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
201935,11132003,11132003,299376,141630,2026-04-05T18:00:00.000-04:00,,,James Harden,G,CLE,,11.5,Points,pts,Standard,11.5,0,https://static.prizepicks.com/images/manual/James Harden CLE.png,,,,,OK,0,,,,,,,,,,,,,,,,,,,,,,,,3992,nba1h_db,7,10,9,14,7,22,9,3,,,9.4,10.125,10.125,1,4,0,0.2,0.2,0.8,0.25,0.75,OK,
1629622,11132025,11132025,173786,141630,2026-04-05T18:00:00.000-04:00,,,Max Strus,G-F,CLE,,10.5,Pts+Rebs+Asts,pra,Standard,10.5,0,https://static.prizepicks.com/images/players/NBA/Max_Strus_NBA_player_1w4QyUAxm1OzfHDFdDAodyRe.webp,,,,,OK,0,,,,,,,,,,,,,,,,,,,,,,,,4065778,nba1h_db,14,7,9,,,,,,,,10,10,10,1,2,0,0.333,0.333,0.667,0.333,0.667,OK,
1629622,11132023,11132023,173786,141630,2026-04-05T18:00:00.000-04:00,,,Max Strus,G-F,CLE,,7.0,Points,pts,Standard,7.0,0,https://static.prizepicks.com/images/players/NBA/Max_Strus_NBA_player_1w4QyUAxm1OzfHDFdDAodyRe.webp,,,,,OK,0,,,,,,,,,,,,,,,,,,,,,,,,4065778,nba1h_db,8,3,22,3,3,,,,,,7.8,7.8,7.8,2,3,0,0.4,0.4,0.6,0.4,0.6,OK,
1630163,11153393,11153393,55027,141632,2026-04-05T19:00:00.000-04:00,,,LaMelo Ball,G,CHA,MIN,20.0,Fantasy Score,fantasy,Standard,20.0,0,https://static.prizepicks.com/images/players/NBA/LaMelo_Ball_NBA_player_vSSpDQXCeqiNwRWls7uAuty.webp,,,,,OK,0,114.1,89.6,41.1,34.4,12.2,25.2,15.0,55.199999999999996,28.900000000000002,57.800000000000004,11,4,4,19,10,27,14,14,26,12,12.666666666666666,11,Above Avg,4432816,insufficient_1h_history,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
1630162,11153380,11153380,55112,141632,2026-04-05T19:00:00.000-04:00,,,Anthony Edwards,G,MIN,CHA,19.5,Fantasy Score,fantasy,Standard,19.5,0,https://static.prizepicks.com/images/players/NBA/Anthony_Edwards_NBA_player_rhlEP3GCAg5LDJD8uChjFU81.webp,,,,,OK,0,111.3,87.9,41.0,35.6,12.8,20.5,12.6,52.300000000000004,28.2,56.4,6,10,8,9,8,16,12,12,1,27,7.720430107526882,7,Elite,4594268,insufficient_1h_history,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
203944,11153391,11153391,216423,141632,2026-04-05T19:00:00.000-04:00,,,Julius Randle,F-C,MIN,CHA,18.0,Fantasy Score,fantasy,Standard,18.0,0,https://static.prizepicks.com/images/players/NBA/Julius_Randle_NBA_player_wdsPCeOajEY6c6aD3jSNasmp.webp,,,,,OK,0,111.3,87.9,41.0,35.6,12.8,20.5,12.6,52.300000000000004,28.2,56.4,6,10,8,9,8,16,12,12,1,27,7.720430107526882,7,Elite,3064514,insufficient_1h_history,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
1630162,11116411,11116411,55112,141632,2026-04-05T19:00:00.000-04:00,,,Anthony Edwards,G,MIN,CHA,16.5,Pts+Rebs+Asts,pra,Standard,16.5,0,https://static.prizepicks.com/images/players/NBA/Anthony_Edwards_NBA_player_rhlEP3GCAg5LDJD8uChjFU81.webp,,,,,OK,0,111.3,87.9,41.0,35.6,12.8,20.5,12.6,52.300000000000004,28.2,56.4,6,10,8,9,8,16,12,12,1,27,7.720430107526882,7,Elite,4594268,nba1h_db,9,11,16,31,,,,,,,16.75,16.75,16.75,1,3,0,0.25,0.25,0.75,0.25,0.75,OK,
