player,team,prop_norm,line,nba_player_id,player_1,player_2,team_1,team_2,is_combo_player
Luka Dončić,LAL,ast,10.5,1629029,,,,,0
Luka Dončić,LAL,reb,10.5,1629029,,,,,0
Luka Dončić,LAL,freethrowsattempted,9.5,1629029,,,,,0
Luka Dončić,LAL,ast,9.0,1629029,,,,,0
Luka Dončić,LAL,reb,8.5,1629029,,,,,0
Luka Dončić,LAL,reb,8.0,1629029,,,,,0
Luka Dončić,LAL,reb,7.5,1629029,,,,,0
Luka Dončić,LAL,ast,7.5,1629029,,,,,0
Luka Dončić,LAL,defensiverebounds,7.0,1629029,,,,,0
Luka Dončić,LAL,3ptmade,6.5,1629029,,,,,0
Luka Dončić,LAL,ast,6.5,1629029,,,,,0
Luka Dončić,LAL,reb,6.5,1629029,,,,,0
Luka Dončić,LAL,3ptmade,5.5,1629029,,,,,0
Luka Dončić,LAL,reb,5.5,1629029,,,,,0
Luka Dončić,LAL,3ptmade,4.5,1629029,,,,,0
Luka Dončić,LAL,points1st3minutes,4.5,1629029,,,,,0
Luka Dončić,LAL,tov,4.5,1629029,,,,,0
Luka Dončić,LAL,points1st3minutes,3.5,1629029,,,,,0
Luka Dončić,LAL,quarterswith3+points,3.5,1629029,,,,,0
Luka Dončić,LAL,quarterswith5+points,3.5,1629029,,,,,0
Luka Dončić,LAL,3ptmade,2.5,1629029,,,,,0
Luka Dončić,LAL,personalfouls,2.5,1629029,,,,,0
Luka Dončić,LAL,stl,2.5,1629029,,,,,0
Luka Dončić,LAL,stocks,2.5,1629029,,,,,0
Luka Dončić,LAL,points1st3minutes,2.5,1629029,,,,,0
Luka Dončić,LAL,stl,1.5,1629029,,,,,0
Luka Dončić,LAL,blk,1.5,1629029,,,,,0
Luka Dončić,LAL,stocks,1.5,1629029,,,,,0
Luka Dončić,LAL,assists1st3minutes,1.5,1629029,,,,,0
Luka Dončić,LAL,points1st3minutes,1.5,1629029,,,,,0
Luka Dončić,LAL,rebounds1st3minutes,1.5,1629029,,,,,0
Luka Dončić,LAL,blk,0.5,1629029,,,,,0
Luka Dončić,LAL,stl,0.5,1629029,,,,,0
Luka Dončić,LAL,points1st3minutes,0.5,1629029,,,,,0
Luka Dončić,LAL,rebounds1st3minutes,0.5,1629029,,,,,0
Luka Dončić,LAL,assists1st3minutes,0.5,1629029,,,,,0
Tristan Silva,ORL,pra,22.5,,,,,,0
Tristan Silva,ORL,pra,20.5,,,,,,0
Tristan Silva,ORL,pr,19.5,,,,,,0
Tristan Silva,ORL,pra,18.5,,,,,,0
Tristan Silva,ORL,pra,16.5,,,,,,0
Tristan Silva,ORL,pts,14.5,,,,,,0
Tristan Silva,ORL,pr,14.5,,,,,,0
Tristan Silva,ORL,pra,14.5,,,,,,0
Tristan Silva,ORL,pts,11.5,,,,,,0
Tristan Silva,ORL,pr,11.5,,,,,,0
Tristan Silva,ORL,pa,11.5,,,,,,0
Tristan Silva,ORL,pts,10.5,,,,,,0
Tristan Silva,ORL,pts,9.5,,,,,,0
Tristan Silva,ORL,pr,9.5,,,,,,0
Tristan Silva,ORL,ra,9.5,,,,,,0
Tristan Silva,ORL,pts,8.5,,,,,,0
Tristan Silva,ORL,ra,8.5,,,,,,0
Tristan Silva,ORL,pts,7.5,,,,,,0
Tristan Silva,ORL,ra,7.5,,,,,,0
Tristan Silva,ORL,reb,6.5,,,,,,0
Tristan Silva,ORL,ra,6.5,,,,,,0
Tristan Silva,ORL,reb,5.5,,,,,,0
Tristan Silva,ORL,pts,5.5,,,,,,0
Tristan Silva,ORL,ra,5.5,,,,,,0
Tristan Silva,ORL,reb,4.5,,,,,,0
Tristan Silva,ORL,reb,3.5,,,,,,0
Tristan Silva,ORL,points1st3minutes,3.5,,,,,,0
Tristan Silva,ORL,3ptmade,3.5,,,,,,0
Tristan Silva,ORL,ast,3.5,,,,,,0
Tristan Silva,ORL,3ptmade,2.5,,,,,,0
Tristan Silva,ORL,reb,2.5,,,,,,0
Tristan Silva,ORL,points1st3minutes,2.5,,,,,,0
Tristan Silva,ORL,ast,2.5,,,,,,0
Tristan Silva,ORL,stl,2.5,,,,,,0
Tristan Silva,ORL,3ptmade,1.5,,,,,,0
Tristan Silva,ORL,ast,1.5,,,,,,0
Tristan Silva,ORL,stl,1.5,,,,,,0
Tristan Silva,ORL,3ptmade,0.5,,,,,,0
Tristan Silva,ORL,points1st3minutes,0.5,,,,,,0
Tristan Silva,ORL,assists1st3minutes,0.5,,,,,,0
Tristan Silva,ORL,rebounds1st3minutes,0.5,,,,,,0
Tristan Silva,ORL,blk,0.5,,,,,,0
Tristan Silva,ORL,stl,0.5,,,,,,0
Tristan Silva,ORL,tov,0.5,,,,,,0
Moussa Diabaté,CHA,fantasy,33.5,1631217,,,,,0
Moussa Diabaté,CHA,fantasy,22.5,1631217,,,,,0
Moussa Diabaté,CHA,pr,29.5,1631217,,,,,0
Moussa Diabaté,CHA,fantasy,27.5,1631217,,,,,0
Moussa Diabaté,CHA,pra,25.5,1631217,,,,,0
Moussa Diabaté,CHA,pr,24.5,1631217,,,,,0
Moussa Diabaté,CHA,pra,23.5,1631217,,,,,0
Moussa Diabaté,CHA,pra,21.5,1631217,,,,,0
Moussa Diabaté,CHA,pra,20.5,1631217,,,,,0
Moussa Diabaté,CHA,pr,19.5,1631217,,,,,0
Moussa Diabaté,CHA,pra,19.5,1631217,,,,,0
Moussa Diabaté,CHA,pra,18.5,1631217,,,,,0
Moussa Diabaté,CHA,pr,18.5,1631217,,,,,0
Moussa Diabaté,CHA,ra,16.5,1631217,,,,,0
Moussa Diabaté,CHA,pts,14.5,1631217,,,,,0
Moussa Diabaté,CHA,ra,14.5,1631217,,,,,0
Moussa Diabaté,CHA,pr,14.5,1631217,,,,,0
Moussa Diabaté,CHA,pa,14.5,1631217,,,,,0
Moussa Diabaté,CHA,reb,13.5,1631217,,,,,0
Moussa Diabaté,CHA,reb,12.5,1631217,,,,,0
Moussa Diabaté,CHA,reb,11.5,1631217,,,,,0
Moussa Diabaté,CHA,pts,11.5,1631217,,,,,0
Moussa Diabaté,CHA,ra,11.5,1631217,,,,,0
Moussa Diabaté,CHA,reb,10.5,1631217,,,,,0
Moussa Diabaté,CHA,pts,10.5,1631217,,,,,0
Moussa Diabaté,CHA,ra,10.5,1631217,,,,,0
Moussa Diabaté,CHA,pa,10.5,1631217,,,,,0
Moussa Diabaté,CHA,ra,9.5,1631217,,,,,0
Moussa Diabaté,CHA,reb,9.5,1631217,,,,,0
Moussa Diabaté,CHA,pa,9.5,1631217,,,,,0
Moussa Diabaté,CHA,pts,8.5,1631217,,,,,0
Moussa Diabaté,CHA,reb,8.5,1631217,,,,,0
Moussa Diabaté,CHA,reb,7.5,1631217,,,,,0
Moussa Diabaté,CHA,pts,7.5,1631217,,,,,0
Moussa Diabaté,CHA,pts,6.5,1631217,,,,,0
Moussa Diabaté,CHA,defensiverebounds,6.0,1631217,,,,,0
Moussa Diabaté,CHA,fga,5.5,1631217,,,,,0
Moussa Diabaté,CHA,pts,5.5,1631217,,,,,0
Moussa Diabaté,CHA,offensiverebounds,4.5,1631217,,,,,0
Moussa Diabaté,CHA,ast,4.5,1631217,,,,,0
Moussa Diabaté,CHA,ast,3.5,1631217,,,,,0
Moussa Diabaté,CHA,fgm,3.5,1631217,,,,,0
Moussa Diabaté,CHA,twopointersmade,3.5,1631217,,,,,0
Moussa Diabaté,CHA,points1st3minutes,3.5,1631217,,,,,0
Moussa Diabaté,CHA,ast,2.5,1631217,,,,,0
Moussa Diabaté,CHA,blk,2.5,1631217,,,,,0
Moussa Diabaté,CHA,personalfouls,2.5,1631217,,,,,0
Moussa Diabaté,CHA,ast,1.5,1631217,,,,,0
Moussa Diabaté,CHA,stocks,1.5,1631217,,,,,0
Moussa Diabaté,CHA,blk,1.5,1631217,,,,,0
Moussa Diabaté,CHA,freethrowsattempted,1.5,1631217,,,,,0
Moussa Diabaté,CHA,stl,1.5,1631217,,,,,0
Moussa Diabaté,CHA,points1st3minutes,1.5,1631217,,,,,0
Moussa Diabaté,CHA,rebounds1st3minutes,1.5,1631217,,,,,0
Moussa Diabaté,CHA,3ptattempted,0.5,1631217,,,,,0
Moussa Diabaté,CHA,blk,0.5,1631217,,,,,0
Moussa Diabaté,CHA,stl,0.5,1631217,,,,,0
Moussa Diabaté,CHA,tov,0.5,1631217,,,,,0
Moussa Diabaté,CHA,points1st3minutes,0.5,1631217,,,,,0
Moussa Diabaté,CHA,assists1st3minutes,0.5,1631217,,,,,0
Moussa Diabaté,CHA,rebounds1st3minutes,0.5,1631217,,,,,0
