player,team,prop_norm,line,nba_player_id,player_1,player_2,team_1,team_2,is_combo_player
Luka Dončić,LAL,fantasy,62.5,1629029,,,,,0
Luka Dončić,LAL,fantasy,49.5,1629029,,,,,0
Luka Dončić,LAL,fantasy,56.5,1629029,,,,,0
Luka Dončić,LAL,pra,54.5,1629029,,,,,0
Luka Dončić,LAL,pra,52.5,1629029,,,,,0
Luka Dončić,LAL,pra,49.5,1629029,,,,,0
Luka Dončić,LAL,pa,49.5,1629029,,,,,0
Luka Dončić,LAL,pr,49.5,1629029,,,,,0
Luka Dončić,LAL,pra,44.5,1629029,,,,,0
Luka Dončić,LAL,pa,44.5,1629029,,,,,0
Luka Dončić,LAL,pr,44.5,1629029,,,,,0
Luka Dončić,LAL,pra,43.5,1629029,,,,,0
Luka Dončić,LAL,pa,41.5,1629029,,,,,0
Luka Dončić,LAL,pr,40.5,1629029,,,,,0
Luka Dončić,LAL,pts,39.5,1629029,,,,,0
Luka Dončić,LAL,pra,39.5,1629029,,,,,0
Luka Dončić,LAL,pa,39.5,1629029,,,,,0
Luka Dončić,LAL,pr,37.5,1629029,,,,,0
Luka Dončić,LAL,pa,37.5,1629029,,,,,0
Luka Dončić,LAL,pa,36.5,1629029,,,,,0
Luka Dončić,LAL,pr,36.5,1629029,,,,,0
Luka Dončić,LAL,pts,34.5,1629029,,,,,0
Luka Dončić,LAL,pa,34.5,1629029,,,,,0
Luka Dončić,LAL,pr,34.5,1629029,,,,,0
Luka Dončić,LAL,pts,33.5,1629029,,,,,0
Luka Dončić,LAL,pts,31.5,1629029,,,,,0
Luka Dončić,LAL,pts,28.5,1629029,,,,,0
Luka Dončić,LAL,pts,27.5,1629029,,,,,0
Luka Dončić,LAL,pts,24.5,1629029,,,,,0
Luka Dončić,LAL,fga,23.5,1629029,,,,,0
Luka Dončić,LAL,ra,19.5,1629029,,,,,0
Luka Dončić,LAL,ra,18.5,1629029,,,,,0
Luka Dončić,LAL,ra,17.5,1629029,,,,,0
Luka Dončić,LAL,ra,15.5,1629029,,,,,0
Luka Dončić,LAL,ra,14.5,1629029,,,,,0
Luka Dončić,LAL,ra,13.5,1629029,,,,,0
Luka Dončić,LAL,twopointersattempted,12.5,1629029,,,,,0
Luka Dončić,LAL,ast,11.5,1629029,,,,,0
Luka Dončić,LAL,reb,11.5,1629029,,,,,0
