projection_id,pp_projection_id,player_id,pp_game_id,start_time,player,pos,team,opp_team,prop_type,line,pick_type,pp_home_team,pp_away_team,image_url
10277571,10277571,188017,132879,2026-03-03T20:00:00.000-05:00,Anthony Edwards,G,MIN,,Points,29.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Anthony_Edwards_NBA_player_rhlEP3GCAg5LDJD8uChjFU81.webp
10273926,10273926,188001,132663,2026-03-03T19:00:00.000-05:00,Paolo Banchero,F,ORL,,Fantasy Score,47.0,Standard,,,https://static.prizepicks.com/images/players/NBA/Paolo_Banchero_NBA_player_cSms4hTTjMfoXUcRKPQkTQDA.webp
10269988,10269988,188001,132663,2026-03-03T19:00:00.000-05:00,Paolo Banchero,F,ORL,,Pts+Rebs+Asts,45.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Paolo_Banchero_NBA_player_cSms4hTTjMfoXUcRKPQkTQDA.webp
10272012,10272012,188001,132663,2026-03-03T19:00:00.000-05:00,Paolo Banchero,F,ORL,,Pts+Rebs,44.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Paolo_Banchero_NBA_player_cSms4hTTjMfoXUcRKPQkTQDA.webp
10269987,10269987,188001,132663,2026-03-03T19:00:00.000-05:00,Paolo Banchero,F,ORL,,Pts+Rebs+Asts,43.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Paolo_Banchero_NBA_player_cSms4hTTjMfoXUcRKPQkTQDA.webp
10269990,10269990,188001,132663,2026-03-03T19:00:00.000-05:00,Paolo Banchero,F,ORL,,Pts+Rebs+Asts,40.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Paolo_Banchero_NBA_player_cSms4hTTjMfoXUcRKPQkTQDA.webp
10272008,10272008,188001,132663,2026-03-03T19:00:00.000-05:00,Paolo Banchero,F,ORL,,Pts+Asts,39.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Paolo_Banchero_NBA_player_cSms4hTTjMfoXUcRKPQkTQDA.webp
10272011,10272011,188001,132663,2026-03-03T19:00:00.000-05:00,Paolo Banchero,F,ORL,,Pts+Rebs,39.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Paolo_Banchero_NBA_player_cSms4hTTjMfoXUcRKPQkTQDA.webp
10273819,10273819,188001,132663,2026-03-03T19:00:00.000-05:00,Paolo Banchero,F,ORL,,Pts+Rebs+Asts,38.5,Goblin,,,https://static.prizepicks.com/images/players/NBA/Paolo_Banchero_NBA_player_cSms4hTTjMfoXUcRKPQkTQDA.webp
10269986,10269986,188001,132663,2026-03-03T19:00:00.000-05:00,Paolo Banchero,F,ORL,,Pts+Rebs+Asts,37.5,Goblin,,,https://static.prizepicks.com/images/players/NBA/Paolo_Banchero_NBA_player_cSms4hTTjMfoXUcRKPQkTQDA.webp
10273924,10273924,271602,132663,2026-03-03T19:00:00.000-05:00,Desmond Bane,G,ORL,,Fantasy Score,37.0,Standard,,,https://static.prizepicks.com/images/players/NBA/Desmond_Bane_NBA_player_9SEjqOvpojg4UyUy0gX8SNQS.webp
10269985,10269985,188001,132663,2026-03-03T19:00:00.000-05:00,Paolo Banchero,F,ORL,,Pts+Rebs,35.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Paolo_Banchero_NBA_player_cSms4hTTjMfoXUcRKPQkTQDA.webp
10269901,10269901,271602,132663,2026-03-03T19:00:00.000-05:00,Desmond Bane,G,ORL,,Pts+Rebs+Asts,34.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Desmond_Bane_NBA_player_9SEjqOvpojg4UyUy0gX8SNQS.webp
10271995,10271995,271602,132663,2026-03-03T19:00:00.000-05:00,Desmond Bane,G,ORL,,Pts+Asts,34.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Desmond_Bane_NBA_player_9SEjqOvpojg4UyUy0gX8SNQS.webp
10271998,10271998,271602,132663,2026-03-03T19:00:00.000-05:00,Desmond Bane,G,ORL,,Pts+Rebs,34.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Desmond_Bane_NBA_player_9SEjqOvpojg4UyUy0gX8SNQS.webp
10272007,10272007,188001,132663,2026-03-03T19:00:00.000-05:00,Paolo Banchero,F,ORL,,Pts+Asts,34.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Paolo_Banchero_NBA_player_cSms4hTTjMfoXUcRKPQkTQDA.webp
10272014,10272014,188001,132663,2026-03-03T19:00:00.000-05:00,Paolo Banchero,F,ORL,,Pts+Rebs+Asts,34.5,Goblin,,,https://static.prizepicks.com/images/players/NBA/Paolo_Banchero_NBA_player_cSms4hTTjMfoXUcRKPQkTQDA.webp
10273925,10273925,53830,132663,2026-03-03T19:00:00.000-05:00,Jalen Suggs,G,ORL,,Fantasy Score,34.0,Standard,,,https://static.prizepicks.com/images/players/NBA/Jalen_Suggs_NBA_player_I7jpOaNuORX9n8iyAuZi5K2s.webp
10269899,10269899,271602,132663,2026-03-03T19:00:00.000-05:00,Desmond Bane,G,ORL,,Pts+Rebs+Asts,32.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Desmond_Bane_NBA_player_9SEjqOvpojg4UyUy0gX8SNQS.webp
10269981,10269981,188001,132663,2026-03-03T19:00:00.000-05:00,Paolo Banchero,F,ORL,,Points,31.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Paolo_Banchero_NBA_player_cSms4hTTjMfoXUcRKPQkTQDA.webp
10269984,10269984,188001,132663,2026-03-03T19:00:00.000-05:00,Paolo Banchero,F,ORL,,Pts+Asts,31.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Paolo_Banchero_NBA_player_cSms4hTTjMfoXUcRKPQkTQDA.webp
10273921,10273921,173641,132663,2026-03-03T19:00:00.000-05:00,Anthony Black,G,ORL,,Fantasy Score,31.0,Standard,,,https://static.prizepicks.com/images/players/NBA/Anthony_Black_NBA_player_suwF3Oh8vV0aS9mPHjiv2L8n.webp
10269902,10269902,271602,132663,2026-03-03T19:00:00.000-05:00,Desmond Bane,G,ORL,,Pts+Rebs+Asts,30.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Desmond_Bane_NBA_player_9SEjqOvpojg4UyUy0gX8SNQS.webp
10269894,10269894,271602,132663,2026-03-03T19:00:00.000-05:00,Desmond Bane,G,ORL,,Points,29.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Desmond_Bane_NBA_player_9SEjqOvpojg4UyUy0gX8SNQS.webp
10269943,10269943,53830,132663,2026-03-03T19:00:00.000-05:00,Jalen Suggs,G,ORL,,Pts+Rebs+Asts,29.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Jalen_Suggs_NBA_player_I7jpOaNuORX9n8iyAuZi5K2s.webp
10269980,10269980,188001,132663,2026-03-03T19:00:00.000-05:00,Paolo Banchero,F,ORL,,Points,29.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Paolo_Banchero_NBA_player_cSms4hTTjMfoXUcRKPQkTQDA.webp
10271994,10271994,271602,132663,2026-03-03T19:00:00.000-05:00,Desmond Bane,G,ORL,,Pts+Asts,29.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Desmond_Bane_NBA_player_9SEjqOvpojg4UyUy0gX8SNQS.webp
10271997,10271997,271602,132663,2026-03-03T19:00:00.000-05:00,Desmond Bane,G,ORL,,Pts+Rebs,29.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Desmond_Bane_NBA_player_9SEjqOvpojg4UyUy0gX8SNQS.webp
10272002,10272002,53830,132663,2026-03-03T19:00:00.000-05:00,Jalen Suggs,G,ORL,,Pts+Asts,29.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Jalen_Suggs_NBA_player_I7jpOaNuORX9n8iyAuZi5K2s.webp
10272013,10272013,188001,132663,2026-03-03T19:00:00.000-05:00,Paolo Banchero,F,ORL,,Pts+Rebs,29.5,Goblin,,,https://static.prizepicks.com/images/players/NBA/Paolo_Banchero_NBA_player_cSms4hTTjMfoXUcRKPQkTQDA.webp
10272501,10272501,37711,132663,2026-03-03T19:00:00.000-05:00,Wendell Carter,C-F,ORL,,Pts+Rebs,29.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Wendell_Carter_NBA_player_D8fHvKLdHu6fJ37Fbvf4voGd.webp
10277040,10277040,53830,132663,2026-03-03T19:00:00.000-05:00,Jalen Suggs,G,ORL,,Pts+Rebs,29.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Jalen_Suggs_NBA_player_I7jpOaNuORX9n8iyAuZi5K2s.webp
10269942,10269942,53830,132663,2026-03-03T19:00:00.000-05:00,Jalen Suggs,G,ORL,,Pts+Rebs+Asts,27.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Jalen_Suggs_NBA_player_I7jpOaNuORX9n8iyAuZi5K2s.webp
10269982,10269982,188001,132663,2026-03-03T19:00:00.000-05:00,Paolo Banchero,F,ORL,,Points,27.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Paolo_Banchero_NBA_player_cSms4hTTjMfoXUcRKPQkTQDA.webp
10270115,10270115,37711,132663,2026-03-03T19:00:00.000-05:00,Wendell Carter,C-F,ORL,,Pts+Rebs+Asts,27.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Wendell_Carter_NBA_player_D8fHvKLdHu6fJ37Fbvf4voGd.webp
10273929,10273929,37711,132663,2026-03-03T19:00:00.000-05:00,Wendell Carter,C-F,ORL,,Fantasy Score,27.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Wendell_Carter_NBA_player_D8fHvKLdHu6fJ37Fbvf4voGd.webp
