team,opp_team,game_total,spread,implied_team_total,blowout_risk,low_total_flag,pace_tier,odds_source
ORL/PHX,,224.5,-2.5,113.5,False,False,NORMAL,live
PHX,ORL,224.5,2.5,111.0,False,False,NORMAL,live
ORL,PHX,224.5,-2.5,113.5,False,False,NORMAL,live
CHA,BRK,219.5,-16.5,118.0,True,False,NORMAL,live
BKN/CHA,,219.5,16.5,101.5,True,False,NORMAL,live
BKN,CHA,219.5,16.5,101.5,True,False,NORMAL,live
HOU/NYK,,218.5,1.5,108.5,False,False,NORMAL,live
HOU,NYK,218.5,1.5,108.5,False,False,NORMAL,live
NYK,HOU,218.5,-1.5,110.0,False,False,NORMAL,live
MIL/DAL,,228.5,1.5,113.5,False,False,FAST,live
DAL,MIL,228.5,-1.5,115.0,False,False,FAST,live
DET,TOR,220.5,-2.5,111.5,False,False,NORMAL,live
DET/TOR,,220.5,-2.5,111.5,False,False,NORMAL,live
TOR,DET,220.5,2.5,109.0,False,False,NORMAL,live
LAL/CLE,,236.5,-2.5,119.5,False,False,FAST,live
CLE,LAL,236.5,2.5,117.0,False,False,FAST,live
LAL,CLE,236.5,-2.5,119.5,False,False,FAST,live
LAC/POR,,227.5,-5.5,116.5,False,False,NORMAL,live
POR,LAC,227.5,5.5,111.0,False,False,NORMAL,live
LAC,POR,227.5,-5.5,116.5,False,False,NORMAL,live
