team,opp_team,game_total,spread,implied_team_total,blowout_risk,low_total_flag,pace_tier,odds_source
SAS,MIA,240.5,-5.5,123.0,False,False,FAST,live
MIA/SAS,,240.5,5.5,117.5,False,False,FAST,live
MIA,SAS,240.5,5.5,117.5,False,False,FAST,live
ORL,IND,232.5,-13.5,123.0,True,False,FAST,live
ORL/IND,,232.5,-13.5,123.0,True,False,FAST,live
IND,ORL,232.5,13.5,109.5,True,False,FAST,live
LAL,DET,226.5,-2.5,114.5,False,False,NORMAL,live
DET,LAL,226.5,2.5,112.0,False,False,NORMAL,live
DET/LAL,,226.5,2.5,112.0,False,False,NORMAL,live
OKC,PHI,221.5,-15.5,118.5,True,False,NORMAL,live
PHI/OKC,,221.5,15.5,103.0,True,False,NORMAL,live
PHI,OKC,221.5,15.5,103.0,True,False,NORMAL,live
ATL,MEM,239.5,-13.5,126.5,True,False,FAST,live
ATL/MEM,,239.5,-13.5,126.5,True,False,FAST,live
MEM,ATL,239.5,13.5,113.0,True,False,FAST,live
CHI/HOU,,229.5,7.5,111.0,False,False,FAST,live
HOU,CHI,229.5,-7.5,118.5,False,False,FAST,live
CHI,HOU,229.5,7.5,111.0,False,False,FAST,live
UTA/TOR,,230.5,12.5,109.0,True,False,FAST,live
TOR,UTA,230.5,-12.5,121.5,True,False,FAST,live
UTA,TOR,230.5,12.5,109.0,True,False,FAST,live
DAL,GSW,231.5,1.5,115.0,False,False,FAST,live
DAL/GSW,,231.5,1.5,115.0,False,False,FAST,live
GSW,DAL,231.5,-1.5,116.5,False,False,FAST,live
POR,BRK,218.5,-14.5,116.5,True,False,NORMAL,live
BKN,POR,218.5,14.5,102.0,True,False,NORMAL,live
LAC,MIL,224.5,-13.5,119.0,True,False,NORMAL,live
LAC/MIL,,224.5,-13.5,119.0,True,False,NORMAL,live
MIL,LAC,224.5,13.5,105.5,True,False,NORMAL,live
