projection_id,pp_projection_id,player_id,pp_game_id,start_time,player,pos,team,opp_team,prop_type,line,standard_line,pick_type,pp_home_team,pp_away_team,image_url,game_date
11881714,11881714,174288,156676,2026-05-06T19:00:00.000-04:00,Jalen Brunson,G,NYK,,Points,12.5,,Demon,,,https://static.prizepicks.com/images/players/NBA/Jalen_Brunson_NBA_player_yiwlT8GHgktYu1WBoRvjpRr8.webp,2026-05-06
11879441,11879441,174288,156676,2026-05-06T19:00:00.000-04:00,Jalen Brunson,G,NYK,,Points,11.5,,Demon,,,https://static.prizepicks.com/images/players/NBA/Jalen_Brunson_NBA_player_yiwlT8GHgktYu1WBoRvjpRr8.webp,2026-05-06
11879449,11879449,64150,156676,2026-05-06T19:00:00.000-04:00,Joel Embiid,C-F,PHI,,Points,11.5,,Demon,,,https://static.prizepicks.com/images/players/NBA/Joel_Embiid_NBA_player_UhZzicEIsGHhbOqDDZRX5V6V.webp,2026-05-06
11879484,11879484,64152,156676,2026-05-06T19:00:00.000-04:00,Tyrese Maxey,G,PHI,,Points,11.5,,Demon,,,https://static.prizepicks.com/images/players/NBA/Tyrese_Maxey_NBA_player_2Em7ba9RgTz4wL2vdHJo0xwR.webp,2026-05-06
11879442,11879442,174288,156676,2026-05-06T19:00:00.000-04:00,Jalen Brunson,G,NYK,,Points,9.5,,Demon,,,https://static.prizepicks.com/images/players/NBA/Jalen_Brunson_NBA_player_yiwlT8GHgktYu1WBoRvjpRr8.webp,2026-05-06
11879447,11879447,64150,156676,2026-05-06T19:00:00.000-04:00,Joel Embiid,C-F,PHI,,Points,9.5,,Demon,,,https://static.prizepicks.com/images/players/NBA/Joel_Embiid_NBA_player_UhZzicEIsGHhbOqDDZRX5V6V.webp,2026-05-06
11879482,11879482,64152,156676,2026-05-06T19:00:00.000-04:00,Tyrese Maxey,G,PHI,,Points,9.5,,Demon,,,https://static.prizepicks.com/images/players/NBA/Tyrese_Maxey_NBA_player_2Em7ba9RgTz4wL2vdHJo0xwR.webp,2026-05-06
11879997,11879997,183319,156676,2026-05-06T19:00:00.000-04:00,OG Anunoby,F-G,NYK,,Points,9.5,,Demon,,,https://static.prizepicks.com/images/players/NBA/OG_Anunoby_NBA_player_7g4oOE9EMB4tFkaOcu1UCAZ0.webp,2026-05-06
11878874,11878874,174288,156676,2026-05-06T19:00:00.000-04:00,Jalen Brunson,G,NYK,,Points,8.5,8.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Jalen_Brunson_NBA_player_yiwlT8GHgktYu1WBoRvjpRr8.webp,2026-05-06
11879444,11879444,174288,156676,2026-05-06T19:00:00.000-04:00,Jalen Brunson,G,NYK,,Points,7.5,,Goblin,,,https://static.prizepicks.com/images/players/NBA/Jalen_Brunson_NBA_player_yiwlT8GHgktYu1WBoRvjpRr8.webp,2026-05-06
11879448,11879448,64150,156676,2026-05-06T19:00:00.000-04:00,Joel Embiid,C-F,PHI,,Points,7.5,,Demon,,,https://static.prizepicks.com/images/players/NBA/Joel_Embiid_NBA_player_UhZzicEIsGHhbOqDDZRX5V6V.webp,2026-05-06
11879457,11879457,216799,156676,2026-05-06T19:00:00.000-04:00,Karl-Anthony Towns,C-F,NYK,,Points,7.5,,Demon,,,https://static.prizepicks.com/images/players/NBA/Karl-Anthony_Towns_NBA_player_qsD13lWREH4SgwkL0ZD1D8gt.webp,2026-05-06
11879478,11879478,183319,156676,2026-05-06T19:00:00.000-04:00,OG Anunoby,F-G,NYK,,Points,7.5,,Demon,,,https://static.prizepicks.com/images/players/NBA/OG_Anunoby_NBA_player_7g4oOE9EMB4tFkaOcu1UCAZ0.webp,2026-05-06
11879481,11879481,218115,156676,2026-05-06T19:00:00.000-04:00,Paul George,F,PHI,,Points,7.5,,Demon,,,https://static.prizepicks.com/images/players/NBA/Paul_George_NBA_player_H4SFculbifsDYkJeMUCIHqCm.webp,2026-05-06
11879483,11879483,64152,156676,2026-05-06T19:00:00.000-04:00,Tyrese Maxey,G,PHI,,Points,7.5,,Demon,,,https://static.prizepicks.com/images/players/NBA/Tyrese_Maxey_NBA_player_2Em7ba9RgTz4wL2vdHJo0xwR.webp,2026-05-06
11881851,11881851,271632,156676,2026-05-06T19:00:00.000-04:00,VJ Edgecombe,G,PHI,,Points,7.5,,Demon,,,https://static.prizepicks.com/images/manual/VJ_Edgecomb.png,2026-05-06
