projection_id,pp_projection_id,player_id,pp_game_id,start_time,player,pos,team,opp_team,prop_type,line,pick_type,pp_home_team,pp_away_team,image_url
10806686,10806686,173820,138259,2026-03-23T19:00:00.000-04:00,Victor Wembanyama,F-C,SAS,,Fantasy Score,28.0,Standard,,,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp
10806668,10806668,55283,138259,2026-03-23T19:00:00.000-04:00,Bam Adebayo,C-F,MIA,,Fantasy Score,22.0,Standard,,,https://static.prizepicks.com/images/players/NBA/Bam_Adebayo_NBA_player_k5AKrt98DD5x7VKXQ6GPiPz1.webp
10796568,10796568,173820,138259,2026-03-23T19:00:00.000-04:00,Victor Wembanyama,F-C,SAS,,Pts+Rebs+Asts,21.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp
10806685,10806685,217805,138259,2026-03-23T19:00:00.000-04:00,Stephon Castle,G,SAS,,Fantasy Score,18.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Stephon_Castle_NBA_player_3nImU3v39rqjCKdKG1wdfekq.webp
10797222,10797222,55283,138259,2026-03-23T19:00:00.000-04:00,Bam Adebayo,C-F,MIA,,Pts+Rebs+Asts,18.0,Standard,,,https://static.prizepicks.com/images/players/NBA/Bam_Adebayo_NBA_player_k5AKrt98DD5x7VKXQ6GPiPz1.webp
10806679,10806679,55298,138259,2026-03-23T19:00:00.000-04:00,Tyler Herro,G,MIA,,Fantasy Score,17.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Tyler_Herro_NBA_player_Bz7r2msPv6LxaUBsQ7Zgi8st.webp
10806681,10806681,226914,138259,2026-03-23T19:00:00.000-04:00,De'Aaron Fox,G,SAS,,Fantasy Score,17.5,Standard,,,https://static.prizepicks.com/images/players/NBA/De'Aaron_Fox_NBA_player_ey65igBBNutBRz0ibXh85IuZ.webp
10797237,10797237,55298,138259,2026-03-23T19:00:00.000-04:00,Tyler Herro,G,MIA,,Pts+Rebs+Asts,15.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Tyler_Herro_NBA_player_Bz7r2msPv6LxaUBsQ7Zgi8st.webp
10796563,10796563,217805,138259,2026-03-23T19:00:00.000-04:00,Stephon Castle,G,SAS,,Pts+Rebs+Asts,15.0,Standard,,,https://static.prizepicks.com/images/players/NBA/Stephon_Castle_NBA_player_3nImU3v39rqjCKdKG1wdfekq.webp
10806676,10806676,271925,138259,2026-03-23T19:00:00.000-04:00,Norman Powell,G,MIA,,Fantasy Score,14.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Norman_Powell_NBA_player_iZ2Zi8YLXUk9dnKXL0euVv1I.webp
10796548,10796548,226914,138259,2026-03-23T19:00:00.000-04:00,De'Aaron Fox,G,SAS,,Pts+Rebs+Asts,14.0,Standard,,,https://static.prizepicks.com/images/players/NBA/De'Aaron_Fox_NBA_player_ey65igBBNutBRz0ibXh85IuZ.webp
10796566,10796566,173820,138259,2026-03-23T19:00:00.000-04:00,Victor Wembanyama,F-C,SAS,,Points,13.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp
10806665,10806665,227726,138259,2026-03-23T19:00:00.000-04:00,Andrew Wiggins,F,MIA,,Fantasy Score,13.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Andrew_Wiggins_NBA_player_yKQK0gmYfGjWuANzVD4ek19k.webp
10806675,10806675,177663,138259,2026-03-23T19:00:00.000-04:00,Jaime Jaquez,G,MIA,,Fantasy Score,12.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Jaime_Jaquez_NBA_player_93WtzdYg1jI8Uxy2vKBQ4a6X.webp
10806682,10806682,56348,138259,2026-03-23T19:00:00.000-04:00,Devin Vassell,G-F,SAS,,Fantasy Score,12.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Devin_Vassell_NBA_player_1FsPF0NOGQH4fepI0eeG7MYw.webp
10797227,10797227,271925,138259,2026-03-23T19:00:00.000-04:00,Norman Powell,G,MIA,,Pts+Rebs+Asts,12.0,Standard,,,https://static.prizepicks.com/images/players/NBA/Norman_Powell_NBA_player_iZ2Zi8YLXUk9dnKXL0euVv1I.webp
10806670,10806670,228081,138259,2026-03-23T19:00:00.000-04:00,Davion Mitchell,G,MIA,,Fantasy Score,11.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Davion_Mitchell_NBA_player_ZoDFOmDX207i6ik62UoG3uK.webp
10806678,10806678,233792,138259,2026-03-23T19:00:00.000-04:00,Pelle Larsson,G,MIA,,Fantasy Score,11.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Pelle_Larsson_NBA_player_Jx5ZqeLyqZECGQziJT6zXdNr.webp
10806683,10806683,127858,138259,2026-03-23T19:00:00.000-04:00,Julian Champagnie,F,SAS,,Fantasy Score,11.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Julian_Champagnie_NBA_player_wWXts7QJavucRoRUsMbfxn9.webp
10806684,10806684,55148,138259,2026-03-23T19:00:00.000-04:00,Keldon Johnson,F-G,SAS,,Fantasy Score,11.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Keldon_Johnson_NBA_player_ytnN6jT7zYkcukGvVWoYp2zk.webp
10797220,10797220,55283,138259,2026-03-23T19:00:00.000-04:00,Bam Adebayo,C-F,MIA,,Points,11.0,Standard,,,https://static.prizepicks.com/images/players/NBA/Bam_Adebayo_NBA_player_k5AKrt98DD5x7VKXQ6GPiPz1.webp
10796553,10796553,56348,138259,2026-03-23T19:00:00.000-04:00,Devin Vassell,G-F,SAS,,Pts+Rebs+Asts,10.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Devin_Vassell_NBA_player_1FsPF0NOGQH4fepI0eeG7MYw.webp
10797235,10797235,55298,138259,2026-03-23T19:00:00.000-04:00,Tyler Herro,G,MIA,,Points,10.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Tyler_Herro_NBA_player_Bz7r2msPv6LxaUBsQ7Zgi8st.webp
