nba_player_id,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,player,pos,team,opp_team,line,prop_type,prop_norm,pick_type,standard_line,deviation_level,image_url,game_date,player_1,player_2,team_1,team_2,id_status,is_combo_player,OPP_PTS,OPP_FGA,OPP_FGM,OPP_FG3A,OPP_FG3M,OPP_FTA,OPP_TOV,OPP_2PA,OPP_2PM,OPP_2PTS,OPP_PTS_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FGA_RANK,OPP_FGM_RANK,OPP_2PA_RANK,OPP_2PM_RANK,OPP_2PTS_RANK,OPP_FTA_RANK,OPP_TOV_FORCED_RANK,OVERALL_DEF_SCORE,OVERALL_DEF_RANK,DEF_TIER,ESPN_ATHLETE_ID,data_source,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status,min_last5_avg
1630595,11801925,11801925,174245,155968,2026-05-01T19:00:00.000-04:00,,,Cade Cunningham,G,DET,ORL,10.5,Points,pts,Demon,7.0,3,https://static.prizepicks.com/images/players/NBA/Cade_Cunningham_NBA_player_mq8YRxGgt7Csv81PJK3QsXJu.webp,2026-05-01,,,,,OK,0,115.4,87.8,41.9,34.0,12.0,25.1,14.7,53.8,29.9,59.8,15,1,3,8,14,22,25,25,25,13,15.0,16,Avg,4432166,nba1q_db,7,10,8,9,4,4,3,,,,7.6,6.429,6.429,0,5,0,0,0,1,0,1,OK,
1630595,11801924,11801924,174245,155968,2026-05-01T19:00:00.000-04:00,,,Cade Cunningham,G,DET,ORL,9.5,Points,pts,Demon,7.0,2,https://static.prizepicks.com/images/players/NBA/Cade_Cunningham_NBA_player_mq8YRxGgt7Csv81PJK3QsXJu.webp,2026-05-01,,,,,OK,0,115.4,87.8,41.9,34.0,12.0,25.1,14.7,53.8,29.9,59.8,15,1,3,8,14,22,25,25,25,13,15.0,16,Avg,4432166,nba1q_db,7,10,8,9,4,4,3,,,,7.6,6.429,6.429,1,4,0,0.2,0.2,0.8,0.143,0.857,OK,
1631094,11801980,11801980,174702,155968,2026-05-01T19:00:00.000-04:00,,,Paolo Banchero,F,ORL,DET,9.5,Points,pts,Demon,5.5,3,https://static.prizepicks.com/images/players/NBA/Paolo_Banchero_NBA_player_cSms4hTTjMfoXUcRKPQkTQDA.webp,2026-05-01,,,,,OK,0,109.4,85.2,37.7,36.4,12.5,27.1,16.9,48.800000000000004,25.200000000000003,50.400000000000006,3,6,12,2,1,4,3,3,29,1,5.021505376344086,2,Elite,4432573,nba1q_db,10,6,4,9,12,8,5,7,9,10,8.2,8,8,2,3,0,0.4,0.4,0.6,0.3,0.7,OK,
1630595,11801926,11801926,174245,155968,2026-05-01T19:00:00.000-04:00,,,Cade Cunningham,G,DET,ORL,8.5,Points,pts,Demon,7.0,1,https://static.prizepicks.com/images/players/NBA/Cade_Cunningham_NBA_player_mq8YRxGgt7Csv81PJK3QsXJu.webp,2026-05-01,,,,,OK,0,115.4,87.8,41.9,34.0,12.0,25.1,14.7,53.8,29.9,59.8,15,1,3,8,14,22,25,25,25,13,15.0,16,Avg,4432166,nba1q_db,7,10,8,9,4,4,3,,,,7.6,6.429,6.429,2,3,0,0.4,0.4,0.6,0.286,0.714,OK,
1630217,11801939,11801939,271629,155968,2026-05-01T19:00:00.000-04:00,,,Desmond Bane,G,ORL,DET,8.5,Points,pts,Demon,4.5,3,https://static.prizepicks.com/images/players/NBA/Desmond_Bane_NBA_player_9SEjqOvpojg4UyUy0gX8SNQS.webp,2026-05-01,,,,,OK,0,109.4,85.2,37.7,36.4,12.5,27.1,16.9,48.800000000000004,25.200000000000003,50.400000000000006,3,6,12,2,1,4,3,3,29,1,5.021505376344086,2,Elite,4066320,nba1q_db,7,6,8,4,2,7,4,3,2,3,5.4,4.6,4.6,0,5,0,0,0,1,0,1,OK,
1631094,11801979,11801979,174702,155968,2026-05-01T19:00:00.000-04:00,,,Paolo Banchero,F,ORL,DET,8.5,Points,pts,Demon,5.5,2,https://static.prizepicks.com/images/players/NBA/Paolo_Banchero_NBA_player_cSms4hTTjMfoXUcRKPQkTQDA.webp,2026-05-01,,,,,OK,0,109.4,85.2,37.7,36.4,12.5,27.1,16.9,48.800000000000004,25.200000000000003,50.400000000000006,3,6,12,2,1,4,3,3,29,1,5.021505376344086,2,Elite,4432573,nba1q_db,10,6,4,9,12,8,5,7,9,10,8.2,8,8,3,2,0,0.6,0.6,0.4,0.5,0.5,OK,
1630217,11801938,11801938,271629,155968,2026-05-01T19:00:00.000-04:00,,,Desmond Bane,G,ORL,DET,7.5,Points,pts,Demon,4.5,2,https://static.prizepicks.com/images/players/NBA/Desmond_Bane_NBA_player_9SEjqOvpojg4UyUy0gX8SNQS.webp,2026-05-01,,,,,OK,0,109.4,85.2,37.7,36.4,12.5,27.1,16.9,48.800000000000004,25.200000000000003,50.400000000000006,3,6,12,2,1,4,3,3,29,1,5.021505376344086,2,Elite,4066320,nba1q_db,7,6,8,4,2,7,4,3,2,3,5.4,4.6,4.6,1,4,0,0.2,0.2,0.8,0.1,0.9,OK,
1631105,11801958,11801958,174247,155968,2026-05-01T19:00:00.000-04:00,,,Jalen Duren,C,DET,ORL,7.5,Points,pts,Demon,3.5,3,https://static.prizepicks.com/images/players/NBA/Jalen_Duren_NBA_player_BGtA2SxfIEpqaOA2zn9FJZhp.webp,2026-05-01,,,,,OK,0,115.4,87.8,41.9,34.0,12.0,25.1,14.7,53.8,29.9,59.8,15,1,3,8,14,22,25,25,25,13,15.0,16,Avg,4433621,nba1q_db,7,4,4,6,8,7,10,11,4,8,5.8,6.9,6.9,1,4,0,0.2,0.2,0.8,0.4,0.6,OK,
1630591,11801968,11801968,175857,155968,2026-05-01T19:00:00.000-04:00,,,Jalen Suggs,G,ORL,DET,7.5,Points,pts,Demon,,4,https://static.prizepicks.com/images/players/NBA/Jalen_Suggs_NBA_player_I7jpOaNuORX9n8iyAuZi5K2s.webp,2026-05-01,,,,,OK,0,109.4,85.2,37.7,36.4,12.5,27.1,16.9,48.800000000000004,25.200000000000003,50.400000000000006,3,6,12,2,1,4,3,3,29,1,5.021505376344086,2,Elite,4432165,nba1q_db,11,4,6,3,2,4,2,9,11,3,5.2,5.5,5.5,1,4,0,0.2,0.2,0.8,0.3,0.7,OK,
1631094,11801978,11801978,174702,155968,2026-05-01T19:00:00.000-04:00,,,Paolo Banchero,F,ORL,DET,7.5,Points,pts,Demon,5.5,1,https://static.prizepicks.com/images/players/NBA/Paolo_Banchero_NBA_player_cSms4hTTjMfoXUcRKPQkTQDA.webp,2026-05-01,,,,,OK,0,109.4,85.2,37.7,36.4,12.5,27.1,16.9,48.800000000000004,25.200000000000003,50.400000000000006,3,6,12,2,1,4,3,3,29,1,5.021505376344086,2,Elite,4432573,nba1q_db,10,6,4,9,12,8,5,7,9,10,8.2,8,8,3,2,0,0.6,0.6,0.4,0.6,0.4,OK,
