projection_id,pp_projection_id,player_id,pp_game_id,start_time,player,pos,team,opp_team,prop_type,line,standard_line,pick_type,pp_home_team,pp_away_team,image_url,game_date
11801604,11801604,54824,155971,2026-05-01T21:30:00.000-04:00,LeBron James,F,LAL,,Fantasy Score,22.5,22.5,Standard,,,https://static.prizepicks.com/images/players/NBA/LeBron_James_NBA_player_LItcyUXdmrL8VccUHVupA0OC.webp,2026-05-01
11801607,11801607,174290,155971,2026-05-01T21:30:00.000-04:00,Amen Thompson,G-F,HOU,,Fantasy Score,20.5,20.5,Standard,,,https://static.prizepicks.com/images/manual/amenthom.png,2026-05-01
11784625,11784625,54824,155971,2026-05-01T21:30:00.000-04:00,LeBron James,F,LAL,,Pts+Rebs+Asts,19.5,19.5,Standard,,,https://static.prizepicks.com/images/players/NBA/LeBron_James_NBA_player_LItcyUXdmrL8VccUHVupA0OC.webp,2026-05-01
11784607,11784607,55718,155971,2026-05-01T21:30:00.000-04:00,Alperen Sengun,C,HOU,,Pts+Rebs+Asts,18.5,18.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Alperen_Sengun_NBA_player_MDK6kDvHMx5WTOvQ8y4FbDYv.webp,2026-05-01
11801610,11801610,55935,155971,2026-05-01T21:30:00.000-04:00,Austin Reaves,G,LAL,,Fantasy Score,18.5,18.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Austin_Reaves_NBA_player_dbtdqki4v3xim48StrN2BdAW.webp,2026-05-01
11784612,11784612,174290,155971,2026-05-01T21:30:00.000-04:00,Amen Thompson,G-F,HOU,,Pts+Rebs+Asts,16.5,16.5,Standard,,,https://static.prizepicks.com/images/manual/amenthom.png,2026-05-01
11784983,11784983,55935,155971,2026-05-01T21:30:00.000-04:00,Austin Reaves,G,LAL,,Pts+Rebs+Asts,16.5,16.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Austin_Reaves_NBA_player_dbtdqki4v3xim48StrN2BdAW.webp,2026-05-01
11801613,11801613,87374,155971,2026-05-01T21:30:00.000-04:00,Jabari Smith,F,HOU,,Fantasy Score,16.5,16.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Jabari_Smith_NBA_player_ci1Do1I1DugpXxHkdZW3pTYE.webp,2026-05-01
11801615,11801615,221515,155971,2026-05-01T21:30:00.000-04:00,Reed Sheppard,G,HOU,,Fantasy Score,15.5,15.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Reed_Sheppard_NBA_player_WkcelnNzKfVZHTN7vTYM4JYf.webp,2026-05-01
11801617,11801617,92911,155971,2026-05-01T21:30:00.000-04:00,Tari Eason,F,HOU,,Fantasy Score,15.5,15.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Tari_Eason_NBA_player_2SDGUfmgoxDvwBTvUIST5lgc.webp,2026-05-01
11784620,11784620,87374,155971,2026-05-01T21:30:00.000-04:00,Jabari Smith,F,HOU,,Pts+Rebs+Asts,13.5,13.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Jabari_Smith_NBA_player_ci1Do1I1DugpXxHkdZW3pTYE.webp,2026-05-01
