nba_player_id,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,player,pos,team,opp_team,line,prop_type,prop_norm,pick_type,standard_line,deviation_level,image_url,game_date,player_1,player_2,team_1,team_2,id_status,is_combo_player,OPP_PTS,OPP_FGA,OPP_FGM,OPP_FG3A,OPP_FG3M,OPP_FTA,OPP_TOV,OPP_2PA,OPP_2PM,OPP_2PTS,OPP_PTS_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FGA_RANK,OPP_FGM_RANK,OPP_2PA_RANK,OPP_2PM_RANK,OPP_2PTS_RANK,OPP_FTA_RANK,OPP_TOV_FORCED_RANK,OVERALL_DEF_SCORE,OVERALL_DEF_RANK,DEF_TIER,ESPN_ATHLETE_ID,data_source,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status,min_last5_avg,hit_rate_status,line_games_played_5,line_hits_over_5,line_hits_under_5,line_hits_push_5,line_hit_rate_over_5,line_hit_rate_under_5
1626157,11858715,11858715,216407,156675,2026-05-04T20:00:00.000-04:00,,,Karl-Anthony Towns,C-F,NYK,PHI,0.5,3-PT Made,3ptmade,Demon,,1,https://static.prizepicks.com/images/players/NBA/Karl-Anthony_Towns_NBA_player_qsD13lWREH4SgwkL0ZD1D8gt.webp,2026-05-04,,,,,OK,0,116.1,89.6,41.8,37.9,13.4,24.2,15.4,51.7,28.4,56.8,19,17,19,19,15,12,13,13,21,9,17.129032258064516,20,Below Avg,3136195,insufficient_1h_history,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,MISSING_STAT_VALUES,,,,,,
1630540,11858716,11858716,57320,156675,2026-05-04T20:00:00.000-04:00,,,Miles McBride,G,NYK,PHI,0.5,3-PT Made,3ptmade,Standard,0.5,0,https://static.prizepicks.com/images/players/NBA/Miles_McBride_NBA_player_8YvNuEefdumSLGKRMx4kSzCH.webp,2026-05-04,,,,,OK,0,116.1,89.6,41.8,37.9,13.4,24.2,15.4,51.7,28.4,56.8,19,17,19,19,15,12,13,13,21,9,17.129032258064516,20,Below Avg,4431823,insufficient_1h_history,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,MISSING_STAT_VALUES,,,,,,
203954,11858717,11858717,55123,156675,2026-05-04T20:00:00.000-04:00,,,Joel Embiid,C-F,PHI,NYK,0.5,3-PT Made,3ptmade,Standard,0.5,0,https://static.prizepicks.com/images/players/NBA/Joel_Embiid_NBA_player_UhZzicEIsGHhbOqDDZRX5V6V.webp,2026-05-04,,,,,OK,0,110.1,85.5,39.3,38.4,13.9,22.7,14.4,47.1,25.4,50.8,5,21,22,3,4,1,4,4,11,18,6.64516129032258,3,Elite,3059318,insufficient_1h_history,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,MISSING_STAT_VALUES,,,,,,
1641705,11858364,11858364,173820,156226,2026-05-04T21:30:00.000-04:00,,,Victor Wembanyama,F-C,SAS,MIN,29.0,Fantasy Score,fantasy,Standard,29.0,0,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp,2026-05-04,,,,,OK,0,114.6,89.7,41.4,34.0,12.1,25.3,15.0,55.7,29.3,58.6,11,1,2,20,12,28,15,15,26,10,13.043010752688172,11,Above Avg,5104157,insufficient_1h_history,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,MISSING_STAT_VALUES,,,,,,
1641705,11813334,11813334,173820,156226,2026-05-04T21:30:00.000-04:00,,,Victor Wembanyama,F-C,SAS,MIN,20.5,Pts+Rebs+Asts,pra,Standard,20.5,0,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp,2026-05-04,,,,,OK,0,114.6,89.7,41.4,34.0,12.1,25.3,15.0,55.7,29.3,58.6,11,1,2,20,12,28,15,15,26,10,13.043010752688172,11,Above Avg,5104157,nba1h_db,12.0,19.0,10.0,24.0,32.0,23.0,28.0,41.0,35.0,14.0,19.4,23.8,23.8,2.0,3.0,0.0,0.4,0.4,0.6,0.6,0.4,OK,,OK,5.0,2.0,3.0,0.0,0.4,0.6
1642264,11858365,11858365,217805,156226,2026-05-04T21:30:00.000-04:00,,,Stephon Castle,G,SAS,MIN,18.5,Fantasy Score,fantasy,Standard,18.5,0,https://static.prizepicks.com/images/players/NBA/Stephon_Castle_NBA_player_3nImU3v39rqjCKdKG1wdfekq.webp,2026-05-04,,,,,OK,0,114.6,89.7,41.4,34.0,12.1,25.3,15.0,55.7,29.3,58.6,11,1,2,20,12,28,15,15,26,10,13.043010752688172,11,Above Avg,4845367,insufficient_1h_history,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,MISSING_STAT_VALUES,,,,,,
203944,11858368,11858368,216423,156226,2026-05-04T21:30:00.000-04:00,,,Julius Randle,F-C,MIN,SAS,17.5,Fantasy Score,fantasy,Standard,17.5,0,https://static.prizepicks.com/images/players/NBA/Julius_Randle_NBA_player_wdsPCeOajEY6c6aD3jSNasmp.webp,2026-05-04,,,,,OK,0,111.5,91.1,41.0,36.9,13.0,20.8,13.0,54.2,28.0,56.0,8,15,17,23,8,24,9,9,2,26,10.010752688172042,10,Above Avg,3064514,insufficient_1h_history,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,MISSING_STAT_VALUES,,,,,,
1628368,11858371,11858371,226914,156226,2026-05-04T21:30:00.000-04:00,,,De'Aaron Fox,G,SAS,MIN,17.0,Fantasy Score,fantasy,Standard,17.0,0,https://static.prizepicks.com/images/players/NBA/De'Aaron_Fox_NBA_player_ey65igBBNutBRz0ibXh85IuZ.webp,2026-05-04,,,,,OK,0,114.6,89.7,41.4,34.0,12.1,25.3,15.0,55.7,29.3,58.6,11,1,2,20,12,28,15,15,26,10,13.043010752688172,11,Above Avg,4066259,insufficient_1h_history,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,MISSING_STAT_VALUES,,,,,,
203944,11812821,11812821,216423,156226,2026-05-04T21:30:00.000-04:00,,,Julius Randle,F-C,MIN,SAS,16.0,Pts+Rebs+Asts,pra,Standard,16.0,0,https://static.prizepicks.com/images/players/NBA/Julius_Randle_NBA_player_wdsPCeOajEY6c6aD3jSNasmp.webp,2026-05-04,,,,,OK,0,111.5,91.1,41.0,36.9,13.0,20.8,13.0,54.2,28.0,56.0,8,15,17,23,8,24,9,9,2,26,10.010752688172042,10,Above Avg,3064514,nba1h_db,18.0,19.0,7.0,19.0,20.0,11.0,15.0,18.0,17.0,13.0,16.6,15.7,15.7,4.0,1.0,0.0,0.8,0.8,0.2,0.6,0.4,OK,,OK,5.0,4.0,1.0,0.0,0.8,0.2
1630245,11858377,11858377,299534,156226,2026-05-04T21:30:00.000-04:00,,,Ayo Dosunmu,G,MIN,SAS,16.0,Fantasy Score,fantasy,Standard,16.0,0,https://static.prizepicks.com/images/manual/Ayo DosunmuMIN.png,2026-05-04,,,,,OK,0,111.5,91.1,41.0,36.9,13.0,20.8,13.0,54.2,28.0,56.0,8,15,17,23,8,24,9,9,2,26,10.010752688172042,10,Above Avg,4397002,insufficient_1h_history,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,MISSING_STAT_VALUES,,,,,,
1642264,11813332,11813332,217805,156226,2026-05-04T21:30:00.000-04:00,,,Stephon Castle,G,SAS,MIN,15.5,Pts+Rebs+Asts,pra,Standard,15.5,0,https://static.prizepicks.com/images/players/NBA/Stephon_Castle_NBA_player_3nImU3v39rqjCKdKG1wdfekq.webp,2026-05-04,,,,,OK,0,114.6,89.7,41.4,34.0,12.1,25.3,15.0,55.7,29.3,58.6,11,1,2,20,12,28,15,15,26,10,13.043010752688172,11,Above Avg,4845367,nba1h_db,24.0,19.0,16.0,9.0,23.0,17.0,15.0,23.0,27.0,20.0,18.2,19.3,19.3,4.0,1.0,0.0,0.8,0.8,0.2,0.8,0.2,OK,,OK,5.0,4.0,1.0,0.0,0.8,0.2
203497,11858372,11858372,87388,156226,2026-05-04T21:30:00.000-04:00,,,Rudy Gobert,C,MIN,SAS,15.5,Fantasy Score,fantasy,Standard,15.5,0,https://static.prizepicks.com/images/players/NBA/Rudy_Gobert_NBA_player_2ozGrrcD59T4wVpCbCelKQUm.webp,2026-05-04,,,,,OK,0,111.5,91.1,41.0,36.9,13.0,20.8,13.0,54.2,28.0,56.0,8,15,17,23,8,24,9,9,2,26,10.010752688172042,10,Above Avg,3032976,insufficient_1h_history,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,MISSING_STAT_VALUES,,,,,,
1630183,11858374,11858374,55417,156226,2026-05-04T21:30:00.000-04:00,,,Jaden McDaniels,F,MIN,SAS,15.5,Fantasy Score,fantasy,Standard,15.5,0,https://static.prizepicks.com/images/players/NBA/Jaden_McDaniels_NBA_player_5g61PFxozCBSlBXJV6b3TEWs.webp,2026-05-04,,,,,OK,0,111.5,91.1,41.0,36.9,13.0,20.8,13.0,54.2,28.0,56.0,8,15,17,23,8,24,9,9,2,26,10.010752688172042,10,Above Avg,4431671,insufficient_1h_history,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,MISSING_STAT_VALUES,,,,,,
1641705,11813730,11813730,173820,156226,2026-05-04T21:30:00.000-04:00,,,Victor Wembanyama,F-C,SAS,MIN,14.0,Points,pts,Standard,14.0,0,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp,2026-05-04,,,,,OK,0,114.6,89.7,41.4,34.0,12.1,25.3,15.0,55.7,29.3,58.6,11,1,2,20,12,28,15,15,26,10,13.043010752688172,11,Above Avg,5104157,nba1h_db,7.0,9.0,5.0,21.0,24.0,17.0,13.0,27.0,21.0,7.0,13.2,15.1,15.1,2.0,3.0,0.0,0.4,0.4,0.6,0.5,0.5,OK,,OK,5.0,2.0,3.0,0.0,0.4,0.6
1628368,11813305,11813305,226914,156226,2026-05-04T21:30:00.000-04:00,,,De'Aaron Fox,G,SAS,MIN,13.5,Pts+Rebs+Asts,pra,Standard,13.5,0,https://static.prizepicks.com/images/players/NBA/De'Aaron_Fox_NBA_player_ey65igBBNutBRz0ibXh85IuZ.webp,2026-05-04,,,,,OK,0,114.6,89.7,41.4,34.0,12.1,25.3,15.0,55.7,29.3,58.6,11,1,2,20,12,28,15,15,26,10,13.043010752688172,11,Above Avg,4066259,nba1h_db,14.0,14.0,18.0,11.0,16.0,22.0,13.0,30.0,13.0,7.0,14.6,15.8,15.8,4.0,1.0,0.0,0.8,0.8,0.2,0.6,0.4,OK,,OK,5.0,4.0,1.0,0.0,0.8,0.2
1630245,11812813,11812813,299534,156226,2026-05-04T21:30:00.000-04:00,,,Ayo Dosunmu,G,MIN,SAS,13.0,Pts+Rebs+Asts,pra,Standard,13.0,0,https://static.prizepicks.com/images/manual/Ayo DosunmuMIN.png,2026-05-04,,,,,OK,0,111.5,91.1,41.0,36.9,13.0,20.8,13.0,54.2,28.0,56.0,8,15,17,23,8,24,9,9,2,26,10.010752688172042,10,Above Avg,4397002,nba1h_db,10.0,10.0,8.0,10.0,20.0,,,,,,11.6,11.6,11.6,1.0,4.0,0.0,0.2,0.2,0.8,0.2,0.8,OK,,OK,5.0,1.0,4.0,0.0,0.2,0.8
1630170,11858375,11858375,56348,156226,2026-05-04T21:30:00.000-04:00,,,Devin Vassell,G-F,SAS,MIN,13.0,Fantasy Score,fantasy,Standard,13.0,0,https://static.prizepicks.com/images/players/NBA/Devin_Vassell_NBA_player_1FsPF0NOGQH4fepI0eeG7MYw.webp,2026-05-04,,,,,OK,0,114.6,89.7,41.4,34.0,12.1,25.3,15.0,55.7,29.3,58.6,11,1,2,20,12,28,15,15,26,10,13.043010752688172,11,Above Avg,4395630,insufficient_1h_history,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,MISSING_STAT_VALUES,,,,,,
1630183,11813313,11813313,55417,156226,2026-05-04T21:30:00.000-04:00,,,Jaden McDaniels,F,MIN,SAS,12.5,Pts+Rebs+Asts,pra,Standard,12.5,0,https://static.prizepicks.com/images/players/NBA/Jaden_McDaniels_NBA_player_5g61PFxozCBSlBXJV6b3TEWs.webp,2026-05-04,,,,,OK,0,111.5,91.1,41.0,36.9,13.0,20.8,13.0,54.2,28.0,56.0,8,15,17,23,8,24,9,9,2,26,10.010752688172042,10,Above Avg,4431671,nba1h_db,20.0,9.0,10.0,16.0,11.0,16.0,,,,,13.2,13.667,13.667,2.0,3.0,0.0,0.4,0.4,0.6,0.5,0.5,OK,,OK,5.0,2.0,3.0,0.0,0.4,0.6
1629675,11858376,11858376,56962,156226,2026-05-04T21:30:00.000-04:00,,,Naz Reid,C-F,MIN,SAS,12.0,Fantasy Score,fantasy,Standard,12.0,0,https://static.prizepicks.com/images/players/NBA/Naz_Reid_NBA_player_aXWF5rxMP0McOCw8Jq9XpFvp.webp,2026-05-04,,,,,OK,0,111.5,91.1,41.0,36.9,13.0,20.8,13.0,54.2,28.0,56.0,8,15,17,23,8,24,9,9,2,26,10.010752688172042,10,Above Avg,4396971,insufficient_1h_history,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,MISSING_STAT_VALUES,,,,,,
203497,11812828,11812828,87388,156226,2026-05-04T21:30:00.000-04:00,,,Rudy Gobert,C,MIN,SAS,11.0,Pts+Rebs+Asts,pra,Standard,11.0,0,https://static.prizepicks.com/images/players/NBA/Rudy_Gobert_NBA_player_2ozGrrcD59T4wVpCbCelKQUm.webp,2026-05-04,,,,,OK,0,111.5,91.1,41.0,36.9,13.0,20.8,13.0,54.2,28.0,56.0,8,15,17,23,8,24,9,9,2,26,10.010752688172042,10,Above Avg,3032976,nba1h_db,12.0,10.0,16.0,12.0,16.0,17.0,,,,,13.2,13.833,13.833,4.0,1.0,0.0,0.8,0.8,0.2,0.833,0.167,OK,,OK,5.0,4.0,1.0,0.0,0.8,0.2
203944,11812819,11812819,216423,156226,2026-05-04T21:30:00.000-04:00,,,Julius Randle,F-C,MIN,SAS,10.5,Points,pts,Standard,10.5,0,https://static.prizepicks.com/images/players/NBA/Julius_Randle_NBA_player_wdsPCeOajEY6c6aD3jSNasmp.webp,2026-05-04,,,,,OK,0,111.5,91.1,41.0,36.9,13.0,20.8,13.0,54.2,28.0,56.0,8,15,17,23,8,24,9,9,2,26,10.010752688172042,10,Above Avg,3064514,nba1h_db,12.0,14.0,3.0,18.0,6.0,14.0,14.0,7.0,12.0,14.0,10.6,11.4,11.4,3.0,2.0,0.0,0.6,0.6,0.4,0.7,0.3,OK,,OK,5.0,3.0,2.0,0.0,0.6,0.4
1630170,11813684,11813684,56348,156226,2026-05-04T21:30:00.000-04:00,,,Devin Vassell,G-F,SAS,MIN,10.0,Pts+Rebs+Asts,pra,Standard,10.0,0,https://static.prizepicks.com/images/players/NBA/Devin_Vassell_NBA_player_1FsPF0NOGQH4fepI0eeG7MYw.webp,2026-05-04,,,,,OK,0,114.6,89.7,41.4,34.0,12.1,25.3,15.0,55.7,29.3,58.6,11,1,2,20,12,28,15,15,26,10,13.043010752688172,11,Above Avg,4395630,nba1h_db,6.0,12.0,13.0,17.0,9.0,9.0,9.0,15.0,7.0,19.0,11.4,11.6,11.6,3.0,2.0,0.0,0.6,0.6,0.4,0.5,0.5,OK,,OK,5.0,3.0,2.0,0.0,0.6,0.4
1629675,11813324,11813324,56962,156226,2026-05-04T21:30:00.000-04:00,,,Naz Reid,C-F,MIN,SAS,9.5,Pts+Rebs+Asts,pra,Standard,9.5,0,https://static.prizepicks.com/images/players/NBA/Naz_Reid_NBA_player_aXWF5rxMP0McOCw8Jq9XpFvp.webp,2026-05-04,,,,,OK,0,111.5,91.1,41.0,36.9,13.0,20.8,13.0,54.2,28.0,56.0,8,15,17,23,8,24,9,9,2,26,10.010752688172042,10,Above Avg,4396971,nba1h_db,15.0,15.0,10.0,9.0,20.0,10.0,9.0,12.0,8.0,,13.8,12.0,12.0,4.0,1.0,0.0,0.8,0.8,0.2,0.667,0.333,OK,,OK,5.0,4.0,1.0,0.0,0.8,0.2
1630245,11812811,11812811,299534,156226,2026-05-04T21:30:00.000-04:00,,,Ayo Dosunmu,G,MIN,SAS,8.5,Points,pts,Standard,8.5,0,https://static.prizepicks.com/images/manual/Ayo DosunmuMIN.png,2026-05-04,,,,,OK,0,111.5,91.1,41.0,36.9,13.0,20.8,13.0,54.2,28.0,56.0,8,15,17,23,8,24,9,9,2,26,10.010752688172042,10,Above Avg,4397002,nba1h_db,6.0,16.0,5.0,8.0,11.0,13.0,4.0,6.0,9.0,,9.2,8.667,8.667,2.0,3.0,0.0,0.4,0.4,0.6,0.444,0.556,OK,,OK,5.0,2.0,3.0,0.0,0.4,0.6
1630183,11812816,11812816,55417,156226,2026-05-04T21:30:00.000-04:00,,,Jaden McDaniels,F,MIN,SAS,8.5,Points,pts,Standard,8.5,0,https://static.prizepicks.com/images/players/NBA/Jaden_McDaniels_NBA_player_5g61PFxozCBSlBXJV6b3TEWs.webp,2026-05-04,,,,,OK,0,111.5,91.1,41.0,36.9,13.0,20.8,13.0,54.2,28.0,56.0,8,15,17,23,8,24,9,9,2,26,10.010752688172042,10,Above Avg,4431671,nba1h_db,13.0,6.0,4.0,4.0,12.0,8.0,13.0,10.0,,,7.8,8.75,8.75,2.0,3.0,0.0,0.4,0.4,0.6,0.5,0.5,OK,,OK,5.0,2.0,3.0,0.0,0.4,0.6
1642264,11813330,11813330,217805,156226,2026-05-04T21:30:00.000-04:00,,,Stephon Castle,G,SAS,MIN,8.5,Points,pts,Standard,8.5,0,https://static.prizepicks.com/images/players/NBA/Stephon_Castle_NBA_player_3nImU3v39rqjCKdKG1wdfekq.webp,2026-05-04,,,,,OK,0,114.6,89.7,41.4,34.0,12.1,25.3,15.0,55.7,29.3,58.6,11,1,2,20,12,28,15,15,26,10,13.043010752688172,11,Above Avg,4845367,nba1h_db,9.0,10.0,19.0,12.0,9.0,2.0,10.0,11.0,10.0,6.0,11.8,9.8,9.8,5.0,0.0,0.0,1.0,1.0,0.0,0.8,0.2,OK,,OK,5.0,5.0,0.0,0.0,1.0,0.0
1628368,11813682,11813682,226914,156226,2026-05-04T21:30:00.000-04:00,,,De'Aaron Fox,G,SAS,MIN,8.5,Points,pts,Standard,8.5,0,https://static.prizepicks.com/images/players/NBA/De'Aaron_Fox_NBA_player_ey65igBBNutBRz0ibXh85IuZ.webp,2026-05-04,,,,,OK,0,114.6,89.7,41.4,34.0,12.1,25.3,15.0,55.7,29.3,58.6,11,1,2,20,12,28,15,15,26,10,13.043010752688172,11,Above Avg,4066259,nba1h_db,5.0,10.0,10.0,7.0,10.0,14.0,4.0,16.0,6.0,8.0,8.4,9.0,9.0,3.0,2.0,0.0,0.6,0.6,0.4,0.5,0.5,OK,,OK,5.0,3.0,2.0,0.0,0.6,0.4
1642844,11813690,11813690,271984,156226,2026-05-04T21:30:00.000-04:00,,,Dylan Harper,G,SAS,MIN,8.0,Pts+Rebs+Asts,pra,Standard,8.0,0,https://static.prizepicks.com/images/manual/DylanHarper.png,2026-05-04,,,,,OK,0,114.6,89.7,41.4,34.0,12.1,25.3,15.0,55.7,29.3,58.6,11,1,2,20,12,28,15,15,26,10,13.043010752688172,11,Above Avg,5037871,nba1h_db,12.0,10.0,7.0,7.0,9.0,15.0,14.0,11.0,11.0,13.0,9.0,10.9,10.9,3.0,2.0,0.0,0.6,0.6,0.4,0.8,0.2,OK,,OK,5.0,3.0,2.0,0.0,0.6,0.4
1630170,11813308,11813308,56348,156226,2026-05-04T21:30:00.000-04:00,,,Devin Vassell,G-F,SAS,MIN,6.5,Points,pts,Standard,6.5,0,https://static.prizepicks.com/images/players/NBA/Devin_Vassell_NBA_player_1FsPF0NOGQH4fepI0eeG7MYw.webp,2026-05-04,,,,,OK,0,114.6,89.7,41.4,34.0,12.1,25.3,15.0,55.7,29.3,58.6,11,1,2,20,12,28,15,15,26,10,13.043010752688172,11,Above Avg,4395630,nba1h_db,6.0,2.0,8.0,8.0,6.0,15.0,5.0,5.0,5.0,11.0,6.0,7.1,7.1,2.0,3.0,0.0,0.4,0.4,0.6,0.4,0.6,OK,,OK,5.0,2.0,3.0,0.0,0.4,0.6
1629640,11834592,11834592,55148,156226,2026-05-04T21:30:00.000-04:00,,,Keldon Johnson,F-G,SAS,MIN,6.5,Pts+Rebs+Asts,pra,Standard,6.5,0,https://static.prizepicks.com/images/players/NBA/Keldon_Johnson_NBA_player_ytnN6jT7zYkcukGvVWoYp2zk.webp,2026-05-04,,,,,OK,0,114.6,89.7,41.4,34.0,12.1,25.3,15.0,55.7,29.3,58.6,11,1,2,20,12,28,15,15,26,10,13.043010752688172,11,Above Avg,4395723,nba1h_db,11.0,7.0,9.0,12.0,7.0,10.0,22.0,,,,9.2,11.143,11.143,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,OK,,OK,5.0,5.0,0.0,0.0,1.0,0.0
1629675,11812826,11812826,56962,156226,2026-05-04T21:30:00.000-04:00,,,Naz Reid,C-F,MIN,SAS,5.5,Points,pts,Standard,5.5,0,https://static.prizepicks.com/images/players/NBA/Naz_Reid_NBA_player_aXWF5rxMP0McOCw8Jq9XpFvp.webp,2026-05-04,,,,,OK,0,111.5,91.1,41.0,36.9,13.0,20.8,13.0,54.2,28.0,56.0,8,15,17,23,8,24,9,9,2,26,10.010752688172042,10,Above Avg,4396971,nba1h_db,8.0,8.0,11.0,5.0,5.0,15.0,7.0,2.0,7.0,4.0,7.4,7.2,7.2,3.0,2.0,0.0,0.6,0.6,0.4,0.6,0.4,OK,,OK,5.0,3.0,2.0,0.0,0.6,0.4
1642844,11813311,11813311,271984,156226,2026-05-04T21:30:00.000-04:00,,,Dylan Harper,G,SAS,MIN,5.0,Points,pts,Standard,5.0,0,https://static.prizepicks.com/images/manual/DylanHarper.png,2026-05-04,,,,,OK,0,114.6,89.7,41.4,34.0,12.1,25.3,15.0,55.7,29.3,58.6,11,1,2,20,12,28,15,15,26,10,13.043010752688172,11,Above Avg,5037871,nba1h_db,9.0,5.0,4.0,2.0,4.0,6.0,9.0,9.0,7.0,9.0,4.8,6.4,6.4,1.0,3.0,1.0,0.2,0.25,0.75,0.667,0.333,OK,,OK,5.0,1.0,3.0,1.0,0.2,0.6
1629640,11813319,11813319,55148,156226,2026-05-04T21:30:00.000-04:00,,,Keldon Johnson,F-G,SAS,MIN,4.5,Points,pts,Standard,4.5,0,https://static.prizepicks.com/images/players/NBA/Keldon_Johnson_NBA_player_ytnN6jT7zYkcukGvVWoYp2zk.webp,2026-05-04,,,,,OK,0,114.6,89.7,41.4,34.0,12.1,25.3,15.0,55.7,29.3,58.6,11,1,2,20,12,28,15,15,26,10,13.043010752688172,11,Above Avg,4395723,nba1h_db,7.0,2.0,4.0,3.0,4.0,4.0,8.0,6.0,6.0,4.0,4.0,4.8,4.8,1.0,4.0,0.0,0.2,0.2,0.8,0.4,0.6,OK,,OK,5.0,1.0,4.0,0.0,0.2,0.8
203497,11813327,11813327,87388,156226,2026-05-04T21:30:00.000-04:00,,,Rudy Gobert,C,MIN,SAS,4.5,Points,pts,Standard,4.5,0,https://static.prizepicks.com/images/players/NBA/Rudy_Gobert_NBA_player_2ozGrrcD59T4wVpCbCelKQUm.webp,2026-05-04,,,,,OK,0,111.5,91.1,41.0,36.9,13.0,20.8,13.0,54.2,28.0,56.0,8,15,17,23,8,24,9,9,2,26,10.010752688172042,10,Above Avg,3032976,nba1h_db,4.0,2.0,10.0,5.0,8.0,2.0,8.0,10.0,8.0,,5.8,6.333,6.333,3.0,2.0,0.0,0.6,0.6,0.4,0.667,0.333,OK,,OK,5.0,3.0,2.0,0.0,0.6,0.4
1630183,11858719,11858719,55417,156226,2026-05-04T21:30:00.000-04:00,,,Jaden McDaniels,F,MIN,SAS,0.5,3-PT Made,3ptmade,Demon,,1,https://static.prizepicks.com/images/players/NBA/Jaden_McDaniels_NBA_player_5g61PFxozCBSlBXJV6b3TEWs.webp,2026-05-04,,,,,OK,0,111.5,91.1,41.0,36.9,13.0,20.8,13.0,54.2,28.0,56.0,8,15,17,23,8,24,9,9,2,26,10.010752688172042,10,Above Avg,4431671,insufficient_1h_history,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,MISSING_STAT_VALUES,,,,,,
203944,11858720,11858720,216423,156226,2026-05-04T21:30:00.000-04:00,,,Julius Randle,F-C,MIN,SAS,0.5,3-PT Made,3ptmade,Standard,0.5,0,https://static.prizepicks.com/images/players/NBA/Julius_Randle_NBA_player_wdsPCeOajEY6c6aD3jSNasmp.webp,2026-05-04,,,,,OK,0,111.5,91.1,41.0,36.9,13.0,20.8,13.0,54.2,28.0,56.0,8,15,17,23,8,24,9,9,2,26,10.010752688172042,10,Above Avg,3064514,insufficient_1h_history,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,MISSING_STAT_VALUES,,,,,,
1628368,11858721,11858721,226914,156226,2026-05-04T21:30:00.000-04:00,,,De'Aaron Fox,G,SAS,MIN,0.5,3-PT Made,3ptmade,Standard,0.5,0,https://static.prizepicks.com/images/players/NBA/De'Aaron_Fox_NBA_player_ey65igBBNutBRz0ibXh85IuZ.webp,2026-05-04,,,,,OK,0,114.6,89.7,41.4,34.0,12.1,25.3,15.0,55.7,29.3,58.6,11,1,2,20,12,28,15,15,26,10,13.043010752688172,11,Above Avg,4066259,insufficient_1h_history,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,MISSING_STAT_VALUES,,,,,,
