team,opp_team,game_total,spread,implied_team_total,blowout_risk,low_total_flag,pace_tier,odds_source
LAC,IND,238.5,-8.5,123.5,False,False,FAST,live
IND,LAC,238.5,8.5,115.0,False,False,FAST,live
IND/LAC,,238.5,8.5,115.0,False,False,FAST,live
ATL,BOS,225.5,5.5,110.0,False,False,NORMAL,live
BOS,ATL,225.5,-5.5,115.5,False,False,NORMAL,live
CLE,MIA,243.5,-5.5,124.5,False,False,FAST,live
MIA,CLE,243.5,5.5,119.0,False,False,FAST,live
BOS/ATL,,225.5,-5.5,115.5,False,False,NORMAL,live
CLE/MIA,,243.5,-5.5,124.5,False,False,FAST,live
OKC,CHI,238.5,-19.5,129.0,True,False,FAST,live
CHI,OKC,238.5,19.5,109.5,True,False,FAST,live
HOU,MEM,227.5,-13.5,120.5,True,False,NORMAL,live
MEM,HOU,227.5,13.5,107.0,True,False,NORMAL,live
OKC/CHI,,238.5,-19.5,129.0,True,False,FAST,live
MEM/HOU,,227.5,13.5,107.0,True,False,NORMAL,live
TOR,NOP,228.5,-9.5,119.0,True,False,FAST,live
NOP,TOR,228.5,9.5,109.5,True,False,FAST,live
TOR/NOP,,228.5,-9.5,119.0,True,False,FAST,live
DEN,UTA,248.5,-18.5,133.5,True,False,FAST,live
UTA,DEN,248.5,18.5,115.0,True,False,FAST,live
DEN/UTA,,248.5,-18.5,133.5,True,False,FAST,live
DAL,POR,239.5,10.5,114.5,True,False,FAST,live
POR,DAL,239.5,-10.5,125.0,True,False,FAST,live
GSW,WAS,232.5,-13.5,123.0,True,False,FAST,live
WAS,GSW,232.5,13.5,109.5,True,False,FAST,live
POR/DAL,,239.5,-10.5,125.0,True,False,FAST,live
GSW/WAS,,232.5,-13.5,123.0,True,False,FAST,live
LAL,BRK,222.5,-15.5,119.0,True,False,NORMAL,live
BKN,LAL,222.5,15.5,103.5,True,False,NORMAL,live
LAL/BKN,,222.5,-15.5,119.0,True,False,NORMAL,live
