projection_id,pp_projection_id,player_id,pp_game_id,start_time,player,pos,team,opp_team,prop_type,line,pick_type,pp_home_team,pp_away_team,image_url
10801060,10801060,174328,138259,2026-03-23T19:00:00.000-04:00,Victor Wembanyama,F-C,SAS,,Points,11.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp
10804173,10804173,64156,138259,2026-03-23T19:00:00.000-04:00,Bam Adebayo,C-F,MIA,,Points,10.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Bam_Adebayo_NBA_player_k5AKrt98DD5x7VKXQ6GPiPz1.webp
10800756,10800756,227063,138259,2026-03-23T19:00:00.000-04:00,De'Aaron Fox,G,SAS,,Points,9.5,Demon,,,https://static.prizepicks.com/images/players/NBA/De'Aaron_Fox_NBA_player_ey65igBBNutBRz0ibXh85IuZ.webp
10801059,10801059,174328,138259,2026-03-23T19:00:00.000-04:00,Victor Wembanyama,F-C,SAS,,Points,9.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp
10801797,10801797,64159,138259,2026-03-23T19:00:00.000-04:00,Tyler Herro,G,MIA,,Points,9.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Tyler_Herro_NBA_player_Bz7r2msPv6LxaUBsQ7Zgi8st.webp
10804172,10804172,64156,138259,2026-03-23T19:00:00.000-04:00,Bam Adebayo,C-F,MIA,,Points,9.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Bam_Adebayo_NBA_player_k5AKrt98DD5x7VKXQ6GPiPz1.webp
10804171,10804171,64156,138259,2026-03-23T19:00:00.000-04:00,Bam Adebayo,C-F,MIA,,Points,8.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Bam_Adebayo_NBA_player_k5AKrt98DD5x7VKXQ6GPiPz1.webp
10804183,10804183,64159,138259,2026-03-23T19:00:00.000-04:00,Tyler Herro,G,MIA,,Points,8.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Tyler_Herro_NBA_player_Bz7r2msPv6LxaUBsQ7Zgi8st.webp
10800754,10800754,227063,138259,2026-03-23T19:00:00.000-04:00,De'Aaron Fox,G,SAS,,Points,7.5,Demon,,,https://static.prizepicks.com/images/players/NBA/De'Aaron_Fox_NBA_player_ey65igBBNutBRz0ibXh85IuZ.webp
10801058,10801058,174328,138259,2026-03-23T19:00:00.000-04:00,Victor Wembanyama,F-C,SAS,,Points,7.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp
10801796,10801796,64159,138259,2026-03-23T19:00:00.000-04:00,Tyler Herro,G,MIA,,Points,7.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Tyler_Herro_NBA_player_Bz7r2msPv6LxaUBsQ7Zgi8st.webp
10804189,10804189,174324,138259,2026-03-23T19:00:00.000-04:00,Devin Vassell,G-F,SAS,,Points,7.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Devin_Vassell_NBA_player_1FsPF0NOGQH4fepI0eeG7MYw.webp
10804201,10804201,218687,138259,2026-03-23T19:00:00.000-04:00,Stephon Castle,G,SAS,,Points,7.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Stephon_Castle_NBA_player_3nImU3v39rqjCKdKG1wdfekq.webp
10808046,10808046,271642,138259,2026-03-23T19:00:00.000-04:00,Norman Powell,G,MIA,,Points,7.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Norman_Powell_NBA_player_iZ2Zi8YLXUk9dnKXL0euVv1I.webp
10804169,10804169,227822,138259,2026-03-23T19:00:00.000-04:00,Andrew Wiggins,F,MIA,,Points,6.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Andrew_Wiggins_NBA_player_yKQK0gmYfGjWuANzVD4ek19k.webp
10804181,10804181,233794,138259,2026-03-23T19:00:00.000-04:00,Pelle Larsson,G,MIA,,Points,6.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Pelle_Larsson_NBA_player_Jx5ZqeLyqZECGQziJT6zXdNr.webp
10804188,10804188,174324,138259,2026-03-23T19:00:00.000-04:00,Devin Vassell,G-F,SAS,,Points,6.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Devin_Vassell_NBA_player_1FsPF0NOGQH4fepI0eeG7MYw.webp
10804194,10804194,182568,138259,2026-03-23T19:00:00.000-04:00,Julian Champagnie,F,SAS,,Points,6.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Julian_Champagnie_NBA_player_wWXts7QJavucRoRUsMbfxn9.webp
10804199,10804199,218687,138259,2026-03-23T19:00:00.000-04:00,Stephon Castle,G,SAS,,Points,6.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Stephon_Castle_NBA_player_3nImU3v39rqjCKdKG1wdfekq.webp
10804207,10804207,174328,138259,2026-03-23T19:00:00.000-04:00,Victor Wembanyama,F-C,SAS,,Rebounds,6.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp
10807897,10807897,64156,138259,2026-03-23T19:00:00.000-04:00,Bam Adebayo,C-F,MIA,,Points,6.5,Goblin,,,https://static.prizepicks.com/images/players/NBA/Bam_Adebayo_NBA_player_k5AKrt98DD5x7VKXQ6GPiPz1.webp
10796574,10796574,174328,138259,2026-03-23T19:00:00.000-04:00,Victor Wembanyama,F-C,SAS,,Points,5.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp
