MLB_PLAYER_ID,SEASON,GAME_DATE,GAME_ID,PLAYER_TYPE,PROP_NORM,STAT_VALUE
669432,2026,2026-03-26,824865,pitcher,strikeouts,1
669432,2026,2026-03-26,824865,pitcher,pitching_outs,3
669432,2026,2026-03-26,824865,pitcher,innings_pitched,1
669432,2026,2026-03-26,824865,pitcher,hits_allowed,1
669432,2026,2026-03-26,824865,pitcher,earned_runs,0
669432,2026,2026-03-26,824865,pitcher,walks_allowed,0
669432,2026,2026-03-26,824865,pitcher,batters_faced,4
657746,2026,2026-03-26,824865,pitcher,strikeouts,1
657746,2026,2026-03-26,824865,pitcher,pitching_outs,3
657746,2026,2026-03-26,824865,pitcher,innings_pitched,1
657746,2026,2026-03-26,824865,pitcher,hits_allowed,0
657746,2026,2026-03-26,824865,pitcher,earned_runs,0
657746,2026,2026-03-26,824865,pitcher,walks_allowed,0
657746,2026,2026-03-26,824865,pitcher,batters_faced,3
621439,2026,2026-03-26,824865,hitter,hits,0
621439,2026,2026-03-26,824865,hitter,total_bases,0
621439,2026,2026-03-26,824865,hitter,home_runs,0
621439,2026,2026-03-26,824865,hitter,rbi,0
621439,2026,2026-03-26,824865,hitter,runs,0
621439,2026,2026-03-26,824865,hitter,walks,0
621439,2026,2026-03-26,824865,hitter,stolen_bases,0
621439,2026,2026-03-26,824865,hitter,fantasy_score,0
621439,2026,2026-03-26,824865,hitter,hits_runs_rbi,0
621439,2026,2026-03-26,824865,hitter,singles,0
621439,2026,2026-03-26,824865,hitter,doubles,0
621439,2026,2026-03-26,824865,hitter,triples,0
683002,2026,2026-03-26,824865,hitter,hits,0
683002,2026,2026-03-26,824865,hitter,total_bases,0
683002,2026,2026-03-26,824865,hitter,home_runs,0
683002,2026,2026-03-26,824865,hitter,rbi,0
683002,2026,2026-03-26,824865,hitter,runs,0
683002,2026,2026-03-26,824865,hitter,walks,0
683002,2026,2026-03-26,824865,hitter,stolen_bases,0
683002,2026,2026-03-26,824865,hitter,fantasy_score,0
683002,2026,2026-03-26,824865,hitter,hits_runs_rbi,0
683002,2026,2026-03-26,824865,hitter,singles,0
683002,2026,2026-03-26,824865,hitter,doubles,0
683002,2026,2026-03-26,824865,hitter,triples,0
624413,2026,2026-03-26,824865,hitter,hits,0
624413,2026,2026-03-26,824865,hitter,total_bases,0
624413,2026,2026-03-26,824865,hitter,home_runs,0
624413,2026,2026-03-26,824865,hitter,rbi,0
624413,2026,2026-03-26,824865,hitter,runs,0
624413,2026,2026-03-26,824865,hitter,walks,0
624413,2026,2026-03-26,824865,hitter,stolen_bases,0
624413,2026,2026-03-26,824865,hitter,fantasy_score,0
624413,2026,2026-03-26,824865,hitter,hits_runs_rbi,0
624413,2026,2026-03-26,824865,hitter,singles,0
624413,2026,2026-03-26,824865,hitter,doubles,0
624413,2026,2026-03-26,824865,hitter,triples,0
694212,2026,2026-03-26,824865,hitter,hits,0
694212,2026,2026-03-26,824865,hitter,total_bases,0
