espn_id,player_name,player_key,tournament_date,tournament_name,round,strokes,birdies,bogeys,pars,birdies_or_better,bogeys_or_worse,holes_played
,Lucas Glover,lucas glover,2026-06-04,the Memorial Tournament pres. by Workday,4,74.0,4.0,4.0,0.0,4.0,5.0,9.0
,Michael Kim,michael kim,2026-06-04,the Memorial Tournament pres. by Workday,4,72.0,4.0,4.0,2.0,4.0,4.0,10.0
,Patrick Rodgers,patrick rodgers,2026-06-04,the Memorial Tournament pres. by Workday,4,75.0,1.0,4.0,8.0,1.0,4.0,13.0
,Ryo Hisatsune,ryo hisatsune,2026-06-04,the Memorial Tournament pres. by Workday,4,79.0,1.0,3.0,5.0,1.0,5.0,11.0
,Corey Conners,corey conners,2026-06-04,the Memorial Tournament pres. by Workday,4,78.0,1.0,3.0,6.0,1.0,5.0,12.0
,J.T. Poston,j t poston,2026-06-04,the Memorial Tournament pres. by Workday,3,69.0,6.0,3.0,0.0,6.0,3.0,9.0
,Ryan Gerard,ryan gerard,2026-06-04,the Memorial Tournament pres. by Workday,3,72.0,4.0,4.0,2.0,4.0,4.0,10.0
,Wyndham Clark,wyndham clark,2026-06-04,the Memorial Tournament pres. by Workday,3,68.0,6.0,2.0,2.0,6.0,2.0,10.0
,Tommy Fleetwood,tommy fleetwood,2026-06-04,the Memorial Tournament pres. by Workday,3,70.0,5.0,3.0,2.0,5.0,3.0,10.0
,Sam Burns,sam burns,2026-06-04,the Memorial Tournament pres. by Workday,3,71.0,4.0,1.0,6.0,4.0,2.0,12.0
,Kristoffer Reitan,kristoffer reitan,2026-06-04,the Memorial Tournament pres. by Workday,3,70.0,4.0,4.0,0.0,4.0,5.0,9.0
,Alex Fitzpatrick,alex fitzpatrick,2026-06-04,the Memorial Tournament pres. by Workday,3,72.0,4.0,4.0,2.0,4.0,4.0,10.0
,Eric Cole,eric cole,2026-06-04,the Memorial Tournament pres. by Workday,3,70.0,3.0,3.0,4.0,3.0,4.0,11.0
,Alex Noren,alex noren,2026-06-04,the Memorial Tournament pres. by Workday,3,67.0,6.0,1.0,4.0,6.0,1.0,11.0
,Si Woo Kim,si woo kim,2026-06-04,the Memorial Tournament pres. by Workday,3,69.0,4.0,1.0,8.0,4.0,1.0,13.0
,Maverick McNealy,maverick mcnealy,2026-06-04,the Memorial Tournament pres. by Workday,3,68.0,2.0,0.0,12.0,2.0,1.0,15.0
,Adam Scott,adam scott,2026-06-04,the Memorial Tournament pres. by Workday,3,72.0,5.0,1.0,2.0,5.0,3.0,10.0
,Rory McIlroy,rory mcilroy,2026-06-04,the Memorial Tournament pres. by Workday,3,71.0,4.0,3.0,4.0,4.0,3.0,11.0
,Scottie Scheffler,scottie scheffler,2026-06-04,the Memorial Tournament pres. by Workday,3,68.0,5.0,3.0,0.0,5.0,4.0,9.0
,J.J. Spaun,j j spaun,2026-06-04,the Memorial Tournament pres. by Workday,3,68.0,6.0,2.0,2.0,6.0,2.0,10.0
,Patrick Cantlay,patrick cantlay,2026-06-04,the Memorial Tournament pres. by Workday,3,76.0,3.0,5.0,0.0,3.0,6.0,9.0
,Harris English,harris english,2026-06-04,the Memorial Tournament pres. by Workday,3,69.0,5.0,2.0,4.0,5.0,2.0,11.0
,Justin Thomas,justin thomas,2026-06-04,the Memorial Tournament pres. by Workday,3,72.0,3.0,1.0,8.0,3.0,2.0,13.0
,Aaron Rai,aaron rai,2026-06-04,the Memorial Tournament pres. by Workday,3,73.0,3.0,2.0,6.0,3.0,3.0,12.0
,Keegan Bradley,keegan bradley,2026-06-04,the Memorial Tournament pres. by Workday,3,69.0,4.0,3.0,2.0,4.0,4.0,10.0
,Russell Henley,russell henley,2026-06-04,the Memorial Tournament pres. by Workday,3,71.0,2.0,1.0,12.0,2.0,1.0,15.0
,Bud Cauley,bud cauley,2026-06-04,the Memorial Tournament pres. by Workday,3,71.0,4.0,3.0,4.0,4.0,3.0,11.0
,Matt Kuchar,matt kuchar,2026-06-04,the Memorial Tournament pres. by Workday,3,72.0,3.0,3.0,6.0,3.0,3.0,12.0
,Kurt Kitayama,kurt kitayama,2026-06-04,the Memorial Tournament pres. by Workday,3,71.0,3.0,2.0,8.0,3.0,2.0,13.0
,Shane Lowry,shane lowry,2026-06-04,the Memorial Tournament pres. by Workday,3,71.0,2.0,1.0,12.0,2.0,1.0,15.0
,Chris Gotterup,chris gotterup,2026-06-04,the Memorial Tournament pres. by Workday,3,70.0,4.0,4.0,0.0,4.0,5.0,9.0
,Ryan Fox,ryan fox,2026-06-04,the Memorial Tournament pres. by Workday,3,71.0,4.0,3.0,4.0,4.0,3.0,11.0
,Tony Finau,tony finau,2026-06-04,the Memorial Tournament pres. by Workday,3,73.0,4.0,5.0,0.0,4.0,5.0,9.0
,Xander Schauffele,xander schauffele,2026-06-04,the Memorial Tournament pres. by Workday,3,74.0,3.0,5.0,2.0,3.0,5.0,10.0
,Harry Hall,harry hall,2026-06-04,the Memorial Tournament pres. by Workday,3,71.0,5.0,2.0,2.0,5.0,3.0,10.0
,Jacob Bridgeman,jacob bridgeman,2026-06-04,the Memorial Tournament pres. by Workday,3,77.0,2.0,2.0,7.0,2.0,3.0,12.0
,Brandt Snedeker,brandt snedeker,2026-06-04,the Memorial Tournament pres. by Workday,3,75.0,3.0,4.0,2.0,3.0,5.0,10.0
,Gary Woodland,gary woodland,2026-06-04,the Memorial Tournament pres. by Workday,3,76.0,2.0,2.0,6.0,2.0,4.0,12.0
,Matt Fitzpatrick,matt fitzpatrick,2026-06-04,the Memorial Tournament pres. by Workday,3,73.0,1.0,2.0,12.0,1.0,2.0,15.0
,Ludvig Åberg,ludvig aberg,2026-06-04,the Memorial Tournament pres. by Workday,3,69.0,4.0,1.0,8.0,4.0,1.0,13.0
,Nico Echavarria,nico echavarria,2026-06-04,the Memorial Tournament pres. by Workday,3,75.0,1.0,4.0,8.0,1.0,4.0,13.0
,Sudarshan Yellamaraju,sudarshan yellamaraju,2026-06-04,the Memorial Tournament pres. by Workday,3,74.0,3.0,3.0,4.0,3.0,4.0,11.0
,Sepp Straka,sepp straka,2026-06-04,the Memorial Tournament pres. by Workday,3,72.0,4.0,2.0,4.0,4.0,3.0,11.0
,Hideki Matsuyama,hideki matsuyama,2026-06-04,the Memorial Tournament pres. by Workday,3,78.0,2.0,4.0,2.0,2.0,6.0,10.0
,Taylor Pendrith,taylor pendrith,2026-06-04,the Memorial Tournament pres. by Workday,3,77.0,1.0,4.0,6.0,1.0,5.0,12.0
,Nick Taylor,nick taylor,2026-06-04,the Memorial Tournament pres. by Workday,3,73.0,3.0,4.0,4.0,3.0,4.0,11.0
,Mac Meissner,mac meissner,2026-06-04,the Memorial Tournament pres. by Workday,3,75.0,3.0,4.0,2.0,3.0,5.0,10.0
,Cameron Young,cameron young,2026-06-04,the Memorial Tournament pres. by Workday,3,76.0,2.0,6.0,2.0,2.0,6.0,10.0
,Lucas Glover,lucas glover,2026-06-04,the Memorial Tournament pres. by Workday,3,73.0,3.0,4.0,4.0,3.0,4.0,11.0
,Michael Kim,michael kim,2026-06-04,the Memorial Tournament pres. by Workday,3,77.0,2.0,3.0,4.0,2.0,5.0,11.0
,Tom Hoge,tom hoge,2026-06-04,the Memorial Tournament pres. by Workday,3,75.0,2.0,2.0,9.0,2.0,2.0,13.0
,Ryo Hisatsune,ryo hisatsune,2026-06-04,the Memorial Tournament pres. by Workday,3,78.0,1.0,4.0,7.0,1.0,4.0,12.0
,J.T. Poston,j t poston,2026-06-04,the Memorial Tournament pres. by Workday,2,65.0,8.0,1.0,0.0,8.0,1.0,9.0
,Ryan Gerard,ryan gerard,2026-06-04,the Memorial Tournament pres. by Workday,2,69.0,5.0,2.0,4.0,5.0,2.0,11.0
,Wyndham Clark,wyndham clark,2026-06-04,the Memorial Tournament pres. by Workday,2,75.0,2.0,5.0,4.0,2.0,5.0,11.0
,Tommy Fleetwood,tommy fleetwood,2026-06-04,the Memorial Tournament pres. by Workday,2,73.0,2.0,3.0,8.0,2.0,3.0,13.0
,Sam Burns,sam burns,2026-06-04,the Memorial Tournament pres. by Workday,2,69.0,3.0,2.0,6.0,3.0,3.0,12.0
,Kristoffer Reitan,kristoffer reitan,2026-06-04,the Memorial Tournament pres. by Workday,2,70.0,4.0,2.0,6.0,4.0,2.0,12.0
,Alex Fitzpatrick,alex fitzpatrick,2026-06-04,the Memorial Tournament pres. by Workday,2,71.0,4.0,3.0,4.0,4.0,3.0,11.0
,Eric Cole,eric cole,2026-06-04,the Memorial Tournament pres. by Workday,2,69.0,6.0,1.0,2.0,6.0,2.0,10.0
,Alex Noren,alex noren,2026-06-04,the Memorial Tournament pres. by Workday,2,74.0,2.0,4.0,6.0,2.0,4.0,12.0
,Si Woo Kim,si woo kim,2026-06-04,the Memorial Tournament pres. by Workday,2,76.0,2.0,4.0,4.0,2.0,5.0,11.0
,Maverick McNealy,maverick mcnealy,2026-06-04,the Memorial Tournament pres. by Workday,2,73.0,4.0,3.0,2.0,4.0,4.0,10.0
,Rory McIlroy,rory mcilroy,2026-06-04,the Memorial Tournament pres. by Workday,2,74.0,3.0,3.0,4.0,3.0,4.0,11.0
,Justin Rose,justin rose,2026-06-04,the Memorial Tournament pres. by Workday,2,76.0,2.0,6.0,2.0,2.0,6.0,10.0
,Scottie Scheffler,scottie scheffler,2026-06-04,the Memorial Tournament pres. by Workday,2,72.0,3.0,3.0,6.0,3.0,3.0,12.0
,J.J. Spaun,j j spaun,2026-06-04,the Memorial Tournament pres. by Workday,2,77.0,1.0,4.0,6.0,1.0,5.0,12.0
,Patrick Cantlay,patrick cantlay,2026-06-04,the Memorial Tournament pres. by Workday,2,72.0,4.0,2.0,4.0,4.0,3.0,11.0
,Harris English,harris english,2026-06-04,the Memorial Tournament pres. by Workday,2,76.0,1.0,5.0,6.0,1.0,5.0,12.0
,Justin Thomas,justin thomas,2026-06-04,the Memorial Tournament pres. by Workday,2,75.0,1.0,4.0,8.0,1.0,4.0,13.0
,Aaron Rai,aaron rai,2026-06-04,the Memorial Tournament pres. by Workday,2,70.0,3.0,1.0,10.0,3.0,1.0,14.0
,Russell Henley,russell henley,2026-06-04,the Memorial Tournament pres. by Workday,2,76.0,1.0,3.0,8.0,1.0,4.0,13.0
,Bud Cauley,bud cauley,2026-06-04,the Memorial Tournament pres. by Workday,2,74.0,4.0,4.0,0.0,4.0,5.0,9.0
,Matt Kuchar,matt kuchar,2026-06-04,the Memorial Tournament pres. by Workday,2,71.0,4.0,3.0,4.0,4.0,3.0,11.0
,Kurt Kitayama,kurt kitayama,2026-06-04,the Memorial Tournament pres. by Workday,2,72.0,3.0,3.0,6.0,3.0,3.0,12.0
,Shane Lowry,shane lowry,2026-06-04,the Memorial Tournament pres. by Workday,2,73.0,5.0,2.0,0.0,5.0,4.0,9.0
,Chris Gotterup,chris gotterup,2026-06-04,the Memorial Tournament pres. by Workday,2,74.0,1.0,5.0,4.0,1.0,6.0,11.0
,Ryan Fox,ryan fox,2026-06-04,the Memorial Tournament pres. by Workday,2,77.0,3.0,3.0,3.0,3.0,4.0,10.0
,Tony Finau,tony finau,2026-06-04,the Memorial Tournament pres. by Workday,2,74.0,2.0,4.0,6.0,2.0,4.0,12.0
,Xander Schauffele,xander schauffele,2026-06-04,the Memorial Tournament pres. by Workday,2,70.0,4.0,2.0,6.0,4.0,2.0,12.0
,Harry Hall,harry hall,2026-06-04,the Memorial Tournament pres. by Workday,2,71.0,5.0,4.0,0.0,5.0,4.0,9.0
,Sungjae Im,sungjae im,2026-06-04,the Memorial Tournament pres. by Workday,2,72.0,3.0,3.0,2.0,3.0,5.0,10.0
,Sahith Theegala,sahith theegala,2026-06-04,the Memorial Tournament pres. by Workday,2,71.0,3.0,2.0,8.0,3.0,2.0,13.0
,Denny McCarthy,denny mccarthy,2026-06-04,the Memorial Tournament pres. by Workday,2,75.0,2.0,3.0,6.0,2.0,4.0,12.0
,Jacob Bridgeman,jacob bridgeman,2026-06-04,the Memorial Tournament pres. by Workday,2,69.0,4.0,1.0,8.0,4.0,1.0,13.0
,Brandt Snedeker,brandt snedeker,2026-06-04,the Memorial Tournament pres. by Workday,2,72.0,3.0,3.0,2.0,3.0,5.0,10.0
,Gary Woodland,gary woodland,2026-06-04,the Memorial Tournament pres. by Workday,2,74.0,3.0,3.0,4.0,3.0,4.0,11.0
,Matt Fitzpatrick,matt fitzpatrick,2026-06-04,the Memorial Tournament pres. by Workday,2,71.0,3.0,2.0,8.0,3.0,2.0,13.0
,Nico Echavarria,nico echavarria,2026-06-04,the Memorial Tournament pres. by Workday,2,75.0,3.0,4.0,2.0,3.0,5.0,10.0
,Sudarshan Yellamaraju,sudarshan yellamaraju,2026-06-04,the Memorial Tournament pres. by Workday,2,75.0,2.0,3.0,6.0,2.0,4.0,12.0
,Sepp Straka,sepp straka,2026-06-04,the Memorial Tournament pres. by Workday,2,75.0,2.0,1.0,8.0,2.0,3.0,13.0
,Hideki Matsuyama,hideki matsuyama,2026-06-04,the Memorial Tournament pres. by Workday,2,73.0,3.0,4.0,4.0,3.0,4.0,11.0
,Taylor Pendrith,taylor pendrith,2026-06-04,the Memorial Tournament pres. by Workday,2,73.0,2.0,3.0,8.0,2.0,3.0,13.0
,Mac Meissner,mac meissner,2026-06-04,the Memorial Tournament pres. by Workday,2,74.0,2.0,4.0,6.0,2.0,4.0,12.0
,Cameron Young,cameron young,2026-06-04,the Memorial Tournament pres. by Workday,2,74.0,3.0,3.0,4.0,3.0,4.0,11.0
,Lucas Glover,lucas glover,2026-06-04,the Memorial Tournament pres. by Workday,2,76.0,2.0,6.0,2.0,2.0,6.0,10.0
,Michael Kim,michael kim,2026-06-04,the Memorial Tournament pres. by Workday,2,72.0,4.0,4.0,2.0,4.0,4.0,10.0
,Ryo Hisatsune,ryo hisatsune,2026-06-04,the Memorial Tournament pres. by Workday,2,76.0,3.0,4.0,3.0,3.0,4.0,10.0
,Corey Conners,corey conners,2026-06-04,the Memorial Tournament pres. by Workday,2,75.0,4.0,4.0,1.0,4.0,4.0,9.0
,Matt McCarty,matt mccarty,2026-06-04,the Memorial Tournament pres. by Workday,2,69.0,4.0,1.0,8.0,4.0,1.0,13.0
,Brian Harman,brian harman,2026-06-04,the Memorial Tournament pres. by Workday,2,74.0,3.0,1.0,6.0,3.0,3.0,12.0
,Brian Campbell,brian campbell,2026-06-04,the Memorial Tournament pres. by Workday,2,74.0,3.0,5.0,2.0,3.0,5.0,10.0
,Jason Day,jason day,2026-06-04,the Memorial Tournament pres. by Workday,2,76.0,2.0,4.0,4.0,2.0,5.0,11.0
,Billy Horschel,billy horschel,2026-06-04,the Memorial Tournament pres. by Workday,2,76.0,3.0,5.0,0.0,3.0,6.0,9.0
,Jordan Spieth,jordan spieth,2026-06-04,the Memorial Tournament pres. by Workday,2,79.0,1.0,4.0,4.0,1.0,6.0,11.0
,Andrew Novak,andrew novak,2026-06-04,the Memorial Tournament pres. by Workday,2,79.0,3.0,3.0,1.0,3.0,5.0,9.0
,Robert MacIntyre,robert macintyre,2026-06-04,the Memorial Tournament pres. by Workday,2,74.0,3.0,5.0,2.0,3.0,5.0,10.0
,Ben Griffin,ben griffin,2026-06-04,the Memorial Tournament pres. by Workday,2,77.0,0.0,5.0,8.0,0.0,5.0,13.0
,Mark Hubbard,mark hubbard,2026-06-04,the Memorial Tournament pres. by Workday,2,77.0,1.0,4.0,6.0,1.0,5.0,12.0
,Nicolai Højgaard,nicolai hjgaard,2026-06-04,the Memorial Tournament pres. by Workday,2,78.0,2.0,4.0,2.0,2.0,6.0,10.0
,Akshay Bhatia,akshay bhatia,2026-06-04,the Memorial Tournament pres. by Workday,2,80.0,0.0,8.0,2.0,0.0,8.0,10.0
,Daniel Berger,daniel berger,2026-06-04,the Memorial Tournament pres. by Workday,2,81.0,1.0,5.0,3.0,1.0,6.0,10.0
,Pierceson Coody,pierceson coody,2026-06-04,the Memorial Tournament pres. by Workday,2,76.0,0.0,2.0,12.0,0.0,3.0,15.0
,Sam Stevens,sam stevens,2026-06-04,the Memorial Tournament pres. by Workday,2,76.0,2.0,4.0,4.0,2.0,5.0,11.0
,Alex Smalley,alex smalley,2026-06-04,the Memorial Tournament pres. by Workday,2,76.0,2.0,4.0,4.0,2.0,5.0,11.0
,Rickie Fowler,rickie fowler,2026-06-04,the Memorial Tournament pres. by Workday,2,82.0,0.0,8.0,0.0,0.0,9.0,9.0
,J.T. Poston,j t poston,2026-06-04,the Memorial Tournament pres. by Workday,1,70.0,3.0,1.0,10.0,3.0,1.0,14.0
,Wyndham Clark,wyndham clark,2026-06-04,the Memorial Tournament pres. by Workday,1,67.0,5.0,2.0,2.0,5.0,3.0,10.0
,Tommy Fleetwood,tommy fleetwood,2026-06-04,the Memorial Tournament pres. by Workday,1,67.0,5.0,0.0,8.0,5.0,0.0,13.0
,Sam Burns,sam burns,2026-06-04,the Memorial Tournament pres. by Workday,1,69.0,4.0,1.0,8.0,4.0,1.0,13.0
,Alex Fitzpatrick,alex fitzpatrick,2026-06-04,the Memorial Tournament pres. by Workday,1,72.0,3.0,3.0,6.0,3.0,3.0,12.0
,Eric Cole,eric cole,2026-06-04,the Memorial Tournament pres. by Workday,1,72.0,3.0,3.0,6.0,3.0,3.0,12.0
,Alex Noren,alex noren,2026-06-04,the Memorial Tournament pres. by Workday,1,71.0,4.0,3.0,4.0,4.0,3.0,11.0
,Adam Scott,adam scott,2026-06-04,the Memorial Tournament pres. by Workday,1,72.0,2.0,2.0,10.0,2.0,2.0,14.0
,Rory McIlroy,rory mcilroy,2026-06-04,the Memorial Tournament pres. by Workday,1,71.0,4.0,1.0,6.0,4.0,2.0,12.0
,Justin Rose,justin rose,2026-06-04,the Memorial Tournament pres. by Workday,1,69.0,5.0,2.0,4.0,5.0,2.0,11.0
,Scottie Scheffler,scottie scheffler,2026-06-04,the Memorial Tournament pres. by Workday,1,73.0,3.0,2.0,6.0,3.0,3.0,12.0
,J.J. Spaun,j j spaun,2026-06-04,the Memorial Tournament pres. by Workday,1,67.0,7.0,2.0,0.0,7.0,2.0,9.0
,Patrick Cantlay,patrick cantlay,2026-06-04,the Memorial Tournament pres. by Workday,1,70.0,6.0,2.0,0.0,6.0,3.0,9.0
,Harris English,harris english,2026-06-04,the Memorial Tournament pres. by Workday,1,71.0,5.0,4.0,0.0,5.0,4.0,9.0
,Aaron Rai,aaron rai,2026-06-04,the Memorial Tournament pres. by Workday,1,73.0,3.0,4.0,4.0,3.0,4.0,11.0
,Keegan Bradley,keegan bradley,2026-06-04,the Memorial Tournament pres. by Workday,1,71.0,5.0,4.0,0.0,5.0,4.0,9.0
,Russell Henley,russell henley,2026-06-04,the Memorial Tournament pres. by Workday,1,72.0,4.0,4.0,2.0,4.0,4.0,10.0
,Bud Cauley,bud cauley,2026-06-04,the Memorial Tournament pres. by Workday,1,73.0,1.0,2.0,12.0,1.0,2.0,15.0
,Matt Kuchar,matt kuchar,2026-06-04,the Memorial Tournament pres. by Workday,1,75.0,1.0,4.0,8.0,1.0,4.0,13.0
,Kurt Kitayama,kurt kitayama,2026-06-04,the Memorial Tournament pres. by Workday,1,72.0,3.0,3.0,6.0,3.0,3.0,12.0
,Chris Gotterup,chris gotterup,2026-06-04,the Memorial Tournament pres. by Workday,1,74.0,0.0,2.0,14.0,0.0,2.0,16.0
,Ryan Fox,ryan fox,2026-06-04,the Memorial Tournament pres. by Workday,1,70.0,4.0,2.0,6.0,4.0,2.0,12.0
,Tony Finau,tony finau,2026-06-04,the Memorial Tournament pres. by Workday,1,70.0,6.0,2.0,0.0,6.0,3.0,9.0
,Xander Schauffele,xander schauffele,2026-06-04,the Memorial Tournament pres. by Workday,1,72.0,2.0,2.0,10.0,2.0,2.0,14.0
,Sungjae Im,sungjae im,2026-06-04,the Memorial Tournament pres. by Workday,1,73.0,3.0,4.0,4.0,3.0,4.0,11.0
,Sahith Theegala,sahith theegala,2026-06-04,the Memorial Tournament pres. by Workday,1,74.0,2.0,6.0,0.0,2.0,7.0,9.0
,Denny McCarthy,denny mccarthy,2026-06-04,the Memorial Tournament pres. by Workday,1,73.0,4.0,5.0,0.0,4.0,5.0,9.0
,Jacob Bridgeman,jacob bridgeman,2026-06-04,the Memorial Tournament pres. by Workday,1,76.0,3.0,5.0,0.0,3.0,6.0,9.0
,Brandt Snedeker,brandt snedeker,2026-06-04,the Memorial Tournament pres. by Workday,1,76.0,3.0,1.0,4.0,3.0,4.0,11.0
,Gary Woodland,gary woodland,2026-06-04,the Memorial Tournament pres. by Workday,1,72.0,5.0,2.0,3.0,5.0,2.0,10.0
,Matt Fitzpatrick,matt fitzpatrick,2026-06-04,the Memorial Tournament pres. by Workday,1,75.0,1.0,4.0,8.0,1.0,4.0,13.0
,Ludvig Åberg,ludvig aberg,2026-06-04,the Memorial Tournament pres. by Workday,1,71.0,5.0,2.0,2.0,5.0,3.0,10.0
,Nico Echavarria,nico echavarria,2026-06-04,the Memorial Tournament pres. by Workday,1,73.0,4.0,2.0,5.0,4.0,2.0,11.0
,Sudarshan Yellamaraju,sudarshan yellamaraju,2026-06-04,the Memorial Tournament pres. by Workday,1,73.0,3.0,4.0,4.0,3.0,4.0,11.0
,Sepp Straka,sepp straka,2026-06-04,the Memorial Tournament pres. by Workday,1,74.0,2.0,4.0,6.0,2.0,4.0,12.0
,Hideki Matsuyama,hideki matsuyama,2026-06-04,the Memorial Tournament pres. by Workday,1,72.0,4.0,4.0,2.0,4.0,4.0,10.0
,Taylor Pendrith,taylor pendrith,2026-06-04,the Memorial Tournament pres. by Workday,1,71.0,5.0,4.0,0.0,5.0,4.0,9.0
,Nick Taylor,nick taylor,2026-06-04,the Memorial Tournament pres. by Workday,1,68.0,7.0,1.0,0.0,7.0,2.0,9.0
,Mac Meissner,mac meissner,2026-06-04,the Memorial Tournament pres. by Workday,1,75.0,2.0,5.0,4.0,2.0,5.0,11.0
,Cameron Young,cameron young,2026-06-04,the Memorial Tournament pres. by Workday,1,73.0,2.0,3.0,8.0,2.0,3.0,13.0
,Lucas Glover,lucas glover,2026-06-04,the Memorial Tournament pres. by Workday,1,73.0,1.0,2.0,12.0,1.0,2.0,15.0
,Michael Kim,michael kim,2026-06-04,the Memorial Tournament pres. by Workday,1,76.0,3.0,3.0,2.0,3.0,5.0,10.0
,Patrick Rodgers,patrick rodgers,2026-06-04,the Memorial Tournament pres. by Workday,1,74.0,3.0,3.0,4.0,3.0,4.0,11.0
,Tom Hoge,tom hoge,2026-06-04,the Memorial Tournament pres. by Workday,1,77.0,2.0,3.0,4.0,2.0,5.0,11.0
,Ryo Hisatsune,ryo hisatsune,2026-06-04,the Memorial Tournament pres. by Workday,1,71.0,2.0,1.0,8.0,2.0,3.0,13.0
,Corey Conners,corey conners,2026-06-04,the Memorial Tournament pres. by Workday,1,74.0,3.0,5.0,2.0,3.0,5.0,10.0
,Brian Harman,brian harman,2026-06-04,the Memorial Tournament pres. by Workday,1,76.0,2.0,2.0,6.0,2.0,4.0,12.0
,Jason Day,jason day,2026-06-04,the Memorial Tournament pres. by Workday,1,74.0,2.0,1.0,11.0,2.0,1.0,14.0
,Billy Horschel,billy horschel,2026-06-04,the Memorial Tournament pres. by Workday,1,74.0,3.0,5.0,2.0,3.0,5.0,10.0
,Jordan Spieth,jordan spieth,2026-06-04,the Memorial Tournament pres. by Workday,1,71.0,2.0,1.0,12.0,2.0,1.0,15.0
,Ben Griffin,ben griffin,2026-06-04,the Memorial Tournament pres. by Workday,1,74.0,2.0,4.0,6.0,2.0,4.0,12.0
,Mark Hubbard,mark hubbard,2026-06-04,the Memorial Tournament pres. by Workday,1,75.0,1.0,2.0,10.0,1.0,3.0,14.0
,Nicolai Højgaard,nicolai hjgaard,2026-06-04,the Memorial Tournament pres. by Workday,1,74.0,3.0,5.0,2.0,3.0,5.0,10.0
,Min Woo Lee,min woo lee,2026-06-04,the Memorial Tournament pres. by Workday,1,74.0,3.0,3.0,4.0,3.0,4.0,11.0
,Akshay Bhatia,akshay bhatia,2026-06-04,the Memorial Tournament pres. by Workday,1,73.0,3.0,2.0,6.0,3.0,3.0,12.0
,Daniel Berger,daniel berger,2026-06-04,the Memorial Tournament pres. by Workday,1,72.0,4.0,2.0,4.0,4.0,3.0,11.0
,Pierceson Coody,pierceson coody,2026-06-04,the Memorial Tournament pres. by Workday,1,78.0,2.0,6.0,0.0,2.0,7.0,9.0
,Sam Stevens,sam stevens,2026-06-04,the Memorial Tournament pres. by Workday,1,79.0,1.0,6.0,2.0,1.0,7.0,10.0
,Jhonattan Vegas,jhonattan vegas,2026-06-04,the Memorial Tournament pres. by Workday,1,80.0,2.0,4.0,0.0,2.0,7.0,9.0
,Alex Smalley,alex smalley,2026-06-04,the Memorial Tournament pres. by Workday,1,83.0,0.0,5.0,2.0,0.0,8.0,10.0
,Eric Cole,eric cole,2026-05-28,Charles Schwab Challenge,4,70.0,3.0,1.0,8.0,3.0,2.0,13.0
,Ben Griffin,ben griffin,2026-05-28,Charles Schwab Challenge,4,65.0,6.0,1.0,4.0,6.0,1.0,11.0
,Alex Smalley,alex smalley,2026-05-28,Charles Schwab Challenge,4,68.0,3.0,1.0,10.0,3.0,1.0,14.0
,Mac Meissner,mac meissner,2026-05-28,Charles Schwab Challenge,4,69.0,2.0,1.0,12.0,2.0,1.0,15.0
,Nico Echavarria,nico echavarria,2026-05-28,Charles Schwab Challenge,4,68.0,4.0,2.0,6.0,4.0,2.0,12.0
,J.J. Spaun,j j spaun,2026-05-28,Charles Schwab Challenge,4,70.0,4.0,4.0,2.0,4.0,4.0,10.0
,Steven Fisk,steven fisk,2026-05-28,Charles Schwab Challenge,4,65.0,6.0,1.0,4.0,6.0,1.0,11.0
,Mackenzie Hughes,mackenzie hughes,2026-05-28,Charles Schwab Challenge,4,69.0,3.0,2.0,8.0,3.0,2.0,13.0
,Ryan Gerard,ryan gerard,2026-05-28,Charles Schwab Challenge,4,72.0,2.0,4.0,6.0,2.0,4.0,12.0
,Jordan Smith,jordan smith,2026-05-28,Charles Schwab Challenge,4,68.0,5.0,3.0,2.0,5.0,3.0,10.0
,Justin Thomas,justin thomas,2026-05-28,Charles Schwab Challenge,4,69.0,3.0,2.0,8.0,3.0,2.0,13.0
,Hideki Matsuyama,hideki matsuyama,2026-05-28,Charles Schwab Challenge,4,71.0,2.0,3.0,8.0,2.0,3.0,13.0
,Michael Thorbjornsen,michael thorbjornsen,2026-05-28,Charles Schwab Challenge,4,71.0,1.0,0.0,14.0,1.0,1.0,16.0
,Rico Hoey,rico hoey,2026-05-28,Charles Schwab Challenge,4,66.0,5.0,1.0,6.0,5.0,1.0,12.0
,Michael Kim,michael kim,2026-05-28,Charles Schwab Challenge,4,68.0,3.0,3.0,4.0,3.0,4.0,11.0
,Andrew Putnam,andrew putnam,2026-05-28,Charles Schwab Challenge,4,70.0,2.0,2.0,10.0,2.0,2.0,14.0
,A.J. Ewart,a j ewart,2026-05-28,Charles Schwab Challenge,4,70.0,3.0,3.0,6.0,3.0,3.0,12.0
,Ludvig Åberg,ludvig aberg,2026-05-28,Charles Schwab Challenge,4,71.0,3.0,4.0,4.0,3.0,4.0,11.0
,Max Homa,max homa,2026-05-28,Charles Schwab Challenge,4,67.0,4.0,1.0,8.0,4.0,1.0,13.0
,Pierceson Coody,pierceson coody,2026-05-28,Charles Schwab Challenge,4,69.0,4.0,3.0,4.0,4.0,3.0,11.0
,Zach Bauchou,zach bauchou,2026-05-28,Charles Schwab Challenge,4,69.0,2.0,1.0,12.0,2.0,1.0,15.0
,Brice Garnett,brice garnett,2026-05-28,Charles Schwab Challenge,4,69.0,3.0,2.0,8.0,3.0,2.0,13.0
,Matt Kuchar,matt kuchar,2026-05-28,Charles Schwab Challenge,4,70.0,4.0,4.0,2.0,4.0,4.0,10.0
