projection_id,player_id,player_name,team,position,stat_type,line_score,standard_line,pick_type,is_promo,description,away_team,home_team,game_start,game_id,fetched_at,delta_pct,stat_norm,player_role,opponent,is_home,nhl_player_id,combo_prop,combo_player_ids
11794104,218237,Juraj Slafkovský,MTL,F,Shots On Goal,2.5,,goblin,False,TB,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T13:30:22Z,,shots_on_goal,SKATER,TB,0,8483515,False,
11755283,268183,Josh Doan,BUF,F,Shots On Goal,1.5,1.5,standard,False,BOS,BUF,BOS,2026-05-01T19:30:00.000-04:00,155678,2026-05-01T13:30:22Z,1.0,shots_on_goal,SKATER,BOS,0,8482659,False,
11755288,230933,Josh Norris,BUF,F,Shots On Goal,1.5,,demon,False,BOS,BUF,BOS,2026-05-01T19:30:00.000-04:00,155678,2026-05-01T13:30:22Z,,shots_on_goal,SKATER,BOS,0,8480064,False,
11807391,280225,Michael Kesselring,BUF,D,Assists,0.5,,demon,False,BOS,BUF,BOS,2026-05-01T19:30:00.000-04:00,155678,2026-05-01T13:30:22Z,,assists,SKATER,BOS,0,8480891,False,
11787471,218569,Jack Eichel,VGK,F,Shots On Goal,3.5,3.5,standard,False,UTA,VGK,UTA,2026-05-01T22:00:00.000-04:00,155679,2026-05-01T13:30:22Z,1.0,shots_on_goal,SKATER,UTA,0,8478403,False,
11792343,218695,Brandon Hagel,TB,F,Time On Ice,23.75,23.75,standard,False,MTL,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T14:34:28Z,1.0,time_on_ice,SKATER,MTL,0,8479542,False,
11792414,218569,Jack Eichel,VGK,F,Faceoffs Won,7.5,7.5,standard,False,UTA,VGK,UTA,2026-05-01T22:00:00.000-04:00,155679,2026-05-01T14:34:28Z,1.0,faceoffs_won,SKATER,UTA,0,8478403,False,
11792347,218267,Lane Hutson,MTL,D,Time On Ice,25.75,25.75,standard,False,TB,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T15:00:23Z,1.0,time_on_ice,SKATER,TB,0,8483457,False,
11792345,140324,Darren Raddysh,TB,D,Time On Ice,25.0,25.0,standard,False,MTL,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T15:00:23Z,1.0,time_on_ice,SKATER,MTL,0,8478178,False,
11792343,218695,Brandon Hagel,TB,F,Time On Ice,24.25,24.25,standard,False,MTL,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T15:00:23Z,1.0,time_on_ice,SKATER,MTL,0,8479542,False,
11792344,219290,J.J. Moser,TB,D,Time On Ice,21.5,21.5,standard,False,MTL,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T15:00:23Z,1.0,time_on_ice,SKATER,MTL,0,8482655,False,
11792346,218322,Nick Suzuki,MTL,F,Time On Ice,21.25,21.25,standard,False,TB,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T15:00:23Z,1.0,time_on_ice,SKATER,TB,0,8480018,False,
11792408,218322,Nick Suzuki,MTL,F,Faceoffs Won,10.0,10.0,standard,False,TB,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T15:00:23Z,1.0,faceoffs_won,SKATER,TB,0,8480018,False,
11792409,218705,Anthony Cirelli,TB,F,Faceoffs Won,9.5,9.5,standard,False,MTL,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T15:00:23Z,1.0,faceoffs_won,SKATER,MTL,0,8478519,False,
11798678,218435,Andrei Vasilevskiy,TB,G,Goalie Fantasy Score,9.5,9.5,standard,False,MTL,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T15:00:23Z,1.0,goalie_fantasy_score,GOALIE,MTL,0,8476883,False,
11798677,223068,Jakub Dobes,MTL,G,Goalie Fantasy Score,9.0,9.0,standard,False,TB,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T15:00:23Z,1.0,goalie_fantasy_score,GOALIE,TB,0,8482487,False,
11792410,88751,Jake Evans,MTL,F,Faceoffs Won,7.0,7.0,standard,False,TB,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T15:00:23Z,1.0,faceoffs_won,SKATER,TB,0,8478133,False,
11792411,287948,Phillip Danault,MTL,F,Faceoffs Won,5.5,5.5,standard,False,TB,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T15:00:23Z,1.0,faceoffs_won,SKATER,TB,0,8476479,False,
11792412,57951,Brayden Point,TB,F,Faceoffs Won,4.5,,demon,False,MTL,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T15:00:23Z,,faceoffs_won,SKATER,MTL,0,8478010,False,
11792838,218293,Arber Xhekaj,MTL,D,Hits,4.0,4.0,standard,False,TB,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T15:00:23Z,1.0,hits,SKATER,TB,0,8482964,False,
11792839,87735,Kaiden Guhle,MTL,D,Hits,4.0,4.0,standard,False,TB,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T15:00:23Z,1.0,hits,SKATER,TB,0,8482087,False,
11792840,59156,Josh Anderson,MTL,F,Hits,4.0,4.0,standard,False,TB,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T15:00:23Z,1.0,hits,SKATER,TB,0,8476981,False,
11792846,223040,Zemgus Girgensons,TB,F,Hits,3.0,3.0,standard,False,MTL,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T15:00:23Z,1.0,hits,SKATER,MTL,0,8476878,False,
11792841,267720,Zachary Bolduc,MTL,F,Hits,2.5,,goblin,False,TB,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T15:00:23Z,,hits,SKATER,TB,0,8482737,False,
11792842,88751,Jake Evans,MTL,F,Hits,2.5,,demon,False,TB,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T15:00:23Z,,hits,SKATER,TB,0,8478133,False,
11792843,272499,Jayden Struble,MTL,D,Hits,2.5,,demon,False,TB,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T15:00:23Z,,hits,SKATER,TB,0,8481593,False,
