projection_id,player_id,player_name,team,position,stat_type,line_score,standard_line,pick_type,is_promo,description,away_team,home_team,game_start,game_id,fetched_at,delta_pct,stat_norm,player_role,opponent,is_home,nhl_player_id,combo_prop,combo_player_ids,opp_gaa,opp_saa,opp_pk_pct,opp_gf_per_game,opp_sf_per_game,opp_pp_pct,opp_gp,def_rank,def_tier
11473097,267627,Parker Wotherspoon,PIT,D,Assists,0.5,,demon,False,PHI,PHI,PIT,2026-04-18T20:00:00.000-04:00,152645,2026-04-17T13:00:11Z,,assists,SKATER,PHI,1,8478450,False,,3.088,0.0,0.0,2.912,0.0,0.0,68.0,14.0,SOLID
11473098,267627,Parker Wotherspoon,PIT,D,Points,0.5,,demon,False,PHI,PHI,PIT,2026-04-18T20:00:00.000-04:00,152645,2026-04-17T13:00:11Z,,points,SKATER,PHI,1,8478450,False,,3.088,0.0,0.0,2.912,0.0,0.0,68.0,14.0,SOLID
11473100,60729,Rasmus Ristolainen,PHI,D,Assists,0.5,,demon,False,PIT,PHI,PIT,2026-04-18T20:00:00.000-04:00,152645,2026-04-17T13:00:11Z,,assists,SKATER,PIT,0,8477499,False,,3.101,0.0,0.0,3.478,0.0,0.0,69.0,15.0,SOLID
11473101,60729,Rasmus Ristolainen,PHI,D,Points,0.5,,demon,False,PIT,PHI,PIT,2026-04-18T20:00:00.000-04:00,152645,2026-04-17T13:00:11Z,,points,SKATER,PIT,0,8477499,False,,3.101,0.0,0.0,3.478,0.0,0.0,69.0,15.0,SOLID
11473105,230184,Ryan Shea,PIT,D,Assists,0.5,,demon,False,PHI,PHI,PIT,2026-04-18T20:00:00.000-04:00,152645,2026-04-17T13:00:11Z,,assists,SKATER,PHI,1,8478854,False,,3.088,0.0,0.0,2.912,0.0,0.0,68.0,14.0,SOLID
11473106,230184,Ryan Shea,PIT,D,Points,0.5,,demon,False,PHI,PHI,PIT,2026-04-18T20:00:00.000-04:00,152645,2026-04-17T13:00:11Z,,points,SKATER,PHI,1,8478854,False,,3.088,0.0,0.0,2.912,0.0,0.0,68.0,14.0,SOLID
11473107,303323,Samuel Girard,PIT,D,Assists,0.5,,demon,False,PHI,PHI,PIT,2026-04-18T20:00:00.000-04:00,152645,2026-04-17T13:00:11Z,,assists,SKATER,PHI,1,8479398,False,,3.088,0.0,0.0,2.912,0.0,0.0,68.0,14.0,SOLID
11473108,303323,Samuel Girard,PIT,D,Points,0.5,,demon,False,PHI,PHI,PIT,2026-04-18T20:00:00.000-04:00,152645,2026-04-17T13:00:11Z,,points,SKATER,PHI,1,8479398,False,,3.088,0.0,0.0,2.912,0.0,0.0,68.0,14.0,SOLID
11473109,218296,Sean Couturier,PHI,F,Assists,0.5,,demon,False,PIT,PHI,PIT,2026-04-18T20:00:00.000-04:00,152645,2026-04-17T13:00:11Z,,assists,SKATER,PIT,0,8476461,False,,3.101,0.0,0.0,3.478,0.0,0.0,69.0,15.0,SOLID
11473110,218296,Sean Couturier,PHI,F,Points,0.5,,demon,False,PIT,PHI,PIT,2026-04-18T20:00:00.000-04:00,152645,2026-04-17T13:00:11Z,,points,SKATER,PIT,0,8476461,False,,3.101,0.0,0.0,3.478,0.0,0.0,69.0,15.0,SOLID
