mlb_player_id,player,pos,player_type,team,opp_team,line,prop_type,prop_norm,pick_type,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,standard_line,deviation_level,player_name,image_url,line_score,sport,game_date,player_1,player_2,team_1,team_2,id_status,SP_ERA,WHIP,OBP_ALLOWED,ERA_RANK,WHIP_RANK,OBP_ALLOWED_RANK,OVERALL_DEF_SCORE,OVERALL_DEF_RANK,DEF_TIER,def_rank,def_tier,inningsPitched,gamesPlayed,is_combo_player
805300,Jakob Marsee,OF,hitter,MIA,PHI,1.5,Total Bases,total_bases,Demon,11855430,11855430,249953,149440,2026-05-04T18:40:00.000-04:00,,,,1,Jakob Marsee,https://static.prizepicks.com/images/manual/Jakob Marsee.png,1.5,MLB,2026-05-04,,,,,OK,4.84,1.47,0.342,27,28,27,27.30769230769231,28,Weak,27,Weak,284.1,32.0,0
676083,Janson Junk,P,pitcher,MIA,PHI,1.5,Walks Allowed,walks_allowed,Demon,11855435,11855435,242581,149440,2026-05-04T18:40:00.000-04:00,,,,1,Janson Junk,https://static.prizepicks.com/images/players/MLB/Janson_Junk_MLB_player_oLLD6pXDi7R5suR3i1LB7Hax-450.webp,1.5,MLB,2026-05-04,,,,,OK,4.84,1.47,0.342,27,28,27,27.30769230769231,28,Weak,27,Weak,284.1,32.0,0
689414,Liam Hicks,C,hitter,MIA,PHI,1.5,Total Bases,total_bases,Demon,11855455,11855455,234596,149440,2026-05-04T18:40:00.000-04:00,,,,1,Liam Hicks,https://static.prizepicks.com/images/players/MLB/Liam_Hicks_MLB_player_Y5SmskHFXFMr34VFjPBIKaav-450.webp,1.5,MLB,2026-05-04,,,,,OK,4.84,1.47,0.342,27,28,27,27.30769230769231,28,Weak,27,Weak,284.1,32.0,0
672640,Otto Lopez,IF,hitter,MIA,PHI,1.5,Hits,hits,Demon,11855456,11855456,195234,149440,2026-05-04T18:40:00.000-04:00,,,,1,Otto Lopez,https://static.prizepicks.com/images/players/MLB/Otto_Lopez_MLB_player_H2mMceL0DZ4mYAGG4CSxx4AP-450.webp,1.5,MLB,2026-05-04,,,,,OK,4.84,1.47,0.342,27,28,27,27.30769230769231,28,Weak,27,Weak,284.1,32.0,0
672640,Otto Lopez,IF,hitter,MIA,PHI,1.5,Total Bases,total_bases,Demon,11855461,11855461,195234,149440,2026-05-04T18:40:00.000-04:00,,,,1,Otto Lopez,https://static.prizepicks.com/images/players/MLB/Otto_Lopez_MLB_player_H2mMceL0DZ4mYAGG4CSxx4AP-450.webp,1.5,MLB,2026-05-04,,,,,OK,4.84,1.47,0.342,27,28,27,27.30769230769231,28,Weak,27,Weak,284.1,32.0,0
607208,Trea Turner,IF,hitter,PHI,MIA,1.5,Hits,hits,Demon,11855466,11855466,127032,149440,2026-05-04T18:40:00.000-04:00,,,,1,Trea Turner,https://static.prizepicks.com/images/players/MLB/Trea_Turner_MLB_player_PzSAbDCREg3T5256tVuvznWK-450.webp,1.5,MLB,2026-05-04,,,,,OK,3.98,1.28,0.311,11,12,10,11.076923076923078,12,Above Avg,11,Above Avg,280.2,32.0,0
607208,Trea Turner,IF,hitter,PHI,MIA,1.5,Total Bases,total_bases,Demon,11855472,11855472,127032,149440,2026-05-04T18:40:00.000-04:00,,,,1,Trea Turner,https://static.prizepicks.com/images/players/MLB/Trea_Turner_MLB_player_PzSAbDCREg3T5256tVuvznWK-450.webp,1.5,MLB,2026-05-04,,,,,OK,3.98,1.28,0.311,11,12,10,11.076923076923078,12,Above Avg,11,Above Avg,280.2,32.0,0
669364,Xavier Edwards,IF,hitter,MIA,PHI,1.5,Total Bases,total_bases,Demon,11855477,11855477,153297,149440,2026-05-04T18:40:00.000-04:00,,,,1,Xavier Edwards,https://static.prizepicks.com/images/players/MLB/Xavier_Edwards_MLB_player_pOmF23zFavo3I69buI0Vfyua-450.webp,1.5,MLB,2026-05-04,,,,,OK,4.84,1.47,0.342,27,28,27,27.30769230769231,28,Weak,27,Weak,284.1,32.0,0
666969,Adolis García,OF,hitter,PHI,MIA,1.5,Hits,hits,Demon,11855500,11855500,308808,149440,2026-05-04T18:40:00.000-04:00,,,,1,Adolis García,https://static.prizepicks.com/images/manual/Adolis_García-.png,1.5,MLB,2026-05-04,,,,,OK,3.98,1.28,0.311,11,12,10,11.076923076923078,12,Above Avg,11,Above Avg,280.2,32.0,0
666969,Adolis García,OF,hitter,PHI,MIA,1.5,Hitter Strikeouts,hitter_strikeouts,Demon,11855504,11855504,308808,149440,2026-05-04T18:40:00.000-04:00,,,,1,Adolis García,https://static.prizepicks.com/images/manual/Adolis_García-.png,1.5,MLB,2026-05-04,,,,,OK,3.98,1.28,0.311,11,12,10,11.076923076923078,12,Above Avg,11,Above Avg,280.2,32.0,0
666969,Adolis García,OF,hitter,PHI,MIA,1.5,Runs,runs,Demon,11855506,11855506,308808,149440,2026-05-04T18:40:00.000-04:00,,,,2,Adolis García,https://static.prizepicks.com/images/manual/Adolis_García-.png,1.5,MLB,2026-05-04,,,,,OK,3.98,1.28,0.311,11,12,10,11.076923076923078,12,Above Avg,11,Above Avg,280.2,32.0,0
682663,Agustín Ramírez,C,hitter,MIA,PHI,1.5,Hits,hits,Demon,11855512,11855512,237311,149440,2026-05-04T18:40:00.000-04:00,,,,1,Agustín Ramírez,https://static.prizepicks.com/images/players/MLB/Agust%C3%ADn_Ram%C3%ADrez_MLB_player_pAqieU2KFcuJIuV1X0LYfKbg-450.webp,1.5,MLB,2026-05-04,,,,,OK,4.84,1.47,0.342,27,28,27,27.30769230769231,28,Weak,27,Weak,284.1,32.0,0
682663,Agustín Ramírez,C,hitter,MIA,PHI,1.5,Hitter Strikeouts,hitter_strikeouts,Demon,11855516,11855516,237311,149440,2026-05-04T18:40:00.000-04:00,,,,1,Agustín Ramírez,https://static.prizepicks.com/images/players/MLB/Agust%C3%ADn_Ram%C3%ADrez_MLB_player_pAqieU2KFcuJIuV1X0LYfKbg-450.webp,1.5,MLB,2026-05-04,,,,,OK,4.84,1.47,0.342,27,28,27,27.30769230769231,28,Weak,27,Weak,284.1,32.0,0
664761,Alec Bohm,IF,hitter,PHI,MIA,1.5,Hits,hits,Demon,11855522,11855522,67940,149440,2026-05-04T18:40:00.000-04:00,,,,1,Alec Bohm,https://static.prizepicks.com/images/players/MLB/Alec_Bohm_MLB_player_kikYiFKsWk4374Ra6YncvWQy-450.webp,1.5,MLB,2026-05-04,,,,,OK,3.98,1.28,0.311,11,12,10,11.076923076923078,12,Above Avg,11,Above Avg,280.2,32.0,0
664761,Alec Bohm,IF,hitter,PHI,MIA,1.5,Hitter Strikeouts,hitter_strikeouts,Demon,11855525,11855525,67940,149440,2026-05-04T18:40:00.000-04:00,,,,1,Alec Bohm,https://static.prizepicks.com/images/players/MLB/Alec_Bohm_MLB_player_kikYiFKsWk4374Ra6YncvWQy-450.webp,1.5,MLB,2026-05-04,,,,,OK,3.98,1.28,0.311,11,12,10,11.076923076923078,12,Above Avg,11,Above Avg,280.2,32.0,0
669016,Brandon Marsh,OF,hitter,PHI,MIA,1.5,Hits,hits,Demon,11855533,11855533,69890,149440,2026-05-04T18:40:00.000-04:00,,,,1,Brandon Marsh,https://static.prizepicks.com/images/players/MLB/Brandon_Marsh_MLB_player_JZ5RTWUyIllOGkmAwyKUtF5H-450.webp,1.5,MLB,2026-05-04,,,,,OK,3.98,1.28,0.311,11,12,10,11.076923076923078,12,Above Avg,11,Above Avg,280.2,32.0,0
669016,Brandon Marsh,OF,hitter,PHI,MIA,1.5,Hitter Strikeouts,hitter_strikeouts,Demon,11855537,11855537,69890,149440,2026-05-04T18:40:00.000-04:00,,,,1,Brandon Marsh,https://static.prizepicks.com/images/players/MLB/Brandon_Marsh_MLB_player_JZ5RTWUyIllOGkmAwyKUtF5H-450.webp,1.5,MLB,2026-05-04,,,,,OK,3.98,1.28,0.311,11,12,10,11.076923076923078,12,Above Avg,11,Above Avg,280.2,32.0,0
547180,Bryce Harper,IF,hitter,PHI,MIA,1.5,Hitter Strikeouts,hitter_strikeouts,Demon,11855547,11855547,73988,149440,2026-05-04T18:40:00.000-04:00,,,,1,Bryce Harper,https://static.prizepicks.com/images/players/MLB/Bryce_Harper_MLB_player_mhsTcoXtjRH4vlcux7XU1Zyy-450.webp,1.5,MLB,2026-05-04,,,,,OK,3.98,1.28,0.311,11,12,10,11.076923076923078,12,Above Avg,11,Above Avg,280.2,32.0,0
547180,Bryce Harper,IF,hitter,PHI,MIA,1.5,Runs,runs,Demon,11855549,11855549,73988,149440,2026-05-04T18:40:00.000-04:00,,,,2,Bryce Harper,https://static.prizepicks.com/images/players/MLB/Bryce_Harper_MLB_player_mhsTcoXtjRH4vlcux7XU1Zyy-450.webp,1.5,MLB,2026-05-04,,,,,OK,3.98,1.28,0.311,11,12,10,11.076923076923078,12,Above Avg,11,Above Avg,280.2,32.0,0
681082,Bryson Stott,IF,hitter,PHI,MIA,1.5,Hits,hits,Demon,11855555,11855555,69515,149440,2026-05-04T18:40:00.000-04:00,,,,1,Bryson Stott,https://static.prizepicks.com/images/players/MLB/Bryson_Stott_MLB_player_R761z8GtmmBHjPjfJP9iL5x6-450.webp,1.5,MLB,2026-05-04,,,,,OK,3.98,1.28,0.311,11,12,10,11.076923076923078,12,Above Avg,11,Above Avg,280.2,32.0,0
681082,Bryson Stott,IF,hitter,PHI,MIA,1.5,Hitter Strikeouts,hitter_strikeouts,Demon,11855558,11855558,69515,149440,2026-05-04T18:40:00.000-04:00,,,,1,Bryson Stott,https://static.prizepicks.com/images/players/MLB/Bryson_Stott_MLB_player_R761z8GtmmBHjPjfJP9iL5x6-450.webp,1.5,MLB,2026-05-04,,,,,OK,3.98,1.28,0.311,11,12,10,11.076923076923078,12,Above Avg,11,Above Avg,280.2,32.0,0
681393,Connor Norby,IF,hitter,MIA,PHI,1.5,Hits,hits,Demon,11855566,11855566,210171,149440,2026-05-04T18:40:00.000-04:00,,,,1,Connor Norby,https://static.prizepicks.com/images/players/MLB/Connor_Norby_MLB_player_TBfhu6TeX7NZPoNqEKe2pWag-450.webp,1.5,MLB,2026-05-04,,,,,OK,4.84,1.47,0.342,27,28,27,27.30769230769231,28,Weak,27,Weak,284.1,32.0,0
681393,Connor Norby,IF,hitter,MIA,PHI,1.5,Hitter Strikeouts,hitter_strikeouts,Demon,11855570,11855570,210171,149440,2026-05-04T18:40:00.000-04:00,,,,1,Connor Norby,https://static.prizepicks.com/images/players/MLB/Connor_Norby_MLB_player_TBfhu6TeX7NZPoNqEKe2pWag-450.webp,1.5,MLB,2026-05-04,,,,,OK,4.84,1.47,0.342,27,28,27,27.30769230769231,28,Weak,27,Weak,284.1,32.0,0
688363,Graham Pauley,IF,hitter,MIA,PHI,1.5,Hits,hits,Demon,11855577,11855577,233464,149440,2026-05-04T18:40:00.000-04:00,,,0.5,1,Graham Pauley,https://static.prizepicks.com/images/players/MLB/Graham_Pauley_MLB_player_3KBbdEKuuYiyCr4SB8v6d2JB-450.webp,1.5,MLB,2026-05-04,,,,,OK,4.84,1.47,0.342,27,28,27,27.30769230769231,28,Weak,27,Weak,284.1,32.0,0
688363,Graham Pauley,IF,hitter,MIA,PHI,1.5,Hitter Strikeouts,hitter_strikeouts,Demon,11855580,11855580,233464,149440,2026-05-04T18:40:00.000-04:00,,,,1,Graham Pauley,https://static.prizepicks.com/images/players/MLB/Graham_Pauley_MLB_player_3KBbdEKuuYiyCr4SB8v6d2JB-450.webp,1.5,MLB,2026-05-04,,,,,OK,4.84,1.47,0.342,27,28,27,27.30769230769231,28,Weak,27,Weak,284.1,32.0,0
592663,J.T. Realmuto,C,hitter,PHI,MIA,1.5,Hits,hits,Demon,11855586,11855586,67634,149440,2026-05-04T18:40:00.000-04:00,,,,1,J.T. Realmuto,https://static.prizepicks.com/images/players/MLB/Jacob_Realmuto_MLB_player_qUdvpTDV1nY6g19qkvI7KEEH-450.webp,1.5,MLB,2026-05-04,,,,,OK,3.98,1.28,0.311,11,12,10,11.076923076923078,12,Above Avg,11,Above Avg,280.2,32.0,0
592663,J.T. Realmuto,C,hitter,PHI,MIA,1.5,Hitter Strikeouts,hitter_strikeouts,Demon,11855589,11855589,67634,149440,2026-05-04T18:40:00.000-04:00,,,,1,J.T. Realmuto,https://static.prizepicks.com/images/players/MLB/Jacob_Realmuto_MLB_player_qUdvpTDV1nY6g19qkvI7KEEH-450.webp,1.5,MLB,2026-05-04,,,,,OK,3.98,1.28,0.311,11,12,10,11.076923076923078,12,Above Avg,11,Above Avg,280.2,32.0,0
805300,Jakob Marsee,OF,hitter,MIA,PHI,1.5,Hits,hits,Demon,11855597,11855597,249953,149440,2026-05-04T18:40:00.000-04:00,,,,1,Jakob Marsee,https://static.prizepicks.com/images/manual/Jakob Marsee.png,1.5,MLB,2026-05-04,,,,,OK,4.84,1.47,0.342,27,28,27,27.30769230769231,28,Weak,27,Weak,284.1,32.0,0
805300,Jakob Marsee,OF,hitter,MIA,PHI,1.5,Hitter Strikeouts,hitter_strikeouts,Demon,11855601,11855601,249953,149440,2026-05-04T18:40:00.000-04:00,,,,1,Jakob Marsee,https://static.prizepicks.com/images/manual/Jakob Marsee.png,1.5,MLB,2026-05-04,,,,,OK,4.84,1.47,0.342,27,28,27,27.30769230769231,28,Weak,27,Weak,284.1,32.0,0
805300,Jakob Marsee,OF,hitter,MIA,PHI,1.5,Runs,runs,Demon,11855602,11855602,249953,149440,2026-05-04T18:40:00.000-04:00,,,,2,Jakob Marsee,https://static.prizepicks.com/images/manual/Jakob Marsee.png,1.5,MLB,2026-05-04,,,,,OK,4.84,1.47,0.342,27,28,27,27.30769230769231,28,Weak,27,Weak,284.1,32.0,0
702222,Justin Crawford,OF,hitter,PHI,MIA,1.5,Hits,hits,Demon,11855611,11855611,309860,149440,2026-05-04T18:40:00.000-04:00,,,,1,Justin Crawford,https://static.prizepicks.com/images/manual/Justin Crawford.png,1.5,MLB,2026-05-04,,,,,OK,3.98,1.28,0.311,11,12,10,11.076923076923078,12,Above Avg,11,Above Avg,280.2,32.0,0
702222,Justin Crawford,OF,hitter,PHI,MIA,1.5,Hitter Strikeouts,hitter_strikeouts,Demon,11855614,11855614,309860,149440,2026-05-04T18:40:00.000-04:00,,,0.5,1,Justin Crawford,https://static.prizepicks.com/images/manual/Justin Crawford.png,1.5,MLB,2026-05-04,,,,,OK,3.98,1.28,0.311,11,12,10,11.076923076923078,12,Above Avg,11,Above Avg,280.2,32.0,0
656941,Kyle Schwarber,OF,hitter,PHI,MIA,1.5,Hits,hits,Demon,11855619,11855619,67532,149440,2026-05-04T18:40:00.000-04:00,,,,1,Kyle Schwarber,https://static.prizepicks.com/images/players/MLB/Kyle_Schwarber_MLB_player_68nHEJrjzq1CxWv0nqnyV0Tj-450.webp,1.5,MLB,2026-05-04,,,,,OK,3.98,1.28,0.311,11,12,10,11.076923076923078,12,Above Avg,11,Above Avg,280.2,32.0,0
656941,Kyle Schwarber,OF,hitter,PHI,MIA,1.5,Hitter Strikeouts,hitter_strikeouts,Demon,11855623,11855623,67532,149440,2026-05-04T18:40:00.000-04:00,,,,1,Kyle Schwarber,https://static.prizepicks.com/images/players/MLB/Kyle_Schwarber_MLB_player_68nHEJrjzq1CxWv0nqnyV0Tj-450.webp,1.5,MLB,2026-05-04,,,,,OK,3.98,1.28,0.311,11,12,10,11.076923076923078,12,Above Avg,11,Above Avg,280.2,32.0,0
656941,Kyle Schwarber,OF,hitter,PHI,MIA,1.5,Runs,runs,Demon,11855627,11855627,67532,149440,2026-05-04T18:40:00.000-04:00,,,0.5,1,Kyle Schwarber,https://static.prizepicks.com/images/players/MLB/Kyle_Schwarber_MLB_player_68nHEJrjzq1CxWv0nqnyV0Tj-450.webp,1.5,MLB,2026-05-04,,,,,OK,3.98,1.28,0.311,11,12,10,11.076923076923078,12,Above Avg,11,Above Avg,280.2,32.0,0
656941,Kyle Schwarber,OF,hitter,PHI,MIA,1.5,Walks,walks,Demon,11855631,11855631,67532,149440,2026-05-04T18:40:00.000-04:00,,,0.5,1,Kyle Schwarber,https://static.prizepicks.com/images/players/MLB/Kyle_Schwarber_MLB_player_68nHEJrjzq1CxWv0nqnyV0Tj-450.webp,1.5,MLB,2026-05-04,,,,,OK,3.98,1.28,0.311,11,12,10,11.076923076923078,12,Above Avg,11,Above Avg,280.2,32.0,0
669065,Kyle Stowers,OF,hitter,MIA,PHI,1.5,Hits,hits,Demon,11855634,11855634,205916,149440,2026-05-04T18:40:00.000-04:00,,,,1,Kyle Stowers,https://static.prizepicks.com/images/players/MLB/Kyle_Stowers_MLB_player_hyg3V9SnzEZQefiOvvhEPPur-450.webp,1.5,MLB,2026-05-04,,,,,OK,4.84,1.47,0.342,27,28,27,27.30769230769231,28,Weak,27,Weak,284.1,32.0,0
669065,Kyle Stowers,OF,hitter,MIA,PHI,1.5,Hitter Strikeouts,hitter_strikeouts,Demon,11855638,11855638,205916,149440,2026-05-04T18:40:00.000-04:00,,,,1,Kyle Stowers,https://static.prizepicks.com/images/players/MLB/Kyle_Stowers_MLB_player_hyg3V9SnzEZQefiOvvhEPPur-450.webp,1.5,MLB,2026-05-04,,,,,OK,4.84,1.47,0.342,27,28,27,27.30769230769231,28,Weak,27,Weak,284.1,32.0,0
669065,Kyle Stowers,OF,hitter,MIA,PHI,1.5,Runs,runs,Demon,11855640,11855640,205916,149440,2026-05-04T18:40:00.000-04:00,,,0.5,1,Kyle Stowers,https://static.prizepicks.com/images/players/MLB/Kyle_Stowers_MLB_player_hyg3V9SnzEZQefiOvvhEPPur-450.webp,1.5,MLB,2026-05-04,,,,,OK,4.84,1.47,0.342,27,28,27,27.30769230769231,28,Weak,27,Weak,284.1,32.0,0
689414,Liam Hicks,C,hitter,MIA,PHI,1.5,Hits,hits,Demon,11855645,11855645,234596,149440,2026-05-04T18:40:00.000-04:00,,,,1,Liam Hicks,https://static.prizepicks.com/images/players/MLB/Liam_Hicks_MLB_player_Y5SmskHFXFMr34VFjPBIKaav-450.webp,1.5,MLB,2026-05-04,,,,,OK,4.84,1.47,0.342,27,28,27,27.30769230769231,28,Weak,27,Weak,284.1,32.0,0
689414,Liam Hicks,C,hitter,MIA,PHI,1.5,Hitter Strikeouts,hitter_strikeouts,Demon,11855648,11855648,234596,149440,2026-05-04T18:40:00.000-04:00,,,,2,Liam Hicks,https://static.prizepicks.com/images/players/MLB/Liam_Hicks_MLB_player_Y5SmskHFXFMr34VFjPBIKaav-450.webp,1.5,MLB,2026-05-04,,,,,OK,4.84,1.47,0.342,27,28,27,27.30769230769231,28,Weak,27,Weak,284.1,32.0,0
672640,Otto Lopez,IF,hitter,MIA,PHI,1.5,Hitter Strikeouts,hitter_strikeouts,Demon,11855659,11855659,195234,149440,2026-05-04T18:40:00.000-04:00,,,,1,Otto Lopez,https://static.prizepicks.com/images/players/MLB/Otto_Lopez_MLB_player_H2mMceL0DZ4mYAGG4CSxx4AP-450.webp,1.5,MLB,2026-05-04,,,,,OK,4.84,1.47,0.342,27,28,27,27.30769230769231,28,Weak,27,Weak,284.1,32.0,0
683357,Owen Caissie,OF,hitter,MIA,PHI,1.5,Hits,hits,Demon,11855666,11855666,310123,149440,2026-05-04T18:40:00.000-04:00,,,,1,Owen Caissie,https://static.prizepicks.com/images/manual/Owen Caissie.png,1.5,MLB,2026-05-04,,,,,OK,4.84,1.47,0.342,27,28,27,27.30769230769231,28,Weak,27,Weak,284.1,32.0,0
683357,Owen Caissie,OF,hitter,MIA,PHI,1.5,Hitter Strikeouts,hitter_strikeouts,Demon,11855670,11855670,310123,149440,2026-05-04T18:40:00.000-04:00,,,,1,Owen Caissie,https://static.prizepicks.com/images/manual/Owen Caissie.png,1.5,MLB,2026-05-04,,,,,OK,4.84,1.47,0.342,27,28,27,27.30769230769231,28,Weak,27,Weak,284.1,32.0,0
607208,Trea Turner,IF,hitter,PHI,MIA,1.5,Hitter Strikeouts,hitter_strikeouts,Demon,11855681,11855681,127032,149440,2026-05-04T18:40:00.000-04:00,,,,1,Trea Turner,https://static.prizepicks.com/images/players/MLB/Trea_Turner_MLB_player_PzSAbDCREg3T5256tVuvznWK-450.webp,1.5,MLB,2026-05-04,,,,,OK,3.98,1.28,0.311,11,12,10,11.076923076923078,12,Above Avg,11,Above Avg,280.2,32.0,0
607208,Trea Turner,IF,hitter,PHI,MIA,1.5,Runs,runs,Demon,11855683,11855683,127032,149440,2026-05-04T18:40:00.000-04:00,,,0.5,1,Trea Turner,https://static.prizepicks.com/images/players/MLB/Trea_Turner_MLB_player_PzSAbDCREg3T5256tVuvznWK-450.webp,1.5,MLB,2026-05-04,,,,,OK,3.98,1.28,0.311,11,12,10,11.076923076923078,12,Above Avg,11,Above Avg,280.2,32.0,0
669364,Xavier Edwards,IF,hitter,MIA,PHI,1.5,Hits,hits,Demon,11855689,11855689,153297,149440,2026-05-04T18:40:00.000-04:00,,,,1,Xavier Edwards,https://static.prizepicks.com/images/players/MLB/Xavier_Edwards_MLB_player_pOmF23zFavo3I69buI0Vfyua-450.webp,1.5,MLB,2026-05-04,,,,,OK,4.84,1.47,0.342,27,28,27,27.30769230769231,28,Weak,27,Weak,284.1,32.0,0
669364,Xavier Edwards,IF,hitter,MIA,PHI,1.5,Hitter Strikeouts,hitter_strikeouts,Demon,11855692,11855692,153297,149440,2026-05-04T18:40:00.000-04:00,,,0.5,1,Xavier Edwards,https://static.prizepicks.com/images/players/MLB/Xavier_Edwards_MLB_player_pOmF23zFavo3I69buI0Vfyua-450.webp,1.5,MLB,2026-05-04,,,,,OK,4.84,1.47,0.342,27,28,27,27.30769230769231,28,Weak,27,Weak,284.1,32.0,0
592663,J.T. Realmuto,C,hitter,PHI,MIA,1.5,Total Bases,total_bases,Demon,11855776,11855776,67634,149440,2026-05-04T18:40:00.000-04:00,,,,1,J.T. Realmuto,https://static.prizepicks.com/images/players/MLB/Jacob_Realmuto_MLB_player_qUdvpTDV1nY6g19qkvI7KEEH-450.webp,1.5,MLB,2026-05-04,,,,,OK,3.98,1.28,0.311,11,12,10,11.076923076923078,12,Above Avg,11,Above Avg,280.2,32.0,0
656941,Kyle Schwarber,OF,hitter,PHI,MIA,1.5,Total Bases,total_bases,Demon,11855778,11855778,67532,149440,2026-05-04T18:40:00.000-04:00,,,,1,Kyle Schwarber,https://static.prizepicks.com/images/players/MLB/Kyle_Schwarber_MLB_player_68nHEJrjzq1CxWv0nqnyV0Tj-450.webp,1.5,MLB,2026-05-04,,,,,OK,3.98,1.28,0.311,11,12,10,11.076923076923078,12,Above Avg,11,Above Avg,280.2,32.0,0
681082,Bryson Stott,IF,hitter,PHI,MIA,1.5,Total Bases,total_bases,Demon,11855818,11855818,69515,149440,2026-05-04T18:40:00.000-04:00,,,,1,Bryson Stott,https://static.prizepicks.com/images/players/MLB/Bryson_Stott_MLB_player_R761z8GtmmBHjPjfJP9iL5x6-450.webp,1.5,MLB,2026-05-04,,,,,OK,3.98,1.28,0.311,11,12,10,11.076923076923078,12,Above Avg,11,Above Avg,280.2,32.0,0
702222,Justin Crawford,OF,hitter,PHI,MIA,1.5,Total Bases,total_bases,Demon,11855825,11855825,309860,149440,2026-05-04T18:40:00.000-04:00,,,,1,Justin Crawford,https://static.prizepicks.com/images/manual/Justin Crawford.png,1.5,MLB,2026-05-04,,,,,OK,3.98,1.28,0.311,11,12,10,11.076923076923078,12,Above Avg,11,Above Avg,280.2,32.0,0
681393,Connor Norby,IF,hitter,MIA,PHI,1.5,Total Bases,total_bases,Demon,11855990,11855990,210171,149440,2026-05-04T18:40:00.000-04:00,,,,1,Connor Norby,https://static.prizepicks.com/images/players/MLB/Connor_Norby_MLB_player_TBfhu6TeX7NZPoNqEKe2pWag-450.webp,1.5,MLB,2026-05-04,,,,,OK,4.84,1.47,0.342,27,28,27,27.30769230769231,28,Weak,27,Weak,284.1,32.0,0
688363,Graham Pauley,IF,hitter,MIA,PHI,1.5,Total Bases,total_bases,Demon,11855994,11855994,233464,149440,2026-05-04T18:40:00.000-04:00,,,0.5,1,Graham Pauley,https://static.prizepicks.com/images/players/MLB/Graham_Pauley_MLB_player_3KBbdEKuuYiyCr4SB8v6d2JB-450.webp,1.5,MLB,2026-05-04,,,,,OK,4.84,1.47,0.342,27,28,27,27.30769230769231,28,Weak,27,Weak,284.1,32.0,0
691788,Joe Mack,C,hitter,MIA,PHI,1.5,Hits,hits,Demon,11856001,11856001,316498,149440,2026-05-04T18:40:00.000-04:00,,,,1,Joe Mack,https://static.prizepicks.com/images/players/MLB/Joseph_Mack_MLB_player_XGhlXYdUjDcpthtTN5GauGCd-450.webp,1.5,MLB,2026-05-04,,,,,OK,4.84,1.47,0.342,27,28,27,27.30769230769231,28,Weak,27,Weak,284.1,32.0,0
691788,Joe Mack,C,hitter,MIA,PHI,1.5,Total Bases,total_bases,Demon,11856005,11856005,316498,149440,2026-05-04T18:40:00.000-04:00,,,,1,Joe Mack,https://static.prizepicks.com/images/players/MLB/Joseph_Mack_MLB_player_XGhlXYdUjDcpthtTN5GauGCd-450.webp,1.5,MLB,2026-05-04,,,,,OK,4.84,1.47,0.342,27,28,27,27.30769230769231,28,Weak,27,Weak,284.1,32.0,0
672640,Otto Lopez,IF,hitter,MIA,PHI,1.5,Runs,runs,Demon,11856019,11856019,195234,149440,2026-05-04T18:40:00.000-04:00,,,,2,Otto Lopez,https://static.prizepicks.com/images/players/MLB/Otto_Lopez_MLB_player_H2mMceL0DZ4mYAGG4CSxx4AP-450.webp,1.5,MLB,2026-05-04,,,,,OK,4.84,1.47,0.342,27,28,27,27.30769230769231,28,Weak,27,Weak,284.1,32.0,0
683357,Owen Caissie,OF,hitter,MIA,PHI,1.5,Total Bases,total_bases,Demon,11856023,11856023,310123,149440,2026-05-04T18:40:00.000-04:00,,,,1,Owen Caissie,https://static.prizepicks.com/images/manual/Owen Caissie.png,1.5,MLB,2026-05-04,,,,,OK,4.84,1.47,0.342,27,28,27,27.30769230769231,28,Weak,27,Weak,284.1,32.0,0
669065,Kyle Stowers,OF,hitter,MIA,PHI,1.5,Total Bases,total_bases,Demon,11861785,11861785,205916,149440,2026-05-04T18:40:00.000-04:00,,,,1,Kyle Stowers,https://static.prizepicks.com/images/players/MLB/Kyle_Stowers_MLB_player_hyg3V9SnzEZQefiOvvhEPPur-450.webp,1.5,MLB,2026-05-04,,,,,OK,4.84,1.47,0.342,27,28,27,27.30769230769231,28,Weak,27,Weak,284.1,32.0,0
669016,Brandon Marsh,OF,hitter,PHI,MIA,1.5,Runs,runs,Demon,11864774,11864774,69890,149440,2026-05-04T18:40:00.000-04:00,,,,2,Brandon Marsh,https://static.prizepicks.com/images/players/MLB/Brandon_Marsh_MLB_player_JZ5RTWUyIllOGkmAwyKUtF5H-450.webp,1.5,MLB,2026-05-04,,,,,OK,3.98,1.28,0.311,11,12,10,11.076923076923078,12,Above Avg,11,Above Avg,280.2,32.0,0
666969,Adolis García,OF,hitter,PHI,MIA,0.5,Hits,hits,Goblin,11855369,11855369,308808,149440,2026-05-04T18:40:00.000-04:00,,,,1,Adolis García,https://static.prizepicks.com/images/manual/Adolis_García-.png,0.5,MLB,2026-05-04,,,,,OK,3.98,1.28,0.311,11,12,10,11.076923076923078,12,Above Avg,11,Above Avg,280.2,32.0,0
666969,Adolis García,OF,hitter,PHI,MIA,0.5,Home Runs,home_runs,Demon,11855371,11855371,308808,149440,2026-05-04T18:40:00.000-04:00,,,,1,Adolis García,https://static.prizepicks.com/images/manual/Adolis_García-.png,0.5,MLB,2026-05-04,,,,,OK,3.98,1.28,0.311,11,12,10,11.076923076923078,12,Above Avg,11,Above Avg,280.2,32.0,0
