PLAYER_NAME,PLAYER_NORM,TEAM,season_avg,games,avg_toi,category,team_slate,team_def_key,rank_on_team,leader_side,PLAYER_NAME_split,n_games,n_elite,n_weak,avg_delta_all,avg_delta_vs_elite,avg_delta_vs_weak,avg_delta_vs_mid,def_rank_corr,weak_over_rate,elite_over_rate,def_boost,overperform_vs_weak,fades_vs_elite
Clayton Keller,clayton keller,UTA,3.032258064516129,31,19.674731182795696,shots,UTA,UTA,2,top,Clayton Keller,28,11,9,-0.05173458904757939,0.24485387363130293,-0.06881686312969121,-0.4403261668886669,-0.12394060059067401,0.3333333333333333,0.45454545454545453,-0.3136707367609941,False,False
Nick Schmaltz,nick schmaltz,UTA,2.5806451612903225,31,20.358064516129033,shots,UTA,UTA,3,top,Nick Schmaltz,28,11,9,0.4652930183844031,-0.3101999660620351,1.4524495678430709,0.42104475385725393,0.33378518848286437,0.7777777777777778,0.5454545454545454,1.762649533905106,True,True
Elias N. Pettersson,elias n. pettersson,VAN,0.043478260869565216,23,16.12391304347826,assists,VAN,VAN,1,bottom,Elias N. Pettersson,20,5,8,0.00690775018754895,-0.05938375350140056,-0.0289274322169059,0.09521331842760412,0.15724417197135562,0.0,0.0,0.03045632128449466,False,False
Aatu Raty,aatu raty,VAN,0.047619047619047616,21,11.75952380952381,assists,VAN,VAN,2,bottom,Aatu Raty,18,4,6,0.04985380116959064,0.0,0.15833333333333333,-0.006578947368421052,0.3121406696503294,0.16666666666666666,0.0,0.15833333333333333,False,False
Nils Hoglander,nils hoglander,VAN,0.05,20,11.518333333333334,assists,VAN,VAN,3,bottom,Nils Hoglander,17,5,5,0.05572755417956657,0.0,-0.010526315789473684,0.14285714285714285,-0.11155038009166994,0.0,0.0,-0.010526315789473684,False,False
Elias Pettersson,elias pettersson,VAN,0.6,25,17.887333333333334,assists,VAN,VAN,1,top,Elias Pettersson,22,5,8,0.0723864965525412,0.2820175438596491,-0.10317911255411255,0.11198312281006231,-0.04485025114001849,0.375,0.6,-0.38519665641376166,False,False
Filip Hronek,filip hronek,VAN,0.56,25,26.302666666666667,assists,VAN,VAN,2,top,Filip Hronek,22,5,8,0.17659337010398268,0.4367105263157895,0.24818722943722943,-0.03155514719879596,-0.08067346439205796,0.625,0.6,-0.18852329687856006,False,False
Brock Boeser,brock boeser,VAN,0.52,25,19.09133333333333,assists,VAN,VAN,3,top,Brock Boeser,22,5,8,0.10406249123759742,-0.09859649122807015,0.0010416666666666907,0.30822488111490665,0.09521618863984237,0.375,0.4,0.09963815789473685,False,False
Pierre-Olivier Joseph,pierre-olivier joseph,VAN,0.0,10,13.108333333333334,goals,VAN,VAN,1,bottom,Pierre-Olivier Joseph,7,1,1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,False,False
Victor Mancini,victor mancini,VAN,0.0,14,13.802380952380954,goals,VAN,VAN,2,bottom,Victor Mancini,11,3,3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,False,False
Tom Willander,tom willander,VAN,0.04,25,20.224,goals,VAN,VAN,3,bottom,Tom Willander,22,5,8,0.03016337931305687,-0.010526315789473684,-0.016842532467532468,0.09455179817498659,-0.1794308359292208,0.0,0.0,-0.006316216678058784,False,False
Brock Boeser,brock boeser,VAN,0.4,25,19.09133333333333,goals,VAN,VAN,1,top,Brock Boeser,22,5,8,0.049441603030272736,0.6835964912280701,0.2042207792207792,-0.4404481581378427,-0.11620864144371351,0.5,0.6,-0.4793757120072909,False,False
Jake DeBrusk,jake debrusk,VAN,0.4,25,16.035333333333334,goals,VAN,VAN,2,top,Jake DeBrusk,22,5,8,0.2635758696268645,0.03934210526315789,0.3035308441558442,0.3526346502476085,0.1319700909931668,0.5,0.2,0.2641887388926863,False,False
Marco Rossi,marco rossi,VAN,0.28,25,16.657333333333334,goals,VAN,VAN,3,top,Marco Rossi,22,5,8,0.06239039372352923,-0.035964912280701755,0.2526650432900433,-0.05210079144435494,0.2868957664255789,0.5,0.2,0.28862995557074506,False,False
Elias N. Pettersson,elias n. pettersson,VAN,0.08695652173913043,23,16.12391304347826,points,VAN,VAN,1,bottom,Elias N. Pettersson,20,5,8,0.054635022914821675,-0.05938375350140056,-0.03460925039872408,0.238070461284747,0.030974968124399163,0.0,0.0,0.024774503102676475,False,False
Aatu Raty,aatu raty,VAN,0.09523809523809523,21,11.75952380952381,points,VAN,VAN,2,bottom,Aatu Raty,18,4,6,0.03238678318012684,-0.10189393939393938,0.11010348583877995,0.041239617473170107,0.35163729405828575,0.16666666666666666,0.0,0.21199742523271933,False,False
Curtis Douglas,curtis douglas,VAN,0.14285714285714285,14,8.364285714285714,points,VAN,VAN,3,bottom,Curtis Douglas,11,3,3,0.16724941724941725,0.0,0.6410256410256411,-0.016666666666666666,0.5710054058291328,0.6666666666666666,0.0,0.6410256410256411,True,False
Brock Boeser,brock boeser,VAN,0.92,25,19.09133333333333,points,VAN,VAN,1,top,Brock Boeser,22,5,8,0.15350409426787012,0.585,0.20526244588744588,-0.132223277022936,-0.02349220111634859,0.625,0.6,-0.37973755411255405,False,False
Marco Rossi,marco rossi,VAN,0.8,25,16.657333333333334,points,VAN,VAN,2,top,Marco Rossi,22,5,8,0.14135574600070314,0.4957456140350877,0.2837662337662338,-0.1821146142544267,0.023154146624445437,0.625,0.6,-0.21197938026885393,False,False
Elias Pettersson,elias pettersson,VAN,0.68,25,17.887333333333334,points,VAN,VAN,3,top,Elias Pettersson,22,5,8,0.07720559439024544,0.16929824561403511,-0.15769751082251082,0.23484577056614567,0.033780602818865475,0.375,0.6,-0.32699575643654594,False,False
Pierre-Olivier Joseph,pierre-olivier joseph,VAN,0.5,10,13.108333333333334,shots,VAN,VAN,1,bottom,Pierre-Olivier Joseph,7,1,1,0.13480725623582768,-0.5,-0.3333333333333333,0.3553968253968254,-0.20449106404691647,0.0,0.0,0.16666666666666669,False,False
