Unnamed: 0,Line,Position,GP,TOI,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %,Unnamed: 53,Player.1,Unnamed: 55,Unnamed: 56,season_id,sit,team_filter,fetched_at,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %,Player,Team,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %,Player 2,line_sit,source
22,Jaycob Megna - Zach Whitecloud,,3.0,20:08,11.0,20.0,35.48,8.0,16.0,33.33,5.0,7.0,41.67,0.0,2.0,0.00,0.5,1.68,22.95,6.0,12.0,33.33,2.0,6.0,25.00,0.0,1.0,0.00,4.0,6.0,40.00,0.0,0.0,-,7.0,9.0,43.75,0.0,1.0,0.00,0.00,71.43,0.714,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,1.0,2.0,4.0,14.0,20.00,3.0,5.0,6.0,33.33,Jaycob Megna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zach Whitecloud,5v5,pairings
23,Shea Theodore - Zach Whitecloud,,36.0,17:16,17.0,16.0,51.52,14.0,9.0,60.87,10.0,4.0,71.43,0.0,0.0,-,0.66,0.58,53.32,5.0,7.0,41.67,3.0,3.0,50.00,0.0,0.0,-,2.0,4.0,33.33,0.0,0.0,-,9.0,10.0,47.37,0.0,0.0,-,0.00,100.00,1.000,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,1.0,1.0,0.0,63.0,100.00,1.0,1.0,3.0,25.00,Shea Theodore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zach Whitecloud,5v5,pairings
24,Brayden McNabb - Jeremy Lauzon,,49.0,16:13,8.0,20.0,28.57,8.0,16.0,33.33,6.0,12.0,33.33,0.0,3.0,0.00,0.33,1.21,21.19,2.0,13.0,13.33,1.0,5.0,16.67,0.0,0.0,-,1.0,8.0,11.11,0.0,3.0,0.00,4.0,5.0,44.44,0.0,0.0,-,0.00,75.00,0.750,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,0.0,0.0,0.0,98.0,-,0.0,1.0,1.0,0.00,Brayden McNabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeremy Lauzon,5v5,pairings
25,Ben Hutton - Jaycob Megna,,4.0,15:19,9.0,11.0,45.00,7.0,10.0,41.18,4.0,6.0,40.00,0.0,3.0,0.00,0.24,0.91,20.61,4.0,7.0,36.36,1.0,6.0,14.29,0.0,3.0,0.00,3.0,1.0,75.00,0.0,0.0,-,6.0,8.0,42.86,0.0,0.0,-,0.00,50.00,0.500,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,1.0,3.0,3.0,11.0,25.00,3.0,4.0,5.0,37.50,Ben Hutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaycob Megna,5v5,pairings
26,Brayden McNabb - Ben Hutton,,36.0,11:45,6.0,16.0,27.27,3.0,9.0,25.00,2.0,8.0,20.00,0.0,2.0,0.00,0.17,0.48,25.90,1.0,7.0,12.50,1.0,2.0,33.33,0.0,0.0,-,0.0,5.0,0.00,0.0,1.0,0.00,3.0,6.0,33.33,0.0,1.0,0.00,0.00,75.00,0.750,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,1.0,0.0,0.0,64.0,100.00,1.0,0.0,0.0,100.00,Brayden McNabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ben Hutton,5v5,pairings
27,Zach Whitecloud - Kaedan Korczak,,47.0,10:45,3.0,19.0,13.64,2.0,12.0,14.29,1.0,5.0,16.67,0.0,0.0,-,0.06,0.8,7.23,1.0,12.0,7.69,0.0,2.0,0.00,0.0,0.0,-,1.0,10.0,9.09,0.0,0.0,-,2.0,6.0,25.00,0.0,0.0,-,0.00,100.00,1.000,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,0.0,0.0,0.0,35.0,-,0.0,0.0,1.0,0.00,Zach Whitecloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaedan Korczak,5v5,pairings
28,Ben Hutton - Rasmus Andersson,,13.0,9:28,6.0,12.0,33.33,6.0,8.0,42.86,2.0,3.0,40.00,0.0,0.0,-,0.34,0.87,28.12,3.0,6.0,33.33,2.0,3.0,40.00,0.0,0.0,-,1.0,3.0,25.00,0.0,0.0,-,3.0,5.0,37.50,0.0,0.0,-,0.00,100.00,1.000,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,0.0,2.0,0.0,19.0,-,0.0,2.0,1.0,0.00,Ben Hutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rasmus Andersson,5v5,pairings
29,Brayden McNabb - Rasmus Andersson,,25.0,8:57,8.0,9.0,47.06,8.0,4.0,66.67,3.0,2.0,60.00,0.0,0.0,-,0.59,0.14,81.36,5.0,3.0,62.50,4.0,0.0,100.00,0.0,0.0,-,1.0,3.0,25.00,0.0,0.0,-,2.0,7.0,22.22,0.0,0.0,-,0.00,100.00,1.000,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,0.0,0.0,0.0,42.0,-,0.0,0.0,2.0,0.00,Brayden McNabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rasmus Andersson,5v5,pairings
30,Jaycob Megna - Kaedan Korczak,,4.0,4:41,6.0,0.0,100.00,5.0,0.0,100.00,2.0,0.0,100.00,0.0,0.0,-,0.47,0.0,100.00,4.0,0.0,100.00,2.0,0.0,100.00,0.0,0.0,-,2.0,0.0,100.00,0.0,0.0,-,1.0,0.0,100.00,0.0,0.0,-,0.00,-,0.00,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,0.0,0.0,0.0,9.0,-,0.0,0.0,0.0,-,Jaycob Megna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaedan Korczak,5v5,pairings
31,Rasmus Andersson - Kaedan Korczak,,29.0,3:51,6.0,0.0,100.00,2.0,0.0,100.00,1.0,0.0,100.00,0.0,0.0,-,0.19,0.0,100.00,2.0,0.0,100.00,1.0,0.0,100.00,0.0,0.0,-,1.0,0.0,100.00,0.0,0.0,-,3.0,0.0,100.00,0.0,0.0,-,0.00,-,0.00,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,0.0,0.0,0.0,27.0,-,0.0,0.0,0.0,-,Rasmus Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaedan Korczak,5v5,pairings
32,Shea Theodore - Dylan Coghlan,,1.0,2:31,3.0,2.0,60.00,2.0,1.0,66.67,2.0,1.0,66.67,0.0,0.0,-,0.14,0.02,85.94,2.0,0.0,100.00,1.0,0.0,100.00,0.0,0.0,-,1.0,0.0,100.00,0.0,0.0,-,1.0,1.0,50.00,0.0,0.0,-,0.00,100.00,1.000,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,0.0,0.0,0.0,3.0,-,0.0,0.0,1.0,0.00,Shea Theodore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dylan Coghlan,5v5,pairings
33,Noah Hanifin - Dylan Coghlan,,2.0,2:07,2.0,0.0,100.00,2.0,0.0,100.00,1.0,0.0,100.00,0.0,0.0,-,0.07,0.0,100.00,1.0,0.0,100.00,0.0,0.0,-,0.0,0.0,-,1.0,0.0,100.00,0.0,0.0,-,2.0,0.0,100.00,0.0,0.0,-,0.00,-,0.00,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,1.0,1.0,0.0,4.0,100.00,1.0,1.0,0.0,100.00,Noah Hanifin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dylan Coghlan,5v5,pairings
34,Jeremy Lauzon - Dylan Coghlan,,3.0,1:43,1.0,1.0,50.00,1.0,1.0,50.00,0.0,1.0,0.00,0.0,0.0,-,0.01,0.05,16.73,0.0,1.0,0.00,0.0,0.0,-,0.0,0.0,-,0.0,1.0,0.00,0.0,0.0,-,1.0,0.0,100.00,0.0,0.0,-,-,100.00,1.00,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,0.0,0.0,0.0,4.0,-,0.0,0.0,0.0,-,Jeremy Lauzon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dylan Coghlan,5v5,pairings
35,Jaycob Megna - Noah Hanifin,,4.0,0:57,0.0,1.0,0.00,0.0,1.0,0.00,0.0,0.0,-,0.0,0.0,-,0.0,0.06,0.00,0.0,1.0,0.00,0.0,0.0,-,0.0,0.0,-,0.0,1.0,0.00,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,0.0,0.0,0.0,4.0,-,0.0,0.0,0.0,-,Jaycob Megna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noah Hanifin,5v5,pairings
36,Brayden McNabb - Dylan Coghlan,,1.0,0:32,0.0,3.0,0.00,0.0,1.0,0.00,0.0,0.0,-,0.0,0.0,-,0.0,0.03,0.00,0.0,1.0,0.00,0.0,0.0,-,0.0,0.0,-,0.0,1.0,0.00,0.0,0.0,-,0.0,3.0,0.00,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,0.0,0.0,1.0,2.0,0.00,0.0,0.0,1.0,0.00,Brayden McNabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dylan Coghlan,5v5,pairings
37,Jaycob Megna - Jeremy Lauzon,,4.0,0:29,1.0,2.0,33.33,1.0,2.0,33.33,1.0,0.0,100.00,0.0,0.0,-,0.01,0.49,1.70,0.0,2.0,0.00,0.0,2.0,0.00,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,1.0,0.0,100.00,0.0,0.0,-,0.00,-,0.00,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,0.0,0.0,0.0,7.0,-,0.0,0.0,0.0,-,Jaycob Megna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeremy Lauzon,5v5,pairings
38,Jaycob Megna - Shea Theodore,,1.0,0:14,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,-,Jaycob Megna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shea Theodore,5v5,pairings
39,Dylan Coghlan - Kaedan Korczak,,3.0,0:10,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,-,Dylan Coghlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaedan Korczak,5v5,pairings
40,Rasmus Andersson - Dylan Coghlan,,1.0,0:02,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,-,Rasmus Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dylan Coghlan,5v5,pairings
41,Dylan Coghlan - Zach Whitecloud,,1.0,0:01,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,-,Dylan Coghlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zach Whitecloud,5v5,pairings
1,Shea Theodore - Rasmus Andersson,,32.0,24:06,24.0,6.0,80.00,15.0,6.0,71.43,11.0,5.0,68.75,3.0,0.0,100.00,1.52,0.5,75.19,11.0,3.0,78.57,4.0,2.0,66.67,0.0,0.0,-,7.0,1.0,87.50,0.0,0.0,-,21.0,3.0,87.50,3.0,0.0,100.00,27.27,100.00,1.273,,,,,,,,,,,,,,20252026,pp,VGK,2026-06-09T17:04:26.266452+00:00,7.0,3.0,3.0,16.0,70.00,12.0,6.0,5.0,70.59,Shea Theodore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rasmus Andersson,pp,pairings
2,Shea Theodore - Noah Hanifin,,60.0,16:25,23.0,3.0,88.46,17.0,3.0,85.00,10.0,2.0,83.33,2.0,1.0,66.67,1.93,0.13,93.48,14.0,1.0,93.33,6.0,1.0,85.71,0.0,1.0,0.00,8.0,0.0,100.00,1.0,0.0,100.00,15.0,2.0,88.24,1.0,0.0,100.00,20.00,50.00,0.700,,,,,,,,,,,,,,20252026,pp,VGK,2026-06-09T17:04:26.266452+00:00,7.0,7.0,0.0,10.0,100.00,9.0,8.0,1.0,90.00,Shea Theodore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noah Hanifin,pp,pairings
3,Noah Hanifin - Rasmus Andersson,,32.0,4:37,7.0,2.0,77.78,4.0,2.0,66.67,4.0,2.0,66.67,1.0,0.0,100.00,0.21,0.11,64.48,3.0,1.0,75.00,0.0,0.0,-,0.0,0.0,-,3.0,1.0,75.00,0.0,0.0,-,5.0,0.0,100.00,1.0,0.0,100.00,25.00,100.00,1.250,,,,,,,,,,,,,,20252026,pp,VGK,2026-06-09T17:04:26.266452+00:00,2.0,0.0,0.0,5.0,100.00,3.0,0.0,0.0,100.00,Noah Hanifin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rasmus Andersson,pp,pairings
4,Brayden McNabb - Shea Theodore,,55.0,3:26,8.0,0.0,100.00,5.0,0.0,100.00,3.0,0.0,100.00,0.0,0.0,-,1.09,0.0,100.00,3.0,0.0,100.00,0.0,0.0,-,0.0,0.0,-,3.0,0.0,100.00,0.0,0.0,-,7.0,0.0,100.00,0.0,0.0,-,0.00,-,0.00,,,,,,,,,,,,,,20252026,pp,VGK,2026-06-09T17:04:26.266452+00:00,0.0,0.0,0.0,5.0,-,4.0,0.0,1.0,80.00,Brayden McNabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shea Theodore,pp,pairings
5,Ben Hutton - Shea Theodore,,43.0,1:35,1.0,0.0,100.00,1.0,0.0,100.00,1.0,0.0,100.00,0.0,0.0,-,0.13,0.0,100.00,1.0,0.0,100.00,1.0,0.0,100.00,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,1.0,0.0,100.00,0.0,0.0,-,0.00,-,0.00,,,,,,,,,,,,,,20252026,pp,VGK,2026-06-09T17:04:26.266452+00:00,1.0,0.0,0.0,5.0,100.00,3.0,0.0,0.0,100.00,Ben Hutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shea Theodore,pp,pairings
6,Ben Hutton - Noah Hanifin,,44.0,1:13,1.0,0.0,100.00,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,1.0,0.0,100.00,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,pp,VGK,2026-06-09T17:04:26.266452+00:00,0.0,0.0,0.0,3.0,-,0.0,0.0,0.0,-,Ben Hutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noah Hanifin,pp,pairings
7,Noah Hanifin - Zach Whitecloud,,37.0,1:12,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,pp,VGK,2026-06-09T17:04:26.266452+00:00,0.0,1.0,0.0,0.0,-,1.0,1.0,0.0,100.00,Noah Hanifin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zach Whitecloud,pp,pairings
8,Jeremy Lauzon - Kaedan Korczak,,64.0,0:54,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,pp,VGK,2026-06-09T17:04:26.266452+00:00,1.0,0.0,0.0,2.0,100.00,1.0,0.0,0.0,100.00,Jeremy Lauzon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaedan Korczak,pp,pairings
9,Ben Hutton - Zach Whitecloud,,40.0,0:49,0.0,1.0,0.00,0.0,1.0,0.00,0.0,1.0,0.00,0.0,0.0,-,0.0,0.08,0.00,0.0,1.0,0.00,0.0,1.0,0.00,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,100.00,1.00,,,,,,,,,,,,,,20252026,pp,VGK,2026-06-09T17:04:26.266452+00:00,1.0,0.0,0.0,1.0,100.00,1.0,0.0,0.0,100.00,Ben Hutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zach Whitecloud,pp,pairings
10,Noah Hanifin - Kaedan Korczak,,67.0,0:49,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,1.0,0.0,100.00,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,pp,VGK,2026-06-09T17:04:26.266452+00:00,0.0,1.0,0.0,0.0,-,1.0,1.0,0.0,100.00,Noah Hanifin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaedan Korczak,pp,pairings
11,Ben Hutton - Kaedan Korczak,,51.0,0:40,0.0,1.0,0.00,0.0,1.0,0.00,0.0,0.0,-,0.0,0.0,-,0.0,0.02,0.00,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,1.0,0.00,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,pp,VGK,2026-06-09T17:04:26.266452+00:00,1.0,0.0,0.0,1.0,100.00,1.0,0.0,0.0,100.00,Ben Hutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaedan Korczak,pp,pairings
12,Brayden McNabb - Zach Whitecloud,,38.0,0:39,1.0,1.0,50.00,0.0,1.0,0.00,0.0,0.0,-,0.0,0.0,-,0.0,0.03,0.00,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,1.0,1.0,50.00,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,pp,VGK,2026-06-09T17:04:26.266452+00:00,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,-,Brayden McNabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zach Whitecloud,pp,pairings
13,Shea Theodore - Jeremy Lauzon,,56.0,0:32,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,pp,VGK,2026-06-09T17:04:26.266452+00:00,0.0,0.0,0.0,0.0,-,1.0,0.0,0.0,100.00,Shea Theodore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeremy Lauzon,pp,pairings
14,Brayden McNabb - Kaedan Korczak,,59.0,0:30,2.0,0.0,100.00,2.0,0.0,100.00,2.0,0.0,100.00,0.0,0.0,-,0.16,0.0,100.00,1.0,0.0,100.00,1.0,0.0,100.00,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,1.0,0.0,100.00,0.0,0.0,-,0.00,-,0.00,,,,,,,,,,,,,,20252026,pp,VGK,2026-06-09T17:04:26.266452+00:00,1.0,0.0,0.0,1.0,100.00,1.0,0.0,0.0,100.00,Brayden McNabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaedan Korczak,pp,pairings
15,Ben Hutton - Dylan Coghlan,,3.0,0:19,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,pp,VGK,2026-06-09T17:04:26.266452+00:00,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,-,Ben Hutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dylan Coghlan,pp,pairings
16,Shea Theodore - Kaedan Korczak,,66.0,0:17,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,pp,VGK,2026-06-09T17:04:26.266452+00:00,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,-,Shea Theodore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaedan Korczak,pp,pairings
17,Brayden McNabb - Rasmus Andersson,,25.0,0:16,1.0,0.0,100.00,1.0,0.0,100.00,1.0,0.0,100.00,0.0,0.0,-,0.13,0.0,100.00,1.0,0.0,100.00,1.0,0.0,100.00,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.00,-,0.00,,,,,,,,,,,,,,20252026,pp,VGK,2026-06-09T17:04:26.266452+00:00,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,-,Brayden McNabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rasmus Andersson,pp,pairings
18,Shea Theodore - Zach Whitecloud,,36.0,0:12,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,pp,VGK,2026-06-09T17:04:26.266452+00:00,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,-,Shea Theodore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zach Whitecloud,pp,pairings
19,Brayden McNabb - Noah Hanifin,,52.0,0:11,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,pp,VGK,2026-06-09T17:04:26.266452+00:00,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,-,Brayden McNabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noah Hanifin,pp,pairings
20,Brayden McNabb - Ben Hutton,,36.0,0:09,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,pp,VGK,2026-06-09T17:04:26.266452+00:00,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,-,Brayden McNabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ben Hutton,pp,pairings
21,Zach Whitecloud - Kaedan Korczak,,47.0,0:05,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,pp,VGK,2026-06-09T17:04:26.266452+00:00,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,-,Zach Whitecloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaedan Korczak,pp,pairings
22,Rasmus Andersson - Kaedan Korczak,,29.0,0:01,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,pp,VGK,2026-06-09T17:04:26.266452+00:00,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,-,Rasmus Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaedan Korczak,pp,pairings
