Unnamed: 0,Line,Position,GP,TOI,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %,Unnamed: 53,Player.1,Unnamed: 55,Unnamed: 56,season_id,sit,team_filter,fetched_at,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %,Player,Team,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %,Player 2,line_sit,source
7,Mike Reilly - Alexander Nikishin,,41.0,206:23,240.0,152.0,61.22,166.0,113.0,59.50,103.0,82.0,55.68,8.0,5.0,61.54,11.56,7.49,60.68,105.0,77.0,57.69,48.0,27.0,64.00,5.0,4.0,55.56,57.0,50.0,53.27,1.0,1.0,50.00,152.0,78.0,66.09,2.0,0.0,100.00,7.77,93.90,1.017,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,47.0,65.0,13.0,126.0,78.33,94.0,84.0,33.0,74.02,Mike Reilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Nikishin,5v5,pairings
8,Jalen Chatfield - K'Andre Miller,,64.0,206:05,249.0,167.0,59.86,170.0,119.0,58.82,100.0,75.0,57.14,7.0,15.0,31.82,8.27,9.99,45.29,98.0,91.0,51.85,37.0,47.0,44.05,1.0,10.0,9.09,61.0,44.0,58.10,5.0,4.0,55.56,163.0,88.0,64.94,1.0,1.0,50.00,7.00,80.00,0.870,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,25.0,40.0,29.0,181.0,46.30,75.0,64.0,66.0,53.19,Jalen Chatfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K'Andre Miller,5v5,pairings
9,Mike Reilly - Charles-Alexis Legault,,12.0,120:18,119.0,94.0,55.87,88.0,69.0,56.05,52.0,47.0,52.53,2.0,2.0,50.00,4.59,5.25,46.64,50.0,53.0,48.54,16.0,22.0,42.11,0.0,2.0,0.00,34.0,31.0,52.31,2.0,0.0,100.00,78.0,48.0,61.90,0.0,0.0,-,3.85,95.74,0.996,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,26.0,37.0,11.0,61.0,70.27,47.0,56.0,26.0,64.38,Mike Reilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charles-Alexis Legault,5v5,pairings
10,Shayne Gostisbehere - Sean Walker,,54.0,117:26,159.0,93.0,63.10,118.0,71.0,62.43,84.0,46.0,64.62,6.0,5.0,54.55,6.68,4.77,58.38,69.0,48.0,58.97,29.0,18.0,61.70,3.0,4.0,42.86,40.0,30.0,57.14,2.0,1.0,66.67,97.0,54.0,64.24,1.0,0.0,100.00,7.14,89.13,0.963,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,16.0,29.0,10.0,113.0,61.54,45.0,42.0,25.0,64.29,Shayne Gostisbehere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sean Walker,5v5,pairings
11,Mike Reilly - Joel Nystrom,,22.0,111:10,124.0,73.0,62.94,87.0,57.0,60.42,51.0,41.0,55.43,3.0,5.0,37.50,7.67,3.23,70.35,67.0,33.0,67.00,35.0,14.0,71.43,2.0,3.0,40.00,32.0,19.0,62.75,1.0,1.0,50.00,71.0,45.0,61.21,0.0,1.0,0.00,5.88,87.80,0.937,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,38.0,35.0,8.0,49.0,82.61,63.0,57.0,25.0,71.59,Mike Reilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joel Nystrom,5v5,pairings
12,Jalen Chatfield - Alexander Nikishin,,71.0,90:47,91.0,108.0,45.73,53.0,84.0,38.69,37.0,53.0,41.11,2.0,2.0,50.00,3.07,6.0,33.86,38.0,54.0,41.30,12.0,26.0,31.58,1.0,1.0,50.00,26.0,28.0,48.15,1.0,1.0,50.00,54.0,59.0,47.79,0.0,0.0,-,5.41,96.23,1.016,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,6.0,15.0,8.0,150.0,42.86,19.0,26.0,26.0,42.22,Jalen Chatfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Nikishin,5v5,pairings
13,K'Andre Miller - Joel Nystrom,,29.0,78:10,110.0,41.0,72.85,80.0,31.0,72.07,45.0,22.0,67.16,6.0,3.0,66.67,5.9,1.75,77.08,54.0,19.0,73.97,25.0,7.0,78.13,3.0,3.0,50.00,29.0,12.0,70.73,3.0,0.0,100.00,68.0,28.0,70.83,0.0,0.0,-,13.33,86.36,0.997,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,22.0,10.0,8.0,43.0,73.33,42.0,17.0,23.0,64.62,K'Andre Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joel Nystrom,5v5,pairings
14,Shayne Gostisbehere - K'Andre Miller,,50.0,59:14,58.0,44.0,56.86,41.0,28.0,59.42,27.0,19.0,58.70,4.0,2.0,66.67,3.03,1.68,64.37,36.0,19.0,65.45,15.0,6.0,71.43,2.0,1.0,66.67,21.0,13.0,61.76,2.0,1.0,66.67,22.0,26.0,45.83,0.0,0.0,-,14.81,89.47,1.043,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,4.0,6.0,3.0,142.0,57.14,8.0,13.0,12.0,40.00,Shayne Gostisbehere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K'Andre Miller,5v5,pairings
15,Jalen Chatfield - Joel Nystrom,,30.0,55:05,63.0,51.0,55.26,49.0,38.0,56.32,36.0,21.0,63.16,4.0,1.0,80.00,3.31,2.32,58.77,29.0,22.0,56.86,14.0,9.0,60.87,2.0,0.0,100.00,15.0,13.0,53.57,2.0,1.0,66.67,37.0,30.0,55.22,0.0,0.0,-,11.11,95.24,1.063,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,8.0,7.0,2.0,51.0,80.00,24.0,13.0,15.0,61.54,Jalen Chatfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joel Nystrom,5v5,pairings
16,Mike Reilly - Jalen Chatfield,,32.0,53:37,72.0,60.0,54.55,51.0,38.0,57.30,34.0,28.0,54.84,6.0,2.0,75.00,3.88,3.31,53.93,39.0,37.0,51.32,17.0,18.0,48.57,3.0,0.0,100.00,22.0,19.0,53.66,2.0,2.0,50.00,31.0,27.0,53.45,1.0,0.0,100.00,17.65,92.86,1.105,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,7.0,18.0,5.0,56.0,58.33,17.0,31.0,14.0,54.84,Mike Reilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jalen Chatfield,5v5,pairings
17,Jaccob Slavin - Sean Walker,,39.0,50:07,56.0,31.0,64.37,38.0,25.0,60.32,24.0,16.0,60.00,0.0,3.0,0.00,2.38,1.48,61.59,29.0,16.0,64.44,12.0,7.0,63.16,0.0,1.0,0.00,17.0,9.0,65.38,0.0,2.0,0.00,25.0,21.0,54.35,0.0,0.0,-,0.00,81.25,0.813,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,5.0,10.0,5.0,56.0,50.00,13.0,20.0,18.0,41.94,Jaccob Slavin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sean Walker,5v5,pairings
18,K'Andre Miller - Alexander Nikishin,,71.0,47:32,45.0,44.0,50.56,35.0,31.0,53.03,22.0,20.0,52.38,1.0,2.0,33.33,2.53,3.2,44.17,28.0,27.0,50.91,11.0,18.0,37.93,0.0,1.0,0.00,17.0,9.0,65.38,1.0,1.0,50.00,13.0,17.0,43.33,0.0,0.0,-,4.55,90.00,0.945,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,1.0,2.0,0.0,162.0,100.00,1.0,2.0,1.0,50.00,K'Andre Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Nikishin,5v5,pairings
19,Jalen Chatfield - Sean Walker,,72.0,45:51,50.0,27.0,64.94,34.0,20.0,62.96,21.0,13.0,61.76,2.0,2.0,50.00,2.33,1.36,63.18,24.0,17.0,58.54,9.0,8.0,52.94,1.0,1.0,50.00,15.0,9.0,62.50,1.0,0.0,100.00,22.0,12.0,64.71,0.0,1.0,0.00,9.52,84.62,0.941,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,4.0,4.0,1.0,153.0,80.00,7.0,8.0,4.0,63.64,Jalen Chatfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sean Walker,5v5,pairings
20,Jaccob Slavin - Alexander Nikishin,,39.0,37:22,36.0,29.0,55.38,29.0,19.0,60.42,17.0,14.0,54.84,1.0,0.0,100.00,1.85,0.98,65.46,16.0,8.0,66.67,5.0,4.0,55.56,1.0,0.0,100.00,11.0,4.0,73.33,0.0,0.0,-,21.0,23.0,47.73,0.0,0.0,-,5.88,100.00,1.059,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,7.0,6.0,3.0,75.0,70.00,10.0,9.0,9.0,52.63,Jaccob Slavin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Nikishin,5v5,pairings
21,Mike Reilly - Sean Walker,,41.0,35:35,49.0,28.0,63.64,36.0,25.0,59.02,21.0,13.0,61.76,3.0,2.0,60.00,2.14,1.5,58.74,16.0,11.0,59.26,5.0,4.0,55.56,0.0,2.0,0.00,11.0,7.0,61.11,2.0,0.0,100.00,28.0,21.0,57.14,1.0,0.0,100.00,14.29,84.62,0.989,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,1.0,5.0,7.0,77.0,12.50,6.0,10.0,14.0,30.00,Mike Reilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sean Walker,5v5,pairings
22,Shayne Gostisbehere - Jaccob Slavin,,25.0,31:43,29.0,33.0,46.77,22.0,28.0,44.00,15.0,18.0,45.45,1.0,3.0,25.00,1.51,1.82,45.37,12.0,19.0,38.71,7.0,7.0,50.00,1.0,1.0,50.00,5.0,12.0,29.41,0.0,2.0,0.00,16.0,17.0,48.48,0.0,0.0,-,6.67,83.33,0.900,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,6.0,11.0,5.0,37.0,54.55,11.0,15.0,6.0,64.71,Shayne Gostisbehere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaccob Slavin,5v5,pairings
23,Jaccob Slavin - K'Andre Miller,,38.0,28:24,22.0,18.0,55.00,16.0,14.0,53.33,12.0,7.0,63.16,1.0,0.0,100.00,1.23,0.91,57.38,12.0,9.0,57.14,4.0,3.0,57.14,1.0,0.0,100.00,8.0,6.0,57.14,0.0,0.0,-,6.0,8.0,42.86,0.0,0.0,-,8.33,100.00,1.083,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,0.0,0.0,0.0,101.0,-,0.0,0.0,1.0,0.00,Jaccob Slavin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K'Andre Miller,5v5,pairings
24,Sean Walker - Joel Nystrom,,37.0,24:20,17.0,25.0,40.48,12.0,19.0,38.71,10.0,12.0,45.45,1.0,1.0,50.00,1.26,1.33,48.64,10.0,13.0,43.48,3.0,3.0,50.00,0.0,0.0,-,7.0,10.0,41.18,1.0,1.0,50.00,6.0,11.0,35.29,0.0,0.0,-,10.00,91.67,1.017,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,0.0,0.0,1.0,46.0,0.00,0.0,1.0,5.0,0.00,Sean Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joel Nystrom,5v5,pairings
25,Mike Reilly - K'Andre Miller,,33.0,20:21,31.0,11.0,73.81,23.0,9.0,71.88,20.0,6.0,76.92,2.0,0.0,100.00,1.39,1.18,54.24,15.0,9.0,62.50,6.0,3.0,66.67,1.0,0.0,100.00,9.0,6.0,60.00,1.0,0.0,100.00,15.0,2.0,88.24,0.0,0.0,-,10.00,100.00,1.100,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,0.0,1.0,2.0,85.0,0.00,0.0,1.0,3.0,0.00,Mike Reilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K'Andre Miller,5v5,pairings
26,Mike Reilly - Shayne Gostisbehere,,19.0,17:31,21.0,17.0,55.26,16.0,13.0,55.17,11.0,8.0,57.89,1.0,1.0,50.00,1.17,1.12,51.12,13.0,9.0,59.09,4.0,4.0,50.00,1.0,1.0,50.00,9.0,5.0,64.29,0.0,0.0,-,8.0,9.0,47.06,0.0,0.0,-,9.09,87.50,0.966,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,3.0,1.0,0.0,35.0,100.00,6.0,1.0,2.0,75.00,Mike Reilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shayne Gostisbehere,5v5,pairings
27,Alexander Nikishin - Charles-Alexis Legault,,12.0,16:05,23.0,14.0,62.16,18.0,12.0,60.00,13.0,9.0,59.09,3.0,0.0,100.00,1.25,0.96,56.56,11.0,6.0,64.71,4.0,4.0,50.00,1.0,0.0,100.00,7.0,2.0,77.78,2.0,0.0,100.00,10.0,8.0,55.56,0.0,0.0,-,23.08,100.00,1.231,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,0.0,3.0,2.0,23.0,0.00,1.0,7.0,5.0,16.67,Alexander Nikishin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charles-Alexis Legault,5v5,pairings
28,Shayne Gostisbehere - Joel Nystrom,,23.0,14:43,16.0,9.0,64.00,11.0,5.0,68.75,6.0,3.0,66.67,1.0,0.0,100.00,0.69,0.31,68.84,8.0,6.0,57.14,3.0,3.0,50.00,1.0,0.0,100.00,5.0,3.0,62.50,0.0,0.0,-,7.0,3.0,70.00,0.0,0.0,-,16.67,100.00,1.167,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,1.0,1.0,0.0,26.0,100.00,2.0,2.0,1.0,66.67,Shayne Gostisbehere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joel Nystrom,5v5,pairings
29,Ronan Seeley - Joel Nystrom,,1.0,10:48,10.0,10.0,50.00,8.0,6.0,57.14,6.0,6.0,50.00,1.0,0.0,100.00,0.82,0.41,66.90,5.0,5.0,50.00,2.0,1.0,66.67,0.0,0.0,-,3.0,4.0,42.86,1.0,0.0,100.00,7.0,5.0,58.33,0.0,0.0,-,16.67,100.00,1.167,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,3.0,2.0,1.0,4.0,75.00,4.0,3.0,2.0,66.67,Ronan Seeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joel Nystrom,5v5,pairings
30,Sean Walker - Domenick Fensore,,1.0,6:46,5.0,10.0,33.33,4.0,5.0,44.44,1.0,5.0,16.67,0.0,0.0,-,0.2,0.88,18.30,3.0,4.0,42.86,1.0,3.0,25.00,0.0,0.0,-,2.0,1.0,66.67,0.0,0.0,-,3.0,6.0,33.33,0.0,0.0,-,0.00,100.00,1.000,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,0.0,2.0,1.0,4.0,0.00,2.0,4.0,5.0,28.57,Sean Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domenick Fensore,5v5,pairings
31,Domenick Fensore - Joel Nystrom,,1.0,6:43,3.0,6.0,33.33,2.0,5.0,28.57,2.0,1.0,66.67,0.0,0.0,-,0.03,0.31,9.39,0.0,3.0,0.00,0.0,2.0,0.00,0.0,0.0,-,0.0,1.0,0.00,0.0,0.0,-,4.0,3.0,57.14,0.0,0.0,-,0.00,100.00,1.000,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,3.0,5.0,0.0,0.0,100.00,3.0,7.0,0.0,100.00,Domenick Fensore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joel Nystrom,5v5,pairings
32,Sean Walker - Charles-Alexis Legault,,11.0,6:17,8.0,4.0,66.67,6.0,4.0,60.00,4.0,4.0,50.00,1.0,0.0,100.00,0.48,0.43,52.90,4.0,2.0,66.67,2.0,1.0,66.67,1.0,0.0,100.00,2.0,1.0,66.67,0.0,0.0,-,5.0,2.0,71.43,0.0,0.0,-,25.00,100.00,1.250,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,0.0,1.0,0.0,23.0,-,1.0,2.0,1.0,50.00,Sean Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charles-Alexis Legault,5v5,pairings
33,Jalen Chatfield - Charles-Alexis Legault,,7.0,6:04,8.0,4.0,66.67,4.0,3.0,57.14,1.0,3.0,25.00,0.0,0.0,-,0.48,0.14,77.33,5.0,1.0,83.33,3.0,1.0,75.00,0.0,0.0,-,2.0,0.0,100.00,0.0,0.0,-,2.0,3.0,40.00,0.0,0.0,-,0.00,100.00,1.000,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,0.0,1.0,2.0,12.0,0.00,0.0,1.0,3.0,0.00,Jalen Chatfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charles-Alexis Legault,5v5,pairings
34,Mike Reilly - Jaccob Slavin,,11.0,4:52,2.0,4.0,33.33,2.0,4.0,33.33,2.0,1.0,66.67,0.0,0.0,-,0.23,0.11,67.64,2.0,1.0,66.67,1.0,0.0,100.00,0.0,0.0,-,1.0,1.0,50.00,0.0,0.0,-,0.0,3.0,0.00,0.0,0.0,-,0.00,100.00,1.000,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,0.0,0.0,0.0,33.0,-,0.0,0.0,2.0,0.00,Mike Reilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaccob Slavin,5v5,pairings
35,Joel Nystrom - Charles-Alexis Legault,,8.0,3:51,2.0,3.0,40.00,2.0,2.0,50.00,2.0,2.0,50.00,0.0,0.0,-,0.2,0.06,75.30,2.0,2.0,50.00,1.0,0.0,100.00,0.0,0.0,-,1.0,2.0,33.33,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.00,100.00,1.000,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,0.0,3.0,0.0,11.0,-,0.0,3.0,1.0,0.00,Joel Nystrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charles-Alexis Legault,5v5,pairings
36,Jalen Chatfield - Domenick Fensore,,1.0,3:22,1.0,7.0,12.50,0.0,6.0,0.00,0.0,5.0,0.00,0.0,2.0,0.00,0.0,0.53,0.00,1.0,5.0,16.67,0.0,4.0,0.00,0.0,2.0,0.00,1.0,1.0,50.00,0.0,0.0,-,1.0,2.0,33.33,0.0,0.0,-,-,60.00,0.60,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,1.0,0.0,0.0,3.0,100.00,1.0,1.0,0.0,100.00,Jalen Chatfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domenick Fensore,5v5,pairings
37,Jaccob Slavin - Charles-Alexis Legault,,1.0,1:46,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,0.0,0.0,0.0,3.0,-,0.0,0.0,1.0,0.00,Jaccob Slavin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charles-Alexis Legault,5v5,pairings
38,Jaccob Slavin - Joel Nystrom,,4.0,1:15,0.0,2.0,0.00,0.0,2.0,0.00,0.0,2.0,0.00,0.0,0.0,-,0.0,0.08,0.00,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,2.0,0.00,0.0,0.0,-,-,100.00,1.00,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,0.0,0.0,0.0,6.0,-,0.0,0.0,0.0,-,Jaccob Slavin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joel Nystrom,5v5,pairings
39,Shayne Gostisbehere - Charles-Alexis Legault,,3.0,1:12,0.0,1.0,0.00,0.0,1.0,0.00,0.0,1.0,0.00,0.0,0.0,-,0.0,0.02,0.00,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,1.0,0.00,0.0,0.0,-,-,100.00,1.00,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,0.0,0.0,0.0,9.0,-,0.0,0.0,0.0,-,Shayne Gostisbehere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charles-Alexis Legault,5v5,pairings
40,K'Andre Miller - Charles-Alexis Legault,,5.0,1:12,1.0,0.0,100.00,1.0,0.0,100.00,1.0,0.0,100.00,1.0,0.0,100.00,0.07,0.0,100.00,1.0,0.0,100.00,0.0,0.0,-,0.0,0.0,-,1.0,0.0,100.00,1.0,0.0,100.00,0.0,0.0,-,0.0,0.0,-,100.00,-,1.00,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,0.0,0.0,0.0,8.0,-,0.0,0.0,0.0,-,K'Andre Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charles-Alexis Legault,5v5,pairings
41,Shayne Gostisbehere - Ronan Seeley,,1.0,1:10,1.0,0.0,100.00,1.0,0.0,100.00,0.0,0.0,-,0.0,0.0,-,0.05,0.0,100.00,1.0,0.0,100.00,0.0,0.0,-,0.0,0.0,-,1.0,0.0,100.00,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,0.0,0.0,0.0,3.0,-,0.0,0.0,0.0,-,Shayne Gostisbehere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ronan Seeley,5v5,pairings
42,Domenick Fensore - Alexander Nikishin,,1.0,1:10,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,0.0,0.0,0.0,4.0,-,0.0,0.0,0.0,-,Domenick Fensore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Nikishin,5v5,pairings
43,Ronan Seeley - Charles-Alexis Legault,,1.0,1:00,0.0,1.0,0.00,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,0.0,1.0,0.0,1.0,-,0.0,1.0,0.0,-,Ronan Seeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charles-Alexis Legault,5v5,pairings
44,Mike Reilly - Ronan Seeley,,1.0,0:46,1.0,0.0,100.00,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,0.0,0.0,0.0,5.0,-,0.0,0.0,0.0,-,Mike Reilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ronan Seeley,5v5,pairings
45,Alexander Nikishin - Ronan Seeley,,1.0,0:15,0.0,1.0,0.00,0.0,1.0,0.00,0.0,1.0,0.00,0.0,0.0,-,0.0,0.05,0.00,0.0,1.0,0.00,0.0,0.0,-,0.0,0.0,-,0.0,1.0,0.00,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,100.00,1.00,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,0.0,0.0,0.0,3.0,-,0.0,0.0,0.0,-,Alexander Nikishin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ronan Seeley,5v5,pairings
46,Shayne Gostisbehere - Domenick Fensore,,1.0,0:02,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,5v5,CAR,2026-06-09T17:04:23.589604+00:00,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,-,Shayne Gostisbehere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domenick Fensore,5v5,pairings
1,Sean Walker - K'Andre Miller,,72.0,29:07,38.0,6.0,86.36,29.0,6.0,82.86,21.0,5.0,80.77,1.0,1.0,50.00,3.02,0.56,84.41,27.0,3.0,90.00,6.0,1.0,85.71,0.0,0.0,-,21.0,2.0,91.30,0.0,1.0,0.00,21.0,2.0,91.30,1.0,0.0,100.00,4.76,80.00,0.848,,,,,,,,,,,,,,20252026,pp,CAR,2026-06-09T17:04:24.417684+00:00,17.0,4.0,1.0,19.0,94.44,24.0,6.0,1.0,96.00,Sean Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K'Andre Miller,pp,pairings
2,Sean Walker - Alexander Nikishin,,80.0,12:49,20.0,2.0,90.91,15.0,1.0,93.75,8.0,0.0,100.00,1.0,0.0,100.00,2.05,0.08,96.46,13.0,1.0,92.86,6.0,0.0,100.00,0.0,0.0,-,7.0,1.0,87.50,1.0,0.0,100.00,9.0,0.0,100.00,0.0,0.0,-,12.50,-,0.13,,,,,,,,,,,,,,20252026,pp,CAR,2026-06-09T17:04:24.417684+00:00,9.0,1.0,0.0,14.0,100.00,11.0,2.0,0.0,100.00,Sean Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Nikishin,pp,pairings
