player,team,prop_type,actual
Noah Barnett,UVM,Points,4.0
Noah Barnett,UVM,Rebounds,4.0
Noah Barnett,UVM,Assists,0.0
Noah Barnett,UVM,Blocked Shots,0.0
Noah Barnett,UVM,Steals,1.0
Noah Barnett,UVM,Turnovers,1.0
Noah Barnett,UVM,Offensive Rebounds,2.0
Noah Barnett,UVM,Defensive Rebounds,2.0
Noah Barnett,UVM,Personal Fouls,4.0
Noah Barnett,UVM,Pts+Rebs+Asts,8.0
Noah Barnett,UVM,PRA,8.0
Noah Barnett,UVM,Pts+Rebs,8.0
Noah Barnett,UVM,Pts+Asts,4.0
Noah Barnett,UVM,Rebs+Asts,4.0
Noah Barnett,UVM,Blks+Stls,1.0
Gus Yalden,UVM,Points,17.0
Gus Yalden,UVM,Rebounds,12.0
Gus Yalden,UVM,Assists,2.0
Gus Yalden,UVM,Blocked Shots,0.0
Gus Yalden,UVM,Steals,2.0
Gus Yalden,UVM,Turnovers,1.0
Gus Yalden,UVM,Offensive Rebounds,3.0
Gus Yalden,UVM,Defensive Rebounds,9.0
Gus Yalden,UVM,Personal Fouls,3.0
Gus Yalden,UVM,Pts+Rebs+Asts,31.0
Gus Yalden,UVM,PRA,31.0
Gus Yalden,UVM,Pts+Rebs,29.0
Gus Yalden,UVM,Pts+Asts,19.0
Gus Yalden,UVM,Rebs+Asts,14.0
Gus Yalden,UVM,Blks+Stls,2.0
Sean Blake,UVM,Points,5.0
Sean Blake,UVM,Rebounds,2.0
Sean Blake,UVM,Assists,4.0
Sean Blake,UVM,Blocked Shots,0.0
Sean Blake,UVM,Steals,0.0
Sean Blake,UVM,Turnovers,0.0
Sean Blake,UVM,Offensive Rebounds,0.0
Sean Blake,UVM,Defensive Rebounds,2.0
Sean Blake,UVM,Personal Fouls,1.0
Sean Blake,UVM,Pts+Rebs+Asts,11.0
Sean Blake,UVM,PRA,11.0
Sean Blake,UVM,Pts+Rebs,7.0
Sean Blake,UVM,Pts+Asts,9.0
Sean Blake,UVM,Rebs+Asts,6.0
Sean Blake,UVM,Blks+Stls,0.0
TJ Hurley,UVM,Points,5.0
