pp_player_id,espn_athlete_id,team_id,player_name,team_abbr,source,updated_at
223416,4873089,2,tahaad pettiford,AUB,name_team,2026-03-25
223419,5105841,2633,felix okpara,TENN,name_team,2026-03-20
223432,4838721,238,tyler nickel,VAN,name_team,2026-03-15
223601,5105794,26,skyy clark,UCLA,name_team,2026-03-16
224334,5175591,2509,c j cox,PUR,name_team,2026-03-15
224757,4872740,127,coen carr,MSU,name_team,2026-03-16
225269,5060700,248,joseph tugler,HOU,name_team,2026-03-16
225279,5108141,12,anthony dell orso,ARIZ,name_team,2026-03-16
226186,5037881,142,trent pierce,MIZZ,name_only,2026-03-20
226450,5044426,2305,flory bidunga,KU,name_team,2026-03-20
226787,5183925,58,cj brown,USF,name_team,2026-03-16
226890,5239526,2168,amael l etang,DAY,name_team,2026-03-15
226891,5080489,57,thomas haugh,FLA,name_team,2026-03-20
228196,4897432,158,sam hoiberg,NEB,name_team,2026-03-16
228296,5107174,43,nick townsend,YALE,name_team,2026-03-15
229866,5240980,2608,mikey lewis,SMC,name_team,2026-03-16
230288,5105809,41,tarris reed,CONN,name_team,2026-03-16
230386,5176354,2287,chase walker,ILST,name_team,2026-03-25
230387,5176352,2287,johnny kinziger,ILST,name_team,2026-03-22
230584,5182573,2634,aaron nkrumah,TNST,name_team,2026-03-16
230586,5242985,2634,travis harper,TNST,name_team,2026-03-16
230632,5122836,112358,jamal fuller,LIU,name_team,2026-03-16
230633,5175029,112358,malachi davis,LIU,name_team,2026-03-16
230638,5243273,112358,shadrak lasu,LIU,name_team,2026-03-16
230648,5060701,2641,christian anderson,TTU,name_team,2026-03-20
231200,4701125,2377,javohn garcia,MCNS,name_only,2026-03-16
231209,5176318,70,kolton mitchell,IDHO,name_team,2026-03-16
231792,4432692,43,casey simmons,YALE,name_team,2026-03-15
231942,5187600,238,tyler tanner,VAN,name_team,2026-03-15
232037,5174971,57,rueben chinyelu,FLA,name_team,2026-03-20
232618,5105817,127,carson cooper,MSU,name_team,2026-03-16
274118,5144105,222,acaden lewis,VILL,name_team,2026-03-16
274119,4870569,222,duke brennan,VILL,name_team,2026-03-16
274121,5182412,222,tyler perkins,VILL,name_team,2026-03-16
274122,5041935,150,cameron boozer,DUKE,name_team,2026-03-16
274123,4848625,251,dailyn swain,TEX,name_team,2026-03-20
274124,4873209,150,patrick ngongba,DUKE,name_team,2026-03-23
274640,5238195,57,boogie fland,FLA,name_team,2026-03-20
274641,5082206,12,brayden burries,ARIZ,name_team,2026-03-16
274642,5107169,57,xaivian lee,FLA,name_team,2026-03-20
275918,5142625,2599,joson sanon,SJU,name_team,2026-03-16
275919,5105642,2599,oziyah sellers,SJU,name_team,2026-03-16
276462,5107782,26,donovan dent,UCLA,name_team,2026-03-16
276501,5105537,142,shawn phillips,MIZZ,name_only,2026-03-20
276513,4593815,245,rashaun agee,TXAM,name_only,2026-03-16
276547,4712845,97,isaac mckneely,LOU,name_team,2026-03-16
276549,5107157,97,ryan conwell,LOU,name_team,2026-03-16
276669,5107968,2633,ja kobi gillespie,TENN,name_team,2026-03-20
276670,5164559,2633,nate ament,TENN,name_team,2026-03-20
276682,5142620,8,darius acuff,ARK,name_team,2026-03-15
276687,5041955,2305,darryn peterson,KU,name_team,2026-03-16
276703,5240971,275,austin rapp,WIS,name_team,2026-03-16
276704,4702049,238,duke miles,VAN,name_team,2026-03-15
276719,5175737,130,yaxel lendeborg,MICH,name_team,2026-03-15
276735,5105643,2305,tre white,KU,name_team,2026-03-16
276739,5142609,154,juke harris,WAKE,name_team,2026-03-22
276867,5177211,2294,alvaro folgueiras,IOWA,name_team,2026-03-16
276868,5241364,2294,bennett stirtz,IOWA,name_team,2026-03-16
276869,5176283,2294,cam manyawu,IOWA,name_team,2026-03-16
277427,5177301,2305,melvin council,KU,name_team,2026-03-16
277595,5075625,2,keyshawn hall,AUB,name_team,2026-03-25
277634,5311832,356,david mirkovic,ILL,name_team,2026-03-16
277635,5176150,356,jake davis,ILL,name_team,2026-03-16
277636,5254165,356,keaton wagler,ILL,name_team,2026-03-16
277656,5183875,2608,joshua dent,SMC,name_team,2026-03-16
277947,5054083,41,silas demary,CONN,name_team,2026-03-16
277954,5105987,2670,barry evans,VCU,name_team,2026-03-15
277955,5175368,2670,lazar djokovic,VCU,name_team,2026-03-15
277969,4873184,333,aiden sherrell,ALA,name_team,2026-03-16
277970,5106283,2599,dillon mitchell,SJU,name_team,2026-03-16
277971,4709141,333,houston mallette,ALA,name_team,2026-03-24
277986,4683758,258,malik thomas,UVA,name_team,2026-03-16
277998,5311846,258,thijs de ridder,UVA,name_team,2026-03-21
278036,5060684,2116,jordan burks,UCF,name_team,2026-03-16
278037,5105529,2116,riley kugel,UCF,name_team,2026-03-16
278038,4704078,2116,themus fulks,UCF,name_team,2026-03-16
278046,5241667,2116,jamichael stillwell,UCF,name_team,2026-03-16
278047,4915060,2116,john bol,UCF,name_team,2026-03-20
278079,4700527,2250,tyon grant foster,GONZ,name_team,2026-03-16
278361,5287474,150,dame sarr,DUKE,name_team,2026-03-20
278362,5142621,248,chris cenac,HOU,name_team,2026-03-16
278364,5149077,248,kingston flemings,HOU,name_team,2026-03-20
278369,5093142,2633,j p estrella,TENN,name_team,2026-03-20
278374,5239838,251,matas vokietaitis,TEX,name_team,2026-03-20
278600,5165276,61,jeremiah wilkinson,UGA,name_team,2026-03-16
278847,5238207,96,collin chandler,UK,name_team,2026-03-20
278850,5106261,2390,ernest udeh,MIA,name_team,2026-03-16
278851,5105798,2390,malik reneau,MIA,name_team,2026-03-16
278852,4837356,2390,tre donaldson,MIA,name_team,2026-03-16
278853,4845368,2390,tru washington,MIA,name_team,2026-03-20
278917,5149115,2541,allen graves,SCU,name_team,2026-03-20
278918,4869764,130,elliot cadeau,MICH,name_team,2026-03-15
278924,4897209,2541,brenton knapper,SCU,name_team,2026-03-16
278969,5107355,2641,donovan atwell,TTU,name_team,2026-03-20
279058,5174665,356,zvonimir ivisic,ILL,name_team,2026-03-20
279120,5177096,112358,greg gordon,LIU,name_team,2026-03-16
279122,5314165,112358,mason porter brown,LIU,name_team,2026-03-20
279139,5177122,2168,de shayne montgomery,DAY,name_team,2026-03-15
279142,5175785,2168,keonte jones,DAY,name_team,2026-03-15
279175,4873153,130,morez johnson,MICH,name_team,2026-03-15
279193,5105449,228,rj godfrey,CLEM,name_team,2026-03-16
279263,5241342,2547,brayden maldonado,SEA,name_team,2026-03-22
279335,5107830,2547,maleek arington,SEA,name_team,2026-03-22
279336,5177716,2547,will heimbrodt,SEA,name_team,2026-03-22
279463,5174636,2603,dasear haskins,JOES,name_team,2026-03-24
279548,5174973,2509,oscar cluff,PUR,name_team,2026-03-15
279710,5041953,12,koa peat,ARIZ,name_team,2026-03-16
279765,4873203,2294,cooper koch,IOWA,name_team,2026-03-16
279766,5241366,2294,isaia howard,IOWA,name_team,2026-03-16
279767,5241363,2294,tavion banks,IOWA,name_team,2026-03-16
279778,5107508,2724,kenyon giles,WICH,name_team,2026-03-15
279786,5176140,2724,karon boyd,WICH,name_team,2026-03-15
280048,5174983,130,aday mara,MICH,name_team,2026-03-15
280063,5103589,2628,brock harding,TCU,name_team,2026-03-16
280064,5105619,2628,jayden pierre,TCU,name_team,2026-03-16
280069,5311928,2628,xavier edmonds,TCU,name_team,2026-03-16
280076,5243212,61,kanon catchings,UGA,name_team,2026-03-16
280086,5105527,96,denzel aberdeen,UK,name_team,2026-03-20
280129,5105445,228,dillon hunter,CLEM,name_team,2026-03-16
280136,5176232,258,sam lewis,UVA,name_team,2026-03-16
280140,4565698,2599,bryce hopkins,SJU,name_team,2026-03-16
280157,4858604,158,pryce sandfort,NEB,name_team,2026-03-20
280337,5176359,2541,christian hammond,SCU,name_team,2026-03-16
280352,5254338,167,jake hall,UNM,name_team,2026-03-21
280353,5315585,167,tomislav buljan,UNM,name_team,2026-03-21
280466,5101809,2390,shelton henderson,MIA,name_team,2026-03-16
280478,5311502,2,elyjah freeman,AUB,name_team,2026-03-25
280519,5109790,194,christoph tilly,OSU,name_team,2026-03-16
280679,5239713,2670,brandon jennings,VCU,name_team,2026-03-15
280680,4701030,2670,jadrian tracey,VCU,name_team,2026-03-15
280681,5311890,2670,nyk lewis,VCU,name_team,2026-03-15
280727,4702654,275,nick boyd,WIS,name_team,2026-03-16
280731,4895780,96,mouhamed dioubate,UK,name_team,2026-03-20
280767,5241411,202,miles barnstable,TLSA,name_team,2026-03-24
280768,5178210,202,tylen riley,TLSA,name_team,2026-03-24
280786,5041951,8,meleek thomas,ARK,name_team,2026-03-15
280942,5041958,2305,bryson tiller,KU,name_team,2026-03-16
280955,5176280,2294,kael combs,IOWA,name_team,2026-03-16
281148,5174291,222,bryce lindsay,VILL,name_team,2026-03-16
281149,4702467,222,devin askew,VILL,name_team,2026-03-20
281155,5107251,58,izaiyah nelson,USF,name_team,2026-03-15
281156,4699760,58,joseph pinion,USF,name_team,2026-03-15
281170,5041954,130,trey mckenney,MICH,name_team,2026-03-15
281187,5176237,167,deyton albury,UNM,name_team,2026-03-21
281355,5107904,2272,rob martin,HP,name_only,2026-03-16
281364,5107312,2641,lejuan watts,TTU,name_team,2026-03-16
281379,5106877,62,dre bullock,HAW,name_team,2026-03-16
281380,4898118,62,isaac johnson,HAW,name_team,2026-03-16
281625,5179085,228,ace buckner,CLEM,name_team,2026-03-16
281709,5311844,258,johann grunloh,UVA,name_team,2026-03-20
282037,5105464,258,dallin hall,UVA,name_team,2026-03-21
282245,5079838,66,blake buchanan,ISU,name_team,2026-03-16
282248,5105658,2599,dylan darling,SJU,name_team,2026-03-16
282286,5175007,356,andrej stojakovic,ILL,name_team,2026-03-16
282451,5105538,2439,kimani hamilton,UNLV,name_team,2026-03-22
282488,5176314,2,kevin overton,AUB,name_team,2026-03-25
282541,4711259,2439,dra gibbs lawhorn,UNLV,name_team,2026-03-22
282542,4703899,2439,howie fleming,UNLV,name_team,2026-03-22
282694,5242130,2335,brett decker,LIB,name_team,2026-03-21
282698,5313012,2250,mario saint supery,GONZ,name_team,2026-03-16
282970,5248302,66,killyan toure,ISU,name_team,2026-03-16
283244,5177690,2440,corey camper,NEV,name_team,2026-03-21
283245,5176317,2440,elijah price,NEV,name_team,2026-03-21
283248,5106706,2440,tayshawn comer,NEV,name_team,2026-03-21
283417,5114350,238,ak okereke,VAN,name_team,2026-03-15
283419,5106600,2168,jordan derkack,DAY,name_team,2026-03-15
283433,5311530,245,ruben dominguez,TXAM,name_only,2026-03-21
283909,5101849,96,malachi moreno,UK,name_team,2026-03-20
284818,5241690,58,josh omojafo,USF,name_team,2026-03-15
284831,5176273,328,karson templin,USU,name_team,2026-03-20
285201,4702158,2856,martel williams,CBU,name_team,2026-03-16
285361,5176361,2541,bukky oboye,SCU,name_team,2026-03-20
286389,5101833,333,amari allen,ALA,name_team,2026-03-16
286474,4869770,2599,ian jackson,SJU,name_team,2026-03-16
286880,5101648,2633,bishop boswell,TENN,name_team,2026-03-20
286915,5196916,41,braylon mullins,CONN,name_team,2026-03-16
287004,5174954,12,motiejus krivas,ARIZ,name_team,2026-03-16
287583,5311896,12,ivan kharchenkov,ARIZ,name_team,2026-03-20
289283,5195079,328,adlan elamin,USU,name_team,2026-03-16
289373,5188026,167,luke haupt,UNM,name_team,2026-03-21
289388,5176261,2547,junseok yeo,SEA,name_team,2026-03-22
289545,5243042,2329,hank alvey,LEH,name_team,2026-03-16
289548,5176077,2329,joshua ingram,LEH,name_team,2026-03-16
289549,5176076,2329,nasir whitlock,LEH,name_team,2026-03-16
289923,5176153,245,marcus hill,TXAM,name_only,2026-03-16
290164,5311842,2294,tate sage,IOWA,name_team,2026-03-27
290206,5313031,2608,dillan shaw,SMC,name_team,2026-03-16
290367,5196946,194,amare bynum,OSU,name_team,2026-03-16
290562,5037876,2628,micah robinson,TCU,name_team,2026-03-16
290735,5236223,2439,tyrin jones,UNLV,name_team,2026-03-22
290740,5176681,61,marcus millender,UGA,name_team,2026-03-16
290929,5107242,139,dion brown,SLU,name_team,2026-03-20
290932,4711258,139,trey green,SLU,name_team,2026-03-20
290951,4895755,231,asa thomas,FUR,name_team,2026-03-16
290952,5243230,231,charles johnston,FUR,name_team,2026-03-16
290968,5314511,231,alex wilkins,FUR,name_team,2026-03-16
291240,5107198,2275,cruz davis,HOF,name_team,2026-03-16
291241,5105719,2275,german plotnikov,HOF,name_team,2026-03-16
291242,5236222,2275,preston edmead,HOF,name_team,2026-03-16
291504,5243053,193,brant byers,M-OH,name_team,2026-03-20
291507,5101653,193,luke skaljac,M-OH,name_team,2026-03-20
291528,5106674,193,peter suder,M-OH,name_team,2026-03-20
291563,5239571,158,braden frager,NEB,name_team,2026-03-16
291578,5060706,26,trent perry,UCLA,name_team,2026-03-16
291741,4683682,245,rylan griffen,TXAM,name_only,2026-03-16
292199,5150404,258,chance mallory,UVA,name_team,2026-03-16
292374,5106285,245,pop isaacs,TXAM,name_only,2026-03-16
292389,5242127,97,adrian wooley,LOU,name_team,2026-03-20
292402,5221321,2641,jaylen petty,TTU,name_team,2026-03-16
292417,4432196,142,jayden stone,MIZZ,name_only,2026-03-20
294185,5105855,251,camden heide,TEX,name_team,2026-03-24
295086,5313914,2440,vaughn weems,NEV,name_team,2026-03-21
295291,5119063,2440,kaleb lowery,NEV,name_team,2026-03-24
295348,5176787,2250,emmanuel innocenti,GONZ,name_team,2026-03-16
295349,4683147,2250,jalen warley,GONZ,name_team,2026-03-20
296048,5196913,2250,davis fogle,GONZ,name_team,2026-03-16
296152,5060712,2670,terrence hill,VCU,name_team,2026-03-21
296284,5313560,58,wes enis,USF,name_team,2026-03-15
296782,4904928,2504,cory wells,PV,name_team,2026-03-16
296783,5176727,2504,dontae horne,PV,name_team,2026-03-16
297294,5107204,62,harry rouhliadeff,HAW,name_team,2026-03-16
297295,4701217,62,hunter erickson,HAW,name_team,2026-03-16
297324,5196931,127,jordan scott,MSU,name_team,2026-03-16
297327,4873111,127,kur teng,MSU,name_team,2026-03-21
297553,5108060,2006,amani lyles,AKR,name_team,2026-03-16
297554,5105847,2006,evan mahaffey,AKR,name_team,2026-03-16
297555,5106652,2006,shammah scott,AKR,name_team,2026-03-16
297665,5144166,142,t o barrett,MIZZ,name_only,2026-03-20
298406,5254340,167,uriah tenette,UNM,name_team,2026-03-21
299262,5238200,57,urban klavzar,FLA,name_team,2026-03-21
300001,5041937,150,cayden boozer,DUKE,name_team,2026-03-20
300012,5236333,2603,austin williford,JOES,name_team,2026-03-21
300723,5105859,193,antwone woolfolk,M-OH,name_team,2026-03-20
301842,5060732,8,billy richmond,ARK,name_team,2026-03-15
302110,5174574,2168,jaiun simon,DAY,name_team,2026-03-15
302119,4433625,238,jalen washington,VAN,name_team,2026-03-15
302123,5061581,2641,luke bamgboye,TTU,name_team,2026-03-16
302973,4895753,41,jayden ross,CONN,name_team,2026-03-24
303393,5312035,2509,omer mayer,PUR,name_team,2026-03-15
303537,4685687,2633,jaylen carey,TENN,name_team,2026-03-20
304346,5102618,2509,jack benter,PUR,name_team,2026-03-20
304486,5105546,8,malique ewin,ARK,name_team,2026-03-15
304827,5105472,62,isaac finlinson,HAW,name_team,2026-03-16
305083,5311759,238,chandler bing,VAN,name_team,2026-03-15
305123,5105820,275,braeden carrington,WIS,name_team,2026-03-16
305165,4683146,245,zach clemence,TXAM,name_only,2026-03-16
305365,5241409,2460,will hornseth,UNI,name_team,2026-03-20
305371,5242131,2272,owen aquino,HP,name_only,2026-03-16
305372,5241590,2272,terry anderson,HP,name_only,2026-03-16
305478,5243039,2329,edouard benoit,LEH,name_team,2026-03-16
305616,5176136,231,cooper bowser,FUR,name_team,2026-03-16
305719,5241640,2449,andy stefonowicz,NDSU,name_team,2026-03-16
305720,4432494,2449,markhi strickland,NDSU,name_team,2026-03-16
305721,5107278,2449,noah feddersen,NDSU,name_team,2026-03-16
305722,5314778,2449,trevian carson,NDSU,name_team,2026-03-16
305723,5241642,2449,treyson anderson,NDSU,name_team,2026-03-16
305851,4707481,2750,michael imariagbe,WRST,name_team,2026-03-16
305852,5177215,2750,solomon callaghan,WRST,name_team,2026-03-16
305853,5241483,2750,tj burch,WRST,name_team,2026-03-16
305869,5176133,231,eddrin bronson,FUR,name_team,2026-03-16
306019,5281347,96,andrija jelavic,UK,name_team,2026-03-20
306151,5144375,2377,larry johnson,MCNS,name_only,2026-03-16
306152,5175726,2377,tyshawn archie,MCNS,name_only,2026-03-16
306161,4684984,2275,silas sunday,HOF,name_team,2026-03-16
306200,5243109,2750,dominic pangonis,WRST,name_team,2026-03-16
306293,5314163,112358,jomo goings,LIU,name_team,2026-03-16
306315,5108917,70,brody rowbury,IDHO,name_team,2026-03-16
306316,5237588,70,jackson rasmussen,IDHO,name_team,2026-03-16
306325,5215425,2541,sash gavalyugov,SCU,name_team,2026-03-20
306341,5107768,70,isaiah brickner,IDHO,name_team,2026-03-16
306832,5313941,2439,walter brown,UNLV,name_team,2026-03-22
306856,5239554,222,malachi palmer,VILL,name_team,2026-03-16
306934,5107274,258,jacari white,UVA,name_team,2026-03-21
307153,5142709,2390,dante allen,MIA,name_team,2026-03-16
307168,5176187,338,frankquon sherman,KENN,name_team,2026-03-16
307170,5176186,338,rj johnson,KENN,name_team,2026-03-16
307223,5107144,228,butta johnson,CLEM,name_team,2026-03-20
307239,4897936,2856,jayden jackson,CBU,name_team,2026-03-16
307274,5241754,43,isaac celiscar,YALE,name_team,2026-03-15
307275,5177185,43,trevor mullin,YALE,name_team,2026-03-15
307281,5313566,202,ade popoola,TLSA,name_team,2026-03-24
307347,5241732,219,aj levine,PENN,name_team,2026-03-15
307349,5108877,219,michael zanoni,PENN,name_team,2026-03-15
307351,4684843,219,tj power,PENN,name_team,2026-03-15
307368,5240539,2599,ruben prey,SJU,name_team,2026-03-20
307385,5105840,2006,bowen hardman,AKR,name_team,2026-03-16
307589,307589,2724,tj williams,WICH,name_team,2026-03-15
307705,5314506,2329,jalen vazquez,LEH,name_team,2026-03-16
307706,5105827,158,cale jacobsen,NEB,name_team,2026-03-16
307707,4896852,2272,scotty washington,HP,name_only,2026-03-16
307708,5077373,2377,garwey dual,MCNS,name_only,2026-03-16
307709,5312348,338,amir taylor,KENN,name_team,2026-03-16
307710,4596531,2634,dante harris,TNST,name_team,2026-03-16
307711,5241326,2856,bradey henige,CBU,name_team,2026-03-16
307712,5178211,2856,jonathan griman,CBU,name_team,2026-03-16
307713,4896557,231,tom house,FUR,name_team,2026-03-16
307898,4612709,2272,chase johnston,HP,name_only,2026-03-21
307901,5095153,96,jasper johnson,UK,name_team,2026-03-20
307902,4873183,96,kam williams,UK,name_team,2026-03-20
307919,5106728,350,christian may,UNCW,name_team,2026-03-21
307920,5106732,350,noah ross,UNCW,name_team,2026-03-21
307921,5106731,350,nolan hodge,UNCW,name_team,2026-03-21
308092,4904931,2504,lance williams,PV,name_team,2026-03-20
308118,5108909,350,greedy williams,UNCW,name_team,2026-03-21
308119,4838717,350,patrick wessler,UNCW,name_team,2026-03-21
308120,4897474,2460,ben schwieger,UNI,name_team,2026-03-20
308322,4897478,2287,landon wolf,ILST,name_team,2026-03-22
308526,5037878,258,ugonna onyenso,UVA,name_team,2026-03-20
308538,4873086,248,mercy miller,HOU,name_team,2026-03-23
308702,4896862,245,ali dibba,TXAM,name_only,2026-03-21
308941,5152656,2641,josiah moseley,TTU,name_team,2026-03-21
309281,4703912,66,nate heise,ISU,name_team,2026-03-24
309452,5144139,333,london jemison,ALA,name_team,2026-03-24
309672,4703411,127,trey fort,MSU,name_team,2026-03-24
309673,5144124,150,nikolas khamenia,DUKE,name_team,2026-03-24
309863,5101798,127,cam ward,MSU,name_team,2026-03-25
310287,5186456,12,dwayne aristode,ARIZ,name_team,2026-03-27
88130,5105837,194,bruce thornton,OSU,name_team,2026-03-16
88238,5105853,2509,fletcher loyer,PUR,name_team,2026-03-15
88458,4698719,8,trevon brazile,ARK,name_team,2026-03-15
91710,5105854,2509,braden smith,PUR,name_team,2026-03-15
92177,4917149,41,alex karaban,CONN,name_team,2026-03-16
95070,5106254,66,tamin lipsey,ISU,name_team,2026-03-16
96234,5105825,158,jamarques lawrence,NEB,name_team,2026-03-16
