sport_disp,prop,direction,pick_type,line_bucket,n,hits,mean_ml,context_known_rate,defense_known_rate,minutes_known_rate,hit_rate
NHL,points,OVER,,micro,4028,1600.0,0.34520238561180905,1.0,0.0,0.0,0.3972194637537239
NHL,shots_on_goal,OVER,,low,3944,0.0,0.1194126582278481,1.0,0.0,0.0,0.0
NHL,Points,OVER,,low,3530,834.0,,1.0,0.0,0.0,0.23626062322946176
NHL,Points,UNDER,,low,3530,2696.0,,1.0,0.0,0.0,0.7637393767705383
NHL,points,OVER,,low,3049,536.0,0.16215636496923638,1.0,0.0,0.0,0.17579534273532305
NHL,plus/minus,OVER,,micro,2244,822.0,0.2913647868460981,1.0,0.0,0.0,0.3663101604278075
NHL,Shots,OVER,,mid,2064,685.0,,1.0,0.0,0.0,0.3318798449612403
NHL,Shots,UNDER,,mid,2064,1379.0,,1.0,0.0,0.0,0.6681201550387597
NHL,Assists,OVER,demon,micro,1213,253.0,0.11065835245890429,1.0,0.9620774938169827,0.0,0.2085737840065952
NHL,Goals,OVER,demon,micro,1132,184.0,0.10139631078948444,1.0,0.9584805653710248,0.0,0.1625441696113074
NHL,assists,OVER,,low,1059,142.0,0.14834200312321616,1.0,0.0,0.0,0.13408876298394712
NHL,Points,OVER,demon,micro,974,259.0,0.13966780363258074,1.0,0.9640657084188912,0.0,0.26591375770020537
NHL,Shots On Goal,OVER,demon,low,959,0.0,0.07562221610695075,1.0,0.9635036496350365,0.0,0.0
NHL,shots_on_goal,OVER,,mid,913,0.0,0.05778571428571429,1.0,0.0,0.0,0.0
NHL,Points,OVER,demon,low,625,86.0,0.06903391446864407,1.0,0.9584,0.0,0.1376
NHL,Power Play Points,OVER,demon,micro,569,441.0,0.07323178843209521,1.0,0.9525483304042179,0.0,0.7750439367311072
NHL,Plus/Minus,OVER,demon,micro,509,164.0,0.1584534703379156,1.0,0.931237721021611,0.0,0.32220039292730845
NHL,Assists,OVER,,low,457,65.0,,1.0,0.0,0.0,0.1422319474835886
NHL,Assists,UNDER,,low,457,392.0,,1.0,0.0,0.0,0.8577680525164114
NHL,blocked_shots,OVER,,low,429,142.0,0.14578241758241758,1.0,0.0,0.0,0.331002331002331
NHL,Shots On Goal,OVER,goblin,low,403,0.0,0.2050481675343422,1.0,0.9652605459057072,0.0,0.0
NHL,Assists,UNDER,Standard,micro,366,276.0,,1.0,0.1284153005464481,0.0,0.7540983606557377
NHL,Shots On Goal,OVER,demon,mid,358,0.0,0.061573211184416006,1.0,0.9608938547486033,0.0,0.0
NHL,Shots On Goal,UNDER,Standard,low,337,337.0,,1.0,0.12462908011869436,0.0,1.0
NHL,shots_on_goal,UNDER,,low,274,274.0,0.4925194805194805,1.0,0.0,0.0,1.0
NHL,Goals,UNDER,Standard,micro,271,215.0,,1.0,0.14760147601476015,0.0,0.7933579335793358
NHL,Points,UNDER,Standard,micro,262,185.0,,1.0,0.1450381679389313,0.0,0.7061068702290076
NHL,time_on_ice,UNDER,,xl,262,137.0,0.4798282051282051,1.0,0.0,0.0,0.5229007633587787
NHL,hits,UNDER,,low,251,251.0,0.7299883333333334,1.0,0.0,0.0,1.0
NHL,Assists,OVER,demon,low,245,24.0,0.06659774137745027,1.0,0.9673469387755103,0.0,0.09795918367346938
NHL,shots_on_goal,OVER,,micro,232,0.0,0.386916,1.0,0.0,0.0,0.0
NHL,blocked_shots,UNDER,,low,200,90.0,0.7122510204081633,1.0,0.0,0.0,0.45
NHL,points,UNDER,,micro,198,91.0,0.5288577153158674,1.0,0.0,0.0,0.4595959595959596
NHL,goals,OVER,,low,195,24.0,0.13242362563015897,1.0,0.0,0.0,0.12307692307692308
NHL,Points,OVER,goblin,micro,189,111.0,0.6303832485653761,1.0,0.9629629629629629,0.0,0.5873015873015873
NHL,Points,UNDER,Standard,low,186,147.0,,1.0,0.13440860215053763,0.0,0.7903225806451613
NHL,time_on_ice,OVER,,xl,183,82.0,0.12665531914893616,1.0,0.0,0.0,0.44808743169398907
NHL,Shots On Goal,OVER,Standard,low,182,0.0,,1.0,0.15934065934065933,0.0,0.0
NHL,Blocked Shots,OVER,demon,low,161,51.0,0.056040886670890105,1.0,0.9813664596273292,0.0,0.3167701863354037
NHL,Goals,OVER,,low,146,24.0,,1.0,0.0,0.0,0.1643835616438356
NHL,Goals,UNDER,,low,146,122.0,,1.0,0.0,0.0,0.8356164383561644
NHL,faceoffs_won,UNDER,,high,130,0.0,0.6837888888888889,1.0,0.0,0.0,0.0
NHL,Shots On Goal,UNDER,Standard,mid,121,121.0,,1.0,0.1322314049586777,0.0,1.0
NHL,hits,OVER,,low,99,0.0,0.1384095238095238,1.0,0.0,0.0,0.0
NHL,goalie_saves,UNDER,,xl,95,95.0,0.706496875,1.0,0.0,0.0,1.0
NHL,Shots On Goal,UNDER,standard,low,88,88.0,0.36061428324157246,1.0,0.9090909090909091,0.0,1.0
NHL,Shots On Goal,OVER,standard,low,85,0.0,0.2528370795851683,1.0,0.9176470588235294,0.0,0.0
NHL,Points,OVER,Standard,micro,84,53.0,,1.0,0.17857142857142858,0.0,0.6309523809523809
NHL,Time On Ice,UNDER,standard,xl,72,72.0,0.3636206619279535,1.0,0.9583333333333334,0.0,1.0
NHL,Blocked Shots,UNDER,standard,low,70,32.0,0.5924195507786629,1.0,0.9714285714285714,0.0,0.45714285714285713
NHL,assists,UNDER,,micro,70,25.0,0.4733437795346626,1.0,0.0,0.0,0.35714285714285715
NHL,Assists,UNDER,Standard,low,63,50.0,,1.0,0.14285714285714285,0.0,0.7936507936507936
NHL,Hits,UNDER,standard,low,60,46.0,0.6400967651044411,1.0,0.95,0.0,0.7666666666666667
NHL,Shots On Goal,OVER,goblin,micro,59,0.0,0.7005101203287198,1.0,0.9491525423728814,0.0,0.0
NHL,Time On Ice,OVER,standard,xl,59,0.0,0.30209020349766025,1.0,0.9491525423728814,0.0,0.0
NHL,goalie_saves,OVER,,xl,57,0.0,0.19115000000000001,1.0,0.0,0.0,0.0
NHL,goals_allowed,OVER,,low,56,21.0,0.13144,1.0,0.0,0.0,0.375
NHL,Points,OVER,standard,micro,48,22.0,0.48775661919788593,1.0,0.875,0.0,0.4583333333333333
NHL,Hits,UNDER,standard,micro,45,5.0,0.6148468483299416,1.0,0.9777777777777777,0.0,0.1111111111111111
NHL,Faceoffs Won,UNDER,standard,high,44,44.0,0.6919044211661562,1.0,0.9545454545454546,0.0,1.0
NHL,Goals,OVER,demon,low,41,3.0,0.06364551233979537,1.0,0.9512195121951219,0.0,0.07317073170731707
NHL,hits,UNDER,,mid,39,39.0,0.6862448275862069,1.0,0.0,0.0,1.0
NHL,faceoffs_won,OVER,,mid,38,38.0,0.11202380952380953,1.0,0.0,0.0,1.0
NHL,Points,UNDER,standard,micro,37,21.0,0.5037841123331036,1.0,1.0,0.0,0.5675675675675675
NHL,Power Play Points,OVER,demon,low,37,19.0,0.05742554403857426,1.0,0.9459459459459459,0.0,0.5135135135135135
NHL,Points,OVER,Demon,micro,36,19.0,,1.0,0.1111111111111111,0.0,0.5277777777777778
NHL,hits,UNDER,,micro,34,34.0,0.793215625,1.0,0.0,0.0,1.0
NHL,Assists,OVER,Standard,micro,33,21.0,,1.0,0.18181818181818182,0.0,0.6363636363636364
NHL,Assists,OVER,goblin,micro,33,18.0,0.6370234295366779,1.0,0.9696969696969697,0.0,0.5454545454545454
NHL,Assists,OVER,standard,micro,31,11.0,0.6572863683764834,1.0,0.9354838709677419,0.0,0.3548387096774194
NHL,faceoffs_won,UNDER,,mid,29,0.0,0.6032230769230769,1.0,0.0,0.0,0.0
NHL,goals_allowed,UNDER,,low,22,11.0,0.47312857142857145,1.0,0.0,0.0,0.5
NHL,Assists,UNDER,standard,micro,21,11.0,0.5037566785873844,1.0,0.9523809523809523,0.0,0.5238095238095238
NHL,faceoffs_won,OVER,,high,21,21.0,0.09831428571428572,1.0,0.0,0.0,1.0
NHL,Shots On Goal,OVER,Standard,micro,20,0.0,,1.0,0.05,0.0,0.0
NHL,Plus/Minus,UNDER,Standard,micro,18,15.0,,1.0,1.0,0.0,0.8333333333333334
Soccer,Shots,OVER,,low,4135,1088.0,0.17858743961352655,1.0,0.0,0.0,0.2631197097944377
Soccer,Fouls,OVER,,low,1402,356.0,0.15190378486055778,1.0,0.0,0.0,0.25392296718972895
Soccer,Goal + Assist,OVER,,micro,1112,477.0,0.22713523316062176,1.0,0.0,0.0,0.4289568345323741
Soccer,Shots,OVER,,micro,1008,723.0,0.4458919871794872,1.0,0.0,0.0,0.7172619047619048
Soccer,Shots,OVER,demon,low,822,81.0,0.06602998829580074,1.0,0.0,1.0,0.09854014598540146
Soccer,Goals,OVER,,micro,812,306.0,0.1733007299270073,1.0,0.0,0.0,0.3768472906403941
Soccer,Assists,OVER,,micro,763,220.0,0.19877352941176468,1.0,0.0,0.0,0.28833551769331583
Soccer,Goal + Assist,OVER,demon,micro,573,25.0,0.09831368544286744,1.0,0.0,1.0,0.04363001745200698
Soccer,Goalie Saves,OVER,,low,569,270.0,0.29643684210526317,1.0,0.0,0.0,0.47451669595782076
Soccer,Tackles,OVER,demon,low,508,102.0,0.056457944406779155,1.0,0.0,1.0,0.20078740157480315
Soccer,Shots,OVER,,mid,462,50.0,0.07478779069767443,1.0,0.0,0.0,0.10822510822510822
Soccer,Assists,OVER,demon,micro,445,25.0,0.06972570084797343,1.0,0.0,1.0,0.056179775280898875
Soccer,Shots On Target,OVER,demon,micro,442,246.0,0.09295034283319077,1.0,0.0,1.0,0.5565610859728507
Soccer,Shots,OVER,Demon,low,427,44.0,,1.0,0.48711943793911006,0.0,0.10304449648711944
Soccer,Goals,OVER,demon,micro,404,40.0,0.08763820497013855,1.0,0.0,1.0,0.09900990099009901
Soccer,Shots On Target,OVER,demon,low,349,145.0,0.06384294471077538,1.0,0.0,1.0,0.4154727793696275
Soccer,Goal + Assist,OVER,Demon,micro,289,172.0,,1.0,0.4740484429065744,0.0,0.5951557093425606
Soccer,Tackles,OVER,Demon,low,264,50.0,,1.0,0.49242424242424243,0.0,0.1893939393939394
Soccer,Assists,OVER,Demon,micro,255,14.0,,1.0,0.43137254901960786,0.0,0.054901960784313725
Soccer,Fouls,OVER,Goblin,micro,255,107.0,,1.0,0.43529411764705883,0.0,0.4196078431372549
Soccer,Shots On Target,OVER,Demon,low,225,54.0,,1.0,0.4,0.0,0.24
Soccer,Goalie Saves,OVER,,mid,216,52.0,0.08213797468354431,1.0,0.0,0.0,0.24074074074074073
Soccer,Shots,OVER,goblin,micro,211,80.0,0.5081483321536492,1.0,0.0,1.0,0.3791469194312796
Soccer,Fouls,OVER,Demon,low,210,36.0,,1.0,0.4095238095238095,0.0,0.17142857142857143
Soccer,Shots On Target,OVER,Demon,micro,209,59.0,,1.0,0.48325358851674644,0.0,0.2822966507177033
Soccer,Goals,OVER,Demon,micro,202,17.0,,1.0,0.43564356435643564,0.0,0.08415841584158416
Soccer,Fouls,OVER,goblin,micro,164,66.0,0.5710019319508467,1.0,0.0,1.0,0.4024390243902439
Soccer,Shots,OVER,goblin,low,151,59.0,0.3799416895117438,1.0,0.0,1.0,0.39072847682119205
Soccer,Shots,OVER,demon,micro,145,28.0,0.17942565858571527,1.0,0.0,1.0,0.19310344827586207
Soccer,Fouls,OVER,demon,low,144,23.0,0.08543495160622885,1.0,0.0,1.0,0.1597222222222222
Soccer,Shots,OVER,Goblin,micro,106,36.0,,1.0,0.5094339622641509,0.0,0.33962264150943394
Soccer,Shots,OVER,Goblin,low,104,33.0,,1.0,0.38461538461538464,0.0,0.3173076923076923
Soccer,Shots On Target,OVER,goblin,micro,103,83.0,0.5110402481221488,1.0,0.0,1.0,0.8058252427184466
Soccer,Goalie Saves,UNDER,,low,84,45.0,0.22364594594594597,1.0,0.0,0.0,0.5357142857142857
Soccer,Shots,UNDER,,low,84,48.0,0.20051063829787233,1.0,0.0,0.0,0.5714285714285714
Soccer,Shots,OVER,demon,mid,82,9.0,0.058350568450767096,1.0,0.0,1.0,0.10975609756097561
Soccer,Shots On Target,OVER,Goblin,micro,77,43.0,,1.0,0.37662337662337664,0.0,0.5584415584415584
Soccer,Passes Attempted,OVER,standard,xl,75,0.0,0.07552664751656013,1.0,0.0,1.0,0.0
Soccer,Goalie Saves,OVER,goblin,low,64,28.0,0.4791749036062023,1.0,0.0,1.0,0.4375
Soccer,Goals,OVER,,low,64,12.0,0.11997857142857142,1.0,0.0,0.0,0.1875
Soccer,Shots,OVER,Demon,micro,54,14.0,,1.0,0.5555555555555556,0.0,0.25925925925925924
Soccer,Shots,OVER,Demon,mid,53,5.0,,1.0,0.22641509433962265,0.0,0.09433962264150944
Soccer,Goalie Saves,OVER,demon,low,46,8.0,0.08732478569559268,1.0,0.0,1.0,0.17391304347826086
Soccer,Goalie Saves,OVER,demon,mid,46,3.0,0.06165154895959848,1.0,0.0,1.0,0.06521739130434782
Soccer,Fouls,OVER,Goblin,low,45,6.0,,1.0,0.5777777777777777,0.0,0.13333333333333333
Soccer,Goalie Saves,OVER,Goblin,low,42,12.0,,1.0,0.5714285714285714,0.0,0.2857142857142857
Soccer,Goalie Saves,OVER,Demon,mid,31,4.0,,1.0,0.5161290322580645,0.0,0.12903225806451613
Soccer,Passes Attempted,OVER,Standard,xl,29,0.0,,1.0,0.20689655172413793,0.0,0.0
Soccer,Goalie Saves,OVER,Demon,low,22,2.0,,1.0,0.5,0.0,0.09090909090909091
Soccer,Shots,OVER,standard,low,21,5.0,0.430303267955184,1.0,0.0,1.0,0.23809523809523808
Soccer,Goalie Saves,OVER,standard,low,19,9.0,0.601731603487345,1.0,0.0,1.0,0.47368421052631576
Soccer,Shots,OVER,Standard,low,19,5.0,,1.0,0.15789473684210525,0.0,0.2631578947368421
Soccer,Fouls,OVER,goblin,low,18,9.0,0.23494279280170863,1.0,0.0,1.0,0.5
Soccer,Attempted Dribbles,OVER,standard,low,17,6.0,0.1442087414252726,1.0,0.0,1.0,0.35294117647058826
Soccer,Tackles,OVER,demon,micro,16,13.0,0.056719769453380586,1.0,0.0,1.0,0.8125
Soccer,Clearances,OVER,standard,mid,15,0.0,0.10646572700290863,1.0,0.0,1.0,0.0
