sport,direction,pick_type,prop,bin_index,mean_pred,mean_true,gap,n_stratum,flagged
CBB,OVER,Goblin,pra,2,0.6297992176787798,0.5348837209302325,0.09491549674854727,564,True
CBB,OVER,Goblin,pra,3,0.7945811671432931,0.5581395348837209,0.23644163225957215,564,True
CBB,OVER,Goblin,pra,4,0.9021203544291758,0.4642857142857143,0.4378346401434615,564,True
CBB,OVER,Goblin,pra,5,0.9057542802682567,0.39285714285714285,0.5128971374111138,564,True
CBB,OVER,Goblin,pra,6,0.9075562589870352,0.543859649122807,0.36369660986422814,564,True
CBB,OVER,Goblin,pra,7,0.9089346586021546,0.6607142857142857,0.2482203728878689,564,True
CBB,OVER,Goblin,pra,8,0.9103807062145701,0.6607142857142857,0.24966642050028443,564,True
CBB,OVER,Goblin,pra,9,0.9206913988696146,0.6491228070175439,0.2715685918520707,564,True
CBB,OVER,Goblin,pts,3,0.8891758065365799,0.464,0.4251758065365799,1251,True
CBB,OVER,Goblin,pts,4,0.906443358398907,0.552,0.35444335839890695,1251,True
CBB,OVER,Goblin,pts,5,0.9079996729654032,0.616,0.2919996729654032,1251,True
CBB,OVER,Goblin,pts,6,0.9092850863298795,0.624,0.2852850863298795,1251,True
CBB,OVER,Goblin,pts,7,0.9104190332303554,0.608,0.30241903323035546,1251,True
CBB,OVER,Goblin,pts,8,0.9114931420738474,0.712,0.19949314207384738,1251,True
CBB,OVER,Goblin,pts,9,0.9255007820910944,0.8,0.1255007820910944,1251,True
CBB,OVER,Goblin,reb,0,0.48634621658970156,0.5754716981132075,0.08912548152350597,868,True
CBB,OVER,Goblin,reb,4,0.8782052502901987,0.6162790697674418,0.26192618052275685,868,True
CBB,OVER,Goblin,reb,5,0.9060652930760699,0.5172413793103449,0.388823913765725,868,True
CBB,OVER,Goblin,reb,6,0.9079278923653514,0.5930232558139535,0.3149046365513979,868,True
CBB,OVER,Goblin,reb,7,0.9093777151570843,0.632183908045977,0.2771938071111073,868,True
CBB,OVER,Goblin,reb,8,0.9100541594061408,0.7471264367816092,0.1629277226245316,868,True
CBB,OVER,Goblin,reb,9,0.9163771092277314,0.6666666666666666,0.24971044256106478,868,True
CBB,OVER,Goblin,stl,0,0.5657697723440889,0.6851851851851852,0.11941541284109636,391,True
CBB,OVER,Goblin,stl,2,0.7127419283009582,0.6052631578947368,0.10747877040622134,391,True
CBB,OVER,Goblin,stl,3,0.8247118866357581,0.5384615384615384,0.2862503481742197,391,True
CBB,OVER,Goblin,stl,4,0.9074569121527054,0.6153846153846154,0.29207229676809,391,True
CBB,OVER,Goblin,stl,5,0.9154025589688219,0.6923076923076923,0.22309486666112965,391,True
CBB,OVER,Goblin,stl,6,0.9170592620204704,0.5128205128205128,0.4042387491999576,391,True
CBB,OVER,Goblin,stl,7,0.9174916426816956,0.6153846153846154,0.30210702729708017,391,True
CBB,OVER,Goblin,stl,8,0.9178569640899611,0.6923076923076923,0.2255492717822688,391,True
CBB,OVER,Goblin,stl,9,0.9203914855536038,0.7435897435897436,0.17680174196386023,391,True
CBB,OVER,Goblin,tov,0,0.4019838245850746,0.6521739130434783,0.2501900884584037,226,True
CBB,OVER,Goblin,tov,1,0.5835357511433172,0.7027027027027027,0.1191669515593855,226,True
CBB,OVER,Goblin,tov,3,0.6536032619369231,0.391304347826087,0.2622989141108361,226,True
CBB,OVER,Goblin,tov,4,0.681305112539735,0.47619047619047616,0.20511463634925886,226,True
CBB,OVER,Goblin,tov,6,0.8376612100774075,0.3181818181818182,0.5194793918955893,226,True
CBB,OVER,Goblin,tov,7,0.8995528154338114,0.5217391304347826,0.3778136849990288,226,True
CBB,OVER,Goblin,tov,8,0.9100485170497383,0.6818181818181818,0.22823033523155656,226,True
CBB,OVER,Goblin,tov,9,0.9167707777709523,0.7391304347826086,0.17764034298834364,226,True
CBB,OVER,Standard,ast,0,0.37445420972579907,0.5,0.12554579027420093,160,True
CBB,OVER,Standard,ast,2,0.5547115973240396,0.3333333333333333,0.22137826399070631,160,True
CBB,OVER,Standard,ast,4,0.6895616072577286,0.4375,0.25206160725772864,160,True
CBB,OVER,Standard,ast,5,0.8311963776049159,0.5625,0.26869637760491594,160,True
CBB,OVER,Standard,ast,6,0.9008803785403421,0.5625,0.3383803785403421,160,True
CBB,OVER,Standard,ast,7,0.9061542299011098,0.5,0.40615422990110983,160,True
CBB,OVER,Standard,ast,8,0.9081466324705753,0.4375,0.47064663247057525,160,True
CBB,OVER,Standard,ast,9,0.9106358435812537,0.6875,0.2231358435812537,160,True
CBB,OVER,Standard,pa,2,0.6295244433720637,0.47368421052631576,0.15584023284574794,437,True
CBB,OVER,Standard,pa,3,0.879842982637104,0.45454545454545453,0.4252975280916495,437,True
CBB,OVER,Standard,pa,4,0.9008589996389486,0.4318181818181818,0.46904081782076673,437,True
CBB,OVER,Standard,pa,5,0.9034174883311965,0.4418604651162791,0.46155702321491743,437,True
CBB,OVER,Standard,pa,6,0.9050350108988262,0.5681818181818182,0.336853192717008,437,True
CBB,OVER,Standard,pa,7,0.906467685312442,0.46511627906976744,0.4413514062426746,437,True
CBB,OVER,Standard,pa,8,0.907941465507006,0.5909090909090909,0.3170323745979151,437,True
CBB,OVER,Standard,pa,9,0.9129586228632458,0.5227272727272727,0.3902313501359731,437,True
CBB,OVER,Standard,pr,1,0.5526219802755553,0.2898550724637681,0.2627669078117872,414,True
CBB,OVER,Standard,pr,3,0.6321746113154018,0.5,0.13217461131540176,414,True
CBB,OVER,Standard,pr,4,0.8777753332901851,0.34146341463414637,0.5363119186560388,414,True
CBB,OVER,Standard,pr,5,0.9010812935940096,0.43902439024390244,0.46205690335010713,414,True
CBB,OVER,Standard,pr,6,0.9036738018613607,0.35714285714285715,0.5465309447185036,414,True
CBB,OVER,Standard,pr,7,0.9055495309373053,0.4878048780487805,0.4177446528885248,414,True
CBB,OVER,Standard,pr,8,0.9078294822349164,0.5365853658536586,0.37124411638125787,414,True
CBB,OVER,Standard,pr,9,0.9109203358786692,0.5952380952380952,0.31568224064057393,414,True
CBB,OVER,Standard,pra,1,0.5574411495473373,0.4074074074074074,0.15003374213992987,408,True
CBB,OVER,Standard,pra,3,0.7827695273278447,0.5789473684210527,0.203822158906792,408,True
CBB,OVER,Standard,pra,4,0.8980641086915926,0.2926829268292683,0.6053811818623243,408,True
CBB,OVER,Standard,pra,5,0.9020359847711111,0.34146341463414637,0.5605725701369648,408,True
CBB,OVER,Standard,pra,6,0.9041369436936382,0.35,0.5541369436936382,408,True
CBB,OVER,Standard,pra,7,0.9059691527231317,0.43902439024390244,0.4669447624792293,408,True
CBB,OVER,Standard,pra,8,0.9083410467848583,0.5121951219512195,0.39614592483363875,408,True
CBB,OVER,Standard,pra,9,0.9140079152977432,0.7560975609756098,0.1579103543221334,408,True
CBB,OVER,Standard,pts,0,0.39538123474258347,0.5636363636363636,0.16825512889378014,544,True
CBB,OVER,Standard,pts,1,0.5509303113595772,0.3442622950819672,0.20666801627760994,544,True
CBB,OVER,Standard,pts,2,0.5912507717727157,0.4583333333333333,0.13291743843938236,544,True
CBB,OVER,Standard,pts,3,0.7292637610917588,0.4444444444444444,0.2848193166473144,544,True
CBB,OVER,Standard,pts,4,0.8977960996025389,0.2962962962962963,0.6014998033062426,544,True
CBB,OVER,Standard,pts,5,0.902937421350669,0.4444444444444444,0.4584929769062246,544,True
CBB,OVER,Standard,pts,6,0.9052222675668071,0.5272727272727272,0.3779495402940799,544,True
CBB,OVER,Standard,pts,7,0.906606219979608,0.48148148148148145,0.42512473849812654,544,True
CBB,OVER,Standard,pts,8,0.9079692672522296,0.5185185185185185,0.3894507487337111,544,True
CBB,OVER,Standard,pts,9,0.9142151892590241,0.5818181818181818,0.33239700744084233,544,True
CBB,OVER,Standard,ra,0,0.27174403281833326,0.4642857142857143,0.19254168146738104,251,True
CBB,OVER,Standard,ra,2,0.501036426054437,0.6666666666666666,0.16563024061222964,251,True
