sport,pick_type,direction,prop,n_total,base_hit_rate,recommended_min_ml_prob,recommended_n,recommended_hit_rate,lift_vs_base,flagged_bins,avg_cal_gap,max_cal_gap,cal_n_stratum,strat_n_total,strat_hit_rate,known_def_rate_w,known_minutes_rate_w,known_context_rate_w,retained_pct,lift_pp,calibration_risk,data_quality_flag
CBB,Standard,UNDER,reb,290,0.5827586206896552,0.5676361327861588,116,0.6810344827586207,0.0982758620689654,3,0.1447138479088048,0.2184904785206564,290,433.0,0.581986143187067,0.8752886836027713,0.0,1.0,40.0,9.82758620689654,medium,True
MLB,Goblin,OVER,Hits Allowed,288,0.6840277777777778,0.3857,223,0.6995515695067265,0.0155237917289486,5,0.31159319236734195,0.4379103448275862,288,314.0,0.6751592356687898,0.0,0.8949044585987261,1.0,77.43055555555556,1.55237917289486,high,True
MLB,Standard,UNDER,Total Bases,286,0.506993006993007,0.5565,116,0.5775862068965517,0.0705931999035447,7,0.19514333368244666,0.3207666666666668,286,286.0,0.506993006993007,0.0,0.6818181818181818,1.0,40.55944055944056,7.059319990354471,high,True
NBA,Standard,OVER,FG Made,285,0.487719298245614,,285,0.487719298245614,0.0,6,0.34873770834123596,0.5855664800722691,285,558.0,0.482078853046595,1.0,0.8870967741935484,1.0,100.0,0.0,high,False
NHL,Demon,OVER,Plus/Minus,283,0.2614840989399293,0.1799699009313465,113,0.3539823008849557,0.0924982019450263,7,0.16350755771037268,0.2415346084348801,283,509.0,0.32220039292730845,0.931237721021611,0.0,1.0,39.92932862190813,9.249820194502629,medium,True
NBA,Goblin,OVER,Two Pointers Made,278,0.6115107913669064,0.9044988597283796,111,0.7027027027027027,0.0911919113357963,9,0.18166043143264027,0.3021564615682085,278,619.0,0.5993537964458805,1.0,0.8319870759289176,1.0,39.92805755395683,9.11919113357963,high,False
CBB,Goblin,OVER,fg3m,274,0.6277372262773723,0.9126794270092532,82,0.6829268292682927,0.0551896029909204,6,0.2752731383099675,0.360561117882918,274,250.0,0.612,1.0,0.0,1.0,29.927007299270073,5.51896029909204,high,True
NBA,Standard,OVER,Turnovers,262,0.4961832061068702,,262,0.4961832061068702,0.0,6,0.35643232013984955,0.590058544173086,262,448.0,0.5066964285714286,1.0,0.8616071428571429,1.0,100.0,0.0,high,False
NBA,Demon,OVER,Steals,262,0.4122137404580153,0.5215136794194131,79,0.4430379746835443,0.0308242342255289,6,0.2413582413727252,0.4321193808734023,262,613.0,0.32137030995106036,1.0,0.6867862969004894,1.0,30.15267175572519,3.08242342255289,high,True
NBA,Standard,OVER,Two Pointers Attempted,259,0.5675675675675675,0.5721,160,0.56875,0.0011824324324324,7,0.3215076880227356,0.5066482259978328,259,498.0,0.5582329317269076,1.0,0.8594377510040161,1.0,61.77606177606177,0.11824324324324,high,False
MLB,Demon,OVER,Walks Allowed,253,0.2569169960474308,,253,0.2569169960474308,0.0,7,0.33541484993083986,0.9014,253,278.0,0.2805755395683453,0.0,0.8956834532374099,1.0,100.0,0.0,high,True
CBB,Standard,OVER,ra,251,0.4541832669322709,0.3560605943202972,231,0.4545454545454545,0.0003621876131836,9,0.32372586069728615,0.6140833115613968,251,307.0,0.44299674267100975,0.9185667752442996,0.0,1.0,92.03187250996017,0.03621876131836,high,True
NHL,Goblin,OVER,Shots On Goal,242,0.0,,242,0.0,0.0,10,0.2718815154201071,0.7876674699031412,242,425.0,0.0,1.0,0.0,1.0,100.0,0.0,high,True
NBA,Standard,UNDER,Rebounds (Combo),231,0.5627705627705628,0.55,79,0.620253164556962,0.0574826017863991,2,0.308078149815053,0.506928,231,453.0,0.5562913907284768,0.0,0.0,1.0,34.1991341991342,5.74826017863991,high,True
NBA,Standard,UNDER,Fantasy Score,228,0.5526315789473685,0.4036299999999999,69,0.6376811594202898,0.0850495804729213,8,0.3015180310893284,0.4704782608695652,228,551.0,0.49909255898366606,1.0,0.8747731397459165,1.0,30.263157894736842,8.50495804729213,high,False
CBB,Goblin,OVER,tov,226,0.584070796460177,0.8874828101312013,68,0.6470588235294118,0.0629880270692347,8,0.2674917931990503,0.5194793918955893,226,368.0,0.6059782608695652,0.8668478260869565,0.0,1.0,30.088495575221238,6.29880270692347,high,True
MLB,Goblin,OVER,Runs,224,0.5267857142857143,0.52,76,0.5394736842105263,0.012687969924812,5,0.1460430128245229,0.314973913043478,224,239.0,0.5104602510460251,0.0,0.8702928870292888,1.0,33.92857142857143,1.2687969924812,medium,True
CBB,Standard,OVER,reb,215,0.3674418604651163,0.6393797080519051,86,0.4069767441860465,0.0395348837209302,8,0.3424384224633351,0.6201849525064705,215,234.0,0.3974358974358974,0.9358974358974359,0.0,1.0,40.0,3.9534883720930196,high,True
NHL,(missing),OVER,blocked_shots,208,0.235576923076923,,208,0.235576923076923,0.0,3,0.19518195949644235,0.3247238095238095,208,520.0,0.2903846153846154,0.0,0.0,1.0,100.0,0.0,high,True
NBA,Standard,UNDER,Assists (Combo),205,0.6,0.4601,148,0.6081081081081081,0.0081081081081081,6,0.22970998149905456,0.5267285714285714,205,398.0,0.5628140703517588,0.0,0.0,1.0,72.1951219512195,0.81081081081081,high,True
NBA,Standard,OVER,Free Throws Attempted,202,0.5396039603960396,0.6144443861833474,121,0.5619834710743802,0.0223795106783405,8,0.2977446594623627,0.5575747820798691,202,467.0,0.5438972162740899,1.0,0.828693790149893,1.0,59.9009900990099,2.23795106783405,high,False
CBB,Goblin,OVER,pr,201,0.582089552238806,0.9096461301879376,61,0.7049180327868853,0.1228284805480792,9,0.23225866205889023,0.5059793902054576,201,224.0,0.625,1.0,0.0,1.0,30.34825870646766,12.28284805480792,high,True
NBA,Standard,UNDER,Two Pointers Attempted,199,0.5276381909547738,0.4468,120,0.5916666666666667,0.0640284757118928,5,0.16677636081502056,0.2247852283331904,199,424.0,0.49764150943396224,1.0,0.7382075471698113,1.0,60.301507537688444,6.402847571189279,medium,True
MLB,Standard,OVER,Hits,194,0.4742268041237113,0.4630699999999999,58,0.5344827586206896,0.0602559544969782,6,0.34962601354551487,0.5621,194,215.0,0.4744186046511628,0.0,0.8930232558139535,1.0,29.896907216494846,6.02559544969782,high,True
NBA,Demon,OVER,Turnovers,194,0.4432989690721649,,194,0.4432989690721649,0.0,7,0.27209706010844864,0.5041176551169638,194,358.0,0.42178770949720673,1.0,0.7597765363128491,1.0,100.0,0.0,high,True
MLB,Standard,UNDER,Runs,194,0.5618556701030928,0.495,156,0.5705128205128205,0.0086571504097276,7,0.18013352110967018,0.2941800000000001,194,194.0,0.5618556701030928,0.0,0.6958762886597938,1.0,80.41237113402062,0.86571504097276,high,True
NBA,Standard,OVER,Two Pointers Made,192,0.53125,0.901962389033552,58,0.6206896551724138,0.0894396551724138,7,0.26816751557656865,0.4502134416726402,192,337.0,0.5103857566765578,1.0,0.8486646884272997,1.0,30.208333333333332,8.943965517241379,high,False
NBA,Goblin,OVER,Free Throws Made,192,0.59375,0.9098726906449572,58,0.6379310344827587,0.0441810344827586,8,0.2549081396822651,0.4313627266760753,192,387.0,0.5839793281653747,1.0,0.8113695090439277,1.0,30.208333333333332,4.418103448275859,high,False
NBA,Goblin,OVER,3-PT Attempted,189,0.5555555555555556,0.9084682868484444,57,0.5614035087719298,0.0058479532163742,8,0.30930368271644615,0.4865013834573446,189,369.0,0.5230352303523035,1.0,0.7913279132791328,1.0,30.158730158730158,0.58479532163742,high,True
Soccer,(missing),UNDER,Shots,188,0.6276595744680851,0.29932,75,0.6666666666666666,0.0390070921985815,7,0.40237421962391856,0.6769661016949152,188,224.0,0.625,0.0,0.0,1.0,39.8936170212766,3.90070921985815,high,True
MLB,Standard,UNDER,Hits,188,0.5159574468085106,0.5214,135,0.5407407407407407,0.0247832939322301,6,0.20955227649492633,0.3195086956521737,188,188.0,0.5159574468085106,0.0,0.824468085106383,1.0,71.80851063829788,2.47832939322301,high,True
NBA1Q,Standard,OVER,Rebounds,187,0.7379679144385026,0.91014,56,0.9464285714285714,0.2084606569900687,7,0.1866310532257139,0.2940333333333332,187,190.0,0.7368421052631579,1.0,0.2894736842105263,1.0,29.946524064171122,20.846065699006868,high,True
NBA,Standard,UNDER,FG Made,186,0.4408602150537634,0.3888638316200959,149,0.4563758389261745,0.015515623872411,6,0.21431508386215628,0.3847464874549908,186,392.0,0.4744897959183674,1.0,0.8418367346938775,1.0,80.10752688172043,1.5515623872411,high,False
NBA,Standard,OVER,3-PT Attempted,184,0.5271739130434783,0.48142,147,0.5374149659863946,0.0102410529429163,6,0.3322222532742105,0.5931733795537176,184,376.0,0.5372340425531915,1.0,0.8829787234042553,1.0,79.8913043478261,1.02410529429163,high,False
NBA,Goblin,OVER,FG Made,184,0.6467391304347826,0.9084229913963964,55,0.7818181818181819,0.1350790513833992,9,0.20730200560734252,0.4459666292405444,184,394.0,0.6243654822335025,1.0,0.8604060913705583,1.0,29.891304347826086,13.50790513833992,high,False
Soccer,Goblin,OVER,Fouls,182,0.412087912087912,0.7768313589650111,94,0.5106382978723404,0.0985503857844283,8,0.33260958557315223,0.772173355673553,182,456.0,0.4057017543859649,0.24342105263157895,0.3991228070175439,1.0,51.64835164835165,9.85503857844283,high,True
NBA,Demon,OVER,Free Throws Made,179,0.4581005586592179,0.40578,125,0.464,0.0058994413407821,8,0.3111352889677643,0.5815051323321643,179,381.0,0.4566929133858268,1.0,0.7506561679790026,1.0,69.83240223463687,0.58994413407821,high,True
NBA,Demon,OVER,Free Throws Attempted,178,0.4775280898876404,0.2652271239299957,160,0.48125,0.0037219101123595,8,0.305941194299365,0.5720793209851995,178,338.0,0.4289940828402367,1.0,0.7781065088757396,1.0,89.88764044943821,0.37219101123595,high,True
NHL,(missing),UNDER,hits,178,1.0,,178,1.0,0.0,10,0.25832894878740964,0.4930631578947367,178,321.0,1.0,0.0,0.0,1.0,100.0,0.0,high,True
NBA,Goblin,OVER,Free Throws Attempted,175,0.6057142857142858,0.7279206025651516,70,0.6714285714285714,0.0657142857142856,8,0.19200081700407537,0.2975117241748927,175,321.0,0.5825545171339563,1.0,0.8286604361370716,1.0,40.0,6.57142857142856,high,False
MLB,Standard,UNDER,Hitter Strikeouts,175,0.5942857142857143,0.7048,69,0.6521739130434783,0.0578881987577639,4,0.15460970581501815,0.1902266666666667,175,161.0,0.5962732919254659,0.0,1.0,1.0,39.42857142857143,5.78881987577639,medium,True
NBA,Standard,UNDER,Free Throws Attempted,172,0.5058139534883721,0.5041387892483165,103,0.5339805825242718,0.0281666290358997,6,0.17531021822009604,0.2315965124742513,172,375.0,0.5226666666666666,1.0,0.7493333333333333,1.0,59.883720930232556,2.81666290358997,medium,True
NBA,Standard,UNDER,3-PT Attempted,162,0.5123456790123457,0.4819,98,0.5510204081632653,0.0386747291509195,5,0.15231537642796295,0.2277488374533118,162,378.0,0.5132275132275133,1.0,0.7804232804232805,1.0,60.49382716049383,3.8674729150919496,medium,True
CBB,Standard,OVER,ast,160,0.5,0.772749066052652,80,0.55,0.05,8,0.2882498904526041,0.4706466324705752,160,186.0,0.5,0.8602150537634409,0.0,1.0,50.0,5.0,high,True
NBA,Standard,OVER,Personal Fouls,155,0.4967741935483871,,155,0.4967741935483871,0.0,7,0.3256925855059239,0.4713994383813098,155,255.0,0.5098039215686274,1.0,0.8117647058823529,1.0,100.0,0.0,high,False
MLB,Standard,OVER,Hitter Strikeouts,154,0.4025974025974026,,154,0.4025974025974026,0.0,7,0.1994569131094131,0.3581153846153846,154,154.0,0.4025974025974026,0.0,1.0,1.0,100.0,0.0,high,True
NBA,Standard,UNDER,Turnovers,147,0.6258503401360545,0.5616,45,0.7111111111111111,0.0852607709750566,3,0.2118911945829811,0.3041855459595256,147,237.0,0.6160337552742616,1.0,0.8523206751054853,1.0,30.612244897959183,8.526077097505661,high,False
NBA1Q,Standard,OVER,Assists,145,0.8344827586206897,0.91554,44,0.9545454545454546,0.1200626959247649,7,0.14977281687910424,0.2195599999999998,145,170.0,0.8470588235294118,1.0,0.29411764705882354,1.0,30.344827586206897,12.00626959247649,medium,True
Soccer,Demon,OVER,Fouls,144,0.1597222222222222,0.0563592648323661,59,0.2372881355932203,0.0775659133709981,5,0.24835905279671072,0.6103074018343004,144,354.0,0.16666666666666666,0.24293785310734464,0.4067796610169492,1.0,40.97222222222222,7.75659133709981,high,True
NBA,Standard,OVER,3-PT Made,141,0.5460992907801419,0.6564,57,0.5964912280701754,0.0503919372900335,6,0.2812952664021014,0.4709214285714286,141,237.0,0.5147679324894515,1.0,0.8354430379746836,1.0,40.42553191489362,5.03919372900335,high,False
MLB,Goblin,OVER,Walks Allowed,136,0.7279411764705882,0.38765,68,0.75,0.0220588235294117,4,0.3481172863485017,0.4546,136,153.0,0.7516339869281046,0.0,0.8627450980392157,1.0,50.0,2.20588235294117,high,True
NBA,Demon,OVER,Two Pointers Made,134,0.5223880597014925,0.87325,40,0.6,0.0776119402985074,8,0.29169723119841706,0.4316086515101243,134,289.0,0.46366782006920415,1.0,0.7820069204152249,1.0,29.850746268656717,7.76119402985074,high,True
NBA,Goblin,OVER,Two Pointers Attempted,134,0.6194029850746269,0.742,54,0.7037037037037037,0.0843007186290768,7,0.21118775431119013,0.3414582318825571,134,269.0,0.5427509293680297,1.0,0.8252788104089219,1.0,40.298507462686565,8.43007186290768,high,False
NBA,Standard,UNDER,Blks+Stls,133,0.5037593984962406,0.4178,119,0.5042016806722689,0.0004422821760282,4,0.18711948978336249,0.3300039541674665,133,196.0,0.5102040816326531,1.0,0.75,1.0,89.47368421052632,0.04422821760282,high,True
NBA,Standard,UNDER,3-PT Made,133,0.5338345864661654,0.5444,42,0.6190476190476191,0.0852130325814536,2,0.12767198072831495,0.1489081209427797,133,231.0,0.5454545454545454,1.0,0.7835497835497836,1.0,31.57894736842105,8.52130325814536,medium,True
Soccer,(missing),UNDER,Goalie Saves,132,0.5757575757575758,0.3768,85,0.6,0.0242424242424241,9,0.2629955000518726,0.5766142857142857,132,183.0,0.5628415300546448,0.0,0.0,1.0,64.39393939393939,2.42424242424241,high,True
NBA,Standard,UNDER,Two Pointers Made,132,0.4924242424242424,0.4744982119778138,79,0.4936708860759494,0.0012466436517069,5,0.17447254219511638,0.2985444985428006,132,269.0,0.4646840148698885,1.0,0.6654275092936803,1.0,59.84848484848485,0.12466436517069,medium,True
NBA,Standard,UNDER,Steals,128,0.625,0.5444,72,0.6527777777777778,0.0277777777777777,7,0.1732077247472152,0.2904640094551511,128,208.0,0.6346153846153846,1.0,0.8605769230769231,1.0,56.25,2.77777777777777,medium,False
NBA,Standard,UNDER,Defensive Rebounds,126,0.5555555555555556,,126,0.5555555555555556,0.0,6,0.24017915001665,0.4905384615384615,126,244.0,0.569672131147541,1.0,0.0,1.0,100.0,0.0,high,True
CBB,Goblin,OVER,blk,124,0.5241935483870968,0.91726023918832,37,0.5675675675675675,0.0433740191804707,9,0.33765216214701,0.6066990154294845,124,187.0,0.5614973262032086,0.9090909090909091,0.0,1.0,29.838709677419356,4.33740191804707,high,True
NBA,Demon,OVER,FG Made,120,0.4583333333333333,0.36527,84,0.4642857142857143,0.0059523809523809,8,0.32568633506917444,0.6532971210615418,120,240.0,0.42083333333333334,1.0,0.8541666666666666,1.0,70.0,0.59523809523809,high,False
MLB,Standard,UNDER,Walks,120,0.5333333333333333,0.5548,57,0.5789473684210527,0.0456140350877193,8,0.27427371027665143,0.4932999999999999,120,120.0,0.5333333333333333,0.0,0.775,1.0,47.5,4.56140350877193,high,True
