sport,pick_type,direction,prop,n_total,base_hit_rate,recommended_min_ml_prob,recommended_n,recommended_hit_rate,lift_vs_base,flagged_bins,avg_cal_gap,max_cal_gap,cal_n_stratum,strat_n_total,strat_hit_rate,known_def_rate_w,known_minutes_rate_w,known_context_rate_w,retained_pct,lift_pp,calibration_risk,data_quality_flag
NBA,Goblin,OVER,Rebs+Asts,3638,0.6324903793293019,0.9097,1110,0.6693693693693694,0.0368789900400675,6,0.25638762510142243,0.3209229866360364,3638,6451.0,0.6372655402263215,1.0,0.862191908231282,1.0,30.511269928532162,3.68789900400675,high,False
NHL,(missing),OVER,points,3604,0.2810765815760266,0.3538199999999999,1081,0.6947271045328399,0.4136505229568132,1,0.0889619791666651,0.0889619791666651,3604,7437.0,0.3029447357805567,0.0055129756622293935,0.0,1.0,29.994450610432853,41.36505229568132,medium,True
Soccer,(missing),OVER,Goal + Assist,3353,0.1738741425589025,0.1658,1677,0.2170542635658914,0.0431801210069889,4,0.4215099255846585,0.8309723478260957,3353,4272.0,0.2029494382022472,0.0,0.0,1.0,50.01491201908738,4.31801210069889,high,True
NBA,Goblin,OVER,Rebounds,3298,0.6594906003638569,0.9095584124674064,990,0.6838383838383838,0.0243477834745269,7,0.20942154980569336,0.2972245323065829,3298,5875.0,0.6636595744680851,1.0,0.8626382978723405,1.0,30.01819284414797,2.4347783474526903,high,False
MLB,Demon,OVER,Hitter Strikeouts,3192,0.2008145363408521,0.1295,1147,0.2240627724498692,0.023248236109017,2,0.09838152825406354,0.1001514198004612,3192,3192.0,0.20081453634085214,0.0,1.0,1.0,35.93358395989975,2.3248236109016998,medium,True
NHL,(missing),OVER,goals,3160,0.1737341772151898,0.2538,950,0.4431578947368421,0.2694237175216522,2,0.19304720238095205,0.2752458333333328,3160,6217.0,0.18771111468553964,0.004825478526620556,0.0,1.0,30.063291139240505,26.94237175216522,high,True
MLB,Demon,OVER,Stolen Bases,3044,0.1044678055190538,,3044,0.1044678055190538,0.0,3,0.31832006692987264,0.416,3044,3377.0,0.10423452768729642,0.0,0.7719869706840391,1.0,100.0,0.0,high,True
Soccer,(missing),OVER,Goals,3017,0.1398740470666224,0.1194,1813,0.1560948703805846,0.0162208233139622,5,0.42879811507799237,0.8642192592592695,3017,3728.0,0.16013948497854077,0.0,0.0,1.0,60.092807424593964,1.6220823313962198,high,True
Soccer,(missing),OVER,Fouls,2960,0.1817567567567567,0.11904,2368,0.1917229729729729,0.0099662162162162,5,0.3809801788474303,0.834070566037746,2960,3868.0,0.187693898655636,0.0,0.0,1.0,80.0,0.9966216216216199,high,True
NBA,Goblin,OVER,Pts+Asts,2842,0.6618578465869106,0.910030730066469,853,0.6975381008206331,0.0356802542337224,7,0.21118967641464947,0.2747793478804292,2842,5137.0,0.6492116021023944,1.0,0.8647070274479268,1.0,30.014074595355382,3.56802542337224,high,False
NHL,(missing),OVER,assists,2771,0.2435943702634428,0.2903999999999999,832,0.5961538461538461,0.3525594758904034,2,0.1264502469694493,0.1658217935778878,2771,5856.0,0.25614754098360654,0.004610655737704918,0.0,1.0,30.02526163839769,35.25594758904034,medium,True
Soccer,(missing),OVER,Assists,2713,0.1150018429782528,0.0769,1637,0.1337813072693952,0.0187794642911423,4,0.4211063746768078,0.9172304347826146,2713,3374.0,0.12744516893894486,0.0,0.0,1.0,60.33910799852562,1.87794642911423,high,True
NBA,Goblin,OVER,Assists,2466,0.6597729115977291,0.9096,748,0.7072192513368984,0.0474463397391693,5,0.22487229900372183,0.2580897058615479,2466,4288.0,0.6550839552238806,1.0,0.8607742537313433,1.0,30.332522303325224,4.74463397391693,high,False
MLB,Goblin,OVER,Hitter Strikeouts,2186,0.5983531564501372,0.3857,2118,0.5986779981114259,0.0003248416612886,2,0.17606774024908584,0.2150896089385394,2186,2186.0,0.5983531564501372,0.0,1.0,1.0,96.8892955169259,0.03248416612886,medium,True
NBA1Q,Goblin,OVER,Points,2055,0.8189781021897811,0.9127,624,0.8814102564102564,0.0624321542204753,5,0.11891291089848124,0.1687210145213349,2055,2258.0,0.8343666961913198,1.0,0.22497785651018595,1.0,30.364963503649633,6.24321542204753,medium,True
NBA,Goblin,OVER,3-PT Made,1748,0.6578947368421053,0.9118974754760168,525,0.7161904761904762,0.0582957393483708,6,0.20976786816285783,0.3150165107658098,1748,3060.0,0.6581699346405229,1.0,0.8323529411764706,1.0,30.034324942791763,5.82957393483708,high,False
NHL,(missing),OVER,shots_on_goal,1584,0.0,,1584,0.0,0.0,7,0.2968838844061426,0.636222641509433,1584,5783.0,0.0,0.017983745460833478,0.0,1.0,100.0,0.0,high,True
NBA,Goblin,OVER,Steals,1462,0.6196990424076607,0.91511,439,0.6788154897494305,0.0591164473417697,6,0.24412398331875404,0.2651517863778928,1462,2536.0,0.625,1.0,0.8580441640378549,1.0,30.027359781121753,5.91164473417697,high,False
NBA,Demon,OVER,Pts+Rebs+Asts,1401,0.3583154889364739,0.8921,424,0.3773584905660377,0.0190430016295637,8,0.4398374705570806,0.6235079338308999,1401,2591.0,0.3423388653029718,1.0,0.794287919722115,1.0,30.264097073518915,1.90430016295637,high,True
NBA1Q,Demon,OVER,Points,1348,0.5096439169139466,0.9057,406,0.7142857142857143,0.2046417973717677,10,0.335052591764022,0.5192313502665957,1348,1711.0,0.5897136177673875,1.0,0.5055523085914669,1.0,30.118694362017806,20.464179737176767,high,True
NBA,Standard,OVER,Pts+Rebs+Asts,1337,0.4779356768885565,0.9007212876139666,536,0.503731343283582,0.0257956663950255,8,0.35804063042216694,0.4725902379411993,1337,2470.0,0.47368421052631576,1.0,0.8591093117408907,1.0,40.089753178758414,2.57956663950255,high,False
NBA,Standard,OVER,Pts+Rebs,1296,0.4868827160493827,0.905,391,0.5268542199488491,0.0399715038994663,8,0.3464488418650228,0.4691537095033673,1296,2336.0,0.4850171232876712,1.0,0.8570205479452054,1.0,30.169753086419753,3.99715038994663,high,False
CBB,Goblin,OVER,pts,1251,0.627498001598721,0.9098947856207742,376,0.7047872340425532,0.0772892324438321,7,0.2834738402322952,0.4251758065365799,1251,1972.0,0.6338742393509128,0.9026369168356998,0.0,1.0,30.05595523581135,7.72892324438321,high,True
Soccer,(missing),OVER,Goalie Saves,1238,0.2924071082390953,0.3160799999999999,495,0.4545454545454545,0.1621383463063592,6,0.21172214349044136,0.6041581395348838,1238,1754.0,0.3261117445838084,0.0,0.0,1.0,39.98384491114701,16.21383463063592,high,True
NBA,Demon,OVER,Rebs+Asts,1204,0.3313953488372093,0.5140111011346012,602,0.3471760797342192,0.0157807308970099,7,0.40584978130527827,0.5954522333782382,1204,2278.0,0.33933274802458296,1.0,0.7809482001755926,1.0,50.0,1.57807308970099,high,True
NBA,Standard,OVER,Pts+Asts,1101,0.4877384196185286,0.9049,335,0.5343283582089552,0.0465899385904265,7,0.3914913727929354,0.5012065949591198,1101,2053.0,0.4846566000974184,1.0,0.8441305406721871,1.0,30.42688465031789,4.65899385904265,high,False
NBA,Goblin,OVER,Fantasy Score,1101,0.7656675749318801,0.9117264924358875,331,0.8217522658610272,0.0560846909291471,6,0.17821326664285486,0.264863063063063,1101,2102.0,0.7626070409134158,1.0,0.8915318744053282,1.0,30.06357856494096,5.60846909291471,medium,False
NHL,(missing),OVER,plus/minus,1086,0.3305709023941068,0.3792999999999999,326,0.7730061349693251,0.4424352325752183,2,0.17524458477221055,0.205254034409286,1086,2324.0,0.37005163511187605,0.008175559380378658,0.0,1.0,30.01841620626151,44.24352325752183,medium,True
Soccer,Demon,OVER,Shots,1049,0.1124880838894185,0.0563088212450514,420,0.15,0.0375119161105814,3,0.11812375265400332,0.1328486729844654,1049,1557.0,0.1123956326268465,0.1438664097623635,0.6737315350032113,1.0,40.03813155386082,3.7511916110581396,medium,True
NBA,Standard,OVER,Points,1044,0.4932950191570881,0.904872844043086,313,0.5271565495207667,0.0338615303636786,8,0.3479976527936869,0.4941104160252089,1044,1943.0,0.4781266083376222,1.0,0.8528049408131755,1.0,29.980842911877396,3.38615303636786,high,False
NBA1Q,Demon,OVER,Rebounds,901,0.5094339622641509,0.905,272,0.7352941176470589,0.2258601553829079,9,0.3641794149249249,0.6057384225922087,901,1155.0,0.5800865800865801,1.0,0.46320346320346323,1.0,30.18867924528302,22.58601553829079,high,True
NBA,Goblin,OVER,Blks+Stls,892,0.594170403587444,0.90947,268,0.6567164179104478,0.0625460143230037,6,0.2555193290779822,0.3853788113650844,892,1619.0,0.5966646077825818,1.0,0.8591723285978999,1.0,30.044843049327355,6.254601432300371,high,False
CBB,Goblin,OVER,reb,868,0.6221198156682027,0.9089045047837888,261,0.6819923371647509,0.0598725214965482,7,0.24923031209429847,0.388823913765725,868,1418.0,0.6142454160789845,0.889280677009873,0.0,1.0,30.069124423963135,5.98725214965482,high,True
NBA,Standard,OVER,Fantasy Score,866,0.6004618937644342,0.9049534846558064,260,0.7076923076923077,0.1072304139278735,8,0.2556012949747612,0.4211851309786258,866,1579.0,0.5668144395186827,1.0,0.8974034198860038,1.0,30.023094688221708,10.72304139278735,high,False
NHL,Demon,OVER,Points,847,0.2136953955135773,0.0785913084393585,254,0.3149606299212598,0.1012652344076825,6,0.14360204612945737,0.1989890220584233,847,1636.0,0.22310513447432762,0.9425427872860636,0.0,1.0,29.988193624557262,10.12652344076825,medium,True
NBA,Standard,OVER,Rebs+Asts,803,0.4769613947696139,0.90252,321,0.5109034267912772,0.0339420320216632,8,0.3319545598488419,0.5111187962215672,803,1475.0,0.48745762711864404,1.0,0.8467796610169491,1.0,39.97509339975093,3.39420320216632,high,False
Soccer,Demon,OVER,Shots On Target,791,0.4943109987357775,0.0572019641080546,324,0.6080246913580247,0.1137136926222472,9,0.41515740696229936,0.5762506442440575,791,1225.0,0.4114285714285714,0.15591836734693879,0.6457142857142857,1.0,40.960809102402024,11.37136926222472,high,True
NBA,Standard,OVER,Rebounds,781,0.4558258642765685,0.9037790070080176,235,0.4765957446808511,0.0207698804042825,8,0.2999264062813176,0.4990493257200928,781,1332.0,0.481981981981982,1.0,0.8821321321321322,1.0,30.089628681177977,2.07698804042825,high,False
NBA1Q,Goblin,OVER,Rebounds,776,0.875,0.9168,237,0.978902953586498,0.1039029535864979,2,0.16501794871794875,0.1928435897435898,776,844.0,0.8862559241706162,1.0,0.18483412322274878,1.0,30.54123711340206,10.390295358649789,medium,True
NHL,Demon,OVER,Assists,776,0.1842783505154639,0.0782973982906808,234,0.2692307692307692,0.0849524187153052,6,0.11409390175359653,0.1539451189564711,776,1461.0,0.19028062970568105,0.9616700889801506,0.0,1.0,30.15463917525773,8.49524187153052,medium,True
NBA,Standard,UNDER,Pts+Rebs,756,0.5185185185185185,0.5093,255,0.5333333333333333,0.0148148148148148,6,0.15428461900859583,0.2755330421293313,756,1324.0,0.5113293051359517,1.0,0.8353474320241692,1.0,33.73015873015873,1.48148148148148,medium,False
NBA1Q,Demon,OVER,Assists,740,0.7148648648648649,0.9086,224,0.9107142857142856,0.1958494208494208,6,0.2893405736888838,0.3811626666666664,740,940.0,0.7340425531914894,1.0,0.46808510638297873,1.0,30.27027027027027,19.58494208494208,high,True
NHL,Demon,OVER,Shots On Goal,728,0.0,,728,0.0,0.0,2,0.1117720130791955,0.1362930833113263,728,1330.0,0.0,0.9541353383458646,0.0,1.0,100.0,0.0,medium,True
NBA,Demon,OVER,Pts+Rebs,656,0.3582317073170731,0.8942,197,0.3959390862944162,0.0377073789773431,8,0.4026058931598577,0.6279103030657398,656,1314.0,0.3181126331811263,1.0,0.76103500761035,1.0,30.03048780487805,3.77073789773431,high,True
NBA1Q,Standard,OVER,Points,653,0.664624808575804,0.9083,197,0.8020304568527918,0.1374056482769878,9,0.21908049231428914,0.4075307692307691,653,683.0,0.6939970717423133,1.0,0.2693997071742313,1.0,30.16845329249617,13.740564827698782,high,True
NBA,Demon,OVER,Points,652,0.3696319018404908,0.4274400000000001,391,0.3734015345268542,0.0037696326863634,7,0.42139413965971473,0.611912405536748,652,1345.0,0.3442379182156134,1.0,0.7122676579925651,1.0,59.969325153374236,0.37696326863634,high,True
MLB,Demon,OVER,Pitcher Strikeouts,648,0.2114197530864197,0.1295,260,0.2192307692307692,0.0078110161443494,5,0.3508678709595956,0.5569666666666666,648,696.0,0.21408045977011494,0.0,0.8922413793103449,1.0,40.123456790123456,0.78110161443494,high,True
NBA,Standard,UNDER,Pts+Asts,647,0.5100463678516228,0.5099356447126484,194,0.5515463917525774,0.0415000239009545,5,0.12484874083399214,0.1670650045649473,647,1153.0,0.5099739809193409,1.0,0.8473547267996531,1.0,29.984544049459043,4.15000239009545,medium,False
NBA,Standard,UNDER,Pts+Rebs+Asts,640,0.496875,0.48814,256,0.515625,0.0187499999999999,6,0.12955630554321726,0.2730856072567768,640,1156.0,0.5008650519031141,1.0,0.8477508650519031,1.0,40.0,1.8749999999999898,medium,False
NHL,Demon,OVER,Goals,628,0.1592356687898089,0.0780091389185204,189,0.2539682539682539,0.094732585178445,2,0.1303802287880654,0.1401296935271373,628,1165.0,0.1630901287553648,0.9502145922746781,0.0,1.0,30.095541401273884,9.473258517844501,medium,True
NBA,Standard,UNDER,Points,625,0.5184,0.5179799999999999,188,0.5638297872340425,0.0454297872340425,3,0.22482833314064485,0.3056084299831095,625,1286.0,0.5116640746500778,1.0,0.7931570762052877,1.0,30.08,4.54297872340425,high,True
NBA,Standard,UNDER,Points (Combo),619,0.5266558966074314,0.348880616123647,495,0.5373737373737374,0.0107178407663059,6,0.19731006033318743,0.3310549504947029,619,1231.0,0.511779041429732,0.0,0.0,1.0,79.96768982229402,1.07178407663059,high,True
NBA1H,Standard,OVER,Points,613,0.5628058727569332,0.9090990783725847,368,0.6114130434782609,0.0486071707213277,10,0.3518075026690874,0.4996549999999997,613,724.0,0.6077348066298343,0.914364640883978,0.40607734806629836,1.0,60.0326264274062,4.86071707213277,high,True
CBB,Goblin,OVER,ast,597,0.6348408710217756,0.9104589627352287,179,0.7039106145251397,0.0690697435033641,8,0.22914796812157312,0.3363238274873714,597,894.0,0.6543624161073825,0.8959731543624161,0.0,1.0,29.98324958123953,6.9069743503364105,high,True
NBA,Demon,OVER,Pts+Asts,596,0.3506711409395973,0.89195,179,0.3798882681564245,0.0292171272168272,8,0.4008358097434481,0.6475842389741846,596,1168.0,0.339041095890411,1.0,0.7636986301369864,1.0,30.033557046979865,2.92171272168272,high,True
NBA,Goblin,OVER,Turnovers,586,0.5750853242320819,0.6519,352,0.6051136363636364,0.0300283121315544,9,0.20158507687459432,0.3754547065117645,586,1044.0,0.5766283524904214,1.0,0.8735632183908046,1.0,60.06825938566553,3.00283121315544,high,False
Soccer,Demon,OVER,Goal + Assist,573,0.0436300174520069,0.0562722844426817,230,0.0608695652173913,0.0172395477653843,1,0.3378987659498788,0.3378987659498788,573,862.0,0.228538283062645,0.15893271461716937,0.6647331786542924,1.0,40.139616055846425,1.7239547765384298,high,True
CBB,Goblin,OVER,pra,564,0.5780141843971631,0.9082766617872255,169,0.6568047337278107,0.0787905493306475,9,0.2795239387741378,0.5128971374111138,564,994.0,0.5734406438631791,0.8853118712273642,0.0,1.0,29.9645390070922,7.87905493306475,high,True
NBA,Demon,OVER,Assists,550,0.4236363636363636,0.4227,330,0.4393939393939394,0.0157575757575757,6,0.324337225655267,0.5598509698740902,550,1117.0,0.36884512085944493,1.0,0.7000895255147717,1.0,60.0,1.57575757575757,high,True
CBB,Standard,OVER,pts,544,0.4650735294117647,0.9058443874294292,163,0.5276073619631901,0.0625338325514254,10,0.33775747154373137,0.6014998033062426,544,818.0,0.4706601466992665,0.8740831295843521,0.0,1.0,29.96323529411765,6.25338325514254,high,True
NBA,Demon,OVER,Rebounds,543,0.3572744014732965,0.2243,488,0.3586065573770491,0.0013321559037526,9,0.2995784112384,0.6811243153560204,543,1155.0,0.34025974025974026,1.0,0.6822510822510822,1.0,89.87108655616943,0.13321559037525998,high,True
MLB,Standard,OVER,Total Bases,540,0.437037037037037,0.44,276,0.4855072463768116,0.0484702093397745,5,0.2638930493131868,0.4714540000000002,540,623.0,0.43820224719101125,0.0,0.8250401284109149,1.0,51.111111111111114,4.84702093397745,high,True
Soccer,Demon,OVER,Tackles,530,0.2169811320754717,0.056921638255162,160,0.4125,0.1955188679245282,5,0.3249161156804391,0.4718418560599182,530,808.0,0.2042079207920792,0.1608910891089109,0.655940594059406,1.0,30.18867924528302,19.55188679245282,high,True
MLB,Demon,OVER,Hits Allowed,501,0.249500998003992,0.1295,202,0.3118811881188119,0.0623801901148198,8,0.25176077693935717,0.900425,501,551.0,0.25226860254083483,0.0,0.8856624319419237,1.0,40.31936127744511,6.23801901148198,high,True
CBB,Standard,UNDER,pr,498,0.5602409638554217,0.6060606241226196,151,0.7086092715231788,0.1483683076677571,2,0.09145800574527166,0.0970148972703683,498,830.0,0.553012048192771,0.8433734939759037,0.0,1.0,30.32128514056225,14.83683076677571,medium,True
NBA1H,Standard,OVER,Pts+Rebs+Asts,483,0.6645962732919255,0.9087,292,0.7054794520547946,0.040883178762869,9,0.2676460040229545,0.39710625,483,606.0,0.7079207920792079,0.905940594059406,0.47029702970297027,1.0,60.45548654244306,4.0883178762869,high,True
NBA,Demon,OVER,3-PT Made,476,0.384453781512605,,476,0.384453781512605,0.0,6,0.3055315571130039,0.5094315144310961,476,1136.0,0.335387323943662,1.0,0.5695422535211268,1.0,100.0,0.0,high,True
CBB,Standard,UNDER,pra,474,0.5654008438818565,0.6301369667053223,143,0.7342657342657343,0.1688648903838777,1,0.1482446071677583,0.1482446071677583,474,756.0,0.5462962962962963,0.8624338624338624,0.0,1.0,30.168776371308017,16.88648903838777,medium,True
NBA,Demon,OVER,Double-Double,464,0.1551724137931034,0.9202,155,0.1806451612903225,0.0254727474972191,6,0.5925771786326749,0.8028901960784309,464,597.0,0.15577889447236182,1.0,0.0,1.0,33.4051724137931,2.54727474972191,high,True
CBB,Standard,UNDER,pts,454,0.5198237885462555,0.5706774717770355,136,0.6323529411764706,0.112529152630215,1,0.0941781890245227,0.0941781890245227,454,731.0,0.5129958960328317,0.8426812585499316,0.0,1.0,29.955947136563875,11.2529152630215,medium,True
Soccer,Demon,OVER,Assists,445,0.0561797752808988,0.0564854469411365,138,0.0797101449275362,0.0235303696466373,1,0.0837100235702492,0.0837100235702492,445,700.0,0.055714285714285716,0.15714285714285714,0.6357142857142857,1.0,31.01123595505618,2.35303696466373,medium,True
CBB,Standard,OVER,pa,437,0.4919908466819222,0.9043428821707952,175,0.5371428571428571,0.0451520104609349,8,0.3746504907083315,0.4690408178207667,437,633.0,0.4960505529225908,0.8878357030015798,0.0,1.0,40.045766590389015,4.51520104609349,high,True
NBA,Standard,UNDER,Rebs+Asts,425,0.5011764705882353,0.43252,297,0.5286195286195287,0.0274430580312933,4,0.1191697013463587,0.1598524347859616,425,757.0,0.5297225891677675,1.0,0.8480845442536328,1.0,69.88235294117646,2.74430580312933,medium,False
NBA,Demon,OVER,Blocked Shots,422,0.3625592417061611,0.3074228877535073,337,0.3798219584569733,0.0172627167508121,7,0.25332898916514046,0.5065480503248585,422,833.0,0.3517406962785114,1.0,0.7503001200480192,1.0,79.85781990521328,1.7262716750812102,high,True
NBA1Q,Goblin,OVER,Assists,419,0.9045346062052506,0.91646,126,0.984126984126984,0.0795923779217334,4,0.18852214125506844,0.2593285714285712,419,464.0,0.9051724137931034,1.0,0.21767241379310343,1.0,30.071599045346062,7.95923779217334,high,True
Soccer,Demon,OVER,Goals,418,0.0980861244019138,0.0565767516390384,131,0.1755725190839694,0.0774863946820555,3,0.1581996388804722,0.1703165617713179,418,629.0,0.09379968203497616,0.13990461049284578,0.6645468998410174,1.0,31.339712918660286,7.74863946820555,medium,True
CBB,Standard,OVER,pr,414,0.4420289855072464,0.9045773355057324,124,0.5403225806451613,0.0982935951379148,8,0.38056403697027436,0.5465309447185036,414,575.0,0.4469565217391304,0.8991304347826087,0.0,1.0,29.95169082125604,9.82935951379148,high,True
CBB,Standard,OVER,pra,408,0.4656862745098039,0.9049141055422668,123,0.5691056910569106,0.1034194165471066,8,0.3868684547968313,0.6053811818623243,408,575.0,0.4782608695652174,0.9060869565217391,0.0,1.0,30.147058823529413,10.34194165471066,high,True
NBA,Goblin,OVER,Blocked Shots,399,0.6390977443609023,0.9157,121,0.6776859504132231,0.0385882060523208,8,0.19481808583651095,0.3124752602203274,399,699.0,0.6351931330472103,1.0,0.8512160228898427,1.0,30.325814536340854,3.85882060523208,high,False
CBB,Standard,UNDER,pa,393,0.5572519083969466,0.5880681872367859,128,0.7109375,0.1536855916030534,2,0.16457322878135405,0.224528734417734,393,621.0,0.5249597423510467,0.8389694041867954,0.0,1.0,32.56997455470738,15.36855916030534,medium,True
CBB,Goblin,OVER,stl,391,0.6342710997442456,0.9172242981302114,118,0.6864406779661016,0.052169578221856,9,0.23744538723265818,0.4042387491999576,391,622.0,0.6414790996784566,0.8633440514469454,0.0,1.0,30.17902813299233,5.2169578221856,high,True
NBA,Standard,OVER,FG Attempted,380,0.5052631578947369,0.5,268,0.5261194029850746,0.0208562450903377,7,0.30592791465965163,0.418315362285768,380,769.0,0.49154746423927176,1.0,0.8868660598179454,1.0,70.52631578947368,2.08562450903377,high,False
NBA,Demon,OVER,Fantasy Score,370,0.4324324324324324,0.898115871336546,111,0.5675675675675675,0.1351351351351351,8,0.405560463031997,0.589734860481804,370,772.0,0.38341968911917096,1.0,0.8847150259067358,1.0,30.0,13.513513513513509,high,False
Soccer,Goblin,OVER,Shots,362,0.3839779005524862,0.8931626696348515,110,0.5272727272727272,0.143294826720241,10,0.24168600602318854,0.4951951707114728,362,541.0,0.37153419593345655,0.11645101663585952,0.6691312384473198,1.0,30.386740331491712,14.329482672024099,high,True
MLB,Goblin,OVER,Pitcher Strikeouts,361,0.631578947368421,0.63,118,0.652542372881356,0.0209634255129349,4,0.3328783359907044,0.5088621621621622,361,394.0,0.6294416243654822,0.0,0.8908629441624365,1.0,32.686980609418285,2.09634255129349,high,True
NBA,Standard,UNDER,Rebounds,342,0.5233918128654971,0.53652,103,0.5631067961165048,0.0397149832510077,4,0.16331281687732974,0.3220583599381459,342,809.0,0.5080346106304079,1.0,0.8022249690976514,1.0,30.116959064327485,3.9714983251007703,medium,False
NBA,Standard,UNDER,Assists,338,0.5236686390532544,0.4958,169,0.5976331360946746,0.0739644970414201,3,0.1221731816665752,0.1445381872351023,338,592.0,0.5287162162162162,1.0,0.8462837837837838,1.0,50.0,7.396449704142009,medium,False
NBA,Standard,UNDER,FG Attempted,336,0.5327380952380952,0.5051279893802365,101,0.594059405940594,0.0613213107024988,5,0.161378395429398,0.3015947822768017,336,753.0,0.5179282868525896,1.0,0.8353253652058433,1.0,30.05952380952381,6.13213107024988,medium,False
NBA,Goblin,OVER,Personal Fouls,321,0.5358255451713395,0.6519,198,0.5808080808080808,0.0449825356367412,6,0.2842303646189463,0.408681764035147,321,630.0,0.5380952380952381,1.0,0.7285714285714285,1.0,61.6822429906542,4.49825356367412,high,True
NHL,Demon,OVER,Power Play Points,320,0.734375,0.0757141543858976,130,0.7846153846153846,0.0502403846153846,10,0.6617246146545963,0.8065668973154029,320,585.0,0.7658119658119659,0.9538461538461539,0.0,1.0,40.625,5.02403846153846,high,True
NBA,Standard,OVER,Assists,316,0.4715189873417721,0.4889,253,0.4901185770750988,0.0185995897333266,8,0.29785932408445176,0.636895423467924,316,576.0,0.4774305555555556,1.0,0.8524305555555556,1.0,80.0632911392405,1.85995897333266,high,False
MLB,Standard,OVER,Runs,308,0.3928571428571428,0.4642299999999999,93,0.4193548387096774,0.0264976958525345,5,0.23098091783380018,0.3446107142857145,308,356.0,0.4157303370786517,0.0,0.848314606741573,1.0,30.194805194805195,2.6497695852534497,high,True
CBB,Standard,UNDER,ra,307,0.5895765472312704,0.5716117062504171,92,0.6739130434782609,0.0843364962469904,3,0.1205405820586075,0.1308079114140221,307,490.0,0.5714285714285714,0.863265306122449,0.0,1.0,29.96742671009772,8.43364962469904,medium,True
NBA,Standard,OVER,Free Throws Made,300,0.5033333333333333,0.5093,233,0.51931330472103,0.0159799713876966,9,0.2873500388911279,0.5700686045148506,300,562.0,0.5124555160142349,1.0,0.8825622775800712,1.0,77.66666666666667,1.5979971387696599,high,False
NBA,Demon,OVER,Blks+Stls,295,0.4,0.5603914319210369,89,0.4269662921348314,0.0269662921348314,6,0.2936626698853986,0.4054859354433476,295,532.0,0.35526315789473684,1.0,0.7988721804511278,1.0,30.16949152542373,2.6966292134831398,high,True
