sport,dimension,direction,n,hits,mean_ml,hit_rate,prop,minutes_tier,def_tier,h2h_bucket,role,pick_type,tier
mlb,tier,,30,15.0,0.246468438424729,0.5,,,,,,,(missing)
nba,direction,OVER,107136,63253.0,0.7293701961420155,0.5903991188769414,,,,,,,
nba,direction,UNDER,29632,15921.0,0.48990611080748847,0.5372907667386609,,,,,,,
nba,prop,,4069,2606.0,0.728435939419425,0.6404521995576309,3-PT Made,,,,,,
nba,prop,,16429,10100.0,0.7312362335536231,0.6147665713068354,Points,,,,,,
nba,prop,,80,49.0,0.7997169811320755,0.6125,Double-Double,,,,,,
nba,prop,,6709,4091.0,0.7187540797707443,0.6097779102697869,Fantasy Score,,,,,,
nba,prop,,10966,6599.0,0.7161853688585023,0.6017691045048331,Rebounds,,,,,,
nba,prop,,8042,4823.0,0.7150869590984076,0.5997264362098981,Assists,,,,,,
nba,prop,,1130,672.0,0.6884139872438871,0.5946902654867257,Blocked Shots,,,,,,
nba,prop,,13425,7889.0,0.7192709450043967,0.587635009310987,Pts+Rebs+Asts,,,,,,
nba,prop,,11791,6923.0,0.7187127934112149,0.5871427359850734,Rebs+Asts,,,,,,
nba,prop,,13910,8152.0,0.7083625732178394,0.5860531991373112,Pts+Rebs,,,,,,
nba,prop,,11592,6749.0,0.7025804677723189,0.5822118702553485,Pts+Asts,,,,,,
nba,prop,,5106,2933.0,0.7181434608763446,0.5744222483352918,Steals,,,,,,
nba,prop,,543,302.0,0.5176006507445154,0.5561694290976059,Defensive Rebounds,,,,,,
nba,prop,,100,55.0,,0.55,3-PT Made (Combo),,,,,,
nba,prop,,597,327.0,0.5054218801281033,0.5477386934673367,Rebounds (Combo),,,,,,
nba,prop,,1571,858.0,0.6333823071397712,0.5461489497135582,Two Pointers Made,,,,,,
nba,prop,,4057,2201.0,0.684443927715418,0.5425191027853093,Blks+Stls,,,,,,
nba,prop,,544,295.0,0.4748598968746553,0.5422794117647058,Assists (Combo),,,,,,
nba,prop,,3721,2004.0,0.6549315681427443,0.5385649019080893,Turnovers,,,,,,
nba,prop,,545,293.0,0.5925149271476309,0.5376146788990825,Offensive Rebounds,,,,,,
nba,prop,,1601,859.0,0.5994402545744557,0.5365396627108058,Two Pointers Attempted,,,,,,
nba,prop,,1530,817.0,0.619168335494777,0.5339869281045752,Free Throws Attempted,,,,,,
nba,prop,,1425,759.0,0.6286531074715463,0.5326315789473685,Personal Fouls,,,,,,
nba,prop,,1579,835.0,0.5967137212709693,0.5288157061431286,3-PT Attempted,,,,,,
nba,prop,,1513,795.0,0.6309152807086511,0.5254461335095836,Free Throws Made,,,,,,
nba,prop,,1836,960.0,0.5931674104955021,0.5228758169934641,FG Made,,,,,,
nba,prop,,1551,798.0,0.4713219797833313,0.5145067698259188,Points (Combo),,,,,,
nba,prop,,3867,1961.0,0.5721879391993747,0.5071114559089733,FG Attempted,,,,,,
nba,prop,,1728,864.0,,0.5,Blocks,,,,,,
nba,prop,,1728,864.0,,0.5,FTA,,,,,,
nba,prop,,1728,864.0,,0.5,PRA,,,,,,
nba,prop,,1728,864.0,,0.5,Threes,,,,,,
nba,prop,,19,8.0,0.5735266059366863,0.42105263157894735,Quarters with 3+ Points,,,,,,
nba,minutes_tier,,1987,1293.0,0.8374807624181912,0.6507297433316558,,1,,,,,
nba,minutes_tier,,42687,25818.0,0.6821662820525194,0.6048211399255042,,MEDIUM,,,,,
nba,minutes_tier,,7662,4610.0,0.7720425328667435,0.6016705820934481,,0,,,,,
nba,minutes_tier,,42122,25136.0,0.6737681571344124,0.5967427947390912,,HIGH,,,,,
nba,minutes_tier,,8334,4880.0,0.664361772866936,0.5855531557475402,,LOW,,,,,
nba,minutes_tier,,1224,707.0,0.8570918610598138,0.5776143790849673,,2,,,,,
nba,minutes_tier,,1225,696.0,0.8653496591419688,0.5681632653061225,,3,,,,,
nba,minutes_tier,,5659,3100.0,0.4852921619132986,0.5477999646580668,,UNKNOWN,,,,,
nba,minutes_tier,,25868,12934.0,,0.5,,(missing),,,,,
nba,def_tier,,770,493.0,0.596065064935065,0.6402597402597403,,,Below Avg,,,,
nba,def_tier,,18766,11474.0,0.7419600505698839,0.6114249174038154,,,Weak,,,,
nba,def_tier,,29834,17920.0,0.6845957513510057,0.6006569685593618,,,Avg,,,,
nba,def_tier,,27891,16729.0,0.7172816142771261,0.5997992183858593,,,Above Avg,,,,
nba,def_tier,,30725,17995.0,0.6830982655175709,0.585679414157852,,,Elite,,,,
nba,def_tier,,28782,14563.0,0.5222147348940606,0.5059759571954694,,,(missing),,,,
nba,h2h_bucket,,136768,79174.0,0.6968083886564426,0.5788927234440805,,,,(not in graded export),,,
nba,role,,6444,4039.0,0.7418477571923489,0.6267846058348852,,,,,shot:MID_VOL | usage:PRIMARY,,
nba,role,,10081,6186.0,0.7148671858376734,0.6136296002380717,,,,,shot:HIGH_VOL | usage:SECONDARY,,
nba,role,,7370,4468.0,0.6924237498088665,0.6062415196743555,,,,,shot:MID_VOL | usage:SUPPORT,,
nba,role,,22481,13566.0,0.7104577455004509,0.6034429073439793,,,,,shot:MID_VOL | usage:SECONDARY,,
nba,role,,3727,2239.0,0.6998121082702605,0.6007512744834987,,,,,shot:HIGH_VOL | usage:SUPPORT,,
