mlb_player_id,player,pos,player_type,team,opp_team,line,prop_type,prop_norm,pick_type,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,standard_line,deviation_level,player_name,image_url,line_score,sport,game_date,player_1,player_2,team_1,team_2,id_status,OVERALL_DEF_RANK,ERA_RANK,WHIP_RANK,OBP_ALLOWED_RANK,is_combo_player,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status,hit_rate_status,line_games_played_5,line_hits_over_5,line_hits_under_5,line_hits_push_5,line_hit_rate_over_5,line_hit_rate_under_5,reliability_note
571945.0,Miles Mikolas,P,pitcher,WSH,,4.5,Pitcher Strikeouts,strikeouts,Demon,11392857,11392857,310317,144416,2026-04-14T18:40:00.000-04:00,,,3.5,1,Miles Mikolas,https://static.prizepicks.com/images/manual/Miles_Mikolas-removebg-preview.png,4.5,MLB,2026-04-14,,,,,OK,,,,,0,4.0,3.0,5.0,2.0,0.0,5.0,1.0,1.0,3.0,1.0,2.8,2.5,2.5,1.0,4.0,0.0,0.2,0.3313,0.6688,0.2,0.8,OK,BLENDED_n5,5.0,1.0,4.0,0.0,0.3313,0.6688,
571945.0,Miles Mikolas,P,pitcher,WSH,,3.5,Pitcher Strikeouts,strikeouts,Standard,11391959,11391959,310317,144416,2026-04-14T18:40:00.000-04:00,,,3.5,0,Miles Mikolas,https://static.prizepicks.com/images/manual/Miles_Mikolas-removebg-preview.png,3.5,MLB,2026-04-14,,,,,OK,,,,,0,4.0,3.0,5.0,2.0,0.0,5.0,1.0,1.0,3.0,1.0,2.8,2.5,2.5,2.0,3.0,0.0,0.4,0.4562,0.5438,0.3,0.7,OK,BLENDED_n5,5.0,2.0,3.0,0.0,0.4562,0.5438,
571945.0,Miles Mikolas,P,pitcher,WSH,,2.5,Walks Allowed,walks_allowed,Demon,11392210,11392210,310317,144416,2026-04-14T18:40:00.000-04:00,,,,2,Miles Mikolas,https://static.prizepicks.com/images/manual/Miles_Mikolas-removebg-preview.png,2.5,MLB,2026-04-14,,,,,OK,,,,,0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.4,1.4,0.0,5.0,0.0,0.0,0.2062,0.7938,0.1,0.9,OK,BLENDED_n5,5.0,0.0,5.0,0.0,0.2062,0.7938,
571945.0,Miles Mikolas,P,pitcher,WSH,,2.5,Pitcher Strikeouts,strikeouts,Goblin,11392859,11392859,310317,144416,2026-04-14T18:40:00.000-04:00,,,3.5,1,Miles Mikolas,https://static.prizepicks.com/images/manual/Miles_Mikolas-removebg-preview.png,2.5,MLB,2026-04-14,,,,,OK,,,,,0,4.0,3.0,5.0,2.0,0.0,5.0,1.0,1.0,3.0,1.0,2.8,2.5,2.5,3.0,2.0,0.0,0.6,0.5812,0.4188,0.5,0.5,OK,BLENDED_n5,5.0,3.0,2.0,0.0,0.5812,0.4188,
571945.0,Miles Mikolas,P,pitcher,WSH,,1.5,Walks Allowed,walks_allowed,Demon,11392628,11392628,310317,144416,2026-04-14T18:40:00.000-04:00,,,,1,Miles Mikolas,https://static.prizepicks.com/images/manual/Miles_Mikolas-removebg-preview.png,1.5,MLB,2026-04-14,,,,,OK,,,,,0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.4,1.4,1.0,4.0,0.0,0.2,0.3313,0.6688,0.2,0.8,OK,BLENDED_n5,5.0,1.0,4.0,0.0,0.3313,0.6688,
660688.0,Keibert Ruiz,C,hitter,WSH,,1.5,Hits,hits,Demon,11395141,11395141,67637,144416,2026-04-14T18:40:00.000-04:00,,,,1,Keibert Ruiz,https://static.prizepicks.com/images/players/MLB/Keibert_Ruiz_MLB_player_mSqtmbg2TsIWv19qVDnKKaRu-450.webp,1.5,MLB,2026-04-14,,,,,OK,,,,,0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.7,0.7,1.0,4.0,0.0,0.2,0.2583,0.7417,0.1,0.9,OK,BLENDED_n5,5.0,1.0,4.0,0.0,0.2583,0.7417,
542303.0,Marcell Ozuna,DH,hitter,PIT,,0.5,Runs,runs,Demon,11391957,11391957,308576,144416,2026-04-14T18:40:00.000-04:00,,,,1,Marcell Ozuna,https://static.prizepicks.com/images/manual/Marcell_Ozuna.png,0.5,MLB,2026-04-14,,,,,OK,,,,,0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,0.3,0.3,1.0,4.0,0.0,0.2,0.2583,0.7417,0.2,0.8,OK,BLENDED_n5,5.0,1.0,4.0,0.0,0.2583,0.7417,
656811.0,Ryan O'Hearn,IF,hitter,PIT,,0.5,Runs,runs,Demon,11391985,11391985,308578,144416,2026-04-14T18:40:00.000-04:00,,,,1,Ryan O'Hearn,https://static.prizepicks.com/images/manual/Ryan_O_Hearn-.png,0.5,MLB,2026-04-14,,,,,OK,,,,,0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,4.0,1.0,0.0,0.8,0.7583,0.2417,0.4,0.6,OK,BLENDED_n5,5.0,4.0,1.0,0.0,0.7583,0.2417,
571945.0,Miles Mikolas,P,pitcher,WSH,,0.5,Walks Allowed,walks_allowed,Goblin,11392209,11392209,310317,144416,2026-04-14T18:40:00.000-04:00,,,,1,Miles Mikolas,https://static.prizepicks.com/images/manual/Miles_Mikolas-removebg-preview.png,0.5,MLB,2026-04-14,,,,,OK,,,,,0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.4,1.4,4.0,1.0,0.0,0.8,0.7062,0.2937,0.9,0.1,OK,BLENDED_n5,5.0,4.0,1.0,0.0,0.7062,0.2937,
660688.0,Keibert Ruiz,C,hitter,WSH,,0.5,Hits,hits,Goblin,11395112,11395112,67637,144416,2026-04-14T18:40:00.000-04:00,,,,1,Keibert Ruiz,https://static.prizepicks.com/images/players/MLB/Keibert_Ruiz_MLB_player_mSqtmbg2TsIWv19qVDnKKaRu-450.webp,0.5,MLB,2026-04-14,,,,,OK,,,,,0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.7,0.7,3.0,2.0,0.0,0.6,0.5917,0.4083,0.5,0.5,OK,BLENDED_n5,5.0,3.0,2.0,0.0,0.5917,0.4083,
