player,team,date,game_id,points,totalRebounds,assists,steals,blocks,threePointFieldGoalsMade,freeThrowsMade,espnFPS
Paul George,PHI,2025-12-24,401810265,19.0,4.0,2.0,4.0,2.0,2.0,7.0,29.25
Jabari Walker,PHI,2025-12-24,401810265,5.0,4.0,1.0,0.0,0.0,0.0,1.0,10.35
Joel Embiid,PHI,2025-12-24,401810265,27.0,6.0,4.0,0.0,2.0,1.0,10.0,44.2
Tyrese Maxey,PHI,2025-12-24,401810265,13.0,3.0,2.0,4.0,0.0,0.0,7.0,15.95
Jared McCain,PHI,2025-12-24,401810265,10.0,9.0,4.0,2.0,0.0,1.0,3.0,21.75
Johni Broome,PHI,2025-12-24,401810265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Edwards,PHI,2025-12-24,401810265,4.0,2.0,0.0,1.0,0.0,0.0,2.0,4.6
Andre Drummond,PHI,2025-12-24,401810265,12.0,13.0,0.0,0.0,0.0,0.0,2.0,25.8
Adem Bona,PHI,2025-12-24,401810265,4.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0
Kyle Lowry,PHI,2025-12-24,401810265,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.1
Eric Gordon,PHI,2025-12-24,401810265,12.0,0.0,0.0,1.0,1.0,3.0,1.0,14.65
Hunter Sallis,PHI,2025-12-24,401810265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaac Okoro,CHI,2025-12-24,401810266,8.0,2.0,1.0,0.0,1.0,1.0,3.0,11.55
Matas Buzelis,CHI,2025-12-24,401810266,15.0,2.0,0.0,0.0,2.0,2.0,1.0,24.45
Nikola Vucevic,CHI,2025-12-24,401810266,21.0,10.0,4.0,0.0,1.0,1.0,2.0,41.9
Coby White,CHI,2025-12-24,401810266,24.0,0.0,4.0,3.0,0.0,5.0,5.0,30.35
Josh Giddey,CHI,2025-12-24,401810266,19.0,11.0,15.0,0.0,0.0,2.0,1.0,47.95
Zach Collins,CHI,2025-12-24,401810266,10.0,7.0,2.0,0.0,1.0,0.0,0.0,22.3
Jalen Smith,CHI,2025-12-24,401810266,5.0,4.0,3.0,0.0,0.0,1.0,2.0,12.3
Patrick Williams,CHI,2025-12-24,401810266,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8
Kevin Huerter,CHI,2025-12-24,401810266,9.0,7.0,1.0,0.0,0.0,1.0,2.0,16.1
Tre Jones,CHI,2025-12-24,401810266,9.0,3.0,2.0,0.0,0.0,0.0,3.0,15.35
Ayo Dosunmu,CHI,2025-12-24,401810266,6.0,2.0,2.0,0.0,0.0,0.0,2.0,9.4
Onyeka Okongwu,ATL,2025-12-24,401810266,10.0,7.0,3.0,0.0,0.0,0.0,2.0,21.0
Jalen Johnson,ATL,2025-12-24,401810266,24.0,9.0,10.0,1.0,2.0,1.0,1.0,47.35
Zaccharie Risacher,ATL,2025-12-24,401810266,10.0,7.0,3.0,1.0,1.0,2.0,2.0,23.1
Trae Young,ATL,2025-12-24,401810266,22.0,1.0,15.0,2.0,0.0,1.0,7.0,45.25
Nickeil Alexander-Walker,ATL,2025-12-24,401810266,21.0,1.0,2.0,2.0,0.0,2.0,1.0,27.25
Asa Newell,ATL,2025-12-24,401810266,13.0,7.0,0.0,2.0,1.0,3.0,0.0,24.7
Luke Kennard,ATL,2025-12-24,401810266,2.0,2.0,2.0,0.0,0.0,0.0,0.0,5.4
Keaton Wallace,ATL,2025-12-24,401810266,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.6
Vit Krejci,ATL,2025-12-24,401810266,19.0,3.0,2.0,1.0,0.0,5.0,0.0,30.5
Trey Murphy III,NO,2025-12-24,401810267,14.0,3.0,5.0,1.0,0.0,2.0,0.0,24.8
Derik Queen,NO,2025-12-24,401810267,21.0,7.0,5.0,1.0,0.0,2.0,5.0,37.15
Saddiq Bey,NO,2025-12-24,401810267,11.0,3.0,2.0,0.0,0.0,1.0,0.0,15.4
Bryce McGowens,NO,2025-12-24,401810267,8.0,7.0,3.0,3.0,0.0,1.0,1.0,20.75
Jeremiah Fears,NO,2025-12-24,401810267,11.0,4.0,5.0,1.0,0.0,1.0,4.0,17.7
Zion Williamson,NO,2025-12-24,401810267,26.0,5.0,1.0,1.0,0.0,0.0,8.0,36.7
Karlo Matkovic,NO,2025-12-24,401810267,2.0,5.0,0.0,0.0,0.0,0.0,0.0,3.3
Yves Missi,NO,2025-12-24,401810267,7.0,2.0,2.0,1.0,2.0,0.0,1.0,18.15
Jose Alvarado,NO,2025-12-24,401810267,6.0,2.0,2.0,1.0,0.0,2.0,0.0,10.8
Micah Peavy,NO,2025-12-24,401810267,5.0,2.0,0.0,1.0,0.0,1.0,0.0,8.4
Jordan Hawkins,NO,2025-12-24,401810267,7.0,3.0,1.0,0.0,0.0,1.0,2.0,10.1
Dean Wade,CLE,2025-12-24,401810267,11.0,5.0,4.0,0.0,0.0,3.0,0.0,20.1
Jarrett Allen,CLE,2025-12-24,401810267,14.0,9.0,3.0,0.0,0.0,1.0,1.0,29.55
Donovan Mitchell,CLE,2025-12-24,401810267,27.0,4.0,4.0,1.0,0.0,2.0,3.0,42.45
Sam Merrill,CLE,2025-12-24,401810267,22.0,6.0,7.0,1.0,0.0,6.0,2.0,41.6
Darius Garland,CLE,2025-12-24,401810267,10.0,1.0,8.0,0.0,0.0,2.0,0.0,20.1
De'Andre Hunter,CLE,2025-12-24,401810267,10.0,2.0,1.0,2.0,1.0,0.0,0.0,14.7
Nae'Qwan Tomlin,CLE,2025-12-24,401810267,2.0,0.0,0.0,1.0,1.0,0.0,0.0,4.6
Thomas Bryant,CLE,2025-12-24,401810267,15.0,7.0,1.0,0.0,2.0,2.0,1.0,30.85
Jaylon Tyson,CLE,2025-12-24,401810267,18.0,6.0,2.0,0.0,1.0,2.0,0.0,32.2
Craig Porter Jr.,CLE,2025-12-24,401810267,12.0,8.0,8.0,2.0,1.0,2.0,2.0,35.2
Tyrese Proctor,CLE,2025-12-24,401810267,0.0,1.0,2.0,1.0,0.0,0.0,0.0,-0.6
Bobby Portis,MIL,2025-12-24,401810268,14.0,9.0,2.0,0.0,0.0,0.0,2.0,26.8
Kyle Kuzma,MIL,2025-12-24,401810268,15.0,7.0,2.0,0.0,2.0,1.0,4.0,24.5
Myles Turner,MIL,2025-12-24,401810268,10.0,6.0,1.0,0.0,3.0,1.0,1.0,16.35
Kevin Porter Jr.,MIL,2025-12-24,401810268,24.0,6.0,5.0,3.0,0.0,2.0,6.0,42.4
AJ Green,MIL,2025-12-24,401810268,4.0,2.0,3.0,1.0,0.0,1.0,1.0,7.05
Pete Nance,MIL,2025-12-24,401810268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jericho Sims,MIL,2025-12-24,401810268,6.0,7.0,1.0,1.0,0.0,0.0,0.0,14.8
Gary Harris,MIL,2025-12-24,401810268,5.0,2.0,1.0,0.0,1.0,1.0,0.0,9.5
Amir Coffey,MIL,2025-12-24,401810268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gary Trent Jr.,MIL,2025-12-24,401810268,5.0,2.0,1.0,0.0,0.0,1.0,0.0,10.4
Andre Jackson Jr.,MIL,2025-12-24,401810268,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5
Cole Anthony,MIL,2025-12-24,401810268,3.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
Ryan Rollins,MIL,2025-12-24,401810268,23.0,7.0,4.0,1.0,1.0,2.0,1.0,42.65
Pascal Siakam,IND,2025-12-24,401810268,15.0,9.0,2.0,1.0,0.0,1.0,2.0,26.3
Jay Huff,IND,2025-12-24,401810268,9.0,7.0,3.0,1.0,1.0,1.0,2.0,22.2
Ethan Thompson,IND,2025-12-24,401810268,3.0,5.0,1.0,2.0,2.0,1.0,0.0,9.7
Andrew Nembhard,IND,2025-12-24,401810268,14.0,3.0,6.0,1.0,0.0,0.0,4.0,19.9
Bennedict Mathurin,IND,2025-12-24,401810268,13.0,6.0,1.0,0.0,0.0,1.0,6.0,18.6
Jarace Walker,IND,2025-12-24,401810268,4.0,2.0,0.0,0.0,0.0,1.0,1.0,0.15
Tony Bradley,IND,2025-12-24,401810268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Wiseman,IND,2025-12-24,401810268,3.0,0.0,1.0,0.0,0.0,0.0,1.0,4.15
T.J. McConnell,IND,2025-12-24,401810268,16.0,2.0,6.0,0.0,0.0,0.0,2.0,30.9
Garrison Mathews,IND,2025-12-24,401810268,6.0,2.0,0.0,1.0,0.0,2.0,0.0,9.4
Quenton Jackson,IND,2025-12-24,401810268,2.0,1.0,0.0,0.0,0.0,0.0,2.0,-0.3
Kam Jones,IND,2025-12-24,401810268,3.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
Taelon Peter,IND,2025-12-24,401810268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnny Furphy,IND,2025-12-24,401810268,6.0,3.0,0.0,1.0,0.0,0.0,0.0,9.0
Brandon Ingram,TOR,2025-12-24,401810269,12.0,6.0,2.0,0.0,1.0,2.0,0.0,19.3
Sandro Mamukelashvili,TOR,2025-12-24,401810269,14.0,6.0,7.0,1.0,0.0,4.0,0.0,31.9
Scottie Barnes,TOR,2025-12-24,401810269,27.0,8.0,4.0,0.0,0.0,0.0,7.0,46.25
Immanuel Quickley,TOR,2025-12-24,401810269,18.0,5.0,7.0,1.0,1.0,1.0,7.0,32.55
Ochai Agbaji,TOR,2025-12-24,401810269,5.0,5.0,1.0,0.0,1.0,1.0,0.0,10.9
Jamison Battle,TOR,2025-12-24,401810269,11.0,2.0,1.0,2.0,0.0,3.0,0.0,19.7
Collin Murray-Boyles,TOR,2025-12-24,401810269,11.0,12.0,0.0,3.0,1.0,1.0,0.0,27.1
Jamal Shead,TOR,2025-12-24,401810269,8.0,2.0,4.0,1.0,1.0,2.0,0.0,16.5
Ja'Kobe Walter,TOR,2025-12-24,401810269,4.0,3.0,2.0,2.0,0.0,0.0,0.0,10.6
Gradey Dick,TOR,2025-12-24,401810269,2.0,1.0,1.0,2.0,0.0,0.0,2.0,3.0
Andrew Wiggins,MIA,2025-12-24,401810269,14.0,3.0,2.0,0.0,0.0,2.0,2.0,19.1
Bam Adebayo,MIA,2025-12-24,401810269,9.0,12.0,3.0,2.0,0.0,0.0,1.0,23.55
Kel'el Ware,MIA,2025-12-24,401810269,5.0,9.0,0.0,2.0,0.0,1.0,0.0,13.2
Norman Powell,MIA,2025-12-24,401810269,17.0,6.0,6.0,2.0,0.0,1.0,4.0,29.5
Davion Mitchell,MIA,2025-12-24,401810269,3.0,1.0,2.0,1.0,0.0,1.0,0.0,3.4
Simone Fontecchio,MIA,2025-12-24,401810269,5.0,3.0,1.0,2.0,0.0,0.0,3.0,9.35
Myron Gardner,MIA,2025-12-24,401810269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keshad Johnson,MIA,2025-12-24,401810269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaime Jaquez Jr.,MIA,2025-12-24,401810269,21.0,2.0,2.0,0.0,1.0,1.0,2.0,27.5
Dru Smith,MIA,2025-12-24,401810269,10.0,2.0,2.0,2.0,0.0,1.0,3.0,19.05
Kasparas Jakucionis,MIA,2025-12-24,401810269,7.0,2.0,0.0,1.0,0.0,1.0,2.0,8.7
Cameron Johnson,DEN,2025-12-24,401810270,8.0,2.0,3.0,0.0,0.0,2.0,0.0,14.0
Spencer Jones,DEN,2025-12-24,401810270,6.0,4.0,2.0,2.0,0.0,0.0,0.0,15.5
Nikola Jokic,DEN,2025-12-24,401810270,29.0,7.0,14.0,4.0,0.0,5.0,0.0,60.8
Jamal Murray,DEN,2025-12-24,401810270,31.0,7.0,14.0,1.0,0.0,3.0,4.0,62.3
Peyton Watson,DEN,2025-12-24,401810270,4.0,2.0,1.0,0.0,0.0,0.0,4.0,3.9
Jonas Valanciunas,DEN,2025-12-24,401810270,8.0,1.0,1.0,0.0,0.0,0.0,2.0,12.4
Tim Hardaway Jr.,DEN,2025-12-24,401810270,23.0,2.0,1.0,0.0,0.0,7.0,0.0,30.4
Bruce Brown,DEN,2025-12-24,401810270,13.0,7.0,3.0,1.0,1.0,1.0,0.0,30.4
Jalen Pickett,DEN,2025-12-24,401810270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8
Julian Strawther,DEN,2025-12-24,401810270,8.0,2.0,0.0,0.0,0.0,2.0,0.0,12.2
Curtis Jones,DEN,2025-12-24,401810270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7
Anthony Davis,DAL,2025-12-24,401810270,31.0,9.0,4.0,3.0,0.0,1.0,6.0,55.8
Naji Marshall,DAL,2025-12-24,401810270,15.0,4.0,3.0,1.0,0.0,2.0,1.0,25.75
Cooper Flagg,DAL,2025-12-24,401810270,33.0,9.0,9.0,1.0,1.0,4.0,1.0,64.25
Ryan Nembhard,DAL,2025-12-24,401810270,11.0,3.0,7.0,0.0,0.0,1.0,0.0,23.3
Jaden Hardy,DAL,2025-12-24,401810270,10.0,2.0,2.0,1.0,0.0,0.0,0.0,16.9
Caleb Martin,DAL,2025-12-24,401810270,9.0,4.0,3.0,2.0,0.0,0.0,1.0,20.45
Daniel Gafford,DAL,2025-12-24,401810270,4.0,3.0,0.0,1.0,1.0,0.0,0.0,9.8
D'Angelo Russell,DAL,2025-12-24,401810270,9.0,2.0,4.0,0.0,0.0,3.0,0.0,17.2
Brandon Williams,DAL,2025-12-24,401810270,9.0,0.0,2.0,0.0,0.0,0.0,5.0,9.65
Karl-Anthony Towns,NY,2025-12-24,401810271,40.0,13.0,1.0,1.0,0.0,3.0,9.0,58.55
Mitchell Robinson,NY,2025-12-24,401810271,2.0,7.0,1.0,1.0,2.0,0.0,0.0,11.4
Josh Hart,NY,2025-12-24,401810271,12.0,15.0,8.0,2.0,0.0,1.0,1.0,34.05
Mikal Bridges,NY,2025-12-24,401810271,15.0,3.0,0.0,0.0,0.0,1.0,0.0,16.3
Tyler Kolek,NY,2025-12-24,401810271,20.0,11.0,8.0,3.0,0.0,2.0,0.0,42.4
Tosan Evbuomwan,NY,2025-12-24,401810271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pacome Dadiet,NY,2025-12-24,401810271,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.8
Mohamed Diawara,NY,2025-12-24,401810271,3.0,0.0,0.0,1.0,0.0,1.0,0.0,3.4
Ariel Hukporti,NY,2025-12-24,401810271,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.7
Jordan Clarkson,NY,2025-12-24,401810271,10.0,1.0,1.0,0.0,0.0,3.0,1.0,7.75
Kevin McCullar Jr.,NY,2025-12-24,401810271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7
Julius Randle,MIN,2025-12-24,401810271,25.0,6.0,3.0,1.0,0.0,0.0,5.0,37.35
Rudy Gobert,MIN,2025-12-24,401810271,11.0,16.0,2.0,2.0,3.0,0.0,3.0,37.65
Mike Conley,MIN,2025-12-24,401810271,8.0,1.0,2.0,2.0,1.0,2.0,2.0,14.5
Donte DiVincenzo,MIN,2025-12-24,401810271,11.0,2.0,8.0,2.0,0.0,3.0,2.0,22.6
Anthony Edwards,MIN,2025-12-24,401810271,38.0,2.0,2.0,4.0,1.0,4.0,4.0,52.3
Naz Reid,MIN,2025-12-24,401810271,8.0,11.0,1.0,0.0,2.0,2.0,0.0,18.3
Jaylen Clark,MIN,2025-12-24,401810271,5.0,1.0,3.0,0.0,0.0,1.0,0.0,9.2
Terrence Shannon Jr.,MIN,2025-12-24,401810271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5
Bones Hyland,MIN,2025-12-24,401810271,9.0,3.0,4.0,1.0,2.0,3.0,0.0,18.1
Isaiah Hartenstein,OKC,2025-12-24,401810272,8.0,12.0,0.0,0.0,0.0,0.0,0.0,19.5
Chet Holmgren,OKC,2025-12-24,401810272,7.0,3.0,1.0,0.0,1.0,1.0,0.0,10.2
Shai Gilgeous-Alexander,OKC,2025-12-24,401810272,33.0,3.0,8.0,0.0,0.0,1.0,4.0,53.6
Luguentz Dort,OKC,2025-12-24,401810272,15.0,2.0,0.0,0.0,0.0,5.0,0.0,18.9
Jalen Williams,OKC,2025-12-24,401810272,17.0,6.0,8.0,2.0,0.0,1.0,0.0,34.1
Brooks Barnhizer,OKC,2025-12-24,401810272,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6
Branden Carlson,OKC,2025-12-24,401810272,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.4
Alex Caruso,OKC,2025-12-24,401810272,2.0,4.0,1.0,0.0,0.0,0.0,0.0,5.4
Kenrich Williams,OKC,2025-12-24,401810272,10.0,0.0,1.0,1.0,0.0,0.0,0.0,16.7
Isaiah Joe,OKC,2025-12-24,401810272,8.0,4.0,1.0,1.0,0.0,2.0,2.0,16.1
Aaron Wiggins,OKC,2025-12-24,401810272,3.0,0.0,1.0,1.0,0.0,1.0,0.0,5.7
Cason Wallace,OKC,2025-12-24,401810272,4.0,2.0,0.0,0.0,0.0,0.0,0.0,4.8
Chris Youngblood,OKC,2025-12-24,401810272,3.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
Harrison Barnes,SA,2025-12-24,401810272,20.0,1.0,0.0,1.0,0.0,2.0,6.0,27.1
Luke Kornet,SA,2025-12-24,401810272,8.0,5.0,3.0,1.0,2.0,0.0,2.0,24.5
De'Aaron Fox,SA,2025-12-24,401810272,6.0,3.0,9.0,0.0,0.0,0.0,0.0,16.6
Devin Vassell,SA,2025-12-24,401810272,17.0,5.0,1.0,0.0,0.0,3.0,2.0,23.5
Stephon Castle,SA,2025-12-24,401810272,24.0,0.0,3.0,1.0,0.0,4.0,6.0,32.3
Kelly Olynyk,SA,2025-12-24,401810272,1.0,0.0,2.0,1.0,0.0,0.0,1.0,4.25
Lindy Waters III,SA,2025-12-24,401810272,3.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
Keldon Johnson,SA,2025-12-24,401810272,25.0,1.0,1.0,0.0,0.0,5.0,0.0,31.9
Julian Champagnie,SA,2025-12-24,401810272,4.0,10.0,0.0,1.0,1.0,0.0,0.0,13.9
Carter Bryant,SA,2025-12-24,401810272,2.0,1.0,1.0,0.0,0.0,0.0,0.0,5.4
Victor Wembanyama,SA,2025-12-24,401810272,12.0,5.0,3.0,0.0,0.0,1.0,1.0,20.35
Bismack Biyombo,SA,2025-12-24,401810272,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Jordan McLaughlin,SA,2025-12-24,401810272,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.4
Dylan Harper,SA,2025-12-24,401810272,4.0,3.0,10.0,5.0,0.0,0.0,0.0,27.2
LeBron James,LAL,2025-12-24,401810273,23.0,2.0,6.0,0.0,0.0,3.0,6.0,32.3
Jake LaRavia,LAL,2025-12-24,401810273,12.0,5.0,1.0,2.0,2.0,2.0,2.0,21.5
Deandre Ayton,LAL,2025-12-24,401810273,12.0,10.0,1.0,3.0,0.0,0.0,0.0,28.6
Marcus Smart,LAL,2025-12-24,401810273,14.0,3.0,6.0,0.0,0.0,4.0,0.0,24.9
Nick Smith Jr.,LAL,2025-12-24,401810273,12.0,1.0,1.0,0.0,0.0,1.0,1.0,12.65
Maxi Kleber,LAL,2025-12-24,401810273,2.0,2.0,1.0,0.0,0.0,0.0,0.0,4.9
Jarred Vanderbilt,LAL,2025-12-24,401810273,5.0,5.0,1.0,0.0,0.0,1.0,0.0,10.4
Dalton Knecht,LAL,2025-12-24,401810273,3.0,3.0,0.0,0.0,1.0,0.0,1.0,4.75
Adou Thiero,LAL,2025-12-24,401810273,6.0,2.0,2.0,1.0,0.0,0.0,2.0,10.4
Jaxson Hayes,LAL,2025-12-24,401810273,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.8
Austin Reaves,LAL,2025-12-24,401810273,17.0,2.0,2.0,0.0,0.0,1.0,4.0,21.9
Bronny James,LAL,2025-12-24,401810273,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1
Chris Manon,LAL,2025-12-24,401810273,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.4
Royce O'Neale,PHX,2025-12-24,401810273,12.0,3.0,3.0,1.0,0.0,4.0,0.0,22.7
Dillon Brooks,PHX,2025-12-24,401810273,25.0,0.0,0.0,0.0,0.0,3.0,2.0,31.5
Mark Williams,PHX,2025-12-24,401810273,18.0,9.0,2.0,0.0,2.0,0.0,4.0,39.8
Devin Booker,PHX,2025-12-24,401810273,21.0,2.0,11.0,2.0,0.0,0.0,7.0,39.95
Collin Gillespie,PHX,2025-12-24,401810273,16.0,4.0,8.0,3.0,0.0,4.0,0.0,35.6
Nigel Hayes-Davis,PHX,2025-12-24,401810273,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.1
Oso Ighodaro,PHX,2025-12-24,401810273,5.0,3.0,3.0,0.0,1.0,0.0,1.0,15.05
Ryan Dunn,PHX,2025-12-24,401810273,4.0,7.0,2.0,1.0,1.0,0.0,0.0,13.6
Rasheer Fleming,PHX,2025-12-24,401810273,7.0,2.0,0.0,1.0,0.0,1.0,2.0,11.7
Khaman Maluach,PHX,2025-12-24,401810273,2.0,1.0,0.0,0.0,1.0,0.0,0.0,3.1
Jordan Goodwin,PHX,2025-12-24,401810273,8.0,1.0,3.0,2.0,0.0,2.0,2.0,13.0
Jamaree Bouyea,PHX,2025-12-24,401810273,14.0,4.0,2.0,0.0,1.0,0.0,0.0,26.1
Jaren Jackson Jr.,MEM,2025-12-24,401810274,21.0,7.0,2.0,1.0,3.0,2.0,1.0,36.05
Santi Aldama,MEM,2025-12-24,401810274,37.0,5.0,7.0,1.0,0.0,7.0,4.0,55.9
GG Jackson,MEM,2025-12-24,401810274,18.0,9.0,1.0,0.0,1.0,2.0,2.0,35.7
Jaylen Wells,MEM,2025-12-24,401810274,12.0,1.0,4.0,4.0,1.0,2.0,2.0,23.9
Cam Spencer,MEM,2025-12-24,401810274,11.0,3.0,13.0,0.0,0.0,2.0,1.0,31.75
Olivier-Maxence Prosper,MEM,2025-12-24,401810274,8.0,1.0,3.0,0.0,0.0,2.0,2.0,13.4
Jock Landale,MEM,2025-12-24,401810274,17.0,8.0,1.0,0.0,2.0,1.0,4.0,28.4
Christian Koloko,MEM,2025-12-24,401810274,2.0,4.0,0.0,2.0,1.0,0.0,0.0,10.4
Kentavious Caldwell-Pope,MEM,2025-12-24,401810274,11.0,1.0,3.0,1.0,0.0,1.0,4.0,17.3
Jahmai Mashack,MEM,2025-12-24,401810274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javon Small,MEM,2025-12-24,401810274,0.0,2.0,7.0,1.0,0.0,0.0,0.0,8.9
Kevin Love,UTAH,2025-12-24,401810274,6.0,6.0,3.0,0.0,0.0,2.0,0.0,11.9
Kyle Filipowski,UTAH,2025-12-24,401810274,25.0,13.0,4.0,0.0,2.0,2.0,5.0,48.75
Svi Mykhailiuk,UTAH,2025-12-24,401810274,9.0,4.0,3.0,3.0,0.0,1.0,4.0,16.9
Keyonte George,UTAH,2025-12-24,401810274,24.0,2.0,4.0,1.0,0.0,4.0,8.0,33.6
Ace Bailey,UTAH,2025-12-24,401810274,17.0,4.0,0.0,1.0,0.0,3.0,0.0,23.6
Taylor Hendricks,UTAH,2025-12-24,401810274,21.0,4.0,1.0,3.0,0.0,2.0,5.0,34.55
Cody Williams,UTAH,2025-12-24,401810274,4.0,2.0,0.0,0.0,0.0,0.0,0.0,5.6
Brice Sensabaugh,UTAH,2025-12-24,401810274,4.0,1.0,3.0,0.0,0.0,1.0,1.0,6.45
Isaiah Collier,UTAH,2025-12-24,401810274,8.0,3.0,9.0,1.0,0.0,1.0,1.0,21.95
Walter Clayton Jr.,UTAH,2025-12-24,401810274,10.0,1.0,2.0,0.0,0.0,0.0,8.0,12.8
Paolo Banchero,ORL,2025-12-24,401810275,12.0,6.0,3.0,0.0,0.0,0.0,4.0,23.3
Wendell Carter Jr.,ORL,2025-12-24,401810275,14.0,7.0,1.0,1.0,1.0,1.0,3.0,25.75
Tyus Jones,ORL,2025-12-24,401810275,16.0,4.0,7.0,1.0,0.0,4.0,0.0,34.4
Desmond Bane,ORL,2025-12-24,401810275,23.0,4.0,5.0,3.0,3.0,4.0,7.0,38.95
Anthony Black,ORL,2025-12-24,401810275,22.0,7.0,6.0,2.0,0.0,4.0,2.0,34.6
Jonathan Isaac,ORL,2025-12-24,401810275,9.0,2.0,0.0,1.0,0.0,0.0,3.0,11.95
Jamal Cain,ORL,2025-12-24,401810275,4.0,0.0,0.0,2.0,0.0,0.0,2.0,6.7
Noah Penda,ORL,2025-12-24,401810275,8.0,6.0,2.0,0.0,1.0,2.0,0.0,13.5
Jett Howard,ORL,2025-12-24,401810275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6
Jase Richardson,ORL,2025-12-24,401810275,2.0,2.0,2.0,0.0,0.0,0.0,0.0,6.3
Toumani Camara,POR,2025-12-24,401810275,10.0,6.0,4.0,2.0,0.0,0.0,2.0,19.5
Kris Murray,POR,2025-12-24,401810275,13.0,6.0,1.0,0.0,1.0,1.0,2.0,25.8
Deni Avdija,POR,2025-12-24,401810275,25.0,6.0,8.0,2.0,0.0,2.0,3.0,39.35
Donovan Clingan,POR,2025-12-24,401810275,8.0,14.0,1.0,1.0,2.0,0.0,0.0,26.6
Shaedon Sharpe,POR,2025-12-24,401810275,22.0,3.0,2.0,2.0,0.0,2.0,4.0,27.1
Duop Reath,POR,2025-12-24,401810275,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.6
Yang Hansen,POR,2025-12-24,401810275,4.0,2.0,2.0,1.0,1.0,0.0,2.0,11.3
Caleb Love,POR,2025-12-24,401810275,17.0,3.0,1.0,0.0,3.0,3.0,0.0,27.8
Sidy Cissoko,POR,2025-12-24,401810275,5.0,1.0,1.0,0.0,0.0,1.0,2.0,6.0
Rayan Rupert,POR,2025-12-24,401810275,2.0,4.0,2.0,0.0,0.0,0.0,0.0,9.8
Tobias Harris,DET,2025-12-24,401810276,24.0,4.0,4.0,0.0,0.0,3.0,1.0,38.35
Duncan Robinson,DET,2025-12-24,401810276,9.0,1.0,4.0,1.0,0.0,3.0,0.0,16.4
Jalen Duren,DET,2025-12-24,401810276,23.0,13.0,4.0,0.0,2.0,0.0,3.0,47.25
Cade Cunningham,DET,2025-12-24,401810276,23.0,7.0,14.0,5.0,0.0,2.0,5.0,51.15
Ausar Thompson,DET,2025-12-24,401810276,19.0,6.0,2.0,0.0,0.0,0.0,7.0,27.55
Isaiah Stewart,DET,2025-12-24,401810276,16.0,3.0,3.0,0.0,1.0,2.0,2.0,25.6
Javonte Green,DET,2025-12-24,401810276,9.0,2.0,0.0,1.0,0.0,1.0,2.0,12.4
Caris LeVert,DET,2025-12-24,401810276,5.0,3.0,4.0,2.0,3.0,1.0,0.0,17.2
Jaden Ivey,DET,2025-12-24,401810276,8.0,3.0,3.0,0.0,2.0,2.0,0.0,19.4
Precious Achiuwa,SAC,2025-12-24,401810276,15.0,12.0,3.0,2.0,1.0,3.0,0.0,34.3
Keegan Murray,SAC,2025-12-24,401810276,2.0,1.0,1.0,1.0,2.0,0.0,0.0,6.8
Maxime Raynaud,SAC,2025-12-24,401810276,8.0,8.0,2.0,0.0,1.0,0.0,0.0,20.3
Russell Westbrook,SAC,2025-12-24,401810276,27.0,6.0,4.0,2.0,0.0,4.0,5.0,37.55
DeMar DeRozan,SAC,2025-12-24,401810276,37.0,3.0,8.0,0.0,0.0,0.0,13.0,59.35
