player,team,date,game_id,points,totalRebounds,assists,steals,blocks,threePointFieldGoalsMade,freeThrowsMade,espnFPS
Isaac Okoro,CHI,2025-11-01,401809505,3.0,0.0,0.0,1.0,0.0,1.0,0.0,3.4
Matas Buzelis,CHI,2025-11-01,401809505,13.0,0.0,1.0,1.0,1.0,2.0,3.0,15.25
Nikola Vucevic,CHI,2025-11-01,401809505,26.0,7.0,2.0,0.0,0.0,4.0,2.0,37.6
Tre Jones,CHI,2025-11-01,401809505,8.0,4.0,3.0,0.0,1.0,0.0,8.0,16.4
Josh Giddey,CHI,2025-11-01,401809505,32.0,10.0,9.0,1.0,0.0,4.0,4.0,59.8
Jalen Smith,CHI,2025-11-01,401809505,10.0,9.0,2.0,1.0,2.0,2.0,2.0,27.5
Patrick Williams,CHI,2025-11-01,401809505,9.0,1.0,3.0,1.0,1.0,2.0,1.0,16.05
Julian Phillips,CHI,2025-11-01,401809505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8
Kevin Huerter,CHI,2025-11-01,401809505,12.0,6.0,2.0,2.0,1.0,1.0,3.0,25.15
Ayo Dosunmu,CHI,2025-11-01,401809505,22.0,4.0,9.0,1.0,0.0,1.0,5.0,45.75
Rui Hachimura,LAL,2025-11-01,401809506,9.0,3.0,1.0,1.0,1.0,2.0,3.0,15.45
Deandre Ayton,LAL,2025-11-01,401809506,9.0,0.0,0.0,0.0,0.0,0.0,1.0,10.95
Marcus Smart,LAL,2025-11-01,401809506,12.0,3.0,4.0,2.0,0.0,1.0,1.0,23.35
Luka Doncic,LAL,2025-11-01,401809506,44.0,12.0,6.0,0.0,0.0,6.0,10.0,64.6
Austin Reaves,LAL,2025-11-01,401809506,21.0,4.0,4.0,1.0,0.0,2.0,9.0,30.25
Jarred Vanderbilt,LAL,2025-11-01,401809506,2.0,4.0,1.0,0.0,1.0,0.0,0.0,9.0
Jake LaRavia,LAL,2025-11-01,401809506,13.0,5.0,2.0,3.0,0.0,1.0,2.0,25.4
Dalton Knecht,LAL,2025-11-01,401809506,5.0,2.0,1.0,1.0,0.0,1.0,0.0,9.0
Jaxson Hayes,LAL,2025-11-01,401809506,2.0,7.0,5.0,0.0,1.0,0.0,0.0,16.0
Jaren Jackson Jr.,MEM,2025-11-01,401809506,15.0,4.0,1.0,0.0,0.0,2.0,1.0,22.85
Jaylen Wells,MEM,2025-11-01,401809506,16.0,7.0,0.0,0.0,0.0,2.0,0.0,22.0
Jock Landale,MEM,2025-11-01,401809506,16.0,5.0,1.0,1.0,0.0,2.0,2.0,28.3
Kentavious Caldwell-Pope,MEM,2025-11-01,401809506,12.0,2.0,5.0,0.0,0.0,2.0,2.0,22.4
Ja Morant,MEM,2025-11-01,401809506,8.0,1.0,7.0,1.0,0.0,0.0,2.0,13.8
Santi Aldama,MEM,2025-11-01,401809506,7.0,10.0,4.0,1.0,0.0,1.0,0.0,18.0
Cedric Coward,MEM,2025-11-01,401809506,13.0,10.0,3.0,3.0,0.0,0.0,5.0,27.65
John Konchar,MEM,2025-11-01,401809506,6.0,1.0,2.0,0.0,0.0,2.0,0.0,11.8
Vince Williams Jr.,MEM,2025-11-01,401809506,7.0,2.0,2.0,1.0,0.0,1.0,0.0,9.6
Cam Spencer,MEM,2025-11-01,401809506,12.0,0.0,3.0,2.0,0.0,2.0,4.0,19.1
Lauri Markkanen,UTAH,2025-11-01,401809507,33.0,4.0,0.0,0.0,1.0,4.0,9.0,38.85
Kyle Filipowski,UTAH,2025-11-01,401809507,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.8
Walker Kessler,UTAH,2025-11-01,401809507,4.0,13.0,1.0,1.0,0.0,0.0,0.0,16.9
Svi Mykhailiuk,UTAH,2025-11-01,401809507,0.0,3.0,1.0,0.0,0.0,0.0,0.0,-0.3
Keyonte George,UTAH,2025-11-01,401809507,17.0,8.0,9.0,1.0,1.0,2.0,9.0,35.95
Kyle Anderson,UTAH,2025-11-01,401809507,8.0,3.0,3.0,0.0,0.0,0.0,2.0,14.8
Taylor Hendricks,UTAH,2025-11-01,401809507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Williams,UTAH,2025-11-01,401809507,8.0,1.0,0.0,0.0,0.0,2.0,0.0,9.6
Brice Sensabaugh,UTAH,2025-11-01,401809507,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9
Jusuf Nurkic,UTAH,2025-11-01,401809507,7.0,6.0,2.0,1.0,1.0,1.0,2.0,14.8
Elijah Harkless,UTAH,2025-11-01,401809507,5.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0
Ace Bailey,UTAH,2025-11-01,401809507,6.0,8.0,3.0,1.0,0.0,0.0,2.0,14.8
Walter Clayton Jr.,UTAH,2025-11-01,401809507,3.0,0.0,2.0,0.0,0.0,1.0,0.0,5.2
Royce O'Neale,PHX,2025-11-01,401809507,13.0,5.0,2.0,2.0,0.0,3.0,0.0,23.1
Ryan Dunn,PHX,2025-11-01,401809507,13.0,10.0,2.0,2.0,0.0,1.0,2.0,27.0
Mark Williams,PHX,2025-11-01,401809507,9.0,7.0,0.0,0.0,2.0,0.0,3.0,19.35
Grayson Allen,PHX,2025-11-01,401809507,14.0,7.0,6.0,3.0,1.0,2.0,2.0,29.8
Devin Booker,PHX,2025-11-01,401809507,36.0,6.0,9.0,0.0,1.0,6.0,4.0,60.5
Nigel Hayes-Davis,PHX,2025-11-01,401809507,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
Isaiah Livers,PHX,2025-11-01,401809507,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6
Oso Ighodaro,PHX,2025-11-01,401809507,8.0,1.0,1.0,1.0,0.0,0.0,2.0,12.8
Rasheer Fleming,PHX,2025-11-01,401809507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6
Nick Richards,PHX,2025-11-01,401809507,4.0,0.0,0.0,0.0,0.0,0.0,2.0,4.7
Khaman Maluach,PHX,2025-11-01,401809507,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4
Jordan Goodwin,PHX,2025-11-01,401809507,7.0,4.0,3.0,1.0,0.0,1.0,0.0,13.8
Collin Gillespie,PHX,2025-11-01,401809507,12.0,3.0,6.0,1.0,1.0,4.0,0.0,26.6
Aaron Gordon,DEN,2025-11-01,401809508,14.0,5.0,1.0,1.0,0.0,0.0,4.0,20.5
Cameron Johnson,DEN,2025-11-01,401809508,9.0,6.0,1.0,0.0,1.0,1.0,2.0,18.1
Nikola Jokic,DEN,2025-11-01,401809508,21.0,14.0,9.0,1.0,2.0,2.0,5.0,53.55
Jamal Murray,DEN,2025-11-01,401809508,22.0,6.0,3.0,1.0,0.0,1.0,3.0,36.75
Christian Braun,DEN,2025-11-01,401809508,5.0,3.0,1.0,0.0,1.0,0.0,1.0,6.25
Jonas Valanciunas,DEN,2025-11-01,401809508,10.0,3.0,1.0,0.0,1.0,0.0,2.0,15.7
Tim Hardaway Jr.,DEN,2025-11-01,401809508,11.0,2.0,2.0,1.0,0.0,2.0,3.0,14.95
Bruce Brown,DEN,2025-11-01,401809508,5.0,3.0,0.0,0.0,1.0,0.0,1.0,8.45
Peyton Watson,DEN,2025-11-01,401809508,10.0,4.0,1.0,2.0,1.0,0.0,4.0,16.6
Toumani Camara,POR,2025-11-01,401809508,14.0,2.0,3.0,2.0,2.0,2.0,2.0,22.6
Deni Avdija,POR,2025-11-01,401809508,23.0,4.0,4.0,0.0,0.0,2.0,7.0,32.15
Donovan Clingan,POR,2025-11-01,401809508,5.0,15.0,1.0,0.0,0.0,0.0,1.0,18.85
Jrue Holiday,POR,2025-11-01,401809508,11.0,3.0,13.0,2.0,0.0,2.0,1.0,29.05
Shaedon Sharpe,POR,2025-11-01,401809508,19.0,4.0,1.0,0.0,1.0,3.0,2.0,26.2
Jerami Grant,POR,2025-11-01,401809508,16.0,5.0,0.0,2.0,1.0,1.0,7.0,23.15
Kris Murray,POR,2025-11-01,401809508,10.0,6.0,1.0,3.0,0.0,1.0,1.0,19.25
Robert Williams III,POR,2025-11-01,401809508,4.0,4.0,1.0,0.0,1.0,0.0,0.0,12.0
Duop Reath,POR,2025-11-01,401809508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6
Blake Wesley,POR,2025-11-01,401809508,5.0,0.0,2.0,2.0,0.0,0.0,1.0,8.85
Rayan Rupert,POR,2025-11-01,401809508,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4
Herbert Jones,NO,2025-11-01,401809509,11.0,4.0,4.0,1.0,0.0,3.0,0.0,23.4
Zion Williamson,NO,2025-11-01,401809509,29.0,6.0,3.0,0.0,0.0,0.0,11.0,40.85
Trey Murphy III,NO,2025-11-01,401809509,17.0,5.0,6.0,2.0,0.0,5.0,0.0,31.3
Yves Missi,NO,2025-11-01,401809509,6.0,9.0,3.0,0.0,1.0,0.0,0.0,20.7
Jeremiah Fears,NO,2025-11-01,401809509,13.0,4.0,8.0,4.0,0.0,2.0,3.0,28.95
Karlo Matkovic,NO,2025-11-01,401809509,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.6
Derik Queen,NO,2025-11-01,401809509,6.0,5.0,0.0,0.0,1.0,0.0,2.0,11.8
Jose Alvarado,NO,2025-11-01,401809509,4.0,2.0,1.0,1.0,0.0,1.0,1.0,7.25
Jordan Poole,NO,2025-11-01,401809509,30.0,2.0,2.0,0.0,1.0,7.0,5.0,38.15
Saddiq Bey,NO,2025-11-01,401809509,8.0,4.0,1.0,0.0,0.0,0.0,4.0,14.0
Kawhi Leonard,LAC,2025-11-01,401809509,34.0,5.0,5.0,6.0,0.0,5.0,7.0,59.35
Derrick Jones Jr.,LAC,2025-11-01,401809509,16.0,3.0,1.0,0.0,2.0,2.0,0.0,27.8
Ivica Zubac,LAC,2025-11-01,401809509,14.0,11.0,1.0,0.0,3.0,0.0,4.0,35.0
James Harden,LAC,2025-11-01,401809509,24.0,5.0,14.0,2.0,0.0,4.0,4.0,47.2
Bradley Beal,LAC,2025-11-01,401809509,9.0,1.0,2.0,0.0,0.0,1.0,2.0,11.6
Nicolas Batum,LAC,2025-11-01,401809509,3.0,5.0,0.0,0.0,0.0,1.0,0.0,5.2
John Collins,LAC,2025-11-01,401809509,14.0,3.0,1.0,0.0,0.0,1.0,1.0,20.75
Brook Lopez,LAC,2025-11-01,401809509,3.0,3.0,0.0,1.0,1.0,0.0,1.0,4.95
Chris Paul,LAC,2025-11-01,401809509,3.0,1.0,4.0,0.0,0.0,1.0,0.0,8.2
Kris Dunn,LAC,2025-11-01,401809509,6.0,0.0,0.0,3.0,0.0,0.0,0.0,8.9
Domantas Sabonis,SAC,2025-11-01,401809997,24.0,13.0,6.0,1.0,0.0,0.0,8.0,48.7
Dylan Cardwell,SAC,2025-11-01,401809997,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
DeMar DeRozan,SAC,2025-11-01,401809997,29.0,4.0,3.0,0.0,0.0,0.0,9.0,40.05
Dennis Schroder,SAC,2025-11-01,401809997,24.0,5.0,7.0,2.0,0.0,3.0,5.0,43.95
Zach LaVine,SAC,2025-11-01,401809997,31.0,4.0,2.0,1.0,0.0,6.0,9.0,41.05
Drew Eubanks,SAC,2025-11-01,401809997,10.0,1.0,1.0,0.0,0.0,0.0,0.0,15.8
Maxime Raynaud,SAC,2025-11-01,401809997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2
Russell Westbrook,SAC,2025-11-01,401809997,12.0,5.0,10.0,2.0,0.0,0.0,4.0,29.3
Keon Ellis,SAC,2025-11-01,401809997,3.0,1.0,1.0,2.0,0.0,1.0,0.0,7.6
Nique Clifford,SAC,2025-11-01,401809997,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3.6
Giannis Antetokounmpo,MIL,2025-11-01,401809997,26.0,11.0,8.0,1.0,1.0,1.0,9.0,52.15
Myles Turner,MIL,2025-11-01,401809997,9.0,3.0,0.0,2.0,0.0,3.0,0.0,11.6
Gary Trent Jr.,MIL,2025-11-01,401809997,17.0,0.0,2.0,0.0,0.0,4.0,3.0,21.65
AJ Green,MIL,2025-11-01,401809997,17.0,4.0,2.0,0.0,0.0,4.0,1.0,24.45
Ryan Rollins,MIL,2025-11-01,401809997,16.0,4.0,8.0,2.0,0.0,0.0,0.0,35.1
Taurean Prince,MIL,2025-11-01,401809997,3.0,3.0,0.0,0.0,0.0,1.0,0.0,6.2
Bobby Portis,MIL,2025-11-01,401809997,16.0,6.0,2.0,0.0,0.0,2.0,2.0,28.2
Kyle Kuzma,MIL,2025-11-01,401809997,22.0,1.0,1.0,0.0,0.0,0.0,4.0,31.2
Jericho Sims,MIL,2025-11-01,401809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amir Coffey,MIL,2025-11-01,401809997,4.0,3.0,2.0,0.0,1.0,0.0,0.0,12.4
Cole Anthony,MIL,2025-11-01,401809997,3.0,2.0,5.0,0.0,0.0,0.0,1.0,7.95
Julius Randle,MIN,2025-11-01,401809998,30.0,7.0,4.0,1.0,0.0,3.0,3.0,49.35
Jaden McDaniels,MIN,2025-11-01,401809998,14.0,4.0,6.0,0.0,0.0,2.0,0.0,27.1
Rudy Gobert,MIN,2025-11-01,401809998,14.0,15.0,5.0,2.0,2.0,0.0,2.0,43.4
Mike Conley,MIN,2025-11-01,401809998,10.0,3.0,6.0,1.0,0.0,2.0,2.0,22.8
Donte DiVincenzo,MIN,2025-11-01,401809998,18.0,3.0,4.0,1.0,0.0,5.0,1.0,26.65
Joan Beringer,MIN,2025-11-01,401809998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Naz Reid,MIN,2025-11-01,401809998,18.0,3.0,1.0,0.0,0.0,3.0,1.0,23.35
Jaylen Clark,MIN,2025-11-01,401809998,6.0,1.0,0.0,1.0,0.0,0.0,0.0,8.6
Johnny Juzang,MIN,2025-11-01,401809998,3.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
Terrence Shannon Jr.,MIN,2025-11-01,401809998,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.7
Bones Hyland,MIN,2025-11-01,401809998,3.0,1.0,1.0,0.0,0.0,1.0,0.0,4.8
Rob Dillingham,MIN,2025-11-01,401809998,4.0,0.0,4.0,2.0,0.0,0.0,0.0,9.8
Miles Bridges,CHA,2025-11-01,401809998,30.0,8.0,4.0,1.0,0.0,6.0,4.0,50.1
Ryan Kalkbrenner,CHA,2025-11-01,401809998,6.0,6.0,0.0,0.0,4.0,0.0,2.0,16.2
Collin Sexton,CHA,2025-11-01,401809998,9.0,2.0,2.0,0.0,0.0,0.0,5.0,11.65
LaMelo Ball,CHA,2025-11-01,401809998,18.0,7.0,8.0,1.0,0.0,2.0,2.0,33.0
Kon Knueppel,CHA,2025-11-01,401809998,5.0,8.0,2.0,1.0,0.0,1.0,2.0,9.8
Moussa Diabate,CHA,2025-11-01,401809998,11.0,9.0,1.0,0.0,0.0,0.0,5.0,23.25
Tidjane Salaun,CHA,2025-11-01,401809998,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5
Tre Mann,CHA,2025-11-01,401809998,16.0,1.0,5.0,1.0,0.0,2.0,2.0,23.6
Sion James,CHA,2025-11-01,401809998,8.0,2.0,0.0,0.0,0.0,2.0,2.0,11.7
Liam McNeeley,CHA,2025-11-01,401809998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.8
Jimmy Butler III,GS,2025-11-01,401809999,20.0,6.0,7.0,3.0,2.0,0.0,8.0,41.0
Draymond Green,GS,2025-11-01,401809999,8.0,10.0,1.0,0.0,0.0,2.0,2.0,17.4
Jonathan Kuminga,GS,2025-11-01,401809999,17.0,5.0,2.0,0.0,0.0,1.0,2.0,25.1
Stephen Curry,GS,2025-11-01,401809999,24.0,0.0,2.0,1.0,0.0,4.0,4.0,20.5
Brandin Podziemski,GS,2025-11-01,401809999,16.0,4.0,3.0,1.0,1.0,1.0,3.0,29.35
Gui Santos,GS,2025-11-01,401809999,5.0,4.0,1.0,0.0,0.0,1.0,0.0,11.7
Al Horford,GS,2025-11-01,401809999,4.0,6.0,1.0,0.0,0.0,0.0,0.0,11.1
Quinten Post,GS,2025-11-01,401809999,9.0,3.0,0.0,0.0,0.0,1.0,0.0,12.1
Buddy Hield,GS,2025-11-01,401809999,3.0,1.0,4.0,0.0,0.0,1.0,0.0,6.8
Gary Payton II,GS,2025-11-01,401809999,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.9
Moses Moody,GS,2025-11-01,401809999,3.0,2.0,3.0,0.0,1.0,1.0,0.0,10.0
Pascal Siakam,IND,2025-11-01,401809999,27.0,5.0,3.0,2.0,1.0,1.0,2.0,40.4
Isaiah Jackson,IND,2025-11-01,401809999,10.0,8.0,1.0,0.0,1.0,0.0,6.0,21.9
Jarace Walker,IND,2025-11-01,401809999,6.0,9.0,5.0,0.0,0.0,0.0,2.0,16.1
Aaron Nesmith,IND,2025-11-01,401809999,31.0,6.0,1.0,0.0,0.0,5.0,6.0,42.0
Quenton Jackson,IND,2025-11-01,401809999,25.0,6.0,10.0,3.0,0.0,3.0,2.0,52.9
Jeremiah Robinson-Earl,IND,2025-11-01,401809999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2
Tony Bradley,IND,2025-11-01,401809999,5.0,6.0,0.0,0.0,0.0,0.0,3.0,10.35
Jay Huff,IND,2025-11-01,401809999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RayJ Dennis,IND,2025-11-01,401809999,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.4
Ben Sheppard,IND,2025-11-01,401809999,3.0,3.0,2.0,0.0,0.0,0.0,3.0,7.25
Taelon Peter,IND,2025-11-01,401809999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5
Johnny Furphy,IND,2025-11-01,401809999,5.0,3.0,0.0,2.0,0.0,1.0,0.0,9.0
Paolo Banchero,ORL,2025-11-01,401810000,28.0,11.0,4.0,0.0,2.0,3.0,7.0,51.25
Franz Wagner,ORL,2025-11-01,401810000,25.0,6.0,6.0,3.0,0.0,2.0,7.0,42.65
Wendell Carter Jr.,ORL,2025-11-01,401810000,16.0,12.0,0.0,0.0,2.0,2.0,0.0,34.0
Desmond Bane,ORL,2025-11-01,401810000,5.0,0.0,5.0,2.0,0.0,1.0,0.0,12.8
Jalen Suggs,ORL,2025-11-01,401810000,6.0,2.0,5.0,5.0,0.0,0.0,0.0,15.3
Jonathan Isaac,ORL,2025-11-01,401810000,8.0,6.0,0.0,0.0,0.0,1.0,3.0,12.85
Tristan da Silva,ORL,2025-11-01,401810000,2.0,2.0,1.0,1.0,0.0,0.0,0.0,3.5
Noah Penda,ORL,2025-11-01,401810000,3.0,2.0,3.0,1.0,2.0,1.0,0.0,12.5
Goga Bitadze,ORL,2025-11-01,401810000,15.0,6.0,0.0,1.0,3.0,1.0,0.0,32.4
Tyus Jones,ORL,2025-11-01,401810000,6.0,2.0,1.0,0.0,0.0,0.0,0.0,11.6
Anthony Black,ORL,2025-11-01,401810000,8.0,2.0,5.0,0.0,1.0,0.0,2.0,17.4
Jett Howard,ORL,2025-11-01,401810000,3.0,1.0,2.0,0.0,0.0,1.0,0.0,6.2
Jase Richardson,ORL,2025-11-01,401810000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2
Khris Middleton,WSH,2025-11-01,401810000,6.0,3.0,2.0,0.0,1.0,2.0,0.0,11.3
Kyshawn George,WSH,2025-11-01,401810000,17.0,3.0,1.0,0.0,1.0,1.0,0.0,24.8
Alex Sarr,WSH,2025-11-01,401810000,10.0,8.0,2.0,0.0,3.0,0.0,2.0,23.3
CJ McCollum,WSH,2025-11-01,401810000,13.0,5.0,1.0,2.0,0.0,3.0,0.0,18.7
Bilal Coulibaly,WSH,2025-11-01,401810000,10.0,2.0,4.0,1.0,1.0,0.0,4.0,16.8
Anthony Gill,WSH,2025-11-01,401810000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2
Marvin Bagley III,WSH,2025-11-01,401810000,8.0,3.0,3.0,0.0,1.0,0.0,0.0,18.2
Corey Kispert,WSH,2025-11-01,401810000,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9
Justin Champagnie,WSH,2025-11-01,401810000,2.0,3.0,0.0,0.0,0.0,0.0,0.0,4.4
Tristan Vukcevic,WSH,2025-11-01,401810000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3
Cam Whitmore,WSH,2025-11-01,401810000,8.0,2.0,0.0,2.0,0.0,2.0,0.0,10.2
Bub Carrington,WSH,2025-11-01,401810000,7.0,4.0,5.0,1.0,0.0,1.0,0.0,15.1
Will Riley,WSH,2025-11-01,401810000,2.0,2.0,1.0,0.0,0.0,0.0,0.0,4.8
AJ Johnson,WSH,2025-11-01,401810000,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.4
Tre Johnson,WSH,2025-11-01,401810000,7.0,3.0,0.0,1.0,2.0,0.0,1.0,8.45
Kevin Durant,HOU,2025-11-02,401810001,26.0,4.0,1.0,2.0,1.0,2.0,8.0,40.2
Jabari Smith Jr.,HOU,2025-11-02,401810001,12.0,6.0,0.0,1.0,4.0,1.0,1.0,25.15
Alperen Sengun,HOU,2025-11-02,401810001,16.0,10.0,9.0,1.0,2.0,1.0,5.0,37.85
Josh Okogie,HOU,2025-11-02,401810001,12.0,0.0,2.0,1.0,0.0,3.0,3.0,17.15
Amen Thompson,HOU,2025-11-02,401810001,17.0,9.0,8.0,0.0,0.0,1.0,4.0,35.7
Jeff Green,HOU,2025-11-02,401810001,6.0,0.0,0.0,0.0,1.0,2.0,0.0,9.4
Jae'Sean Tate,HOU,2025-11-02,401810001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.3
Tari Eason,HOU,2025-11-02,401810001,12.0,6.0,0.0,0.0,1.0,4.0,0.0,18.9
Steven Adams,HOU,2025-11-02,401810001,4.0,5.0,3.0,0.0,0.0,0.0,0.0,13.7
Clint Capela,HOU,2025-11-02,401810001,4.0,10.0,1.0,1.0,1.0,0.0,2.0,15.4
Aaron Holiday,HOU,2025-11-02,401810001,2.0,2.0,2.0,0.0,0.0,0.0,2.0,5.1
JD Davison,HOU,2025-11-02,401810001,5.0,0.0,1.0,0.0,1.0,1.0,0.0,8.2
Reed Sheppard,HOU,2025-11-02,401810001,12.0,0.0,3.0,0.0,0.0,4.0,0.0,18.6
Josh Minott,BOS,2025-11-02,401810001,10.0,6.0,3.0,2.0,0.0,2.0,2.0,18.6
Neemias Queta,BOS,2025-11-02,401810001,9.0,4.0,1.0,0.0,0.0,0.0,1.0,17.05
Derrick White,BOS,2025-11-02,401810001,5.0,2.0,2.0,1.0,1.0,1.0,0.0,7.0
Jaylen Brown,BOS,2025-11-02,401810001,12.0,2.0,5.0,1.0,0.0,0.0,0.0,18.1
Payton Pritchard,BOS,2025-11-02,401810001,14.0,1.0,4.0,1.0,0.0,1.0,3.0,22.65
Chris Boucher,BOS,2025-11-02,401810001,4.0,0.0,0.0,1.0,0.0,0.0,0.0,3.8
Sam Hauser,BOS,2025-11-02,401810001,6.0,2.0,2.0,0.0,0.0,2.0,0.0,10.5
Xavier Tillman,BOS,2025-11-02,401810001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amari Williams,BOS,2025-11-02,401810001,2.0,1.0,1.0,1.0,0.0,0.0,0.0,5.6
Luka Garza,BOS,2025-11-02,401810001,0.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0
Anfernee Simons,BOS,2025-11-02,401810001,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Ron Harper Jr.,BOS,2025-11-02,401810001,2.0,3.0,3.0,0.0,0.0,0.0,0.0,7.0
Baylor Scheierman,BOS,2025-11-02,401810001,17.0,5.0,1.0,2.0,0.0,4.0,1.0,30.85
Jordan Walsh,BOS,2025-11-02,401810001,10.0,4.0,1.0,0.0,0.0,2.0,0.0,14.6
Hugo Gonzalez,BOS,2025-11-02,401810001,7.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0
Daniel Gafford,DAL,2025-11-02,401810002,7.0,4.0,3.0,0.0,0.0,0.0,3.0,17.15
P.J. Washington,DAL,2025-11-02,401810002,6.0,5.0,5.0,0.0,3.0,0.0,0.0,15.8
Cooper Flagg,DAL,2025-11-02,401810002,16.0,8.0,4.0,1.0,0.0,2.0,8.0,26.1
Klay Thompson,DAL,2025-11-02,401810002,11.0,3.0,1.0,0.0,0.0,3.0,0.0,15.4
Max Christie,DAL,2025-11-02,401810002,13.0,6.0,5.0,0.0,0.0,2.0,1.0,26.55
Dwight Powell,DAL,2025-11-02,401810002,5.0,6.0,1.0,0.0,0.0,0.0,3.0,12.75
Caleb Martin,DAL,2025-11-02,401810002,2.0,2.0,1.0,0.0,0.0,0.0,2.0,4.3
Naji Marshall,DAL,2025-11-02,401810002,7.0,2.0,0.0,1.0,0.0,1.0,0.0,10.0
D'Angelo Russell,DAL,2025-11-02,401810002,31.0,7.0,3.0,0.0,0.0,7.0,4.0,44.0
Brandon Williams,DAL,2025-11-02,401810002,12.0,0.0,0.0,1.0,0.0,1.0,5.0,9.55
Tobias Harris,DET,2025-11-02,401810002,11.0,6.0,1.0,0.0,0.0,1.0,4.0,13.7
Duncan Robinson,DET,2025-11-02,401810002,18.0,6.0,1.0,0.0,0.0,3.0,3.0,28.15
Jalen Duren,DET,2025-11-02,401810002,33.0,10.0,2.0,1.0,1.0,0.0,7.0,59.75
Cade Cunningham,DET,2025-11-02,401810002,21.0,6.0,18.0,3.0,0.0,2.0,5.0,53.15
Ausar Thompson,DET,2025-11-02,401810002,15.0,7.0,1.0,2.0,0.0,1.0,2.0,22.5
Isaiah Stewart,DET,2025-11-02,401810002,10.0,4.0,1.0,0.0,2.0,0.0,2.0,18.7
Ronald Holland II,DET,2025-11-02,401810002,2.0,5.0,2.0,2.0,0.0,0.0,0.0,8.2
Javonte Green,DET,2025-11-02,401810002,7.0,2.0,1.0,2.0,1.0,1.0,0.0,14.4
Caris LeVert,DET,2025-11-02,401810002,5.0,1.0,2.0,0.0,0.0,1.0,0.0,6.9
Chaz Lanier,DET,2025-11-02,401810002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Herbert Jones,NO,2025-11-02,401810003,12.0,1.0,3.0,2.0,0.0,3.0,1.0,21.05
Zion Williamson,NO,2025-11-02,401810003,20.0,9.0,6.0,1.0,0.0,0.0,6.0,33.7
Trey Murphy III,NO,2025-11-02,401810003,19.0,5.0,2.0,1.0,0.0,5.0,0.0,30.0
Yves Missi,NO,2025-11-02,401810003,7.0,6.0,0.0,0.0,2.0,0.0,3.0,15.45
Jeremiah Fears,NO,2025-11-02,401810003,16.0,4.0,4.0,0.0,0.0,4.0,0.0,22.5
Kevon Looney,NO,2025-11-02,401810003,3.0,3.0,2.0,0.0,1.0,0.0,1.0,7.65
Karlo Matkovic,NO,2025-11-02,401810003,4.0,2.0,0.0,0.0,0.0,0.0,0.0,6.4
Derik Queen,NO,2025-11-02,401810003,4.0,2.0,0.0,0.0,0.0,0.0,2.0,6.7
Jose Alvarado,NO,2025-11-02,401810003,3.0,2.0,2.0,1.0,0.0,1.0,0.0,8.2
Jordan Poole,NO,2025-11-02,401810003,11.0,1.0,3.0,1.0,0.0,2.0,5.0,11.05
Saddiq Bey,NO,2025-11-02,401810003,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.9
Micah Peavy,NO,2025-11-02,401810003,3.0,1.0,2.0,0.0,0.0,1.0,0.0,4.7
Bryce McGowens,NO,2025-11-02,401810003,2.0,0.0,2.0,0.0,0.0,0.0,2.0,5.3
Jordan Hawkins,NO,2025-11-02,401810003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8
