sport,player,prop_type,direction,pick_type,line,edge,rank_score,tier,hit_prob_over,hit_prob_under,hit_prob_selected,hit_prob_actionable,leg_prob_used,prop_quality_score,rank_read_score,implied_prob,implied_prob_over,implied_prob_under,cross_edge,data_completeness_score,pick_type_eligible,distribution_std,distribution_n,std_norm,confidence_score,calibration_bucket,calibration_actual_hit_rate,calibration_n,read_fields_missing
MLB,Casey Schmitt,Hits+Runs+RBIs,OVER,Goblin,0.5,1.7,3.04,C,0.8,0.2,0.8,0.8,0.8,0.5213301048898211,0.49213333333333337,,,,,0.8,True,1.5635,10,0.5394541627850808,0.6176019960151673,5,0.566788,5510.0,[]
MLB,Daulton Varsho,Hitter Fantasy Score,OVER,Goblin,1.5,5.9,3.04,B,0.8,0.2,0.8,0.8,0.8,0.5989301048898211,0.5865333333333334,,,,,0.8,True,6.4291,10,0.592713125409103,0.6314472553591617,5,0.566788,5510.0,[]
MLB,Paul Goldschmidt,Total Bases,OVER,Goblin,0.5,2.3,3.03,B,0.6,0.4,0.6,0.6,0.6,0.49948886026999,0.47973333333333334,0.4184,0.4184,0.6503,0.18159999999999998,0.8,True,2.3094,10,0.8251393454337573,0.5385362647360572,5,0.566788,5510.0,[]
MLB,Bobby Witt Jr.,Hitter Fantasy Score,OVER,Standard,7.5,4.7,3.03,B,0.8,0.2,0.8,0.8,0.8,0.58118886026999,0.6761333333333333,,,,,0.8,True,7.3212,10,0.6749578220505398,0.6046766455818616,5,0.566788,5510.0,[]
MLB,Vinnie Pasquantino,Hitter Fantasy Score,OVER,Goblin,2.5,2.1,3.03,B,0.6,0.4,0.6,0.6,0.6,0.4965555269366567,0.546,,,,,0.8,True,4.4485,10,0.41011717633609607,0.6412651403438059,5,0.566788,5510.0,[]
WNBA,Natasha Howard,Assists,OVER,Goblin,2.5,1.2,3.02,A,1.0,0.0,1.0,1.0,1.0,0.7515889761599572,0.6088,0.6016,0.6016,0.4739,0.3984,0.8,True,1.6465,10,0.4586223224979806,0.7184005610314899,,,,[]
MLB,Kyle Schwarber,Hitter Fantasy Score,OVER,Standard,5.5,6.1,3.02,B,0.8,0.2,0.8,0.8,0.8,0.6015806428266238,0.6322666666666666,,,,,0.8,True,10.8469,10,1.0,0.5305532249893183,5,0.566788,5510.0,[]
MLB,Henry Davis,Hits+Runs+RBIs,OVER,Goblin,0.5,1.3,3.02,B,0.4,0.6,0.4,0.4,0.4,0.4681806428266238,0.4494666666666667,,,,,0.8,False,2.4404,10,0.8420108339371356,0.5233605165050345,2,0.334657,11080.0,[]
MLB,Jac Caglianone,Hits+Runs+RBIs,UNDER,Standard,1.5,-1.3,3.01,B,0.0,1.0,1.0,1.0,1.0,0.4702887860326408,0.5822666666666666,,,,,0.8,True,0.9189,10,0.31704792464548187,0.6553390939500539,,,,[]
Tennis,Robin Montgomery,Total Games Won,OVER,Goblin,12.5,-2.1,3.0,D,0.4,0.6,0.4,0.4,0.4,0.4515049566998036,0.339,,,,,0.9,False,4.6007,10,0.847056007659167,0.5562627329301396,,,,[]
Tennis,Marta Kostyuk,Aces,OVER,Goblin,3.5,-0.7,3.0,D,0.4,0.6,0.4,0.4,0.4,0.4309716233664702,0.32006666666666667,,,,,0.9,False,1.4142,10,0.3766178428761651,0.6666856074592233,,,,[]
Tennis,Mananchaya Sawangkaew,Aces,OVER,Goblin,2.5,-0.9,3.0,D,0.2,0.8,0.2,0.2,0.2,0.3979049566998035,0.2494,,,,,0.9,False,4.0125,10,1.0,0.4992667348449312,,,,[]
Tennis,Lucia Bronzetti,Total Games Won,OVER,Goblin,12.5,-2.5,3.0,D,0.4,0.6,0.4,0.4,0.4,0.4573716233664702,0.34646666666666665,,,,,0.9,False,4.5461,10,0.8370033508855912,0.5608292304568667,,,,[]
Tennis,Marta Kostyuk,Total Games,OVER,Goblin,19.5,-0.3,3.0,D,0.4,0.6,0.4,0.4,0.4,0.4251049566998036,0.3126,,,,,0.9,False,3.9172,10,0.5330103956893267,0.6255341359225997,,,,[]
Tennis,Diana Shnaider,Total Games,OVER,Goblin,23.5,-1.7,3.0,D,0.4,0.6,0.4,0.4,0.4,0.4456382900331369,0.33873333333333333,,,,,0.9,False,4.9171,10,0.6690660207913787,0.5987068963137533,,,,[]
Tennis,Diana Shnaider,Total Games,OVER,Goblin,22.5,-0.7,3.0,D,0.4,0.6,0.4,0.4,0.4,0.4309716233664702,0.3200666666666666,,,,,0.9,False,4.9171,10,0.6690660207913787,0.5935735629804199,,,,[]
Tennis,Diana Shnaider,Total Games,OVER,Standard,21.5,0.3,3.0,D,0.4,0.6,0.4,0.4,0.4,0.4251049566998036,0.3126,,,,,0.9,True,4.9171,10,0.6690660207913787,0.5915202296470866,,,,[]
Tennis,Robin Montgomery,Total Games,OVER,Goblin,19.5,2.3,3.0,D,0.4,0.6,0.4,0.4,0.4,0.4544382900331369,0.34273333333333333,,,,,0.9,False,6.1689,10,0.8393974854405922,0.5592040301514499,,,,[]
Tennis,Marta Kostyuk,Total Games,OVER,Goblin,20.5,-1.3,3.0,D,0.4,0.6,0.4,0.4,0.4,0.4397716233664702,0.33126666666666665,,,,,0.9,False,3.9172,10,0.5330103956893267,0.630667469255933,,,,[]
MLB,Trevor Larnach,Hits+Runs+RBIs,OVER,Goblin,0.5,0.9,3.0,B,0.6,0.4,0.6,0.6,0.6,0.4785299566998035,0.4536,,,,,0.8,True,1.4491,10,0.49998274850774593,0.6124897977179948,5,0.566788,5510.0,[]
MLB,Andy Pages,Hitter Fantasy Score,OVER,Standard,5.5,11.7,3.0,B,0.6,0.4,0.6,0.6,0.6,0.6369299566998035,0.7252,,,,,0.8,True,14.0697,10,1.0,0.5429254848449312,5,0.566788,5510.0,[]
Tennis,Robin Montgomery,Total Games,OVER,Goblin,23.5,-1.7,3.0,D,0.4,0.6,0.4,0.4,0.4,0.4456382900331369,0.3315333333333333,,,,,0.9,False,6.1689,10,0.8393974854405922,0.55612403015145,,,,[]
Tennis,Robin Montgomery,Total Games,OVER,Goblin,22.5,-0.7,3.0,D,0.4,0.6,0.4,0.4,0.4,0.4309716233664702,0.3128666666666666,,,,,0.9,False,6.1689,10,0.8393974854405922,0.5509906968181165,,,,[]
MLB,Garrett Mitchell,Hitter Fantasy Score,UNDER,Standard,5.0,-2.2,2.99,B,0.0,0.6,0.6,0.6,0.6,0.4355791549787387,0.47786666666666666,,,,,0.8,True,4.6952,10,0.4328610017608718,0.6142374538023406,5,0.566788,5510.0,[]
MLB,Matt Olson,Hitter Fantasy Score,OVER,Goblin,2.5,8.3,2.99,B,0.6,0.4,0.6,0.6,0.6,0.5869208216454053,0.5917333333333333,,,,,0.8,True,8.4623,10,0.7801583862670441,0.5803826910091309,5,0.566788,5510.0,[]
MLB,Ian Happ,Hitter Fantasy Score,OVER,Standard,4.5,5.1,2.98,B,0.4,0.6,0.4,0.4,0.4,0.5233447143589569,0.5204,,,,,0.8,True,10.6672,10,0.9834330546054633,0.5073123863742692,2,0.334657,11080.0,[]
WNBA,Kelsey Mitchell,Two Pointers Attempted,UNDER,Standard,9.5,-0.45,2.97,D,0.2,0.8,0.8,0.8,0.8,0.3908766350022058,0.5702,,,,,0.8,True,3.5668,10,0.8159959735535678,0.5028078288623801,7,0.526066,1266.0,[]
MLB,Cody Bellinger,Hitter Fantasy Score,OVER,Standard,5.0,5.4,2.96,B,0.4,0.2,0.4,0.4,0.4,0.5162499170758225,0.456,,,,,0.8,True,13.892,10,1.0,0.5006874709765379,2,0.334657,11080.0,[]
MLB,Kyle Schwarber,Hits,OVER,Goblin,0.5,0.5,2.96,B,0.8,0.2,0.8,0.8,0.8,0.5185915837424891,0.5277333333333333,,,,,0.8,True,1.2867,10,1.0,0.5015070543098712,5,0.566788,5510.0,[]
MLB,Cam Smith,Hitter Fantasy Score,UNDER,Standard,4.5,-2.5,2.95,B,0.2,0.8,0.8,0.8,0.8,0.4735312274194196,0.6350666666666667,,,,,0.8,True,6.7007,10,0.6177525375913856,0.5812977951989505,5,0.566788,5510.0,[]
MLB,Miguel Andujar,Hitter Fantasy Score,OVER,Goblin,2.5,2.1,2.95,B,0.4,0.6,0.4,0.4,0.4,0.4789145607527529,0.46440000000000003,,,,,0.8,False,6.9833,10,0.6438060644054984,0.576668580162089,2,0.334657,11080.0,[]
MLB,Adolis García,Total Bases,OVER,Standard,0.5,1.3,2.94,B,0.6,0.4,0.6,0.6,0.6,0.483537232878238,0.4610666666666667,,,,,0.8,True,1.5811,10,0.5649206802915535,0.5980078614344949,5,0.566788,5510.0,[]
MLB,Miguel Andujar,Hits,OVER,Goblin,0.5,0.3,2.92,B,0.4,0.6,0.4,0.4,0.4,0.4520816632174222,0.4308,,,,,0.8,False,0.9428,10,0.7559332905708787,0.5392452594833782,2,0.334657,11080.0,[]
MLB,Kyle Tucker,Hitter Fantasy Score,OVER,Standard,5.5,3.9,2.92,B,0.8,0.2,0.8,0.8,0.8,0.5678816632174222,0.6611999999999999,,,,,0.8,True,5.3552,10,0.49370787967068935,0.6453316122084255,5,0.566788,5510.0,[]
MLB,Kody Clemens,Hitter Fantasy Score,UNDER,Standard,5.0,-3.0,2.91,B,0.2,0.8,0.8,0.8,0.8,0.4802867551499139,0.5744,,,,,0.8,True,5.099,10,0.4700882279729693,0.6205783073092277,5,0.566788,5510.0,[]
MLB,Chris Sale,Pitches Thrown,OVER,Goblin,92.5,7.5,2.91,A,1.0,0.0,1.0,1.0,1.0,0.6010367551499138,0.7539999999999999,,,,,0.8,True,9.4962,10,0.4926521360865798,0.657199830280825,,,,[]
MLB,Chase DeLauter,Total Bases,OVER,Goblin,0.5,1.7,2.9,B,0.8,0.2,0.8,0.8,0.8,0.5353248763019154,0.5081333333333333,,,,,0.8,True,1.8409,10,0.6577461769329713,0.5929271624724276,5,0.566788,5510.0,[]
MLB,Brent Rooker,Hitter Fantasy Score,OVER,Goblin,1.5,9.7,2.88,B,0.8,0.2,0.8,0.8,0.8,0.6523668737648423,0.6574666666666666,,,,,0.8,True,9.6379,10,0.8885395827379251,0.5761935101332135,5,0.566788,5510.0,[]
MLB,Vinnie Pasquantino,Hits+Runs+RBIs,OVER,Goblin,0.5,0.9,2.88,B,0.6,0.4,0.6,0.6,0.6,0.4768002070981757,0.5236,,,,,0.8,True,1.2693,10,0.4379463823620744,0.627393476893843,5,0.566788,5510.0,[]
MLB,Brayan Bello,Pitcher Fantasy Score,OVER,Standard,20.5,11.3,2.87,B,0.8,0.2,0.8,0.8,0.8,0.6756874171736661,0.7993333333333333,,,,,0.8,True,15.8114,9,0.9442226424367508,0.5704349354015955,5,0.566788,5510.0,[]
MLB,Justin Crawford,Hits,OVER,Goblin,0.5,0.7,2.87,B,0.6,0.4,0.6,0.6,0.6,0.4737207505069994,0.4498666666666667,,,,,0.8,True,1.1353,10,0.9102790250160359,0.5082325064234409,5,0.566788,5510.0,[]
MLB,Miguel Andujar,Hits+Runs+RBIs,OVER,Goblin,0.5,0.7,2.87,B,0.4,0.6,0.4,0.4,0.4,0.4572207505069995,0.4382666666666667,,,,,0.8,False,1.6633,10,0.5738881413242246,0.5865552273463938,2,0.334657,11080.0,[]
MLB,Andy Pages,Singles,OVER,Goblin,0.5,0.5,2.87,B,0.6,0.4,0.6,0.6,0.6,0.4707874171736661,0.5161333333333333,0.3774,0.3774,0.6894,0.22259999999999996,0.8,True,0.8756,10,0.6995286410481745,0.5598934357487395,5,0.566788,5510.0,[]
WNBA,Kelsey Mitchell,Pts+Rebs+Asts,UNDER,Standard,23.5,-0.01,2.87,D,0.2,0.8,0.8,0.8,0.8,0.3829757505069994,0.5619866666666667,,,,,0.8,True,6.8646,10,0.569331442362718,0.5617086520867703,7,0.526066,1266.0,[]
MLB,Chase DeLauter,Hitter Fantasy Score,OVER,Goblin,2.5,5.3,2.86,B,0.8,0.2,0.8,0.8,0.8,0.5875409906644996,0.5753333333333333,,,,,0.8,True,7.208,10,0.6645216605666135,0.6095089315909216,5,0.566788,5510.0,[]
WNBA,Veronica Burton,Rebounds,OVER,Goblin,2.5,0.8,2.86,A,0.8,0.2,0.8,0.8,0.8,0.6474159906644995,0.5197333333333334,0.4651,0.4651,0.6109,0.33490000000000003,0.8,True,1.3333,10,0.252926112112302,0.7333640687044993,7,0.526066,1266.0,[]
MLB,Austin Martin,Singles,OVER,Standard,0.5,0.5,2.86,B,0.8,0.2,0.8,0.8,0.8,0.5171409906644996,0.5277333333333333,0.6528,0.6528,0.4149,0.1472,0.8,True,0.9428,10,0.7532156267476232,0.5626954400456691,5,0.566788,5510.0,[]
MLB,Justin Wrobleski,Pitches Thrown,OVER,Goblin,92.5,6.5,2.85,A,0.8,0.2,0.8,0.8,0.8,0.6189942611340743,0.7237333333333333,,,,,0.8,True,15.2516,9,0.791235791025682,0.5888390436405055,5,0.566788,5510.0,[]
MLB,Kazuma Okamoto,Hitter Fantasy Score,OVER,Goblin,1.5,2.9,2.84,B,0.8,0.2,0.8,0.8,0.8,0.5520472288182667,0.5305333333333333,,,,,0.8,True,4.4485,10,0.41011717633609607,0.6606872360023693,5,0.566788,5510.0,[]
MLB,Shota Imanaga,Pitcher Strikeouts,OVER,Goblin,5.5,0.3,2.83,C,0.6,0.4,0.6,0.6,0.6,0.4512665606254492,0.4964,,,,,0.8,True,3.266,10,1.0,0.4779432962189073,5,0.566788,5510.0,[]
MLB,Dansby Swanson,Hits,OVER,Goblin,0.5,0.3,2.83,B,0.8,0.2,0.8,0.8,0.8,0.5137665606254491,0.594,0.6047,0.6047,0.4651,0.19530000000000003,0.8,True,0.483,10,0.38726747915330334,0.6530014264305815,5,0.566788,5510.0,[]
WNBA,Courtney Williams,Points,OVER,Goblin,13.5,4.2,2.83,B,0.8,0.2,0.8,0.8,0.8,0.6828415606254491,0.5692,0.5455,0.5455,0.5238,0.25450000000000006,0.8,True,8.34,10,0.9858505620766694,0.5625319056997399,7,0.526066,1266.0,[]
MLB,Luke Keaschall,Hitter Fantasy Score,OVER,Standard,4.5,4.1,2.82,B,0.8,0.2,0.8,0.8,0.8,0.5693522568031734,0.5949333333333332,,,,,0.8,True,5.3344,10,0.49179028109413747,0.6463257196075765,5,0.566788,5510.0,[]
MLB,Shota Imanaga,Walks Allowed,OVER,Goblin,0.5,1.1,2.82,B,0.8,0.2,0.8,0.8,0.8,0.5253522568031734,0.6089333333333333,0.4673,0.4673,0.6032,0.33270000000000005,0.8,True,1.0801,10,0.7449042576302515,0.5676472254735478,5,0.566788,5510.0,[]
MLB,Paul Goldschmidt,Hitter Fantasy Score,OVER,Goblin,2.5,8.9,2.82,B,0.6,0.4,0.6,0.6,0.6,0.5932522568031734,0.6029333333333333,,,,,0.8,True,8.4728,10,0.7811264047792457,0.5823566886862993,5,0.566788,5510.0,[]
MLB,Seth Lugo,Hits Allowed,OVER,Goblin,4.5,2.3,2.81,B,1.0,0.0,1.0,1.0,1.0,0.509304317604855,0.7129333333333333,0.5868,0.5868,0.4831,0.4132,0.8,True,3.4577,10,1.0,0.4982565111616993,,,,[]
WNBA,Janelle Salaün,FG Attempted,UNDER,Standard,10.5,-10.5,2.81,D,0.727802140550382,0.27219785944961805,0.27219785944961805,0.27219785944961805,0.27219785944961805,0.6799459842715216,0.5526593578348855,,,,,0.7,True,,0,0.5,0.6429810944950325,2,0.343599,2273.0,"[""distribution_std""]"
MLB,Luis Rengifo,Hits+Runs+RBIs,OVER,Goblin,0.5,0.5,2.8,C,0.8,0.2,0.8,0.8,0.8,0.5002560766231229,0.5117333333333333,,,,,0.8,True,1.2649,10,0.43642825104371524,0.6359825640571644,5,0.566788,5510.0,[]
Tennis,Maja Chwalinska,Total Games Won,OVER,Goblin,12.5,-1.9,2.8,D,0.4,0.6,0.4,0.4,0.4,0.4456644099564562,0.33526666666666666,,,,,0.9,False,4.8178,10,0.8870272857826711,0.5442257220390919,,,,[]
MLB,Pavin Smith,Total Bases,UNDER,Standard,0.5,-0.25,2.8,A,0.2,0.6,0.6,0.6,0.6,0.429069673114351,0.5254666666666666,,,,,0.8,True,0.5,4,0.17864799199656997,0.6755123875908804,5,0.566788,5510.0,[]
Tennis,Maja Chwalinska,Double Faults,OVER,Goblin,3.5,-0.9,2.8,D,0.2,0.8,0.2,0.2,0.2,0.3949977432897896,0.2494,,,,,0.9,False,1.6193,10,0.5022113052593712,0.6226963838365837,,,,[]
Tennis,Alexandra Eala,Total Games,OVER,Goblin,19.5,2.1,2.8,D,0.4,0.6,0.4,0.4,0.4,0.4485977432897896,0.339,,,,,0.9,False,4.7796,10,0.6503565013879062,0.6044200848044499,,,,[]
Tennis,Petra Marcinko,Total Games,OVER,Goblin,21.5,-0.9,2.8,D,0.4,0.6,0.4,0.4,0.4,0.4309977432897896,0.31659999999999994,,,,,0.9,False,6.2013,10,0.8438061285582105,0.5498976780118737,,,,[]
WNBA,Natasha Howard,Pts+Asts,OVER,Goblin,14.5,6.44,2.8,A,0.8,0.2,0.8,0.8,0.8,0.7292510766231229,0.6250133333333334,,,,,0.8,True,9.478,10,0.9786772677990604,0.5805685598683279,7,0.526066,1266.0,[]
Tennis,Janice Tjen,Aces,OVER,Goblin,4.5,-1.9,2.8,D,0.4,0.6,0.4,0.4,0.4,0.4456644099564562,0.33526666666666666,,,,,0.9,False,3.755,10,1.0,0.5159825434847597,,,,[]
Tennis,Janice Tjen,Aces,OVER,Goblin,3.5,-0.9,2.8,D,0.4,0.6,0.4,0.4,0.4,0.4309977432897896,0.3166,,,,,0.9,False,3.755,10,1.0,0.5108492101514264,,,,[]
Tennis,Rebecca Sramkova,Aces,OVER,Goblin,4.5,-1.7,2.8,D,0.2,0.8,0.2,0.2,0.2,0.406731076623123,0.2643333333333333,,,,,0.9,False,2.1602,10,0.5752862849533955,0.6085343055797443,,,,[]
Tennis,Tatjana Maria,Aces,OVER,Goblin,5.5,-0.7,2.8,D,0.4,0.6,0.4,0.4,0.4,0.4280644099564563,0.3128666666666667,,,,,0.9,False,2.4698,10,0.6577363515312917,0.5953884556019369,,,,[]
MLB,Henry Bolte,Hitter Fantasy Score,OVER,Goblin,1.5,5.0,2.8,B,0.6,0.2,0.6,0.6,0.6,0.5455258134652281,0.48813333333333336,,,,,0.8,True,4.4347,4,0.4088449234343453,0.6587228038542436,5,0.566788,5510.0,[]
Tennis,Dominika Salkova,Total Games,OVER,Goblin,20.5,0.3,2.8,D,0.2,0.8,0.2,0.2,0.2,0.3861977432897896,0.23820000000000002,,,,,0.9,False,4.0291,10,0.5482365427529526,0.6081100744631882,,,,[]
MLB,Matt Olson,Hitter Fantasy Score,OVER,Standard,5.5,5.3,2.79,B,0.6,0.4,0.6,0.6,0.6,0.5400075341231706,0.5357333333333334,,,,,0.8,True,8.4623,10,0.7801583862670441,0.5639630403763487,5,0.566788,5510.0,[]
MLB,Luis Arraez,Hitter Fantasy Score,OVER,Goblin,2.5,4.9,2.79,B,0.8,0.2,0.8,0.8,0.8,0.5806408674565039,0.5678666666666666,,,,,0.8,True,5.0431,10,0.4649346817984862,0.6569906331601549,5,0.566788,5510.0,[]
MLB,J.T. Ginn,Pitcher Strikeouts,OVER,Goblin,3.5,2.3,2.79,D,0.8,0.2,0.8,0.8,0.8,0.5015075341231707,0.47833333333333333,,,,,0.8,True,2.7588,10,0.8447030006123698,0.5343518867900173,5,0.566788,5510.0,[]
MLB,Alex Call,Hits+Runs+RBIs,OVER,Goblin,0.5,0.7,2.79,B,0.6,0.4,0.6,0.6,0.6,0.472540867456504,0.5198666666666667,,,,,0.8,True,1.1353,10,0.39171238312114,0.6374612078294914,5,0.566788,5510.0,[]
MLB,Justin Wrobleski,Walks Allowed,OVER,Goblin,0.5,1.3,2.79,B,1.0,0.0,1.0,1.0,1.0,0.494340867456504,0.6942666666666666,0.5074,0.5074,0.5633,0.49260000000000004,0.8,True,1.5092,9,1.0,0.49301930360977647,,,,[]
MLB,Garrett Mitchell,Hitter Strikeouts,OVER,Goblin,0.5,0.7,2.79,B,1.0,0.0,1.0,1.0,1.0,0.4855408674565041,0.6130666666666665,,,,,0.8,True,0.8233,10,0.7341846653230842,0.5563931372790054,,,,[]
MLB,Alec Bohm,Total Bases,OVER,Goblin,0.5,1.9,2.78,B,0.6,0.4,0.6,0.6,0.6,0.4899920237094387,0.4722666666666667,,,,,0.8,True,3.093,10,1.0,0.49149720829830357,5,0.566788,5510.0,[]
Tennis,Andrea Lazaro Garcia,Aces,OVER,Goblin,0.5,0.1,2.78,D,0.2,0.8,0.2,0.2,0.2,0.3829670237094386,0.2272666666666667,,,,,0.9,False,1.2693,9,0.33802929427430095,0.6595311347297282,,,,[]
MLB,Adrian Houser,Hits Allowed,UNDER,Standard,5.5,-1.3,2.77,D,0.2,0.8,0.8,0.8,0.8,0.4122928789922978,0.5716666666666667,0.5556,0.5556,0.5146,0.24440000000000006,0.8,True,2.6437,10,0.8646267358272123,0.4981458236905012,5,0.566788,5510.0,[]
WNBA,Olivia Miles + Nia Coffey,Points (Combo),OVER,Standard,23.0,3.45,2.77,A,0.6,0.4,0.6,0.6,0.6,0.5889512123256311,0.5224,,,,,0.8,True,5.8699,10,0.4220352150169447,0.6706241205597347,4,0.458176,1853.0,[]
MLB,Ozzie Albies,Total Bases,OVER,Goblin,0.5,0.9,2.77,B,0.6,0.4,0.6,0.6,0.6,0.4751762123256312,0.4536,0.463,0.463,0.6063,0.13699999999999996,0.8,True,1.4491,10,0.5177576104044591,0.6068722717128562,5,0.566788,5510.0,[]
WNBA,Allisha Gray,Rebs+Asts,UNDER,Standard,6.5,-1.53,2.77,D,0.2,0.8,0.8,0.8,0.8,0.4037912123256311,0.52036,0.5434,0.5434,0.5327,0.25660000000000005,0.8,True,3.9384,10,0.743697717015692,0.525402495060048,7,0.526066,1266.0,[]
MLB,Nolan Arenado,Singles,UNDER,Standard,0.5,-0.3,2.76,A,0.2,0.8,0.8,0.8,0.8,0.4524767669213992,0.608,0.6805,0.6805,0.3876,0.11950000000000005,0.8,True,0.483,10,0.3858752097147879,0.6318980659937927,5,0.566788,5510.0,[]
WNBA,Cecilia Zandalasini,Points,UNDER,Standard,9.0,-0.65,2.76,D,0.0,0.6,0.6,0.6,0.6,0.2947351002547326,0.4779333333333333,0.495,0.495,0.5745,0.10499999999999998,0.8,True,4.0291,10,0.47626984408430556,0.55408982406808,4,0.458176,1853.0,[]
WNBA,Gabby Williams,Pts+Asts,OVER,Goblin,14.5,3.52,2.76,B,0.8,0.2,0.8,0.8,0.8,0.6718284335880659,0.5493066666666667,0.5495,0.5495,0.5261,0.25050000000000006,0.8,True,5.9067,10,0.6099127471733182,0.6526617649624935,7,0.526066,1266.0,[]
WNBA,Caitlin Clark,Rebounds,UNDER,Standard,4.0,-0.35,2.75,D,0.2,0.4,0.4,0.4,0.4,0.3701853544523569,0.3907333333333333,0.4608,0.4608,0.6139,-0.060799999999999965,0.8,True,1.6499,10,0.3129849189035379,0.6213186443324406,2,0.343599,2273.0,[]
MLB,Ben Rice,Total Bases,OVER,Goblin,0.5,1.9,2.75,C,0.6,0.4,0.6,0.6,0.6,0.4735436877856902,0.4562666666666667,0.5516,0.5516,0.5192,0.0484,0.8,True,2.3594,10,0.8430041446334143,0.524989254566638,5,0.566788,5510.0,[]
MLB,Ty France,Hits,OVER,Goblin,0.5,0.3,2.75,B,0.6,0.4,0.6,0.6,0.6,0.4660770211190235,0.5124,,,,,0.8,True,0.9428,10,0.7559332905708787,0.5441436347489386,5,0.566788,5510.0,[]
MLB,Adolis García,Hits,OVER,Goblin,0.5,0.5,2.75,B,0.6,0.4,0.6,0.6,0.6,0.4690103544523569,0.4461333333333334,,,,,0.8,True,0.8756,10,0.7020525978191148,0.5586404746035463,5,0.566788,5510.0,[]
MLB,Ben Rice,Hits+Runs+RBIs,OVER,Goblin,0.5,2.1,2.75,B,0.6,0.4,0.6,0.6,0.6,0.4924770211190235,0.47600000000000003,,,,,0.8,True,2.4152,10,0.8333160818410793,0.5340379369313885,5,0.566788,5510.0,[]
MLB,Fernando Tatis Jr.,Total Bases,OVER,Goblin,0.5,0.5,2.74,B,0.6,0.4,0.6,0.6,0.6,0.4688603085467632,0.5161333333333333,,,,,0.8,True,1.5951,10,0.5699228240674574,0.5916204019745028,5,0.566788,5510.0,[]
MLB,Jazz Chisholm Jr.,Hitter Fantasy Score,OVER,Goblin,1.5,2.9,2.73,A,0.6,0.4,0.6,0.6,0.6,0.5179099628388724,0.5049333333333333,,,,,0.8,True,6.3386,10,0.5843697277563175,0.605176055054526,5,0.566788,5510.0,[]
MLB,George Springer,Hitter Fantasy Score,UNDER,Standard,5.5,-1.5,2.73,B,0.4,0.6,0.6,0.6,0.6,0.4421266295055392,0.5347999999999999,,,,,0.8,True,4.4535,10,0.41057813753238254,0.6220997859438432,5,0.566788,5510.0,[]
WNBA,Rhyne Howard,Pts+Rebs,OVER,Goblin,19.5,3.6,2.73,C,0.6,0.4,0.6,0.6,0.6,0.560551629505539,0.48080000000000006,0.5556,0.5556,0.5215,0.044399999999999995,0.8,True,10.6228,10,0.9634581024334056,0.5253285447185874,4,0.458176,1853.0,[]
MLB,Yohendrick Piñango,Hitter Fantasy Score,OVER,Goblin,2.5,5.1,2.73,B,0.8,0.2,0.8,0.8,0.8,0.5826766295055391,0.5716,,,,,0.8,True,5.5337,10,0.5101641943781172,0.6463957717324095,5,0.566788,5510.0,[]
MLB,Salvador Perez,Hitter Fantasy Score,OVER,Goblin,2.5,3.1,2.73,B,0.6,0.4,0.6,0.6,0.6,0.5068432961722057,0.5646666666666667,,,,,0.8,True,5.2799,10,0.48676580405461467,0.6257037026466183,5,0.566788,5510.0,[]
WNBA,Caitlin Clark + Allisha Gray,Points (Combo),UNDER,Standard,41.0,-4.0,2.72,D,0.4,0.6,0.6,0.6,0.6,0.4752676509689484,0.47766666666666663,,,,,0.8,True,11.8115,10,0.8492255306176668,0.5240372951847153,4,0.458176,1853.0,[]
WNBA,Kayla Thornton,Free Throws Made,UNDER,Standard,1.5,-0.5,2.72,D,0.4,0.6,0.6,0.6,0.6,0.423934317635615,0.48233333333333334,,,,,0.8,True,1.1547,10,0.3406169571020863,0.6332227718969438,4,0.458176,1853.0,[]
MLB,Tyler Heineman,Hits+Runs+RBIs,UNDER,Standard,0.5,-0.3,2.72,B,0.2,0.8,0.8,0.8,0.8,0.4378759843022817,0.594,,,,,0.8,True,0.483,10,0.1666494151744126,0.6815942407121955,5,0.566788,5510.0,[]
MLB,Carlos Rodón,Pitcher Strikeouts,OVER,Goblin,4.5,1.17,2.72,D,0.4,0.2,0.4,0.4,0.4,0.4096776509689483,0.33603999999999995,,,,,0.8,False,1.5275,3,0.4676974892835273,0.5964628055182501,2,0.334657,11080.0,[]
MLB,Bryce Eldridge,Hitter Fantasy Score,OVER,Goblin,1.5,3.25,2.71,B,0.6,0.2,0.6,0.6,0.6,0.5185114434253857,0.45546666666666674,,,,,0.8,True,6.2915,4,0.5800274732872986,0.6064721368770605,5,0.566788,5510.0,[]
MLB,Luis Arraez,Total Bases,OVER,Goblin,0.5,1.5,2.71,B,0.8,0.2,0.8,0.8,0.8,0.5295750399166138,0.5044,0.4587,0.4587,0.6109,0.34130000000000005,0.8,True,1.5055,10,0.5379091039016721,0.6208739879953968,5,0.566788,5510.0,[]
MLB,Nick Kurtz,Hitter Fantasy Score,OVER,Standard,5.0,8.0,2.71,B,0.8,0.2,0.8,0.8,0.8,0.6249083732499471,0.6257333333333333,,,,,0.8,True,6.6039,10,0.608828328831279,0.6365108484296618,5,0.566788,5510.0,[]
MLB,Taylor Ward,Hitter Fantasy Score,OVER,Goblin,3.5,2.1,2.71,B,0.8,0.2,0.8,0.8,0.8,0.5383750399166137,0.5576,,,,,0.8,True,4.2439,10,0.3912546441840526,0.6606176029248017,5,0.566788,5510.0,[]
