sport,player,prop_type,direction,pick_type,line,edge,rank_score,tier,hit_prob_over,hit_prob_under,hit_prob_selected,hit_prob_actionable,leg_prob_used,prop_quality_score,rank_read_score,implied_prob,implied_prob_over,implied_prob_under,cross_edge,data_completeness_score,pick_type_eligible,distribution_std,distribution_n,std_norm,confidence_score,calibration_bucket,calibration_actual_hit_rate,calibration_n,read_fields_missing
WNBA,Kayla McBride,Points,UNDER,Standard,12.5,-0.5,1.18,D,0.4,0.6,0.6,0.6,0.6,0.397504737372741,0.4679333333333333,0.5516,0.5516,0.5192,0.0484,0.8,True,4.158,10,0.49150679102095823,0.5862499603252198,4,0.458176,1853.0,[]
MLB,Kody Clemens,Hits+Runs+RBIs,UNDER,Standard,1.5,-0.9,1.18,B,0.2,0.8,0.8,0.8,0.8,0.4202464040394077,0.5352,,,,,0.8,True,1.4491,10,0.49998274850774593,0.5920905542868562,5,0.566788,5510.0,[]
MLB,Andy Pages,Runs,OVER,Standard,0.5,0.5,1.18,B,0.6,0.4,0.6,0.6,0.6,0.4421297373727411,0.5161333333333333,0.5169,0.5169,0.5633,0.08309999999999995,0.8,True,0.9487,10,0.8266241461034436,0.5180893715545984,5,0.566788,5510.0,[]
WNBA,Caitlin Clark + Rhyne Howard,Assists (Combo),UNDER,Standard,12.5,-1.7,1.17,D,0.4,0.6,0.6,0.6,0.6,0.414915388154765,0.4419333333333333,,,,,0.8,True,3.2592,10,0.6479877130459418,0.5532234575926823,4,0.458176,1853.0,[]
WNBA,Gabby Williams,Two Pointers Attempted,UNDER,Standard,7.5,-0.7,1.17,D,0.6,0.4,0.4,0.4,0.4,0.4662487214880983,0.40446666666666664,,,,,0.8,True,2.6331,10,0.6023884148154927,0.5825899488169614,2,0.343599,2273.0,[]
MLB,César Salazar,Hits,UNDER,Standard,0.5,-0.17,1.17,A,0.2,0.4,0.4,0.4,0.4,0.3775587214880984,0.4423733333333333,0.5238,0.5238,0.5475,-0.12380000000000002,0.8,True,0.5774,3,0.4629570237331623,0.586406296587544,2,0.334657,11080.0,[]
MLB,Seth Lugo,Walks Allowed,OVER,Standard,1.5,0.9,1.17,B,1.0,0.0,1.0,1.0,1.0,0.4608070548214317,0.6868,0.5261,0.5261,0.5434,0.4739,0.8,True,1.3375,10,0.9224233354138146,0.5006766353340475,,,,[]
NBA1Q,Stephon Castle,Points,OVER,Goblin,2.5,2.7,1.17,A,0.8,0.2,0.8,0.8,0.8,0.5847070548214317,0.5624,,,,,0.9,True,4.069397989875161,10,0.48103336878082686,0.6943891269922945,,,,[]
MLB,Carson Kelly,Total Bases,OVER,Goblin,0.5,0.1,1.16,B,0.4,0.6,0.4,0.4,0.4,0.419384198124946,0.4270666666666667,,,,,0.8,False,1.2867,10,0.4597327426039731,0.6018512836927379,2,0.334657,11080.0,[]
MLB,Jeff McNeil,Total Bases,OVER,Goblin,0.5,0.5,1.16,B,0.6,0.4,0.6,0.6,0.6,0.4417508647916126,0.4041333333333334,,,,,0.8,True,1.3375,10,0.47788337859082464,0.6051419580293583,5,0.566788,5510.0,[]
MLB,Chris Sale,Pitches Thrown,OVER,Standard,97.5,2.5,1.16,B,0.8,0.2,0.8,0.8,0.8,0.5175841981249459,0.5650666666666667,,,,,0.8,True,9.4962,10,0.4926521360865798,0.6279914353220861,5,0.566788,5510.0,[]
MLB,Gunnar Henderson,Hits+Runs+RBIs,OVER,Goblin,0.5,0.7,1.16,B,0.4,0.6,0.4,0.4,0.4,0.428184198124946,0.3682666666666667,,,,,0.8,False,1.2867,10,0.4439499016664942,0.6088769939271076,2,0.334657,11080.0,[]
MLB,Ildemaro Vargas,Hits,OVER,Goblin,0.5,0.9,1.16,B,0.6,0.4,0.6,0.6,0.6,0.4476175314582793,0.4116,0.6923,0.6923,0.3745,-0.09230000000000005,0.8,True,1.2472,10,1.0,0.4766661360103978,5,0.566788,5510.0,[]
NBA1H,Ajay Mitchell,Fantasy Score,OVER,Standard,9.5,0.97,1.16,A,0.4,0.6,0.4,0.4,0.4,0.4961441981249459,0.33810666666666667,,,,,0.9,True,4.781512014296016,7,0.3286741445692442,0.7014819332014202,,,,[]
MLB,Yordan Alvarez,Hits+Runs+RBIs,OVER,Goblin,0.5,1.3,1.15,B,0.6,0.4,0.6,0.6,0.6,0.4532945018945337,0.4190666666666667,,,,,0.8,True,2.4967,10,0.8614360142152298,0.5132940721092794,5,0.566788,5510.0,[]
MLB,Gunnar Henderson,Total Bases,OVER,Goblin,0.5,0.5,1.15,C,0.4,0.6,0.4,0.4,0.4,0.4090611685612005,0.3485333333333333,0.5434,0.5434,0.5261,-0.14339999999999997,0.8,False,1.2472,10,0.44561955123624414,0.6017665211873592,2,0.334657,11080.0,[]
WNBA,Veronica Burton,Pts+Asts,OVER,Standard,18.5,2.28,1.15,A,0.6,0.4,0.6,0.6,0.6,0.5440428352278671,0.46576000000000006,0.5671,0.5671,0.5098,0.03289999999999993,0.8,True,4.4222,10,0.4566265682275802,0.6462583502728585,4,0.458176,1853.0,[]
WNBA,Sophie Cunningham,FG Attempted,UNDER,Standard,7.0,-0.3,1.14,D,0.6,0.4,0.4,0.4,0.4,0.4598129674132123,0.39699999999999996,,,,,0.8,True,3.4254,10,0.5718607260197132,0.5879693570896961,2,0.343599,2273.0,[]
MLB,Shohei Ohtani,Hitter Strikeouts,OVER,Goblin,0.5,0.3,1.14,B,0.6,0.4,0.6,0.6,0.6,0.4384379674132123,0.5124,,,,,0.8,True,0.7379,10,0.6580285005974782,0.5589461634452548,5,0.566788,5510.0,[]
NBA1Q,Devin Vassell,Rebounds,OVER,Goblin,0.5,0.55,1.14,A,0.6,0.4,0.6,0.6,0.6,0.5061046340798789,0.43346666666666667,,,,,0.9,True,0.8306623862918074,10,0.15757609528441763,0.7477425981068533,,,,[]
WNBA,Janelle Salaün,Two Pointers Made,UNDER,Standard,2.0,-2.0,1.12,D,0.5967640657254465,0.4032359342745535,0.4032359342745535,0.4032359342745535,0.4032359342745535,0.5263660555218955,0.43330411361569937,,,,,0.7,True,,0,0.5,0.5892281194326634,3,0.476923,585.0,"[""distribution_std""]"
MLB,Michael Harris II,Hitter Fantasy Score,UNDER,Standard,5.5,-1.3,1.12,B,0.4,0.6,0.6,0.6,0.6,0.4114743888552288,0.4610666666666667,,,,,0.8,True,5.9029,10,0.5442015691119122,0.5779656438213521,5,0.566788,5510.0,[]
MLB,Xander Bogaerts,Hitter Strikeouts,OVER,Goblin,0.5,0.3,1.12,B,0.6,0.4,0.6,0.6,0.6,0.4380577221885621,0.5124,,,,,0.8,True,0.9944,10,0.8867645222850418,0.5016290721947363,5,0.566788,5510.0,[]
NBA1H,Stephon Castle,Points,OVER,Standard,8.5,1.4,1.12,A,0.4,0.6,0.4,0.4,0.4,0.5016910555218954,0.3533333333333334,,,,,0.9,True,4.565084884205331,10,0.5396272780601358,0.6506850499176295,,,,[]
WNBA,Aliyah Boston,Free Throws Made,OVER,Standard,3.0,0.8,1.12,A,0.6,0.2,0.6,0.6,0.6,0.5712660555218954,0.4309333333333334,,,,,0.8,True,2.7809,10,0.8203184342298361,0.5648635108752044,4,0.458176,1853.0,[]
MLB,Freddie Freeman,Hits+Runs+RBIs,OVER,Goblin,1.5,0.7,1.12,B,0.6,0.4,0.6,0.6,0.6,0.4439243888552288,0.5198666666666667,,,,,0.8,True,1.4491,10,0.49998274850774593,0.6003778489723937,5,0.566788,5510.0,[]
MLB,Christian Walker,Hitter Fantasy Score,UNDER,Standard,5.0,-1.2,1.11,B,0.2,0.6,0.6,0.6,0.6,0.4000476105277209,0.5292,,,,,0.8,True,7.8202,10,0.7209617494399322,0.5297762263247193,5,0.566788,5510.0,[]
NBA1Q,Victor Wembanyama,Points,OVER,Goblin,3.5,3.65,1.11,B,0.6,0.4,0.6,0.6,0.6,0.5370006807031593,0.48453333333333337,,,,,0.9,True,4.631414470763764,10,0.5474679327592898,0.6610832550562833,,,,[]
MLB,Casey Schmitt,Hitter Fantasy Score,OVER,Standard,5.0,4.6,1.11,B,0.6,0.4,0.6,0.6,0.6,0.5009340140364926,0.48066666666666674,,,,,0.8,True,6.7007,10,0.6177525375913856,0.590888770514926,5,0.566788,5510.0,[]
Tennis,Tatiana Prozorova,Double Faults,OVER,Goblin,4.5,-1.9,1.09,D,0.0,1.0,0.0,0.0,0.0,0.3443277665017121,0.1648666666666667,,,,,0.9,False,1.8708,9,0.5802117642680367,0.5854617772085902,,,,[]
Tennis,Tatiana Prozorova,Double Faults,OVER,Goblin,5.5,-2.9,1.09,D,0.0,1.0,0.0,0.0,0.0,0.3589944331683788,0.18353333333333335,,,,,0.9,False,1.8708,9,0.5802117642680367,0.5905951105419235,,,,[]
MLB,Kyle Manzardo,Total Bases,OVER,Standard,0.5,0.7,1.09,B,0.8,0.2,0.8,0.8,0.8,0.4898527665017122,0.48946666666666666,,,,,0.8,True,1.2867,10,0.4597327426039731,0.626515282624606,5,0.566788,5510.0,[]
MLB,Jorge Mateo,Hitter Fantasy Score,OVER,Goblin,1.5,2.1,1.09,B,0.4,0.6,0.4,0.4,0.4,0.4473860998350455,0.39440000000000003,,,,,0.8,False,8.1131,10,0.747964856318395,0.5395939208626672,2,0.334657,11080.0,[]
MLB,Gabriel Moreno,Hitter Strikeouts,OVER,Standard,0.5,0.9,1.09,B,1.0,0.0,1.0,1.0,1.0,0.4592860998350455,0.5748,,,,,0.8,True,0.8165,10,0.7281207084128486,0.5487199578390538,,,,[]
WNBA,Janelle Salaün,Free Throws Made,UNDER,Standard,2.5,-2.5,1.09,D,0.5942348336919535,0.4057651663080465,0.4057651663080465,0.4057651663080465,0.4057651663080465,0.5331277665017122,0.4433962165590806,,,,,0.7,True,,0,0.5,0.5915947182755992,3,0.476923,585.0,"[""distribution_std""]"
NBA1H,Devin Vassell,Fantasy Score,UNDER,Standard,12.5,-1.5,1.08,D,0.4,0.6,0.6,0.6,0.6,0.4226452297400181,0.49379999999999996,,,,,0.9,True,3.852791196003231,10,0.26483523345004434,0.6917170220464953,,,,[]
NBA1H,Keldon Johnson,Points,OVER,Standard,3.5,0.55,1.07,A,0.4,0.6,0.4,0.4,0.4,0.4882708638487308,0.3374666666666667,,,,,0.9,True,2.570992026436488,10,0.30391054368789533,0.7049171664250821,,,,[]
MLB,Ryan O'Hearn,Hits,OVER,Goblin,0.5,0.1,1.07,B,0.4,0.6,0.4,0.4,0.4,0.4176708638487309,0.4270666666666667,0.661,0.661,0.4082,-0.261,0.8,False,0.9189,10,0.7367703656189866,0.5319922109423092,2,0.334657,11080.0,[]
NBA1Q,Isaiah Hartenstein,Rebounds,OVER,Goblin,1.5,0.85,1.07,A,0.8,0.2,0.8,0.8,0.8,0.5556708638487309,0.5206666666666667,,,,,0.9,True,1.004987562112089,10,0.190645463741267,0.7568234364117391,,,,[]
WNBA,Courtney Williams,Pts+Rebs+Asts,OVER,Standard,25.5,3.66,1.07,A,0.8,0.2,0.8,0.8,0.8,0.6587591971820642,0.5659200000000001,0.5122,0.5122,0.5633,0.28780000000000006,0.8,True,7.7208,10,0.6403423652061406,0.6404801277121874,7,0.526066,1266.0,[]
MLB,Alex Bregman,Hits,OVER,Goblin,0.5,0.1,1.07,B,0.6,0.4,0.6,0.6,0.6,0.4341708638487308,0.5086666666666666,0.7093,0.7093,0.3571,-0.10930000000000006,0.8,True,0.5164,10,0.41404746632456696,0.6184479357659141,5,0.566788,5510.0,[]
MLB,Coleman Crow,Pitcher Strikeouts,UNDER,Standard,4.0,-1.33,1.07,A,0.0,0.4,0.4,0.4,0.4,0.3816152756134367,0.39402666666666664,,,,,0.8,True,1.5275,3,0.4676974892835273,0.5866409741438211,2,0.334657,11080.0,[]
MLB,Corbin Carroll,Hitter Fantasy Score,OVER,Standard,5.5,4.7,1.07,B,0.8,0.2,0.8,0.8,0.8,0.5481375305153974,0.5641333333333333,,,,,0.8,True,7.0679,10,0.6516055278466659,0.5989467537187226,5,0.566788,5510.0,[]
WNBA,Courtney Williams,Rebs+Asts,OVER,Goblin,8.5,1.81,1.06,D,0.8,0.2,0.8,0.8,0.8,0.5764346701505393,0.4763866666666667,0.4785,0.4785,0.5968,0.32150000000000006,0.8,True,1.7159,10,0.32401759918424383,0.6907477347566278,7,0.526066,1266.0,[]
NBA1Q,Dylan Harper,Assists,OVER,Standard,0.5,0.15,1.06,A,0.4,0.6,0.4,0.4,0.4,0.4822130034838725,0.3156,,,,,0.9,True,0.9219544457292888,10,0.25680466998949575,0.7145733837219814,,,,[]
WNBA,Rhyne Howard,Points,OVER,Standard,17.5,1.2,1.05,A,0.6,0.4,0.6,0.6,0.6,0.5262966499729452,0.4588,0.5122,0.5122,0.5575,0.08779999999999999,0.8,True,9.4021,10,1.0,0.5042038274905309,4,0.458176,1853.0,[]
NBA1Q,Luke Kornet,Rebounds,OVER,Goblin,0.5,0.4,1.04,A,0.6,0.4,0.6,0.6,0.6,0.5019968046482302,0.43066666666666664,,,,,0.9,True,0.8944271909999159,10,0.16967223579624696,0.7432808226778189,,,,[]
WNBA,Kayla Thornton,FG Attempted,UNDER,Standard,9.0,-0.65,1.04,D,0.4,0.4,0.4,0.4,0.4,0.4000384713148969,0.38913333333333333,,,,,0.8,True,3.653,10,0.6098578945962552,0.5575489913111502,2,0.343599,2273.0,[]
WNBA,Angel Reese + Aliyah Boston,Rebounds (Combo),UNDER,Standard,20.0,-1.5,1.04,D,0.2,0.6,0.6,0.6,0.6,0.3600051379815636,0.42379999999999995,,,,,0.8,True,3.3066,10,0.5840450053430597,0.5499905469577824,4,0.458176,1853.0,[]
WNBA,Allisha Gray,Pts+Asts,UNDER,Standard,22.5,-1.83,1.03,D,0.4,0.6,0.6,0.6,0.6,0.414153468846754,0.42995999999999995,0.5349,0.5349,0.5413,0.06509999999999994,0.8,True,9.1263,10,0.942361505498477,0.4793633377217448,4,0.458176,1853.0,[]
NBA1H,Alex Caruso,Fantasy Score,OVER,Standard,11.5,0.71,1.03,A,0.6,0.4,0.6,0.6,0.6,0.5063518021800874,0.43645333333333336,,,,,0.9,True,7.490854423895847,10,0.5149103803369183,0.658495535678801,,,,[]
MLB,Christian Vázquez,Hits,UNDER,Standard,0.5,-0.3,1.03,A,0.2,0.8,0.8,0.8,0.8,0.4225884688467541,0.608,,,,,0.8,True,0.8433,10,0.6761545862732521,0.548867317528051,5,0.566788,5510.0,[]
MLB,J.T. Ginn,Pitcher Strikeouts,OVER,Standard,4.0,1.8,1.03,A,0.4,0.2,0.4,0.4,0.4,0.4446301355134207,0.3608,,,,,0.8,True,2.7588,10,0.8447030006123698,0.5144447972766049,2,0.334657,11080.0,[]
MLB,Ryan O'Hearn,Total Bases,OVER,Goblin,0.5,0.1,1.02,B,0.4,0.6,0.4,0.4,0.4,0.4167133105769216,0.4270666666666667,,,,,0.8,False,1.1005,10,0.3932042303844505,0.61754860110581,2,0.334657,11080.0,[]
MLB,Jackson Holliday,Hits+Runs+RBIs,OVER,Goblin,0.5,0.9,1.02,C,0.4,0.6,0.4,0.4,0.4,0.4124466439102549,0.35600000000000004,,,,,0.8,False,2.6077,5,0.8997343270192871,0.4894227436137675,2,0.334657,11080.0,[]
WNBA,Natasha Howard + Gabby Williams,Points (Combo),OVER,Standard,29.5,1.1,1.02,A,0.6,0.4,0.6,0.6,0.6,0.5242549772435883,0.4713333333333334,,,,,0.8,True,12.5892,10,0.9051407568938686,0.5272040528117887,4,0.458176,1853.0,[]
MLB,Jake Bauers,Hits+Runs+RBIs,OVER,Standard,1.5,0.7,1.02,B,0.6,0.4,0.6,0.6,0.6,0.4420133105769216,0.4498666666666667,,,,,0.8,True,1.4298,10,0.49332367249767106,0.6013737405775048,5,0.566788,5510.0,[]
MLB,Spencer Horwitz,Hits+Runs+RBIs,OVER,Standard,1.5,0.3,1.02,B,0.6,0.4,0.6,0.6,0.6,0.4361466439102549,0.5124,,,,,0.8,True,1.6633,10,0.5738881413242246,0.5791792900375331,5,0.566788,5510.0,[]
WNBA,Caitlin Clark,Free Throws Attempted,OVER,Standard,5.0,1.2,1.01,A,0.4,0.0,0.4,0.4,0.4,0.6275296645184812,0.3352,,,,,0.8,True,3.1623,10,0.8193675766432436,0.5847934884206576,2,0.343599,2273.0,[]
MLB,Trent Grisham,Hitter Fantasy Score,OVER,Goblin,2.5,3.1,1.01,B,0.2,0.8,0.2,0.2,0.2,0.4740213311851478,0.3314666666666667,,,,,0.8,False,11.2368,10,1.0,0.4859074659148018,0,0.170044,18113.0,[]
NBA1Q,Keldon Johnson,Points,OVER,Goblin,1.5,1.15,1.01,A,0.8,0.2,0.8,0.8,0.8,0.5589213311851479,0.5262666666666667,,,,,0.9,True,2.1,10,0.248235753040888,0.7435635276545798,,,,[]
MLB,Bryce Harper,Runs,OVER,Standard,0.5,0.5,1.0,B,0.6,0.4,0.6,0.6,0.6,0.4386958653558237,0.4461333333333334,,,,,0.8,True,0.9189,10,0.800658720200753,0.5233788728243501,5,0.566788,5510.0,[]
Tennis,Mananchaya Sawangkaew,Double Faults,OVER,Goblin,5.5,-1.9,1.0,D,0.0,1.0,0.0,0.0,0.0,0.3426041986891571,0.1648666666666667,,,,,0.9,False,1.633,10,0.5064602368236604,0.6032964103352899,,,,[]
Tennis,Kayla Day,Total Games Won,OVER,Goblin,12.5,-3.5,1.0,D,0.0,1.0,0.0,0.0,0.0,0.3660708653558237,0.19473333333333337,,,,,0.9,False,2.7909,10,0.5138454173877822,0.6096634485275927,,,,[]
Tennis,Diana Shnaider,Aces,OVER,Goblin,1.5,-0.5,1.0,D,0.2,0.8,0.2,0.2,0.2,0.3580708653558237,0.21313333333333334,,,,,0.9,False,0.6325,10,0.1684420772303595,0.6932142835669485,,,,[]
Tennis,Erika Andreeva,Aces,OVER,Goblin,3.5,-2.3,1.0,D,0.0,1.0,0.0,0.0,0.0,0.3484708653558237,0.17233333333333337,,,,,0.9,False,1.6633,10,0.44295605858854864,0.6212257882274013,,,,[]
Tennis,Erika Andreeva,Aces,OVER,Goblin,3.5,-2.3,1.0,D,0.0,1.0,0.0,0.0,0.0,0.3484708653558237,0.17233333333333337,,,,,0.9,False,1.6633,10,0.44295605858854864,0.6212257882274013,,,,[]
MLB,Garrett Mitchell,Hits+Runs+RBIs,OVER,Goblin,0.5,0.3,1.0,C,0.6,0.4,0.6,0.6,0.6,0.4197625320224904,0.4264,,,,,0.8,True,1.6465,10,0.5680916399268537,0.5748939762261582,5,0.566788,5510.0,[]
MLB,Michael Harris II,Hitter Fantasy Score,OVER,Goblin,2.5,1.7,0.99,B,0.4,0.6,0.4,0.4,0.4,0.4396035811112807,0.38693333333333335,,,,,0.8,False,5.9029,10,0.5442015691119122,0.5878108611109703,2,0.334657,11080.0,[]
WNBA,Janelle Salaün,Fantasy Score,UNDER,Standard,21.5,-21.5,0.99,D,0.5857685815180886,0.41423141848191136,0.41423141848191136,0.41423141848191136,0.41423141848191136,0.7145452477779475,0.6792694255445735,,,,,0.7,True,,0,0.5,0.6550908367222816,3,0.476923,585.0,"[""distribution_std""]"
MLB,Jung Hoo Lee,Hits+Runs+RBIs,UNDER,Standard,1.5,-0.3,0.99,B,0.4,0.6,0.6,0.6,0.6,0.3943202477779474,0.5124,,,,,0.8,True,1.4491,10,0.49998274850774593,0.5830163995953452,5,0.566788,5510.0,[]
NBA1H,Julian Champagnie,Points,OVER,Standard,4.5,0.6,0.99,A,0.4,0.6,0.4,0.4,0.4,0.4874702477779473,0.32399999999999995,,,,,0.9,True,4.565084884205331,10,0.5396272780601358,0.6457077672072477,,,,[]
NBA1Q,Luguentz Dort,Rebounds,OVER,Goblin,0.5,0.25,0.98,A,0.6,0.4,0.6,0.6,0.6,0.498644479811756,0.42066666666666674,,,,,0.9,True,0.6403124237432849,10,0.12146683557683485,0.754158859039906,,,,[]
WNBA,Aliyah Boston,FG Made,UNDER,Standard,6.5,-0.85,0.98,D,0.6,0.4,0.4,0.4,0.4,0.4648194798117559,0.4000666666666666,,,,,0.8,True,2.9833,10,0.8354242509101092,0.5238307552065873,2,0.343599,2273.0,[]
MLB,Garrett Mitchell,Hits+Runs+RBIs,UNDER,Standard,1.5,-0.7,0.98,B,0.2,0.8,0.8,0.8,0.8,0.413494479811756,0.5314666666666666,,,,,0.8,True,1.6465,10,0.5680916399268537,0.5727001579524013,5,0.566788,5510.0,[]
MLB,Wilyer Abreu,Total Bases,OVER,Standard,1.5,0.9,0.97,B,0.4,0.6,0.4,0.4,0.4,0.4274852294886896,0.442,0.5098,0.5098,0.5614,-0.10980000000000001,0.8,True,2.0111,10,0.7185579534086036,0.5399803419688904,2,0.334657,11080.0,[]
MLB,Austin Riley,Hitter Fantasy Score,OVER,Standard,5.0,2.2,0.97,B,0.6,0.4,0.6,0.6,0.6,0.4630518961553563,0.47786666666666666,,,,,0.8,True,8.4485,10,0.7788861333652932,0.5373466303130514,5,0.566788,5510.0,[]
NBA1H,Shai Gilgeous-Alexander,Pts+Rebs+Asts,UNDER,Standard,20.5,-1.61,0.96,D,0.4,0.6,0.6,0.6,0.6,0.4219558315113563,0.5174533333333334,,,,,0.9,True,3.858756276314947,10,0.3200348565860472,0.677675826882463,,,,[]
MLB,Ronald Acuña Jr.,Hitter Strikeouts,OVER,Goblin,0.5,0.7,0.96,B,0.6,0.4,0.6,0.6,0.6,0.4408591648446897,0.4498666666666667,,,,,0.8,True,1.0541,10,0.9400024969234339,0.48930008346478304,5,0.566788,5510.0,[]
MLB,Isaac Paredes,Total Bases,OVER,Goblin,0.5,0.3,0.96,B,0.6,0.4,0.6,0.6,0.6,0.434992498178023,0.40040000000000003,,,,,0.8,True,0.9718,10,0.3472202372445334,0.6354423150511748,5,0.566788,5510.0,[]
MLB,Mookie Betts,Singles,UNDER,Standard,0.5,-0.3,0.96,A,0.2,0.8,0.8,0.8,0.8,0.421242498178023,0.496,0.7199,0.7199,0.346,0.08010000000000006,0.8,True,0.4629,8,0.36981704881361344,0.6249806121589048,5,0.566788,5510.0,[]
MLB,Nolan Arenado,Hitter Fantasy Score,OVER,Standard,5.0,5.2,0.96,B,0.6,0.4,0.6,0.6,0.6,0.5068591648446896,0.49186666666666673,,,,,0.8,True,6.2441,10,0.5756575611465028,0.6034863174090157,5,0.566788,5510.0,[]
MLB,Travis Bazzana,Hits+Runs+RBIs,OVER,Goblin,0.5,1.3,0.96,B,0.6,0.4,0.6,0.6,0.6,0.4496591648446897,0.4190666666666667,,,,,0.8,True,1.767,10,0.6096677362591865,0.5749637736308448,5,0.566788,5510.0,[]
NBA1Q,Ajay Mitchell,Points,OVER,Goblin,1.5,0.7,0.95,A,0.6,0.4,0.6,0.6,0.6,0.5046662872534952,0.4434666666666667,,,,,0.9,True,1.743559577416269,10,0.20610182127218094,0.7351077452206781,,,,[]
MLB,Charles McAdoo,Total Bases,OVER,Goblin,0.5,1.5,0.95,B,0.2,0.2,0.2,0.2,0.2,0.3863334441162404,0.2596,,,,,0.8,False,2.8284,2,1.0,0.45521670544068416,0,0.170044,18113.0,[]
MLB,Trea Turner,Singles,OVER,Goblin,0.5,0.7,0.95,B,0.6,0.4,0.6,0.6,0.6,0.4406662872534952,0.4498666666666667,,,,,0.8,True,1.2517,10,1.0,0.47423320053872337,5,0.566788,5510.0,[]
WNBA,Caitlin Clark,Turnovers,UNDER,Standard,4.5,-0.6,0.95,D,0.6,0.4,0.4,0.4,0.4,0.4605746205868286,0.39540000000000003,,,,,0.8,True,2.2211,10,1.0,0.48120111720539005,2,0.343599,2273.0,[]
MLB,Brice Matthews,Hits+Runs+RBIs,OVER,Goblin,0.5,0.9,0.95,B,0.4,0.6,0.4,0.4,0.4,0.4270996205868286,0.33,,,,,0.8,False,2.079,10,0.7173170479246456,0.5401556052242287,2,0.334657,11080.0,[]
WNBA,Jordin Canada,Assists,OVER,Standard,6.0,0.9,0.94,A,0.4,0.4,0.4,0.4,0.4,0.4567815980932738,0.36440000000000006,0.4926,0.4926,0.5833,-0.09259999999999996,0.8,True,3.5901,10,1.0,0.47987355933264586,2,0.343599,2273.0,[]
NBA1H,De'Aaron Fox,Fantasy Score,OVER,Standard,13.5,2.64,0.94,A,0.8,0.2,0.8,0.8,0.8,0.5794265980932738,0.56128,,,,,0.9,True,4.270468358388808,10,0.2935457508852704,0.7394128716113283,,,,[]
WNBA,Nia Coffey,Turnovers,OVER,Goblin,0.5,0.55,0.94,A,0.6,0.4,0.6,0.6,0.6,0.5146482647599404,0.4262666666666667,,,,,0.8,True,1.1972,10,0.5390122011615867,0.6153738423755826,4,0.458176,1853.0,[]
MLB,Jake Bauers,Runs,OVER,Standard,0.5,0.3,0.94,B,0.8,0.2,0.8,0.8,0.8,0.4811065980932738,0.524,,,,,0.8,True,0.6325,10,0.5511118081695247,0.6006093572902647,5,0.566788,5510.0,[]
MLB,Pete Alonso,Total Bases,UNDER,Standard,1.5,-0.9,0.93,A,0.2,0.8,0.8,0.8,0.8,0.4294634320799178,0.5492,0.505,0.505,0.5633,0.29500000000000004,0.8,True,1.7764,10,0.6347005859654138,0.5616370547366178,5,0.566788,5510.0,[]
WNBA,Allisha Gray,Fantasy Score,UNDER,Standard,30.5,-2.22,0.92,D,0.2,0.8,0.8,0.8,0.8,0.3817551239336748,0.52604,,,,,0.8,True,13.5857,10,0.9338611536526285,0.4701490049636291,7,0.526066,1266.0,[]
WNBA,Kayla McBride,Free Throws Attempted,UNDER,Standard,3.5,-0.1,0.92,D,0.2,0.8,0.8,0.8,0.8,0.3506617906003415,0.5492666666666667,,,,,0.8,True,3.0111,10,0.7801909085255891,0.4976838995787223,7,0.526066,1266.0,[]
NBA1Q,De'Aaron Fox,Points,OVER,Goblin,2.5,1.9,0.91,C,0.4,0.6,0.4,0.4,0.4,0.4749933417124427,0.3398666666666667,,,,,0.9,False,3.736308338453881,10,0.4416596733281182,0.6658327512673254,,,,[]
MLB,Alex Freeland,Hits,OVER,Goblin,0.5,0.3,0.91,B,0.4,0.6,0.4,0.4,0.4,0.417526675045776,0.4308,0.5833,0.5833,0.4878,-0.18330000000000002,0.8,False,0.9487,10,0.7606638871071199,0.5259683644892417,2,0.334657,11080.0,[]
MLB,Austin Hedges,Hitter Fantasy Score,OVER,Goblin,1.5,2.3,0.9,B,0.6,0.4,0.6,0.6,0.6,0.4631664201450663,0.43773333333333336,,,,,0.8,True,8.7057,10,0.8025979773022708,0.5314587527252056,5,0.566788,5510.0,[]
NBA1H,De'Aaron Fox,Pts+Rebs+Asts,OVER,Standard,11.5,2.84,0.9,A,0.6,0.4,0.6,0.6,0.6,0.5350864201450664,0.4762133333333334,,,,,0.9,True,3.382306905057553,10,0.280519428483786,0.7271503899298268,,,,[]
MLB,David Hamilton,Hitter Strikeouts,OVER,Standard,0.5,0.7,0.89,B,0.8,0.2,0.8,0.8,0.8,0.4860060272979663,0.5314666666666666,,,,,0.8,True,0.7888,10,0.70341900158733,0.5642473591574557,5,0.566788,5510.0,[]
NBA1Q,Victor Wembanyama,Points,OVER,Standard,6.5,0.65,0.88,A,0.6,0.4,0.6,0.6,0.6,0.5025788312417673,0.4209333333333334,,,,,0.9,True,4.631414470763764,10,0.5474679327592898,0.6490356077447961,,,,[]
MLB,Ryne Nelson,Pitching Outs,OVER,Standard,17.5,3.1,0.88,A,0.8,0.2,0.8,0.8,0.8,0.5350121645751006,0.5482666666666667,0.4854,0.4854,0.5851,0.31460000000000005,0.8,True,6.3105,10,1.0,0.5072542576012853,5,0.566788,5510.0,[]
MLB,Willy Adames,Hits+Runs+RBIs,OVER,Goblin,0.5,0.7,0.88,C,0.6,0.4,0.6,0.6,0.6,0.4233121645751006,0.3918666666666667,,,,,0.8,True,0.9944,10,0.3430976779491426,0.6323848381139996,5,0.566788,5510.0,[]
