section,additive_threshold,additive_date,additive_built,additive_n_legs,additive_legs_hit,additive_all_hit,additive_leg_hr,additive_reason,additive_sports,additive_players,additive_categories,additive_min_ml,additive_max_ml,additive_eligible_days,additive_build_rate_pct,additive_avg_legs_built,additive_all_hit_pct,additive_avg_leg_hr,additive_all_2_hit_pct,additive_all_3_hit_pct,additive_days_2_legs,additive_days_3_legs,additive_days,additive_pct_of_built,additive_highT_threshold,additive_highT_date,additive_highT_built,additive_highT_n_legs,additive_highT_legs_hit,additive_highT_all_hit,additive_highT_leg_hr,additive_highT_reason,additive_highT_sports,additive_highT_players,additive_highT_categories,additive_highT_min_ml,additive_highT_max_ml,additive_highT_eligible_days,additive_highT_build_rate_pct,additive_highT_avg_legs_built,additive_highT_all_hit_pct,additive_highT_avg_leg_hr,additive_highT_all_2_hit_pct,additive_highT_all_3_hit_pct,additive_highT_days_2_legs,additive_highT_days_3_legs,additive_highT_days,additive_highT_pct_of_built,additive_highT_avg_legs_target,additive_highT_first_threshold_below
additive_highT_daily_ticket,,,,,,,,,,,,,,,,,,,,,,,,,0.85,2026-05-28,1.0,3.0,2.0,0.0,0.6667,,SOCCER,Leandro Brey ; Jefersson Martínez ; Jhon Arias,SOCCER|UNDER|0.70+;SOCCER|UNDER|0.70+;SOCCER|UNDER|0.70+,0.8832,0.9095,,,,,,,,,,,,,
additive_highT_daily_ticket,,,,,,,,,,,,,,,,,,,,,,,,,0.85,2026-05-29,1.0,6.0,2.0,0.0,0.3333,,SOCCER,Carson Pickett ; Taylor Flint ; Emma Sears ; Kayla Fischer ; Quincy McMahon ; Taylor Huff,SOCCER|UNDER|0.70+;SOCCER|UNDER|0.70+;SOCCER|UNDER|0.70+;SOCCER|UNDER|0.70+;SOCCER|UNDER|0.70+;SOCCER|UNDER|0.70+,0.8828,0.9878,,,,,,,,,,,,,
additive_highT_daily_ticket,,,,,,,,,,,,,,,,,,,,,,,,,0.85,2026-05-30,1.0,6.0,6.0,1.0,1.0,,SOCCER,Rosemonde Kouassi ; Tara Rudd ; Reilyn Turner ; Sammy Smith ; Bradley Barcola ; David Raya,SOCCER|UNDER|0.70+;SOCCER|UNDER|0.70+;SOCCER|UNDER|0.70+;SOCCER|UNDER|0.70+;SOCCER|UNDER|0.70+;SOCCER|UNDER|0.70+,0.9016,0.9791,,,,,,,,,,,,,
additive_highT_summary,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,34.0,,,12.0,,,,,,,,45.0,75.6,5.53,35.3,0.7534,100.0,0.0,2.0,1.0,,,,
additive_highT_length_distribution,,,,,,,,,,,,,,,,,,,,,,,,,0.72,,,2.0,,,,,,,,,,,,,,,,,,,1.0,2.7,,
additive_highT_length_distribution,,,,,,,,,,,,,,,,,,,,,,,,,0.72,,,3.0,,,,,,,,,,,,,,,,,,,1.0,2.7,,
additive_highT_length_distribution,,,,,,,,,,,,,,,,,,,,,,,,,0.72,,,4.0,,,,,,,,,,,,,,,,,,,1.0,2.7,,
additive_highT_length_distribution,,,,,,,,,,,,,,,,,,,,,,,,,0.72,,,5.0,,,,,,,,,,,,,,,,,,,1.0,2.7,,
additive_highT_length_distribution,,,,,,,,,,,,,,,,,,,,,,,,,0.72,,,6.0,,,,,,,,,,,,,,,,,,,33.0,89.2,,
additive_highT_length_distribution,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,2.0,,,,,,,,,,,,,,,,,,,1.0,2.7,,
additive_highT_length_distribution,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,3.0,,,,,,,,,,,,,,,,,,,1.0,2.7,,
additive_highT_length_distribution,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,4.0,,,,,,,,,,,,,,,,,,,2.0,5.4,,
additive_highT_length_distribution,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,5.0,,,,,,,,,,,,,,,,,,,2.0,5.4,,
additive_highT_length_distribution,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,6.0,,,,,,,,,,,,,,,,,,,31.0,83.8,,
additive_highT_length_distribution,,,,,,,,,,,,,,,,,,,,,,,,,0.78,,,2.0,,,,,,,,,,,,,,,,,,,1.0,2.7,,
additive_highT_length_distribution,,,,,,,,,,,,,,,,,,,,,,,,,0.78,,,3.0,,,,,,,,,,,,,,,,,,,1.0,2.7,,
additive_highT_length_distribution,,,,,,,,,,,,,,,,,,,,,,,,,0.78,,,4.0,,,,,,,,,,,,,,,,,,,3.0,8.1,,
additive_highT_length_distribution,,,,,,,,,,,,,,,,,,,,,,,,,0.78,,,5.0,,,,,,,,,,,,,,,,,,,2.0,5.4,,
additive_highT_length_distribution,,,,,,,,,,,,,,,,,,,,,,,,,0.78,,,6.0,,,,,,,,,,,,,,,,,,,30.0,81.1,,
additive_highT_length_distribution,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,2.0,,,,,,,,,,,,,,,,,,,1.0,2.7,,
additive_highT_length_distribution,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,3.0,,,,,,,,,,,,,,,,,,,1.0,2.7,,
additive_highT_length_distribution,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,4.0,,,,,,,,,,,,,,,,,,,3.0,8.1,,
additive_highT_length_distribution,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,5.0,,,,,,,,,,,,,,,,,,,2.0,5.4,,
additive_highT_length_distribution,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,6.0,,,,,,,,,,,,,,,,,,,30.0,81.1,,
additive_highT_length_distribution,,,,,,,,,,,,,,,,,,,,,,,,,0.83,,,2.0,,,,,,,,,,,,,,,,,,,2.0,5.6,,
additive_highT_length_distribution,,,,,,,,,,,,,,,,,,,,,,,,,0.83,,,3.0,,,,,,,,,,,,,,,,,,,2.0,5.6,,
additive_highT_length_distribution,,,,,,,,,,,,,,,,,,,,,,,,,0.83,,,4.0,,,,,,,,,,,,,,,,,,,1.0,2.8,,
additive_highT_length_distribution,,,,,,,,,,,,,,,,,,,,,,,,,0.83,,,5.0,,,,,,,,,,,,,,,,,,,1.0,2.8,,
additive_highT_length_distribution,,,,,,,,,,,,,,,,,,,,,,,,,0.83,,,6.0,,,,,,,,,,,,,,,,,,,30.0,83.3,,
additive_highT_length_distribution,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,2.0,,,,,,,,,,,,,,,,,,,2.0,5.9,,
additive_highT_length_distribution,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,3.0,,,,,,,,,,,,,,,,,,,1.0,2.9,,
additive_highT_length_distribution,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,4.0,,,,,,,,,,,,,,,,,,,2.0,5.9,,
additive_highT_length_distribution,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,5.0,,,,,,,,,,,,,,,,,,,1.0,2.9,,
additive_highT_length_distribution,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,6.0,,,,,,,,,,,,,,,,,,,28.0,82.4,,
additive_highT_crossover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
additive_highT_crossover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
additive_highT_crossover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,
