date,mode,legs_built,legs_hit,all_hit,sports,leg_detail,reason,leg_hr
2026-02-19,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-02-19,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-02-19,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-02-19,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-02-20,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-02-20,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-02-20,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-02-20,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-02-24,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-02-24,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-02-24,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-02-24,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-02-25,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-02-25,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-02-25,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-02-25,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-02-26,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-02-26,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-02-26,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-02-26,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-02-27,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-02-27,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-02-27,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-02-27,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-02-28,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-02-28,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-02-28,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-02-28,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-03-01,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-03-01,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-03-01,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-03-01,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-03-02,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-03-02,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-03-02,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-03-02,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-03-03,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-03-03,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-03-03,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-03-03,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-03-04,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-03-04,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-03-04,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-03-04,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-03-06,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-03-06,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-03-06,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-03-06,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-03-07,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-03-07,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-03-07,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-03-07,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-03-08,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-03-08,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-03-08,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-03-08,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-03-09,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-03-09,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-03-09,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-03-09,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-03-10,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-03-10,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-03-10,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-03-10,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-03-11,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-03-11,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-03-11,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-03-11,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-03-12,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-03-12,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-03-12,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-03-12,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-03-13,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-03-13,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-03-13,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-03-13,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-03-14,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-03-14,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-03-14,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-03-14,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-03-15,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-03-15,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-03-15,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-03-15,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-03-16,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-03-16,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-03-16,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-03-16,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-03-17,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-03-17,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-03-17,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-03-17,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-03-18,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-03-18,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-03-18,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-03-18,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-03-19,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-03-19,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-03-19,bracket_3_1o2u,0,0,0,,,insufficient_legs,
