date,mode,legs_built,legs_hit,all_hit,sports,leg_detail,reason,leg_hr
2026-03-19,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-03-20,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-03-20,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-03-20,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-03-20,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-03-21,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-03-21,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-03-21,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-03-21,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-03-22,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-03-22,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-03-22,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-03-22,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-03-23,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-03-23,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-03-23,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-03-23,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-03-24,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-03-24,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-03-24,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-03-24,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-03-25,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-03-25,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-03-25,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-03-25,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-03-26,bracket_2_1o1u,2,2,1,"CBB,NBA",Paolo Banchero|NBA|OVER|Pts+Asts|W|ml=0.54 ; Zvonimir Ivisic|CBB|UNDER|fg3m|W|ml=0.63,,1.0
2026-03-26,bracket_3_2o1u,3,3,1,"CBB,NBA",Paolo Banchero|NBA|OVER|Pts+Asts|W|ml=0.54 ; Jalen Duren|NBA|OVER|Pts+Rebs+Asts|W|ml=0.54 ; Zvonimir Ivisic|CBB|UNDER|fg3m|W|ml=0.63,,1.0
2026-03-26,bracket_3_1o2u,3,3,1,"CBB,NBA",Paolo Banchero|NBA|OVER|Pts+Asts|W|ml=0.54 ; Zvonimir Ivisic|CBB|UNDER|fg3m|W|ml=0.63 ; Bennett Stirtz|CBB|UNDER|pr|W|ml=0.63,,1.0
2026-03-26,bracket_4_2o2u,4,4,1,"CBB,NBA",Paolo Banchero|NBA|OVER|Pts+Asts|W|ml=0.54 ; Jalen Duren|NBA|OVER|Pts+Rebs+Asts|W|ml=0.54 ; Zvonimir Ivisic|CBB|UNDER|fg3m|W|ml=0.63 ; Bennett Stirtz|CBB|UNDER|pr|W|ml=0.63,,1.0
2026-03-27,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-03-27,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-03-27,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-03-27,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-03-28,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-03-28,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-03-28,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-03-28,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-03-29,bracket_2_1o1u,2,0,0,"CBB,NBA1H",Amen Thompson|NBA1H|OVER|Points|L|ml=0.89 ; Bishop Boswell|CBB|UNDER|reb|L|ml=0.67,,0.0
2026-03-29,bracket_3_2o1u,3,1,0,"CBB,NBA1H",Amen Thompson|NBA1H|OVER|Points|L|ml=0.89 ; Alperen Sengun|NBA1H|OVER|Pts+Rebs+Asts|W|ml=0.89 ; Bishop Boswell|CBB|UNDER|reb|L|ml=0.67,,0.3333333333333333
2026-03-29,bracket_3_1o2u,3,1,0,"CBB,NBA1H",Amen Thompson|NBA1H|OVER|Points|L|ml=0.89 ; Bishop Boswell|CBB|UNDER|reb|L|ml=0.67 ; Aday Mara|CBB|UNDER|reb|W|ml=0.63,,0.3333333333333333
2026-03-29,bracket_4_2o2u,4,2,0,"CBB,NBA1H",Amen Thompson|NBA1H|OVER|Points|L|ml=0.89 ; Alperen Sengun|NBA1H|OVER|Pts+Rebs+Asts|W|ml=0.89 ; Bishop Boswell|CBB|UNDER|reb|L|ml=0.67 ; Aday Mara|CBB|UNDER|reb|W|ml=0.63,,0.5
2026-03-30,bracket_2_1o1u,2,0,0,"NBA,NBA1Q",Stephon Castle|NBA1Q|OVER|Points|L|ml=0.91 ; Shai Gilgeous-Alexander|NBA|UNDER|Rebounds|L|ml=0.88,,0.0
2026-03-30,bracket_3_2o1u,3,0,0,"NBA,NBA1Q",Rudy Gobert|NBA|OVER|Pts+Rebs+Asts|L|ml=0.91 ; Stephon Castle|NBA1Q|OVER|Points|L|ml=0.91 ; Shai Gilgeous-Alexander|NBA|UNDER|Rebounds|L|ml=0.88,,0.0
2026-03-30,bracket_3_1o2u,3,0,0,"NBA,NBA1Q",Stephon Castle|NBA1Q|OVER|Points|L|ml=0.91 ; Shai Gilgeous-Alexander|NBA|UNDER|Rebounds|L|ml=0.88 ; Daniel Gafford|NBA|UNDER|Rebounds|L|ml=0.85,,0.0
2026-03-30,bracket_4_2o2u,4,0,0,"NBA,NBA1Q",Rudy Gobert|NBA|OVER|Pts+Rebs+Asts|L|ml=0.91 ; Stephon Castle|NBA1Q|OVER|Points|L|ml=0.91 ; Shai Gilgeous-Alexander|NBA|UNDER|Rebounds|L|ml=0.88 ; Daniel Gafford|NBA|UNDER|Rebounds|L|ml=0.85,,0.0
2026-03-31,bracket_2_1o1u,2,2,1,"NBA,NBA1Q",Ryan Rollins|NBA1Q|OVER|Points|W|ml=0.91 ; Mikal Bridges|NBA|UNDER|Blocks|W|ml=0.64,,1.0
2026-03-31,bracket_3_2o1u,3,3,1,"NBA,NBA1Q",Ryan Rollins|NBA|OVER|Pts+Rebs|W|ml=0.92 ; Myles Turner|NBA1Q|OVER|Rebounds|W|ml=0.53 ; Mikal Bridges|NBA|UNDER|Blocks|W|ml=0.64,,1.0
2026-03-31,bracket_3_1o2u,3,2,0,"NBA,NBA1Q",Ryan Rollins|NBA1Q|OVER|Points|W|ml=0.91 ; Mikal Bridges|NBA|UNDER|Blocks|W|ml=0.64 ; Deandre Ayton|NBA|UNDER|Steals|L|ml=0.62,,0.6666666666666666
2026-03-31,bracket_4_2o2u,4,3,0,"NBA,NBA1Q",Ryan Rollins|NBA|OVER|Pts+Rebs|W|ml=0.92 ; Myles Turner|NBA1Q|OVER|Rebounds|W|ml=0.53 ; Mikal Bridges|NBA|UNDER|Blocks|W|ml=0.64 ; Deandre Ayton|NBA|UNDER|Steals|L|ml=0.62,,0.75
2026-04-01,bracket_2_1o1u,2,1,0,"NBA,NBA1Q",Christian Braun|NBA1Q|OVER|Assists|W|ml=0.92 ; Cam Spencer|NBA|UNDER|Rebounds|L|ml=0.88,,0.5
2026-04-01,bracket_3_2o1u,3,1,0,"NBA,NBA1Q",Christian Braun|NBA1Q|OVER|Assists|W|ml=0.92 ; Tyrese Maxey|NBA|OVER|Blocks|L|ml=0.92 ; Cam Spencer|NBA|UNDER|Rebounds|L|ml=0.88,,0.3333333333333333
2026-04-01,bracket_3_1o2u,3,2,0,"NBA,NBA1Q",Christian Braun|NBA1Q|OVER|Assists|W|ml=0.92 ; Cam Spencer|NBA|UNDER|Rebounds|L|ml=0.88 ; Draymond Green|NBA|UNDER|Rebounds|W|ml=0.88,,0.6666666666666666
2026-04-01,bracket_4_2o2u,4,2,0,"NBA,NBA1Q",Christian Braun|NBA1Q|OVER|Assists|W|ml=0.92 ; Tyrese Maxey|NBA|OVER|Blocks|L|ml=0.92 ; Cam Spencer|NBA|UNDER|Rebounds|L|ml=0.88 ; Draymond Green|NBA|UNDER|Rebounds|W|ml=0.88,,0.5
2026-04-02,bracket_2_1o1u,2,2,1,"NBA,NBA1Q",Donovan Clingan|NBA1Q|OVER|Rebounds|W|ml=0.65 ; Royce O'Neale|NBA|UNDER|Rebounds|W|ml=0.88,,1.0
2026-04-02,bracket_3_2o1u,3,3,1,"NBA,NBA1Q",Toumani Camara|NBA|OVER|3-PT Made|W|ml=0.91 ; Donovan Clingan|NBA1Q|OVER|Rebounds|W|ml=0.65 ; Royce O'Neale|NBA|UNDER|Rebounds|W|ml=0.88,,1.0
2026-04-02,bracket_3_1o2u,3,3,1,"NBA,NBA1Q",Donovan Clingan|NBA1Q|OVER|Rebounds|W|ml=0.65 ; Royce O'Neale|NBA|UNDER|Rebounds|W|ml=0.88 ; Austin Reaves|NBA|UNDER|Rebounds|W|ml=0.88,,1.0
2026-04-02,bracket_4_2o2u,4,4,1,"NBA,NBA1Q",Toumani Camara|NBA|OVER|3-PT Made|W|ml=0.91 ; Donovan Clingan|NBA1Q|OVER|Rebounds|W|ml=0.65 ; Royce O'Neale|NBA|UNDER|Rebounds|W|ml=0.88 ; Austin Reaves|NBA|UNDER|Rebounds|W|ml=0.88,,1.0
2026-04-03,bracket_2_1o1u,2,1,0,"NBA,NBA1Q",Zion Williamson|NBA1Q|OVER|Rebounds|L|ml=0.91 ; Cody Williams|NBA|UNDER|3-PT Made|W|ml=0.65,,0.5
2026-04-03,bracket_3_2o1u,3,1,0,"NBA,NBA1Q",DeMar DeRozan|NBA|OVER|Pts+Asts|L|ml=0.91 ; Zion Williamson|NBA1Q|OVER|Rebounds|L|ml=0.91 ; Cody Williams|NBA|UNDER|3-PT Made|W|ml=0.65,,0.3333333333333333
2026-04-03,bracket_3_1o2u,3,2,0,"NBA,NBA1Q",Zion Williamson|NBA1Q|OVER|Rebounds|L|ml=0.91 ; Cody Williams|NBA|UNDER|3-PT Made|W|ml=0.65 ; Josh Giddey|NBA|UNDER|Pts+Rebs|W|ml=0.64,,0.6666666666666666
2026-04-03,bracket_4_2o2u,4,2,0,"NBA,NBA1Q",DeMar DeRozan|NBA|OVER|Pts+Asts|L|ml=0.91 ; Zion Williamson|NBA1Q|OVER|Rebounds|L|ml=0.91 ; Cody Williams|NBA|UNDER|3-PT Made|W|ml=0.65 ; Josh Giddey|NBA|UNDER|Pts+Rebs|W|ml=0.64,,0.5
2026-04-04,bracket_2_1o1u,2,2,1,"CBB,NBA",Bam Adebayo|NBA|OVER|Rebs+Asts|W|ml=0.91 ; Jaden Bradley|CBB|UNDER|fantasy|W|ml=1.00,,1.0
2026-04-04,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-04-04,bracket_3_1o2u,3,2,0,"CBB,NBA",Bam Adebayo|NBA|OVER|Rebs+Asts|W|ml=0.91 ; Jaden Bradley|CBB|UNDER|fantasy|W|ml=1.00 ; Braylon Mullins|CBB|UNDER|pts|L|ml=1.00,,0.6666666666666666
2026-04-04,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-04-05,bracket_2_1o1u,2,0,0,"NBA,NBA1H",Devin Booker|NBA1H|OVER|Pts+Rebs+Asts|L|ml=0.91 ; Neemias Queta|NBA|UNDER|Rebounds|L|ml=0.85,,0.0
2026-04-05,bracket_3_2o1u,3,0,0,"NBA,NBA1H",Devin Booker|NBA1H|OVER|Pts+Rebs+Asts|L|ml=0.91 ; Collin Gillespie|NBA|OVER|Assists|L|ml=0.91 ; Neemias Queta|NBA|UNDER|Rebounds|L|ml=0.85,,0.0
2026-04-05,bracket_3_1o2u,3,1,0,"NBA,NBA1H",Devin Booker|NBA1H|OVER|Pts+Rebs+Asts|L|ml=0.91 ; Neemias Queta|NBA|UNDER|Rebounds|L|ml=0.85 ; Jakob Poeltl|NBA|UNDER|Rebounds|W|ml=0.84,,0.3333333333333333
2026-04-05,bracket_4_2o2u,4,1,0,"NBA,NBA1H",Devin Booker|NBA1H|OVER|Pts+Rebs+Asts|L|ml=0.91 ; Collin Gillespie|NBA|OVER|Assists|L|ml=0.91 ; Neemias Queta|NBA|UNDER|Rebounds|L|ml=0.85 ; Jakob Poeltl|NBA|UNDER|Rebounds|W|ml=0.84,,0.25
2026-04-06,bracket_2_1o1u,2,1,0,"CBB,NBA",Evan Mobley|NBA|OVER|Rebs+Asts|L|ml=0.91 ; Silas Demary|CBB|UNDER|pa|W|ml=0.80,,0.5
2026-04-06,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-04-06,bracket_3_1o2u,3,2,0,"CBB,NBA",Evan Mobley|NBA|OVER|Rebs+Asts|L|ml=0.91 ; Silas Demary|CBB|UNDER|pa|W|ml=0.80 ; Solo Ball|CBB|UNDER|stl|W|ml=0.75,,0.6666666666666666
2026-04-06,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-04-07,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-04-07,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-04-07,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-04-07,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-04-08,bracket_2_1o1u,2,1,0,"NBA,NBA1Q",Jamal Murray|NBA1Q|OVER|Points|W|ml=0.91 ; Donovan Clingan|NBA|UNDER|Pts+Asts|L|ml=0.67,,0.5
2026-04-08,bracket_3_2o1u,3,1,0,"NBA,NBA1Q",Jamal Murray|NBA|OVER|Pts+Asts|W|ml=0.92 ; Devin Booker|NBA1Q|OVER|Points|L|ml=0.91 ; Donovan Clingan|NBA|UNDER|Pts+Asts|L|ml=0.67,,0.3333333333333333
2026-04-08,bracket_3_1o2u,3,2,0,"NBA,NBA1Q",Jamal Murray|NBA1Q|OVER|Points|W|ml=0.91 ; Donovan Clingan|NBA|UNDER|Pts+Asts|L|ml=0.67 ; Kris Murray|NBA|UNDER|3-PT Made|W|ml=0.60,,0.6666666666666666
2026-04-08,bracket_4_2o2u,4,2,0,"NBA,NBA1Q",Jamal Murray|NBA|OVER|Pts+Asts|W|ml=0.92 ; Devin Booker|NBA1Q|OVER|Points|L|ml=0.91 ; Donovan Clingan|NBA|UNDER|Pts+Asts|L|ml=0.67 ; Kris Murray|NBA|UNDER|3-PT Made|W|ml=0.60,,0.5
2026-04-09,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-04-09,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-04-09,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-04-09,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-04-10,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-04-10,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-04-10,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-04-10,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-04-11,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-04-11,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-04-11,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-04-11,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-04-12,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-04-12,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-04-12,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-04-12,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-04-13,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-04-13,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-04-13,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-04-13,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-04-14,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-04-14,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-04-14,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-04-14,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-04-15,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-04-15,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-04-15,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-04-15,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-04-16,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-04-16,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-04-16,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-04-16,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-04-17,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-04-17,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-04-17,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-04-17,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-04-18,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-04-18,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-04-18,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-04-18,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-04-19,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-04-19,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-04-19,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-04-19,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-04-20,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-04-20,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-04-20,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-04-20,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-04-21,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-04-21,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-04-21,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-04-21,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-04-22,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-04-22,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-04-22,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-04-22,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-04-23,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-04-23,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-04-23,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-04-23,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-04-24,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-04-24,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-04-24,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-04-24,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-04-25,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-04-25,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-04-25,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-04-25,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-04-26,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-04-26,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-04-26,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-04-26,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-04-27,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-04-27,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-04-27,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-04-27,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-04-28,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-04-28,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-04-28,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-04-28,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-04-29,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-04-29,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-04-29,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-04-29,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-04-30,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-04-30,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-04-30,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-04-30,bracket_4_2o2u,0,0,0,,,insufficient_legs,
2026-05-01,bracket_2_1o1u,0,0,0,,,insufficient_legs,
2026-05-01,bracket_3_2o1u,0,0,0,,,insufficient_legs,
2026-05-01,bracket_3_1o2u,0,0,0,,,insufficient_legs,
2026-05-01,bracket_4_2o2u,0,0,0,,,insufficient_legs,
