espn_player_id,player,pos,team,opp_team,league,line,prop_type,prop_norm,pick_type,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,standard_line,deviation_level,image_url,player_1,player_2,team_1,team_2,id_status,TEAM_NAME,OVERALL_DEF_RANK,OPP_PPG,opp_gaa,opp_saa,opp_pk_pct,opp_gf_per_game,opp_sf_per_game,opp_pp_pct,opp_wins,opp_gp,def_rank,def_tier,updated_at,gp,goals_conceded,goals_conceded_pg,clean_sheets,wins,draws,losses,opp_team_1,opp_team_2,TEAM_NAME_DEF_1,OVERALL_DEF_RANK_DEF_1,OPP_PPG_DEF_1,opp_gaa_DEF_1,opp_saa_DEF_1,opp_pk_pct_DEF_1,opp_gf_per_game_DEF_1,opp_sf_per_game_DEF_1,opp_pp_pct_DEF_1,opp_wins_DEF_1,opp_gp_DEF_1,def_rank_DEF_1,def_tier_DEF_1,updated_at_DEF_1,gp_DEF_1,goals_conceded_DEF_1,goals_conceded_pg_DEF_1,clean_sheets_DEF_1,wins_DEF_1,draws_DEF_1,losses_DEF_1,TEAM_NAME_DEF_2,OVERALL_DEF_RANK_DEF_2,OPP_PPG_DEF_2,opp_gaa_DEF_2,opp_saa_DEF_2,opp_pk_pct_DEF_2,opp_gf_per_game_DEF_2,opp_sf_per_game_DEF_2,opp_pp_pct_DEF_2,opp_wins_DEF_2,opp_gp_DEF_2,def_rank_DEF_2,def_tier_DEF_2,updated_at_DEF_2,gp_DEF_2,goals_conceded_DEF_2,goals_conceded_pg_DEF_2,clean_sheets_DEF_2,wins_DEF_2,draws_DEF_2,losses_DEF_2,is_combo_player,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status,avg_minutes,avg_passes,hit_rate_status,line_games_played_5,line_hits_over_5,line_hits_under_5,line_hits_push_5,line_hit_rate_over_5,line_hit_rate_under_5,line_games_played_10,line_hits_over_10,line_hits_under_10,line_hits_push_10,line_hit_rate_over_10,line_hit_rate_under_10,position_group,minutes_tier,shot_volume,field_involvement,pass_role,is_goalkeeper,shot_role,usage_role,projection,edge,abs_edge,forced_over_only,bet_direction,eligible,void_reason,edge_dr,line_hit_rate,minutes_certainty,prop_weight,reliability_mult,edge_z,line_hit_z,min_z,def_adj,projection_adj,edge_adj,edge_adj_dr,def_rank_signal,def_rank_z,stat_last5_avg_num,stat_last10_avg_num,stat_season_avg_num,avg_vs_line,avg_vs_line_z,prop_hr_prior,prop_hr_z,has_real_stats,rank_score,tier,model_dir,final_bet_direction,final_dir_reason
323061,Fabio Chiarodia,Defender,M'GLADBACH,,SOCCER,2.5,Tackles,tackles,Demon,10469937,10469937,196147,135381,2026-03-13T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/soccer/3h6q9lkwovcu4pynltgnzhy50.webp,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,,MISSING_STAT_VALUES,,,,,,,,,,,,,DEF,HIGH,UNKNOWN,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN,1.5,-1,1,1,OVER,1,,-1,,1,1.01,0.75,-0.3089419627037157,,0.1274922557604025,0,1.5,-1,-1,0,-0.4338195199773355,,,,0,0.7347504895725591,0.48,0.0779240932113708,0,0.1249158534123466,B,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
306889,Fin Stevens,Defender,ST. PAULI,,SOCCER,2.5,Tackles,tackles,Demon,10469943,10469943,254423,135381,2026-03-13T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/soccer/9y3cnx4ymvbndjyu6sk936k4q.webp,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,,MISSING_STAT_VALUES,,,,,,,,,,,,,DEF,HIGH,UNKNOWN,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN,1.5,-1,1,1,OVER,1,,-1,,1,1.01,0.75,-0.3089419627037157,,0.1274922557604025,0,1.5,-1,-1,0,-0.4338195199773355,,,,0,0.7347504895725591,0.48,0.0779240932113708,0,0.1249158534123466,B,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
196029,Franck Honorat,Midfielder,M'GLADBACH,,SOCCER,2.5,Shots,shots,Demon,10469960,10469960,149664,135381,2026-03-13T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/soccer/e0hk5aepnpo7cne006zwahfx1.webp,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,2,,,,,,0.8,0.8,0.8,0,5,0,0,0,1,0,1,OK,,,OK,5,0,5,0,0,1,5,0,5,0,0,1,MID,HIGH,LOW_VOL,FRINGE,UNKNOWN,0,LOW_VOL,FRINGE,0.8,-1.7,1.7,1,OVER,1,,-1.569934680005786,0,1,1.03,0.75,-1.100500853467865,-0.6775259779688999,0.1274922557604025,0,0.8,-1.7,-1.569934680005786,0,-0.4338195199773355,0.8,0.8,0.8,-0.6799999999999999,-0.5169460789973147,0.475,-0.008274129335607902,1,-0.9910605337110422,D,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
290230,Giovanni Reyna,Midfielder,M'GLADBACH,,SOCCER,2.5,Shots,shots,Demon,10469970,10469970,256341,135381,2026-03-13T15:30:00.000-04:00,,,,2,https://static.prizepicks.com/images/players/soccer/2we9yak4ipkr1ljigj20puv6y.webp,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0,0,0,0,2,0,0,0,1,0,1,OK,,,OK,2,0,2,0,0,1,2,0,2,0,0,1,MID,HIGH,LOW_VOL,FRINGE,UNKNOWN,0,LOW_VOL,FRINGE,0,-2.5,2.5,1,OVER,1,,-2.17895874348904,0,1,1.03,0.75,-2.00513958576975,-0.6775259779688999,0.1274922557604025,0,0,-2.5,-2.17895874348904,0,-0.4338195199773355,0,0,0,-1,-1.105979758324314,0.415,-1.042652799899351,1,-1.731860683176369,D,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
184869,Haris Tabakovic,Attacker,M'GLADBACH,,SOCCER,2.5,Shots On Target,shots_on_target,Demon,10469985,10469985,254122,135381,2026-03-13T15:30:00.000-04:00,,,,2,https://static.prizepicks.com/images/players/soccer/24vsicnsc44o2mr9jk0qjvb2t.webp,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,1,,,,,,0.8,0.8,0.8,0,5,0,0,0,1,0,1,OK,,,OK,5,0,5,0,0,1,5,0,5,0,0,1,FWD,HIGH,UNKNOWN,FRINGE,UNKNOWN,0,UNKNOWN,FRINGE,0.8,-1.7,1.7,1,OVER,1,,-1.569934680005786,0,1,1.05,0.75,-1.100500853467865,-0.6775259779688999,0.1274922557604025,0,0.8,-1.7,-1.569934680005786,0,-0.4338195199773355,0.8,0.8,0.8,-0.6799999999999999,-0.5169460789973147,0.4399999999999999,-0.6116616871644598,1,-1.247888278464619,D,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
207317,Hauke Wahl,Defender,ST. PAULI,,SOCCER,2.5,Tackles,tackles,Demon,10469992,10469992,213011,135381,2026-03-13T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/soccer/effmy99qczj7w9kb28u5y7mqd.webp,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,,MISSING_STAT_VALUES,,,,,,,,,,,,,DEF,HIGH,UNKNOWN,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN,1.5,-1,1,1,OVER,1,,-1,,1,1.01,0.75,-0.3089419627037157,,0.1274922557604025,0,1.5,-1,-1,0,-0.4338195199773355,,,,0,0.7347504895725591,0.48,0.0779240932113708,0,0.1249158534123466,B,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
178071,Jackson Irvine,Midfielder,ST. PAULI,,SOCCER,2.5,Shots,shots,Demon,10469999,10469999,210272,135381,2026-03-13T15:30:00.000-04:00,,,,2,https://static.prizepicks.com/images/players/soccer/2ciak27414tln8ac4t4xj38id.webp,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,1,1,,,,,,1,1,1,0,5,0,0,0,1,0,1,OK,,,OK,5,0,5,0,0,1,5,0,5,0,0,1,MID,HIGH,MID_VOL,FRINGE,UNKNOWN,0,MID_VOL,FRINGE,1,-1.5,1.5,1,OVER,1,,-1.411489234785374,0,1,1.03,0.75,-0.8743411703923937,-0.6775259779688999,0.1274922557604025,0,1,-1.5,-1.411489234785374,0,-0.4338195199773355,1,1,1,-0.6,-0.369687659165565,0.415,-1.042652799899351,1,-1.305271448226268,D,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
178071,Jackson Irvine,Midfielder,ST. PAULI,,SOCCER,2.5,Tackles,tackles,Demon,10470002,10470002,210272,135381,2026-03-13T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/soccer/2ciak27414tln8ac4t4xj38id.webp,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,,MISSING_STAT_VALUES,,,,,,,,,,,,,MID,HIGH,UNKNOWN,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN,1.5,-1,1,1,OVER,1,,-1,,1,1.01,0.75,-0.3089419627037157,,0.1274922557604025,0,1.5,-1,-1,0,-0.4338195199773355,,,,0,0.7347504895725591,0.48,0.0779240932113708,0,0.1249158534123466,B,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
349211,Jannik Robatsch,Defender,ST. PAULI,,SOCCER,2.5,Tackles,tackles,Demon,10470017,10470017,253811,135381,2026-03-13T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/soccer/chsws693e3nh0faoi0p3ekgk.webp,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,,MISSING_STAT_VALUES,,,,,,,,,,,,,DEF,HIGH,UNKNOWN,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN,1.5,-1,1,1,OVER,1,,-1,,1,1.01,0.75,-0.3089419627037157,,0.1274922557604025,0,1.5,-1,-1,0,-0.4338195199773355,,,,0,0.7347504895725591,0.48,0.0779240932113708,0,0.1249158534123466,B,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
304793,Jens Castrop,Midfielder,M'GLADBACH,,SOCCER,2.5,Shots,shots,Demon,10470022,10470022,254123,135381,2026-03-13T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/soccer/bh8t0fz0czhgepa3rskdxmt7u.webp,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,0,3,2,,,,,,1.6,1.6,1.6,2,3,0,0.4,0.4,0.6,0.4,0.6,OK,,,OK,5,2,3,0,0.4,0.6,5,2,3,0,0.4,0.6,MID,HIGH,MID_VOL,FRINGE,UNKNOWN,0,MID_VOL,FRINGE,1.6,-0.8999999999999999,0.8999999999999999,1,OVER,1,,-0.9143366600529773,0.4,1,1.03,0.75,-0.1958621211659799,0.9525791000470664,0.1274922557604025,0,1.6,-0.8999999999999999,-0.9143366600529773,0,-0.4338195199773355,1.6,1.6,1.6,-0.36,0.07208760032968464,0.475,-0.008274129335607902,1,0.4205786011012719,A,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
297567,Joel Fujita,Midfielder,ST. PAULI,,SOCCER,2.5,Shots,shots,Demon,10470031,10470031,254964,135381,2026-03-13T15:30:00.000-04:00,,,,2,https://static.prizepicks.com/images/players/soccer/3v695dpbm6bdgifkyhlie6kbu.webp,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,,,1,1,1,0,4,0,0,0,1,0,1,OK,,,OK,4,0,4,0,0,1,4,0,4,0,0,1,MID,HIGH,MID_VOL,FRINGE,UNKNOWN,0,MID_VOL,FRINGE,1,-1.5,1.5,1,OVER,1,,-1.411489234785374,0,1,1.03,0.75,-0.8743411703923937,-0.6775259779688999,0.1274922557604025,0,1,-1.5,-1.411489234785374,0,-0.4338195199773355,1,1,1,-0.6,-0.369687659165565,0.415,-1.042652799899351,1,-1.305271448226268,D,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
297567,Joel Fujita,Midfielder,ST. PAULI,,SOCCER,2.5,Tackles,tackles,Demon,10470035,10470035,254964,135381,2026-03-13T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/soccer/3v695dpbm6bdgifkyhlie6kbu.webp,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,,MISSING_STAT_VALUES,,,,,,,,,,,,,MID,HIGH,UNKNOWN,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN,1.5,-1,1,1,OVER,1,,-1,,1,1.01,0.75,-0.3089419627037157,,0.1274922557604025,0,1.5,-1,-1,0,-0.4338195199773355,,,,0,0.7347504895725591,0.48,0.0779240932113708,0,0.1249158534123466,B,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
272135,Joe Scally,Defender,M'GLADBACH,,SOCCER,2.5,Tackles,tackles,Demon,10470043,10470043,151192,135381,2026-03-13T15:30:00.000-04:00,,,1.5,1,https://static.prizepicks.com/images/players/soccer/43eq31reskwn9veb3vickralm.webp,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,,MISSING_STAT_VALUES,,,,,,,,,,,,,DEF,HIGH,UNKNOWN,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN,1.5,-1,1,1,OVER,1,,-1,,1,1.01,0.75,-0.3089419627037157,,0.1274922557604025,0,1.5,-1,-1,0,-0.4338195199773355,,,,0,0.7347504895725591,0.48,0.0779240932113708,0,0.1249158534123466,B,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
206863,Kevin Diks,Defender,M'GLADBACH,,SOCCER,2.5,Shots,shots,Demon,10470049,10470049,254124,135381,2026-03-13T15:30:00.000-04:00,,,,2,https://static.prizepicks.com/images/players/soccer/7xc0qldxpidl07vij2wgu1sk5.webp,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,1,1,,,,,,,1.5,1.5,1.5,1,3,0,0.25,0.25,0.75,0.25,0.75,OK,,,OK,4,1,3,0,0.25,0.75,4,1,3,0,0.25,0.75,DEF,HIGH,HIGH_VOL,FRINGE,UNKNOWN,0,HIGH_VOL,FRINGE,1.5,-1,1,1,OVER,1,,-1,0.25,1,1.03,0.75,-0.3089419627037157,0.3412896957910789,0.1274922557604025,0,1.5,-1,-1,0,-0.4338195199773355,1.5,1.5,1.5,-0.4,-0.00154160958619035,0.415,-1.042652799899351,1,-0.422996988968572,D,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
206863,Kevin Diks,Defender,M'GLADBACH,,SOCCER,2.5,Tackles,tackles,Demon,10470052,10470052,254124,135381,2026-03-13T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/soccer/7xc0qldxpidl07vij2wgu1sk5.webp,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,,MISSING_STAT_VALUES,,,,,,,,,,,,,DEF,HIGH,UNKNOWN,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN,1.5,-1,1,1,OVER,1,,-1,,1,1.01,0.75,-0.3089419627037157,,0.1274922557604025,0,1.5,-1,-1,0,-0.4338195199773355,,,,0,0.7347504895725591,0.48,0.0779240932113708,0,0.1249158534123466,B,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
175006,Kevin Stöger,Midfielder,M'GLADBACH,,SOCCER,2.5,Shots,shots,Demon,10470058,10470058,209660,135381,2026-03-13T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/soccer/f2o5hj0e2k3kw0fj1xzom0cet.webp,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,1,,,,,,0.6,0.6,0.6,0,5,0,0,0,1,0,1,OK,,,OK,5,0,5,0,0,1,5,0,5,0,0,1,MID,HIGH,LOW_VOL,FRINGE,UNKNOWN,0,LOW_VOL,FRINGE,0.6,-1.9,1.9,1,OVER,1,,-1.72560170343331,0,1,1.03,0.75,-1.326660536543336,-0.6775259779688999,0.1274922557604025,0,0.6,-1.9,-1.72560170343331,0,-0.4338195199773355,0.6,0.6,0.6,-0.76,-0.6642044988290647,0.475,-0.008274129335607902,1,-1.076378380701063,D,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
364803,Louis Oppie,Defender,ST. PAULI,,SOCCER,2.5,Tackles,tackles,Demon,10470080,10470080,253812,135381,2026-03-13T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/soccer/eg5haueyvosx3euq9e0ogdj6y.webp,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,,MISSING_STAT_VALUES,,,,,,,,,,,,,DEF,HIGH,UNKNOWN,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN,1.5,-1,1,1,OVER,1,,-1,,1,1.01,0.75,-0.3089419627037157,,0.1274922557604025,0,1.5,-1,-1,0,-0.4338195199773355,,,,0,0.7347504895725591,0.48,0.0779240932113708,0,0.1249158534123466,B,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
346617,Lukas Ullrich,Defender,M'GLADBACH,,SOCCER,2.5,Tackles,tackles,Demon,10470087,10470087,220223,135381,2026-03-13T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/soccer/b5ovydnz8s9gf0nkwofutr7ys.webp,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,,MISSING_STAT_VALUES,,,,,,,,,,,,,DEF,HIGH,UNKNOWN,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN,1.5,-1,1,1,OVER,1,,-1,,1,1.01,0.75,-0.3089419627037157,,0.1274922557604025,0,1.5,-1,-1,0,-0.4338195199773355,,,,0,0.7347504895725591,0.48,0.0779240932113708,0,0.1249158534123466,B,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
202642,Marvin Friedrich,Defender,M'GLADBACH,,SOCCER,2.5,Tackles,tackles,Demon,10470103,10470103,152302,135381,2026-03-13T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/soccer/ckjid5lfgbx8tdyoi32vbwn9x.webp,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,,MISSING_STAT_VALUES,,,,,,,,,,,,,DEF,HIGH,UNKNOWN,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN,1.5,-1,1,1,OVER,1,,-1,,1,1.01,0.75,-0.3089419627037157,,0.1274922557604025,0,1.5,-1,-1,0,-0.4338195199773355,,,,0,0.7347504895725591,0.48,0.0779240932113708,0,0.1249158534123466,B,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
173141,Mathias Rasmussen,Midfielder,ST. PAULI,,SOCCER,2.5,Tackles,tackles,Demon,10470110,10470110,296536,135381,2026-03-13T15:30:00.000-04:00,,,,1,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,,MISSING_STAT_VALUES,,,,,,,,,,,,,MID,HIGH,UNKNOWN,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN,1.5,-1,1,1,OVER,1,,-1,,1,1.01,0.75,-0.3089419627037157,,0.1274922557604025,0,1.5,-1,-1,0,-0.4338195199773355,,,,0,0.7347504895725591,0.48,0.0779240932113708,0,0.1249158534123466,B,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
233835,Mathias Lage,Midfielder,ST. PAULI,,SOCCER,2.5,Shots,shots,Demon,10470115,10470115,253813,135381,2026-03-13T15:30:00.000-04:00,,,1.5,1,https://static.prizepicks.com/images/players/soccer/3ynh418z6f6bfjz674vs40f6x.webp,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,,,,,,,,2.333,2.333,2.333,2,1,0,0.667,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,OK,,,OK,3,2,1,0,0.6666666666666666,0.3333333333333333,3,2,1,0,0.6666666666666666,0.3333333333333333,MID,HIGH,HIGH_VOL,FRINGE,UNKNOWN,0,HIGH_VOL,FRINGE,2.333,-0.1669999999999998,0.1669999999999998,1,OVER,1,,-0.2184283476546897,0.6666666666666666,1,1.03,0.75,0.6330131173056222,2.039315818724377,0.1274922557604025,0,2.333,-0.1669999999999998,-0.2184283476546897,0,-0.4338195199773355,2.333,2.333,2.333,-0.06679999999999993,0.6117897090130481,0.475,-0.008274129335607902,1,1.446847008221184,A,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
212237,Nico Elvedi,Defender,M'GLADBACH,,SOCCER,2.5,Tackles,tackles,Demon,10470127,10470127,169511,135381,2026-03-13T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/soccer/8k5c8po5gx3vnxx36viq08xqt.webp,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,,MISSING_STAT_VALUES,,,,,,,,,,,,,DEF,HIGH,UNKNOWN,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN,1.5,-1,1,1,OVER,1,,-1,,1,1.01,0.75,-0.3089419627037157,,0.1274922557604025,0,1.5,-1,-1,0,-0.4338195199773355,,,,0,0.7347504895725591,0.48,0.0779240932113708,0,0.1249158534123466,B,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
,Nikola Vasilj,Goalkeeper,ST. PAULI,,SOCCER,2.5,Goalie Saves,saves,Goblin,10470130,10470130,210268,135381,2026-03-13T15:30:00.000-04:00,,,3,1,https://static.prizepicks.com/images/manual/Nikola Vasilj.png,,,,,UNRESOLVED_SINGLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_ID,,,MISSING_STAT_VALUES,,,,,,,,,,,,,GK,HIGH,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,UNKNOWN,3,0.5,0.5,1,OVER,1,,0.5547847360339225,,1,1.06,1.06,1.387255660362319,,0.1274922557604025,0,3,0.5,0.5547847360339225,0,-0.4338195199773355,,,,0,0.7347504895725591,0.6599999999999999,3.181060104902599,0,1.549204439411702,A,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM
275805,Philipp Sander,Midfielder,M'GLADBACH,,SOCCER,2.5,Shots,shots,Demon,10470136,10470136,216337,135381,2026-03-13T15:30:00.000-04:00,,,0.5,2,https://static.prizepicks.com/images/players/soccer/7zbu2y3nlj4dyhe1qdj15g3xl.webp,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,2,2,0,,,,,,1.4,1.4,1.4,1,4,0,0.2,0.2,0.8,0.2,0.8,OK,,,OK,5,1,4,0,0.2,0.8,5,1,4,0,0.2,0.8,MID,HIGH,MID_VOL,FRINGE,UNKNOWN,0,MID_VOL,FRINGE,1.4,-1.1,1.1,1,OVER,1,,-1.084385701403318,0.2,1,1.03,0.75,-0.4220218042414514,0.1375265610390832,0.1274922557604025,0,1.4,-1.1,-1.084385701403318,0,-0.4338195199773355,1.4,1.4,1.4,-0.4400000000000001,-0.07517081950206535,0.415,-1.042652799899351,1,-0.5994518808201112,D,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
275805,Philipp Sander,Midfielder,M'GLADBACH,,SOCCER,2.5,Tackles,tackles,Demon,10470139,10470139,216337,135381,2026-03-13T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/soccer/7zbu2y3nlj4dyhe1qdj15g3xl.webp,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,,MISSING_STAT_VALUES,,,,,,,,,,,,,MID,HIGH,UNKNOWN,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN,1.5,-1,1,1,OVER,1,,-1,,1,1.01,0.75,-0.3089419627037157,,0.1274922557604025,0,1.5,-1,-1,0,-0.4338195199773355,,,,0,0.7347504895725591,0.48,0.0779240932113708,0,0.1249158534123466,B,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
294291,Ricky-Jade Jones,Attacker,ST. PAULI,,SOCCER,2.5,Shots,shots,Demon,10470142,10470142,253814,135381,2026-03-13T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/soccer/3e79d5436l57bfj3ywbjvfr6y.webp,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,,MISSING_STAT_VALUES,,,,,,,,,,,,,FWD,HIGH,UNKNOWN,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN,1.5,-1,1,1,OVER,1,,-1,,1,1.03,0.75,-0.3089419627037157,,0.1274922557604025,0,1.5,-1,-1,0,-0.4338195199773355,,,,0,0.7347504895725591,0.475,-0.008274129335607902,0,0.1074129965927744,B,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
