projection_id,player_name,team,prop_type,line_score,start_time,sport,league,pick_type,standard_line,goblin_line,demon_line,pp_projection_id,player_id,pp_game_id,player,line,pos,opp_team,pp_home_team,pp_away_team,image_url,tournament,prop_norm,unsupported_prop,espn_athlete_id,tour
12084759,Susan Bandecchi,SUSAN BANDECCHI,Aces,2.5,2026-05-14T10:30:00.000-04:00,Tennis,TENNIS,Demon,,,,12084759,240834,159240,Susan Bandecchi,2.5,Player,,,,https://static.prizepicks.com/images/manual/susanb.png,,aces,0,,ATP
12095073,Susan Bandecchi,SUSAN BANDECCHI,Break Points Won,2.5,2026-05-14T10:30:00.000-04:00,Tennis,TENNIS,Goblin,,,,12095073,240834,159240,Susan Bandecchi,2.5,Player,,,,https://static.prizepicks.com/images/manual/susanb.png,,break_points_won,0,,ATP
12084749,Jessica Bouzas Maneiro,JESSICA BOUZAS MANEIRO,Aces,1.5,2026-05-14T10:30:00.000-04:00,Tennis,TENNIS,Demon,,,,12084749,267999,159240,Jessica Bouzas Maneiro,1.5,Player,,,,https://static.prizepicks.com/images/manual/bouzas.png,,aces,0,6059,WTA
12084758,Susan Bandecchi,SUSAN BANDECCHI,Aces,1.5,2026-05-14T10:30:00.000-04:00,Tennis,TENNIS,Demon,,,,12084758,240834,159240,Susan Bandecchi,1.5,Player,,,,https://static.prizepicks.com/images/manual/susanb.png,,aces,0,,ATP
12084748,Jessica Bouzas Maneiro,JESSICA BOUZAS MANEIRO,Aces,0.5,2026-05-14T10:30:00.000-04:00,Tennis,TENNIS,Goblin,,,,12084748,267999,159240,Jessica Bouzas Maneiro,0.5,Player,,,,https://static.prizepicks.com/images/manual/bouzas.png,,aces,0,6059,WTA
12084756,Jessica Bouzas Maneiro,JESSICA BOUZAS MANEIRO,Total Tie Breaks,0.5,2026-05-14T10:30:00.000-04:00,Tennis,TENNIS,Demon,,,,12084756,267999,159240,Jessica Bouzas Maneiro,0.5,Player,,,,https://static.prizepicks.com/images/manual/bouzas.png,,total_tie_breaks,1,6059,WTA
12084757,Susan Bandecchi,SUSAN BANDECCHI,Aces,0.5,2026-05-14T10:30:00.000-04:00,Tennis,TENNIS,Goblin,,,,12084757,240834,159240,Susan Bandecchi,0.5,Player,,,,https://static.prizepicks.com/images/manual/susanb.png,,aces,0,,ATP
12084504,Gauff C / McNally C,GAUFF C / MCNALLY C,Total Games,19.5,2026-05-14T12:00:00.000-04:00,Tennis,TENNIS,Standard,19.5,,,12084504,317274,159187,Gauff C / McNally C,19.5,Player,,,,https://static.prizepicks.com/images/manual/GauffCaty.png,,match_total_games,0,,ATP
12084502,Gauff C / McNally C,GAUFF C / MCNALLY C,Fantasy Score,12.0,2026-05-14T12:00:00.000-04:00,Tennis,TENNIS,Standard,12.0,,,12084502,317274,159187,Gauff C / McNally C,12.0,Player,,,,https://static.prizepicks.com/images/manual/GauffCaty.png,,fantasy_score,1,,ATP
12077696,Daniil Medvedev,DANIIL MEDVEDEV,Fantasy Score,19.5,2026-05-14T13:00:00.000-04:00,Tennis,TENNIS,Standard,19.5,,,12077696,201271,158994,Daniil Medvedev,19.5,Player,,,,https://www.atptour.com/-/media/alias/player-headshot/mm58,,fantasy_score,1,2383,ATP
