espn_player_id,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,player,pos,team,opp_team,league,line,prop_type,prop_norm,pick_type,standard_line,deviation_level,image_url,player_1,player_2,team_1,team_2,id_status,is_combo_player
364366,10795649,10795649,309300,138791,2026-03-25T18:00:00.000-04:00,,,Rodrigo Auzmendi,Attacker,SAN LORENZO,RIESTRA,SOCCER,4.5,Shots,shots,Demon,,2,,,,,,OK,0
283675,10795537,10795537,198725,138791,2026-03-25T18:00:00.000-04:00,,,Alexis Cuello,Attacker,SAN LORENZO,RIESTRA,SOCCER,3.5,Shots,shots,Demon,,2,https://static.prizepicks.com/images/manual/Alexis Cuello.png,,,,,OK,0
379677,10795568,10795568,274045,138791,2026-03-25T18:00:00.000-04:00,,,Gabriel Obredor,Midfielder,RIESTRA,SAN LORENZO,SOCCER,3.5,Shots,shots,Demon,,2,https://static.prizepicks.com/images/manual/Gabriel Obredor.png,,,,,OK,0
155955,10795598,10795598,199395,138791,2026-03-25T18:00:00.000-04:00,,,Jonathan Herrera,Attacker,RIESTRA,SAN LORENZO,SOCCER,3.5,Shots,shots,Demon,,2,https://static.prizepicks.com/images/manual/Jonathan Herrera .png,,,,,OK,0
168277,10795612,10795612,297153,138791,2026-03-25T18:00:00.000-04:00,,,Luciano Vietto,Attacker,SAN LORENZO,RIESTRA,SOCCER,3.5,Shots,shots,Demon,,2,,,,,,OK,0
364366,10795648,10795648,309300,138791,2026-03-25T18:00:00.000-04:00,,,Rodrigo Auzmendi,Attacker,SAN LORENZO,RIESTRA,SOCCER,3.5,Shots,shots,Demon,,1,,,,,,OK,0
396010,10795519,10795519,274036,138791,2026-03-25T18:00:00.000-04:00,,,Agustín Ladstatter,Defender,SAN LORENZO,RIESTRA,SOCCER,2.5,Shots,shots,Demon,,2,https://static.prizepicks.com/images/manual/Agustín Ladstatter.png,,,,,OK,0
114767,10795528,10795528,274037,138791,2026-03-25T18:00:00.000-04:00,,,Alexander Díaz,Attacker,RIESTRA,SAN LORENZO,SOCCER,2.5,Shots,shots,Demon,,1,https://static.prizepicks.com/images/manual/Alexander Díaz.png,,,,,OK,0
283675,10795536,10795536,198725,138791,2026-03-25T18:00:00.000-04:00,,,Alexis Cuello,Attacker,SAN LORENZO,RIESTRA,SOCCER,2.5,Shots,shots,Demon,,1,https://static.prizepicks.com/images/manual/Alexis Cuello.png,,,,,OK,0
310778,10795542,10795542,274038,138791,2026-03-25T18:00:00.000-04:00,,,Antony Alonso,Attacker,RIESTRA,SAN LORENZO,SOCCER,2.5,Shots,shots,Demon,,1,https://static.prizepicks.com/images/manual/Antony Alonso.png,,,,,OK,0
