projection_id,player_id,player_name,team,position,stat_type,line_score,pick_type,is_promo,description,away_team,home_team,game_start,game_id,fetched_at,stat_norm,player_role,opponent,is_home,nhl_player_id,combo_prop,combo_player_ids,opp_gaa,opp_saa,opp_pk_pct,opp_gf_per_game,opp_sf_per_game,opp_pp_pct,opp_gp,def_rank,def_tier,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status
11072031,223235,Olen Zellweger,ANA,D,Goals,0.5,demon,False,STL,STL,ANA,2026-04-03T22:00:00.000-04:00,141299,2026-04-03T11:37:44Z,goals,SKATER,STL,1,8482803,False,,3.294,0.0,0.0,2.618,0.0,0.0,68.0,24.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA
11072032,236767,Oskar Sundqvist,STL,F,Goals,0.5,demon,False,ANA,STL,ANA,2026-04-03T22:00:00.000-04:00,141299,2026-04-03T11:37:44Z,goals,SKATER,ANA,0,8476897,False,,3.435,0.0,0.0,3.319,0.0,0.0,69.0,29.0,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA
11072033,218232,Pavel Buchnevich,STL,F,Goals,0.5,demon,False,ANA,STL,ANA,2026-04-03T22:00:00.000-04:00,141299,2026-04-03T11:37:44Z,goals,SKATER,ANA,0,8477402,False,,3.435,0.0,0.0,3.319,0.0,0.0,69.0,29.0,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA
11072034,226661,Philip Broberg,STL,D,Goals,0.5,demon,False,ANA,STL,ANA,2026-04-03T22:00:00.000-04:00,141299,2026-04-03T11:37:44Z,goals,SKATER,ANA,0,8481598,False,,3.435,0.0,0.0,3.319,0.0,0.0,69.0,29.0,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA
11072035,268039,Pius Suter,STL,F,Goals,0.5,demon,False,ANA,STL,ANA,2026-04-03T22:00:00.000-04:00,141299,2026-04-03T11:37:44Z,goals,SKATER,ANA,0,8480459,False,,3.435,0.0,0.0,3.319,0.0,0.0,69.0,29.0,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA
11072036,58601,Robert Thomas,STL,F,Goals,0.5,demon,False,ANA,STL,ANA,2026-04-03T22:00:00.000-04:00,141299,2026-04-03T11:37:44Z,goals,SKATER,ANA,0,8480023,False,,3.435,0.0,0.0,3.319,0.0,0.0,69.0,29.0,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA
11072037,268296,Ryan Poehling,ANA,F,Goals,0.5,demon,False,STL,STL,ANA,2026-04-03T22:00:00.000-04:00,141299,2026-04-03T11:37:44Z,goals,SKATER,STL,1,8480068,False,,3.294,0.0,0.0,2.618,0.0,0.0,68.0,24.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA
11072038,218368,Troy Terry,ANA,F,Goals,0.5,demon,False,STL,STL,ANA,2026-04-03T22:00:00.000-04:00,141299,2026-04-03T11:37:44Z,goals,SKATER,STL,1,8478873,False,,3.294,0.0,0.0,2.618,0.0,0.0,68.0,24.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA
11074230,218252,Frank Vatrano,ANA,F,Goals,0.5,demon,False,STL,STL,ANA,2026-04-03T22:00:00.000-04:00,141299,2026-04-03T11:37:44Z,goals,SKATER,STL,1,8478366,False,,3.294,0.0,0.0,2.618,0.0,0.0,68.0,24.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA
11074236,291289,Tim Washe,ANA,F,Goals,0.5,demon,False,STL,STL,ANA,2026-04-03T22:00:00.000-04:00,141299,2026-04-03T11:37:44Z,goals,SKATER,STL,1,8485512,False,,3.294,0.0,0.0,2.618,0.0,0.0,68.0,24.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA
11082598,310072,Nathan Gaucher,ANA,F,Goals,0.5,demon,False,STL,STL,ANA,2026-04-03T22:00:00.000-04:00,141299,2026-04-03T11:37:44Z,goals,SKATER,STL,1,8483444,False,,3.294,0.0,0.0,2.618,0.0,0.0,68.0,24.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA
11082754,218287,Alex Killorn,ANA,F,Assists,0.5,demon,False,STL,STL,ANA,2026-04-03T22:00:00.000-04:00,141299,2026-04-03T11:37:44Z,assists,SKATER,STL,1,8473986,False,,3.294,0.0,0.0,2.618,0.0,0.0,68.0,24.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA
11082755,218287,Alex Killorn,ANA,F,Plus/Minus,0.5,demon,False,STL,STL,ANA,2026-04-03T22:00:00.000-04:00,141299,2026-04-03T11:37:44Z,plus/minus,SKATER,STL,1,8473986,False,,3.294,0.0,0.0,2.618,0.0,0.0,68.0,24.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA
