espn_player_id,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,player,pos,team,opp_team,league,line,prop_type,prop_norm,pick_type,standard_line,deviation_level,image_url,player_1,player_2,team_1,team_2,id_status,is_combo_player
368992,10754942,10754942,188780,145416,2026-03-22T09:00:00.000-04:00,,,Pau Cubarsí,Defender,BARCELONA,,SOCCER,84.5,Passes Attempted,passes,Standard,84.5,0,https://static.prizepicks.com/images/manual/Pau_Cubarsí.png,,,,,OK,0
195032|297362,10783009,10783009,308999,145416,2026-03-22T09:00:00.000-04:00,,,Joan García + Augusto Batalla,Goalkeeper,BARCELONA/RAYO,,SOCCER,62.5,Passes Attempted (Combo),passes attempted (combo),Standard,62.5,0,https://static.prizepicks.com/images/players/CMBO_group_ivtejq5PvgbOdeYaB2oNopay.webp,Joan García,Augusto Batalla,BARCELONA,RAYO,OK,1
362150,10754938,10754938,151740,145416,2026-03-22T09:00:00.000-04:00,,,Lamine Yamal,Attacker,BARCELONA,,SOCCER,50.5,Passes Attempted,passes,Standard,50.5,0,https://static.prizepicks.com/images/players/soccer/abr79wsl0folgkyvl821ggs2c.webp,,,,,OK,0
140754,10755094,10755094,252160,145416,2026-03-22T09:00:00.000-04:00,,,Florian Lejeune,Defender,RAYO,,SOCCER,39.5,Passes Attempted,passes,Standard,39.5,0,https://static.prizepicks.com/images/players/soccer/533095rnz0k8mxqe6gzn0mfo5.webp,,,,,OK,0
195032,10754987,10754987,252972,145416,2026-03-22T09:00:00.000-04:00,,,Augusto Batalla,Goalkeeper,RAYO,,SOCCER,36.5,Passes Attempted,passes,Standard,36.5,0,https://static.prizepicks.com/images/players/soccer/9h6xf4ac4rpsjpummcdx26z9.webp,,,,,OK,0
297362,10754952,10754952,253598,145416,2026-03-22T09:00:00.000-04:00,,,Joan García,Goalkeeper,BARCELONA,,SOCCER,28.5,Passes Attempted,passes,Standard,28.5,0,https://static.prizepicks.com/images/manual/Joan_García.png,,,,,OK,0
260740,10754976,10754976,252166,145416,2026-03-22T09:00:00.000-04:00,,,Jorge Frutos,Attacker,RAYO,,SOCCER,9.5,Passes Attempted,passes,Standard,9.5,0,https://static.prizepicks.com/images/players/soccer/c157xhi78x9cykn7xz816bjd.webp,,,,,OK,0
362150,10778060,10778060,151740,145416,2026-03-22T09:00:00.000-04:00,,,Lamine Yamal,Attacker,BARCELONA,,SOCCER,9.5,Attempted Dribbles,attempted_dribbles,Standard,9.5,0,https://static.prizepicks.com/images/players/soccer/abr79wsl0folgkyvl821ggs2c.webp,,,,,OK,0
195032,10752861,10752861,252972,145416,2026-03-22T09:00:00.000-04:00,,,Augusto Batalla,Goalkeeper,RAYO,,SOCCER,4.5,Goalie Saves,saves,Standard,4.5,0,https://static.prizepicks.com/images/players/soccer/9h6xf4ac4rpsjpummcdx26z9.webp,,,,,OK,0
362150,10757610,10757610,151740,145416,2026-03-22T09:00:00.000-04:00,,,Lamine Yamal,Attacker,BARCELONA,,SOCCER,4.0,Shots,shots,Standard,4.0,0,https://static.prizepicks.com/images/players/soccer/abr79wsl0folgkyvl821ggs2c.webp,,,,,OK,0
125824,10757609,10757609,149107,145416,2026-03-22T09:00:00.000-04:00,,,Robert Lewandowski,Attacker,BARCELONA,,SOCCER,3.5,Shots,shots,Standard,3.5,0,https://static.prizepicks.com/images/players/soccer/afxjicw89683nlpms9yy5x51x.webp,,,,,OK,0
231050,10757612,10757612,149108,145416,2026-03-22T09:00:00.000-04:00,,,Raphinha,Attacker,BARCELONA,,SOCCER,3.5,Shots,shots,Standard,3.5,0,https://static.prizepicks.com/images/players/soccer/2wl6h1rlrfnn2mr65vuo3t815.webp,,,,,OK,0
362150,10778063,10778063,151740,145416,2026-03-22T09:00:00.000-04:00,,,Lamine Yamal,Attacker,BARCELONA,,SOCCER,3.5,Crosses,crosses,Standard,3.5,0,https://static.prizepicks.com/images/players/soccer/abr79wsl0folgkyvl821ggs2c.webp,,,,,OK,0
297362,10752860,10752860,253598,145416,2026-03-22T09:00:00.000-04:00,,,Joan García,Goalkeeper,BARCELONA,,SOCCER,2.5,Goalie Saves,saves,Standard,2.5,0,https://static.prizepicks.com/images/manual/Joan_García.png,,,,,OK,0
265869,10757611,10757611,150389,145416,2026-03-22T09:00:00.000-04:00,,,Ferran Torres,Attacker,BARCELONA,,SOCCER,2.5,Shots,shots,Standard,2.5,0,https://static.prizepicks.com/images/players/soccer/2szgrzcosfeifh664tgt3mfvt.webp,,,,,OK,0
354334,10757613,10757613,173504,145416,2026-03-22T09:00:00.000-04:00,,,Fermín López,Midfielder,BARCELONA,,SOCCER,2.5,Shots,shots,Standard,2.5,0,https://static.prizepicks.com/images/players/soccer/cjll1xrw3xulnl23c9tlf6rys.webp,,,,,OK,0
