projection_id,pp_projection_id,player_id,pp_game_id,league,start_time,player,image_url,pos,team,opp_team,pp_home_team,pp_away_team,prop_type,line,pick_type
10783704,10783704,198797,138276,SOCCER,2026-03-23T18:00:00.000-04:00,Guido Carrillo,https://static.prizepicks.com/images/manual/Guido Carrillo .png,Attacker,ESTUDIANTES,,,,Passes Attempted,24.5,Standard
10783803,10783803,297637,138276,SOCCER,2026-03-23T18:00:00.000-04:00,Michael Santos,https://static.prizepicks.com/images/manual/Michael_Santos.png,Attacker,CÓRDOBA SDE,,,,Passes Attempted,14.5,Standard
10783805,10783805,296871,138276,SOCCER,2026-03-23T18:00:00.000-04:00,Alejandro Maciel,https://static.prizepicks.com/images/manual/Alejandro_Maciel.png,Defender,CÓRDOBA SDE,,,,Clearances,10.5,Standard
10783709,10783709,275341,138276,SOCCER,2026-03-23T18:00:00.000-04:00,Leandro Pírez,https://static.prizepicks.com/images/manual/Leandro_González_Pírez.png,Defender,ESTUDIANTES,,,,Clearances,5.5,Standard
10783696,10783696,198797,138276,SOCCER,2026-03-23T18:00:00.000-04:00,Guido Carrillo,https://static.prizepicks.com/images/manual/Guido Carrillo .png,Attacker,ESTUDIANTES,,,,Shots,3.0,Standard
10783700,10783700,198798,138276,SOCCER,2026-03-23T18:00:00.000-04:00,Tiago Palacios,https://static.prizepicks.com/images/manual/Tiago Palacios .webp,Midfielder,ESTUDIANTES,,,,Shots,2.5,Standard
10783707,10783707,275342,138276,SOCCER,2026-03-23T18:00:00.000-04:00,Ezequiel Piovi,https://static.prizepicks.com/images/manual/Ezequiel_Piovi.png,Midfielder,ESTUDIANTES,,,,Tackles,2.5,Standard
10783804,10783804,246057,138276,SOCCER,2026-03-23T18:00:00.000-04:00,Matías Vera,https://static.prizepicks.com/images/manual/Matías Gabriel Vera.png,Midfielder,CÓRDOBA SDE,,,,Tackles,2.0,Standard
10783705,10783705,247085,138276,SOCCER,2026-03-23T18:00:00.000-04:00,Eric Meza,https://static.prizepicks.com/images/manual/Eric Meza .png,Defender,ESTUDIANTES,,,,Attempted Dribbles,1.5,Standard
10783706,10783706,198797,138276,SOCCER,2026-03-23T18:00:00.000-04:00,Guido Carrillo,https://static.prizepicks.com/images/manual/Guido Carrillo .png,Attacker,ESTUDIANTES,,,,Attempted Dribbles,0.5,Standard
10754042,10754042,199536,138276,SOCCER,2026-03-23T18:00:00.000-04:00,Edwuin Cetré,https://static.prizepicks.com/images/manual/Edwuin Cetré.png,Attacker,ESTUDIANTES,,,,Shots,4.5,Demon
