sport,feature,n,hit_mean,miss_mean,delta,corr_with_hit
CBB,edge,26239,0.43986396083872964,-0.5113595387050577,0.9512234995437874,0.18397871416930223
CBB,ml_prob,2043,0.590464946006828,0.566558093358671,0.02390685264815695,0.10745441047253261
CBB,strat_hit_rate,7485,0.5542689269919495,0.5276228565019733,0.026646070489976248,0.14664122866754986
CBB,strat_n,7485,86.97614503816794,84.13483146067416,2.8413135774937786,0.03648648211288938
CBB,margin,8191,3.9532233557629692,-3.351283482142857,7.304506837905826,0.6974824571686927
MLB,hit_rate,246155,0.4239938388689347,0.2861288107183182,0.13786502815061652,0.2910995988695443
MLB,edge,257790,-0.10379855558421458,-0.8050804993065188,0.7012819437223042,0.19131593870726715
MLB,ml_prob,250548,0.4812731344867848,0.3709538594588423,0.11031927502794253,0.2164120810731462
MLB,strat_hit_rate,55816,0.5940980779571435,0.5813226341997011,0.01277544375744244,0.1027682196797107
MLB,strat_n,55816,3688.910275627887,3501.0319107536648,187.87836487422237,0.037740882577880726
MLB,l5_side,215551,2.031774956740119,1.1681486608806773,0.8636262958594418,0.2987985134551456
MLB,l10_side,38674,3.9691235916401477,2.283876215476763,1.6852473761633848,0.3308811691468176
MLB,l5_over,215551,1.9564951074223236,1.1395426228635324,0.8169524845587912,0.2900895763070137
MLB,l5_under,215551,2.9718389660505644,3.7863598849901496,-0.8145209189395852,-0.28348963208029804
MLB,l10_over,38674,3.8933516814311515,2.25148815025696,1.6418635311741916,0.32786739531796416
MLB,l10_under,38674,5.62277457641696,7.258697822309314,-1.6359232458923536,-0.29747933391548675
MLB,hit_rate_l5,204193,0.04317699817060338,0.01147980677413919,0.03169719139646419,0.10138316232622303
MLB,hit_rate_l10,6398,0.016917293233082706,0.004215456674473068,0.012701836558609639,0.06541657503968325
MLB,margin,257790,1.2664895537786949,-1.2803994452149792,2.546888998993674,0.5391706358210758
MLB,team_top3_rank,56064,2.012532411408816,1.991798040051129,0.020734371357687076,0.01198363736280028
MLB,team_bottom3_rank,23053,2.05078125,2.0530234792529876,-0.00224222925298756,-0.0012314020163317527
NBA,hit_rate,82660,0.6301330040724373,0.5647275500511472,0.06540545402129017,0.1380922334412934
NBA,edge,120355,2.330118824564543,1.5319372596108742,0.7981815649536688,0.13243257256237284
NBA,ml_prob,51250,0.6677609600445454,0.6177040247743659,0.050056935270179514,0.10712487759694134
NBA,strat_hit_rate,104379,0.5879847759573177,0.5662809585067786,0.021703817450539065,0.1331888948208219
NBA,strat_n,104379,405.7366751065671,373.14467446458775,32.592000641979325,0.05396353103347724
NBA,l5_side,82660,3.308270513820293,2.971722928540114,0.3365475852801789,0.15392539209092837
NBA,l10_side,21967,6.40606948874903,5.156442901234568,1.249626587514462,0.28466745127553295
NBA,l5_over,82660,3.1354085434537735,2.8036497150372646,0.33175882841650894,0.13972200202185658
NBA,l5_under,82660,1.8339831903647865,2.1585653222270933,-0.3245821318623068,-0.13822011052119848
NBA,l10_over,21967,6.17898094663333,4.999614197530864,1.1793667491024662,0.2597601361157151
NBA,l10_under,21967,3.7275627209242175,4.903645833333333,-1.1760831124091156,-0.2615910539569651
NBA,hit_rate_l5,82660,0.1257256736851226,0.0751041209995616,0.05062155268556101,0.0825659005311735
NBA,hit_rate_l10,10958,0.03811944091486658,0.01716001716001716,0.020959423754849424,0.06154501053644099
NBA,usage_pct,100816,0.2053389125075917,0.2047586206896552,0.0005802918179365069,0.005007748465733447
NBA,margin,128967,4.631602287974013,-3.5130600735875652,8.144662361561577,0.6622793147737515
NBA,team_top3_rank,41114,2.0167347648439535,2.0139717252043297,0.0027630396396238766,0.0016925176238678124
NBA,team_bottom3_rank,2217,2.3297520661157023,2.3296921549155907,5.9911200111617546e-05,3.761886628357488e-05
NBA1H,hit_rate,1741,0.5898804347826088,0.5726877791311409,0.01719265565146788,0.03289252547653435
NBA1H,edge,2359,4.161624282198523,5.212377192982456,-1.0507529107839328,-0.06763474790669448
