sport,feature,n,hit_mean,miss_mean,delta,corr_with_hit
NBA1H,ml_prob,1908,0.8426261352169526,0.8392431842966194,0.0033829509203332497,0.00891618452213525
NBA1H,strat_hit_rate,2030,0.6342646279526941,0.6246999280040847,0.009564699948609423,0.04563076165227912
NBA1H,strat_n,2030,69.90440487347703,67.56801661474559,2.3363882587314464,0.05067690878048763
NBA1H,l5_side,1741,3.026086956521739,2.9244823386114494,0.10160461791028963,0.044466105736598906
NBA1H,l10_side,696,5.329608938547486,5.227810650887574,0.10179828765991239,0.025659523876974986
NBA1H,l5_over,1741,2.757608695652174,2.663824604141291,0.09378409151088274,0.03675907840481134
NBA1H,l5_under,1741,1.8510869565217392,1.9780755176613884,-0.1269885611396493,-0.05216302161371012
NBA1H,l10_over,696,4.687150837988827,4.810650887573964,-0.12350004958513772,-0.027937208578292082
NBA1H,l10_under,696,3.7458100558659218,4.038461538461538,-0.2926514825956166,-0.07621663296382927
NBA1H,hit_rate_l5,1702,0.10421286031042129,0.09,0.014212860310421294,0.023910028734457547
NBA1H,usage_pct,763,0.2249248120300752,0.22296703296703296,0.001957779063042231,0.017158171054234176
NBA1H,margin,2584,3.955256312165264,-3.465450274079875,7.420706586245139,0.7684621874852655
NBA1H,team_top3_rank,1232,2.008605851979346,1.956989247311828,0.05161660466751794,0.03192427271033271
NBA1Q,hit_rate,7677,0.7958036984352774,0.6138576439283986,0.18194605450687884,0.3259393540669955
NBA1Q,edge,10056,2.711944032921811,2.80734488821904,-0.09540085529722919,-0.011346142983496704
NBA1Q,ml_prob,8427,0.8204794106606607,0.723019651500484,0.09745975916017668,0.23920517046746964
NBA1Q,strat_hit_rate,5484,0.843333737554629,0.7920018469305384,0.051331890624090604,0.15671038439376006
NBA1Q,strat_n,5484,180.0652018151421,164.7000771010023,15.365124714139796,0.08590689131653204
NBA1Q,l5_side,7677,3.653932127616338,2.9615384615384617,0.6923936660778764,0.24756723782391596
NBA1Q,l10_side,1253,6.570190641247834,4.3698224852071,2.2003681560407333,0.3968463121425809
NBA1Q,l5_over,7677,3.626498679130258,2.9136429608127723,0.7128557183174857,0.24966089387627946
NBA1Q,l5_under,7677,0.9575289575289575,1.8370827285921625,-0.879553771063205,-0.3259118574521928
NBA1Q,l10_over,1253,6.478336221837089,4.329881656804734,2.148454565032355,0.3860703707577734
NBA1Q,l10_under,1253,3.440207972270364,5.60207100591716,-2.161863033646796,-0.38559633292547096
NBA1Q,hit_rate_l5,7536,0.34590163934426227,0.1536144578313253,0.19228718151293697,0.20501195687359391
NBA1Q,margin,10918,2.2387261738726174,-1.756326987681971,3.9950531615545883,0.7020570498657601
NBA1Q,team_top3_rank,5124,1.9567835635848387,1.813993915688831,0.1427896478960078,0.08764268893965535
NBA1Q,team_bottom3_rank,140,2.383720930232558,2.2222222222222223,0.1614987080103356,0.13937886671086772
NHL,hit_rate,34710,0.318623885005415,0.22178731723211012,0.09683656777330488,0.21264307885734418
NHL,edge,58633,0.5780127789400279,-0.6307170162945082,1.208729795234536,0.17347245693129595
NHL,ml_prob,30529,0.32993018692673864,0.2534303020624202,0.07649988486431847,0.157693424820942
NHL,strat_hit_rate,11657,0.6239933769259102,0.5368382100435728,0.08715516688233738,0.2620622760865292
NHL,strat_n,11657,119.64147320649327,97.68572874493927,21.955744461554005,0.14080365210905776
NHL,l5_side,34710,2.102786255784188,1.167067160835743,0.9357190949484451,0.30563956905698286
NHL,l10_side,34710,4.207640051196219,2.3748625422555287,1.8327775089406906,0.3426053207986794
NHL,l5_over,34710,1.5350989465393325,1.0686270516841119,0.46647189485522067,0.1802863974927666
NHL,l5_under,34710,3.4116372944767157,3.868162749969454,-0.45652545549273826,-0.16839634222455568
NHL,l10_over,34710,3.162252633651669,2.2076324685374495,0.9546201651142194,0.21731119764947945
NHL,l10_under,34710,6.686226247907847,7.615932879892478,-0.9297066319846312,-0.19640118289486083
NHL,hit_rate_l5,34687,0.09102551472761304,0.016669383762634497,0.07435613096497855,0.17598839968339014
NHL,hit_rate_l10,34357,0.046308257974759015,0.009508520622375895,0.03679973735238312,0.1187912696376995
NHL,margin,52370,0.8574581381920832,-0.9211130141641518,1.778571152356235,0.16854517511604544
NHL,team_top3_rank,15685,1.8974409839317596,1.9303833145434048,-0.0329423306116452,-0.018974496993584257
NHL,team_bottom3_rank,2091,2.1864864864864866,2.10575246949448,0.08073401699200655,0.03853241146611235
SOCCER,hit_rate,62432,0.3129962943356273,0.14430388664918392,0.1686924076864434,0.2812586421836188
SOCCER,edge,68128,0.826910129951464,-1.0964998012790403,1.9234099312305042,0.6052206641416065
SOCCER,ml_prob,52522,0.3351539467645709,0.2743863511847692,0.060767595579801714,0.07331292380859826
SOCCER,strat_hit_rate,3651,0.487906945387418,0.4500148626739099,0.037892082713508135,0.13441565601695465
SOCCER,strat_n,3651,151.96029173419774,156.8626396359123,-4.902347901714563,-0.05801038511526128
SOCCER,l5_side,57210,1.4489854793730166,0.538655444233193,0.9103300351398236,0.33235647618933745
SOCCER,l5_over,57210,1.3178190210597174,0.5234880690436009,0.7943309520161165,0.30583411916862563
SOCCER,l5_under,57210,3.102702182902202,3.9462946743286835,-0.8435924914264814,-0.2585041290361661
SOCCER,hit_rate_l5,57210,0.023656120780844312,0.002862575035782188,0.020793545745062123,0.09872284771961393
SOCCER,margin,60614,1.0874401577020558,-1.2110546226056325,2.2984947803076885,0.41863649907537853
SOCCER,team_top3_rank,9620,1.8001933612632937,1.967930029154519,-0.16773666789122532,-0.09674126474058804
SOCCER,team_bottom3_rank,2745,2.0405405405405403,2.0164732309996256,0.02406730954091474,0.0047453231042441394
TENNIS,hit_rate,10258,0.4086617532971296,0.2641731770833334,0.14448857621379624,0.23699612737548195
TENNIS,edge,11196,-0.5230157665213017,-2.3087425441265976,1.785726777605296,0.16786848159763865
TENNIS,ml_prob,11196,0.5209023482053003,0.42922762020693855,0.0916747279983618,0.185433809830562
TENNIS,strat_hit_rate,5131,0.6433095082895035,0.2764656192898743,0.3668438889996292,0.6041954984923154
TENNIS,strat_n,5131,568.6386206896552,437.93166441136674,130.7069562782885,0.2274124101522172
TENNIS,l5_side,10265,1.5748642358417377,1.2064524521920126,0.36841178364972516,0.1579307961798419
TENNIS,l5_over,10265,1.4724592707525213,1.1788734226616366,0.2935858480908846,0.12700476708510286
TENNIS,l5_under,10265,2.169899146625291,2.584233120853389,-0.4143339742280978,-0.15937324024170454
TENNIS,hit_rate_l5,10242,0.0038880248833592537,0.002216427640156454,0.0016715972432027998,0.014137211091585078
WNBA,hit_rate,24778,0.4843937419614272,0.3465082278870725,0.13788551407435473,0.2552348137561442
WNBA,edge,27437,-0.7081044957472661,-2.391644989004084,1.6835404932568179,0.1550475961094406
WNBA,ml_prob,27437,0.6296846554417636,0.5659657869934024,0.06371886844836117,0.12131461429210418
WNBA,strat_hit_rate,6430,0.5885856664925462,0.5371037238505234,0.05148194264202277,0.15250373029077646
WNBA,strat_n,6430,53.1441416893733,52.754347826086956,0.3897938632863429,0.004285530509303392
WNBA,l5_side,24778,2.5484432411525817,1.8308395677472984,0.7176036734052833,0.2555634136061726
WNBA,l10_side,24639,4.908322812469652,3.4773392832240972,1.4309835292455544,0.30069383532080163
WNBA,l5_over,24778,2.3543801972539162,1.702549182599058,0.6518310146548583,0.23811356537705228
WNBA,l5_under,24778,2.428833881260878,3.0942089221390967,-0.6653750408782186,-0.24267038618183773
WNBA,l10_over,24639,4.534913081480043,3.2602844791521406,1.274628602327902,0.2789763146512126
WNBA,l10_under,24639,5.085656016315432,6.449937247245852,-1.3642812309304198,-0.28882517183609013
WNBA,hit_rate_l5,3433,0.03939592908732764,0.014659685863874346,0.024736243223453296,0.07776084668848646
WNBA,hit_rate_l10,2536,0.005977796754910333,0.002197802197802198,0.003779994557108135,0.03006902004572439
WNBA,usage_pct,6018,0.21340659762178749,0.20833509234828498,0.005071505273502502,0.05520318966308226
WNBA,margin,27437,4.205302898802291,-4.748765315739869,8.95406821454216,0.698479894517726
WNBA,team_top3_rank,14431,1.8506291877757803,1.8826997112608277,-0.03207052348504735,-0.019934813157264388
WNBA,team_bottom3_rank,1441,2.492929292929293,2.313953488372093,0.17897580455719986,0.11213058538323664
