PLAYER_NAME,PLAYER_NORM,TEAM,season_avg,games,avg_min,category,team_slate,team_def_key,rank_on_team,leader_side,PLAYER_NAME_split,n_games,n_elite,n_weak,avg_delta_all,avg_delta_vs_elite,avg_delta_vs_weak,avg_delta_vs_mid,def_rank_corr,weak_over_rate,elite_over_rate,def_boost,overperform_vs_weak,fades_vs_elite,player,team,opp_team,prop_norm,line,bet_direction,final_bet_direction,rank_score,edge,edge_score,tier,slate_opp_def_rank,slate_opp_def_tier,line_hit_rate_over_ou_5,stat_last5_avg,player_norm,on_slate,slate_edge_signal
Leila Lacan,leila lacan,CON,2.0416666666666665,24,28.583333333333332,reb,CON,CON,3,bottom,Leila Lacan,21.0,8.0,8.0,0.527876187280212,1.4551742117531592,0.163265931372549,-0.37242424242424244,-0.39824318246905965,0.375,0.75,-1.2919082803806101,False,False,,,,,,,,,,,,,,,,,False,False
Aneesah Morrow,aneesah morrow,CON,9.095238095238095,21,23.761904761904763,reb,CON,CON,1,top,Aneesah Morrow,18.0,6.0,6.0,0.06269458287002155,-1.1977507872244713,0.7675805675805675,0.6182539682539682,0.21098787933914187,0.5,0.3333333333333333,1.9653313548050386,False,True,,,,,,,,,,,,,,,,,False,False
Olivia Nelson-Ododa,olivia nelson ododa,CON,5.967741935483871,31,20.903225806451612,reb,CON,CON,2,top,Olivia Nelson-Ododa,28.0,10.0,10.0,1.696267724239678,1.940241565452092,1.3934076792772445,1.7698754789272029,0.0021615767651635208,0.7,0.6,-0.5468338861748474,False,False,,,,,,,,,,,,,,,,,False,False
Brittney Griner,brittney griner,CON,5.7,20,24.6,reb,CON,CON,3,top,Brittney Griner,17.0,5.0,8.0,0.7296173928663459,1.314935064935065,-0.38492647058823526,2.2270580296896085,-0.2443636000296195,0.375,0.6,-1.6998615355233002,False,False,,,,,,,,,,,,,,,,,False,False
Brittney Griner,brittney griner,CON,0.45,20,24.6,stl,CON,CON,1,bottom,Brittney Griner,17.0,5.0,8.0,-0.07133343219438648,0.051226551226551245,-0.46253063725490196,0.5578609986504723,-0.3810495587329381,0.125,0.4,-0.5137571884814532,False,False,,,,,,,,,,,,,,,,,False,False
Hailey Van Lith,hailey van lith,CON,0.6923076923076923,13,15.461538461538462,stl,CON,CON,2,bottom,Hailey Van Lith,12.0,3.0,3.0,-0.14359806859806865,0.03787878787878788,-0.10512820512820513,-0.25357142857142856,-0.09688774143227745,0.3333333333333333,0.6666666666666666,-0.14300699300699302,False,False,,,,,,,,,,,,,,,,,False,False
Aaliyah Edwards,aaliyah edwards,CON,0.7142857142857143,21,20.428571428571427,stl,CON,CON,3,bottom,Aaliyah Edwards,18.0,7.0,6.0,-0.3069287934097016,-0.38832199546485263,-0.8361201205628449,0.44205128205128197,-0.24675573231548817,0.0,0.14285714285714285,-0.4477981250979923,False,True,,,,,,,,,,,,,,,,,False,False
Leila Lacan,leila lacan,CON,1.7083333333333333,24,28.583333333333332,stl,CON,CON,1,top,Leila Lacan,21.0,8.0,8.0,-0.04665638813885067,0.29058614996114995,0.042721463585434216,-0.7292490118577074,-0.11944239408545201,0.375,0.5,-0.24786468637571574,False,False,,,,,,,,,,,,,,,,,False,False
Aneesah Morrow,aneesah morrow,CON,1.0952380952380953,21,23.761904761904763,stl,CON,CON,2,top,Aneesah Morrow,18.0,6.0,6.0,-0.17444591871836454,0.12401674119940372,0.07407407407407407,-0.7214285714285714,0.14641138537970327,0.3333333333333333,0.3333333333333333,-0.049942667125329646,False,False,,,,,,,,,,,,,,,,,False,False
Kennedy Burke,kennedy burke,CON,1.0,34,23.323529411764707,stl,CON,CON,3,top,Kennedy Burke,31.0,9.0,11.0,0.2506069946012677,0.16201042997020013,0.16269510209824167,0.41100698543880365,-0.04838505428142991,0.7272727272727273,0.4444444444444444,0.0006846721280415469,False,False,,,,,,,,,,,,,,,,,False,False
Hailey Van Lith,hailey van lith,CON,0.9230769230769231,13,15.461538461538462,stocks,CON,CON,1,bottom,Hailey Van Lith,12.0,3.0,3.0,-0.08463018463018462,-0.21043771043771042,0.36239316239316227,-0.24523809523809523,0.16223642565447557,0.6666666666666666,0.6666666666666666,0.5728308728308726,True,False,,,,,,,,,,,,,,,,,False,False
Diamond Miller,diamond miller,CON,0.9714285714285714,35,22.37142857142857,stocks,CON,CON,2,bottom,Diamond Miller,32.0,10.0,11.0,-0.020513295160335676,0.09331688047054434,-0.1349952320406866,-0.00951333612623931,-0.08808951459738887,0.2727272727272727,0.7,-0.22831211251123096,False,False,,,,,,,,,,,,,,,,,False,False
Charlisse Leger-Walker,charlisse leger walker,CON,1.0285714285714285,35,22.857142857142858,stocks,CON,CON,3,bottom,Charlisse Leger-Walker,32.0,10.0,11.0,0.16617866771951767,0.2671910189189398,-0.03885652647016288,0.2793844517279052,-0.1528233999482596,0.36363636363636365,0.6,-0.3060475453891027,False,False,,,,,,,,,,,,,,,,,False,False
Brittney Griner,brittney griner,CON,2.1,20,24.6,stocks,CON,CON,1,top,Brittney Griner,17.0,5.0,8.0,0.5641204505140948,1.0460317460317463,0.04692606209150327,0.9961201079622132,-0.31409364600789585,0.375,0.8,-0.999105683940243,False,False,,,,,,,,,,,,,,,,,False,False
Leila Lacan,leila lacan,CON,2.0833333333333335,24,28.583333333333332,stocks,CON,CON,2,top,Leila Lacan,21.0,8.0,8.0,0.21467151441431767,0.39159177810493595,0.3857055322128851,-0.3420553359683794,-0.007299113201183204,0.625,0.5,-0.005886245892050834,False,False,,,,,,,,,,,,,,,,,False,False
Kennedy Burke,kennedy burke,CON,1.8235294117647058,34,23.323529411764707,stocks,CON,CON,3,top,Kennedy Burke,31.0,9.0,11.0,0.25833222456543214,0.16419733175993206,0.07346284006884313,0.5202210668119759,-0.04596872104347377,0.5454545454545454,0.6666666666666666,-0.09073449169108894,False,False,,,,,,,,,,,,,,,,,False,False
Awak Kuier,awak kuier,DAL,1.0,28,17.928571428571427,ast,DAL,DAL,1,bottom,Awak Kuier,25.0,6.0,8.0,-0.10721462801866627,-0.6736609686609687,0.27607475513822266,-0.07699981178242052,0.10139929533700957,0.375,0.16666666666666666,0.9497357237991914,False,True,,,,,,,,,,,,,,,,,False,False
Alanna Smith,alanna smith,DAL,1.2592592592592593,27,18.037037037037038,ast,DAL,DAL,2,bottom,Alanna Smith,24.0,9.0,7.0,-0.7525329667360054,-1.0863745331708718,-0.5265889665889666,-0.5746622046254399,0.1220911328285099,0.2857142857142857,0.1111111111111111,0.5597855665819053,False,True,Alanna Smith,DAL,GSV,ast,4.5,OVER,OVER,-4.517692424474495,-3.35,,D,1,Elite,0,1.4,alanna smith,True,False
Azzi Fudd,azzi fudd,DAL,1.8387096774193548,31,30.903225806451612,ast,DAL,DAL,3,bottom,Azzi Fudd,28.0,9.0,7.0,0.5039955324057849,0.42752472969864275,0.8533882783882785,0.35753619927968705,0.15075854751280673,1.0,0.5555555555555556,0.4258635486896357,False,False,,,,,,,,,,,,,,,,,False,False
Paige Bueckers,paige bueckers,DAL,5.970588235294118,34,32.794117647058826,ast,DAL,DAL,1,top,Paige Bueckers,31.0,11.0,8.0,0.09264075265428151,0.0067880864297171165,0.9123626893939394,-0.37514226113297316,0.14825963030458747,0.5,0.5454545454545454,0.9055746029642223,False,False,Paige Bueckers,DAL,GSV,ast,3.5,OVER,OVER,2.372349709179603,1.6500000000000004,-0.1615713610789827,C,1,Elite,0.8,5.4,paige bueckers,True,False
Jessica Shepard,jessica shepard,DAL,5.25,32,32.6875,ast,DAL,DAL,2,top,Jessica Shepard,29.0,10.0,7.0,0.0018050069136751755,0.13983414590707727,-0.16177988677988672,-0.017794754259582064,-0.1115591413799684,0.42857142857142855,0.4,-0.30161403268696396,False,False,Jessica Shepard,DAL,GSV,ast,2.5,OVER,OVER,1.810325587534325,1.9499999999999993,-0.2060547140414831,C,1,Elite,0.4,3.8,jessica shepard,True,False
Arike Ogunbowale,arike ogunbowale,DAL,3.0,34,29.88235294117647,ast,DAL,DAL,3,top,Arike Ogunbowale,31.0,10.0,9.0,0.26569223515718454,-0.3335477437904972,0.6921114747049147,0.44524445461945455,0.22004999441539083,0.4444444444444444,0.4,1.0256592184954119,False,True,Arike Ogunbowale,DAL,GSV,ast,1.5,OVER,OVER,3.70977974656218,2.1,-0.2117458091427954,B,1,Elite,0.6,3.2,arike ogunbowale,True,False
Arike Ogunbowale,arike ogunbowale,DAL,0.058823529411764705,34,29.88235294117647,blk,DAL,DAL,1,bottom,Arike Ogunbowale,31.0,10.0,9.0,-9.052789979629457e-05,0.051018492680470054,-0.06765057222913821,0.007988654863654866,-0.09209996795451018,0.0,0.1,-0.11866906490960827,False,False,,,,,,,,,,,,,,,,,False,False
Jessica Shepard,jessica shepard,DAL,0.0625,32,32.6875,blk,DAL,DAL,2,bottom,Jessica Shepard,29.0,10.0,7.0,0.06206385127792056,0.18688172043010753,0.0,-0.005747126436781609,-0.1697426120342198,0.0,0.1,-0.18688172043010753,False,False,,,,,,,,,,,,,,,,,False,False
Odyssey Sims,odyssey sims,DAL,0.08,25,17.2,blk,DAL,DAL,3,bottom,Odyssey Sims,22.0,8.0,5.0,0.022174469738530725,-0.06632395382395383,-0.12096273291925466,0.18036040327062,0.07953610347388092,0.0,0.0,-0.054638779095300835,False,False,,,,,,,,,,,,,,,,,False,False
Awak Kuier,awak kuier,DAL,1.3214285714285714,28,17.928571428571427,blk,DAL,DAL,1,top,Awak Kuier,25.0,6.0,8.0,0.22289680899907036,-0.5961039886039886,0.28812015584461403,0.6221893554403437,0.13703724819551483,0.375,0.16666666666666666,0.8842241444486026,False,True,,,,,,,,,,,,,,,,,False,False
Azzi Fudd,azzi fudd,DAL,0.8064516129032258,31,30.903225806451612,blk,DAL,DAL,2,top,Azzi Fudd,28.0,9.0,7.0,0.11752927618196664,0.46660915573959066,-0.003454878454878542,-0.07370654328142492,-0.1149024148874421,0.42857142857142855,0.5555555555555556,-0.4700640341944692,False,False,,,,,,,,,,,,,,,,,False,False
Alanna Smith,alanna smith,DAL,0.5185185185185185,27,18.037037037037038,blk,DAL,DAL,3,top,Alanna Smith,24.0,9.0,7.0,0.1041493861483934,0.21040067229998577,0.1406998556998557,-0.04736497162967751,0.04113972370186568,0.5714285714285714,0.4444444444444444,-0.06970081660013006,False,False,,,,,,,,,,,,,,,,,False,False
Awak Kuier,awak kuier,DAL,2.9285714285714284,28,17.928571428571427,fg2a,DAL,DAL,1,bottom,Awak Kuier,25.0,6.0,8.0,0.36409595470213335,-1.652364672364672,0.43112856928646404,1.4152325770408773,0.24159526921496918,0.5,0.16666666666666666,2.0834932416511363,False,True,,,,,,,,,,,,,,,,,False,False
Alanna Smith,alanna smith,DAL,3.111111111111111,27,18.037037037037038,fg2a,DAL,DAL,2,bottom,Alanna Smith,24.0,9.0,7.0,0.4060307802686487,1.377053883060748,-0.19012598512598508,-0.16473304065215832,-0.2768024040193774,0.2857142857142857,0.5555555555555556,-1.567179868186733,False,False,,,,,,,,,,,,,,,,,False,False
Odyssey Sims,odyssey sims,DAL,3.6,25,17.2,fg2a,DAL,DAL,3,bottom,Odyssey Sims,22.0,8.0,5.0,-0.7025532347399049,-0.7652958152958154,-0.10388198757763974,-0.9793771893359096,0.13314306425325506,0.4,0.375,0.6614138277181756,False,True,,,,,,,,,,,,,,,,,False,False
Paige Bueckers,paige bueckers,DAL,10.617647058823529,34,32.794117647058826,fg2a,DAL,DAL,1,top,Paige Bueckers,31.0,11.0,8.0,1.4931123106497939,1.4003139972163525,3.3868513257575756,0.31568475455859374,0.15922878820110253,0.875,0.6363636363636364,1.9865373285412231,True,False,Paige Bueckers,DAL,GSV,fg2a,10.5,OVER,OVER,-2.979199374997954,0.5999999999999996,-0.137078232712984,C,1,Elite,0.6,11.4,paige bueckers,True,False
Jessica Shepard,jessica shepard,DAL,9.8125,32,32.6875,fg2a,DAL,DAL,2,top,Jessica Shepard,29.0,10.0,7.0,1.4035412213095317,0.4594191767403547,1.0505411255411254,2.3962263143154168,0.13382520596112166,0.5714285714285714,0.4,0.5911219488007707,True,False,,,,,,,,,,,,,,,,,False,False
Arike Ogunbowale,arike ogunbowale,DAL,7.0588235294117645,34,29.88235294117647,fg2a,DAL,DAL,3,top,Arike Ogunbowale,31.0,10.0,9.0,-0.26778100494621315,-1.3222646026621032,1.1857743401469565,-0.47921118233618204,0.28764424641525504,0.6666666666666666,0.3,2.5080389428090597,True,True,Arike Ogunbowale,DAL,GSV,fg2a,6.5,OVER,OVER,-3.20070979215783,0.5999999999999988,-0.1672506676794613,C,1,Elite,0.4,6,arike ogunbowale,True,False
Odyssey Sims,odyssey sims,DAL,1.64,25,17.2,fg2m,DAL,DAL,1,bottom,Odyssey Sims,22.0,8.0,5.0,-0.8139051866775836,-0.8282016594516595,-0.625207039337474,-0.9060295149562436,0.08486972333668517,0.2,0.125,0.20299462011418545,False,True,,,,,,,,,,,,,,,,,False,False
Alanna Smith,alanna smith,DAL,1.7407407407407407,27,18.037037037037038,fg2m,DAL,DAL,2,bottom,Alanna Smith,24.0,9.0,7.0,0.28461896711850443,0.863582209806466,0.0926504051504052,-0.19874218918336561,-0.23370321175952824,0.42857142857142855,0.5555555555555556,-0.7709318046560608,False,False,,,,,,,,,,,,,,,,,False,False
Awak Kuier,awak kuier,DAL,1.75,28,17.928571428571427,fg2m,DAL,DAL,3,bottom,Awak Kuier,25.0,6.0,8.0,0.07541858395564144,-1.0035754985754985,0.07852738936330267,0.6616998614034187,0.21588952988671165,0.625,0.16666666666666666,1.0821028879388013,True,True,,,,,,,,,,,,,,,,,False,False
Jessica Shepard,jessica shepard,DAL,5.9375,32,32.6875,fg2m,DAL,DAL,1,top,Jessica Shepard,29.0,10.0,7.0,0.7871653515426518,0.3654013891671675,0.7743589743589745,1.1461057068793672,0.10161747640196198,0.5714285714285714,0.5,0.40895758519180697,False,False,,,,,,,,,,,,,,,,,False,False
Paige Bueckers,paige bueckers,DAL,5.882352941176471,34,32.794117647058826,fg2m,DAL,DAL,2,top,Paige Bueckers,31.0,11.0,8.0,0.7459426900348649,0.6519102165158168,2.2241429924242424,-0.15332774416559247,0.14959932164436177,0.875,0.5454545454545454,1.5722327759084256,True,False,Paige Bueckers,DAL,GSV,fg2m,6,UNDER,UNDER,-0.6858825493760734,-0.049999999999998934,-0.1163070664297738,A,1,Elite,0.5,6.2,paige bueckers,True,False
Azzi Fudd,azzi fudd,DAL,3.193548387096774,31,30.903225806451612,fg2m,DAL,DAL,3,top,Azzi Fudd,28.0,9.0,7.0,0.06349670331613644,-0.37204202131738373,-0.7207209457209457,0.8476110420629075,-0.20177160243855094,0.42857142857142855,0.3333333333333333,-0.34867892440356196,False,True,,,,,,,,,,,,,,,,,False,False
Jessica Shepard,jessica shepard,DAL,0.0,32,32.6875,fg3m,DAL,DAL,1,bottom,Jessica Shepard,29.0,10.0,7.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,False,False,,,,,,,,,,,,,,,,,False,False
Odyssey Sims,odyssey sims,DAL,0.64,25,17.2,fg3m,DAL,DAL,2,bottom,Odyssey Sims,22.0,8.0,5.0,-0.029892275449382708,-0.2941197691197691,0.8978002070393376,-0.31040810468055047,0.4153508279408037,0.6,0.25,1.1919199761591068,True,False,,,,,,,,,,,,,,,,,False,False
Alanna Smith,alanna smith,DAL,0.6666666666666666,27,18.037037037037038,fg3m,DAL,DAL,3,bottom,Alanna Smith,24.0,9.0,7.0,0.07010557062078128,0.4458098749288681,-0.24335997335997336,-0.07827942074265604,-0.27754421789255895,0.14285714285714285,0.7777777777777778,-0.6891698482888414,False,False,Alanna Smith,DAL,GSV,fg3m,0.5,OVER,OVER,3.357202663546192,0.7,0.0212726449897912,C,1,Elite,0.8,1.4,alanna smith,True,False
Azzi Fudd,azzi fudd,DAL,1.967741935483871,31,30.903225806451612,fg3m,DAL,DAL,1,top,Azzi Fudd,28.0,9.0,7.0,0.632273205742351,0.46408250901004533,1.0958125208125207,0.4880182945006484,0.1871986714771448,0.7142857142857143,0.6666666666666666,0.6317300118024753,True,False,,,,,,,,,,,,,,,,,False,False
Paige Bueckers,paige bueckers,DAL,1.7647058823529411,34,32.794117647058826,fg3m,DAL,DAL,2,top,Paige Bueckers,31.0,11.0,8.0,-0.18627727530127436,-0.03901477088109579,0.1764725378787879,-0.5631011131398128,-0.002931200531973256,0.625,0.5454545454545454,0.21548730875988367,False,False,Paige Bueckers,DAL,GSV,fg3m,0.5,OVER,OVER,5.311238892344401,1.3,-0.08507557071402072,C,1,Elite,1,1.8,paige bueckers,True,False
Arike Ogunbowale,arike ogunbowale,DAL,1.7058823529411764,34,29.88235294117647,fg3m,DAL,DAL,3,top,Arike Ogunbowale,31.0,10.0,9.0,-0.15046606804970478,0.3561055818897866,-0.30767368299977005,-0.4547033984533984,-0.0810006776883019,0.3333333333333333,0.7,-0.6637792648895566,False,False,Arike Ogunbowale,DAL,GSV,fg3m,3.5,OVER,OVER,-4.517692424474495,-2.35,,D,1,Elite,0,0.8,arike ogunbowale,True,False
Awak Kuier,awak kuier,DAL,4.892857142857143,28,17.928571428571427,fga,DAL,DAL,1,bottom,Awak Kuier,25.0,6.0,8.0,0.5602622894606877,-1.3537108262108262,0.4107394554762976,1.712991504542888,0.12335857504273737,0.625,0.3333333333333333,1.7644502816871237,True,True,,,,,,,,,,,,,,,,,False,False
Odyssey Sims,odyssey sims,DAL,5.28,25,17.2,fga,DAL,DAL,2,bottom,Odyssey Sims,22.0,8.0,5.0,-0.3586067991957383,-0.7462121212121213,2.2261904761904767,-1.45006722150685,0.3057391872659544,0.8,0.25,2.9724025974025983,True,True,,,,,,,,,,,,,,,,,False,False
Alanna Smith,alanna smith,DAL,5.518518518518518,27,18.037037037037038,fga,DAL,DAL,3,bottom,Alanna Smith,24.0,9.0,7.0,0.9425750608103126,2.3393452890020394,-0.42887307137307157,0.5712256697550815,-0.30414376539827775,0.2857142857142857,0.6666666666666666,-2.768218360375111,False,False,,,,,,,,,,,,,,,,,False,False
Paige Bueckers,paige bueckers,DAL,15.058823529411764,34,32.794117647058826,fga,DAL,DAL,1,top,Paige Bueckers,31.0,11.0,8.0,1.8010249747848592,1.4654791570374102,3.901131628787879,0.7085375383846749,0.16612442573333427,1.0,0.8181818181818182,2.435652471750469,True,False,Paige Bueckers,DAL,GSV,fga,13.5,OVER,OVER,0.6471721563458362,2.3000000000000007,-0.2353118398345551,B,1,Elite,0.8,16.2,paige bueckers,True,False
Arike Ogunbowale,arike ogunbowale,DAL,12.294117647058824,34,29.88235294117647,fga,DAL,DAL,2,top,Arike Ogunbowale,31.0,10.0,9.0,-0.6226679871270476,-2.0440689182667198,1.1046950095558028,-0.7336894586894589,0.30018395211340365,0.5555555555555556,0.3,3.1487639278225226,True,True,Arike Ogunbowale,DAL,GSV,fga,9.5,OVER,OVER,0.9966879029785761,2.0,-0.2036156443214225,B,1,Elite,0.8,10.4,arike ogunbowale,True,False
Azzi Fudd,azzi fudd,DAL,11.193548387096774,31,30.903225806451612,fga,DAL,DAL,3,top,Azzi Fudd,28.0,9.0,7.0,1.9494219087319087,2.226853768882754,2.4783050283050287,1.432832860534455,-0.07352845241330487,0.7142857142857143,0.6666666666666666,0.25145125942227464,False,False,,,,,,,,,,,,,,,,,False,False
Odyssey Sims,odyssey sims,DAL,2.28,25,17.2,fgm,DAL,DAL,1,bottom,Odyssey Sims,22.0,8.0,5.0,-0.8437974621269663,-1.1223214285714285,0.2725931677018633,-1.216437619636794,0.25554039871273304,0.8,0.125,1.3949145962732918,True,True,,,,,,,,,,,,,,,,,False,False
Alanna Smith,alanna smith,DAL,2.4074074074074074,27,18.037037037037038,fgm,DAL,DAL,2,bottom,Alanna Smith,24.0,9.0,7.0,0.35472453773928575,1.3093920847353342,-0.15070956820956832,-0.27702160992602165,-0.29703040397629576,0.42857142857142855,0.6666666666666666,-1.4601016529449025,False,False,,,,,,,,,,,,,,,,,False,False
Awak Kuier,awak kuier,DAL,2.4285714285714284,28,17.928571428571427,fgm,DAL,DAL,3,bottom,Awak Kuier,25.0,6.0,8.0,0.04356254144593079,-1.4168304843304844,0.03152654449094072,0.8488940078366956,0.2750002107971838,0.25,0.0,1.4483570288214251,False,True,,,,,,,,,,,,,,,,,False,False
Paige Bueckers,paige bueckers,DAL,7.647058823529412,34,32.794117647058826,fgm,DAL,DAL,1,top,Paige Bueckers,31.0,11.0,8.0,0.5596654147335907,0.6128954456347212,2.40061553030303,-0.7164288573054053,0.14390615103019974,0.75,0.6363636363636364,1.787720084668309,True,False,Paige Bueckers,DAL,GSV,fgm,7,OVER,OVER,-2.297032572751241,0.75,-0.1797031695342836,C,1,Elite,0.5,8,paige bueckers,True,False
Jessica Shepard,jessica shepard,DAL,5.9375,32,32.6875,fgm,DAL,DAL,2,top,Jessica Shepard,29.0,10.0,7.0,0.7871653515426518,0.3654013891671675,0.7743589743589745,1.1461057068793672,0.10161747640196198,0.5714285714285714,0.5,0.40895758519180697,False,False,Jessica Shepard,DAL,GSV,fgm,5,OVER,OVER,-3.377144955998416,0.04999999999999982,-0.06208385919138104,C,1,Elite,0.4,4.6,jessica shepard,True,False
Azzi Fudd,azzi fudd,DAL,5.161290322580645,31,30.903225806451612,fgm,DAL,DAL,3,top,Azzi Fudd,28.0,9.0,7.0,0.6957699090584877,0.09204048769266156,0.37509157509157526,1.3356293365635559,-0.0806381891327927,0.5714285714285714,0.4444444444444444,0.2830510873989137,False,False,,,,,,,,,,,,,,,,,False,False
Azzi Fudd,azzi fudd,DAL,0.8709677419354839,31,30.903225806451612,fta,DAL,DAL,1,bottom,Azzi Fudd,28.0,9.0,7.0,-0.08930558139796485,0.49782608695652175,-0.2946636696636697,-0.40986211450883525,-0.31162784558225204,0.42857142857142855,0.4444444444444444,-0.7924897566201914,False,False,,,,,,,,,,,,,,,,,False,False
Awak Kuier,awak kuier,DAL,1.0357142857142858,28,17.928571428571427,fta,DAL,DAL,2,bottom,Awak Kuier,25.0,6.0,8.0,-0.46109949487503665,-0.786502849002849,-0.7233869773730455,-0.09285222353404174,-0.05570824338362397,0.125,0.16666666666666666,0.06311587162980348,False,True,,,,,,,,,,,,,,,,,False,False
Alanna Smith,alanna smith,DAL,1.1481481481481481,27,18.037037037037038,fta,DAL,DAL,3,bottom,Alanna Smith,24.0,9.0,7.0,0.2854720053481663,0.7675356320093162,0.02066600066600066,-0.025144320548732307,-0.17989224143552746,0.42857142857142855,0.4444444444444444,-0.7468696313433155,False,False,,,,,,,,,,,,,,,,,False,False
Arike Ogunbowale,arike ogunbowale,DAL,4.0,34,29.88235294117647,fta,DAL,DAL,1,top,Arike Ogunbowale,31.0,10.0,9.0,0.24017509395717732,-0.5623141631500592,2.3304719110945276,-0.6588064713064713,0.34393963318177817,0.7777777777777778,0.5,2.8927860742445866,True,True,Arike Ogunbowale,DAL,GSV,fta,4.5,OVER,OVER,0.7338286210403527,0.7000000000000002,-0.1571731521272737,A,1,Elite,0.6,5.4,arike ogunbowale,True,False
Jessica Shepard,jessica shepard,DAL,3.65625,32,32.6875,fta,DAL,DAL,2,top,Jessica Shepard,29.0,10.0,7.0,-0.026424545999591105,-0.3492159219929206,1.2482434232434232,-0.5009880480635748,0.14718599452283518,1.0,0.4,1.5974593452363437,True,True,Jessica Shepard,DAL,GSV,fta,2.5,OVER,OVER,-4.725140845759219,-0.3999999999999999,,C,1,Elite,0.2,1.6,jessica shepard,True,False
Paige Bueckers,paige bueckers,DAL,3.5,34,32.794117647058826,fta,DAL,DAL,3,top,Paige Bueckers,31.0,11.0,8.0,0.2768189856755744,0.4716582324673441,0.764057765151515,-0.2266095102008415,0.08238385407929305,0.625,0.5454545454545454,0.2923995326841709,False,False,Paige Bueckers,DAL,GSV,fta,3,OVER,OVER,1.122022497663652,0.7999999999999998,-0.1699792923793588,A,1,Elite,0.6,4,paige bueckers,True,False
Azzi Fudd,azzi fudd,DAL,0.7096774193548387,31,30.903225806451612,ftm,DAL,DAL,1,bottom,Azzi Fudd,28.0,9.0,7.0,-0.030155074202376318,0.49534928303044246,-0.24089244089244088,-0.3013532115577861,-0.2718599333460585,0.2857142857142857,0.5555555555555556,-0.7362417239228833,False,False,,,,,,,,,,,,,,,,,False,False
Awak Kuier,awak kuier,DAL,0.7142857142857143,28,17.928571428571427,ftm,DAL,DAL,2,bottom,Awak Kuier,25.0,6.0,8.0,-0.3276542631032738,-0.6928205128205128,-0.5678684991765488,0.04622859025032946,-0.0686113886831226,0.125,0.16666666666666666,0.12495201364396402,False,True,,,,,,,,,,,,,,,,,False,False
Alanna Smith,alanna smith,DAL,0.7407407407407407,27,18.037037037037038,ftm,DAL,DAL,3,bottom,Alanna Smith,24.0,9.0,7.0,0.03499762858786617,0.21256828390695665,0.1412065712065712,-0.25770218343747753,-0.06775705806912918,0.42857142857142855,0.3333333333333333,-0.07136171270038544,False,False,,,,,,,,,,,,,,,,,False,False
Arike Ogunbowale,arike ogunbowale,DAL,3.5294117647058822,34,29.88235294117647,ftm,DAL,DAL,1,top,Arike Ogunbowale,31.0,10.0,9.0,0.20268966200256067,-0.5103492561151398,2.0047023112421662,-0.5546207264957265,0.33165228801468954,0.7777777777777778,0.4,2.515051567357306,True,True,Arike Ogunbowale,DAL,GSV,ftm,3.5,OVER,OVER,1.068004317812364,1.1500000000000004,-0.2507071255430851,A,1,Elite,0.6,4.8,arike ogunbowale,True,False
Paige Bueckers,paige bueckers,DAL,3.0294117647058822,34,32.794117647058826,ftm,DAL,DAL,2,top,Paige Bueckers,31.0,11.0,8.0,0.44637176157503633,0.788315722044019,0.9284327651515152,-0.18845087123918403,0.052167650275554964,0.625,0.5454545454545454,0.14011704310749618,False,False,Paige Bueckers,DAL,GSV,ftm,2.5,OVER,OVER,1.35786464183923,0.9500000000000002,-0.2231032735812948,A,1,Elite,0.6,3.8,paige bueckers,True,False
Jessica Shepard,jessica shepard,DAL,2.59375,32,32.6875,ftm,DAL,DAL,3,top,Jessica Shepard,29.0,10.0,7.0,0.12116750084831494,-0.15596251029631109,1.2453546453546454,-0.30366665749318944,0.14970716237282128,1.0,0.3,1.4013171556509565,True,False,Jessica Shepard,DAL,GSV,ftm,1.5,OVER,OVER,-4.684173675299588,-0.10000000000000009,,C,1,Elite,0.4,1,jessica shepard,True,False
Odyssey Sims,odyssey sims,DAL,10.0,25,17.2,pra,DAL,DAL,1,bottom,Odyssey Sims,22.0,8.0,5.0,-1.702780917156934,-2.59600468975469,0.8312370600414084,-2.316591995513564,0.17303978308633602,0.6,0.375,3.4272417497960985,True,True,Odyssey Sims,DAL,GSV,pra,15.5,UNDER,UNDER,6.512520370055113,-3.5694999999999997,-0.5372323548133172,A,1,Elite,0.2,13.2,odyssey sims,True,False
Awak Kuier,awak kuier,DAL,10.678571428571429,28,17.928571428571427,pra,DAL,DAL,2,bottom,Awak Kuier,25.0,6.0,8.0,-0.22184943331497378,-5.54241452991453,-0.08069647787140033,2.5776202881440033,0.1744403830550138,0.375,0.16666666666666666,5.46171805204313,False,True,,,,,,,,,,,,,,,,,False,False
Alanna Smith,alanna smith,DAL,11.814814814814815,27,18.037037037037038,pra,DAL,DAL,3,bottom,Alanna Smith,24.0,9.0,7.0,0.47057577842096276,3.2896652313700367,-0.18194527694527732,-2.129943932701285,-0.1923142349223285,0.2857142857142857,0.6666666666666666,-3.471610508315314,False,False,Alanna Smith,DAL,GSV,pra,14.5,OVER,OVER,2.236750444283443,5.937000000000001,-0.3201115620447635,A,1,Elite,1,22.8,alanna smith,True,False
