PLAYER_NAME,PLAYER_NORM,TEAM,season_avg,games,avg_min,category,team_slate,team_def_key,rank_on_team,leader_side,PLAYER_NAME_split,n_games,n_elite,n_weak,avg_delta_all,avg_delta_vs_elite,avg_delta_vs_weak,avg_delta_vs_mid,def_rank_corr,weak_over_rate,elite_over_rate,def_boost,overperform_vs_weak,fades_vs_elite,player,team,opp_team,prop_norm,line,bet_direction,final_bet_direction,rank_score,edge,edge_score,tier,slate_opp_def_rank,slate_opp_def_tier,line_hit_rate_over_ou_5,stat_last5_avg,player_norm,on_slate,slate_edge_signal
NaLyssa Smith,nalyssa smith,LV,0.9210526315789473,38,24.394736842105264,ast,LVA,LV,1,bottom,NaLyssa Smith,35.0,12.0,11.0,0.06754211715532472,0.04210180386650972,0.351207293109467,-0.16704398084715735,0.08385657527049493,0.6363636363636364,0.5833333333333334,0.30910548924295733,False,False,,,,,,,,,,,,,,,,,False,False
Stephanie Talbot,stephanie talbot,LV,1.0,39,16.641025641025642,ast,LVA,LV,2,bottom,Stephanie Talbot,36.0,12.0,12.0,-0.3039526119113258,-0.5693281762516756,-0.24592095020911864,-0.09660870927318294,0.055012913191192093,0.16666666666666666,0.16666666666666666,0.323407226042557,False,True,,,,,,,,,,,,,,,,,False,False
Jewell Loyd,jewell loyd,LV,1.3513513513513513,37,27.18918918918919,ast,LVA,LV,3,bottom,Jewell Loyd,34.0,11.0,11.0,0.047964866500869514,0.2993084135832615,0.6279963196073103,-0.7141288836722275,0.09954363325946526,0.6363636363636364,0.5454545454545454,0.3286879060240488,False,False,,,,,,,,,,,,,,,,,False,False
Chelsea Gray,chelsea gray,LV,6.921052631578948,38,32.81578947368421,ast,LVA,LV,1,top,Chelsea Gray,35.0,12.0,12.0,0.41027815084141644,-0.2099810479791505,0.5491438424306365,0.9354347041847042,0.1856365578780129,0.3333333333333333,0.4166666666666667,0.759124890409787,False,False,,,,,,,,,,,,,,,,,False,False
Jackie Young,jackie young,LV,6.552631578947368,38,32.21052631578947,ast,LVA,LV,2,top,Jackie Young,35.0,12.0,12.0,0.7697549083023455,0.09338720944508405,1.1799158839360615,1.060162242728032,0.21786769423779123,0.5833333333333334,0.5,1.0865286744909775,True,False,,,,,,,,,,,,,,,,,False,False
A'ja Wilson,a ja wilson,LV,3.0,34,32.029411764705884,ast,LVA,LV,3,top,A'ja Wilson,31.0,11.0,10.0,0.2045952493648779,-0.2893814478482251,0.2881754642159441,0.664389401448225,0.0693321444722846,0.7,0.5454545454545454,0.5775569120641693,True,False,,,,,,,,,,,,,,,,,False,False
Mai Yamamoto,mai yamamoto,LV,0.0,4,17.25,blk,LVA,LV,1,bottom,Mai Yamamoto,1.0,1.0,0.0,0.0,0.0,,,,,0.0,,False,False,,,,,,,,,,,,,,,,,False,False
Jewell Loyd,jewell loyd,LV,0.13513513513513514,37,27.18918918918919,blk,LVA,LV,2,bottom,Jewell Loyd,34.0,11.0,11.0,-0.09050248328300517,0.010218286333904985,-0.11419228133750638,-0.1611142072152134,-0.10672045493494912,0.09090909090909091,0.18181818181818182,-0.12441056767141136,False,False,,,,,,,,,,,,,,,,,False,False
Dana Evans,dana evans,LV,0.2,10,16.5,blk,LVA,LV,3,bottom,Dana Evans,7.0,2.0,2.0,0.14348072562358277,-0.1625,0.4285714285714286,0.1574074074074074,0.45575973509931983,0.5,0.0,0.5910714285714286,False,False,,,,,,,,,,,,,,,,,False,False
A'ja Wilson,a ja wilson,LV,2.0,34,32.029411764705884,blk,LVA,LV,1,top,A'ja Wilson,31.0,11.0,10.0,0.02382078459122693,0.23205512443145568,0.3982189641110181,-0.5796351687528158,0.11694711733694216,0.6,0.5454545454545454,0.16616383967956241,False,False,,,,,,,,,,,,,,,,,False,False
NaLyssa Smith,nalyssa smith,LV,0.631578947368421,38,24.394736842105264,blk,LVA,LV,2,top,NaLyssa Smith,35.0,12.0,11.0,-0.3076480073734162,-0.16608048078636314,-0.29800097647923735,-0.4580586456134666,-0.07396830308250259,0.2727272727272727,0.4166666666666667,-0.1319204956928742,False,False,,,,,,,,,,,,,,,,,False,False
Ta'Niya Latson,ta niya latson,LV,0.5,2,17.0,blk,LVA,LV,3,top,Ta'Niya Latson,2.0,1.0,0.0,0.31666666666666665,0.8333333333333334,,-0.2,,,1.0,,False,False,,,,,,,,,,,,,,,,,False,False
Stephanie Talbot,stephanie talbot,LV,1.3333333333333333,39,16.641025641025642,fg2a,LVA,LV,1,bottom,Stephanie Talbot,36.0,12.0,12.0,-0.4015446632978972,-0.3799452311224507,0.24166984607420638,-1.066358604845447,0.20248301079683248,0.5,0.25,0.6216150771966571,False,True,,,,,,,,,,,,,,,,,False,False
Mai Yamamoto,mai yamamoto,LV,1.5,4,17.25,fg2a,LVA,LV,2,bottom,Mai Yamamoto,1.0,1.0,0.0,-2.0,-2.0,,,,,0.0,,False,False,,,,,,,,,,,,,,,,,False,False
Jewell Loyd,jewell loyd,LV,2.189189189189189,37,27.18918918918919,fg2a,LVA,LV,3,bottom,Jewell Loyd,34.0,11.0,11.0,-0.3133634677502071,-0.3192361869593107,-0.04902384776221324,-0.5502914601308563,-0.0037239005767187,0.2727272727272727,0.2727272727272727,0.2702123391970975,False,True,,,,,,,,,,,,,,,,,False,False
A'ja Wilson,a ja wilson,LV,14.911764705882353,34,32.029411764705884,fg2a,LVA,LV,1,top,A'ja Wilson,31.0,11.0,10.0,0.9184607841544227,-0.46518885087433487,1.6107809233911183,1.7481552434493612,0.15517223650348155,0.7,0.18181818181818182,2.0759697742654533,True,True,,,,,,,,,,,,,,,,,False,False
Jackie Young,jackie young,LV,8.131578947368421,38,32.21052631578947,fg2a,LVA,LV,2,top,Jackie Young,35.0,12.0,12.0,-0.6359319986703732,-1.374279858791244,-1.517815994334298,1.1315936621857674,-0.009394477370524651,0.25,0.08333333333333333,-0.143536135543054,False,True,,,,,,,,,,,,,,,,,False,False
NaLyssa Smith,nalyssa smith,LV,7.421052631578948,38,24.394736842105264,fg2a,LVA,LV,3,top,NaLyssa Smith,35.0,12.0,11.0,1.1438866009886766,1.4902561748149985,1.944887946192294,0.0632657940590388,0.06731427067169696,0.8181818181818182,0.75,0.4546317713772956,False,False,,,,,,,,,,,,,,,,,False,False
Dana Evans,dana evans,LV,0.4,10,16.5,fg2m,LVA,LV,1,bottom,Dana Evans,7.0,2.0,2.0,0.35918367346938773,0.275,0.35714285714285715,0.4166666666666667,0.14689674561607388,0.5,0.5,0.08214285714285713,False,False,,,,,,,,,,,,,,,,,False,False
Mai Yamamoto,mai yamamoto,LV,0.5,4,17.25,fg2m,LVA,LV,2,bottom,Mai Yamamoto,1.0,1.0,0.0,-0.6666666666666666,-0.6666666666666666,,,,,0.0,,False,False,,,,,,,,,,,,,,,,,False,False
Stephanie Talbot,stephanie talbot,LV,0.8461538461538461,39,16.641025641025642,fg2m,LVA,LV,3,bottom,Stephanie Talbot,36.0,12.0,12.0,-0.14097968522987475,-0.06310159283668722,0.33210550219858065,-0.6919429650515178,0.21242065125747306,0.5833333333333334,0.6666666666666666,0.39520709503526785,False,False,,,,,,,,,,,,,,,,,False,False
A'ja Wilson,a ja wilson,LV,8.088235294117647,34,32.029411764705884,fg2m,LVA,LV,1,top,A'ja Wilson,31.0,11.0,10.0,0.4887067742041357,0.012238928018754985,0.50209715272234,0.99943102648985,0.11116684476932545,0.6,0.5454545454545454,0.48985822470358503,False,False,,,,,,,,,,,,,,,,,False,False
NaLyssa Smith,nalyssa smith,LV,4.815789473684211,38,24.394736842105264,fg2m,LVA,LV,2,top,NaLyssa Smith,35.0,12.0,11.0,0.5139260688419404,0.7048124709889416,1.3501895648634779,-0.4435352046581371,0.12232002828019485,0.6363636363636364,0.6666666666666666,0.6453770938745362,True,False,,,,,,,,,,,,,,,,,False,False
Jackie Young,jackie young,LV,4.605263157894737,38,32.21052631578947,fg2m,LVA,LV,3,top,Jackie Young,35.0,12.0,12.0,-0.01206454281940947,-0.15729706177998395,-0.22949328362652946,0.3835659223817119,-0.020459286369429723,0.6666666666666666,0.4166666666666667,-0.0721962218465455,False,False,,,,,,,,,,,,,,,,,False,False
NaLyssa Smith,nalyssa smith,LV,0.02631578947368421,38,24.394736842105264,fg3m,LVA,LV,1,bottom,NaLyssa Smith,35.0,12.0,11.0,-0.017392259456129232,-0.05087114425349718,0.048062129094737796,-0.04391323083038939,0.27703204658714703,0.09090909090909091,0.0,0.09893327334823498,False,False,,,,,,,,,,,,,,,,,False,False
Stephanie Talbot,stephanie talbot,LV,0.4358974358974359,39,16.641025641025642,fg3m,LVA,LV,2,bottom,Stephanie Talbot,36.0,12.0,12.0,-0.011298829020100152,-0.06550284162263592,0.042976359435629774,-0.011370004873294351,-0.01831750435294816,0.3333333333333333,0.25,0.1084792010582657,False,False,,,,,,,,,,,,,,,,,False,False
Chennedy Carter,chennedy carter,LV,0.75,16,17.5,fg3m,LVA,LV,3,bottom,Chennedy Carter,13.0,4.0,4.0,0.06055696440311832,-0.4712301587301587,0.5488095238095239,0.09538461538461536,0.4211584213781833,0.5,0.25,1.0200396825396827,False,True,,,,,,,,,,,,,,,,,False,False
Jackie Young,jackie young,LV,2.1578947368421053,38,32.21052631578947,fg3m,LVA,LV,1,top,Jackie Young,35.0,12.0,12.0,0.6283999584175565,1.2283904474843752,0.46750406364786684,0.149387673729779,-0.25074892855769754,0.6666666666666666,0.6666666666666666,-0.7608863838365083,False,False,,,,,,,,,,,,,,,,,False,False
Chelsea Gray,chelsea gray,LV,1.8157894736842106,38,32.81578947368421,fg3m,LVA,LV,2,top,Chelsea Gray,35.0,12.0,12.0,-0.017202224644744853,-0.4350808338711564,0.4191965257751116,-0.03740601503759395,0.17522067672163227,0.5,0.4166666666666667,0.854277359646268,False,True,,,,,,,,,,,,,,,,,False,False
Mai Yamamoto,mai yamamoto,LV,1.75,4,17.25,fg3m,LVA,LV,3,top,Mai Yamamoto,1.0,1.0,0.0,0.33333333333333326,0.33333333333333326,,,,,1.0,,False,False,,,,,,,,,,,,,,,,,False,False
Stephanie Talbot,stephanie talbot,LV,3.128205128205128,39,16.641025641025642,fga,LVA,LV,1,bottom,Stephanie Talbot,36.0,12.0,12.0,-0.6774792412142903,-0.5986960013875025,0.3829819445505353,-1.8167236668059035,0.09107795497872857,0.4166666666666667,0.25,0.9816779459380378,False,True,,,,,,,,,,,,,,,,,False,False
Mai Yamamoto,mai yamamoto,LV,5.0,4,17.25,fga,LVA,LV,2,bottom,Mai Yamamoto,1.0,1.0,0.0,-2.666666666666667,-2.666666666666667,,,,,0.0,,False,False,,,,,,,,,,,,,,,,,False,False
Dana Evans,dana evans,LV,5.1,10,16.5,fga,LVA,LV,3,bottom,Dana Evans,7.0,2.0,2.0,-0.16473922902494337,2.725,-1.1904761904761907,-1.4074074074074074,-0.8001449267551445,0.5,1.0,-3.9154761904761908,False,False,,,,,,,,,,,,,,,,,False,False
A'ja Wilson,a ja wilson,LV,17.294117647058822,34,32.029411764705884,fga,LVA,LV,1,top,A'ja Wilson,31.0,11.0,10.0,1.1896204265883026,-0.04670836040163806,1.952928890533088,1.7862736283324523,0.15093912641165916,0.7,0.36363636363636365,1.999637250934726,True,False,,,,,,,,,,,,,,,,,False,False
Jackie Young,jackie young,LV,13.921052631578947,38,32.21052631578947,fga,LVA,LV,2,top,Jackie Young,35.0,12.0,12.0,-0.06037451497237229,-0.11011807786001349,-1.0974052655518172,1.125197463355358,-0.12612009370793809,0.5,0.5,-0.9872871876918037,False,False,,,,,,,,,,,,,,,,,False,False
Chelsea Gray,chelsea gray,LV,10.078947368421053,38,32.81578947368421,fga,LVA,LV,3,top,Chelsea Gray,35.0,12.0,12.0,0.784514982872761,1.2570950389261581,0.7263926878528953,0.3323792435634541,-0.038489637244720085,0.6666666666666666,0.5833333333333334,-0.5307023510732628,False,False,,,,,,,,,,,,,,,,,False,False
Dana Evans,dana evans,LV,1.2,10,16.5,fgm,LVA,LV,1,bottom,Dana Evans,7.0,2.0,2.0,0.017063492063492065,0.9625,-0.6666666666666666,-0.15740740740740744,-0.5480317143553793,0.0,0.5,-1.6291666666666667,False,False,,,,,,,,,,,,,,,,,False,False
Stephanie Talbot,stephanie talbot,LV,1.2820512820512822,39,16.641025641025642,fgm,LVA,LV,2,bottom,Stephanie Talbot,36.0,12.0,12.0,-0.15227851424997485,-0.12860443445932307,0.3750818616342104,-0.7033129699248121,0.18659040604034977,0.5833333333333334,0.4166666666666667,0.5036862960935335,True,False,,,,,,,,,,,,,,,,,False,False
Mai Yamamoto,mai yamamoto,LV,2.25,4,17.25,fgm,LVA,LV,3,bottom,Mai Yamamoto,1.0,1.0,0.0,-0.3333333333333335,-0.3333333333333335,,,,,0.0,,False,False,,,,,,,,,,,,,,,,,False,False
A'ja Wilson,a ja wilson,LV,9.058823529411764,34,32.029411764705884,fgm,LVA,LV,1,top,A'ja Wilson,31.0,11.0,10.0,0.5058000193074956,-0.0008697063499118423,0.505422016264595,1.063514720573544,0.15226531182624417,0.7,0.5454545454545454,0.5062917226145068,True,False,,,,,,,,,,,,,,,,,False,False
Jackie Young,jackie young,LV,6.7631578947368425,38,32.21052631578947,fgm,LVA,LV,2,top,Jackie Young,35.0,12.0,12.0,0.616335415598147,1.0710933857043912,0.23801078002133721,0.5329535961114908,-0.15945902842028076,0.6666666666666666,0.6666666666666666,-0.8330826056830539,False,False,,,,,,,,,,,,,,,,,False,False
NaLyssa Smith,nalyssa smith,LV,4.842105263157895,38,24.394736842105264,fgm,LVA,LV,3,top,NaLyssa Smith,35.0,12.0,11.0,0.496533809385811,0.6539413267354441,1.3982516939582155,-0.4874484354885266,0.1398245390584482,0.6363636363636364,0.6666666666666666,0.7443103672227713,True,False,,,,,,,,,,,,,,,,,False,False
Dana Evans,dana evans,LV,0.4,10,16.5,fta,LVA,LV,1,bottom,Dana Evans,7.0,2.0,2.0,-0.37845804988662135,-0.65,0.38095238095238104,-0.7037037037037036,0.6046527870943303,0.5,0.0,1.030952380952381,False,True,,,,,,,,,,,,,,,,,False,False
Stephanie Talbot,stephanie talbot,LV,0.5128205128205128,39,16.641025641025642,fta,LVA,LV,2,bottom,Stephanie Talbot,36.0,12.0,12.0,-0.2331161571716335,-0.07899311793749024,-0.4207739347525705,-0.1995814188248399,-0.15310914533514594,0.16666666666666666,0.16666666666666666,-0.34178081681508027,False,False,,,,,,,,,,,,,,,,,False,False
Jewell Loyd,jewell loyd,LV,1.3783783783783783,37,27.18918918918919,fta,LVA,LV,3,bottom,Jewell Loyd,34.0,11.0,11.0,0.005470662060066698,0.1761740048885079,0.24414516193427327,-0.36979236041736047,-0.017831092033221016,0.5454545454545454,0.45454545454545453,0.06797115704576537,False,False,,,,,,,,,,,,,,,,,False,False
A'ja Wilson,a ja wilson,LV,8.0,34,32.029411764705884,fta,LVA,LV,1,top,A'ja Wilson,31.0,11.0,10.0,0.26912762604142837,0.8454088703751075,-0.015726984992352387,-0.0799271316918376,-0.04420412982992102,0.4,0.45454545454545453,-0.8611358553674598,False,False,,,,,,,,,,,,,,,,,False,False
Ta'Niya Latson,ta niya latson,LV,4.0,2,17.0,fta,LVA,LV,2,top,Ta'Niya Latson,2.0,1.0,0.0,0.03333333333333366,-4.333333333333333,,4.4,,,0.0,,False,False,,,,,,,,,,,,,,,,,False,False
NaLyssa Smith,nalyssa smith,LV,3.6052631578947367,38,24.394736842105264,fta,LVA,LV,3,top,NaLyssa Smith,35.0,12.0,11.0,-0.8524133081593576,-0.6143827555592262,-0.19042426172860968,-1.6972671533210075,0.01647625566826972,0.36363636363636365,0.3333333333333333,0.42395849383061646,False,True,,,,,,,,,,,,,,,,,False,False
Dana Evans,dana evans,LV,0.2,10,16.5,ftm,LVA,LV,1,bottom,Dana Evans,7.0,2.0,2.0,-0.37970521541950114,-0.325,-0.47619047619047616,-0.3518518518518518,-0.5077345674527821,0.0,0.0,-0.15119047619047615,False,True,,,,,,,,,,,,,,,,,False,False
Stephanie Talbot,stephanie talbot,LV,0.358974358974359,39,16.641025641025642,ftm,LVA,LV,2,bottom,Stephanie Talbot,36.0,12.0,12.0,-0.2289405486704541,-0.06108857094450825,-0.41461978837790925,-0.21111328668894458,-0.22590465502236537,0.08333333333333333,0.16666666666666666,-0.353531217433401,False,False,,,,,,,,,,,,,,,,,False,False
Jewell Loyd,jewell loyd,LV,1.1081081081081081,37,27.18918918918919,ftm,LVA,LV,3,bottom,Jewell Loyd,34.0,11.0,11.0,0.08338741568728192,0.422532342854351,0.2420583229795266,-0.3729437659004223,-0.099225174343746,0.36363636363636365,0.45454545454545453,-0.1804740198748244,False,False,,,,,,,,,,,,,,,,,False,False
A'ja Wilson,a ja wilson,LV,6.764705882352941,34,32.029411764705884,ftm,LVA,LV,1,top,A'ja Wilson,31.0,11.0,10.0,0.6661495956948396,1.154793043592434,0.484821336085204,0.3099700626171213,-0.04170521806268903,0.4,0.5454545454545454,-0.66997170750723,False,False,,,,,,,,,,,,,,,,,False,False
Ta'Niya Latson,ta niya latson,LV,3.5,2,17.0,ftm,LVA,LV,2,top,Ta'Niya Latson,2.0,1.0,0.0,0.7166666666666666,-3.1666666666666665,,4.6,,,0.0,,False,False,,,,,,,,,,,,,,,,,False,False
Jackie Young,jackie young,LV,2.973684210526316,38,32.21052631578947,ftm,LVA,LV,3,top,Jackie Young,35.0,12.0,12.0,1.1549997463743362,1.9277854137436685,-0.008769427642803493,1.581527208171945,-0.3010282897632234,0.5,0.6666666666666666,-1.936554841386472,False,False,,,,,,,,,,,,,,,,,False,False
Stephanie Talbot,stephanie talbot,LV,6.871794871794871,39,16.641025641025642,pra,LVA,LV,1,bottom,Stephanie Talbot,36.0,12.0,12.0,-1.3892416390821105,-2.121079712970255,0.45523971635884447,-2.5018849206349203,0.16885145365954995,0.4166666666666667,0.3333333333333333,2.5763194293290996,False,True,,,,,,,,,,,,,,,,,False,False
Dana Evans,dana evans,LV,7.2,10,16.5,pra,LVA,LV,2,bottom,Dana Evans,7.0,2.0,2.0,-0.28900226757369624,5.3,-2.2142857142857144,-2.7314814814814814,-0.618667242819793,0.0,0.5,-7.514285714285714,False,False,,,,,,,,,,,,,,,,,False,False
Mai Yamamoto,mai yamamoto,LV,10.25,4,17.25,pra,LVA,LV,3,bottom,Mai Yamamoto,1.0,1.0,0.0,-5.666666666666666,-5.666666666666666,,,,,0.0,,False,False,,,,,,,,,,,,,,,,,False,False
A'ja Wilson,a ja wilson,LV,38.3235294117647,34,32.029411764705884,pra,LVA,LV,1,top,A'ja Wilson,31.0,11.0,10.0,3.3505171747621785,2.374385456525833,4.544754819559918,3.2300244200244195,0.12165146911434448,0.8,0.6363636363636364,2.170369363034085,True,False,,,,,,,,,,,,,,,,,False,False
Jackie Young,jackie young,LV,29.394736842105264,38,32.21052631578947,pra,LVA,LV,2,top,Jackie Young,35.0,12.0,12.0,4.003743854419952,6.118143881948437,1.3748907031896793,4.564965443912812,-0.20684509992660097,0.6666666666666666,0.75,-4.743253178758757,False,False,,,,,,,,,,,,,,,,,False,False
Chelsea Gray,chelsea gray,LV,22.342105263157894,38,32.81578947368421,pra,LVA,LV,3,top,Chelsea Gray,35.0,12.0,12.0,0.4033869441317171,-0.23566600158156228,0.8658531725923027,0.5960269993164732,0.15007479808022015,0.5,0.5833333333333334,1.101519174173865,False,False,,,,,,,,,,,,,,,,,False,False
Stephanie Talbot,stephanie talbot,LV,3.358974358974359,39,16.641025641025642,pts,LVA,LV,1,bottom,Stephanie Talbot,36.0,12.0,12.0,-0.5447964061905041,-0.3838002814857903,0.37852029432614137,-1.6291092314118627,0.06460880972055119,0.5833333333333334,0.3333333333333333,0.7623205758119317,True,True,,,,,,,,,,,,,,,,,False,False
Dana Evans,dana evans,LV,3.4,10,16.5,pts,LVA,LV,2,bottom,Dana Evans,7.0,2.0,2.0,-0.6876984126984126,2.2875,-2.8333333333333335,-1.2407407407407407,-0.6133079068084256,0.0,0.5,-5.120833333333334,False,False,,,,,,,,,,,,,,,,,False,False
Mai Yamamoto,mai yamamoto,LV,7.75,4,17.25,pts,LVA,LV,3,bottom,Mai Yamamoto,1.0,1.0,0.0,-2.333333333333334,-2.333333333333334,,,,,0.0,,False,False,,,,,,,,,,,,,,,,,False,False
A'ja Wilson,a ja wilson,LV,25.852941176470587,34,32.029411764705884,pts,LVA,LV,1,top,A'ja Wilson,31.0,11.0,10.0,1.694842879413191,1.1399449965239439,1.498990232156649,2.501083197847904,0.08844759131429285,0.7,0.5454545454545454,0.3590452356327052,False,False,,,,,,,,,,,,,,,,,False,False
Jackie Young,jackie young,LV,18.657894736842106,38,32.21052631578947,pts,LVA,LV,2,top,Jackie Young,35.0,12.0,12.0,3.0160705359881863,5.298362632636825,0.9347561960477376,2.7968220741247056,-0.2892721279129394,0.6666666666666666,0.8333333333333334,-4.363606436589087,False,False,,,,,,,,,,,,,,,,,False,False
Chennedy Carter,chennedy carter,LV,12.5,16,17.5,pts,LVA,LV,3,top,Chennedy Carter,13.0,4.0,4.0,-2.256881366496751,-8.794823232323232,-3.1940476190476192,3.723205128205129,0.4167913830156014,0.5,0.0,5.600775613275612,False,True,,,,,,,,,,,,,,,,,False,False
Mai Yamamoto,mai yamamoto,LV,0.5,4,17.25,reb,LVA,LV,1,bottom,Mai Yamamoto,1.0,1.0,0.0,-0.6666666666666666,-0.6666666666666666,,,,,0.0,,False,False,,,,,,,,,,,,,,,,,False,False
Dana Evans,dana evans,LV,1.8,10,16.5,reb,LVA,LV,2,bottom,Dana Evans,7.0,2.0,2.0,0.16995464852607706,2.45,-0.11904761904761907,-1.1574074074074072,-0.6423377785152411,0.5,1.0,-2.5690476190476192,False,False,,,,,,,,,,,,,,,,,False,False
Chennedy Carter,chennedy carter,LV,1.9375,16,17.5,reb,LVA,LV,3,bottom,Chennedy Carter,13.0,4.0,4.0,-0.5428016428016428,-1.4730339105339105,-0.8452380952380953,0.44333333333333325,0.17052454552346677,0.5,0.0,0.6277958152958152,False,True,,,,,,,,,,,,,,,,,False,False
A'ja Wilson,a ja wilson,LV,9.470588235294118,34,32.029411764705884,reb,LVA,LV,1,top,A'ja Wilson,31.0,11.0,10.0,1.4510790459841099,1.5238219078501145,2.7575891231873237,0.06455182072829117,0.08181960055709701,0.8,0.6363636363636364,1.2337672153372092,True,False,,,,,,,,,,,,,,,,,False,False
NaLyssa Smith,nalyssa smith,LV,6.552631578947368,38,24.394736842105264,reb,LVA,LV,2,top,NaLyssa Smith,35.0,12.0,11.0,-0.19684202236666737,0.38864109525874246,-0.5458711859798818,-0.4623817400132974,-0.16671715593123432,0.36363636363636365,0.5,-0.9345122812386243,False,False,,,,,,,,,,,,,,,,,False,False
Jackie Young,jackie young,LV,4.184210526315789,38,32.21052631578947,reb,LVA,LV,3,top,Jackie Young,35.0,12.0,12.0,0.2179184101294195,0.7263940398665255,-0.7397813767941201,0.7079811270600744,-0.10672263524571189,0.16666666666666666,0.6666666666666666,-1.4661754166606458,False,False,,,,,,,,,,,,,,,,,False,False
Dana Evans,dana evans,LV,0.1,10,16.5,stl,LVA,LV,1,bottom,Dana Evans,7.0,2.0,2.0,0.0006235827664399229,-0.1625,0.4285714285714286,-0.1759259259259259,0.6213462674271347,0.5,0.0,0.5910714285714286,False,False,,,,,,,,,,,,,,,,,False,False
Ta'Niya Latson,ta niya latson,LV,0.5,2,17.0,stl,LVA,LV,2,bottom,Ta'Niya Latson,2.0,1.0,0.0,0.4166666666666667,-0.16666666666666666,,1.0,,,0.0,,False,False,,,,,,,,,,,,,,,,,False,False
NaLyssa Smith,nalyssa smith,LV,0.5526315789473685,38,24.394736842105264,stl,LVA,LV,3,bottom,NaLyssa Smith,35.0,12.0,11.0,0.2086026654720442,0.39831255051843284,0.18641419570767398,0.03923221104299496,-0.005273458059036407,0.36363636363636365,0.5833333333333334,-0.21189835481075886,False,False,,,,,,,,,,,,,,,,,False,False
A'ja Wilson,a ja wilson,LV,1.4411764705882353,34,32.029411764705884,stl,LVA,LV,1,top,A'ja Wilson,31.0,11.0,10.0,0.13697218605136938,0.18729061289159302,0.5718619131992444,-0.35326781062075174,0.10088069905185992,0.5,0.45454545454545453,0.3845713003076514,False,False,,,,,,,,,,,,,,,,,False,False
Mai Yamamoto,mai yamamoto,LV,1.25,4,17.25,stl,LVA,LV,2,top,Mai Yamamoto,1.0,1.0,0.0,-0.33333333333333326,-0.33333333333333326,,,,,0.0,,False,False,,,,,,,,,,,,,,,,,False,False
Chelsea Gray,chelsea gray,LV,1.236842105263158,38,32.81578947368421,stl,LVA,LV,3,top,Chelsea Gray,35.0,12.0,12.0,0.1471522420879372,0.004872307125627843,0.45776340940696264,-0.036481829573934844,0.16161939858083052,0.5833333333333334,0.3333333333333333,0.4528911022813348,False,False,,,,,,,,,,,,,,,,,False,False
Dana Evans,dana evans,LV,0.3,10,16.5,stocks,LVA,LV,1,bottom,Dana Evans,7.0,2.0,2.0,0.1441043083900227,-0.325,0.8571428571428572,-0.01851851851851849,0.5690088105570844,0.5,0.0,1.1821428571428572,False,True,,,,,,,,,,,,,,,,,False,False
Stephanie Talbot,stephanie talbot,LV,0.8717948717948718,39,16.641025641025642,stocks,LVA,LV,2,bottom,Stephanie Talbot,36.0,12.0,12.0,-0.01295701131356782,0.04054989219525321,0.19845953891556092,-0.2778804650515177,0.10315983293516179,0.6666666666666666,0.5833333333333334,0.15790964672030772,False,False,,,,,,,,,,,,,,,,,False,False
Ta'Niya Latson,ta niya latson,LV,1.0,2,17.0,stocks,LVA,LV,3,bottom,Ta'Niya Latson,2.0,1.0,0.0,0.7333333333333334,0.6666666666666667,,0.8,,,1.0,,False,False,,,,,,,,,,,,,,,,,False,False
A'ja Wilson,a ja wilson,LV,3.4411764705882355,34,32.029411764705884,stocks,LVA,LV,1,top,A'ja Wilson,31.0,11.0,10.0,0.1607929706425963,0.4193457373230487,0.9700808773102626,-0.9329029793735675,0.1436689067623348,0.5,0.45454545454545453,0.5507351399872139,False,False,,,,,,,,,,,,,,,,,False,False
Chelsea Gray,chelsea gray,LV,1.5526315789473684,38,32.81578947368421,stocks,LVA,LV,2,top,Chelsea Gray,35.0,12.0,12.0,-0.21092220395080646,-0.3293305032157024,0.033207940940637094,-0.3480733082706768,0.13936157780277872,0.5833333333333334,0.4166666666666667,0.3625384441563395,False,True,,,,,,,,,,,,,,,,,False,False
Jewell Loyd,jewell loyd,LV,1.3513513513513513,37,27.18918918918919,stocks,LVA,LV,3,top,Jewell Loyd,34.0,11.0,11.0,-0.20150815255100796,-0.06361223433992196,-0.08064645931087346,-0.43870262971462665,-0.033037717390671684,0.45454545454545453,0.45454545454545453,-0.0170342249709515,False,False,,,,,,,,,,,,,,,,,False,False
Emma Cechova,emma cechova,MIN,0.0,4,19.0,ast,MIN,MIN,1,bottom,Emma Cechova,1.0,0.0,0.0,0.0,,,0.0,,,,,False,False,,,,,,,,,,,,,,,,,False,False
Saylor Poffenbarger,saylor poffenbarger,MIN,0.6666666666666666,3,23.0,ast,MIN,MIN,2,bottom,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,False
Dorka Juhasz,dorka juhasz,MIN,1.6153846153846154,13,15.23076923076923,ast,MIN,MIN,3,bottom,Dorka Juhasz,10.0,0.0,6.0,-0.4586038961038962,,0.038690476190476164,-1.2045454545454546,0.36107253299953807,0.16666666666666666,,,False,False,,,,,,,,,,,,,,,,,False,False
Olivia Miles,olivia miles,MIN,5.861111111111111,36,30.36111111111111,ast,MIN,MIN,1,top,Olivia Miles,33.0,7.0,13.0,0.9367408943407941,-0.0695918718364539,0.8171260068574503,1.5982272713041943,0.06477054300415727,0.6153846153846154,0.5714285714285714,0.8867178786939042,True,False,,,,,,,,,,,,,,,,,False,False
