file,status,rows,void_rows,acceptable_void_rows,unacceptable_void_rows
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-05\graded_nba_2026-06-05.xlsx,ok,1286,41,41,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-05\graded_nhl_2026-06-05.xlsx,ok,249,224,224,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-05\graded_mlb_2026-06-05.xlsx,ok,7305,1113,1113,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-05\graded_soccer_2026-06-05.xlsx,ok,451,451,451,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-05\graded_nba1h_2026-06-05.xlsx,ok,41,0,0,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-05\graded_nba1q_2026-06-05.xlsx,ok,142,0,0,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-05\graded_tennis_2026-06-05.xlsx,ok,468,276,276,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-05\graded_wnba_2026-06-05.xlsx,ok,1086,97,97,0
