file,status,rows,void_rows,acceptable_void_rows,unacceptable_void_rows
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-11\graded_nba_2026-05-11.xlsx,ok,1094,12,12,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-11\graded_nhl_2026-05-11.xlsx,ok,205,14,14,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-11\graded_mlb_2026-05-11.xlsx,ok,1409,84,84,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-11\graded_soccer_2026-05-11.xlsx,ok,1397,722,722,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-11\graded_nba1h_2026-05-11.xlsx,ok,54,1,1,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-11\graded_nba1q_2026-05-11.xlsx,ok,156,5,5,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-11\graded_tennis_2026-05-11.xlsx,ok,797,27,27,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-11\graded_wnba_2026-05-11.xlsx,ok,0,0,0,0
