file,status,rows,void_rows,acceptable_void_rows,unacceptable_void_rows
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-31\graded_nba_2026-05-31.xlsx,ok,0,0,0,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-31\graded_mlb_2026-05-31.xlsx,ok,8346,1479,1479,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-31\graded_soccer_2026-05-31.xlsx,ok,1204,1178,1178,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-31\graded_nba1h_2026-05-31.xlsx,ok,0,0,0,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-31\graded_tennis_2026-05-31.xlsx,ok,196,16,16,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-31\graded_wnba_2026-05-31.xlsx,ok,648,247,247,0
