file,status,rows,void_rows,acceptable_void_rows,unacceptable_void_rows
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-04\graded_nba_2026-05-04.xlsx,ok,1333,150,150,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-04\graded_nhl_2026-05-04.xlsx,ok,518,71,71,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-04\graded_mlb_2026-05-04.xlsx,ok,2927,297,297,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-04\graded_soccer_2026-05-04.xlsx,ok,2694,1459,1459,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-04\graded_nba1h_2026-05-04.xlsx,ok,67,30,30,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-04\graded_nba1q_2026-05-04.xlsx,ok,152,38,38,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-04\graded_tennis_2026-05-04.xlsx,ok,150,123,123,0
