file,status,rows,void_rows,acceptable_void_rows,unacceptable_void_rows
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-15\graded_nba_2026-05-15.xlsx,ok,1230,1230,1230,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-15\graded_soccer_2026-05-15.xlsx,ok,559,368,368,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-15\graded_nba1h_2026-05-15.xlsx,ok,63,63,63,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-15\graded_nba1q_2026-05-15.xlsx,ok,156,156,156,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-15\graded_tennis_2026-05-15.xlsx,ok,28,28,28,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-15\graded_wnba_2026-05-15.xlsx,ok,0,0,0,0
