file,status,rows,void_rows,acceptable_void_rows,unacceptable_void_rows
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-29\graded_nba_2026-05-29.xlsx,ok,0,0,0,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-29\graded_nhl_2026-05-29.xlsx,ok,286,2,2,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-29\graded_mlb_2026-05-29.xlsx,ok,3737,772,772,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-29\graded_soccer_2026-05-29.xlsx,ok,62,46,46,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-29\graded_nba1h_2026-05-29.xlsx,ok,0,0,0,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-29\graded_tennis_2026-05-29.xlsx,ok,305,36,36,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-29\graded_wnba_2026-05-29.xlsx,ok,1395,168,168,0
